"fiscal_year","company_name","company_address","municipality","county_1","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","per_contract_full_time_ct_jobs_to_be_retained","per_contract_full_time_ct_jobs_to_be_created","per_contract_part_time_ct_jobs_to_be_retained","per_contract_part_time_ct_jobs_to_be_created","actual_jobs_at_time_of_review","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","per_application_existing_full_time_jobs_in_ct","per_application_full_time_jobs_to_be_created_in_ct","per_application_existing_part_time_jobs_in_ct","per_application_part_time_jobs_to_be_created_in_ct","full_time_ct_employment_at_6_30_18","part_time_ct_employment_at_6_30_18","status","location_1","count","geocoded_location"
"2012","Kaleidoscope Direct Marketing, LLC","33 Danbury Road","Wilton","Fairfield","CT","06897","Manufacturing","451113","No","2011-12-29T00:00:00.000","0","100000","100000","100000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a",,,"n/a","n/a","n/a","n/a","3","2","0","0","1","0","Active","33 Danbury Road","1","33 Danbury Road
Wilton, CT 06897
(41.164867, -73.418119)"
"2014","Barjen, Inc. dba Park Avenue Coach","110 Lenox Avenue","Stamford","Fairfield","CT","06906","Transportation/Charter Bus","485510","No","2013-11-01T00:00:00.000","50000","200000","250000","300000","50000","Small Business Express Program","CGS Sec. 32-7g","13","5","0","0","18","Met","n/a","n/a","13","5","0","0",,,"Compliance Complete","110 Lenox Avenue","1","110 Lenox Avenue
Stamford, CT 06906
(41.06863, -73.510784)"
"2010","Boardman Silversmiths, Inc.","22 North Plains Industrial Road","Wallingford","New Haven","CT","06492","Manufacturing","332999","No","2009-09-16T00:00:00.000","0","147512","147512","295025","147513","Manufacturing Assistance Act","CH 588l","11","10",,,"3","not met","3% to 7.5%","n/a","11","10","1","1",,,"Active","22 North Plains Industrial Road","1","22 North Plains Industrial Road
Wallingford, CT 06492
(41.486193, -72.813197)"
"2014","Systamedic, Inc.","1084 Shennecossett Road","Groton","New London","CT","06340","Bioscience/Pharmaceuticals","541711","No","2014-04-21T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","2","2","0","0","0","Not Met","$400,004","n/a","2","2","0","0",,,"Active","1084 Shennecossett Road","1","1084 Shennecossett Road
Groton, CT 06340
(41.319936, -72.064544)"
"2013","Pyramisa Marble & Granite, LLC dba The Granite City","22 Rumsey Road","East Hartford","Hartford","CT","06108","Brick, Stone and Related Construction Materials Manufacturer","423320","No","2012-11-07T00:00:00.000","75000","0","75000","238100","163100","Small Business Express Program","CGS Sec. 32-7g","7","3","0","0","8","Not Met","$2,000","n/a","7","3","0","0",,,"Active","22 Rumsey Road","1","22 Rumsey Road
East Hartford, CT 06108
(41.793184, -72.618977)"
"2013","Eastside Memorial, LLC","1595 East Main Street","Waterbury","New Haven","CT","06705","Funeral Homes","812210","No","2012-09-28T00:00:00.000","75000","0","75000","443000","368000","Small Business Express Program","CGS Sec. 32-7g","2","1","0","0","1","Not Met","$2,000","n/a","2","1","0","0",,,"Compliance Complete","1595 East Main Street","1","1595 East Main Street
Waterbury, CT 06705
(41.546253, -73.015833)"
"2013","Larosa Construction Co., Inc.","1400 Old North Colony Road","Meriden","New Haven","CT","06450","New Single Family Housing Construction","236115","No","2012-08-21T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","17","2","0","0","31","Met","n/a","n/a","17","2","0","0",,,"Active","1400 Old North Colony Road","1","1400 Old North Colony Road
Meriden, CT 06450
(41.570892, -72.778093)"
"2017","Interlocking Connection, LLC","707-709 Enfield Street","Enfield","Hartford","CT","06082","Services for Elderly and Persons with Disabilities","624120","Yes Woman","2017-01-03T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","8","5","0","0","Pending","Pending","n/a","n/a","10","4","27","10",,,"Compliance Complete","707-709 Enfield Street","1","707-709 Enfield Street
Enfield, CT 06082
(42.003916, -72.592699)"
"2015","Creating Opportunities for Youth, LLC dba Little Learners Children Center","18 Oakwood Road","East Lyme","New London","CT","06357","Daycare","541990","Yes Woman","2014-09-04T00:00:00.000","50900","0","50900","101800","50900","Small Business Express Program","CGS Sec. 32-7g","8","6","0","0","19","Met","n/a","n/a","8","6","0","0",,,"Compliance Complete","18 Oakwood Road","1","18 Oakwood Road
East Lyme, CT 06357
(41.304042, -72.229179)"
"2018","ACI Auto Group, LLC","187 South Main Street","East WIndsor","Hartford","CT","06088","Automotive","423100","Yes International Export","2018-05-23T00:00:00.000","60000",,"60000","120000","60000","Small Business Express Program","CGS Sec. 32-7g","6","6","0","0",,"Pending","n/a","n/a","6","6","1","2",,,"Active","187 South Main Street","1","187 South Main Street
East WIndsor, CT 06088
(41.884428, -72.607374)"
"2017","Young Developers, LLC","70 Centerbrook Road","Hamden","New Haven","CT","06514","Construction","238160","No","2017-03-24T00:00:00.000","100000","0","100000","400000","300000","Small Business Express Program","CGS Sec. 32-7g","16","5","0","0","Pending","Pending","n/a","n/a","16","5","0","0",,,"Active","70 Centerbrook Road","1","70 Centerbrook Road
Hamden, CT 06514
(41.379855, -72.907629)"
"2016","Acme Monaco Corporation","75 Winchell Road","New Britain","Hartford","CT","06052","Manufacturing","332110","No","2015-10-22T00:00:00.000","0","417481","417481","1342114","924633","Manufacturing Assistance Act","CH 588l","114","20",,,"Pending","Pending","n/a","n/a","114","20","4","1",,,"Active","75 Winchell Road","1","75 Winchell Road
New Britain, CT 06052
(41.664554, -72.820643)"
"2016","Earthlight Technologies, LLC","92 West Road","Ellington","Tolland","CT","06029","Other Electronic Precision Equipment Repair & Maintenance","811219","No","2016-01-15T00:00:00.000","50000","0","50000","112000","62000","Small Business Express Program","CGS Sec. 32-7g","17","4","0","0","49","Met","n/a","n/a","17","4","0","0",,,"Compliance Complete","92 West Road","1","92 West Road
Ellington, CT 06029
(41.880079, -72.464027)"
"2016","Enhance A Colour Corp.","43 Beaver Brook Road","Danbury","Fairfield","CT","06810","Trade Show and Event Production","323100","Yes Woman","2015-12-18T00:00:00.000","100000","100000","200000","326115","126115","Small Business Express Program","CGS Sec. 32-7g","33","6","0","0","Pending","Pending","n/a","n/a","33","6","0","0",,,"Compliance Complete","43 Beaver Brook Road","1","43 Beaver Brook Road
Danbury, CT 06810
(41.404778, -73.429096)"
"2014","New England Seating Company","138 Haven Street","New Haven","New Haven","CT","06513","Manufacturing","337212","No","2014-03-12T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","21","5","0","0","24","Not Met","$7,692","n/a","21","4","0","0",,,"Active","138 Haven Street","1","138 Haven Street
New Haven, CT 06513
(41.3103, -72.904369)"
"2016","Turbine Controls, Inc.","5 Old Windsor Road","Bloomfield","Hartford","CT","06002","Aerospace MRO","336412","No","2016-05-05T00:00:00.000","100000","100000","200000","699000","499000","Small Business Express Program","CGS Sec. 32-7g","87","6","0","0","107","Met","n/a","n/a","87","6","0","0",,,"Active","5 Old Windsor Road","1","5 Old Windsor Road
Bloomfield, CT 06002
(41.854742, -72.706943)"
"2013","Branford Hyundai, Inc. dba Quality Hyundai","3 Liesl Lane","Branford","New Haven","CT","06405","New Car Dealer","441110","No","2013-05-10T00:00:00.000","100000","0","100000","209000","109000","Small Business Express Program","CGS Sec. 32-7g","19","7","0","0","26","Met","n/a","n/a","19","7","0","0",,,"Out of Business- written off","3 Liesl Lane","1","3 Liesl Lane
Branford, CT 06405
(41.282665, -72.821002)"
"2012","L & E Reid Restaurant, LLC","59 Main Street","Chester","Middlesex","CT","06412","Food Service","722110","No","2012-04-27T00:00:00.000","45000","0","45000","93000","48000","Small Business Express Program","CGS Sec. 32-7g",,"1","0","0","4","Met","n/a","n/a","5","2","0","0",,,"Out of Business- written off","59 Main Street","1","59 Main Street
Chester, CT 06412
(41.402402, -72.449484)"
"2017","New England CNC, Inc.","46 Manila Avenue","Hamden","New Haven","CT","06514","Manufacturing","332710","Yes Veteran","2016-11-18T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","11","2","0","0","13","Met","n/a","$   40,000","11","2","0","0",,,"Compliance Complete","46 Manila Avenue","1","46 Manila Avenue
Hamden, CT 06514
(41.352589, -72.928633)"
"2014","Tractors 2 Trimmers, LLC","1072 Route 171","Woodstock","Windham","CT","06281","Outdoor Power Equipment","444210","Yes Woman","2014-05-09T00:00:00.000","98230","114070","212300","310070","97770","Small Business Express Program","CGS Sec. 32-7g","0","7","0","0","3","Not Met","$56,131 and 2% to 3%","n/a","0","8","0","0",,,"Active","1072 Route 171","1","1072 Route 171
Woodstock, CT 06281
(41.950118, -72.027479)"
"2018","Synergy Electrical Systems, LLC","362 Farmington Avenue, P.O. Box 399","Plainville","Hartford","CT","06062","Electrical","238210","No","2017-10-19T00:00:00.000","100000","132390","232390","332390","100000","Small Business Express Program","CGS Sec. 32-7g","21","5","0","0","Pending","Pending","n/a","n/a","21","5","3","0",,,"Out of Business- confirmed","362 Farmington Avenue, P.O. Box 399","1","362 Farmington Avenue, P.O. Box 399
Plainville, CT 06062
(41.689156, -72.851025)"
"2017","Chrysalis Center, Inc.","255 Homestead Avenue","Hartford","Hartford","CT","06132","Non-Profit Social Services","621112","No","2016-08-09T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","96","1","0","0","Pending","Pending","n/a","n/a","80","1","0","0","77","0","Active","255 Homestead Avenue","1","255 Homestead Avenue
Hartford, CT 06132
(41.77826, -72.696716)"
"2012","Thermaxx, LLC","16 Hamilton Street","West Haven","New Haven","CT","06516","Service","238310","No","2012-05-14T00:00:00.000","99500","0","99500","199000","99500","Small Business Express Program","CGS Sec. 32-7g","14","0","0","0","22","Met","n/a","n/a","14","0","0","0",,,"Active","16 Hamilton Street","1","16 Hamilton Street
West Haven, CT 06516
(41.286149, -72.973986)"
"2014","Connecticut Center for Advanced Technology, Inc.","222 Pitkin Street, Suite 101","East Hartford","Hartford","CT","06108","Economic Development","541712","no","2013-10-14T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","41","2","0","0","43","Met","n/a","n/a","41","2","0","0",,,"Active","222 Pitkin Street, Suite 101","1","222 Pitkin Street, Suite 101
East Hartford, CT 06108
(41.763866, -72.656913)"
"2020","Business & Industry Foundation of Middlesex County Inc","393 Main Street","Middletown","Middlesex","CT","06457","Other","813211","No","2020-01-03T00:00:00.000","52000","0","52000","57200","5200","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","0","4","0","11","2","Active","393 Main Street","1","393 Main Street
Middletown, CT 06457
(41.561625, -72.650506)"
"2014","Urgent Care of Brookfield, LLC","31 Old Route 7","Brookfield","Fairfield","CT","06108","Urgent Care","621493","No","2013-08-16T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","6","6","0","0","29","Met","n/a","$   120,000","6","2","0","0",,,"Active","31 Old Route 7","1","31 Old Route 7
Brookfield, CT 06108
(41.476516, -73.408928)"
"2013","Coordinated Transportation Solutions, Inc.","200 Main Street","Ansonia","New Haven","CT","06401","Freight Transportation Arrangements","488510","No","2012-09-24T00:00:00.000","100000","250000","350000","453000","103000","Small Business Express Program","CGS Sec. 32-7g","13","10","0","0","32","Met","n/a","$   125,000","13","10","0","0",,,"Compliance Complete","200 Main Street","1","200 Main Street
Ansonia, CT 06401
(41.343636, -73.078929)"
"2014","SAI Systems International, Inc.","5 Research Drive, 2nd Floor","Shelton","Fairfield","CT","06484","Technology Solutions","445292/541511","Yes Woman","2013-12-27T00:00:00.000","66700","199516","266216","759579","493363","Small Business Express Program","CGS Sec. 32-7g","24","5","0","0","34","Met","n/a","n/a","24","6","0","0",,,"Compliance Complete","5 Research Drive, 2nd Floor","1","5 Research Drive, 2nd Floor
Shelton, CT 06484
(41.275874, -73.135541)"
"2013","Fitzgerald & Halliday, Inc.","72 Cedar Street","Hartford","Hartford","CT","06106","Transportation & Environmental Planning","541330/541320","No","2013-01-02T00:00:00.000","45000","0","45000","194000","149000","Small Business Express Program","CGS Sec. 32-7g","22","2","0","0","29","Met","n/a","n/a","24","2","0","0",,,"Active","72 Cedar Street","1","72 Cedar Street
Hartford, CT 06106
(41.759695, -72.680253)"
"2013","Poochie Play, LLC","200 Shaw Road","North Branford","New","CT","06471","Pet Care","812910","No","2013-05-31T00:00:00.000","50000","75000","125000","175000","50000","Small Business Express Program","CGS Sec. 32-7g","2","3","0","0","5","Met","n/a","n/a","1","3","0","0",,,"Compliance Complete","200 Shaw Road","1","200 Shaw Road
North Branford, CT 06471
(41.32721, -72.820589)"
"2017","Theaterworks, Inc.","233 Pearl Street","Hartford","Hartford","CT","06103","Performing Arts","711100","No","2017-01-26T00:00:00.000","16000","0","16000","42500","26500","Small Business Express Program","CGS Sec. 32-7g","16","1","0","0","21","Met","n/a","n/a","16","1","26","0","14","23","Compliance Complete","233 Pearl Street","1","233 Pearl Street
Hartford, CT 06103
(41.766456, -72.677786)"
"2014","Ekris Cable Company, Inc.","503 Burritt Street","New Britain","Hartford","CT","06053","Telecommunications Installation and Manufacturing","334419/335929","No","2014-01-27T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","17","0","0","0","14","Not Met","Rate increase from 2% to 3%","n/a","17","2","0","0",,,"Active","503 Burritt Street","1","503 Burritt Street
New Britain, CT 06053
(41.678278, -72.793614)"
"2019","Dockside Brewery, LLC","40 Bridgeport Avenue","Milford","New Haven","CT","06460","Brewpub","312120","No","2019-05-07T00:00:00.000","80000","300000","380000","1080000","700000","Small Business Express Program","CGS Sec. 32-7g","0","10","0","0","Pending","Pending","n/a","n/a","0","10","0","4",,,"Active","40 Bridgeport Avenue","1","40 Bridgeport Avenue
Milford, CT 06460
(41.200033, -73.107262)"
"2016","JeanMae, LLC dba The Spa at Litchfield Hills","407A Bantam Road","Litchfield","Litchfield","CT","06759","Spa","812112","Yes Woman","2016-03-18T00:00:00.000","0","300000","300000","315298","15298","Small Business Express Program","CGS Sec. 32-7g","9","5","0","0","Pending","Pending","n/a","n/a","9","5","0","0",,,"Out of Business- confirmed","407A Bantam Road","1","407A Bantam Road
Litchfield, CT 06759
(41.740472, -73.215231)"
"2015","Olender's of Enfield Region, Inc.","1 Shoham Road","East Windsor","Hartford","CT","06088","Automotive","811121","No","2014-12-05T00:00:00.000","0","300000","300000","625000","325000","Small Business Express Program","CGS Sec. 32-7g","21","2","0","0","23","Met","n/a","n/a","21","2","0","0",,,"Active","1 Shoham Road","1","1 Shoham Road
East Windsor, CT 06088
(41.931792, -72.598029)"
"2017","Accel International Holdings, Inc.","508 North Colony Street","Meriden","New Haven","CT","06450","Manufacturing","331422","Yes","2016-07-22T00:00:00.000","0","3000000","3000000","20970000","17970000","Manufacturing Assistance Act","CH 588l","83","75","0","0","119","Met","n/a","n/a","87","55","0","0",,,"Active","508 North Colony Street","1","508 North Colony Street
Meriden, CT 06450
(41.550815, -72.790386)"
"2019","Bellavance & Roy, LLC","61 Sterling Road","Sterling","Windham","CT","06377","Trucking","484110","No","2018-11-14T00:00:00.000","0","120000","120000","200000","80000","Small Business Express Program","CGS Sec. 32-7g","3","2","0","0","Pending","Pending","n/a","n/a","9","2","1","0",,,"Active","61 Sterling Road","1","61 Sterling Road
Sterling, CT 06377
(41.716833, -71.846604)"
"2013","MAB Rink Management, LLC","144 Cariati Boulevard","Meriden","New Haven","CT","06451","Speciality Trade Contractors","238990","No","2013-06-13T00:00:00.000","33000","0","33000","66000","33000","Small Business Express Program","CGS Sec. 32-7g","2","1","0","0","2","Not Met","$1,000","n/a","2","1","0","0",,,"Active","144 Cariati Boulevard","1","144 Cariati Boulevard
Meriden, CT 06451
(41.528134, -72.842711)"
"2013","Noujaim Tool Co., Inc.","412 Chase River Road","Waterbury","New Haven","CT","06704","Machine Shop","332710","No","2013-03-25T00:00:00.000","0","300000","300000","539525","239525","Small Business Express Program","CGS Sec. 32-7g","26","4","0","0","31","Met","n/a","$   100,000","28","4","0","0",,,"Active","412 Chase River Road","1","412 Chase River Road
Waterbury, CT 06704
(41.59178, -73.058675)"
"2015","Consolidated Industries Acquisition Corporation","677 Mixville Road","Cheshire","New Haven","CT","06410","Metal Forgings","332111","No","2015-03-10T00:00:00.000","100000","300000","400000","7412486","7012486","Small Business Express Program","CGS Sec. 32-7g","87","20","0","0","88","Not Met","3% to 4% and $17,757","n/a","95","20","0","0",,,"Active","677 Mixville Road","1","677 Mixville Road
Cheshire, CT 06410
(41.522247, -72.934364)"
