"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"b $2-5 million",,"BLAKE GROUP HOLDINGS, INC.","4 New Park Road","EAST WINDSOR","CT","06088","423720","Corporation","Unanswered","Unanswered","Unanswered",,"180","2020-04-10T00:00:00.000","Berkshire Bank","CT-01"
"b $2-5 million",,"SOUTHERN AUTO SALES, INC.","161 S. Main Street","EAST WINDSOR","CT","06088","423110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"384","2020-04-10T00:00:00.000","KeyBank National Association","CT-01"
"b $2-5 million",,"GEISSLER'S SUPERMARKET INC.","110 BRIDGE ST PO Box 887","EAST WINDSOR","CT","06088","445110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-14T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"b $2-5 million",,"BLUE BELL MATTRESS COMPANY, LLC","24 THOMPSON RD","EAST WINDSOR","CT","06088","337910","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"S. CAMEROTA & SONS, INC.","245 Shaker Rd, PO Box 1134","ENFIELD","CT","06082","336310","Corporation","Unanswered","Male Owned","Non-Veteran",,"218","2020-04-13T00:00:00.000","KeyBank National Association","CT-02"
"b $2-5 million",,"UNDERWATER CONSTRUCTION CORPORATION","110 PLAINS RD","ESSEX","CT","06426","237990","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"224","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-02"
"b $2-5 million",,"PROSEK LLC","1552 Post Rd Fl 2nd","Fairfield","CT","06824",,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"177","2020-05-03T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"ACME UNITED CORPORATION","55 WALLS DR","FAIRFIELD","CT","06824","332215","Corporation","Unanswered","Unanswered","Unanswered",,"335","2020-04-27T00:00:00.000","HSBC Bank USA, National Association","CT-04"
"b $2-5 million",,"HERBERT J. SIMS & CO.","2150 Post Road #301","FAIRFIELD","CT","06824","523110","Corporation","Unanswered","Unanswered","Unanswered",,"133","2020-04-14T00:00:00.000","HSBC Bank USA, National Association","CT-04"
"b $2-5 million",,"ORTHOPAEDIC SPECIALTY GROUP","305 Black Rock Tpke","FAIRFIELD","CT","06825","621111","Corporation","Unanswered","Unanswered","Unanswered",,"244","2020-04-13T00:00:00.000","TD Bank, National Association","CT-04"
"b $2-5 million",,"CAROLTON CHRONIC & CONVALESCENT HOSPITAL INCORPORATED","400 MILL PLAIN RD","FAIRFIELD","CT","06824","623110","Corporation","Unanswered","Unanswered","Unanswered",,"288","2020-04-07T00:00:00.000","Fairfield County Bank","CT-04"
"b $2-5 million",,"REHABILITATION ASSOCIATES OF CONNECTICUT INC.","1931 BLACK ROCK TPKE","FAIRFIELD","CT","06825","621340","Corporation","Unanswered","Unanswered","Unanswered",,"176","2020-04-28T00:00:00.000","First County Bank","CT-04"
"b $2-5 million",,"ALL STATE CONSTRUCTION, INC.","PO Box 805","FARMINGTON","CT","06034","236210","Corporation","Unanswered","Unanswered","Unanswered",,"165","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"MOTT CORPORATION","84 SPRING LN","FARMINGTON","CT","06032","423840","Trust","Unanswered","Unanswered","Unanswered",,"189","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"BENDETT & MCHUGH","270 FARMINGTON AVE Suite 151","FARMINGTON","CT","06032","541110","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"KBE BUILDING CORPORATION","76 Batterson Park Road","FARMINGTON","CT","06032","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"130","2020-04-13T00:00:00.000","KeyBank National Association","CT-05"
"b $2-5 million",,"THE CONNECTICUT SPRING & STAMPING CORPORATION","48 SPRING LN","FARMINGTON","CT","06032","332322","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"399","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"SHOPTECH INDUSTRIAL SOFTWARE CORP","180 Glastonbury Blvd Ste 303","Glastonbury","CT","06033","541511","Corporation","Unanswered","Unanswered","Unanswered",,"246","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"SLAM COLLABORATIVE INC.","80 GLASTONBURY BOULEVARD","GLASTONBURY","CT","06033","541310","Corporation","Unanswered","Unanswered","Unanswered",,"210","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"TALLAN INC","45 GLASTONBURY BLVD","GLASTONBURY","CT","06033","541511","Corporation","Unanswered","Unanswered","Unanswered",,"117","2020-04-10T00:00:00.000","Liberty Bank","CT-01"
"b $2-5 million",,"STRATEGIC INVESTMENT HOLDINGS LLC","151 NATIONAL DR","GLASTONBURY","CT","06033","523999","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"AUTOMATED BUILDING SYSTEMS","126 KREIGER LN","GLASTONBURY","CT","06033","236220","Corporation","Unanswered","Unanswered","Unanswered",,"93","2020-04-29T00:00:00.000","Ion Bank","CT-01"
"b $2-5 million",,"HEALTHTRAX FITNESS & WELLNESS, INC","622 HEBRON AVE","GLASTONBURY","CT","06033","481219","Corporation","Unanswered","Unanswered","Unanswered",,"470","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"APPLE CENTRAL KC, LLC","170 Mason Street","GREENWICH","CT","06830","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-14T00:00:00.000","First Horizon Bank","CT-04"
"b $2-5 million",,"IX LIBERTY CENTER OWNER, L.P.","591 WEST PUTNAM AVENUE","GREENWICH","CT","06830","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"148","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-04"
"b $2-5 million",,"FAMILY CENTERS INC.","40 ARCH ST","GREENWICH","CT","06830","624110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","230","2020-04-07T00:00:00.000","Connecticut Community Bank, National Association","CT-04"
"b $2-5 million",,"EDGE TECHNOLOGY GROUP LLC","1 AMERICAN LN","GREENWICH","CT","06831","518210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"95","2020-04-28T00:00:00.000","HSBC Bank USA, National Association","CT-04"
"b $2-5 million",,"EAGLE HILL FOUNDATION, INC.","45 Glenville Rd","GREENWICH","CT","06831","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","115","2020-04-15T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"b $2-5 million",,"VISITING NURSE ASSOCIATION COMMUNITY HEALTHCARE, INC.","753 Boston Post Road","GUILFORD","CT","06437","621610","Non-Profit Organization","Unanswered","Male Owned","Unanswered","true","239","2020-04-07T00:00:00.000","The Guilford Savings Bank","CT-03"
"b $2-5 million",,"BUTTERFLY NETWORK, INC.","530 OLD WHITFIELD ST","GUILFORD","CT","06437","541720","Corporation","Unanswered","Unanswered","Unanswered",,"200","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"THE HAMDEN HALL SCHOOL, INC.","1108 Whitney Ave","Hamden","CT","06517","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true",,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"b $2-5 million",,"THE CHILDREN'S CENTER OF HAMDEN","1400 WHITNEY AVE","HAMDEN","CT","06517","623220","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","230","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"WHITNEY CENTER, INCORPORATED","200 Leeder Hill Dr","HAMDEN","CT","06517","623311","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","272","2020-04-28T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"TRANSACT TECHNOLOGIES INCORPORATED","One Hamden Center 2319 Whitney Avenue Ste 3B","HAMDEN","CT","06518","541511","Corporation","Unanswered","Unanswered","Unanswered",,"118","2020-04-11T00:00:00.000","Berkshire Bank","CT-03"
"b $2-5 million",,"CHURCH HOMES INC CONGREGATIONAL","217 Avery Heights","Hartford","CT","06106","623311","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","472","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"HARC INC","900 Asylum Ave","Hartford","CT","06105","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","417","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"NEW COUNTRY MOTOR CARS, INC.","One Weston Park Road","Hartford","CT","06120","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"184","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","CT-01"
"b $2-5 million",,"WHITTLESEY PC","280 TRUMBULL STREET","HARTFORD","CT","06103","541211","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-29T00:00:00.000","Northwest Community Bank","CT-01"
"b $2-5 million",,"HALLORAN & SAGE LLP","1 GOODWIN SQ","HARTFORD","CT","06103","541110","Partnership","Unanswered","Unanswered","Unanswered",,"208","2020-04-13T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"CATHOLIC CHARITIES INC - ARCHDIOCESE OF HARTFORD","839 ASYLUM AVE","HARTFORD","CT","06105","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","407","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"MURTHA CULLINA LLP","185 Asylum Street","HARTFORD","CT","06103","922130","Limited Liability Partnership","White","Male Owned","Unanswered",,"119","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"WOODLAND ANESTHESIOLOGY ASSOCIATES PC","114 WOODLAND STREET","HARTFORD","CT","06105","621111","Corporation","Unanswered","Unanswered","Unanswered",,"161","2020-04-11T00:00:00.000","Berkshire Bank","CT-01"
"b $2-5 million",,"ALL WASTE INCORPORATED","143 Murphy Road","HARTFORD","CT","06114","562111","Corporation","White","Male Owned","Unanswered",,"140","2020-04-07T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"BEAUTY ENTERPRISES, INC","150 MEADOW ST","HARTFORD","CT","06114","424210","Corporation","Unanswered","Unanswered","Unanswered",,"232","2020-04-28T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"JSC NEW ENGLAND LLC","914 New Britain Avenue","HARTFORD","CT","06106","722513","Limited  Liability Company(LLC)","White","Female Owned","Non-Veteran",,"500","2020-04-15T00:00:00.000","Northern Bank and Trust Company","CT-01"
"b $2-5 million",,"MEADOWBROOK ASSOCIATES, LP","25 Main Street 4th Floor","HARTFORD","CT","06106","811191","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"250","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"GALENA ASSOCIATES, LLC","25 MAIN ST","HARTFORD","CT","06106","811191","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"250","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"CANTOR COLBURN LLP","20 CHURCH ST 22nd Flr","HARTFORD","CT","06103","541110","Partnership","Unanswered","Unanswered","Unanswered",,"278","2020-04-10T00:00:00.000","TD Bank, National Association","CT-01"
"b $2-5 million",,"CONNECTICUT GI PC","85 SEYMOUR ST","HARTFORD","CT","06106","621111","Corporation","Unanswered","Unanswered","Unanswered",,"349","2020-04-10T00:00:00.000","Liberty Bank","CT-01"
"b $2-5 million",,"YMCA OF METROPOLITAN HARTFORD, INC.","50 State House Square 2nd Floor","HARTFORD","CT","06103","813410","Corporation","Unanswered","Unanswered","Unanswered",,"445","2020-04-12T00:00:00.000","TD Bank, National Association","CT-01"
"b $2-5 million",,"COLLINS MEDICAL ASSOCIATES 2, P.C.","95 WOODLAND STREET","HARTFORD","CT","06105","621111","Corporation","Unanswered","Unanswered","Unanswered",,"135","2020-04-11T00:00:00.000","Berkshire Bank","CT-01"
"b $2-5 million",,"ORTHOPEDIC ASSOCIATES OF HARTFORD, P.C.","31 Seymour Street","HARTFORD","CT","06106","621112","Partnership","Unanswered","Unanswered","Unanswered",,"250","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"PRIDES CORNER FARMS, INC","122 WATERMAN RD","LEBANON","CT","06249","444220","Corporation","Unanswered","Unanswered","Unanswered",,"404","2020-04-10T00:00:00.000","Liberty Bank","CT-02"
"b $2-5 million",,"INSTRUMENT MANUFACTURING COMPANY","50 Utopia Rd","Manchester","CT","06042","541330","Corporation","Unanswered","Unanswered","Unanswered",,"126","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"CHELSEA PLACE CARE CENTER LLC","341 BIDWELL STREET","MANCHESTER","CT","06040","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"217","2020-04-28T00:00:00.000","Independent Bank","CT-01"
"b $2-5 million",,"ABA-PGT, INC.","10 GEAR DR","MANCHESTER","CT","06042","333612","Corporation","Unanswered","Male Owned","Unanswered",,"0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"MARC INC OF MANCHESTER","151 SHELDON RD","MANCHESTER","CT","06042","624120","Corporation","Unanswered","Unanswered","Unanswered",,"359","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"SILKTOWN ROOFING INC","27 PLEASANT STREET","MANCHESTER","CT","06040","238160","Self-Employed Individuals","Unanswered","Unanswered","Unanswered",,"245","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"HARTFORD DISTRIBUTORS, INCORPORATED","131 CHAPEL RD","MANCHESTER","CT","06042","424810","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"189","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"MANCHESTER SPORTS CENTER, INC.","24 Adams Street","MANCHESTER","CT","06042","441110","Corporation","White","Male Owned","Unanswered",,"0","2020-04-06T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"CYMA SYSTEMS INC.","360 Tolland Turnpike, Suite 2D","MANCHESTER","CT","06042","541511","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"148","2020-04-27T00:00:00.000","KeyBank National Association","CT-01"
"b $2-5 million",,"ACCEL INTERNATIONAL HOLDINGS, INC.","508 North Colony Street","Meriden","CT","06450","331420","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-05"
"b $2-5 million",,"PLIMPTON & HILLS CORPORATION","300 RESEARCH PKWY","MERIDEN","CT","06450","238220","Corporation","Unanswered","Unanswered","Unanswered",,"280","2020-04-15T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"JONAL LABORATORIES INC","456 CENTER ST","MERIDEN","CT","06450","326299","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"122","2020-04-11T00:00:00.000","Liberty Bank","CT-05"
"b $2-5 million",,"HUNTER'S AMBULANCE SERVICE, INC.","450 WEST MAIN ST","MERIDEN","CT","06451","621910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"326","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"PAUL DINTO ELECTRICAL CONTRACTORS, INC.","121 TURNPIKE DR","MIDDLEBURY","CT","06762","238210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"342","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"SECURITY SYSTEMS INC","1125 Middle St","Middletown","CT","06457","561621","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"342","2020-04-27T00:00:00.000","Savers Co-Operative Bank","CT-03"
"b $2-5 million",,"PIEPER OLSON VETERINARY HOSPITAL PC","730 Randolph Rd","Middletown","CT","06457","541940","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-16T00:00:00.000","Citizens Bank, National Association","CT-03"
"b $2-5 million",,"THE CONNECTION, INC.","100 Roscommon Dr, Suite 203","Middletown","CT","06457","624229","Non-Profit Organization","White","Male Owned","Non-Veteran","true","403","2020-04-28T00:00:00.000","Liberty Bank","CT-03"
"b $2-5 million",,"CONNECTICUT MASON CONTRACTORS, INC.","75 Bysiewicz Drive","MIDDLETOWN","CT","06457","238140","Corporation","Unanswered","Unanswered","Unanswered",,"100","2020-04-06T00:00:00.000","Windsor Federal Savings & Loan Association","CT-03"
"b $2-5 million",,"CONSULTING ENGINEERING SERVICE INC","811 MIDDLE ST","MIDDLETOWN","CT","06457","541330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"104","2020-04-10T00:00:00.000","Liberty Bank","CT-03"
"b $2-5 million",,"MIDDLESEX ORTHOPEDIC SURGEONS, P.C.","410 SAYBROOK RD","MIDDLETOWN","CT","06457","621498","Corporation","Unanswered","Male Owned","Non-Veteran",,"90","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"ALINABAL HOLDINGS CORP","28 woodmont road 0.0","Milford","CT","06460","332999","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"222","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","CT-03"
"b $2-5 million",,"TOTAL MORTGAGE SERVICES, LLC","185 PLAINS RD","MILFORD","CT","06461","522291","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"276","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"FRONTIER HOME HEALTH AND HOSPICE LLC","53 River St","MILFORD","CT","06460","621610","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"309","2020-04-15T00:00:00.000","TD Bank, National Association","CT-03"
