"re_continuing_ed_provider","web","email","coursenumber","coursename","course_hours","delivery_method","effective_date","expiration_date","course_type","phone","mandatory_year","course_offerings","additional_course_offerings"
"CAREER DEVELOPMENT TRAINING",,"cdt.info@yahoo.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-02-04","2024-02-04","Continuing Education Real Estate Salesperson and Broker","(203) 937-7279",,,
"CATIC REAL ESTATE SCHOOL","WWW.CATIC.COM (http://WWW.CATIC.COM)","AALESSANDRO@CATIC.COM","RE CE","EMERGING MARKET TRENDS & CYBER SECURITY AWARENESS","3.00","Classroom","2018-10-16","2022-10-16","Continuing Education Real Estate Salesperson and Broker","(508) 330-9107",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","CI 101: FINANCIAL ANALYSIS FOR COMMERCIAL INVESTMENT REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","CI 102:  MARKET ANALYSIS FOR COMMERCIAL INVESTMENT REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","CI 103: USER DECISION ANALYSIS FOR COMMERCIAL INVESTMENT REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","CI 104: INVESTMENT ANALYSIS FOR COMMERCIAL INVESTMENT REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","COMMERCIAL REAL ESTATE NEGOTIATIONS","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","CREATING RELIABLE VALUATIONS","3.00","Classroom","2020-03-05","2024-03-05","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","FINANCIAL ANALYSIS TOOLS FOR COMMERCIAL REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CCIM INSTITUTE","www.ccim.com (http://www.ccim.com)",,"RE CE","RESIDENTIAL ANALYSIS FOR COMMERCIAL REAL ESTATE","6.00","Classroom","2021-06-15","2025-06-12","Continuing Education Real Estate Salesperson and Broker","(312) 321-4505",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","CT REAL ESTATE LAWFOR BROKERS AND SALESPERSONS","3.00","Classroom","2021-05-20","2025-05-20","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","CT REAL ESTATE LAWFOR BROKERS AND SALESPERSONS","3.00","OnLine","2021-05-20","2025-05-20","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","CURRENTISSUES: COOPERATION, NEGOTIATION, IBUYERS AND DISASTER PREPAREDNESS","3.00","OnLine","2021-02-26","2024-01-31","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","MARKETING STRATEGY & LEAD GENERATION","3.00","OnLine","2020-09-03","2023-08-28","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","SECOND HOME OWNERSHIP: TRENDS, OPTIONS AND OPPORTUNITIES","3.00","OnLine","2021-02-26","2024-02-10","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-02-25","2024-02-25","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CE","USING THE CODE TO SOLVE ETHICAL DILEMMAS","3.00","OnLine","2021-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","1031 TAX DEFERRED EXCHANGES","3.00","OnLine","2020-07-01","2023-06-28","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","ACCREDITED BUYER'S REPRESTATIVE (ABR) DESIGNATION COURSE","6.00","OnLine","2020-07-20","2023-04-02","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","ADVOCATING FOR SHORT SALES CLIENTS","3.00","OnLine","2020-09-15","2023-11-13","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","AFFORDABLE HOUSING: SOLUTIONS FOR HOMES AND FINANCING","3.00","OnLine","2021-12-10","2025-02-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","ASSISTANCE ANIMALS AND FAIR HOUSING","3.00","OnLine","2019-03-04","2025-02-25","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","BREAKING BARRIERS: FAIR HOUSING","3.00","OnLine","2019-10-02","2022-12-02","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","BUYERS BY GENERATION","6.00","OnLine","2020-07-31","2023-07-28","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","CODE OF ETHICS: GOOD FOR YOUR CLIENTS AND YOUR BUSINESS","3.00","OnLine","2020-07-20","2023-08-26","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","CORPORATE RELOCATION","60.00","OnLine","2020-07-20","2023-04-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","DID YOU SERVE? IDENTIFYING HOMEBUYING ADVANTAGES FOR VETERANS","3.00","OnLine","2020-07-20","2023-06-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","DISCOVERING COMMERCIAL REAL ESTATE","3.00","OnLine","2020-09-15","2023-11-26","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","DIVERSITY: YOUR KALEIDOSCOPE OF CLIENTS","3.00","OnLine","2020-07-20","2023-09-22","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","DOCUMENT EXCELLENCE FOR SMOOTHER TRANSACTIONS","3.00","OnLine","2020-07-20","2023-03-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","E-PRO CERTIFICATION PROGRAM","3.00","Classroom","2021-09-20","2024-09-20","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","E-PRO CERTIFICATION PROGRAM","3.00","OnLine","2021-09-20","2024-09-20","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","ETHICS AT WORK","3.00","OnLine","2022-04-20","2025-06-21","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","FRIST-TIME HOME BUYERS: A NICHE TO GROW ON","3.00","OnLine","2020-10-07","2023-09-27","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","GOING GREEN: THE ENVIRONMENTAL MOVEMENT IN REAL ESTATE","3.00","OnLine","2020-11-19","2023-02-22","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","GREEN DAY 1: RESOURCE-DFFICIENT HOMES:RETROFITS, REMODELS, RENOVATIONS, NEW HOME CONSTRUCTION","6.00","OnLine","2019-07-24","2022-09-24","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","GREEN DAY 2: REPRESENTING BUYERS & SELLERS OF RESOURCE-EFFICIENT HOMES","6.00","OnLine","2019-07-24","2022-09-24","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","KEEPING IT HONEST: UNDERSTANDING REAL ESTATE & MORTGAGE FRAUD","3.00","OnLine","2019-10-04","2022-12-02","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","MILITARY RELOCATION PROESSIONAL CERTIFICATION","3.00","OnLine","2020-08-11","2023-10-11","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","NEW HOME CONSTRUCTION AND BUYER REPRESENTATION-PROFESSIONALS, PRODUCT, PROCESS","6.00","OnLine","2020-11-19","2023-02-22","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","PERSONAL SAFETY","3.00","OnLine","2021-01-13","2024-03-06","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","PREPARING MARKET ANALYSIS - BEST PRATICES","3.00","OnLine","2020-08-11","2023-10-27","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","PRICING STRATEGIES: MASTERING THE CMA","6.00","OnLine","2018-12-18","2025-02-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","PROPERTY INSPECTION ISSUES","3.00","OnLine","2020-07-20","2023-03-23","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","REAL ESTATE SAFETY MATTERS: SAFE BUSINESS=SMART BUSINESS","3.00","OnLine","2018-09-04","2024-10-14","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","REALTOR CODE OF ETHICS TRAINING","3.00","OnLine","2021-06-15","2025-06-15","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","RESIDENTIAL PROPERTY MANAGEMENT ESSENTIALS","3.00","OnLine","2020-11-19","2023-02-19","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","Resort & Second-Home Specialist (RSPS) Certification Course","6.00","OnLine","2020-11-19","2023-01-15","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","SELLER REPRESENTATIVE SPECIALIST DESIGNATION COURSE","6.00","OnLine","2020-11-19","2023-01-30","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","SENIORS REAL ESTATE SPECIALIST (SRES) DESIGNATION COURSE","6.00","OnLine","2020-11-19","2023-01-30","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","SERVING THE UNIQUE NEEDS OF THE SENIOR MARKET","3.00","OnLine","2020-10-07","2023-09-27","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","SEX & REAL ESTATE: SEXUAL HARASSMENT, SEXUAL DISCRIMINATION & FAIR HOUSING","3.00","Classroom","2020-11-19","2025-01-28","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","SHORT SALES & FORECLOSURES: WHAT REAL ESTATE PROFESSIONALS NEED TO KNOW","6.00","OnLine","2020-11-19","2023-01-27","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","TAXES AND REAL ESTATE: WHAT YOU NEED TO KNOW","3.00","OnLine","2021-12-20","2025-02-18","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","TECHNOLOGY TOOLS, TRENDS AND RISK MANAGEMENT","3.00","OnLine","2021-01-13","2024-03-14","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","THE CODE OF ETHICS IN ACTION: REAL LIFE APPLICATIONS","3.00","OnLine","2020-01-30","2023-03-28","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","THE FUNDAMENTALS OF COMMERCIAL REAL ESTATE","3.00","OnLine","2022-02-17","2025-04-14","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","TITLE AND ESCROW: TWO FAMILIES, ONE TRANSACTION","3.00","OnLine","2020-07-20","2023-09-22","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","USING THE CODE TO SOLVE ETHICAL DILEMMAS","3.00","Classroom","2021-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","USING THE CODE TO SOLVE ETHICAL DILEMMAS","3.00","OnLine","2021-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CE SHOP, LLC (THE)","www.theceshop.com (http://www.theceshop.com)","compliance@theceshop.com","RE CEO","WORKING WITH REAL ESTATE INVESTORS: UNDERSTANDING INVESTOR STRATEGIES","3.00","OnLine","2020-02-26","2023-04-30","Continuing Education Real Estate Salesperson and Broker","(888) 827-0777",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RCE","REAL ESTATE SAFETY: PROTECT YOURSELF AND CLIENTS","3.00","OnLine","2020-08-21","2023-07-22","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","A DAY IN THE LIFE OF A BUYER AGENT","3.00","Classroom","2021-10-15","2023-05-18","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","A DAY IN THE LIFE OF A BUYER AGENT","3.00","OnLine","2021-10-15","2023-05-18","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","ADVERTISING AND PROPERTY MANAGEMENT REFRESHER","3.00","OnLine","2021-10-15","2024-10-30","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","COMMERCIAL REAL ESTATE TRANSACTION FLOW","3.00","OnLine","2021-10-15","2024-12-29","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","EVALUATING CURRENT STANDARDS IN FAIR HOUSING","3.00","OnLine","2021-10-15","2024-06-06","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","EXPLANATION OF THE CTR/GHAR CO-BRANDED P&S AGREEMENT AND RIDERS","3.00","Classroom","2019-08-29","2023-08-29","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","HELPING CLIENTS UNDERSTAND REAL ESTATE FINANCE","3.00","Classroom","2021-09-24","2024-06-26","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","HELPING CLIENTS UNDERSTAND REAL ESTATE FINANCE","3.00","OnLine","2021-09-24","2024-06-26","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","KEEPING IT REAL: PROPERTY LAW CASE STUDIES","3.00","OnLine","2021-10-15","2022-12-04","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","MARIJUANA LEGALIZATION AND THE REAL ESTATE INDUSTRY","3.00","OnLine","2021-10-15","2024-05-22","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
"CONNECTICUT ASSOCIATION OF REALTORS","WWW.CTREALTOR.COM (http://WWW.CTREALTOR.COM)",,"RE CE","MEDIATION THE PREFERRED DISPUTE RESOLUTION SYSTEM","3.00","OnLine","2020-11-19","2023-11-19","Continuing Education Real Estate Salesperson and Broker","860-566-8688",,,
