"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2013","Architectural Glass Industries, LLC","9 Turnberry Lane","Sandy Hook","CT","06482","Glass Manufacturing","339900","Yes Woman","2012-09-07T00:00:00.000","100000","0","100000","223334","123334","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2012","ARCOR Laser Services, LLC","4 Kenny Roberts Memorial Drive","Suffield","CT","06078","All Other Professional, Scientific and Technical Services","541990","No","2012-06-27T00:00:00.000","100000","0","100000","435000","335000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Arianne O'Donnell, Esq dba Law Office of Arianne O'Donnell","2777 Summer Street, Suite 700","Stamford","CT","06905","Law Office","541100","Yes Woman","2017-04-26T00:00:00.000","20000","20000","40000","108750","68750","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","Arias Agency, LLC","139 East Center Street","Manchester","CT","06040","Insurance","524210","Yes Woman/Minority","2016-06-09T00:00:00.000","40000","70000","110000","150000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Arieed Enterprises, LLC dba The Greenwich Medical Skincare & Laser Spa","1345 East Putnam Avenue, 2nd Floor","Old Greenwich","CT","06870","Health Spa","621399","Yes Woman","2014-05-22T00:00:00.000","80000","300000","380000","460000","80000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Armani Restoration, Inc.","191 Franklin Avenue, Suite 2","Hartford","CT","06114","Construction","238900","No","2015-06-03T00:00:00.000","100000","300000","400000","623000","223000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Armillei Enterprises, LLC dba Sundance Salon & Spa","141 Hebron Avenue","Glastonbury","CT","06033","Service/Beauty Salon/Spa","812112","Yes Woman","2018-04-03T00:00:00.000","25000","0","25000","50000","25000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Armored Info, LLC","19 Dogwood Lane","Glastonbury","CT","06033","Software","561610","No","2015-05-18T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3% & $60,000","n/a","Active","1"
"2015","Arrow Performance, LLC dba Jaroop","279 New Britain Avenue, Suite A","Berlin","CT","06037","Software Technology","541511","No","2014-09-23T00:00:00.000","0","118468","118468","415403","296935","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   59,000","Compliance Complete","1"
"2014","Artech Packaging, LLC","18 Taylor Avenue, Suite 2C","Bethel","CT","06801","Repackager","423910","No","2013-11-04T00:00:00.000","21250","90475","111725","132975","21250","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2013","Artful Cinemas, LLC","269 Greenwood Avenue","Bethel","CT","06801","Movie Theatre","512131","No","2013-03-18T00:00:00.000","20000","0","20000","198000","178000","Small Business Express Program","CGS Sec. 32-7g","Not Met","3000","n/a","Active","1"
"2015","Arthur G. Russell Company, Inc.","750 Clark Avenue","Bristol","CT","06010","Engineering Manufacturing","333999","Yes Veteran","2015-03-31T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Arthur Scovill dba Scovill Landscaping","18 Hillside Road","Cromwell","CT","06416","Nursery, Garden Center","444220","No","2013-12-18T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Artistex by Odete and Company, LLC","190 Main Street","Westport","CT","06880","Salon & Spa","812112","Yes Woman/Minority","2018-01-09T00:00:00.000","50000","300000","350000","400000","50000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Arton B. Powell dba AB Powell Woodworks","51 Palmer Street","Stonington","CT","06379","Finish Carpentry Contractors","238350","No","2012-11-30T00:00:00.000","65000","0","65000","240000","175000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Out of Business- written off","1"
"2013","A & S Fine Foods of Connecticut, Inc.","2079 Blackrock Turnpike","Fairfield","CT","06825","Restaurant","722511","No","2012-08-14T00:00:00.000","100000","0","100000","237245","137245","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Ashlawn Farm Store, LLC dba Café Ashlawn","78 Bill Hill Road","Lyme","CT","06371","Retail Speciality Coffee","448120","No","2013-05-08T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   20,000","Active","1"
"2015","Aspen Restaurant Group, LLC","70 Mill Rock Road","Old Saybrook","CT","06475","Food Service","722511","No","2015-06-02T00:00:00.000","100000","300000","400000","577200","177200","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- Not written off","1"
"2015","Associated Medical, Inc.","21 Business Park Drive","Branford","CT","06405","Health Care Consulting/DME System Partnership","541611/423450","No","2015-03-19T00:00:00.000","86112","299600","385712","1257466","871754","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3% & $31,900","n/a","Compliance Complete","1"
"2014","Associated Podiatrists of Fairfield, LLC","1881 Post Road","Fairfield","CT","06824","Health Care","621391","No","2013-09-17T00:00:00.000","100000","200000","300000","530000","230000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Assured Quality Homecare, LLC","116 Broadway, Unit 2-2, P.O. Box 809","Norwich","CT","06360","Homecare Agency","621610","Yes Woman/Minority","2017-09-27T00:00:00.000","60000","0","60000","120000","60000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Astor Dental Laboratory, LLC","369 New Britain Road, Suite 9A","Berlin","CT","06037","Dental Laboratory","339116","No","2014-10-03T00:00:00.000","50000","68000","118000","186000","68000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","A Stork's Studio, LLC","326 West Main Street","Milford","CT","06460","Diagnostic Imaging Center","621512","Yes Woman","2012-07-27T00:00:00.000","0","49910","49910","53645","3735","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2018","A+ Technology & Security Solutions, Inc.","1027 Fairfield Avenue","Bridgeport","CT","06604","Security Systems Sales and Installation, Repair & Monitoring","561621","No","2018-05-18T00:00:00.000","100000","300000","400000","1123500","723500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Out of business- confirmed","1"
"2016","Atlantic Steel and Processing, LLC","2121 Thomaston Avenue","Waterbury","CT","06704","Manufacturing","331221","Yes International Export","2015-08-20T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   85,029","Active","1"
"2017","Atlas Metals, LLC","74 Research Drive","Stamford","CT","06906","Scrap Removal and Sales","238900","Yes Veteran","2016-12-08T00:00:00.000","20000","0","20000","50000","30000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2017","Atlas Precision Manufacturing, LLC","508 Burnham Street","South Windsor","CT","06074","Aircraft Engine and Engine Parts","336412","Yes Veteran","2016-08-16T00:00:00.000","100000","300000","400000","861800","461800","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Atlas Stamping & Manufacturing Corporation","729 North Mountain Road","Newington","CT","06111","Special Tool Die Jig & Fixture Manufacturing","336412","Yes Woman/Veteran","2014-11-12T00:00:00.000","100000","197616","297616","397616","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","ATM Premium, LLC","141 South Street","West Hartford","CT","06110","Automated Teller Machine Operator","522320","Yes Minority","2015-06-01T00:00:00.000","75000","50000","125000","200000","75000","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3% & $75,000","n/a","Active","1"
"2013","Aucello, Dr. & Associates, P.C.","34 Sky View Drive","Avon","CT","06001","Office of Optometrists","621320","Yes Woman","2012-12-12T00:00:00.000","50000","250000","300000","400000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Automatic Door of Trumbull, Inc.","100 Corporate Drive, Unit B107","Trumbull","CT","06611","Other Building Materials Dealers","444190","No","2016-09-07T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Avalon Advanced Technologies and Repair, Inc.","59 Newberry Road","East Windsor","CT","06088","Manufacturing-Engine Parts - Aircraft","336412","No","2013-12-23T00:00:00.000","100000","0","100000","445000","345000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2014","Avid, Inc.","100 Corporate Place #1, Suite 200","Rocky Hill","CT","06067","Graphic Marketing","541890","No","2014-06-02T00:00:00.000","96822","100000","196822","303000","106178","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Avitus Orthopaedics, Inc.","400 Farmington Avenue, R1717","Farmington","CT","06032","Medical Devices/Healthcare","339133","No","2015-02-15T00:00:00.000","40000","0","40000","92595","52595","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Avitus Orthopaedics, Inc.","400 Farmington Avenue, R1717","Farmington","CT","06032","Medical Devices/Manufacturing","339113","No","2018-11-26T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2012","Back9Network, Inc. dba Swing by Swing Golf, Inc.","30 Lewis Street","Hartford","CT","06103","Manufacturing","334220","No","2012-05-25T00:00:00.000","100000","250000","350000","452263","102263","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   125,000","Active","1"
"2012","Back East Brewing, LLC","408 Farmers Drive","Windsor","CT","06095","Manufacturing","312120",,"2012-03-29T00:00:00.000","81672","0","81672","302168","220496","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Released 10/2017","1"
"2015","Back East Brewing, LLC","1296A Blue Hills Avenue","Bloomfield","CT","06002","Craft Brewery","312120","Yes Woman","2014-09-25T00:00:00.000","0","176202","176202","294428","118226","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Back Porch, LLC","142 Ferry Road","Old Saybrook","CT","06475","Restaurant (Food & Beverage)","722511","Yes Woman","2017-04-18T00:00:00.000","100000","300000","400000","2225000","1825000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","B & A Company, Inc.","160 Wampus Lane","Milford","CT","06460","Precision Manufacturing","332710","No","2013-10-18T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Bad Bob's Pool Water & Transport, LLC","522 Church Street","Hebron","CT","06231","Local Trucking of Specialized Goods","484220","No","2018-07-20T00:00:00.000","40000","10000","50000","90000","40000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Bad Sons Beer Company, LLC","251 Roosevelt Drive","Derby","CT","06418","Brewery","312120","No","2017-05-23T00:00:00.000","100000","300000","400000","1232550","832550","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Bagelicious, LLC","945 South Main Street","Cheshire","CT","06410","Bagel and Lunch","445290","No","2018-05-18T00:00:00.000","30000","140000","170000","260000","90000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Bagel Stop Production Company","19 John Fitch Boulevard","South Windsor","CT","06074","Snack & Nonalcohic Beverage Bar","722515","No","2012-12-07T00:00:00.000","77613","0","77613","155439","77826","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Bakers Dozen of Brooklyn, LLC","520 Providence Road","Brooklyn","CT","06234","Retail Sales of Baked Products","722513","No","2016-01-20T00:00:00.000","80000","0","80000","160000","80000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Balfor Industries, LLC","327 Riggs Street","Oxford","CT","06478","Manufacturing","333249","no","2013-10-17T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Bansley Anthony, LLC","265 Orange Street","New Haven","CT","06511","Attorney Offices","541110","No","2015-10-23T00:00:00.000","100000","152194","252194","352194","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Baobab Asset Management, LLC","3 Greenwich Office Park","Greenwich","CT","06831","Natural Resources & Commodity Trading","523110/525110","No","2016-06-08T00:00:00.000","100000","300000","400000","1260698","860698","Small Business Express Program","CGS Sec. 32-7g","Not Met","3% to 4% and $80,000","n/a","Active","1"
"2016","Bari Nuovo, LLC dba The Pet Hospital of Stratford","1185 Linden Avenue","Stratford","CT","06615","Pet Hospital","541940","Yes Woman/Minority","2016-03-08T00:00:00.000","15000","170000","185000","200000","15000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Barjen, Inc. dba Park Avenue Coach","110 Lenox Avenue","Stamford","CT","06906","Transportation/Charter Bus","485510","No","2013-11-01T00:00:00.000","50000","200000","250000","300000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Barkar, Inc. dba BK & CO","983 Farmington Avenue","West Hartford","CT","06107","Women's Clothing Store","448120","Yes Woman","2016-08-25T00:00:00.000","100000","200000","300000","402392","102392","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Barn Yard Enterprises, Inc.","9 Village Street","Ellington","CT","06029","Construction/Retail","444190","No","2015-04-08T00:00:00.000","100000","300000","400000","1228000","828000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   50,000","Active","1"
