"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"Cigna Health and Life Insurance Company","7007360","2021-10-28T00:00:00.000","2021-11-19T00:00:00.000","Individual","Health Only","Claim Handling","Claim Procedure","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna Health and Life Insurance Company","7009071","2021-02-03T00:00:00.000","2021-02-19T00:00:00.000","Individual","Dental","Claim Handling","Coordination of Benefits","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7009067","2021-02-02T00:00:00.000","2021-02-03T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"No Action Necessary","0.00","Closed"
"Cigna Health and Life Insurance Company","7009067","2021-02-02T00:00:00.000","2021-02-03T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"No Action Necessary","0.00","Closed"
"Cigna Health and Life Insurance Company","7009067","2021-02-02T00:00:00.000","2021-02-03T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Record Only","0.00","Closed"
"Cigna Health and Life Insurance Company","7009067","2021-02-02T00:00:00.000","2021-02-03T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Record Only","0.00","Closed"
"Cigna Health and Life Insurance Company","7009073","2021-02-03T00:00:00.000","2021-06-08T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7008977","2021-05-12T00:00:00.000","2021-06-10T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","1519.34","Closed"
"Cigna Health and Life Insurance Company","7008978","2021-05-12T00:00:00.000","2021-06-10T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","3033.80","Closed"
"Cigna Health and Life Insurance Company","7007349","2021-10-27T00:00:00.000","2021-11-01T00:00:00.000","Individual","Dental","Claim Handling","Delays",,"Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7007349","2021-10-27T00:00:00.000","2021-11-01T00:00:00.000","Individual","Dental","Claim Handling","Delays",,"Record Only","0.00","Closed"
"Cigna Health and Life Insurance Company","7009348","2021-05-18T00:00:00.000","2021-06-01T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Compromised Settlement/Resolution","Justified","1376.00","Closed"
"Cigna Health and Life Insurance Company","7009227","2021-07-06T00:00:00.000","2021-07-20T00:00:00.000","A & H",,"Claim Handling","Denial of Claim","Insufficient Information","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7009152","2021-05-14T00:00:00.000","2021-06-22T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Furnished Information","186.00","Closed"
"Cigna Health and Life Insurance Company","7009111","2021-04-05T00:00:00.000","2021-05-07T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7006487","2018-02-16T00:00:00.000","2018-03-19T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7006382","2021-10-13T00:00:00.000","2021-11-02T00:00:00.000","Individual","Dental","Claim Handling","Coordination of Benefits","Claim Settled","Justified","646.00","Closed"
"Cigna Health and Life Insurance Company","7006364","2021-10-12T00:00:00.000","2021-10-28T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","2902.05","Closed"
"Cigna Health and Life Insurance Company","7006383","2021-10-13T00:00:00.000","2022-01-19T00:00:00.000","Group","Dental","Claim Handling","Delays","Contract Provision/Legal Issue",,"0.00","Closed"
"Cigna Health and Life Insurance Company","7009769","2021-07-22T00:00:00.000","2021-07-22T00:00:00.000","A & H",,,,,"No Action Necessary","0.00","Closed"
"Cigna Health and Life Insurance Company","7009769","2021-07-22T00:00:00.000","2021-07-22T00:00:00.000","A & H",,,,,"Record Only","0.00","Closed"
"Cigna Health and Life Insurance Company","7009652","2021-02-11T00:00:00.000","2021-07-27T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Justified","418.00","Closed"
"Cigna Health and Life Insurance Company","7009652","2021-02-11T00:00:00.000","2021-07-27T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Corrective Action","418.00","Closed"
"Cigna Health and Life Insurance Company","7008520","2021-09-28T00:00:00.000","2021-10-14T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7007741","2021-09-16T00:00:00.000","2021-12-10T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim",,"Voluntary Reconsideration","5226.00","Closed"
"Cigna Health and Life Insurance Company","7007741","2021-09-16T00:00:00.000","2021-12-10T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim",,"Furnished Information","5226.00","Closed"
"Cigna Health and Life Insurance Company","7007737","2021-09-16T00:00:00.000","2021-10-05T00:00:00.000","A & H",,"Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","4961.34","Closed"
"Cigna Health and Life Insurance Company","7008676","2021-09-29T00:00:00.000","2021-10-15T00:00:00.000","Group","Health Only","Claim Handling","Mandated Benefit","Claim Settled","Furnished Information","147.07","Closed"
"Cigna Health and Life Insurance Company","7008444","2021-08-09T00:00:00.000","2021-09-08T00:00:00.000","Individual","Dental","Claim Handling","Eligibility of Provider","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7007500","2021-09-10T00:00:00.000","2021-10-05T00:00:00.000","A & H",,"Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","5230.30","Closed"
"Cigna Health and Life Insurance Company","7007512","2021-09-13T00:00:00.000","2021-11-03T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7010137","2021-06-02T00:00:00.000","2021-07-06T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","1407.90","Closed"
"Cigna Health and Life Insurance Company","7006945","2021-10-21T00:00:00.000","2021-11-30T00:00:00.000","Group","Health Only","Claim Handling","Surprise Billing","Claim Settled",,"3619.00","Closed"
"Cigna Health and Life Insurance Company","7009558","2021-05-21T00:00:00.000","2021-06-16T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","545.00","Closed"
"Cigna Health and Life Insurance Company","7006733","2021-08-31T00:00:00.000","2021-09-20T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7009614","2021-07-16T00:00:00.000","2021-08-10T00:00:00.000","A & H",,"Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","3606.34","Closed"
"Cigna Health and Life Insurance Company","7008650","2021-08-13T00:00:00.000","2021-08-31T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Claim Settled","Justified","786.50","Closed"
"Cigna Health and Life Insurance Company","7008837","2021-06-28T00:00:00.000","2021-11-29T00:00:00.000","Group","Health Only","Claim Handling","Surprise Billing","Claim Settled","Justified","214974.11","Closed"
"Cigna Health and Life Insurance Company","7006918","2021-09-02T00:00:00.000","2021-09-22T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","2463.37","Closed"
"Cigna Health and Life Insurance Company","7020829","2019-09-18T00:00:00.000","2019-10-02T00:00:00.000","Group","Disability Income","Claim Handling","Denial of Claim","Company Position Substantiated","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7047379","2022-08-19T00:00:00.000",,"Group","A & H","Claim Handling","Denial",,,"0","Sent to Company"
"Cigna Health and Life Insurance Company","7019969","2019-06-06T00:00:00.000","2019-06-20T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Voluntary Reconsideration","451.00","Closed"
"Cigna Health and Life Insurance Company","7008014","2018-01-24T00:00:00.000","2018-02-26T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Compromised Settlement/Resolution","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7009808","2021-07-27T00:00:00.000","2021-08-11T00:00:00.000","Group","Health Only","Claim Handling","Delays","Claim Settled","Justified","226.87","Closed"
"Cigna Health and Life Insurance Company","7009991","2021-08-04T00:00:00.000","2021-08-18T00:00:00.000","A & H",,"Claim Handling","Out-of-Network Benefits","Claim Settled","Justified","2940.90","Closed"
"Cigna Health and Life Insurance Company","7006860","2018-03-07T00:00:00.000","2019-03-15T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7008745","2021-03-18T00:00:00.000","2021-04-19T00:00:00.000","Individual","Dental","PolicyHolder Service","Premium Notice/Billing","Compromised Settlement/Resolution","Voluntary Reconsideration","0.00","Closed"
"Cigna Health and Life Insurance Company","7008078","2018-02-15T00:00:00.000","2019-01-02T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Jurisdiction","No Action Necessary","0.00","Closed"
"Cigna Health and Life Insurance Company","7008769","2021-03-26T00:00:00.000","2021-04-23T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Claim Settled","Voluntary Reconsideration","599.00","Closed"
"Cigna Health and Life Insurance Company","7018737","2019-12-27T00:00:00.000","2020-01-17T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7019617","2019-07-12T00:00:00.000","2019-07-26T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Voluntary Reconsideration","53.55","Closed"
"Cigna Health and Life Insurance Company","7019607","2019-07-11T00:00:00.000","2019-07-26T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7019558","2019-05-30T00:00:00.000","2019-06-18T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Company Position Substantiated","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7018290","2019-10-17T00:00:00.000","2020-03-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","21135.00","Closed"
"Cigna Health and Life Insurance Company","7018290","2019-10-17T00:00:00.000","2020-03-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","21135.00","Closed"
"Cigna Health and Life Insurance Company","7021220","2019-09-12T00:00:00.000","2019-10-10T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","241.99","Closed"
"Cigna Health and Life Insurance Company","7021622","2019-05-02T00:00:00.000","2019-05-16T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","1405.00","Closed"
"Cigna Health and Life Insurance Company","7021622","2019-05-02T00:00:00.000","2019-05-16T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","1405.00","Closed"
"Cigna Health and Life Insurance Company","7020382","2019-07-23T00:00:00.000","2019-08-05T00:00:00.000","A & H",,"Claim Handling","Eligibility of Provider","Claim Settled","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7018461","2019-12-16T00:00:00.000","2020-01-27T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Furnished Information","836.77","Closed"
"Cigna Health and Life Insurance Company","7018510","2019-10-25T00:00:00.000","2019-11-13T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Justified","120.00","Closed"
"Cigna Health and Life Insurance Company","7018510","2019-10-25T00:00:00.000","2019-11-13T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Corrective Action","120.00","Closed"
"Cigna Health and Life Insurance Company","7021466","2019-07-01T00:00:00.000","2019-07-16T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Claim Settled","Voluntary Reconsideration","251.00","Closed"
"Cigna Health and Life Insurance Company","7018576","2019-10-28T00:00:00.000","2019-11-14T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Furnished Information","162.50","Closed"
"Cigna Health and Life Insurance Company","7001725","2020-04-21T00:00:00.000","2020-06-04T00:00:00.000","Individual","Dental","Claim Handling","Coordination of Benefits","Claim Settled","Voluntary Reconsideration","104.00","Closed"
"Cigna Health and Life Insurance Company","7018793","2019-11-04T00:00:00.000","2019-11-14T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Justified","695.00","Closed"
"Cigna Health and Life Insurance Company","7019929","2019-04-05T00:00:00.000","2019-04-25T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7019929","2019-04-05T00:00:00.000","2019-04-25T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM","No Action Requested/Required","Furnished Information","0.00","Closed"
"Cigna Health and Life Insurance Company","7020659","2019-04-15T00:00:00.000","2019-04-23T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Insufficient Information","No Action Necessary","0.00","Closed"
"Cigna Health and Life Insurance Company","7001864","2020-04-30T00:00:00.000","2020-07-29T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Compromised Settlement/Resolution","Justified","6614.00","Closed"
"Cigna Health and Life Insurance Company","7002494","2020-06-17T00:00:00.000","2020-07-06T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Claim Settled","Voluntary Reconsideration","2200.00","Closed"
