"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-83.03020000003 40.25760000034)","481490V","NS","GREAT LAKES","SANDUSKY","CR 91","BERLIN STATION ROAD","3","1","220508","999999","14","390412150","348741","0020.850","16",,,"40.2576213","-83.0302054","1","3939041","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=481490V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=481490V","164194","39","39041","0","1","0","8009464744","8009464744","DELAWARE","1","NS","Primary","12","16","2","0","0","0","0","0","8","2022-05-08T00:00:00.000Z","2022-05-08T17:07:14.000Z","2","848","1998","OHIO","OH","DELAWARE","DELAWARE"
"POINT (-122.8999999998 47.049299999695)","807860D","UP","Pacific Northwest","Olympia Ind Ld","LS","FRANKLIN STREET NORTHEAST/B AVENUE NORTHEAST","3","1","191226","999999","14","530671590","846330","0007.77","13",,,"47.049298","-122.899899","1","5353067","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=807860D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=807860D","7917","53","53067","0","1","0","4025443721","8008488715",,"1","UP","Primary","1","0","0","0","0","0","1","3","3","2019-12-26T00:00:00.000Z","2019-12-26T09:56:00.000Z","2","000010",,"WASHINGTON","WA","THURSTON","OLYMPIA"
"POINT (-108.48899999975 45.773500000425)","969068T","MRL","#N\A","1st","0","private","2","1","200120","999999","15","301110100",,"0001.400","13","2",,"45.773532","-108.488879","2","3030111","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=969068T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=969068T","170771","30","30111","0","1",,"4065231440","8004988982","east billings","1","MRL","Primary","0","0","0","0","1","0","0",,,"2020-01-20T00:00:00.000Z","2020-01-20T13:43:00.000Z","2",,,"MONTANA","MT","YELLOWSTONE","BILLINGS"
"POINT (-97.058299999845 30.198500000075)","742419J","AWRR","CMTA","EAST","CO 0200","CR","3","1","210617","999999","21","482872640","683987","0006.02","11",,,"30.1985285","-97.0582882","2","4848287","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=742419J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=742419J","126762","48","48287","0","1","0","5123344000","8445928046","HILLS","1","AWRR","Primary","0","0","1","0","0","0","0","0","3","2021-06-17T00:00:00.000Z","2021-06-17T10:53:58.000Z","2","000070","2005","TEXAS","TX","LEE","GIDDINGS"
"POINT (-88.86579999967 32.31899999965)","309246G","KCS","Speedway","Meridian","NA","PRIVATE","2","1","220325","999999","14","281010460","486177","0012.500","12","1",,"32.31904","-88.86585","1","2828075","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=309246G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=309246G","236933","28","28075","0","1","0","3186766296","8775279464","486177","1","KCS","Primary","6","6","1","0","0","0","0","0",,"2022-03-25T00:00:00.000Z","2022-03-25T16:32:00.000Z","2","610","2007","MISSISSIPPI","MS","LAUDERDALE","CHUNKY"
"POINT (-93.715899999985 33.8419999997)","437861M","UP","Mid America","Nashville Sub","NA","Private","2","1","210715","999999","14","050572990","615660","0472.090","11","1",,"33.841956","-93.7159474","1","055057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=437861M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=437861M","112262","5","5057","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","1","0","0","0","0","0",,"2021-07-15T00:00:00.000Z","2021-07-15T16:54:34.000Z","2","1","1970","ARKANSAS","AR","HEMPSTEAD","OZAN"
"POINT (-91.18719999988 40.729699999655)","078067A","BNSF","HEARTLAND","HANNIBAL","Not Yet Reported by State","PRIVATE","2","1","200903","999999","14","190571120","537593","0212.500","12","1",,"40.7296838","-91.187245","1","1919057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=078067A","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=078067A","190923","19","19057","0","1","0","8173521549","8008325452","SPRING GROVE","1","BNSF","Primary","3","3","1","0","0","0","0","0",,"2020-09-03T00:00:00.000Z","2020-09-03T16:22:50.000Z","2",,"1970","IOWA","IA","DES MOINES","BURLINGTON"
"POINT (-78.08740000021 35.611499999725)","629929F","CSX","SOUTHERN EAST","SOUTH END","NC 581","NC 581","3","1","220705","999999","14","371012420","406835","0148.870","11",,,"35.611507","-78.087401","1","3737195","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=629929F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=629929F","3388","37","37195","0","2","0","9043663051","8002320144","KENLY","1","CSX","Primary","7","10","2","0","0","0","0","0","8","2022-07-05T00:00:00.000Z","2022-07-05T14:45:17.000Z","2","983","2022","NORTH CAROLINA","NC","WILSON","KENLY"
"POINT (-117.3239999999 43.93779999987)","812859U","OERR","OREGON",,"CNTY","GREENFIELD RD","3","1","180803","999999","14","410452140","856133","0021.10","11",,,"43.937752","-117.324165",,"4141045","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=812859U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=812859U","61078","41","41045","0","2","0",,,"CELATOM","1","OERR","Primary","1","1","1",,,,,"0","3","2018-08-03T00:00:00.000Z","2018-08-03T12:26:00.000Z","2","000120","1988","OREGON","OR","MALHEUR","VALE"
"POINT (-87.30480000002 37.354700000105)","346951J","CSX","NASHVILLE","HENDERSON","PRIVATE","PRIVATE","2","1","220426","999999","14","211773090","297147","0128.300","16","1",,"37.3547247","-87.3047649","1","2121177","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=346951J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=346951J","101056","21","21177","0","1","0","9043663051","8002320144","MILLPORT","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2022-04-26T00:00:00.000Z","2022-04-26T21:31:29.000Z","2",,"1970","KENTUCKY","KY","MUHLENBERG","SOUTH CARROLLTON"
"POINT (-116.95900000045 47.71820000033)","095918N","BNSF","NORTHWEST","COEUR D ALENE","COUNTY","CHASE ROAD","3","1","191111","999999","14","160551460","830737","0003.382","12",,,"47.7182479","-116.958714","1","1616055","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=095918N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=095918N","166288","16","16055","0","1","0","8173521549","8008325452","HAUSER YD, ID","1","BNSF","Primary","0","0","1","0","0","0","0","0","4","2019-11-11T00:00:00.000Z","2019-11-11T08:58:00.000Z","2","002800","2000","IDAHO","ID","KOOTENAI","POST FALLS"
"POINT (-117.93300000005 33.821699999755)","748005D","UP","LOS ANGELES","Stanton Ind Ld","TBD","CRONE AVENUE","3","1","210715","999999","14","060590080","887124","0509.500","12",,,"33.8217442","-117.932745","1","066059","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=748005D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=748005D","20187","6","6059","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","0","0","0","0","1","0","8","2021-07-15T00:00:00.000Z","2021-07-15T23:16:10.000Z","2","4000","1991","CALIFORNIA","CA","ORANGE","ANAHEIM"
"POINT (-90.418100000115 39.9820000002)","945727C","BNSF","CHICAGO","BEARDSTOWN","PRIVATE","PRIVATE RR","2","1","210803","999999","14","170170590",,"0114.314","11","1",,"39.98201","-90.418099","1","1717017","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=945727C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=945727C","230879","17","17017","0","1",,"8173521549","8008325452",,"1","BNSF","Primary","5","5","2","0","0","0","0",,,"2021-08-03T00:00:00.000Z","2021-08-03T22:23:24.000Z","2",,,"ILLINOIS","IL","CASS","BEARDSTOWN"
"POINT (-86.902100000415 40.40760000004)","341344E","CSX","CHICAGO","MONON","CITY ST","SHAMROCK PK ENT P","3","1","210512","999999","14","181572480","366485","0121.660","13",,,"40.40755","-86.90212","1","1818157","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=341344E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=341344E","216274","18","18157","0","1","0","9043663051","8002320144","BROOKSTON","1","CSX","Primary","0","0","0","0","0","0","1","1","3","2021-05-12T00:00:00.000Z","2021-05-12T17:01:15.000Z","2","000100","2002","INDIANA","IN","TIPPECANOE","LAFAYETTE"
"POINT (-79.37059999989 36.55880000012)","856181X","NS","BLUE RIDGE","DANVILLE","PVT","PRIVATE ROAD","2","1","220307","999999","14","515900720","265900","0202.760","14","2",,"36.5588415","-79.3706297","1","5151590","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=856181X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=856181X","154706","51","51590","0","1","0","8009464744","8009464744","DANVILLE","1","NS","Primary","0","0","1","0","0","0","0","1",,"2022-03-07T00:00:00.000Z","2022-03-07T11:26:05.000Z","2",,"1970","VIRGINIA","VA","DANVILLE","DANVILLE"
"POINT (-91.454699999705 35.42279999962)","438196K","UP","Mid America","Hoxie Sub","TBD","Main Street/AR 87","3","1","201114","999999","14","051450490","607221","0278.120","12",,,"35.4227516","-91.4546807","1","055145","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=438196K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=438196K","205352","5","5145","0","1","0","4025443721","8008488715",,"1","UP","Primary","11","10","1","0","1","0","0","1","8","2020-11-14T00:00:00.000Z","2020-11-14T09:15:28.000Z","2","369","1989","ARKANSAS","AR","WHITE","BRADFORD"
"POINT (-78.66820000033 39.48159999984)","144744F","SBVR","MARYLAND","SOUTH BRANCH","7000000",,"3","1","121001","999999","14","540272522","271607","0004.05","11",,,"39.481645","-78.668167","1","5454027","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=144744F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=144744F","98501","54","54027","0","2","0","3045382305","3045382305","GREEN SPRING","1","SBVR","Primary","1","0","1",,,,,"0","3","2012-10-01T00:00:00.000Z","2015-03-07T13:12:19.000Z","2","000010","2012","WEST VIRGINIA","WV","HAMPSHIRE","SPRINGFIELD"
"POINT (-76.25440000006 43.185699999855)","937578H","CSX","NORTHERN","FULTON","PRIVATE","PRIVATE ROAD","2","1","211012","999999","14","360671179",,"0011.640","16","1",,"43.1857187","-76.2543531","1","3636067","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=937578H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=937578H","183297","36","36067","0","1",,"9043663051","8002320144",,"1","CSX","Primary","0","0","1","0","0","0","0",,,"2021-10-12T00:00:00.000Z","2021-10-12T21:41:16.000Z","2",,,"NEW YORK","NY","ONONDAGA","CLAY"
"POINT (-79.525700000055 38.360500000275)","943964G","WVC","WVC","GC+E","PRIVATE","CLUB RD ENTRANCE","2","1","111012","999999","15","540750710",,"0073.10","17","1",,"38.360517","-79.525732","1","5454083","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=943964G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=943964G","94123","54","54083","0","1","0","3044563442","8776867245",,"1","WVC","Primary","0","0","0",,,,,"0","1","2011-10-12T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,,"WEST VIRGINIA","WV","RANDOLPH","DURBIN"
"POINT (-83.485700000055 41.5440000001)","937063V","CSX","GREAT LAKES","TOLEDO TERMINAL","YARD","WALBRIDGE YARD","2","1","220119","999999","14","391738500",,"0115.00","18","2",,"41.5439971","-83.4856561","2","3939173","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=937063V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=937063V","187921","39","39173","0","1","0","9043663051","8002320144",,"1","CSX","Primary","0","0","2","0","1","0","0","0",,"2022-01-19T00:00:00.000Z","2022-01-19T09:30:11.000Z","2",,,"OHIO","OH","WOOD","WALBRIDGE"
"POINT (-108.2979999997 39.17340000001)","254362N","UP","ROCKY MOUNTAIN","Glenwood Springs","NA","PRIVATE","2","1","220323","999999","14","080770293","756434","0431.090","16","1",,"39.17343","-108.298075","1","088077","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=254362N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=254362N","146164","8","8077","0","1","0","4025443721","8008488715",,"1","UP","Primary","4","3","1","0","0","0","0","0",,"2022-03-23T00:00:00.000Z","2022-03-23T14:29:51.000Z","2","1","1981","COLORADO","CO","MESA","CAMEO"
"POINT (-85.36619999993 39.93120000028)","527860E","NS","MIDWEST","NEW CASTLE","SR 38","BROAD STREET","3","1","220430","999999","14","180653450","367660","0101.650","13",,,"39.9311993","-85.3661681","1","1818065","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=527860E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=527860E","81798","18","18065","0","1","0","8009464744","8009464744","NEW CASTLE","1","NS","Primary","13","13","1","0","0","0","0","0","8","2022-04-30T00:00:00.000Z","2022-04-30T05:16:26.000Z","2","8729","2018","INDIANA","IN","HENRY","NEW CASTLE"
"POINT (-88.80179999987 36.163899999585)","299151T","WTNN","WTNN","WTNN","city road","GRNFIELD PRODUCTS","3","1","190715","999999","14","471831020","438190","0430.67","11",,,"36.163908","-88.801836","1","4747183","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=299151T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=299151T","79216","47","47183","0","1","0","7314234304","8442272318","GREENFIELD","1","WTNN","Primary","0","0","1","0","0","0","0","0","7","2019-07-15T00:00:00.000Z","2019-07-15T11:08:00.000Z","2","000688","2006","TENNESSEE","TN","WEAKLEY","GREENFIELD"
"POINT (-101.0659999998 47.252899999835)","091660K","BNSF","TWIN CITIES","ZAP LINE","l-27th","27TH AVE SW","3","1","210803","999999","14","380651515","516313","0033.790","11",,,"47.25292","-101.06625","1","3838065","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=091660K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=091660K","127764","38","38065","0","1","0","8173521549","8008325452","HENSLER","1","BNSF","Primary","1","1","1","0","1","0","0","1","3","2021-08-03T00:00:00.000Z","2021-08-03T18:01:41.000Z","2","000080","2018","NORTH DAKOTA","ND","OLIVER","HENSLER"
"POINT (-77.960700000305 42.98379999987)","148080H","RSR","NORTHERN","R&S MAIN LINE","NA","RIBSTONE ROAD","2","1","210615","999999","14","360373210","184321","0023.53","14","1",,"42.9837785","-77.9607439","1","3636037","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=148080H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=148080H","117516","36","36037","0","1","0","8002277245","8002277245","LEROY","1","RSR","Primary","1","1","1","0","0","0","0","0",,"2021-06-15T00:00:00.000Z","2021-06-15T11:22:03.000Z","2",,"1987","NEW YORK","NY","GENESEE","LE ROY"
"POINT (-87.98839999956 41.419700000255)","920636A","NIRC","Rock Island","south west sub","PED","manhattan ped","2","1","201006","999999","14","171975160",,"0040.160","12",,,"41.419697","-87.988381","2","1717197","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=920636A","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=920636A","87156","17","17197","0","1",,"3123226934","8003494283","manhattan","3","NIRC","Primary","20","0","1","1","0","0","0",,,"2020-10-06T00:00:00.000Z","2020-10-06T07:17:42.000Z","2","1",,"ILLINOIS","IL","WILL","MANHATTAN"
"POINT (-95.19220000033 42.21080000012)","308271L","CC","NORTH","OMAHA","L","A AVE","3","1","160930","999999","14","191618740","546417","0431.95","11",,,"42.2107965","-95.1921568","1","1919047","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=308271L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=308271L","45534","19","19047","0","2","0","8009957908","8009959708","ELLS","1","CC","Primary","2","0","1",,,,,"0","3","2016-09-30T00:00:00.000Z","2016-09-30T16:33:19.000Z","2","10","2012","IOWA","IA","CRAWFORD","WALL LAKE"
"POINT (-86.787500000025 33.11719999958)","957068J","NS","GULF","ANNISTON","SR 16","SR 16","3","1","211222","999999","14","011170530",,"0133.700","14",,,"33.1171582","-86.7875045","1","011117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=957068J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=957068J","147540","1","1117","0","2",,"8009464744","8009464744",,"1","NS","Primary","0","0","0","0","0","0","1",,"3","2021-12-22T00:00:00.000Z","2021-12-22T11:48:03.000Z","2","2673","2019","ALABAMA","AL","SHELBY","CALERA"
"POINT (-76.50459999979 43.204700000105)","861820Y","OMID","#N\A","#N\A","private","private","2","1","200601","999999","20","361176760",,"0052.600","11","1",,"43.20466","-76.504582","2","3636117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=861820Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=861820Y","7244","36","36117","0","1",,"3154832152","3159469711","wolcott","1","OMID","Primary","0","0","1","0","0","0","0",,,"2020-06-01T00:00:00.000Z","2020-06-01T11:19:16.000Z","2",,,"NEW YORK","NY","WAYNE","WOLCOTT"
