"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"004081","Eating Establishment","Dooly's Dining Room (Port Hawkesbury)","634  Hwy 4 Reeves ST","Port Hawkesbury","NS","B9A 2R7","634  Hwy 4 Reeves ST
Port Hawkesbury, NS B9A 2R7
(45.615537, -61.353746)"
"006398","Lounge","Schoolhouse Brewery Inc.","40 Water ST","Windsor","NS","B0N 2T0","40 Water ST
Windsor, NS B0N 2T0
(44.995356, -64.138623)"
"003501","Special Premises","NSCC Kingstec","236 Belcher ST","Kentville","NS","B4N 0A6","236 Belcher ST
Kentville, NS B4N 0A6
(45.084772, -64.48196)"
"001814","Special Premises","Yarmouth Arts Regional Centre","76 Parade ST","Yarmouth","NS","B5A 3B3","76 Parade ST
Yarmouth, NS B5A 3B3
(43.836721, -66.110086)"
"003797","Lounge","Staggers Pub & Grill","26 Portland ST","Dartmouth","NS","B2Y 1G9","26 Portland ST
Dartmouth, NS B2Y 1G9
(44.664802, -63.567577)"
"005800","Eating Establishment","Cheese Curds Gourmet Burgers/Poutinerie & Habaneros Modern Taco Bar","590-600 Windmill RD","Dartmouth","NS","B3B 1B5","590-600 Windmill RD
Dartmouth, NS B3B 1B5
(44.696396, -63.602128)"
"004974","Lounge","Yuan of Asia Restaurant Inc.","107 South Albion ST","Amherst","NS","B4H 2X2","107 South Albion ST
Amherst, NS B4H 2X2
(45.81779, -64.205122)"
"004748","Eating Establishment","Windlass Restaurant","1615 Chebogue RD","Kelleys Cove","NS","B5A 4A6","1615 Chebogue RD
Kelleys Cove, NS B5A 4A6
(43.782313, -66.121549)"
"005831","Eating Establishment","Sailors Galley","43 Bridge AV","Stellarton","NS","B0K 1S0","43 Bridge AV
Stellarton, NS B0K 1S0
(45.562448, -62.658764)"
"006185","Eating Establishment","The Wheelhouse Seafood & Pasta","217A Highway 1","Smiths Cove","NS","B0S 1C0","217A Highway 1
Smiths Cove, NS B0S 1C0
(44.626801, -65.672958)"
"006471","Eating Establishment","Thai Express","720 Sackville DR","Lower Sackville","NS","B4E1R7","720 Sackville DR
Lower Sackville, NS B4E1R7
(44.771496, -63.691127)"
"003894","Club","West Pubnico Firefighters Club","897 Highway 335","West Pubnico","NS","B0W 3S0","897 Highway 335
West Pubnico, NS B0W 3S0
(43.666072, -65.799172)"
"006291","Special Premises","Life Salon Spa","1592 Barrington ST","Halifax","NS","B3J 0C7","1592 Barrington ST
Halifax, NS B3J 0C7
(44.646003, -63.573435)"
"006676","Eating Establishment","The Sea Biscuit Cafe & Eatery","87 Water ST","Digby","NS","B0V 1A0","87 Water ST
Digby, NS B0V 1A0
(44.625205, -65.756695)"
"006651","Lounge","Capital Sports Circle Bar","6300 Lady Hammond RD","Halifax","NS","B3K 2R6","6300 Lady Hammond RD
Halifax, NS B3K 2R6
(44.6647, -63.617369)"
"005326","Eating Establishment","Boston Pizza EE, Antigonish","135 Church ST","Antigonish","NS","B2G 2E3","135 Church ST
Antigonish, NS B2G 2E3
(45.615852, -61.985693)"
"005498","Eating Establishment","Sushi Nami Royale, Lacewood","201 Chain Lake DR","Halifax","NS","B3S 1C8","201 Chain Lake DR
Halifax, NS B3S 1C8
(44.650821, -63.675891)"
"006352","Eating Establishment","ORSO Pub and Eatery","1859 Brunswick ST","Halifax","NS","B3J 3L8","1859 Brunswick ST
Halifax, NS B3J 3L8
(44.648689, -63.57782)"
"005254","Eating Establishment","JB's Steak & Seafood","55 Highway 330","Barrington Passage","NS","B0W 1G0","55 Highway 330
Barrington Passage, NS B0W 1G0
(43.518879, -65.615543)"
"004260","Eating Establishment","Shoreline Restaurant","88 Water ST","Digby","NS","B0V 1A0","88 Water ST
Digby, NS B0V 1A0
(44.625232, -65.756694)"
"005939","Eating Establishment","The Shanty Cafe, Yarmouth","6B Central ST","Yarmouth","NS","B5A 3H1","6B Central ST
Yarmouth, NS B5A 3H1
(43.836114, -66.120943)"
"006605","Eating Establishment","Swaagat - The Real Taste of India","453 Prince ST","Sydney","NS","B1P5L3","453 Prince ST
Sydney, NS B1P5L3
(46.140456, -60.178478)"
"006143","Special Premises","Digby Curling Centre","27 Shreve ST","Digby","NS","B0V 1A0","27 Shreve ST
Digby, NS B0V 1A0
(44.618804, -65.768009)"
"005731","Eating Establishment","Sahla Thai Limited","793-795 Prince ST","Truro","NS","B2N 1G7","793-795 Prince ST
Truro, NS B2N 1G7
(45.364687, -63.277308)"
"004658","Eating Establishment","Halls Harbour Restaurant & Gift Shop","1157 West Halls Harbour R","Halls Harbour","NS","B0P 1J0","1157 West Halls Harbour R
Halls Harbour, NS B0P 1J0
(45.200558, -64.620228)"
"005792","Eating Establishment","Coda Ramen","2157 Gottingen ST","Halifax","NS","B3K 3B5","2157 Gottingen ST
Halifax, NS B3K 3B5
(44.652538, -63.584156)"
"005476","Eating Establishment","Trendz Cafe","15 Spectacle Lake DR","Dartmouth","NS","B3B 1X7","15 Spectacle Lake DR
Dartmouth, NS B3B 1X7
(44.701576, -63.582613)"
"006891","Eating Establishment","Diners Delight Family Restaurant","7182 Hwy #1","Coldbrook","NS","B4R 1A2","7182 Hwy #1
Coldbrook, NS B4R 1A2
(45.067728, -64.566651)"
"006624","Eating Establishment","Roadside Chinese Cuisine","1569 Dresden RW","Halifax","NS","B3J 2K4","1569 Dresden RW
Halifax, NS B3J 2K4
(44.644193, -63.578555)"
"002981","Lounge","McKelvie's Lounge","1680 Lower Water ST","Halifax","NS","B3J 2Y3","1680 Lower Water ST
Halifax, NS B3J 2Y3
(44.647655, -63.571386)"
"006414","Special Premises","Hantsport Memorial Community Centre","6 Main ST","Hantsport","NS","B0P 1P0","6 Main ST
Hantsport, NS B0P 1P0
(45.06529, -64.180205)"
"006434","Eating Establishment","The Bayport Pub","3017 Hwy. #332","Bayport","NS","B0J 2X0","3017 Hwy. #332
Bayport, NS B0J 2X0
(44.315035, -64.302541)"
"003072","Club","New Waterford District Senior Citizens Recreation Club","3390 Plummer AV","New Waterford","NS","B1H 1Y9","3390 Plummer AV
New Waterford, NS B1H 1Y9
(46.248876, -60.086156)"
"001928","Club","Truro Golf Club","86 Golf ST","Truro","NS","B2N 5C7","86 Golf ST
Truro, NS B2N 5C7
(45.364177, -63.296469)"
"006073","Eating Establishment","Bar Kismet Ltd.","2733 Agricola ST","Halifax","NS","B3K 4E2","2733 Agricola ST
Halifax, NS B3K 4E2
(44.657365, -63.596244)"
"005097","Eating Establishment","Jungle Jim's Dining Room, Stellarton","127 North Foord ST","Stellarton","NS","B0K 1S0",
"004614","Club","RCL Br. 55, Port Morien","2832 Highway 255","Port Morien","NS","B1B 1V8","2832 Highway 255
Port Morien, NS B1B 1V8
(46.129418, -59.876204)"
"002902","Lounge","Wranglers Lounge","221 Glasgow ST","New Glasgow","NS","B2H 5C1","221 Glasgow ST
New Glasgow, NS B2H 5C1
(45.586822, -62.646107)"
"006206","Eating Establishment","Boston Pizza Truro","68 Robie ST","Truro","NS","B2N 1L2","68 Robie ST
Truro, NS B2N 1L2
(45.367863, -63.313162)"
"006591","Beverage Room","Lisa Drader Murphy","1869 Upper Water ST","Halifax","NS","B3J 1S9","1869 Upper Water ST
Halifax, NS B3J 1S9
(44.649968, -63.573534)"
"004165","Lounge","Daniel's Alehouse and Eatery","456 Charlotte ST","Sydney","NS","B1P 1E4","456 Charlotte ST
Sydney, NS B1P 1E4
(46.135213, -60.193788)"
"005081","Special Premises","Harbourview Inn & Suites","100 Kings RD","Sydney","NS","B1S 1A1","100 Kings RD
Sydney, NS B1S 1A1
(46.13074, -60.195285)"
"006840","Beverage Room","Sober Island Brewing Company","22462 Hwy # 7","Sheet Harbour","NS","B0J 3B0","22462 Hwy # 7
Sheet Harbour, NS B0J 3B0
(44.925484, -62.5409)"
"006342","Eating Establishment","The Chesnutt Cafe","10163 Durham ST","Pugwash","NS","B0K 1L0","10163 Durham ST
Pugwash, NS B0K 1L0
(45.849552, -63.662593)"
"002967","Eating Establishment","Mug & Anchor Dining Room","643 South Main ST","Mahone Bay","NS","B0J 2E0","643 South Main ST
Mahone Bay, NS B0J 2E0
(44.44786, -64.376371)"
"005257","Special Premises","Holiday Inn Express & Suites Halifax-Bedford","980 Parkland DR","Halifax","NS","B3M 4Y7","980 Parkland DR
Halifax, NS B3M 4Y7
(44.682958, -63.676462)"
"001298","Club","Dartmouth Yacht Club","697 Windmill RD","Dartmouth","NS","B3B 1B7","697 Windmill RD
Dartmouth, NS B3B 1B7
(44.702378, -63.60864)"
"006860","Eating Establishment","BKS Speakeasy","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.648102, -63.571625)"
"005204","Lounge","Riverbank Lounge","856 Grand Mira South RD","Juniper Mountain","NS","B1K 1G8","856 Grand Mira South RD
Juniper Mountain, NS B1K 1G8
(45.951455, -60.265735)"
"004882","Eating Establishment","Hop Scotch Dinner Club","1537 Barrington ST","Halifax","NS","B3J 1Z4","1537 Barrington ST
Halifax, NS B3J 1Z4
(44.644959, -63.572875)"
"002652","Eating Establishment","Lockmasters Quarters Pub","10095 Grenville ST","St. Peters","NS","B0E 3B0","10095 Grenville ST
St. Peters, NS B0E 3B0
(45.657445, -60.867952)"
"004098","Lounge","Eastside Billiards Lounge","189 Chain Lake DR","Halifax","NS","B3S 1G9","189 Chain Lake DR
Halifax, NS B3S 1G9
(44.647414, -63.674594)"
"005830","Club","HMCS Acadia Mess","761 Broadway AV","Cornwallis","NS","B0S 1H0","761 Broadway AV
Cornwallis, NS B0S 1H0
(44.656604, -65.633352)"
"002748","Club","Sackville Lions Club","101 Old Beaverbank RD","Lower Sackville","NS","B4C 2S9",
"001006","Club","RCL Br. 81, Guysborough","10628 Route 16","Guysborough","NS","B0H 1N0","10628 Route 16
Guysborough, NS B0H 1N0
(45.406799, -61.509481)"
"001320","Club","RCL Br. 67, Weymouth","24 Back ST","Weymouth","NS","B0W 3T0","24 Back ST
Weymouth, NS B0W 3T0
(44.413327, -65.994793)"
"000827","Eating Establishment","Chow Family Restaurant","344 Prince ST","Truro","NS","B2N 1E2","344 Prince ST
Truro, NS B2N 1E2
(45.36681, -63.296477)"
"001452","Club","R.C.A.F. Association #110 (Northumberland) Wing","221 Foord ST","Stellarton","NS","B0K 1S0","221 Foord ST
Stellarton, NS B0K 1S0
(45.5608, -62.659738)"
"006503","Club","The Construction Zone 14 CES/143 CEF Combined Mess","417 Harold Whynot RD","Pine Grove","NS","B4V 2W8","417 Harold Whynot RD
Pine Grove, NS B4V 2W8
(44.398787, -64.511196)"
"003899","Eating Establishment","Papa's Pub Eatery Dining Room","714 Reeves ST","Port Hawkesbury","NS","B9A 2S1","714 Reeves ST
Port Hawkesbury, NS B9A 2S1
(45.614252, -61.350073)"
"003313","Eating Establishment","The Station","73 Queen ST","Bridgetown","NS","B0S 1C0","73 Queen ST
Bridgetown, NS B0S 1C0
(44.837193, -65.2929)"
"000840","Eating Establishment","Joe's Food Emporium Dining Room","434 Main ST","Wolfville","NS","B4P 1E2","434 Main ST
Wolfville, NS B4P 1E2
(45.091459, -64.362084)"
"006026","Lounge","ela! Greek Taverna","215 Chain Lake DR","Halifax","NS","B3S 1C9","215 Chain Lake DR
Halifax, NS B3S 1C9
(44.653969, -63.677855)"
"002178","Club","RCL Br. 36, Oxford","74 Jackson ST","Oxford","NS","B0M 1P0","74 Jackson ST
Oxford, NS B0M 1P0
(45.735847, -63.870254)"
"004712","Eating Establishment","Rack and Roll Billiards Dining Room","3345 Plummer AV","New Waterford","NS","B1H 4K4","3345 Plummer AV
New Waterford, NS B1H 4K4
(46.248499, -60.084488)"
"006436","Beverage Room","Heritage Brewing Company Ltd.","250 Main ST","Yarmouth","NS","B5A 1C9","250 Main ST
Yarmouth, NS B5A 1C9
(43.834005, -66.120133)"
"003612","Lounge","Waterfront Warehouse Lounge","1549 Lower Water ST","Halifax","NS","B3J 1S2","1549 Lower Water ST
Halifax, NS B3J 1S2
(44.645615, -63.570746)"
"005273","Special Premises","Remedy Facial Bar & Spa","5640 Spring Garden RD","Halifax","NS","B3J 3M7","5640 Spring Garden RD
Halifax, NS B3J 3M7
(44.642719, -63.578117)"
"006645","Eating Establishment","Il Ferramenta Pizzeria","59 Duke ST","Chester","NS","B0J 1J0","59 Duke ST
Chester, NS B0J 1J0
(44.539011, -64.238987)"
"001165","Club","RCL Br. 22, Bear River","1877 Clementsvale RD","Bear River","NS","B0S 1B0","1877 Clementsvale RD
Bear River, NS B0S 1B0
(44.5762, -65.639356)"
"002613","Special Premises","Rodd Grand Hotel","417 Main ST","Yarmouth","NS","B5A 4B2","417 Main ST
Yarmouth, NS B5A 4B2
(43.839136, -66.119414)"
"001309","Club","Windsor Curling Club","174 Grey ST","Windsor","NS","B0N 2T0","174 Grey ST
Windsor, NS B0N 2T0
(44.992529, -64.138244)"
"004871","Eating Establishment","Mabou River Inn Dining Room","19 Southwest Ridge RD","Mabou","NS","B0E 1X0","19 Southwest Ridge RD
Mabou, NS B0E 1X0
(46.068004, -61.397796)"
"005080","Special Premises","Mersey Lodge","2537 River RD","Milton","NS","B0T 1P0","2537 River RD
Milton, NS B0T 1P0
(44.123899, -64.910855)"
"004175","Eating Establishment","L'Abri Cafe', Restaurant et bar","15559 Cabot Trail","Cheticamp","NS","B0E 1H0","15559 Cabot Trail
Cheticamp, NS B0E 1H0
(46.641862, -61.003058)"
"006719","Beverage Room","Encore Nail Bar","117 Kearney Lake RD","Halifax","NS","B3M 4N9","117 Kearney Lake RD
Halifax, NS B3M 4N9
(44.684199, -63.675465)"
"006390","Eating Establishment","The Hub","55 Tacoma DR","Dartmouth","NS","B2W 3E7","55 Tacoma DR
Dartmouth, NS B2W 3E7
(44.680846, -63.540017)"
"002093","Special Premises","Halifax International Airport","747 Bell BL","Goff's","NS","B2T 1K2",
"006554","Lounge","Stubborn Goat Beer Garden","1597 Lower Water ST","Halifax","NS","B3J 3P6","1597 Lower Water ST
Halifax, NS B3J 3P6
(44.646419, -63.57098)"
"002693","Lounge","Jigger's Lounge","99 Union ST","Glace Bay","NS","B1A 2P6","99 Union ST
Glace Bay, NS B1A 2P6
(46.194661, -59.959717)"
"001032","Club","RCL Br. 26, Truro","42 Brunswick ST","Truro","NS","B2N 5E5","42 Brunswick ST
Truro, NS B2N 5E5
(45.36142, -63.275849)"
"006728","Eating Establishment","Tipico Pasta Restaurant","3450 Dutch Village RD","Halifax","NS",,"3450 Dutch Village RD
Halifax, NS 
(44.654492, -63.632004)"
"005341","Eating Establishment","Just Us! Cafe","450 Main ST","Wolfville","NS","B0P 1X0","450 Main ST
Wolfville, NS B0P 1X0
(45.0914, -64.36269)"
"001193","Eating Establishment","Jade Palace","2 Fir ST","Springhill","NS","B0M 1X0","2 Fir ST
Springhill, NS B0M 1X0
(45.650634, -64.05974)"
"006861","Lounge","BKS Speakeasy","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.648102, -63.571625)"
"001708","Club","Stellarton Firefighters Association","11 Jubilee AV","Stellarton","NS","B0K 1S0","11 Jubilee AV
Stellarton, NS B0K 1S0
(45.559574, -62.662059)"
"005004","Eating Establishment","Spitfire Arms Alehouse","29 Water ST","Windsor","NS","B0N 2T0","29 Water ST
Windsor, NS B0N 2T0
(44.99545, -64.138521)"
"002681","Eating Establishment","Pizza Delight (Truro)","61 Robie ST","Lower Truro","NS","B2N 1K8","61 Robie ST
Lower Truro, NS B2N 1K8
(45.367784, -63.315025)"
"001670","Eating Establishment","Lobster Galley Restaurant","51943 Cabot Trail","South Haven","NS","B0E 1B0","51943 Cabot Trail
South Haven, NS B0E 1B0
(46.208445, -60.595288)"
"005766","Eating Establishment","Wok Box","55 Gale Terrace","Dartmouth","NS","B3B 0B7","55 Gale Terrace
Dartmouth, NS B3B 0B7
(44.699269, -63.564594)"
"001863","Club","Cheticamp Columbus Club","13956 Cabot Trail, Point Cro","Cheticamp","NS","B0E 1H0",
"006136","Lounge","Patrons Rec Room","105-27 Dellridge LN","Bedford","NS","B4A 0H1","105-27 Dellridge LN
Bedford, NS B4A 0H1
(44.701674, -63.68758)"
"003232","Lounge","Kempster's Lounge","3644 Kempt RD","Halifax","NS","B3M 1B6","3644 Kempt RD
Halifax, NS B3M 1B6
(44.662703, -63.61846)"
"001471","Club","RCL Br. 46, Canso","1131 Union ST","Canso","NS","B0H 1H0","1131 Union ST
Canso, NS B0H 1H0
(45.337521, -61.000893)"
"006636","Eating Establishment","Derado's Pizzeria and Donair","275 Main ST","Tatamagouche","NS","B0K 1V0","275 Main ST
Tatamagouche, NS B0K 1V0
(45.711393, -63.289181)"
"001001","Club","RCL Br. 5, Donkin","11 Second ST","Donkin","NS","B1A 6S5","11 Second ST
Donkin, NS B1A 6S5
(46.185904, -59.870976)"
"006763","Lounge","Trattoria da Claudio","1569 Dresden Row","Halifax","NS","B3J 2K4","1569 Dresden Row
Halifax, NS B3J 2K4
(44.644193, -63.578555)"
"003180","Eating Establishment","Seashore Restaurant","8467 Highway #1","Meteghan","NS","B0W 2J0","8467 Highway #1
Meteghan, NS B0W 2J0
(44.194846, -66.149875)"
"001128","Special Premises","Arborstone Enhanced Care","126 Purcell's Cove RD","Halifax","NS","B3P 1B5",
"005185","Eating Establishment","HK Wong's Palace Restaurant","644 Portland ST","Dartmouth","NS","B2W 6A3","644 Portland ST
Dartmouth, NS B2W 6A3
(44.671564, -63.526554)"
"005036","Eating Establishment","ela! Greek Taverna","150 Hector Gate RD","Dartmouth","NS","B3B 0E6","150 Hector Gate RD
Dartmouth, NS B3B 0E6
(44.704988, -63.561862)"
"002545","Lounge","Big Land Bar","39 Forrest ST","North Sydney","NS","B2A 3B1","39 Forrest ST
North Sydney, NS B2A 3B1
(46.214539, -60.245836)"
"000860","Eating Establishment","3A Restaurant Food & Drink","264 Bedford Highway","Halifax","NS","B3M 2K7","264 Bedford Highway
Halifax, NS B3M 2K7
(44.677947, -63.649666)"
"001039","Club","Annapolis Royal Fire Department","5 St. Anthony ST","Annapolis Royal","NS","B0S 1A0","5 St. Anthony ST
Annapolis Royal, NS B0S 1A0
(44.748675, -65.513076)"
"003698","Club","Truro Curling Club","56 Young ST","Truro","NS","B2N 5E4","56 Young ST
Truro, NS B2N 5E4
(45.362717, -63.278989)"
"006222","Eating Establishment","Naru Japanese Restaurant","216 Bentinck ST","Sydney","NS","B1P 1G8","216 Bentinck ST
Sydney, NS B1P 1G8
(46.135039, -60.192683)"
"002384","Permanent  Special Occasion","Shoreham Village Senior Citizens","3777 North ST","Chester","NS","B0J 1J0","3777 North ST
Chester, NS B0J 1J0
(44.546518, -64.236677)"
"006566","Lounge","Julep","1688 Barrington ST","Halifax","NS","B3J 3K4","1688 Barrington ST
Halifax, NS B3J 3K4
(44.647122, -63.574043)"
"006519","Eating Establishment","Mabata","636 Bedford HY","Bedford","NS","B4A 0H6",
"003706","Eating Establishment","ASAP Mabuhay Bar and Grill","5237 Blower ST","Halifax","NS","B3J 1J8","5237 Blower ST
Halifax, NS B3J 1J8
(44.645027, -63.57408)"
"004296","Lounge","Durty Nelly's Irish Pub Lng","1646 Barrington ST","Halifax","NS","B3J 2A3","1646 Barrington ST
Halifax, NS B3J 2A3
(44.64642, -63.573661)"
"006787","Eating Establishment","Portside View Restaurant","100 Water ST","Digby","NS","B0V 1A0","100 Water ST
Digby, NS B0V 1A0
(44.625661, -65.756643)"
"003642","Special Premises","Truro Parks and Recreation Commission","14 Lorne ST","Truro","NS","B2N 3K3","14 Lorne ST
Truro, NS B2N 3K3
(45.369579, -63.279266)"
"005946","Lounge","Flavor on the Water","74 Esplanade","Sydney","NS","B1P 1A1","74 Esplanade
Sydney, NS B1P 1A1
(46.142789, -60.198916)"
"003688","Lounge","Snappers Bar & Grill Limited","6202 Highway 354","Kennetcook","NS","B0N1P0","6202 Highway 354
Kennetcook, NS B0N1P0
(45.176519, -63.722294)"
"002873","Eating Establishment","Lion's Head Dining Room","3085 Robie ST","Halifax","NS","B3K4P7","3085 Robie ST
Halifax, NS B3K4P7
(44.659392, -63.601903)"
"005827","Special Premises","Boscawen Inn","150 Cumberland ST","Lunenburg","NS","B0J 2C0","150 Cumberland ST
Lunenburg, NS B0J 2C0
(44.377593, -64.308469)"
"002165","Eating Establishment","Baddeck Lobster Suppers","17 Ross ST","Baddeck","NS","B0E 1B0","17 Ross ST
Baddeck, NS B0E 1B0
(46.097151, -60.755058)"
"004941","Eating Establishment","A Good Day Kitchen and Cafe","1480 Fall River RD","Fall River","NS","B2T 1J1","1480 Fall River RD
Fall River, NS B2T 1J1
(44.817853, -63.613377)"
"005236","Eating Establishment","Boston Pizza Dining Room, Lwr Sackville","710 Sackville DR","Lower Sackville","NS","B4E 3A4","710 Sackville DR
Lower Sackville, NS B4E 3A4
(44.770897, -63.690525)"
"005693","Special Premises","Waegwoltic Club","6549 Coburg RD","Halifax","NS","B3H4E3","6549 Coburg RD
Halifax, NS B3H4E3
(44.636244, -63.600904)"
"006172","Eating Establishment","A Bite of Asia Inc.","80 Dorchester ST","Sydney","NS","B1P 5Z1","80 Dorchester ST
Sydney, NS B1P 5Z1
(46.141321, -60.194468)"
"000985","Eating Establishment","Wong's Restaurant, Baddeck","480 Chebucto ST","Baddeck","NS","B0E 1B0","480 Chebucto ST
Baddeck, NS B0E 1B0
(46.099943, -60.751974)"
"006129","Lounge","Groundswell Guest House","3283 Hwy #320","D'Escousse","NS","B0E 1K0","3283 Hwy #320
D'Escousse, NS B0E 1K0
(45.588076, -60.963932)"
"005636","Lounge","Flavor 19 Lounge","1225 Grand Lake RD","Sydney","NS","B1M 1A2","1225 Grand Lake RD
Sydney, NS B1M 1A2
(46.17024, -60.098348)"
"005708","Special Premises","Republic Airline Inc","8909 Purdue RD","Indpls","IN","46268","8909 Purdue RD
Indpls, IN 46268
(45.092918, -75.947117)"
"001849","Eating Establishment","Inn On The Lake","3009 Hwy. #2","Fall River","NS","B2T 1J5","3009 Hwy. #2
Fall River, NS B2T 1J5
(44.807494, -63.606776)"
"006322","Eating Establishment","May Garden Restaurant","961 Bedford HY","Bedford","NS","B4A1A9","961 Bedford HY
Bedford, NS B4A1A9
(44.716981, -63.677608)"
"003984","Lounge","Sura Lounge","1535 Dresden RW","Halifax","NS","B3J 3T1","1535 Dresden RW
Halifax, NS B3J 3T1
(44.643597, -63.578245)"
"005898","Eating Establishment","Salvatore's Pizzaiolo Trattoria","5541 Young ST","Halifax","NS","B3K 1Z7","5541 Young ST
Halifax, NS B3K 1Z7
(44.661823, -63.599464)"
"005744","Eating Establishment","Tomavinos Pizzeria Restaurant","1113 Marginal RD","Halifax","NS","B3H 4P7","1113 Marginal RD
Halifax, NS B3H 4P7
(44.639267, -63.56643)"
"006839","Special Premises","Culture Link CIC","1800 Argyle ST","Halifax","NS","B3J 3N8","1800 Argyle ST
Halifax, NS B3J 3N8
(44.648405, -63.575492)"
"005934","Special Premises","Woods Harbour Community Centre","6881 Highway #3","Woods Harbour","NS","B0W 2E0","6881 Highway #3
Woods Harbour, NS B0W 2E0
(43.536559, -65.733401)"
"004336","Eating Establishment","Minato Sushi Japanese Restaurant","1520 Queen ST","Halifax","NS","B3J 2H8","1520 Queen ST
Halifax, NS B3J 2H8
(44.643656, -63.576347)"
"003825","Eating Establishment","Tempo Food + Drink","1875 Barrington ST","Halifax","NS","B3J 3L6","1875 Barrington ST
Halifax, NS B3J 3L6
(44.649822, -63.575396)"
"006279","Eating Establishment","Colleen's Pub & Grill","245 Waverley","Dartmouth","NS","B2X 2C4","245 Waverley
Dartmouth, NS B2X 2C4
(44.697549, -63.547605)"
"005923","Special Premises","Kara's Urban Day Spa","5980 Spring Garden RD","Halifax","NS","B3H 1Y7","5980 Spring Garden RD
Halifax, NS B3H 1Y7
(44.640519, -63.586338)"
"006703","Eating Establishment","Fresh From the Oven Bakery N More","678 Central AV","Greenwood","NS","B0P 1R0","678 Central AV
Greenwood, NS B0P 1R0
(44.967168, -64.941304)"
"006691","Special Premises","The Highlander Spa","1597 South Park ST","Halifax","NS","B3J 2L2",
"002526","Eating Establishment","Dockside Lobster & Seafood Restaurant","84 Montague ST","Lunenburg","NS","B0J 2C0","84 Montague ST
Lunenburg, NS B0J 2C0
(44.376495, -64.310927)"
"006090","Eating Establishment","Lot Six Bar & Restaurant","1685 Argyle ST","Halifax","NS","B3J 2B5","1685 Argyle ST
Halifax, NS B3J 2B5
(44.646805, -63.574684)"
"003786","Lounge","Crossroads Lounge","RR#2 4140 Garlands Cross","Windsor","NS","B0N 2T0",
"006684","Eating Establishment","Darby's Old Church Kitchen","2689 Highway #223","MacKinnon's Harbour","NS","B2C 1H5","2689 Highway #223
MacKinnon's Harbour, NS B2C 1H5
(45.949902, -60.899745)"
"005987","Special Premises","Avon Valley Bowling Lanes","120 Centennial DR","Windsor","NS","B0N 2T0","120 Centennial DR
Windsor, NS B0N 2T0
(44.99394, -64.124669)"
"004845","Special Premises","Berwick Heights Golf Course","3060 Highway 221","Weston","NS","B0P 1E0","3060 Highway 221
Weston, NS B0P 1E0
(45.067738, -64.810306)"
"006510","Eating Establishment","Halimac Axe Throwing Halifax","1920 Brunswick ST","Halifax","NS","B3J0C5","1920 Brunswick ST
Halifax, NS B3J0C5
(44.649809, -63.578358)"
"004037","Eating Establishment","Dooly's Dining Room (Portland St.)","590 Portland ST","Dartmouth","NS","B2W 6B7","590 Portland ST
Dartmouth, NS B2W 6B7
(44.670811, -63.530948)"
"000966","Eating Establishment","Steak & Stein Family Rest.(Portlant St)","620 Portland ST","Dartmouth","NS","B2W 3E5","620 Portland ST
Dartmouth, NS B2W 3E5
(44.670934, -63.529499)"
"005071","Lounge","Boston Pizza Lng, Dartmouth","611 Portland ST","Dartmouth","NS","B2W 2M6","611 Portland ST
Dartmouth, NS B2W 2M6
(44.67091, -63.529657)"
"006712","Lounge","Kings Arms Commons Restaurant Inc.","430 Main ST","Wolfville","NS","B4P 2A6","430 Main ST
Wolfville, NS B4P 2A6
(45.091474, -64.361941)"
"004987","Eating Establishment","Last Port Motel Dining Room","10 Yellow Marsh RD","Hazel Hill","NS","B0H 1H0","10 Yellow Marsh RD
Hazel Hill, NS B0H 1H0
(45.325109, -61.044942)"
"003594","Club","Kingston District Fire Department","570 Sparky ST","Kingston","NS","B0P 1R0","570 Sparky ST
Kingston, NS B0P 1R0
(44.991074, -64.943719)"
"002931","Lounge","Maxwell's Plum Lounge","1600 Grafton ST","Halifax","NS","B3J 2C2","1600 Grafton ST
Halifax, NS B3J 2C2
(44.645764, -63.574816)"
"005556","Eating Establishment","Sushi Nami Dartmouth Restaurant","159 Hector Gate","Dartmouth","NS","B3B 0E5","159 Hector Gate
Dartmouth, NS B3B 0E5
(44.705321, -63.562166)"
"005686","Eating Establishment","Wasabi House Restaurant","6403 Quinpool RD","Halifax","NS","B3L 1A7","6403 Quinpool RD
Halifax, NS B3L 1A7
(44.644499, -63.600507)"
"002500","Club","Tangier & Area Volunteer Fire Dept.","17559 #7 Highway","Tangier","NS","B0J 3H0",
"001631","Club","RCL Br. 129, Halifax (White Ensign)","5519 Almon ST","Halifax","NS","B3K 1T4","5519 Almon ST
Halifax, NS B3K 1T4
(44.659688, -63.595523)"
"005994","Eating Establishment","Genji Sushi","184 Wyse RD","Dartmouth","NS","B3A 1M9","184 Wyse RD
Dartmouth, NS B3A 1M9
(44.672234, -63.581577)"
"006695","Eating Establishment","Seven Bays Bouldering","114 Chain Lake DR","Halifax","NS","B3S 1C8","114 Chain Lake DR
Halifax, NS B3S 1C8
(44.637729, -63.664024)"
"006629","Eating Establishment","Simply ""Pho"" you Vietnamese Cuisine","460 Main ST","Yarmouth","NS","B5A1H1","460 Main ST
Yarmouth, NS B5A1H1
(43.840839, -66.118986)"
