"id","filenum","occurred_dt","occurred_tm","current_badge_no","offsex","offrace","hire_dt","off_injured","offcondtype","off_hospital","service_type","uofnum","forcetype","uof_reason","cycles_num","forceeffective","citnum","citrace","citsex","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","arc_street","ra","beat","sector","division","dist_name","latitude","longitude","geolocation"
"1142","UF2015-0944","2015-08-08T00:00:00.000","13:16","6006","Female","White","1989-04-12T00:00:00.000","No","No injuries noted or visible","No","Service Call","27659","BD - Pushed","Other","NULL","Yes","33369","White","Male","No","No injuries noted or visible","No","None detected","No Arrest","13685 N CENTRAL EXPWY Expwy.","4522","644","640","NORTH CENTRAL","D11",,,"13685 N CENTRAL EXPWY Expwy.
Dallas, TX "
"1160","UF2015-0957","2015-08-07T00:00:00.000","18:45","9821","Male","White","2009-04-29T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","27620","Verbal Command","Detention/Frisk","NULL","Yes","40582","Hispanic","Male","No","No injuries noted or visible","No","Marijuana","No Arrest","2300 BROOKHAVEN Dr.","4213","453","450","SOUTHWEST","D4",,,"2300 BROOKHAVEN Dr.
Dallas, TX "
"1161","UF2015-0957","2015-08-07T00:00:00.000","18:26","9829","Female","White","2009-04-29T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","27622","Verbal Command","Other","NULL","Yes","40583","Hispanic","Female","No","No injuries noted or visible","No","None detected","No Arrest","2300 BROOKHAVEN Dr.","4213","453","450","SOUTHWEST","D4",,,"2300 BROOKHAVEN Dr.
Dallas, TX "
"1203","UF2015-0996","2015-08-14T00:00:00.000","23:55","8456","Male","White","2003-10-24T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","27807","Joint Locks","Detention/Frisk","NULL","Yes","40722","White","Male","No","No injuries noted or visible","No","Unknown","No Arrest","100 EXPOSITION AVE.","2080","153","150","CENTRAL","D2",,,"100 EXPOSITION AVE.
Dallas, TX "
"1224","UF2015-1010","2015-08-29T00:00:00.000","10:17","9628","Male","White","2008-09-17T00:00:00.000","No","No injuries noted or visible","No","Service Call","28166","Taser Display at Person","Danger to self or others","NULL","Yes","40966","Hispanic","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","500 N WALTON WALKER BLVD","4110","431","430","SOUTHWEST","D6",,,"500 N WALTON WALKER BLVD
Dallas, TX "
"1237","UF2015-1020","2015-07-10T00:00:00.000","3:00","10778","Male","White","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","31964, 31965, 31966","Weapon display at Person, Feet/Leg/Knee Strike, Hand Controlled Escort","Active Aggression","NULL","Yes, Yes, Yes","25826","Black","Male","No","Bruise, Redness/Swelling","Yes","NULL","Burglary/Habitation","5122 2ND AVE","2149","313","310","SOUTHEAST","D7",,,"5122 2ND AVE
Dallas, TX "
"1250","UF2015-1032","2015-08-29T00:00:00.000","21:43","9896","Male","White","2009-07-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","28176","Take Down - Body","Arrest","NULL","Yes","29011","Black","Male","No","No injuries noted or visible","Yes","Marijuana","Evading Arrest, Theft","40100 L B J FWY","4549","451","450","SOUTHWEST","D8",,,"40100 L B J FWY
Dallas, TX "
"1300","UF2015-1074","2015-07-31T00:00:00.000","12:25","8738","Male","White","2005-11-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","27514, 27515, 27516","Verbal Command, Weapon display at Person, Taser","Active Aggression","2","No, No, Yes","40462","Hispanic","Male","Yes","Taser Burn Marks","Yes","FD-Unknown if Armed","Assault/FV","39900 L B J FWY","4380","451","450","SOUTHWEST","D8",,,"39900 L B J FWY
Dallas, TX "
"1385","UF2015-1156","2015-05-30T00:00:00.000","23:15","10412","Male","Hispanic","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","26038","Weapon display at Person","Weapon Display","NULL","Yes","39488","Hispanic","Male","No","No injuries noted or visible","No","Unknown","No Arrest","200 S St Augustine Rd.","2212","338","330","SOUTHEAST","D5",,,"200 S St Augustine Rd.
Dallas, TX "
"1408","UF2015-1175","2015-05-01T00:00:00.000","23:00","10415","Male","White","2012-06-20T00:00:00.000","Yes","BLOOD EXPOSURE","Yes","Service Call","25449, 25450, 27447","Hand Controlled Escort, Joint Locks, Verbal Command","Active Aggression","NULL","Yes, Yes, No","39062","Hispanic","Male","Yes","Bloody Nose","Yes","Alchohol and unknown drugs","DWI, Evading Arrest, Assault/Public Servant","6400 E R L THORNTON FWY","1214","314","310","SOUTHEAST","D2",,,"6400 E R L THORNTON FWY
Dallas, TX "
"1437","UF2015-1190","2015-05-23T00:00:00.000","4:44","10510","Male","Black","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","25869, 25870, 25871","BD - Grabbed, Take Down - Body, Verbal Command","Arrest","NULL","No, Yes, No","39421","Black","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Drug Possession - Felony","9400 L B J FWY","1030","252","250","NORTHEAST","D10",,,"9400 L B J FWY
Dallas, TX "
"1500","UF2015-1243","2015-08-20T00:00:00.000","22:54","9576","Female","White","2008-08-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","27944, 27945, 27946","Verbal Command, Taser Display at Person, Verbal Command","Active Aggression","NULL","No, Yes, Yes","40823","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","2000 S CESAR CHAVEZ","2107","152","150","CENTRAL","D2",,,"2000 S CESAR CHAVEZ
Dallas, TX "
"1516","UF2015-1256","2015-09-18T00:00:00.000","3:25","10353","Male","White","2012-05-09T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","28573, 28574","Verbal Command, Take Down - Arm","Arrest","NULL","No, Yes","41265","White","Male","Yes","Injured prior to contact","Yes","Marijuana","Burglary of a Vehicle, Evading Arrest","1700` N LAMAR St.","2048","132","130","CENTRAL","D14",,,"1700` N LAMAR St.
Dallas, TX "
"1536","UF2015-1277","2015-09-27T00:00:00.000","4:45","10808","Male","Black","2014-05-07T00:00:00.000","No","No injuries noted or visible","No","Service Call","28742","Take Down - Body","Detention/Frisk","NULL","Yes","41449","White","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","300 Reunion Blvd.","9102","136","130","CENTRAL","D2",,,"300 Reunion Blvd.
Dallas, TX "
"1555","UF2015-1292","2015-08-10T00:00:00.000","23:00","9278","Male","Black","2007-09-26T00:00:00.000","Yes","Laceration/Cut","No","Arrest","27773","Take Down - Arm","Arrest","NULL","Yes","40694","Black","Female","No","No injuries noted or visible","Yes","Unknown","Theft, Resisting Arrest","9301 FORREST LANE Ln.","1030","252","250","NORTHEAST","D10",,,"9301 FORREST LANE Ln.
Dallas, TX "
"1575","UF2015-1307","2015-10-15T00:00:00.000","0:00","7243","Male","White","1995-08-04T00:00:00.000","Yes","Sprain/Strain, STRAIN LOW BACK","No","Service Call","29639","Joint Locks","Detention/Frisk","NULL","Yes","41760","White","Male","No","No injuries noted or visible","Yes","Unknown","Resisting Arrest, Warrant/Hold","2700 N Houston","2039","131","130","CENTRAL","D2",,,"2700 N Houston
Dallas, TX "
"1578","UF2015-1310","2015-10-16T00:00:00.000","16:07","10721","Female","Black","2014-01-29T00:00:00.000","No","No injuries noted or visible","No","Service Call","29311, 29312, 29313","BD - Grabbed, Verbal Command, Held Suspect Down","Active Aggression","NULL","Yes, No, Yes","41796","Black","Male","No","No injuries noted or visible","Yes","None detected","Assault/Public Servant, Resisting Arrest","3627 N BONNIEVIEW RD Rd.","4251","728","720","SOUTH CENTRAL","D4",,,"3627 N BONNIEVIEW RD Rd.
Dallas, TX "
"1597","UF2015-1324","2015-07-17T00:00:00.000","12:30","8830","Male","White","2006-05-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","27178, 28537","Hand Controlled Escort, Verbal Command","Danger to self or others","NULL","Yes, No","40216","Hispanic","Male","Yes","Abrasion/Scrape","Yes","Mentally unstable","APOWW","10930 Lake June RD","2206","335","330","SOUTHEAST","D5",,,"10930 Lake June RD
Dallas, TX "
"1623","UF2015-1346","2015-10-25T00:00:00.000","21:00","10639","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Service Call","29530, 29531","BD - Grabbed, Take Down - Arm","Arrest","NULL","Yes, Yes","41978","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Evading Arrest, Robbery, Other Misdemeanor Arrest","11350 L B J FWY","9610","231","230","NORTHEAST","D9",,,"11350 L B J FWY
Dallas, TX "
"1689","UF2015-1395","2015-10-16T00:00:00.000","23:45","10965","Male","Hispanic","2015-01-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","29319","Weapon display at Person","Arrest","NULL","Yes","41802","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Discharge Firearm, Warrant/Hold","8321 DEANSGATE Ln.","1180","224","220","NORTHEAST","D7",,,"8321 DEANSGATE Ln.
Dallas, TX "
"1690","UF2015-1395","2015-10-16T00:00:00.000","23:45","9149","Male","White","2007-06-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","29320, 29321","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","41802","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Discharge Firearm, Warrant/Hold","8321 DEANSGATE Ln.","1180","224","220","NORTHEAST","D7",,,"8321 DEANSGATE Ln.
Dallas, TX "
"1740","UF2015-1428","2015-11-08T00:00:00.000","3:40","10583","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Service Call","29827, 29828, 29829, 29830, 29831, 29832","Verbal Command, Combat Stance, Weapon display at Person, BD - Grabbed, Take Down - Arm, Held Suspect Down","Arrest","NULL","No, No, No, No, Yes, Yes","42138","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Assault/FV","1350 SKYLINE Rd.","4149","433","430","SOUTHWEST","D3",,,"1350 SKYLINE Rd.
Dallas, TX "
"1741","UF2015-1428","2015-11-08T00:00:00.000","3:40","10809","Female","White","2014-05-07T00:00:00.000","No","No injuries noted or visible","No","Service Call","29836, 29837, 29838","Verbal Command, Weapon display at Person, Held Suspect Down","Detention/Frisk","NULL","No, No, Yes","42138","Black","Male","No","No injuries noted or visible","Yes","NULL","Assault/FV","1350 SKYLINE Rd.","4149","433","430","SOUTHWEST","D3",,,"1350 SKYLINE Rd.
Dallas, TX "
"1742","UF2015-1428","2015-11-08T00:00:00.000","3:40","10583","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Service Call","29839, 29840, 29841, 29842, 29843","Verbal Command, Combat Stance, Weapon display at Person, BD - Grabbed, Take Down - Arm","Detention/Frisk","NULL","No, No, No, No, Yes","42138","Black","Male","No","No injuries noted or visible","Yes","NULL","Assault/FV","1350 SKYLINE Rd.","4149","433","430","SOUTHWEST","D3",,,"1350 SKYLINE Rd.
Dallas, TX "
"1758","UF2015-1442","2015-07-28T00:00:00.000","16:00","9855","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","27472","Weapon display at Person","Arrest","NULL","Yes","40412","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold, Drug Possession - Misdemeanor","11350 L B J FWY.","9610","231","230","NORTHEAST","D9",,,"11350 L B J FWY.
Dallas, TX "
"1748","UF2015-1434","2015-11-11T00:00:00.000","0:45","10169","Male","White","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","29894","Taser","Detention/Frisk","1","Yes","42189","Black","Male","Yes","Puncture","Yes","Marijuana","Warrant/Hold, Resisting Arrest, Drug Possession - Misdemeanor","3100 PRES GEORGE BUSH TPKE","6006","611","610","NORTH CENTRAL","D12",,,"3100 PRES GEORGE BUSH TPKE
Dallas, TX "
"1749","UF2015-1434","2015-11-11T00:00:00.000","0:45","10462","Female","White","2012-09-26T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","29931, 29932, 29933","Verbal Command, BD - Grabbed, Feet/Leg/Knee Strike","Arrest","NULL","No, No, No","42189","Black","Male","No","No injuries noted or visible","Yes","Marijuana","Warrant/Hold, Resisting Arrest, Drug Possession - Misdemeanor","3100 PRES GEORGE BUSH TPKE","6006","611","610","NORTH CENTRAL","D12",,,"3100 PRES GEORGE BUSH TPKE
Dallas, TX "
"1762","UF2015-1446","2015-10-25T00:00:00.000","0:20","10379","Male","Hispanic","2012-05-09T00:00:00.000","No","No injuries noted or visible","No","Pedestrian Stop","29466, 29467","Verbal Command, Verbal Command","Detention/Frisk","NULL","No, Yes","41913","Hispanic","Male","No","No injuries noted or visible","No","None detected","No Arrest","2800 E R L THORNTON FWY","2092","152","150","CENTRAL","D7",,,"2800 E R L THORNTON FWY
Dallas, TX "
"1778","UF2015-1460","2015-11-15T00:00:00.000","18:15","9855","Male","White","2009-06-10T00:00:00.000","Yes","Abrasion/Scrape","No","Arrest","30009, 30010","Held Suspect Down, Take Down - Body","Arrest","NULL","Yes, Yes","42247","Hispanic","Male","No","Abrasion/Scrape","Yes","Alchohol","DWI, Other Felony Arrest","9000 L B J FWY","1030","252","250","NORTHEAST","D10",,,"9000 L B J FWY
Dallas, TX "
"1889","UF2015-1550","2015-11-28T00:00:00.000","15:40","10652","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","32393, 32394","Verbal Command, Joint Locks","Active Aggression","NULL","No, Yes","42426","Black","Male","No","Non-Visible Injury/Pain","Yes","None detected","Resisting Arrest","1502 CLARK Rd.","8811","436","430","SOUTHWEST","D3",,,"1502 CLARK Rd.
Dallas, TX "
"1914","UF2015-1569","2015-05-23T00:00:00.000","4:50","10573","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","25843, 25844","Feet/Leg/Knee Strike, Handcuffing Take Down","Arrest","NULL","Yes, Yes","39403","Black","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Other Felony Arrest","4900  L B J FWY.","3009","556","550","NORTHWEST","D13",,,"4900 L B J FWY.
Dallas, TX "
"1920","UF2015-1575","2015-12-16T00:00:00.000","9:40","6307","Male","White","1990-04-09T00:00:00.000","Yes","Abrasion/Scrape","No","Arrest","30686, 30687, 30688","Verbal Command, Take Down - Body, Held Suspect Down","Detention/Frisk","NULL","Yes, Yes, Yes","42727","White","Male","Yes","Abrasion/Scrape","Yes","None detected","Resisting Arrest, Other Misdemeanor Arrest","11000 N stemmons Frwy.","3025","534","530","NORTHWEST","D6",,,"11000 N stemmons Frwy.
Dallas, TX "
"1941","UF2015-1593","2015-08-23T00:00:00.000","19:10","10551","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","28034, 29415","Held Suspect Down, Verbal Command","Arrest","NULL","Yes, No","27511","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","7000 E RL THORNTON Frwy.","1215","316","310","SOUTHEAST","D7",,,"7000 E RL THORNTON Frwy.
Dallas, TX "
"1976","UF2015-1621","2015-10-11T00:00:00.000","19:30","10767","Male","White","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","29135, 29136, 29505","Take Down - Body, Held Suspect Down, Verbal Command","Arrest","NULL","No, Yes, No","41687","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Resisting Arrest, Man/Del/Dangerous Drug, Other Misdemeanor Arrest","2400 ST CLAIR ST.","2192","348","340","SOUTHEAST","D7",,,"2400 ST CLAIR ST.
Dallas, TX "
"2023","UF2015-1660","2015-07-02T00:00:00.000","20:16","10592","Male","Hispanic","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","30977, 30978","Verbal Command, Held Suspect Down","Arrest","NULL","No, Yes","39937","Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Warrant/Hold, Resisting Arrest","10600 N FERN Dr.","1136","226","220","NORTHEAST","D9",,,"10600 N FERN Dr.
Dallas, TX "
"2047","UF2015-1680","2015-12-13T00:00:00.000","20:04","8295","Male","White","2002-07-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","30643, 30644","Hand Controlled Escort, Verbal Command","Arrest","NULL","Yes, No","42691","White","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","8000 Herb Kelleher parkway Pkwy.","3070","523","520","NORTHWEST","D2",,,"8000 Herb Kelleher parkway Pkwy.
Dallas, TX "
"2048","UF2015-1680","2015-12-13T00:00:00.000","20:02","8594","Male","Hispanic","2004-12-17T00:00:00.000","No","No injuries noted or visible","No","Arrest","30645, 30647","Hand Controlled Escort, BD - Pushed","Arrest","NULL","No, Yes","42692","White","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","8000 Herb Kelleher parkway Pkwy.","3070","523","520","NORTHWEST","D2",,,"8000 Herb Kelleher parkway Pkwy.
Dallas, TX "
"2051","UF2015-1683","2015-12-30T00:00:00.000","22:35","6365","Male","White","1990-06-06T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","31117","Joint Locks","Detention/Frisk","NULL","Yes","42965","White","Female","Yes","Abrasion/Scrape","Yes","Unknown Drugs","Resisting Arrest, Theft","8000 Herb Kelleher Way","3070","523","520","NORTHWEST","D2",,,"8000 Herb Kelleher Way
Dallas, TX "
"2098","UF2015-1730","2015-08-31T00:00:00.000","1:44","10779","Male","White","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","29024","Weapon display at Person","Other","NULL","Yes","40991","White","Female","No","No injuries noted or visible","Yes","Alchohol","DWI","9000 W Rolling Rock Lane Ln.","9611","232","230","NORTHEAST","D10",,,"9000 W Rolling Rock Lane Ln.
Dallas, TX "
"2100","UF2015-1732","2015-10-03T00:00:00.000","21:17","10790","Male","Hispanic","2014-05-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","28901, 28902, 28903, 28908","Take Down - Arm, BD - Grabbed, Held Suspect Down, Verbal Command","Arrest","NULL","Yes, No, Yes, No","35725","Black","Male","Yes","Abrasion/Scrape","Yes","Unknown","Warrant/Hold, Resisting Arrest","4326 S MALCOLM X Blvd.","2165","346","340","SOUTHEAST","D7",,,"4326 S MALCOLM X Blvd.
Dallas, TX "
