"race","precinct","cc","leg","cong","party","countertype","countergroup","count"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","126.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","49.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","175.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Write-in","Absentee","3.00"
