"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-149967","A670825","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485025","LOST","Bear","Dog","Under 1 year<p/>","Male","Yorkshire Terrier","Unknown","2022-08-20T00:00:00.000","Date Lost","4500 block of  S 251ST PL","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485025","Image Copyright HLP Inc. 2022","Description: Black brown grayish <p/>Age: Under 1 year<p/>Location Lost: 4559 S 251st Pl Kent wa 98032 , Kent WA  98032<p/>Lost Date: 2022-08-20<p/>",
"K22-150804","A672133","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494676","In Public Home",,"Dog","Over 1 year<p/>","Female","Havanese","Black","2022-09-08T00:00:00.000","Date Found","9800 block of  S 262BD PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494676","Image Copyright HLP Inc. 2022","Description: Black/brown, white patch on chest. Long curly hair. <p/>Age: Over 1 year<p/>Found Near: 9800 block of  S 262BD PL<p/>Found Date: 2022-09-08<p/>",
"K22-149601","A670235","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480611","LOST","Roxy","Dog","Over 1 year<p/>","Female","Chihuahua - Smooth Coated","Black","2022-08-01T00:00:00.000","Date Lost","JOHN  AND 10TH AVE E",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480611","Image Copyright HLP Inc. 2022","Description: Black chihuahua-minpin mix. Tends to lift up right paw due to birth defect <p/>Age: Over 1 year<p/>Location Lost: John and 10th Ave E, Seattle WA  98102<p/>Lost Date: 2022-08-01<p/>",
"K22-149624","A670275","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480841","LOST","Roxy","Dog","Over 1 year<p/>","Female","Chihuahua - Smooth Coated","Black","2022-08-01T00:00:00.000","Date Lost","JOHN  AND 10TH AVE E",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480841","Image Copyright HLP Inc. 2022","Description: Black chihuahua-minpin mix. Tends to lift up right paw due to birth defect <p/>Age: Over 1 year<p/>Location Lost: John and 10th Ave E, Seattle WA  98102<p/>Lost Date: 2022-08-01<p/>",
"K22-150365","A671407","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488270","LOST","Rocky","Dog","Over 1 year<p/>","Male","Labrador Retriever","Black","2022-08-28T00:00:00.000","Date Lost","NOTHUP",,,"98804","JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488270","Image Copyright HLP Inc. 2022","Description:  Black lab mix 60lbs .Red collar, neutered maleNo tags,microchipped- 982126060953576<p/>Age: Over 1 year<p/>Location Lost: nothup way and 140th bellevuen 98804, Failed on API Lookup  98804<p/>Lost Date: 2022-08-28<p/>",
"K22-149481","A670050","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479502","In Public Home",,"Dog","Over 1 year<p/>","Male","Labrador Retriever","Black","2022-08-08T00:00:00.000","Date Found","188TH  AND 8TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479502","Image Copyright HLP Inc. 2022","Description: Black lab mix witn white and black specks on paws,male, collar but no tag, friendly. <p/>Age: Over 1 year<p/>Found Near: 188th  and 8th Ave s, Seattle WA  98148<p/>Found Date: 2022-08-08<p/>",
"K22-149875","A670676","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483739","LOST","Barbucha, Pr","Cat","Over 1 year<p/>","Male","American Shorthair","Black","2022-08-17T00:00:00.000","Date Lost","NE  57TH STREET & 30TH AVENUE NE","SEATTLE","WA","98105","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483739","Image Copyright HLP Inc. 2022","Description: Black neutered and vaccinated male cat, 2 years old. Has a chip. Looks like shorthair but his coat is rather longer. Has white skin under his fur. His name is pronounced ""Barbush"".<p/>Orange brown spot in lower left eye just under pupil.<p/><p/>He is missing for 24h, he left house accidentally while on medication for UTI. He might look unwell and drowsy especially in this hot weather.<p/>Doesn't have his collar with name Barbucha. His name is pronounced ""Barbush"". He reacts to that, especially the proFound ""sh"" sound.<p/>Age: Over 1 year<p/>Location Lost: 57th St x 30th Ave, WA 98105, Seattle WA  98105<p/>Lost Date: 2022-08-17<p/>",
"K22-149152","A669476","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476331","LOST","Stygian",,"Over 1 year<p/>","Male",,"Black","2022-08-01T00:00:00.000","Date Lost","131ST  AVE NE AND NE 33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476331","Image Copyright HLP Inc. 2022","Description: Black Otter Rex rabbit<p/>Age: Over 1 year<p/>Location Lost: 131st ave NE and NE 33rd ST, Bellevue WA  98005<p/>Lost Date: 2022-08-01<p/>",
"K22-149255","A669662","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477463","LOST","Carys","Cat","Over 1 year<p/>","Female","Domestic Mediumhair","White","2022-08-01T00:00:00.000","Date Lost","32ND  AVE SE AND 239TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477463","Image Copyright HLP Inc. 2022","Description: Black & White Tuxedo spayed female 8+ years old.  Has distinct black goatee on chin, black eyeliner and white feet.  We saw her escape a bobcat and she may have been injured.<p/>Age: Over 1 year<p/>Location Lost: 32nd Ave SE and 239TH PL SE, Sammamish WA  98075<p/>Lost Date: 2022-08-01<p/>",
"K22-150473","A671588","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2489124","LOST","Luke","Dog","Over 1 year<p/>","Male","German Shepherd","Black","2022-08-31T00:00:00.000","Date Lost","WHITWORTH  AVE S. HOUSER WAY S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2489124","Image Copyright HLP Inc. 2022","Description: Black with tan legs, white belly, his mussle is starting to gray. He has a red plaid collar on <p/>Age: Over 1 year<p/>Location Lost: Whitworth Ave s.    Houser way s, Renton WA  98057<p/>Lost Date: 2022-08-31<p/>",
"K22-150188","A671318","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487413","In Public Home",,"Cat","Under 1 year<p/>","Unknown","American Shorthair","Black","2022-08-26T00:00:00.000","Date Found","4TH  AVE W & HOWE ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487413","Image Copyright HLP Inc. 2022","Description: Black young cat with green eyes. Was sitting in our back door step, friendly, does not appear hurt. <p/>Age: Under 1 year<p/>Found Near: 4th Ave W & Howe St, Seattle WA  98119<p/>Found Date: 2022-08-26<p/>",
"K22-149807","A670584","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482873","In Public Home",,"Dog","Over 1 year<p/>","Male","Cocker Spaniel","Unknown","2022-08-09T00:00:00.000","Date Found","HIGHWAY  2 AND FERN BLUFF RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482873","Image Copyright HLP Inc. 2022","Description: blonde cockapoo 7 years old, smart. small white patch on chest.<p/>Age: Over 1 year<p/>Found Near: highway 2 and fern bluff rd, Monroe WA  98272<p/>Found Date: 2022-08-09<p/>",
"K22-149857","A670645","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483333","LOST","Blueberry","Cat","Under 1 year<p/>","Male","American Shorthair","Unknown","2022-08-16T00:00:00.000","Date Lost","SUNNYSIDE  DR N AND 1ST AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483333","Image Copyright HLP Inc. 2022","Description: Blueberry is a male kitten with short grey hair and gold eyes. He is about 12 weeks old and very friendly. He will answer to Blue or Bluebs. <p/>Age: Under 1 year<p/>Location Lost: Sunnyside Dr N and 1st Ave SE, Seattle WA  98133<p/>Lost Date: 2022-08-16<p/>",
"K22-150207","A671351","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487754","LOST","Bud","Dog","Over 1 year<p/>","Male","Boston Terrier","Unknown","2022-08-17T00:00:00.000","Date Lost","20800 block of  BONANZA DRIVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487754","Image Copyright HLP Inc. 2022","Description: Brindle colored 5 yr old male with a white patch on his chest that resembles hummingbird and a scar on his neck. <p/>Age: Over 1 year<p/>Location Lost: 20805 Bonanza Drive East, , Bonney Lake WA  98391<p/>Lost Date: 2022-08-17<p/>",
"K22-149335","A669780","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478175","LOST","Eddie","Dog","Over 1 year<p/>","Male","American Pit Bull Terrier","Brown","2022-08-05T00:00:00.000","Date Lost","24800 block of  24TH PLACE SOUTH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478175","Image Copyright HLP Inc. 2022","Description: Brindle. No collar <p/>Age: Over 1 year<p/>Location Lost: 24848 24th place south, Kent WA  98032<p/>Lost Date: 2022-08-05<p/>",
"K22-150106","A671186","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486602","LOST","Tommy","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-17T00:00:00.000","Date Lost","14600 block of  84TH AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486602","Image Copyright HLP Inc. 2022","Description: Browinsh/Black with white undercoat. White legs, pinkish nose<p/>Age: Over 1 year<p/>Location Lost: 14624 84th Ave NE, Kenmore WA  98028<p/>Lost Date: 2022-08-17<p/>",
"K22-149989","A670869","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485465","LOST","Tank","Cat","Over 1 year<p/>","Male","American Shorthair","Black","2022-08-21T00:00:00.000","Date Lost","WEST  SHOREWOOD DRIVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485465","Image Copyright HLP Inc. 2022","Description: Brown and Black Tabby w/ Grey undertones. Large and fit cat w/ big paws.<p/>Age: Over 1 year<p/>Location Lost: West Shorewood Drive, Mercer Island WA  98040<p/>Lost Date: 2022-08-21<p/>",
"K22-149345","A669794","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478210","In Public Home",,"Dog","Over 1 year<p/>","Female","Pit Bull","Brown","2022-08-05T00:00:00.000","Date Found","12800 block of  CARNATION DUVALL RD NE","DUVALL","WA","98019","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478210","Image Copyright HLP Inc. 2022","Description: Brown/black (Brindle with white on nose and chest) solid color female, about 60 pounds.  No collar.  Very friendly. Pit bull mix.<p/>Age: Over 1 year<p/>Found Near: 12800 block of  CARNATION DUVALL RD NE<p/>Found Date: 2022-08-05<p/>",
"K22-149848","A670633","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483238","LOST","Bash","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Brown","2022-08-17T00:00:00.000","Date Lost","224TH  ST SW AND 86TH AVE W",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483238","Image Copyright HLP Inc. 2022","Description: Brown-gray tabby, with cream colored chest and belly fur (has some dark spots on the belly too). Yellow eyes.<p/>Age: Over 1 year<p/>Location Lost: 224th St SW and 86th Ave W, Edmonds WA  98026<p/>Lost Date: 2022-08-17<p/>",
"K22-149143","A669450","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476244","In Public Home",,,"Unknown<p/>","Male",,"Unknown","2022-08-01T00:00:00.000","Date Found","290TH  PL S AND 15TH PL S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476244","Image Copyright HLP Inc. 2022","Description: Brown rabbit<p/>Age: Unknown<p/>Found Near: 290th Pl S and 15th Pl S, Federal Way WA  98003<p/>Found Date: 2022-08-01<p/>",
"K22-149860","A670651","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483407","LOST","Milkshake","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Brown","2022-08-05T00:00:00.000","Date Lost","Address Not Available","8428 SE PRESTON FALL CI",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483407","Image Copyright HLP Inc. 2022","Description: Brown tabby with black markings and a round face. She often wanders off for several days, but generally stays in our Preston neighborhood, near Camp Terry. She managed to lose her collar with her license. Loud raspy voice, friendly to humans, afraid of dogs. <p/>Age: Over 1 year<p/>Location Lost: PO Box 851, 8428 SE Preston Fall City Rd, Preston WA  98050<p/>Lost Date: 2022-08-05<p/>",
"K22-149545","A670130","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480082","In Public Home","Derrick Diet","Dog","Under 1 year<p/>","Female","German Shepherd","Brown","2022-08-09T00:00:00.000","Date Found","13200 block of  SE 49TH ST","BELLEVUE","WA","98006","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480082","Image Copyright HLP Inc. 2022","Description: Brown / Tan mixed breed? Female and has recently been spayed with sutures still visible. <p/>Age: Under 1 year<p/>Found Near: 13200 block of  SE 49TH ST<p/>Found Date: 2022-08-10<p/>",
"K22-150461","A671567","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488948","LOST","Bryce","Cat","Over 1 year<p/>","Male","Tiffany","Black","2022-08-26T00:00:00.000","Date Lost","SE  52ND ST AND 116TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488948","Image Copyright HLP Inc. 2022","Description: Bryce is ~2 year old medium to long-haired black cat with green/yellow eyes (I am not sure of his breed, but he resembles pictures online of Tiffany cats). He is not microchipped and did not have a collar or tag on when he went missing. He is shy and will not approach people but is friendly when pet or held. <p/>Age: Over 1 year<p/>Location Lost: SE 52nd St and 116th Ave SE, Bellevue WA  98006<p/>Lost Date: 2022-08-26<p/>",
"K22-150183","A671311","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487383","LOST","Julius","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-26T00:00:00.000","Date Lost","213TH  AVE SE AND 213TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487383","Image Copyright HLP Inc. 2022","Description: Cream colored with brownish-gray stripes and blue eyes<p/>Age: Over 1 year<p/>Location Lost: 213th Ave SE and 213th Pl SE, Maple Valley WA  98038<p/>Lost Date: 2022-08-26<p/>",
"K22-149464","A670029","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479485","LOST","Crockett","Dog","Over 1 year<p/>","Male","Eng Coonhound","Brown","2022-08-06T00:00:00.000","Date Lost","324TH  AND 202ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479485","Image Copyright HLP Inc. 2022","Description: Crockett is a sweet Coonhound/Australian Shepherd mix with red and gray ticking. He has a big brown spot on his side. <p/>Age: Over 1 year<p/>Location Lost: 324th and 202nd, Duvall WA  98019<p/>Lost Date: 2022-08-06<p/>",
"K22-149498","A670064","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479564","LOST","Crockett","Dog","Over 1 year<p/>","Male","Eng Coonhound","Brown","2022-08-06T00:00:00.000","Date Lost","324TH  AND 202ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479564","Image Copyright HLP Inc. 2022","Description: Crockett is a sweet Coonhound/Australian Shepherd mix with red and gray ticking. He has a big brown spot on his side. <p/>Age: Over 1 year<p/>Location Lost: 324th and 202nd, Duvall WA  98019<p/>Lost Date: 2022-08-06<p/>",
