"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"Markley Motors","Auto",,"3401 S College Ave","Fort Collins",,"Contact us at 970-226-2213. Currently open for business.  We are doing things differently by offering concierge pick up and delivery for service as well as ""Shop, Click, Drive"" for sales. You can do an entire purchase from the comfort of your home and we will deliver the vehicle to you. Our hours of operation have decreased and are as follows: Markley Motors Sales department - Online only Honda Service/Parts - M-F 7am-4pm, Sat 7am-12pm GM Service/Parts -M-F 7am-3PM closed Saturday.",,"Take-Out","78","046f8fb25706a86dbc4ed1ba675d80d6a3a0f084"
"Mary's Mountain Cookies","Restaurant/Bar","mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!","Take-Out","79","4c81f7e32fe253e5c357883c170bfcdd102d211a"
"Matador Mexican Grill","Restaurant/Bar","https://www.matadorgrill.com/","1823 E Harmony Rd","Fort Collins","Mon-Fri: 7am-9pm. Sat-Sun: 8am-9pm","REOPENED!",,"Take-Out","80","88c9679fb291bcb85cad53f6de38806e7d0f093e"
"Maxline Brewing","Brewery","https://maxlinebrewing.com/","2724 McClelland Dr #190","Fort Collins",,"New Growler fills only, but new glass is only $4",,"Take-Out","81","905448a5bc76de54ac9675afcd78fe5ab1ee8e75"
"MazTech All-Tech Automotive","Auto","https://all-techautomotive.com/","450 Industrial Dr.","Fort Collins","7:30am-5:00pm","We work on all makes and models and do everything from oil change to engine replacement.","Like us on social media","Take-Out","82","8c844e8d839d340ee7e7c07d4c43e699a560001a"
"Maza Kabob","Restaurant/Bar","http://www.mazakabob.com/","2427 S. College Ave","Fort Collins","Mon-Sat 4pm-9pm","Contact us at 970-484-6292. Our dining room is closed until further notice. Call in for take-out! Hours Monday-Saturday 4pm-9pm! Call us for take out - (970) 484-MAZA",,"Take-Out","83","cf0b200795c34b379ebeb9c3b472ce1f2aa1157f"
"Mishawaka Restaurant","Restaurant/Bar","www.themishawaka.com","13714 POUDRE CANYON HIGHWAY","Bellvue","10am-8pm","Curbside - 970-482-4420 to call ahead",,"Take-Out","84","86785941a73bf88869198fb6c8bc68eb236298bb"
"Mobb Mountain Distillers","Restaurant/Bar","mobbmountain.com","400 Linden","Fort Collins","3-8 Tuesday-Friday, 12-8 Saturday/Sunday",,"Business shoutouts, collaborations, trades info@mobbmountain.com  Follow us on instagram.com/mobbmountain & Facebook.com/mobbmountaindistillers","Take-Out","85","3451eed5497735264ff5301a6cf0f3e594312e3f"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"Take-Out","86","9ba964e23886aab39a4f724901a5291315f0ddf1"
"Mountain Cafe","Restaurant/Bar","mountaincafe.restaurantsnapshot.com","226 W Mountain Ave","Fort Collins","7:30 AM - 1:30 PM",,"-Let people know we are still open and happy to serve the community  -Rate us on Google and Yelp  -Continue to come in for breakfast/lunch","Take-Out","87","99c91b7b05c882a32337f1bec5f2fdb30855c61b"
"Mt. Everest Cafe","Restaurant/Bar","https://www.mteverestorderonline.com/","1113 W Drake Road","Fort Collins","11am-2:30pm, 5pm-9pm","Nepalese food",,"Take-Out","88","82838d2883f7a834b9b37fc6ddc67c618037698c"
"Mugs Coffee Lounge","Restaurant/Bar",,"261 S. College Ave","Fort Collins",,"Contact us at 970-472-6847. Mugs is open for takeout and curbside pickup from 6:30am-5pm. Order online at mugscoffeelounge.com and pick up on our Olive Street patio. We have missed you! Thank you for your support! Our small local business is nothing without you!",,"Take-Out","89","cf9c410153047dea8bd30ce4847c23a858174138"
"Mulberry Max","Liquor Store","https://www.mulberrymax.com","460 S College Ave g","Fort Collins","10am-6pm","12-6 Delivery $25 min,  call (970) 484-8795",,"Take-Out","90","014acbe7fc495be044682fde6923ac3c646318b2"
"Music City Hot Chicken","Restaurant/Bar","https://mchcco.com/","111 W Prospect Rd C","Fort Collins","Wed-Sun 11am-8pm","REOPENED!",,"Take-Out","91","db4149f7ca615c4df8db4faaa9fe51216ea10e48"
"Nekter Juice Bar","Restaurant/Bar",,"3260 S. College Ave Unit 130","Fort Collins",,"Contact us at 970-893-4895. Open for dine-in, take out, or delivery. Open 8am to 6pm everyday.",,"Take-Out","92","ae4a03fb85a0365bcf466900b3fa0012562fa6e8"
"Next Door American Eatery","Restaurant/Bar","www.nextdooreatery.com/location/location-fortcollins/","100 N College Ave","Fort Collins","Tuesday: Closed Wednesday: 11AM-10PM Thursday: 11AM-10PM Friday: 11AM-11PM Saturday: 11AM-11PM Sunday: 11AM-9PM Monday: Closed","Contact us at 970- 568-8869. Open for dine in, take out, online order: sun - thur 11 - 9 / fri + sat 11 - 10   happy hour daily 2:30-5:30 + all day wednesdays  what to expect when you come in: join the waitlist via our app or by calling us, we'll text ya when your table is ready.   once you're at your table, snap the qr code on your table with your device and download our APP.  you'll order + pay for your food all from your phone, making note of your table number.   sit back + relax, when your order is ready, we'll bring it to your table.   need another MARG or MAPLE-SOY BBQ PORK BELLY WRAP? simply place another order!  we are a cashless restaurant credit / debit only","How to help this business:","Take-Out","93","0b67ddddcfbaee50fd1dc8964d33153059bd6e84"
"Noco Distillery","Brewery","www.nocodistillery.com","328 South Link Ln Ct. #11","Fort Collins",,"Bottle sale and Hand sanitizer sale. call ahead or order online",,"Take-Out","94","90cb5c80cffabd0411c54e6f3b1d2146961026c1"
"Nori Maki Bar","Restaurant/Bar","https://www.norimakibar.com/","2842 Council Tree Ave","Fort Collins","mon-sun 3pm - 9pm","(970) 930-6254 - call to verify hours",,"Take-Out","95","c0aca262d9b26d742bf583ed4e79a22140cfc8bf"
"Nuance Chocolate","Restaurant/Bar","www.NuanceChocolate.com","214 Pine Street","Fort Collins","M-T: 11 to 7, F: 11 to 8, Sa: 10 to 8. Su: 12 to 4","Bean-to-bar chocolate!","Follow us on social media @nuancechocolate","Take-Out","96","7dfad31861ff3fc1d53810183aeabf1607402318"
"Odell Brewing Co","Brewery","https://focobeer.odellbrewing.com/","800 Lincoln Ave","Fort Collins",,"Order online, pick up Friday-Sunday, 12:00-7:00 curbside in West Parking Lot. Check website for special releases",,"Take-Out","97","ace588e34543a6ef1e00ce2870170446cd700320"
"Old Firehouse Books","Retail","www.oldfirehousebooks.com/","232 Walnut Street","Fort Collins","10-2 Monday to Friday,  10-4 Saturday and Sunday","Contact us at 970-484-7898. Back to Browsing! Open to Browsing from 10 am-2 pm! 5 Customers at a time, masks required, put everything you touch in the basket for sanitizing. We are not excepting cash at the moment. Curbside pick-up available from 10-2. Home delivery on Wed, Fri, Sun. Shipping is still the safest method!","Support local business, shop early, give a gift card","Take-Out","98","3f2ac5bf2fb71dd223755d18b6002e207d82972e"
"Old Town Acupuncture","Health & Wellness","www.oldtownacupuncture.com","723 Cherry St.","Fort Collins","N/A","https://www.facebook.com/OldTownFort/","Purchase online","Take-Out","99","8ed2044669aa909f2f61008e4ac6cd34d6f996d2"
"Old Town Churn","Restaurant/Bar",,"234 N College Ave Suite D","Fort Collins",,"Contact us at 970-689-3843. Now open for take-out. Also offering delivery through Grubhub Sun - Thurs 11am to 9pm. Fri & Sat. 11am to 10pm.",,"Take-Out","100","c47e77ca5542a28c1c4f3c9098b0c9a29366583c"
"Old Town Spice Shop","Retail","www.oldtownspiceshop.com/","130 S College Ave A","Fort Collins","Currently closed for browsing. Pickup Times: Tuesday - Saturday 3:00pm - 5:00pm",,"Pickup orders or order online. Purchase a gift card.","Take-Out","101","30120ef039b2f523e757cd2d6122fdf6de552b42"
"Otter Shop","Retail","www.otterbox.com/en-us/otter-shop.html","151 W Mountain Ave","Fort Collins","Monday thru Saturday 10-8p","Contact us at 970-825-5650. Open for in-store shopping, curbside pick-up, and free standard shipping . Hours Monday-Saturday from 10am-8pm. Call us at 970-825-5650. We are able to do refunds and warranties but cannot exchange screen protectors or cases at this time!","How to help this business:","Take-Out","102","9236f00151fee93cbc7bf385d10c1b9d6f045a4e"
"Otto PINT Fort Collins","Restaurant/Bar",,"1100 Oakridge Dr.","Fort Collins",,"Contact us at 970-226-1464. We are open! Call 970-226-1464 for a reservation / curbside pickup OR order delivery online from Noco Nosh.",,"Take-Out","103","10002cbe868cf471011382b038a3072c8eb937c6"
"Palmer Flowers","Retail",,,"Fort Collins",,"Contact us at 970-226-0200. Our showrooms are open for the public to come in and safely shop for fresh flowers, plants gifts and decor. We also have full delivery and curbside pickup services.",,"Take-Out","104","adf05236e65c09b46eead92b38cadf7752a39f7e"
"Panhandler's Pizza","Restaurant/Bar",,"2721 S College Ave","Fort Collins",,"Contact us at 970-232-9328. Panhandler's is now open for dine-in, following all local guidelines, we have proper social distancing, mask wearing and sanitization procedures in-place for you to enjoy our pizza in-person!! No-Contact Delivery via NoCo NOSH or pick-up your pizza curbside with ChowNow. Not leaving the home for some time? Order in bulk with Goldbelly",,"Take-Out","105","945216378dfee895e444f1e9da295ed5a85fdabc"
"Panino's","Restaurant/Bar","https://fortcollinspaninos.com/","310 W Prospect Rd","Fort Collins","Mon-Fri 11am-8pm, Sat/Sun 3-8pm","(970) 498-8292 Free roll of TP with every Order",,"Take-Out","106","54b1c0a7e8e98782297e28b744ae8b6329ab4ebf"
"Paul Wood Florist","Retail",,"114 N. College Ave","Fort Collins",,"Contact us at 970-482-9121. Our showrooms are open currenlty  for the public to come in and safely shop for fresh flowers, plants gifts and decor, but will be closed for the days leading up to Valentines day.. We also have full delivery and curbside pickup services available.",,"Take-Out","107","aa949dafebe5b2db700101f4d79372d0572bb4c0"
"Pho Little Saigon","Restaurant/Bar","https://www.facebook.com/Little-Saigon-Cafe-in-Fort-Collins-165798350180295/","3500 S College Ave #14","Fort Collins","11am-9pm closed Wed+Sun","REOPENED!",,"Take-Out","108","de90d3c0ce654e2b84d70e5cc7a815528260515c"
"Pickle Barrel, The","Restaurant/Bar","http://picklebarrelfc.com/","122 W Laurel St","Fort Collins","10am-7pm",,,"Take-Out","109","1714ddc862b12e45283957956b49981abe906a3e"
"Pizza Vino","Restaurant/Bar","www.pizzavinonoco.com","6383 Fairgrounds Ave. #100","Windsor","Monday -Thursday 4pm-8pm Friday-Sunday 11am-8pm","Contact us at 970-617-2547. Now open for dine-in. Outdoor dining is still avalibale, as well as to go, and curbside pick up. Place your order for takeout TODAY by calling 970-617-2547 or order online.","Purchase a gift card or bottle of wine, or order to go","Take-Out","110","029eb87b116f2558e6701265d23060fc3f495047"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","Take-Out","111","2573045a485ca453faa11f968a21ce62f4f8c99b"
"Pobre Panchos","Restaurant/Bar","https://www.facebook.com/pobre.panchos1802/","1802 N College Ave","Fort Collins","11am-6pm","970-482-0895",,"Take-Out","112","27edeb6e9493072a6ddea3bb8d61d9698f4b7960"
"Poudre Liqours","Liquor Store","https://www.poudreliquors.com","814 N College Ave","Fort Collins","10am-11pm","Drive Thru pickup, Drizly for delivery (4pm-11pm)",,"Take-Out","113","230b0bc0f2232c90fae82a61c3f304513b01f95d"
"Poudre Pet & Feed Supply","Retail","www.poudrefeed.com","622 N. College Ave,   6204 S. College Ave,   2100 W. Drake Rd #6,","Fort Collins","Mon-Fri 9:30am-6pm Sat-Sun 10am-5pm",,"Leave an online review. Follow us on www.facebook.com/poudrefeed &   www.instagram.com/poudrepetfeedsupply/","Take-Out","114","9541259937eeb92f5205183ac6a571429e746722"
"Purpose Brewing","Brewery","https://purposebrewing.com/","4025 S Mason St","Fort Collins",,"750mL fliptop bottles ($10 - 20 depending on beer, also add $10 for a fliptop bottle if you are not returning one) and 1/6 bbls kegs ($130 - 200)",,"Take-Out","115","b36ceacd673b1ee424fecc19942cef7508c2ad09"
"RARE Italian","Restaurant/Bar",,"101 S. College Ave","Fort Collins",,"Contact us at 970-294-4544. Open for in house dining. Make a reservation, or call to order take-out 970-294-4544.",,"Take-Out","116","b8817cb91b1e248011a35ef50638bf8e855a9e99"
"Rainbow Restaurant","Restaurant/Bar","rainbowfoco.com/","212 West Laural","Fort Collins","9 am - 1:00 pm,  4:00 pm - 7:00 pm","Contact us at 970-221-2664. We are open for carry out and delivery!!! Hours are 8 a.m.-2 p.m., seven days a week. 7 days/week Order Online for carry out via our website or call in at 970-221-2664 Or use NoCo Nosh for delivery!","1.  Rate us on social media 2.  Purchase gift cards 3.  Order online","Take-Out","117","e3db3566d445cfcaf348522839cccabdd975796f"
"Rally King Brewing","Restaurant/Bar","www.RallyKingBrewing.com","1624 S Lemay Ave #4","Fort Collins","12pm-8pm Every Day","Open 2-7pm daily. Growler fills, 6 packs, and 12oz bottles available. Gift cards and merch also available for sale. Limited to go snacks menu also available.","Please rate us on Google, follow us on our Instagram and Facebook pages @rallykingbrewing, and utilize our extensive to go options! You can find our online ordering site through our website!","Take-Out","118","3f8d6ab10e3ac8ae75ece0146205251449495e28"
"Restaurant 415","Restaurant/Bar","www.thefourfifteen.com/","415 S Mason","Fort Collins","Monday:  CLOSED  Tuesday:  11:00 AM - 10:00 PM  Wednesday:  11:00 AM - 10:00 PM  Thursday:  11:00 AM - 10:00 PM  Friday:  11:00 AM - 10:00 PM  Saturday:  11:00 AM - 10:00 PM  Sunday:  11:00 AM - 9:00 PM","Contact us at 970-407-0415. Indside dining available, and heated patio. Reservations are welcome. Also offering take out and curbside pickup. Open 11am - 8pm Tuesday - Sunday, closed on Monday. (970) 407-0415","How to help this business:","Take-Out","119","4e29c6ad349ea6660a7b6e204f07ca89c7cd8e02"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","Take-Out","120","d796a13b5bc3a6b81f57f6a199b8f19d2fa6e338"
"Road34","Restaurant/Bar","http://www.road34.com","1213 W Elizabeth St","Fort Collins","12pm-12am","(970) 221-3434. REOPENED!",,"Take-Out","121","a3fec83ca8bf0dad86c0434059434bc6344bfbd6"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","Take-Out","122","fd6d042d0f378136212e4e366e563d70950f7ce3"
"Saigon Grill III","Restaurant/Bar","https://saigongrill3.com/","1120 S College Ave","Fort Collins","Tues-Sun 11am-9pm","(970) 482-5545",,"Take-Out","123","18b23bf0cda08068605de9a298eb765808bbac3e"
