"fiscal_year","department","division","program","sub_program","description","revenue_category","adopted_budget","amended_budget","actual_revenue","fund"
"2011","N/A","N/A","N/A","N/A","Food & Cigarettes","License","13500","13500","13520.83","General Fund"
"2011","N/A","N/A","N/A","N/A","Leases","Service Charges","13500","13500","11914.68","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Family Programming","Service Charges","14000","14000","18311.71","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Bldg Permit - Alteration/Addtn","Permits","14500","14500","1300","General Fund"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Miscellaneous Receipts","Other Revenue","15000","15000","29508.69","Transit"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","All Around Town Passes","Service Charges","16000","16000","19544.45","Transit"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Janesville to BTC","Service Charges","17000","17000","8369.15","Transit"
"2011","Leisure Services","Recreation","Adult Programs","N/A","Pavillion Rental","Service Charges","17000","17000","23871.1","General Fund"
"2011","Leisure Services","Recreation","Senior Center","N/A","Senior User Fee","Service Charges","17500","17500","18164.35","General Fund"
"2011","N/A","N/A","N/A","N/A","Amusement Center","License","18000","18000","21930","General Fund"
"2011","N/A","N/A","N/A","N/A","Youth Center","License","18000","18000","150","General Fund"
"2011","Public Works","N/A","N/A","N/A","Plan Approval Fees","Service Charges","18000","18000","18900","General Fund"
"2011","Public Works","N/A","N/A","N/A","Right-of-Way Excavation","Service Charges","18000","18000","22777","General Fund"
"2011","Leisure Services","Recreation","Youth Programs","N/A","Day Camp - Tot/Sports","Service Charges","18000","18000","13832.28","General Fund"
"2011","Leisure Services","Recreation","Youth Programs","N/A","Recreation Partnership","Service Charges","18000","18000","27635.32","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Building-New Construction","Permits","18000","18000","18373.19","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - New Const","Permits","18000","18000","51279.99","General Fund"
"2011","Fire","N/A","N/A","N/A","Miscellaneous","Service Charges","20000","20000","7012.18","General Fund"
"2011","Leisure Services","Recreation","Senior Center","N/A","Senior Programming","Service Charges","20000","20000","8588.53","General Fund"
"2011","Leisure Services","Recreation","Ice Skating Center","N/A","Figure Skating","Service Charges","20000","20000","47060","General Fund"
"2011","Leisure Services","Recreation","Adult Programs","N/A","Volleyball","Service Charges","21400","21400","17906.17","General Fund"
"2011","N/A","N/A","N/A","N/A","Weights & Measures","License","22000","22000","22333.55","General Fund"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","ParaTransit","Service Charges","24000","24000","19217","Transit"
"2011","N/A","N/A","N/A","N/A","Miscellaneous Receipts","Other Revenue","25000","25000","438504.28","General Fund"
"2011","N/A","N/A","N/A","N/A","Sale of City Property","Interest, Rents, Fines","25000","25000","638476.62","General Fund"
"2011","Fire","N/A","N/A","N/A","Inspections","Service Charges","25000","25000","31311.21","General Fund"
"2011","Leisure Services","Recreation","Ice Skating Center","N/A","Programming","Service Charges","25000","25000","38572.71","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Commercial Plan Review","Permits","25000","25000","24608.62","General Fund"
"2011","Public Works","Operations","Recycling","N/A","Tire Recycling","Service Charges","27000","27000","38872.53","Sanitation"
