"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Cortland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","PO Box 6000 Binghamton, NY  13902","(607)777-6136","pparker@binghamton.edu"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Montefiore Medical Center","Health and Human Svcs for LGBT Individuals, Families and Communities","111 East 210th St Bronx , NY 10467","(718) 920-4151","vhatcher@montefiore.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Ali Forney Center","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","321 West 125th St 2nd Fl, New York, NY 10027","(212)206-0574","hgay@aliforneycenter.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Health People, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","552 Southern Blvd Bronx , NY 10455","(718) 585-8585","chrisnorwood@healthpeople.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health & Human Svcs for LGBT Individuals, Families and Communities","Binghamton University, Office of Sponsored Programs PO Box 6000 Binghamton, NY  13902","(607) 777-6136","pparker@binghamton.edu"
"Madison","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Iris House, Inc.","HIV/STI/Hep C Prevention & Related Services for Lesbians/Women who have Sex with Women","2348 Adam Clayton Powell Jr Blvd New York , NY 10030","(646) 548-0100","ifloyd@irishouse.org"
"Broome","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice Positive Pathways","809 Westchester Ave Bronx , NY 10455","(718) 707-2600","egaynes@osborneny.org"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Planned Parenthood of New York City, Inc.","Prevention Services for Women","26 Bleecker St New York , NY 10012","(212) 274-7200","joan.malin@ppnyc.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Oswego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Oswego County Opportunities ","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","239 Oneida Street Fulton, NY 13069","(315) 598-4717","dcooper-currier@oco.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","St. Ann's Corner of Harm Reduction, Inc.","Harm Reduction/Syringe Exchange","888 Westchester Ave PO Box 1760 Bronx NY 10459","(718) 585-5544","jrivera@sachr.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elers, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","305 7th Ave, Suite 15, New York, NY 10001","(212) 741-2247","lfaria@sageusa.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","St. Ann's Corner of Harm Reduction, Inc.","Prevention Services for Women","888 Westchester Ave PO Box 1760 Bronx NY 10459","(718) 585-5544","jrivera@sachr.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","New York Harm Reduction Educators, Inc.","Harm Reduction/Syringe Exchange","104-106 E 126th St 1A 2nd Fl, New York, NY  10035","(718) 842-6050","liz@nyhre.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Women's Prison Association and Home, Inc.","Criminal Justice Positive Pathways","110 2nd Ave New York , NY 10003","(646) 292-7741","glerner@wpaonline.org"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","STD Testing and Awareness","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Rensselaer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Expanded Syringe Access Program","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Criminal Justice - Men","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"Onondaga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","446 West 33rd St 6th Fl New York , NY 10001","(212) 367-1524","billb@gmhc.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hispanic AIDS Forum, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","1767 Park Ave 5th Floor New York, NY  10035","(212) 563-4500","hsanchezsoto@hafnyc.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Clinton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Regional Prevention and Support Programs (formerly CSPs)","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Delaware","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Expanded Syringe Access Program","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Greene","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","Binghamton University, Office of Sponsored Programs PO Box 6000 Binghamton, NY  13902","(607) 777-6136","pparker@binghamton.edu"
"Oswego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice - Men","809 Westchester Ave Bronx , NY 10455","(718) 707-2600","egaynes@osborneny.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harm Reduction Coalition","Harrm Reduction/Syringe Exchange","22 W 27th St 5th Fl New York, NY  10001","(510) 285-2874","tula@harmreduction.org"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Criminal Justice Services Upon Release","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Sylvia Rivera Law Project","Health and Human Services for LGBT Individuals, Families and Communities","147 W 24th St 5th Floor, New York, NY 10011","(212) 337-8550","juana@srlp.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Regional Prevention and Support Programs (formerly CSPs)","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Regional Prevention and Support Programs (formerly CSPs)","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Ending The Epidemic","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Criminal Justice - Men","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
