Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
The Bristal at Mount Sinai,400 Sutton Court,Suffolk,Mount Sinai,11766,6312508989,6318288448,15080,"EB Care at Mount Sinai, LLC",700-S-315,157,,157,64,44,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,
Carnegie East House,1844 Second Avenue,New York,New York,10128,2123602275,2124105180,14860,"Carnegie East House Housing Development Fund Company, Inc.",420-S-387,112,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"1844 Second Avenue
New York, NY 10128
(40.783782, -73.947426)"
Bethany Village,3005 Watkins Road,Chemung,Horseheads,14845,6077398711,6077962566,14656,"Bethany Retirement Home, Inc.",070-E-002,144,60,144,70,30,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"3005 Watkins Road
Horseheads, NY 14845
(42.182446, -76.832208)"
Elizabeth Brewster House,41 South Main Street,Cortland,Homer,13077,6077493061,6077495862,14666,Elizabeth Brewster House,210-E-001,45,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"41 South Main Street
Homer, NY 13077
(42.634815, -76.178773)"
West Seventy-Fourth Street Home,300 Amsterdam Avenue,New York,New York,10023,2125958983,2125950369,14849,West Side Federation For Senior and Support Housing,420-E-254,95,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"300 Amsterdam Avenue
New York, NY 10023
(40.780061, -73.980574)"
Home of the Good Shepherd,390 Church Street,Saratoga,Saratoga Springs,12866,5185843317,5185844760,14998,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-037,42,,42,42,42,Adult Home,Not for Profit Corporation,Capital District Regional Office,"390 Church Street
Saratoga Springs, NY 12866
(43.086233, -73.818855)"
The Pavilion at Vestal,105 West Sheedy Road,Broome,Vestal,13850,6077544105,6077485689,14631,"The Pavilion At Vestal, Llc",030-F-058,40,40,,,,Adult Home,LLC,Central New York Regional Office,"105 West Sheedy Road
Vestal, NY 13850
(42.052628, -76.033408)"
Legacy at Maiden Park,749 Maiden Lane,Monroe,Rochester,14615,5855467275,5207977757,14786,"Rochester Operating Company, LLC",370-F-254,98,,98,39,26,Adult Home,LLC,Western Regional Office - Buffalo,"749 Maiden Lane
Rochester, NY 14615
(43.223727, -77.664287)"
St. Francis Commons,12 Burkle Street,Oswego,Oswego,13126,3153260870,3153490797,14930,"St. Francis Commons, Inc.",560-E-009,60,60,60,,14,Adult Home,Not for Profit Corporation,Central New York Regional Office,"12 Burkle Street
Oswego, NY 13126
(43.447926, -76.494342)"
The Terrace at Woodland,8299 Turin Road,Oneida,Rome,13440,3153360307,3153360338,14881,"Forest Hill Associates, Inc.",510-F-059,60,16,44,,12,Adult Home,Business Corporation,Central New York Regional Office,"8299 Turin Road
Rome, NY 13440
(43.264437, -75.46406)"
Woodcrest Commons,4455 West Henrietta Road,Monroe,Henrietta,14467,5853341800,5853219395,14766,"DePaul Adult Care Communities, Inc.",370-E-198,120,42,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"4455 West Henrietta Road
Henrietta, NY 14467
(43.063488, -77.649432)"
South Bay Adult Home,"33 Cottontail Run, Box 601",Suffolk,Center Moriches,11934,6318780758,6318780776,15061,South Bay Adult Home And Alp Llc,700-F-937,39,33,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"33 Cottontail Run, Box 601
Center Moriches, NY 11934
(40.788845, -72.814465)"
Crystal House Manor,"97 Mills Street, P.O. Box 576",Dutchess,Dover Plains,12522,8458776400,8458776500,14676,"Crsytal House Manor, Inc.",230-F-272,39,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,
The W Senior Living at Goshen,46 Harriman Drive,Orange,Goshen,10924,8453881251,8452913737,14924,"The W Group of Goshen, LLC",540-F-038,120,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"46 Harriman Drive
Goshen, NY 10924
(41.389389, -74.319656)"
Adirondack Manor HFA D.B.A Scotia Mansion,39 Wallace Street,Schenectady,Scotia,12302,5183466458,5183463458,15007,James E. Kane Sr. James E. Kane Jr.,650-F-078,49,34,,,,Adult Home,Individual,Capital District Regional Office,"39 Wallace Street
Scotia, NY 12302
(42.8331, -73.96009)"
Crimson Ridge Gardens,1 Treeline Drive,Monroe,Rochester,14612,5857209310,5857209311,14775,"Peregrine Properties of Upstate, LLC",370-F-226,52,,,,,Adult Home,LLC,Western Regional Office - Buffalo,"1 Treeline Drive
Rochester, NY 14612
(43.252366, -77.674542)"
Maple Rest,61 Rollstone Avenue,Suffolk,West Sayville,11796,6315894840,6315631610,15032,Simon Halpert Sarah Halpert,700-F-146,27,,,,,Adult Home,Individual,Metropolitan Area Regional Office - Long Island,"61 Rollstone Avenue
West Sayville, NY 11796
(40.731775, -73.098489)"
Castle Senior Living at Forest Hills,108-25 Horace Harding,Queens,Forest Hills,11368,7187604600,7185921808,14955,"Midway A.L., LLC",590-F-324,20,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,
Brightview Tarrytown,581 Old White Plains Rd,Westchester,Tarrytown,10591,9142978594,9149095547,15121,"BV Tarrytown Operator, LLC",800-F-131,107,,107,107,31,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"581 Old White Plains Rd
Tarrytown, NY 10591
(41.062229, -73.835654)"
Greenfield Court,5951 Broadway,Erie,Lancaster,14086,7166848400,7166848480,14703,Lutheran Church Home at Greenfield Inc.,240-S-105,57,,57,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"5951 Broadway
Lancaster, NY 14086
(42.895015, -78.631814)"
Harbor Terrace Adult Home and Assisted Living,110 Henderson Avenue,Richmond,Staten Island,10301,7187278100,7189819116,14971,Baywood LLC,610-F-064,363,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"110 Henderson Avenue
Staten Island, NY 10301
(40.640667, -74.095421)"
Brooklyn Terrace,2316 Surf Avenue,Kings,Brooklyn,11224,7189968400,7189968403,14751,"Brooklyn Terrace, LLC",331-F-290,200,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"2316 Surf Avenue
Brooklyn, NY 11224
(40.573795, -73.990247)"
Sunrise of Fleetwood,500 North Columbus Avenue,Westchester,Mount Vernon,10552,9146675660,9146651488,15131,"SZR New York LH, Inc.",800-F-995,136,,136,136,30,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"500 North Columbus Avenue
Mount Vernon, NY 10552
(40.926603, -73.820983)"
Fairport Baptist Homes Adult Care Facility,4646 Nine Mile Point Road,Monroe,Fairport,14450,5853770350,5853772620,14768,"Fairport Baptist Homes Adult Care Facility, Inc.",370-E-202,42,11,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"4646 Nine Mile Point Road
Fairport, NY 14450
(43.110368, -77.44177)"
Elderwood Assisted Living at Tonawanda,111 Ensminger Road,Erie,Tonawanda,14150,7168711814,7168710809,14697,"111 Ensminger Road Operating Company, Llc",240-F-890,120,49,,,,Adult Home,LLC,Western Regional Office - Buffalo,"111 Ensminger Road
Tonawanda, NY 14150
(42.988104, -78.887869)"
"Eger Harbor House, Inc.",110 Meisner Avenue,Richmond,Staten Island,10306,7185548700,7185548707,14974,"Eger Harbor House, Inc.",610-S-001,75,75,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"110 Meisner Avenue
Staten Island, NY 10306
(40.58099, -74.131586)"
The Hearth at Castle Gardens,1715 Castle Gardens Road,Broome,Vestal,13850,6077485700,6077481079,14635,"Hearth Management, L.L.C.",030-S-044,58,,,,,Enriched Housing Program,LLC,Central New York Regional Office,"1715 Castle Gardens Road
Vestal, NY 13850
(42.078757, -76.082013)"
The Bristal at East Meadow,40 Merrick Ave.,Nassau,East Meadow,11554,5165420800,5164650165,14835,"Engel Burman Senior Housing at East Meadow, Inc.",400-S-299,151,,151,37,22,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - Long Island,"40 Merrick Ave.
East Meadow, NY 11554
(40.735953, -73.582572)"
Ghent Assisted Living,30 Whittier Way,Columbia,Ghent,12075,5188280900,5182787710,14665,Galr Operating Llc,200-F-022,80,49,,,,Adult Home,LLC,Capital District Regional Office,
Plattduetsche Home Society,1150 Hempstead Turnpike,Nassau,Franklin Square,11010,5163524252,5163528656,14808,"Plattduetsche Altenheim Gesellschaft Von Brooklyn Und Umgegend, Inc.",400-E-028,91,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,
Randolph Manor,40 East Main Street,Cattaraugus,Randolph,14772,7163584041,7163584041,14638,"Randolph Manor Home for Adults, LLC",040-F-026,50,,,,,Adult Home,LLC,Western Regional Office - Buffalo,"40 East Main Street
Randolph, NY 14772
(42.322697, -79.577048)"
The Gardens by Morningstar,132 Ellen Street,Oswego,Oswego,13126,3153430880,3152072500,14931,"The Gardens By Morningstar, Llc",560-F-042,106,86,,,,Adult Home,LLC,Central New York Regional Office,"132 Ellen Street
Oswego, NY 13126
(43.444149, -76.512568)"
Meadowbrook Terrace Assisted Living Facility,21957 Cole Road,Jefferson,Carthage,13619,3155191246,3155191339,14735,Meadowbrook Terrace Inc.,330-E-004,60,58,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"21957 Cole Road
Carthage, NY 13619
(43.986881, -75.647318)"
Country Valley Home,5946 County Route 11,Steuben,Bath,14810,6077765730,6077765730,15021,"Tetor Enterprises, Ltd.",690-F-039,19,,,,,Adult Home,Limited Partnership,Western Regional Office - Buffalo,"5946 County Route 11
Bath, NY 14810
(42.289466, -77.293155)"
Buckley Landing Enriched Housing Site #6,7430 Buckley Road,Onondaga,North Syracuse,13212,3154521207,3154525949,14906,"Loretto Adult Community, Inc.",520-S-121,90,75,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"7430 Buckley Road
North Syracuse, NY 13212
(43.131166, -76.163658)"
Champlain Valley Senior Community,10 Gilliland Lane,Essex,Willsboro,12996,5188179108,8889631110,14720,"Stonebrook Properties, LLC",260-F-018,81,,81,29,21,Adult Home,LLC,Capital District Regional Office,"10 Gilliland Lane
Willsboro, NY 12996
(44.365461, -73.390694)"
Atria Kew Gardens,117-01 84th Avenue,Queens,Kew Gardens,11418,7184410300,7184415140,14962,"ATR New York LH, Inc.",590-S-315,175,,175,47,43,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"117-01 84th Avenue
Kew Gardens, NY 11418
(40.703958, -73.834416)"
Atria South Setauket,4089 Nesconset Highway,Suffolk,Centereach,11720,6314738000,6314730384,15059,"ATR New York LH, Inc.",700-F-933,200,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"4089 Nesconset Highway
Centereach, NY 11720
(40.90363, -73.073576)"
The Plaza at Clover Lake,838 Fair Street,Putnam,Carmel,10512,8458784111,8458784333,14938,"Clover Lake Management, LLC",580-F-001,175,135,40,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"838 Fair Street
Carmel, NY 10512
(41.470681, -73.639325)"
The Kensington,100 Maple Avenue,Westchester,White Plains,10601,9143900080,9143900277,15127,"White Plains Kensington, LLC",800-F-988,130,,130,130,62,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"100 Maple Avenue
White Plains, NY 10601
(41.026615, -73.766906)"
"Moffat Gardens ALP, Inc",22 Moffat Street,Kings,Brooklyn,11207,7183663800,8663405850,14755,"Ridgewood Bushwick Senior Citizens Council, Inc",331-S-009,30,30,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"22 Moffat Street
Brooklyn, NY 11207
(40.683617, -73.910278)"
Sunnydale Home,809 Stuart Avenue,Westchester,Mamaroneck,10543,9146982824,9146981286,15119,Perlita Guerzon Robert Guerzon,800-F-127,17,,,,,Adult Home,Individual,Metropolitan Area Regional Office - New York City,"809 Stuart Avenue
Mamaroneck, NY 10543
(40.95224, -73.724593)"
Good Shepherd Village at Endwell,14 Village Drive,Broome,Endwell,13760,6077573100,6077573101,14627,"Good Shepherd Village at Endwell, Inc.",030-E-050,32,,32,32,16,Adult Home,Not for Profit Corporation,Central New York Regional Office,"14 Village Drive
Endwell, NY 13760
(42.147973, -76.021268)"
Claddagh Care (L.B.S.H.) EHP #1,34 Church Street,Saint Lawrence,Brasher Falls,13613,3153895149,3153895560,14995,L.B.S.H. Housing,630-S-016,28,,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"34 Church Street
Brasher Falls, NY 13613
(44.809184, -74.774711)"
Elderwood Assisted Living at Wheatfield,2600 Niagara Falls,Niagara,Niagara Falls,14304,7167312200,7167316590,14871,"2600 Niagara Falls Boulevard Al Operating Company, Llc",500-F-103,65,37,,,,Adult Home,LLC,Western Regional Office - Buffalo,"2600 Niagara Falls
Niagara Falls, NY 14304
(43.092676, -78.90685)"
Arcadia Residence,25 Carrier Street,Sullivan,Liberty,12754,8452927011,8452927011,15084,"Greater Adult Neighbors, Inc.",710-F-063,114,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"25 Carrier Street
Liberty, NY 12754
(41.794285, -74.749048)"
Maryville Home For Adults,7678 County Road 70,Steuben,Avoca,14809,6075662368,6075662368,15018,Suzanne Coddington  Hubert Coddington,690-F-024,14,,,,,Adult Home,Individual,Western Regional Office - Buffalo,
The Terrace at the Glen at Hiland Meadows,71 Longview Drive,Warren,Queensbury,12804,5188327894,5188327891,15101,The Glen at Hiland Meadows Inc.,750-S-002,52,,52,52,,Enriched Housing Program,Not for Profit Corporation,Capital District Regional Office,"71 Longview Drive
Queensbury, NY 12804
(43.354292, -73.642033)"
Inspir Carnegie Hill,1802 2nd Avenue,New York,New York,10128,6469789040,3323221227,14853,"Inspir Carnegie Hill, LLC",420-F-381,158,,158,125,80,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"1802 2nd Avenue
New York, NY 10128
(40.78249, -73.94839)"
Hamilton Manor Home for Adults,8196 Green Road,Madison,Hubbardsville,13355,3156914051,3156913043,14763,8196 Green Road LLC,360-F-010,38,,,,,Adult Home,LLC,Central New York Regional Office,"8196 Green Road
Hubbardsville, NY 13355
(42.815361, -75.45682)"
Sunrise of Huntington,300 West Hills Road,Suffolk,Huntington Station,11746,6317602044,6317602045,15068,"GWC-West Hills, Inc.",700-F-959,130,,130,130,62,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"300 West Hills Road
Huntington Station, NY 11746
(40.827014, -73.42102)"
The Women's Christian Association,134 Temple Street,Chautauqua,Fredonia,14063,7166727961,7166723496,14646,The Women'S Christian Association,060-E-014,42,32,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"134 Temple Street
Fredonia, NY 14063
(42.444207, -79.337118)"
Brookdale Kenmore,2971 Delaware Avenue,Erie,Kenmore,14217,7168743200,7168734953,14708,"WW Kenmore Operator, Inc.",240-S-113,120,,120,120,,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,"2971 Delaware Avenue
Kenmore, NY 14217
(42.964849, -78.870283)"
New Fordham Arms Assisted Living,2915 Williamsbridge Road,Bronx,Bronx,10467,7186553433,7186544307,14619,Bridgewood LLC,020-F-819,35,35,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"2915 Williamsbridge Road
Bronx, NY 10467
(40.868344, -73.862169)"
Hidden Gem Home for Adults,11 Wittridge Street,Suffolk,Lake Ronkonkoma,11779,6315884755,6315883180,15029,"Golden Homes Operating, Inc.",700-F-085,18,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"11 Wittridge Street
Lake Ronkonkoma, NY 11779
(40.819447, -73.109085)"
Home of the Good Shepherd Moreau,186-200 Bluebird Road,Saratoga,Moreau,12803,5187921000,5187921066,15000,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-040,72,,72,72,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"186-200 Bluebird Road
Moreau, NY 12803
(43.285338, -73.61973)"
Clara Welch Thanksgiving Home,48 Grove Street,Otsego,Cooperstown,13326,6075478844,6075479306,14933,"Clara Welch Thanksgiving Home, Inc.",570-E-002,26,,,,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"48 Grove Street
Cooperstown, NY 13326
(42.697924, -74.933761)"
The Mohawk Homestead,62 East Main Street,Herkimer,Mohawk,13407,3158661841,3158660603,14732,The Mohawk Homestead,320-E-005,41,20,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"62 East Main Street
Mohawk, NY 13407
(43.012696, -74.99973)"
Long Beach Assisted Living,274 West Broadway,Nassau,Long Beach,11561,5168970140,5168970385,14813,"Hempstead Alp, Llc",400-F-301,200,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,
Amber Court of Pelham Gardens,1800 Waring Avenue,Bronx,Bronx,10469,7183794400,7183202442,14618,"Judith Lynn Home for Adults, LLC",020-F-817,200,178,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"1800 Waring Avenue
Bronx, NY 10469
(40.860716, -73.833854)"
Artis Senior Living of Briarcliff Manor,553 North State Road,Westchester,Briarcliff Manor,10510,9148009057,9148009061,15114,"Artis Senior Living Operator of Briarcliff Manor, LLC",800-F-002,64,,64,64,64,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"553 North State Road
Briarcliff Manor, NY 10510
(41.167702, -73.819148)"
Sanford Home,140-40 Sanford Avenue,Queens,Flushing,11355,7183531400,7183531495,14943,"Sanford Home for Adults, LLC",590-F-142,200,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"140-40 Sanford Avenue
Flushing, NY 11355
(40.757523, -73.825658)"
Plattduetsche Home Society,1150 Hempstead Turnpike,Nassau,Franklin Square,11010,5163524252,5163528656,14834,"Plattduetsche Altenheim Gesellschaft Von Brooklyn Und Umgegend, Inc.",400-S-290,90,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,
Amber Court of Westbury,3400 Brush Hollow Road,Nassau,Westbury,11590,5163343838,5163343866,14823,"Amber Court of Westbury, LLC",400-F-325,225,189,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"3400 Brush Hollow Road
Westbury, NY 11590
(40.775689, -73.56025)"
The W Assisted Living at Riverdale Home for Adults,6355 Broadway,Bronx,Bronx,10471,7185493300,7186010593,14616,"Elener Associates, LLC",020-F-133,256,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"6355 Broadway
Bronx, NY 10471
(40.901621, -73.896845)"
Mount View Assisted Living,5465 Upper Mountain Road,Niagara,Lockport,14094,7164330790,7169570324,14872,"Mount View Assisted Living, Inc.",500-F-105,156,150,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"5465 Upper Mountain Road
Lockport, NY 14094
(43.174138, -78.740581)"
"Fairlawn Adult Home, Inc.",301 Eighth Avenue,Suffolk,East Northport,11731,6317577666,6317572959,15041,"Fairlawn Adult Home, Inc.",700-F-898,30,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"301 Eighth Avenue
East Northport, NY 11731
(40.877165, -73.329338)"
The Eliot at Erie Station ALP,10 - 18 John Street,Orange,Middletown,10940,8453422077,8453422091,14919,"The Eliot Management Group, LLC",540-F-028,136,120,16,16,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"10 - 18 John Street
Middletown, NY 10940
(41.448204, -74.419652)"
Heather Heights of Pittsford,160 West Jefferson Road,Monroe,Pittsford,14534,5852641600,5852641010,14774,"Heather Heights of Pittsford, Inc.",370-F-220,120,,120,120,24,Adult Home,Business Corporation,Western Regional Office - Buffalo,"160 West Jefferson Road
Pittsford, NY 14534
(43.087157, -77.531709)"
The Landing of Poughkeepsie,251 Boardman Road,Dutchess,Poughkeepsie,12603,8454714044,8454621329,14680,"Landing Senior Care, LLC",230-S-005,121,,121,44,34,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,"251 Boardman Road
Poughkeepsie, NY 12603
(41.658268, -73.890382)"
Elderwood Village at Williamsville,5271 Main Street,Erie,Williamsville,14221,7165659663,7165652331,14709,"5271 Main Street Operating Company, Llc",240-S-115,110,,110,19,,Enriched Housing Program,LLC,Western Regional Office - Buffalo,"5271 Main Street
Williamsville, NY 14221
(42.960784, -78.757321)"
The Bristal at Holtsville,5535 Expressway Drive North,Suffolk,Holtsville,11742,6317322300,6318283601,15077,EB Care at Farmingville LLC,700-S-309,166,,166,50,40,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"5535 Expressway Drive North
Holtsville, NY 11742
(40.823446, -73.026483)"
Wolk Manor Enriched Living Center,4000 Summit Circle Drive,Monroe,Rochester,14618,5854421950,5854425095,14793,"Jewish Home of Rochester Enriched Housing, Inc.",370-S-836,85,,85,20,18,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"4000 Summit Circle Drive
Rochester, NY 14618
(43.106118, -77.581309)"
Atria Forest Hills,112-50 72nd Avenue,Queens,Forest Hills,11375,7182615300,7182615457,14961,"ATR New York LH, Inc.",590-S-313,90,,,,,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"112-50 72nd Avenue
Forest Hills, NY 11375
(40.722159, -73.837098)"
Field of Dreams Senior Living,3260 N. 7th Street,Cattaraugus,Allegany,14706,7165434200,7163731850,14640,"Olean Manor, Inc.",040-F-030,140,100,140,40,64,Adult Home,Business Corporation,Western Regional Office - Buffalo,"3260 N. 7th Street
Allegany, NY 14706
(42.090993, -78.476606)"
The Hearth at Greenpoint Senior Living,150 Old Liverpool Road,Onondaga,Liverpool,13088,3154537911,3154575602,14907,"Hearth Management, L.L.C.",520-S-129,139,,,,,Enriched Housing Program,LLC,Central New York Regional Office,"150 Old Liverpool Road
Liverpool, NY 13088
(43.082541, -76.181022)"
Braemar Living at Medford,1529 North Ocean Avenue,Suffolk,Medford,11763,6312890600,6316820622,15051,Medford Hamlet Llc,700-F-921,200,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"1529 North Ocean Avenue
Medford, NY 11763
(40.81021, -73.019667)"
Long Island Living Center,431 Beach 20th Street,Queens,Far Rockaway,11691,7183272700,7183272223,14957,"Long Island Living Center, LLC",590-F-328,306,124,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"431 Beach 20th Street
Far Rockaway, NY 11691
(40.599139, -73.754161)"
Sunrise of New City,233 North Main Street,Rockland,New City,10956,8457087855,8457087858,14988,"SZR New York LH, Inc.",620-F-089,120,,120,120,48,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"233 North Main Street
New City, NY 10956
(41.159385, -73.988554)"
Holbrook Adult Home,73 North Street,Washington,Granville,12832,5186423476,5186423801,15104,"73 North of Granville, Inc.",760-F-014,33,,,,,Adult Home,Business Corporation,Capital District Regional Office,"73 North Street
Granville, NY 12832
(43.414541, -73.264577)"
The Hawthorne,1 Johnsarbor Dr. E,Monroe,Rochester,14620,5857601300,5852410365,14803,St. John's Meadows,370-S-861,42,,42,42,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,
The Farrar Home,46 Constable Street,Franklin,Malone,12953,5184837550,5184838107,14722,Farrar Home For Deserving Old Ladies,270-E-005,30,,,,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"46 Constable Street
Malone, NY 12953
(44.855268, -74.287202)"
Five Star Premier Residences of Yonkers,537 Riverdale Avenue,Westchester,Yonkers,10705,9144237200,9144237046,15140,D&R Yonkers LLC,800-S-143,84,,84,42,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,"537 Riverdale Avenue
Yonkers, NY 10705
(40.913606, -73.902375)"
St. Michael's Home,3 Lehman Terrace,Westchester,Yonkers,10705,9144763374,9144761744,15110,"St. Michael's Home, Inc.",800-E-038,60,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"3 Lehman Terrace
Yonkers, NY 10705
(40.913804, -73.901231)"
Elderwood Village at Bassett Park,245 Bassett Road,Erie,Williamsville,14221,7166884011,7166882733,14699,"245 Bassett Road Operating Company, LLC",240-F-898,105,,105,,22,Adult Home,LLC,Western Regional Office - Buffalo,"245 Bassett Road
Williamsville, NY 14221
(42.996802, -78.728452)"
Victor Views Assisted Living,1440 State Route 444,Ontario,Victor,14564,3155765082,5852073983,15184,Poole Senior Living LLC,530-F-063,12,,12,,,Adult Home,LLC,Western Regional Office - Buffalo,"1440 State Route 444
Victor, NY 14564
(42.964697, -77.41202)"
Atria Cutter Mill,96 Cutter Mill Road,Nassau,Great Neck,11021,5168583023,5167738735,14846,"ATR New York LH, Inc.",400-S-328,130,,,,,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - Long Island,"96 Cutter Mill Road
Great Neck, NY 11021
(40.784272, -73.732339)"
The Bristal at West Babylon,520 Montauk Highway (Unit A),Suffolk,West Babylon,11704,6316355501,6315399860,15079,EB Care at West Babylon LLC,700-S-313,187,,187,60,41,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"520 Montauk Highway (Unit A)
West Babylon, NY 11704
(40.687991, -73.340602)"
Atria Delmar Place,467 Delaware Ave,Albany,Delmar,12054,5184344663,5184344660,14608,"ATR New York LH, Inc.",000-S-008,106,,106,,,Enriched Housing Program,Business Corporation,Capital District Regional Office,"467 Delaware Ave
Delmar, NY 12054
(42.618759, -73.842359)"
Bishop's Commons at St. Luke,4 Burkle Street,Oswego,Oswego,13126,3153490799,3153490797,14932,"Bishop's Commons, Inc.",560-S-002,68,,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"4 Burkle Street
Oswego, NY 13126
(43.44762, -76.495336)"
Faatz-Crofut Home for the Elderly,46 Grant Avenue,Cayuga,Auburn,13021,3152536141,3152534862,14642,Faatz-Crofut Home for the Elderly,050-E-006,53,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"46 Grant Avenue
Auburn, NY 13021
(42.93832, -76.555784)"
E.R.I.E.  EHP #1 Toomey Abbott Tower,1207 Almond Street,Onondaga,Syracuse,13210,3154288562,3154250529,14904,Enriched Resources for the Independent Elderly Inc,520-S-118,95,,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"1207 Almond Street
Syracuse, NY 13210
(43.038611, -76.142106)"
Frederic Fleming Residence,443-445 West 22nd Street,New York,New York,10011,2122425277,2126758619,14850,West Side Federation For Senior Housing,420-E-374,47,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"443-445 West 22nd Street
New York, NY 10011
(40.746411, -74.003209)"
Sue's Rest,396 Canisteo Street,Steuben,Hornell,14843,6073243222,6073243222,15017,Suzanne Coddington  Hubert Coddington,690-F-019,14,,,,,Adult Home,Individual,Western Regional Office - Buffalo,
Eden Heights,4071 Hardt Road,Erie,Eden,14057,7169924466,7169929078,14700,"Eden Heights of Eden Operating, LLC",240-F-900,120,,120,,,Adult Home,LLC,Western Regional Office - Buffalo,
Bergquist Memorial Assisted Living Residences,"4600 Route 60, P.O. Box 350",Chautauqua,Gerry,14740,7169856832,7169854197,14648,The Gerry Homes,060-E-036,32,,32,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"4600 Route 60, P.O. Box 350
Gerry, NY 14740
(42.195522, -79.251372)"
The Inn at Menorah Park,4101 East Genesee Street,Onondaga,Syracuse,13214,3154469111,3154461537,14888,"Jewish Home of Central New York Senior Apartments, Inc.",520-E-095,61,,61,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"4101 East Genesee Street
Syracuse, NY 13214
(43.038147, -76.078344)"
