"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Delaware","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Orange","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Cornerstone Family Healthcare, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","147 Lake Street
Newburgh, NY 12550","(845) 568-5473","LMuller@ghvfhc.org"
"Allegany","4","Promote Healthy Women, Infants, and Children","2","Child Health","Allegany County Department of Health","Children with Special Health Care Needs Program","7 Court Street, Room 30, Country Office Belmont NY 14813-1076","(585) 268-9259","reynolRD@alleganyco.com"
"Oneida","4","Promote Healthy Women, Infants, and Children","2","Child Health","Oneida County Department of Health","Children with Special Health Care Needs Program","800 Park Ave, 8th Floor, Utica, NY 13501","(315) 798-5655","bpellegri@ocgov.net"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley LGBTQ Community Center","Health and Human Services for LGBT Individuals, Families and Communities","300 Wall St PO Box 3994 Kingston, NY  12402","(845) 331-5300","J.rindler@lgbtqcenter.org"
"Wyoming","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Allegany","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Allegany","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","ACCORD","Comprehensive Adolescent Pregnancy Prevention","84 Schuyler Street , Belmont, NY 14813","(585) 268-7605","tbroshar@accordcorp.org"
"Allegany","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Allegany County Health Department","Family Planning Program","County Office Building 7 Court Street, Belmont, NY 14813","(585) 268-9491","ballenl@alleganyco.com"
"Bronx","1","Promote a Healthy and Safe Environment","2","Water Quality","NYC Dept. of Health & Mental Hygiene","Beach Act Program","Gotham Center, CN-28c, 42-09 28th Street, Queens, NY 11101","(347) 396-4100","rdaay@health.nyc.gov"
"Bronx","1","Promote a Healthy and Safe Environment","3","Built Environment","Montefiore Medical Center","Lead Poisoning Prevention Program","111 East 210th Street, Bronx, NY 10467","(718) 547-2789","mmarkowi@montefiore.org"
"Bronx","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Bronx Co. District Attorney Crime Victim's Assistance Unit","Rape Crisis & Sexual Violence Prevention","198 E 161st St 5th Fl, Bronx, NY 10451","(718) 590-2114","HolzhayB@BronxDA.nyc.gov"
"Saratoga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Bronx","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Kingsbridge Heights Community Center, Inc.","Rape Crisis & Sexual Violence Prevention","3101 Kingsbridge Terrace, Bronx, NY 10463","(718) 884-0700","Bjones-mulraine@khcc-nyc.org"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","NYC DOH and Mental Hygiene (NFP)","Maternal, Infant and Early Childhood Home Visiting","2 Layfayette Street, New York, NY 100007","(212) 442-1764","llandau@health.nyc.gov"
"Bronx","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Safe Horizon, Inc.","Rape Crisis & Sexual Violence Prevention","Manhattan-Bronx Community Program 100 East 122nd Street New York, NY 10035","(212) 316-2100","juanito.vargas@safehorizon.org"
"Broome","4","Promote Healthy Women, Infants, and Children","2","Child Health","Broome Department of Health","Children with Special Health Care Needs Program","225 Front Street Binghamton NY 13905","(607) 778-2851","esmith@co.broome.ny.us"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","BOOM!Health","Regional Prevention and Support Programs (formerly CSPs)","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Cortland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"St. Lawrence","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Urban League of Westchester County, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","61 Mitchell Pl White Plains , NY 10606","(914) 428-6300","limacss@aol.com"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Greene","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","2740 Martin Ave Bellmore , NY 11710","(516) 826-0244","lleonard@longislandcrisiscenter.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Wayne","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Family Services Network of New York, Inc.","Harm Reduction/Syringe Exchange","1420 Bushwick Ave Brooklyn , NY 11207","(718)455-6016","bigwe@fsnny.org"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Herkimer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Community Mobilization Programs (formerly CDIs)","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Targeted Prevention and Support Services Programs (formerly MSAs)","400 Broadway New York , NY 10013","(646) 884-5377","trodriguez@apicha.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bronx AIDS Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bronx AIDS Services, Inc.","Prevention Services for Young People","540 East Fordham Rd Bronx , NY 10458","(718) 295-5605","jdavila@basnyc.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Long Island Crisis Center, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a Focus on COC ( Component A)","2740 Martin Ave Bellmore , NY 11710","(516)826-0244","lleonard@longislandcrisiscenter.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Harm Reduction/Syringe Exchange","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Access Services of WNY, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","206 South Elmwood Ave Buffalo , NY 14201","(716)228-2025","rganoe@evergreenhs.org"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cattaraugus Department of Health","Children with Special Health Care Needs Program","1 Leo Moss Drive Suite 4010 Olean NY 14760","(716) 701-3375","grparks@cattco.org"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Cayuga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Seneca","4","Promote Healthy Women, Infants, and Children","2","Child Health","Seneca County Department of Health","Children with Special Health Care Needs Program","31 Thurber Drive,Suite 1,Waterloo,NY,13165-1660","(315) 539-1938","rbarto@co.seneca.ny.us"
