School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,X016,Bronx,Public School,40,No,0,0,0,40,Yes,,40,0,No,Yes,12/17/2017,http://schools.nyc.gov/schools/X016,X016,,Bronx,NY,10470,04/03/2019,04/03/2019,40 902311,"4550 CARPENTER AVENUE
Bronx, NY 10470
(40.902441518000046, -73.85463356899999)",
NYC DOE,X018,Bronx,Public School,137,No,0,0,0,137,Yes,,137,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/X018,X018,,Bronx,NY,10451,04/03/2019,04/03/2019,40 816369,"502 MORRIS AVENUE
Bronx, NY 10451
(40.81623300000007, -73.92260699999997)",
NYC DOE,X019,Bronx,Public School,49,No,0,0,0,49,Yes,,49,0,No,Yes,06/20/2018,http://schools.nyc.gov/schools/X019,X019,,Bronx,NY,10470,04/03/2019,04/03/2019,40 899351,"4318 KATONAH AVENUE
Bronx, NY 10470
(40.89928864600006, -73.86748162399994)",
NYC DOE,X020,Bronx,Public School,218,No,0,0,0,218,Yes,,218,0,No,Yes,04/12/2018,http://schools.nyc.gov/schools/X020,"X020,X168",,Bronx,NY,10467,04/03/2019,04/03/2019,40 869482,"3050 WEBSTER AVENUE
Bronx, NY 10467
(40.86980983300003, -73.87916841699996)",
NYC DOE,X021,Bronx,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X021,X021,,Bronx,NY,10466,04/03/2019,04/03/2019,40 887888,"715 EAST 225 STREET
Bronx, NY 10466
(40.88760606900007, -73.85974761099999)",
NYC DOE,X022,Bronx,Public School,70,No,0,0,0,70,Yes,,70,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/X022,"X022,X323,X494",,Bronx,NY,10456,04/03/2019,04/03/2019,40 832022,"270 EAST 167 STREET
Bronx, NY 10456
(40.83251000900003, -73.91378250399998)",
NYC DOE,X023,Bronx,Public School,126,No,0,0,0,126,Yes,,126,0,No,Yes,05/10/2018,http://schools.nyc.gov/schools/X023,X023,,Bronx,NY,10457,04/03/2019,04/03/2019,40 853294,"2151 WASHINGTON AVENUE
Bronx, NY 10457
(40.85336395100006, -73.89452374599995)",
NYC DOE,X024,Bronx,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,03/29/2018,http://schools.nyc.gov/schools/X024,X024,,Bronx,NY,10463,04/03/2019,04/03/2019,40 886922,"660 WEST 236 STREET
Bronx, NY 10463
(40.88714323600004, -73.91429712399997)",
NYC DOE,X025,Bronx,Public School,35,No,0,0,0,35,Yes,,35,0,No,Yes,04/24/2018,http://schools.nyc.gov/schools/X025,X025,,Bronx,NY,10455,04/03/2019,04/03/2019,40 812895,"811 EAST 149 STREET
Bronx, NY 10455
(40.812574494000046, -73.90575256199998)",
NYC DOE,X026,Bronx,Public School,117,No,0,0,0,117,Yes,,117,0,No,Yes,12/17/2017,http://schools.nyc.gov/schools/X390,"X390,X396,X010",,Bronx,NY,10453,04/03/2019,04/03/2019,40 854335,"1930 ANDREWS AVENUE
Bronx, NY 10453
(40.854637928000045, -73.91322893799997)",
NYC DOE,X027,Bronx,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X277,"X277,X469",,Bronx,NY,10455,04/03/2019,04/03/2019,40 813385,"519 ST ANNS AVENUE
Bronx, NY 10455
(40.813371000000075, -73.91382299999998)",
NYC DOE,X028,Bronx,Public School,62,No,0,0,0,62,Yes,,62,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/X028,X028,,Bronx,NY,10457,04/03/2019,04/03/2019,40 848344,"1861 ANTHONY AVENUE
Bronx, NY 10457
(40.84824309700008, -73.90346881299996)",
NYC DOE,X029,Bronx,Public School,150,No,0,0,0,150,Yes,,150,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/X029,X029,,Bronx,NY,10451,04/03/2019,04/03/2019,40 821544,"758 COURTLANDT AVENUE
Bronx, NY 10451
(40.82173121500006, -73.91714576099997)",
NYC DOE,X030,Bronx,Public School,103,No,0,0,0,103,Yes,,103,0,No,Yes,12/11/2017,http://schools.nyc.gov/schools/X030,"X030,X471",,Bronx,NY,10454,04/03/2019,04/03/2019,40 809023,"510 EAST 141 STREET
Bronx, NY 10454
(40.80929212600006, -73.91745146099998)",
NYC DOE,X032,Bronx,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/X032,X032,,Bronx,NY,10458,04/03/2019,04/03/2019,40 851724,"690 EAST 183 STREET
Bronx, NY 10458
(40.85211322400005, -73.88603084299996)",
NYC DOE,X033,Bronx,Public School,50,No,0,0,0,50,Yes,,50,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X033,X033,,Bronx,NY,10468,04/03/2019,04/03/2019,40 861698,"2424 JEROME AVENUE
Bronx, NY 10468
(40.86171000000007, -73.90128599999997)",
NYC DOE,X034,Bronx,Public School,144,No,0,0,0,144,Yes,,144,0,No,Yes,02/13/2018,http://schools.nyc.gov/schools/X188,X188,,Bronx,NY,10460,04/03/2019,04/03/2019,40 850168,"770 GROTE STREET
Bronx, NY 10460
(40.85056629300004, -73.88381510899995)",
NYC DOE,X035,Bronx,Public School,47,No,0,0,0,47,Yes,,47,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/X035,X035,,Bronx,NY,10451,04/03/2019,04/03/2019,40 828009,"261 EAST 163 STREET
Bronx, NY 10451
(40.82743344200003, -73.91801637699996)",
NYC DOE,X036,Bronx,Public School,46,No,0,0,0,46,Yes,,46,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X036,X036,,Bronx,NY,10472,04/03/2019,04/03/2019,40 82948,"1070 CASTLE HILL AVENUE
Bronx, NY 10472
(40.829385813000044, -73.85041181999998)",
NYC DOE,X037,Bronx,Public School,103,No,0,0,0,103,Yes,,103,0,No,Yes,04/25/2018,http://schools.nyc.gov/schools/X037,X037,,Bronx,NY,10463,04/03/2019,04/03/2019,40 877935,"360 WEST 230 STREET
Bronx, NY 10463
(40.88005983800008, -73.91043563099998)",
NYC DOE,X039,Bronx,Public School,59,No,0,0,0,59,Yes,,59,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X530,"X530,X380,X464",,Bronx,NY,10459,04/03/2019,04/03/2019,40 817741,"965 LONGWOOD AVENUE
Bronx, NY 10459
(40.817449958000054, -73.89807612299995)",
NYC DOE,X040,Bronx,Public School,142,No,0,0,0,142,Yes,,142,0,No,Yes,08/14/2018,http://schools.nyc.gov/schools/X179,"X179,X369,X352",,Bronx,NY,10454,04/03/2019,04/03/2019,40 80908,"468 EAST 140 STREET
Bronx, NY 10454
(40.80948154400005, -73.91983780799995)",
NYC DOE,X041,Bronx,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,12/12/2017,http://schools.nyc.gov/schools/X041,X041,,Bronx,NY,10467,04/03/2019,04/03/2019,40 874754,"3352 OLINVILLE AVENUE
Bronx, NY 10467
(40.87452127500006, -73.86813373099994)",
NYC DOE,X042,Bronx,Public School,66,No,0,0,0,66,Yes,,66,0,No,Yes,03/29/2018,http://schools.nyc.gov/schools/X042,"X042,X469",,Bronx,NY,10457,04/03/2019,04/03/2019,40 838636,"1537 WASHINGTON AVENUE
Bronx, NY 10457
(40.83849343600008, -73.90290453699998)",
NYC DOE,X043,Bronx,Public School,104,No,0,0,0,104,Yes,,104,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/X043,"X043,X017",,Bronx,NY,10454,04/03/2019,04/03/2019,40 806452,"165 BROWN PLACE
Bronx, NY 10454
(40.80628849200008, -73.92126938799998)",
NYC DOE,X044,Bronx,Public School,71,No,0,0,0,71,Yes,,71,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X044,"X044,X598",,Bronx,NY,10457,04/03/2019,04/03/2019,40 842564,"1825 PROSPECT AVENUE
Bronx, NY 10457
(40.84241663900008, -73.89079276399997)",
NYC DOE,X045,Bronx,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X045,"X045,X046",,Bronx,NY,10458,04/03/2019,04/03/2019,40 858389,"2502 LORILLARD PLACE
Bronx, NY 10458
(40.85859895500005, -73.88727720699995)",
NYC DOE,X046,Bronx,Public School,44,No,0,0,0,44,Yes,,44,0,No,Yes,05/25/2018,http://schools.nyc.gov/schools/X046,X046,,Bronx,NY,10458,04/03/2019,04/03/2019,40 867169,"279 EAST 196 STREET
Bronx, NY 10458
(40.866831156000046, -73.89069247099997)",
NYC DOE,X047,Bronx,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X047,X047,,Bronx,NY,10472,04/03/2019,04/03/2019,40 832529,"1794 EAST 172 STREET
Bronx, NY 10472
(40.832859951000046, -73.86701167399997)",
NYC DOE,X048,Bronx,Public School,64,No,0,0,0,64,Yes,,64,0,No,Yes,03/29/2018,http://schools.nyc.gov/schools/X048,X048,,Bronx,NY,10474,04/03/2019,04/03/2019,40 814034,"1290 SPOFFORD AVENUE
Bronx, NY 10474
(40.814415850000046, -73.88691966899995)",
NYC DOE,X049,Bronx,Public School,143,No,0,0,0,143,Yes,,143,0,No,Yes,12/11/2017,http://schools.nyc.gov/schools/X049,"X049,X723",,Bronx,NY,10454,04/03/2019,04/03/2019,40 810413,"383 EAST 139 STREET
Bronx, NY 10454
(40.80995459300004, -73.92275877999998)",
NYC DOE,X050,Bronx,Public School,54,No,0,0,0,54,Yes,,54,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/X314,"X314,X458",,Bronx,NY,10460,04/03/2019,04/03/2019,40 834188,"1550 VYSE AVENUE
Bronx, NY 10460
(40.834360006000054, -73.88737153499994)",
NYC DOE,X052,Bronx,Public School,125,No,0,0,0,125,Yes,,125,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/X302,"X302,X487",,Bronx,NY,10455,04/03/2019,04/03/2019,40 816078,"681 KELLY STREET
Bronx, NY 10455
(40.81558859100005, -73.90164626599994)",
NYC DOE,X053,Bronx,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/X053,X053,,Bronx,NY,10456,04/03/2019,04/03/2019,40 832648,"360 EAST 168 STREET
Bronx, NY 10456
(40.83286292500003, -73.91161627099996)",
NYC DOE,X054,Bronx,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/X054,X054,,Bronx,NY,10458,04/03/2019,04/03/2019,40 864872,"2703 WEBSTER AVENUE
Bronx, NY 10458
(40.86468590800007, -73.88771322399998)",
NYC DOE,X055,Bronx,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,03/29/2018,http://schools.nyc.gov/schools/X055,"X055,X494",,Bronx,NY,10456,04/03/2019,04/03/2019,40 835934,"450 SAINT PAUL'S PLACE
Bronx, NY 10456
(40.83613200000008, -73.90455749999995)",
NYC DOE,X056,Bronx,Public School,123,No,0,0,0,123,Yes,,123,0,No,Yes,02/09/2017,http://schools.nyc.gov/schools/X056,X056,,Bronx,NY,10467,04/03/2019,04/03/2019,40 875481,"341 EAST 207 STREET
Bronx, NY 10467
(40.875138020000065, -73.87507737199996)",
NYC DOE,X057,Bronx,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X057,"X057,X273",,Bronx,NY,10457,04/03/2019,04/03/2019,40 848748,"2111 CROTONA AVENUE
Bronx, NY 10457
(40.84844762400007, -73.88860366199998)",
NYC DOE,X058,Bronx,Public School,42,No,0,0,0,42,Yes,,42,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/X058,X058,,Bronx,NY,10457,04/03/2019,04/03/2019,40 846383,"459 EAST 176 STREET
Bronx, NY 10457
(40.846050974000036, -73.89886736799997)",
NYC DOE,X059,Bronx,Public School,38,No,0,0,0,38,Yes,,38,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X059,X059,,Bronx,NY,10457,04/03/2019,04/03/2019,40 853141,"2185 BATHGATE AVENUE
Bronx, NY 10457
(40.85299310700003, -73.89334732899994)",
NYC DOE,X060,Bronx,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/X333,"X333,X010",,Bronx,NY,10459,04/03/2019,04/03/2019,40 820108,"888 REV J A POLITE AVE
Bronx, NY 10459
(40.82547500000004, -73.89387999999997)",
NYC DOE,X061,Bronx,Public School,64,No,0,0,0,64,Yes,,64,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/X061,"X061,X190",,Bronx,NY,10460,04/03/2019,04/03/2019,40 836156,"1550 CROTONA PARK EAST
Bronx, NY 10460
(40.836588078000034, -73.89279220599997)",
NYC DOE,X062,Bronx,Public School,82,No,0,0,0,82,Yes,,82,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/X062,X062,,Bronx,NY,10455,04/03/2019,04/03/2019,40 813736,"660 FOX STREET
Bronx, NY 10455
(40.814098890000025, -73.90029095499995)",
NYC DOE,X063,Bronx,Public School,77,No,0,0,0,77,Yes,,77,0,No,Yes,05/04/2018,http://schools.nyc.gov/schools/X063,"X063,X177",,Bronx,NY,10456,04/03/2019,04/03/2019,40 83093,"1260 FRANKLIN AVENUE
Bronx, NY 10456
(40.83121530900007, -73.90237584499994)",
NYC DOE,X064,Bronx,Public School,63,No,0,0,0,63,Yes,,63,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/X064,"X294,X311",,Bronx,NY,10452,04/03/2019,04/03/2019,40 8404,"1425 WALTON AVENUE
Bronx, NY 10452
(40.840217161000055, -73.91550832999997)",
NYC DOE,X065,Bronx,Public School,88,No,0,0,0,88,Yes,,88,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/X065,"X065,X491",,Bronx,NY,10454,04/03/2019,04/03/2019,40 807916,"677 EAST 141 STREET
Bronx, NY 10454
(40.807435388000044, -73.91292138699998)",
NYC DOE,X066,Bronx,Public School,77,No,0,0,0,77,Yes,,77,0,No,Yes,07/25/2018,http://schools.nyc.gov/schools/X066,"X066,X286",,Bronx,NY,10460,04/03/2019,04/03/2019,40 831493,"1001 JENNINGS STREET
Bronx, NY 10460
(40.831075172000055, -73.88677278299997)",
NYC DOE,X067,Bronx,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/X067,X067,,Bronx,NY,10460,04/03/2019,04/03/2019,40 843781,"2024 MOHEGAN AVENUE
Bronx, NY 10460
(40.84409020100003, -73.88464361799998)",
NYC DOE,X068,Bronx,Public School,118,No,0,0,0,118,Yes,,118,0,No,Yes,05/31/2018,http://schools.nyc.gov/schools/X068,X068,,Bronx,NY,10466,04/03/2019,04/03/2019,40 891603,"4011 MONTICELLO AVENUE
Bronx, NY 10466
(40.891524350000054, -73.83840490599994)",
NYC DOE,X069,Bronx,Public School,41,No,0,0,0,41,Yes,,41,0,No,Yes,03/13/2018,http://schools.nyc.gov/schools/X069,X069,,Bronx,NY,10473,04/03/2019,04/03/2019,40 8167,"560 THIERIOT AVENUE
Bronx, NY 10473
(40.816803478000054, -73.86091065999994)",
NYC DOE,X070,Bronx,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X070,X070,,Bronx,NY,10457,04/03/2019,04/03/2019,40 844236,"1691 WEEKS AVENUE
Bronx, NY 10457
(40.844381930000054, -73.90762968399997)",
NYC DOE,X071,Bronx,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,07/25/2018,http://schools.nyc.gov/schools/X071,X071,,Bronx,NY,10461,04/03/2019,04/03/2019,40 845379,"3040 ROBERTS AVENUE
Bronx, NY 10461
(40.84545600000007, -73.82933999999995)",
NYC DOE,X072,Bronx,Public School,114,No,0,0,0,114,Yes,,114,0,No,Yes,10/22/2018,http://schools.nyc.gov/schools/X072,X072,,Bronx,NY,10465,04/03/2019,04/03/2019,40 823237,"2951 DEWEY AVENUE
Bronx, NY 10465
(40.823154000000045, -73.81787399999996)",
NYC DOE,X073,Bronx,Public School,73,No,0,0,0,73,Yes,,73,0,No,Yes,05/11/2018,http://schools.nyc.gov/schools/X073,X073,,Bronx,NY,10452,04/03/2019,04/03/2019,40 832609,"1020 ANDERSON AVENUE
Bronx, NY 10452
(40.83281246800004, -73.92674389999996)",
NYC DOE,X074,Bronx,Public School,148,No,0,0,0,148,Yes,,148,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/X424,"X424,X352,X345",,Bronx,NY,10474,04/03/2019,04/03/2019,40 815827,"730 BRYANT AVENUE
Bronx, NY 10474
(40.81593600000008, -73.88530199999997)",
NYC DOE,X075,Bronx,Public School,67,No,0,0,0,67,Yes,,67,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/X075,"X075,X352",,Bronx,NY,10459,04/03/2019,04/03/2019,40 822314,"984 FAILE STREET
Bronx, NY 10459
(40.82229780500006, -73.88937749299998)",
NYC DOE,X076,Bronx,Public School,46,No,0,0,0,46,Yes,,46,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/X076,X076,,Bronx,NY,10469,04/03/2019,04/03/2019,40 869059,"900 ADEE AVENUE
Bronx, NY 10469
(40.869573529000036, -73.86103856099999)",
NYC DOE,X077,Bronx,Public School,69,No,0,0,0,69,Yes,,69,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/X195,"X195,X196",,Bronx,NY,10472,04/03/2019,04/03/2019,40 830811,"1250 WARD AVENUE
Bronx, NY 10472
(40.83071952100005, -73.87773003099994)",
NYC DOE,X078,Bronx,Public School,62,No,0,0,0,62,Yes,,62,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/X078,X078,,Bronx,NY,10469,04/03/2019,04/03/2019,40 878474,"1400 NEEDHAM AVENUE
Bronx, NY 10469
(40.87847700000003, -73.85029199999997)",
NYC DOE,X079,Bronx,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/X382,"X382,X386,X447",,Bronx,NY,10453,04/03/2019,04/03/2019,40 855337,"125 EAST 181 STREET
Bronx, NY 10453
(40.85487195800005, -73.90338765699994)",
NYC DOE,X080,Bronx,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,08/09/2018,http://schools.nyc.gov/schools/X080,"X080,X280",,Bronx,NY,10467,04/03/2019,04/03/2019,40 876819,"149 EAST MOSHOLU PKWY N
Bronx, NY 10467
(40.87671978800006, -73.88167107399994)",
NYC DOE,X081,Bronx,Public School,81,No,0,0,0,81,Yes,,81,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X081,X081,,Bronx,NY,10471,04/03/2019,04/03/2019,40 903275,"5550 RIVERDALE AVENUE
Bronx, NY 10471
(40.903580075000036, -73.90521700599999)",
NYC DOE,X082,Bronx,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X232,"X232,X303,X365",,Bronx,NY,10453,04/03/2019,04/03/2019,40 849416,"1700 MACOMBS ROAD
Bronx, NY 10453
(40.84956846600005, -73.91603529999998)",
NYC DOE,X083,Bronx,Public School,94,No,0,0,0,94,Yes,,94,0,No,Yes,12/13/2017,http://schools.nyc.gov/schools/X083,X083,,Bronx,NY,10462,04/03/2019,04/03/2019,40 849176,"950 RHINELANDER AVENUE
Bronx, NY 10462
(40.84916400000003, -73.85903999999994)",
NYC DOE,X084,Bronx,Public School,131,No,0,0,0,131,Yes,,131,0,No,Yes,02/09/2018,http://schools.nyc.gov/schools/X811,X811,,Bronx,NY,10459,04/03/2019,04/03/2019,40 830552,"1434 LONGFELLOW AVENUE
Bronx, NY 10459
(40.83068477000006, -73.88749934899994)",
NYC DOE,X085,Bronx,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/X085,X085,,Bronx,NY,10458,04/03/2019,04/03/2019,40 858689,"2400 MARION AVENUE
Bronx, NY 10458
(40.85884354800004, -73.89513342199996)",
NYC DOE,X086,Bronx,Public School,81,No,0,0,0,81,Yes,,81,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/X086,X086,,Bronx,NY,10468,04/03/2019,04/03/2019,40 869061,"2756 RESERVOIR AVENUE
Bronx, NY 10468
(40.870175533000065, -73.89836549599994)",
NYC DOE,X087,Bronx,Public School,42,No,0,0,0,42,Yes,,42,0,No,Yes,02/12/2018,http://schools.nyc.gov/schools/X087,X087,,Bronx,NY,10466,04/03/2019,04/03/2019,40 895741,"1935 BUSSING AVENUE
Bronx, NY 10466
(40.89553200000006, -73.84585049999998)",
NYC DOE,X088,Bronx,Public School,30,No,0,0,0,30,Yes,,30,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/X088,X088,,Bronx,NY,10456,04/03/2019,04/03/2019,40 837019,"1340 SHERIDAN AVENUE
Bronx, NY 10456
(40.83713793600003, -73.91365376099998)",
NYC DOE,X089,Bronx,Public School,76,No,0,0,0,76,Yes,,76,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/X089,X089,,Bronx,NY,10469,04/03/2019,04/03/2019,40 862481,"980 MACE AVENUE
Bronx, NY 10469
(40.86302882100006, -73.85923414399997)",
NYC DOE,X090,Bronx,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/X443,"X443,X457",,Bronx,NY,10456,04/03/2019,04/03/2019,40 831873,"1116 SHERIDAN AVENUE
Bronx, NY 10456
(40.832132700000045, -73.91786118299996)",
NYC DOE,X091,Bronx,Public School,50,No,0,0,0,50,Yes,,50,0,No,Yes,05/10/2018,http://schools.nyc.gov/schools/X091,X091,,Bronx,NY,10453,04/03/2019,04/03/2019,40 858286,"2200 AQUEDUCT AVENUE
Bronx, NY 10453
(40.85808872100006, -73.90796060599996)",
NYC DOE,X092,Bronx,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,07/31/2018,http://schools.nyc.gov/schools/X092,"X595,X352",,Bronx,NY,10457,04/03/2019,04/03/2019,40 846205,"700 EAST 179 STREET
Bronx, NY 10457
(40.84642542300003, -73.88928174899996)",
NYC DOE,X093,Bronx,Public School,39,No,0,0,0,39,Yes,,39,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/X093,"X093,X362",,Bronx,NY,10473,04/03/2019,04/03/2019,40 822522,"1535 STORY AVENUE
Bronx, NY 10473
(40.82177304900006, -73.87698201299997)",
NYC DOE,X094,Bronx,Public School,44,No,0,0,0,44,Yes,,44,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/X094,X094,,Bronx,NY,10467,04/03/2019,04/03/2019,40 880661,"3530 KINGS COLLEGE PLACE
Bronx, NY 10467
(40.88052003200005, -73.87571254299996)",
NYC DOE,X095,Bronx,Public School,151,No,0,0,0,151,Yes,,151,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X095,"X095,X344",,Bronx,NY,10463,04/03/2019,04/03/2019,40 883049,"3961 HILLMAN AVENUE
Bronx, NY 10463
(40.882844807000026, -73.89130379399995)",
NYC DOE,X096,Bronx,Public School,180,No,0,0,0,180,Yes,,180,0,No,Yes,05/25/2018,http://schools.nyc.gov/schools/X096,X096,,Bronx,NY,10467,04/03/2019,04/03/2019,40 86073,"2385 OLINVILLE AVENUE
Bronx, NY 10467
(40.86108244700006, -73.86856541799995)",
NYC DOE,X097,Bronx,Public School,43,No,0,0,0,43,Yes,,43,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/X097,X097,,Bronx,NY,10469,04/03/2019,04/03/2019,40 863524,"1375 MACE AVENUE
Bronx, NY 10469
(40.86285434900003, -73.84678412199997)",
NYC DOE,X098,Bronx,Public School,95,No,0,0,0,95,Yes,,95,0,No,Yes,02/02/2017,http://schools.nyc.gov/schools/X098,"X098,X251,X511",,Bronx,NY,10460,04/03/2019,04/03/2019,40 836245,"1619 BOSTON ROAD
Bronx, NY 10460
(40.83590996400005, -73.89056103299998)",
NYC DOE,X099,Bronx,Public School,45,No,0,0,0,45,Yes,,45,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/X099,"X248,X723",,Bronx,NY,10459,04/03/2019,04/03/2019,40 827539,"1180 REV. J.A. POLITE AVE.
Bronx, NY 10459
(40.82547500000004, -73.89387999999997)",
NYC DOE,X100,Bronx,Public School,143,No,0,0,0,143,Yes,,143,0,No,Yes,04/10/2018,http://schools.nyc.gov/schools/X100,X100,,Bronx,NY,10473,04/03/2019,04/03/2019,40 822552,"800 TAYLOR AVENUE
Bronx, NY 10473
(40.821824556000024, -73.86307700399993)",
NYC DOE,X101,Bronx,Public School,124,No,0,0,0,124,Yes,,124,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/X101,"X101,X304,X010",,Bronx,NY,10465,04/03/2019,04/03/2019,40 82708,"2750 LAFAYETTE AVENUE
Bronx, NY 10465
(40.827534540000045, -73.82958884199996)",
NYC DOE,X102,Bronx,Public School,216,No,0,0,0,216,Yes,,216,0,No,Yes,10/23/2018,http://schools.nyc.gov/schools/X531,"X531,X536,X691",,Bronx,NY,10460,04/03/2019,04/03/2019,40 838151,"1827 ARCHER STREET
Bronx, NY 10460
(40.83764361100003, -73.86609066699998)",
NYC DOE,X103,Bronx,Public School,87,No,0,0,0,87,Yes,,87,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/X103,X103,,Bronx,NY,10466,04/03/2019,04/03/2019,40 892198,"4125 CARPENTER AVENUE
Bronx, NY 10466
(40.892168629000025, -73.86147824499994)",
NYC DOE,X104,Bronx,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X199,X199,,Bronx,NY,10452,04/03/2019,04/03/2019,40 843453,"1449 SHAKESPEARE AVENUE
Bronx, NY 10452
(40.843274793000035, -73.92032060099996)",
NYC DOE,X105,Bronx,Public School,83,No,0,0,0,83,Yes,,83,0,No,Yes,12/07/2018,http://schools.nyc.gov/schools/X105,X105,,Bronx,NY,10462,04/03/2019,04/03/2019,40 853075,"725 BRADY AVENUE
Bronx, NY 10462
(40.852413512000055, -73.86644951499994)",
NYC DOE,X106,Bronx,Public School,189,No,0,0,0,189,Yes,,189,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/X106,X106,,Bronx,NY,10462,04/03/2019,04/03/2019,40 836974,"1514 OLMSTEAD AVENUE
Bronx, NY 10462
(40.83628160200004, -73.85510842999997)",
NYC DOE,X107,Bronx,Public School,42,No,0,0,0,42,Yes,,42,0,No,Yes,05/04/2018,http://schools.nyc.gov/schools/X107,"X107,X362,X465",,Bronx,NY,10473,04/03/2019,04/03/2019,40 819221,"1695 SEWARD AVENUE
Bronx, NY 10473
(40.818475413000044, -73.86841577299998)",
NYC DOE,X108,Bronx,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X108,X108,,Bronx,NY,10461,04/03/2019,04/03/2019,40 8547,"1166 NEILL AVENUE
Bronx, NY 10461
(40.85483606500003, -73.85293858699998)",
NYC DOE,X109,Bronx,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/X109,X109,,Bronx,NY,10453,04/03/2019,04/03/2019,40 851661,"1771 POPHAM AVENUE
Bronx, NY 10453
(40.85141994000003, -73.91855272499998)",
