"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Ontario","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Nassau","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cold Spring Harbor Laboratory","Prostate Cancer Research 2","One Bungtown Rd  Cold Spring Harbor, NY 11724","516-367-6835","goldschm@cshl.edu"
"Nassau","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Child Care Council of Nassau, Inc","Eat Well Play Hard in Day Care Homes","99 Quentin Roosevelt Blvd
Garden City, NY 11530","(516) 358-9250 x 11","jbarbieri@childcarenassau.org"
"Albany","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Capital District Child Care Coordinating Council, Inc","Eat Well Play Hard in Child Care Settings","91 Broadway, Menands, NY 12204","(518) 426-7181 ext 323","akovacik@cdcccc.org"
"Nassau","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Strength for Life, Inc.","Community-Based Breast Cancer Support and Wellness Services","32 Gristmill Dr.  Kings Park, NY 11754","631-675-6513","strengthforlife@optonline.net"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Seneca","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Health Research Incorporated","Prostate Cancer Research 1","Elm and Carlton Streets  Buffalo, NY 14263","716-845-2312","john.blandino@roswellpark.org"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"Cattaraugus","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Washington","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Putnam","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Support Connection, Inc.","Community-Based Breast Cancer Support and Wellness Services","40 Triangle Center Suite 100  Yorktown Heights, NY 10598","914-962-6402","katherine.quinn@supportconnection.org"
"Greene","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Steuben","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Essex","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Rockland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Wayne","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Tompkins","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cancer Resource Center of the Finger Lakes","Community-Based Breast Cancer Support and Wellness Services","612 West State St.  Ithaca, NY 14850","607-277-0960","bob@crcfl.net"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Genesee","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Coalition of Rochester, Inc.","Community-Based Breast Cancer Support and Wellness Services","1048 University Ave.  Rochester, NY 14607","585-473-8177","holly@bccr.org"
"Orleans","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Network of Western New York, Inc.","Community-Based Breast Cancer Support and Wellness Services","3297 Walden Ave.  Depew, NY 14043","716-359-1811","rob@bcnwny.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York University School of Medicine","Prostate Cancer Research 2","1 Park Ave 6 Fl  New York, NY 10016","212-263-8822","GrantsOffice@nyumc.org"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Westchester","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Gilda's Club Westchester, Inc.","Community-Based Breast Cancer Support and Wellness Services","80 Maple Ave.  White Plains, NY 10601","914-644-8844","Mlang@gildasclubwestchester.org"
"Sullivan","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Broome","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
