"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Ossining","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","165 Main Street","Ossining","10562","(41.161549, -73.86271)"
"2014","Long Island","Long Island_AVERAGE (Before Redaction)","Gonorrhea Treatment - Rectal Infection","STI_12","1","100.00",,,,,,
"2014","Manhattan","START Treatment and Recovery Centers-Highbridge","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Drug Treatment Center","500 West 180th Street","New York","10033","(40.847454, -73.93143)"
"2014","Central-West","Ellis Family Health Center-McClellan Street site","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Hospital (non-DAC)","624 McClellan Street","Schenectady","12304","(42.804453, -73.91574)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","Suppressed at Last VL of Review Period","VL_1","21","85.70","Second","Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Bronx","Acacia Network-Promesa Claremont Family Health Clinic","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","262-4 174th Street","Bronx","10457","(40.844492, -73.90605)"
"2014","Long Island","Long Island_AVERAGE (After Redaction)","Gonorrhea Treatment - Rectal Infection","STI_12",,,,,,,,
"2014","Bronx","North Central Bronx Hospital-NBHN-NYC Health and Hospitals Corp.","Visit Frequency (24-month)","RET_2","87","73.60","Fourth","Designated AIDS Center","3424 Kossuth Avenue, 10flr, 10A","Bronx","10467","(40.880535, -73.88111)"
"2014","Bronx","Project Samaritan Health Services-Starhill Clinic","Genital Chlamydia Testing","STI_3","38","65.80","Third","Drug Treatment Center","1600 Macombs Road","Bronx","10452","(40.846012, -73.91654)"
"2014","Brooklyn","Lutheran Medical Center - Community Medicine Program","Antiretroviral Therapy","AR_1","58","69.00","Fifth","Community Health Center","Multiple locations","Various boroughs","Vario","(40.646758, -74.02153)"
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","Visit Frequency (12-month)","RET_1","182","94.00","First","Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Bronx","Bronx Lebanon Hospital Center-Family Medicine Practice","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Hospital (non-DAC)","1276 Fulton Avenue","Bronx","10456","(40.831445, -73.90273)"
"2014","Bronx","Institute for Family Health-Stevenson Family Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","731 White Plains Road","Bronx","10473","(40.820641, -73.85902)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-Willis P. Green Center","Visit Frequency (24-month)","RET_2","204","75.00","Fourth","Community Health Center","123-125 W. 124th Street","New York","10027","(40.807695, -73.94692)"
"2014","Brooklyn","Community Healthcare Network-Caribbean House Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","6","100.00",,"Community Health Center","1167 Nostrand Avenue","Brooklyn","11225","(40.659031, -73.9502)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Beth Israel","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Designated AIDS Center","317 East 17th Street, Fierman Hall 1st Floor","New York","10003","(40.734149, -73.98264)"
"2014","Brooklyn","Wyckoff Heights Medical Center","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Hospital (non-DAC)","342 Stanhope Street","Brooklyn","11237","(40.703537, -73.91723)"
"2014","Manhattan","Heritage HealthCare Center","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Manhattan","Community Healthcare Network-Downtown Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","21","57.10",,"Community Health Center","150 Essex Street","New York","10002","(40.720653, -73.98687)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Visit Frequency (24-month)","RET_2","92","66.30","Fourth","Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Manhattan","Renaissance Healthcare Network-Sydenham-NYC Health and Hospitals Corp.","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","215 West 125th Street","New York","10027","(40.809702, -73.94891)"
"2014","Long Island","SUNY Stony Brook Med. Center-Comprehensive HIV Treatment Center-Research Foundation of SUNY","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","205 N. Belle Meade Road","Setauket","11733","(40.898748, -73.0884)"
"2014","Brooklyn","SUNY Downstate Medical Center-STAR Health Center-Research Foundation of SUNY","Tobacco Cessation Counseling","TOB_2","38","76.30",,"Designated AIDS Center","450 Clarkson Ave, Box 1240","Brooklyn","11203","(40.655129, -73.94513)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","10","0.00",,"Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Long Island","Long Island_AVERAGE (After Redaction)","Tobacco Cessation Counseling","TOB_2","162","92.40",,,,,,
"2014","Manhattan","Heritage HealthCare Center","Tobacco Use Screening","TOB_1","116","12.10",,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Brooklyn","Brooklyn Plaza Medical Center, Inc.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","84","0.00",,"Community Health Center","650 Fulton Street","Brooklyn","11217","(40.686762, -73.97615)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Manhattan","START Treatment and Recovery Centers-Kaleidoscope","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Manhattan","Harlem Hospital Center-NYC Health and Hosp. Corp.","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","17","0.00",,"Designated AIDS Center","Division of Infectious Disease Harlem Hospital Center, 506 Lenox Avenue, MLK 3101A","New York","10037","(40.814135, -73.93976)"
"2014","Brooklyn","START Treatment and Recovery Centers-East New York","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","494 Dumont Avenue","Brooklyn","11207","(40.665084, -73.90046)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","Tobacco Use Screening","TOB_1","20","100.00",,"Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Bronx","Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.","Antiretroviral Therapy","AR_1","107","98.10","Second","Designated AIDS Center","1400 Pelham Pkwy So., Bld 1, Room 146","Bronx","10461","(40.855908, -73.84592)"
"2014","Manhattan","START Treatment and Recovery Centers-Kaleidoscope","New Patient Visit Frequency","RET_3",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Central-West","Arnot Ogden","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","38","13.20",,"Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Long Island","Hudson River Healthcare - Marilyn Shellabarger Health Center at Shirley [Suffolk DOH until 11/1/14]","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","550 Montauk Highway and Dorsett Place","Shirley","11967","(40.800563, -72.87841)"
"2014","Lower Hudson","Rockland County Department of Health-Infectious Disease Clinic","Genital Chlamydia Testing","STI_3","70","21.40","Fifth","Community Health Center","50 Sanatorium Road, Building A","Pomona","10970","(41.157512, -74.04053)"
"2014","Bronx","Project Samaritan Health Services-Starhill Clinic","Tobacco Cessation Counseling","TOB_2","32","100.00",,"Drug Treatment Center","1600 Macombs Road","Bronx","10452","(40.846012, -73.91654)"
"2014","Brooklyn","Community Healthcare Network-Caribbean House Health Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","1167 Nostrand Avenue","Brooklyn","11225","(40.659031, -73.9502)"
"2014","Manhattan","Housing Works-Keith D. Cylar House Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","112","23.20",,"Community Health Center","743 E. 9th Street","New York","10009","(40.724602, -73.97601)"
"2014","Brooklyn","Brooklyn_AVERAGE (After Redaction)","Tobacco Cessation Counseling","TOB_2","1515","84.20",,,,,,
"2014","Manhattan","Housing Works-Keith D. Cylar House Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","112","10.70",,"Community Health Center","743 E. 9th Street","New York","10009","(40.724602, -73.97601)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","14","7.10",,"Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Bronx","AECOM DOSA-Melrose Complex","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","260 E. 161st Street, MOT, M9","Bronx","10451","(40.825482, -73.91898)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","Genital Gonorrhea Testing","STI_7","3398","60.80","Third",,,,,
"2014","Manhattan","Settlement Health and Medical Services","Antiretroviral Therapy","AR_1","102","98.00","Second","Community Health Center","212 East 106th Street","New York","10029","(40.79093, -73.94418)"
"2014","Brooklyn","Joseph P. Addabbo Family Health Center-South Brooklyn Health Center","Suppressed at Last VL of Review Period","VL_1","48","89.60","First","Community Health Center","120 Richards Street","Brooklyn","11231","(40.677823, -74.00996)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center","Antiretroviral Therapy","AR_1","61","91.80","Fourth","Community Health Center","1621 Eastchester Road","Bronx","10461","(40.845459, -73.84555)"
"2014","Bronx","Acacia Network-Promesa Clay Avenue","Visit Frequency (12-month)","RET_1","103","99.00","First","Drug Treatment Center","1776 Clay Ave","Bronx","10457","(40.846149, -73.90424)"
"2014","Long Island","Long Island_AVERAGE (After Redaction)","Genital Gonorrhea Testing","STI_7","622","63.60","Third",,,,,
"2014","Lower Hudson","Westchester Medical Center-AIDS Care Center","Suppressed at Last VL of Review Period","VL_1","88","85.20","Second","Designated AIDS Center","95 Grasslands Rd., Cedarwood Hall","Valhalla","10595","(41.077434, -73.81568)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","47","85.10",,"Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Central-West","Ellis Family Health Center-McClellan Street site","Chlamydia Treatment - Genital Infection","STI_5",,,,"Hospital (non-DAC)","624 McClellan Street","Schenectady","12304","(42.804453, -73.91574)"
"2014","Long Island","Long Island_AVERAGE (Before Redaction)","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","175","14.40",,,,,,
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Greenwich Village Division","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","73","64.40",,"Hospital (non-DAC)","203 West 12th Street","New York","10011","(40.737739, -74.0012)"
"2014","Brooklyn","East New York Diagnostic and Treatment Center-HATS Unit-NYC Health and Hosp. Corp.","Visit Frequency (12-month)","RET_1","178","87.10","Third","Community Health Center","2094 Pitkin Ave.","Brooklyn","11207","(40.671755, -73.89528)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Brooklyn","Lutheran Medical Center - Adult Medicine at Sunset Park","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Community Health Center","150 55th Street","Brooklyn","11220","(40.646758, -74.02153)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","Gonorrhea Treatment - Rectal Infection","STI_12","19","85.10",,,,,,
"2014","Bronx","Montefiore Medical Group-CICERO Program-Castle Hill Family Practice","Tobacco Use Screening","TOB_1","30","100.00",,"Community Health Center","2175 Westchester Avenue","Bronx","10462","(40.834144, -73.85235)"
"2014","Bronx","Morris Heights Health Center-Walton","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Community Health Center","25 East 183rd street","Bronx","10453","(40.858719, -73.90289)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","6","0.00",,"Community Health Center","311 East 161st Street","Bronx","10451","(40.825107, -73.91689)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Visit Frequency (12-month)","RET_1","1303","90.10","Second","Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Long Island","Hudson River Healthcare - The Maxine S. Postal Tri-Community Health Center [Suffolk DOH until 5/27/14]","Genital Chlamydia Testing","STI_3","41","82.90","Second","Community Health Center","1080 Sunrise Highway","Amityville","11701","(40.68948, -73.41076)"
"2014","Central-West","Syracuse Community Health Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","819 South Salina Street","Syracuse","13202","(43.039904, -76.15002)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Jack Martin Clinic","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","One Gustave L. Levy Place, Box 1009","New York","10029","(40.789989, -73.95369)"
