"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"+1 HAMMER LLC","1HAMMHL799NE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603593899","Navigators Ins Co","NAV00023202","12000","2021-08-04T00:00:00.000","2021-05-19T00:00:00.000",,"2022-05-04T00:00:00.000",,
"+1 HAMMER LLC","1HAMMHL799NE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603593899","NORTH RIVER INSURANCE COMPANY THE","46CF804146","12000","2022-04-25T00:00:00.000","2022-05-03T00:00:00.000","Until Canceled",,,
"A#1 HANDYMAN","1HANDH*798LH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604753941","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK5855","6000","2021-06-08T00:00:00.000","2021-06-03T00:00:00.000","Until Canceled",,,
"1 HANDY MAN SRVC/DSGN LLC","1HANDHM807DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604468253","Western Surety Co","64684040","12000","2020-03-23T00:00:00.000","2020-03-18T00:00:00.000",,"2020-07-31T00:00:00.000",,
"1 HANDY MAN SRVC/DSGN LLC","1HANDHM807DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604468253","Western Surety Co","64684040","6000","2020-03-06T00:00:00.000","2019-06-14T00:00:00.000","03/18/2020",,,
"1 HANDY MAN SRVC/DSGN LLC","1HANDHM807DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604468253","Navigators Ins Co","NAV00026148","12000","2020-06-11T00:00:00.000","2020-06-14T00:00:00.000",,"2021-06-16T00:00:00.000",,
"1 HANDY MAN SRVC/DSGN LLC","1HANDHM807DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604468253","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK5799","12000","2021-06-02T00:00:00.000","2021-06-14T00:00:00.000","Until Canceled",,,
"A-1 HANDYMAN & REMODEL","1HANDHR803BC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604557209","Western Surety Co","64906972","12000","2020-01-03T00:00:00.000","2019-12-17T00:00:00.000","Until Canceled",,,
"A-1 HEATING INC","1HEATHI869RJ","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","602976882","Travelers Cas and Surety Co of America","106209262","4000","2014-12-11T00:00:00.000","2014-12-03T00:00:00.000",,"2021-12-30T00:00:00.000",,
"A-1 HEATING INC","1HEATHI869RJ","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","602976882","Federated Mutual Ins Co","6161972","4000","2021-11-23T00:00:00.000","2021-12-03T00:00:00.000","Until Canceled",,,
"A-1 HEATING INC","1HEATHI918R8","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602976882","American Contractors Indem CO","100187623","12000","2012-02-15T00:00:00.000","2012-02-15T00:00:00.000",,"2022-04-09T00:00:00.000",,
"1HP CONCRETE & CONST LLC","1HPCOCC788NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604916724","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN6877","6000","2022-08-19T00:00:00.000","2022-05-20T00:00:00.000","Until Canceled",,,
"A-1 LANDSCAPING SERVICE","1LANDLS880B5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603133467","Western Surety Co","62647289","6000","2016-01-20T00:00:00.000","2016-01-25T00:00:00.000","Until Canceled",,,
"1LIFE CONSTRUCTION INC","1LIFECI861M5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603421718","American Contractors Indem CO","100253462","12000","2014-07-25T00:00:00.000","2014-07-24T00:00:00.000","Until Canceled",,,
"1LOVE PAINTING LLC","1LOVEPL784KE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604852165","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3298","12000","2022-03-03T00:00:00.000","2022-02-14T00:00:00.000","Until Canceled",,,
"1MANHANDYMAN LLC","1MANHL*783LA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604915788","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN7047","12000","2022-06-01T00:00:00.000","2022-05-31T00:00:00.000","Until Canceled",,,
"1 NEW MECHANICAL LLC","1NEWMNM831JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097392","Navigators Ins Co","NAV00021278","12000","2020-07-06T00:00:00.000","2020-04-01T00:00:00.000",,"2022-04-01T00:00:00.000",,
"1 NEW MECHANICAL LLC","1NEWMNM831JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097392","Western Surety Co","64564254","12000","2019-04-04T00:00:00.000","2019-04-07T00:00:00.000",,"2020-06-26T00:00:00.000",,
"1 NEW MECHANICAL LLC","1NEWMNM831JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097392","Wesco Insurance Co","46WB084989","12000","2017-04-07T00:00:00.000","2017-04-07T00:00:00.000",,"2019-05-10T00:00:00.000",,
"1 NEW MECHANICAL LLC","1NEWMNM831JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097392","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN4909","12000","2022-03-24T00:00:00.000","2022-04-01T00:00:00.000","Until Canceled",,,
"A-1 PETROLEUM INC","1PETRPI808RB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603608286","Ohio Cas Ins Co","999141745","12000","2022-01-19T00:00:00.000","2022-01-19T00:00:00.000","Until Canceled",,,
"A-1 PETROLEUM INC","1PETRPI808RB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603608286","Hudson Insurance Company","10114446","12000","2020-11-13T00:00:00.000","2020-11-05T00:00:00.000","Until Canceled",,,
"A-1 PLUMBNG & EMERGENCY ROOTER","1PLUMPE791MW","PC","PLUMBING CONTRACTOR","A","ACTIVE","602951311","Travelers Cas and Surety Co of America","107432086","6000","2021-07-12T00:00:00.000","2021-07-01T00:00:00.000","Until Canceled",,,
"A-1 PLUMBNG & EMERGENCY ROOTER","1PLUMPE878PN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602951311","Travelers Cas and Surety Co of America","105994418","12000","2021-10-15T00:00:00.000","2021-10-01T00:00:00.000","Until Canceled",,,
"A-1 PLUMBNG & EMERGENCY ROOTER","1PLUMPE878PN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602951311","Travelers Cas and Surety Co of America","105994418","6000","2013-10-30T00:00:00.000","2013-10-01T00:00:00.000","10/01/2021",,,
"A-1 PLUS LAWN CARE, LLC","1PLUSPL798NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604787759","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK9799","6000","2021-08-16T00:00:00.000","2021-08-23T00:00:00.000",,"2022-09-23T00:00:00.000",,
"A-1 PLUS LAWN CARE, LLC","1PLUSPL798NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604787759","NORTH RIVER INSURANCE COMPANY THE","46CF806050","6000","2022-08-23T00:00:00.000","2022-08-23T00:00:00.000","Until Canceled",,,
"A-1 Professional Flooring LLC","1PROFPF833LR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123377","Western Surety Co","63238472","12000","2017-06-19T00:00:00.000","2017-06-13T00:00:00.000","Until Canceled",,,
"#1 PRO POWER WASHING SERVICES","1PROPPP783NT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604938546","Western Surety Co","66377535","6000","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","Until Canceled",,,
"A-1 Quality Building Srvc LLC","1QUALQB813JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604428692","Ohio Cas Ins Co","32s607243","12000","2019-04-12T00:00:00.000","2019-04-15T00:00:00.000",,"2022-04-15T00:00:00.000",,
"A-1 Quality Building Srvc LLC","1QUALQB813JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604428692","Western Surety Co","66213334","12000","2022-04-13T00:00:00.000","2022-04-12T00:00:00.000","Until Canceled",,,
"A-1 QUALITY CONSTRUCTION","1QUALQC839JC","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604102994","Developers Surety & Indem Co","674719c","12000","2018-04-03T00:00:00.000","2018-04-02T00:00:00.000",,"2019-04-30T00:00:00.000",,
"A-1 QUALITY CONSTRUCTION","1QUALQC839JC","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604102994","Ironshore Indemnity Inc","SUR40013606","12000","2017-04-03T00:00:00.000","2017-04-03T00:00:00.000",,"2018-04-04T00:00:00.000",,
"A-1 QUALITY PAINTING","1QUALQP814J6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604387411","Western Surety Co","64615870","12000","2019-04-26T00:00:00.000","2019-04-26T00:00:00.000","Until Canceled",,,
"A-1 SAFETY TREE SERVICE LLC","1SAFEST819CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123220","Ohio Cas Ins Co","675856C","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"A-1 SAFETY TREE SERVICE LLC","1SAFEST819CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604123220","Developers Surety & Indem Co","675856C","12000","2019-02-07T00:00:00.000","2019-01-01T00:00:00.000","08/26/2019",,,
"1 Savanni LLC","1SAVAL*833KJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097114","Wesco Insurance Co","46WB085803","12000","2017-05-11T00:00:00.000","2017-05-05T00:00:00.000",,"2020-05-08T00:00:00.000",,
"1 Savanni LLC","1SAVAL*833KJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097114","Navigators Ins Co","nav00023597","12000","2020-05-05T00:00:00.000","2020-05-05T00:00:00.000",,"2022-05-05T00:00:00.000",,
"1 Savanni LLC","1SAVAL*833KJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604097114","NORTH RIVER INSURANCE COMPANY THE","46CF804221","12000","2022-04-27T00:00:00.000","2022-05-05T00:00:00.000","Until Canceled",,,
"A-1 SEWER SERVICE","1SEWESS853JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603452999","Western Surety Co","71639072","6000","2015-02-23T00:00:00.000","2015-02-18T00:00:00.000","Until Canceled",,,
"1 SHARP TOOL","1SHARST852KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601673267","Navigators Ins Co","NAV00013688","12000","2020-01-17T00:00:00.000","2020-01-09T00:00:00.000",,"2021-02-13T00:00:00.000",,
"1 SHARP TOOL","1SHARST852KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601673267","Western Surety Co","65371179","12000","2021-01-26T00:00:00.000","2021-01-26T00:00:00.000","Until Canceled",,,
"1 SHARP TOOL","1SHARST852KA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601673267","Wesco Insurance Co","46WB058323","12000","2015-05-01T00:00:00.000","2015-01-09T00:00:00.000",,"2020-01-10T00:00:00.000",,
"#1 SIDING LLC","1SIDISL833Q2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604157130","American Contractors Indem CO","100623020","12000","2022-01-14T00:00:00.000","2021-12-02T00:00:00.000","Until Canceled",,,
"#1 SIDING LLC","1SIDISL833Q2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604157130","Western Surety Co","63396157","12000","2017-11-22T00:00:00.000","2017-10-23T00:00:00.000",,"2021-12-08T00:00:00.000",,
"A-1 SPARTANO'S PNTG SERVS LLC","1SPARSP789NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604845522","Travelers Cas & Surety Co","107695073","12000","2022-08-31T00:00:00.000","2022-08-31T00:00:00.000","Until Canceled",,,
"1ST AIR MECHANICAL INC","1STAIAM851OP","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","602493370","Harco National Insurance Co","SAIFSU0678387","4000","2015-09-17T00:00:00.000","2015-08-26T00:00:00.000","Until Canceled",,,
"1ST AIR MECHANICAL INC","1STAIAM950J2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602493370","CBIC","FC2986","12000","2006-10-24T00:00:00.000","2006-11-03T00:00:00.000","Until Canceled",,,
"1ST AVE KITCHEN & BATH INC","1STAVAK917J9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602875854","united states fire insurance company","615978125","12000","2010-03-25T00:00:00.000","2010-03-03T00:00:00.000","Until Canceled",,,
"1ST AVENUE NW INC","1STAVAN787B8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604855957","RLI Ins Co","LSM1387493","12000","2022-01-28T00:00:00.000","2022-01-10T00:00:00.000","Until Canceled",,,
"1ST CHOICE CONSTRUCTION","1STCHC*045QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600548929","Ironshore Indemnity Inc","sur40014859","12000","2017-06-27T00:00:00.000","2017-06-27T00:00:00.000",,"2018-06-27T00:00:00.000",,
"1ST CHOICE CONSTRUCTION","1STCHC*045QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600548929","Lexon Ins Co","9816783","12000","2013-06-10T00:00:00.000","2013-06-10T00:00:00.000",,"2017-06-12T00:00:00.000",,
"1ST CHOICE CONSTRUCTION","1STCHC*045QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600548929","Western Surety Co","63719280","12000","2018-07-10T00:00:00.000","2018-07-10T00:00:00.000","Until Canceled",,,
"1ST CHOICE BOBCAT SERVICE","1STCHCB912CC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602711747","CBIC (CBIC)","FC8896","12000","2009-02-03T00:00:00.000","2009-02-02T00:00:00.000","Until Canceled",,,
"1ST CHOICE CONSTRUCTION INC","1STCHCC921OE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602813635","United States Fire Insurance Co","612204216","12000","2021-12-29T00:00:00.000","2022-01-28T00:00:00.000","Until Canceled",,,
"1ST CHOICE CONSTRUCTION INC","1STCHCC921OE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602813635","Navigators Ins Co","NAV00013001","12000","2019-11-26T00:00:00.000","2019-12-30T00:00:00.000",,"2021-12-30T00:00:00.000",,
"1ST CHOICE CONSTRUCTION INC","1STCHCC921OE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602813635","Wesco Insurance Co","46WB012324","12000","2012-12-19T00:00:00.000","2012-12-30T00:00:00.000",,"2020-01-02T00:00:00.000",,
"1ST CHOICE CUSTM DSGN CNST INC","1STCHCC951NT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602505843","American Contractors Indem CO","100063637","12000","2009-02-26T00:00:00.000","2009-03-01T00:00:00.000","Until Canceled",,,
"1ST CHANCE ELECTRIC INC","1STCHCE790ON","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604778460","Merchants Bonding Co (Mutual)","WA5662304","4000","2021-09-15T00:00:00.000","2021-09-01T00:00:00.000","Until Canceled",,,
"1ST CHOICE GLASS AUTO&HOME","1STCHCG815QR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603454564","HARTFORD INSURANCE CO THE MIDWEST","57BSBIL0559","12000","2021-09-02T00:00:00.000","2021-09-04T00:00:00.000","Until Canceled",,,
"1ST CHOICE GLASS AUTO&HOME","1STCHCG815QR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603454564","Navigators Ins Co","NAV00008131","12000","2019-11-19T00:00:00.000","2019-11-19T00:00:00.000",,"2021-09-04T00:00:00.000",,
"1ST CHOICE HOME IMPRVMNT INC","1STCHCH837M4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604113190","Ironshore Indemnity Inc","SUR40014937","12000","2017-07-24T00:00:00.000","2017-07-14T00:00:00.000","07/10/2019",,,
"1ST CHOICE HOME IMPRVMNT INC","1STCHCH837M4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604113190","Lexon Ins Co","9825797","12000","2019-05-24T00:00:00.000","2019-07-10T00:00:00.000","Until Canceled",,,
"1st Choice Home Const Co","1STCHCH889BZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603158796","Wesco Insurance Co","46wb012325","12000","2012-12-19T00:00:00.000","2012-12-29T00:00:00.000",,"2018-02-02T00:00:00.000",,
"1st Choice Home Const Co","1STCHCH889BZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603158796","Lexon Ins Co","9820318","12000","2018-02-12T00:00:00.000","2018-02-12T00:00:00.000","Until Canceled",,,
"1ST CHOICE LANDSCAPING","1STCHCL857MG","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","602864335","American Contractors Indem CO","100357599","12000","2017-07-27T00:00:00.000","2017-07-27T00:00:00.000","03/21/2018",,,
"1ST CHOICE LANDSCAPES","1STCHCL885CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603172008","American Contractors Indem CO","100239693","6000","2014-03-27T00:00:00.000","2014-01-24T00:00:00.000","Until Canceled",,,
"1ST CHOICE PLUMBING/REPAIR LLC","1STCHCP793NE","PC","PLUMBING CONTRACTOR","A","ACTIVE","604664586","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK7949","6000","2021-07-28T00:00:00.000","2021-07-12T00:00:00.000","Until Canceled",,,
"1st Choice Plumbing & Rep. LLC","1STCHCP796DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604664586","HARTFORD INSURANCE CO THE MIDWEST","57bsbim8814","12000","2021-10-27T00:00:00.000","2021-11-01T00:00:00.000","Until Canceled",,,
"1st Choice Plumbing & Rep. LLC","1STCHCP796DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604664586","Navigators Ins Co","NAV00011239","12000","2021-03-17T00:00:00.000","2021-01-15T00:00:00.000",,"2021-11-03T00:00:00.000",,
"1st Choice Plumbing & Repair","1STCHCP812P5","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604526607","HARTFORD INSURANCE CO THE MIDWEST","57bsbim8814","12000","2021-10-27T00:00:00.000","2021-11-01T00:00:00.000",,"2021-10-27T00:00:00.000",,
"1st Choice Plumbing & Repair","1STCHCP812P5","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604526607","Navigators Ins Co","NAV00011239","12000","2019-10-25T00:00:00.000","2019-11-01T00:00:00.000",,"2021-11-03T00:00:00.000",,
"1ST CHOICE PAINTING & RMDLING","1STCHCP836L3","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603193073","Wesco Insurance Co","46WB081993","12000","2017-06-23T00:00:00.000","2017-04-24T00:00:00.000",,"2018-01-15T00:00:00.000",,
"1ST CHOICE R CONSTRUCTION LLC","1STCHCR846KR","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603617131","Ironshore Indemnity Inc","SUR40009582","12000","2016-05-19T00:00:00.000","2016-05-16T00:00:00.000","02/07/2019",,,
"1ST CHOICE RESTORATION INC","1STCHCR950ME","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602450267","CBIC","FB5331","12000","2005-07-05T00:00:00.000","2005-06-22T00:00:00.000","Until Canceled",,,
"1ST CHOICE SIDING LLC","1STCHCS941BS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602563100","Wesco Insurance Co","46WB020505","6000","2013-03-22T00:00:00.000","2013-04-20T00:00:00.000",,"2020-04-24T00:00:00.000",,
"1ST CHOICE SIDING LLC","1STCHCS941BS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602563100","Navigators Ins Co","NAV00020509","6000","2020-03-25T00:00:00.000","2020-04-20T00:00:00.000","04/22/2021",,,
"1ST CHOICE SIDING LLC","1STCHCS941BS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602563100","Navigators Ins Co","NAV00020509","12000","2021-05-04T00:00:00.000","2021-04-22T00:00:00.000",,"2022-04-20T00:00:00.000",,
"1ST CHOICE SIDING LLC","1STCHCS941BS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602563100","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN5079","12000","2022-03-28T00:00:00.000","2022-04-20T00:00:00.000","Until Canceled",,,
"1ST CHOICE PLUMBING INC","1STCHPI011BN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601895478","American Contractors Indem CO","100229897","6000","2013-09-13T00:00:00.000","2013-09-18T00:00:00.000","Until Canceled",,,
"1ST CLASS GLASS INC","1STCLCG833JL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604044724","Western Surety Co","63159384","6000","2017-04-13T00:00:00.000","2017-04-13T00:00:00.000","08/11/2017",,,
"1ST CLASS GLASS INC","1STCLCG833JL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604044724","Western Surety Co","63159384","12000","2017-08-11T00:00:00.000","2017-08-11T00:00:00.000","Until Canceled",,,
"1ST CLASS GLASS INC","1STCLCG862RP","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603460183","American Contractors Indem CO","100264493","6000","2014-12-17T00:00:00.000","2014-12-15T00:00:00.000",,"2017-01-31T00:00:00.000",,
"1st Fire Solutions LLC","1STFIFS861DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603380886","Navigators Ins Co","NAV00017388","6000","2020-02-12T00:00:00.000","2020-03-05T00:00:00.000","Until Canceled",,,
"1st Fire Solutions LLC","1STFIFS861DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603380886","Wesco Insurance Co","46WB043870","6000","2014-03-06T00:00:00.000","2014-03-05T00:00:00.000",,"2020-03-07T00:00:00.000",,
"1st GENESIS CONSTRUCTION LLC","1STGEGC811B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604385943","NORTH RIVER INSURANCE COMPANY THE","46CF802745","12000","2022-01-20T00:00:00.000","2022-01-22T00:00:00.000","Until Canceled",,,
"1st GENESIS CONSTRUCTION LLC","1STGEGC811B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604385943","Wesco Insurance Co","46WB099997","12000","2019-01-22T00:00:00.000","2019-01-22T00:00:00.000",,"2021-01-22T00:00:00.000",,
"1st GENESIS CONSTRUCTION LLC","1STGEGC811B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604385943","Navigators Ins Co","NAV00035618","12000","2020-12-18T00:00:00.000","2021-01-22T00:00:00.000",,"2022-01-22T00:00:00.000",,
"1ST GENERATION ELECTRIC LLC","1STGEGE782KE","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604904076","Platte River Ins Co","AM3275947","4000","2022-05-05T00:00:00.000","2022-05-02T00:00:00.000","Until Canceled",,,
"1st Group Contracting LLC","1STGRGC838RO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604177898","United States Fire Insurance Co","615174006","6000","2019-12-19T00:00:00.000","2019-12-18T00:00:00.000","Until Canceled",,,
"1st Group Contracting LLC","1STGRGC838RO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604177898","Ironshore Indemnity Inc","SUR40016813","6000","2017-12-20T00:00:00.000","2017-12-18T00:00:00.000",,"2019-12-18T00:00:00.000",,
"1ST PLACE CONCRETE LLC","1STPLPC856DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603487327","United States Fire Insurance Co","615984412","12000","2015-03-17T00:00:00.000","2015-03-07T00:00:00.000","Until Canceled",,,
"1ST PLACE STRIPING","1STPLPS948M8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601354900","Navigators Ins Co","NAV00030497","6000","2020-08-14T00:00:00.000","2020-08-23T00:00:00.000","Until Canceled",,,
"1ST PLACE STRIPING","1STPLPS948M8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601354900","Wesco Insurance Co","46WB002594","6000","2012-08-13T00:00:00.000","2012-08-23T00:00:00.000",,"2020-08-24T00:00:00.000",,
"1ST PROSERVICE LLC","1STPRPL807JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589881","Ohio Cas Ins Co","999043785","12000","2020-04-03T00:00:00.000","2020-04-02T00:00:00.000","Until Canceled",,,
"1ST PRECISION PAINTING","1STPRPP843OL","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603246662","Wesco Insurance Co","46wb079657","12000","2016-09-13T00:00:00.000","2016-09-09T00:00:00.000","03/09/2018",,,
"1ST PROPANE OF WHATCOM CTY INC","1STPRWC001BG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601980267","Hudson Insurance Company","10060840","12000","2017-08-04T00:00:00.000","2017-10-06T00:00:00.000","Until Canceled",,,
