"intent_id","project_id","agencyname","awarding_agency_address","agencycontact","agencyphone","prime_company_name","prime_phone_number","prime_contractor_reg_number","prime_ubi_number","bid_due_date","cntrct_award_dt","contractname","contractnumber","projectlocation","amount","application_received_date","city","anysubcontractor","anyapprentices","cntrct_amt","time_matr_flg","allworksubcontracted","owner_operatorsworked","numberofowner_operatorworked","yourcompanyemployeesworked","omwbe_certification","license","ubi","companyname","phone","email","companyaddress1","companyaddress2","companycity","companystate","companyzip","insuranceaccount","hiringcomapanylicense","hiringcomapanyubi","hiringcompanyname","hiringcomapanyinsuranceaccount","expected_start_dt","primeintent"
"1171893","908402","ENTERPRISE SERVICES, WASH STATE DEPT OF","PO BOX 41012 OLYMPIA, WA - 98504","Jonathan Martin","360-239-3350","LINCOLN CONSTRUCTION INC","2538476414","LINCOCI156JH","600536695","2019-12-17T00:00:00.000","2020-02-12T00:00:00.000","Automotive Technology Building Renovation & Expansion","2014-022 G (2-1)","6000 16th Ave SW
Seattle, WA 98106","16483650.00","2021-08-24T00:00:00.000","Seattle","Yes","No","11960","False","No","No","0","Yes","false","WHCRECI115D5","600379346","W H CRESS COMPANY INC","5032334972","jenn@whcress.com","1824 BICKFORD AVE UNIT F",,"SNOHOMISH","WA","98290","53953700","LINCOCI156JH","600536695","LINCOLN CONSTRUCTION INC",,"2021-08-23T00:00:00.000","1038348"
"1171892","976392","PASCO SCHOOL DISTRICT #1","1215 W. Lewis Street PASCO, WA - 99301 4098","Annette Lafeur","509-416-7575","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-04-29T00:00:00.000","2020-04-29T00:00:00.000","Whittier Elementary Kitchen Doors","Whittier Elementary","616 N Wehe Ave","2060.90","2021-08-24T00:00:00.000","Pasco","No","No","2060.9","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-04-29T00:00:00.000","1171892"
"1171891","968442","SNOHOMISH COUNTY PUBLIC UTILITY DISTRICT #1","PO BOX 1107  EVERETT WA 98206","Sharon Christie","425-783-5564","BERRY SIGN SYSTEMS","4257768835","BERRYSS857B7","603454590","2021-06-24T00:00:00.000","2021-06-25T00:00:00.000","Vinyl Sign Installation","PO 4500070502","17602 59th Ave NE, Arlington WA","1265.99","2021-08-24T00:00:00.000","Arlington",,"No","1265.99",,"No","No","0","Yes","false","BERRYSS857B7","603454590","BERRY SIGN SYSTEMS",,"stacia@berrysign.com","5002 S. Washington St",,"TACOMA","WA","98409","52181900",,,,,,
"1171890","962804","TRANSPORTATION, WASH STATE DEPT OF","PO BOX 47420  OLYMPIA WA 98504-7420","Susan Fell, P.E.","360-905-1501","GRANITE CONSTRUCTION COMPANY","8317684086","GRANICC916DL","409023062","2021-05-05T00:00:00.000","2021-05-14T00:00:00.000","SR 501, I-5 to W 26th Ave Ext Vic Including Couplet - Paving - 009685","009685","SR 501, MP 0.00 TO MP 2.32","2449449.00","2021-08-24T00:00:00.000","Vancouver","No","No",,"True","No","Yes","1","No","false",,"602518727","MCS TRUCKING INC.","3606670276","mcstruckinginc@aol.com","27120 NE 69TH AVE",,"BATTLEGROUND","WA","98604",,"GRANICC916DL","409023062","GRANITE CONSTRUCTION COMPANY",,"2021-08-18T00:00:00.000","1169420"
"1171889","976391","SUNNYSIDE SCHOOL DISTRICT #201","1110 S 6TH ST SUNNYSIDE, WA - 98944","JEREMY HAZZARD","509-840-2147","ABC FIRE CONTROL INC","5094533434","ABCFII*981KU","601289772","2021-08-01T00:00:00.000","2021-08-09T00:00:00.000","INSPECTIONS","JEREMY","3800 VANBELLE RD
1801 E EDISON
1220 N 16 ST
916 N 16 ST
810 16 ST
1101 S 9 ST
2101 E LINCOLN AVE
1700 LINCOLN
1831 E EDISON AVE","2272.20","2021-08-24T00:00:00.000","Sunnyside","No","No","2272.2","False","No","No","0","Yes","false","ABCFII*981KU","601289772","ABC FIRE CONTROL INC","5094533434","elaine@abcfirecontrol.com","PO BOX 10353",,"YAKIMA","WA","98909","19463500",,,,,"2021-08-09T00:00:00.000","1171889"
"1171888","976390","PASCO SCHOOL DISTRICT #1","1215 W. Lewis Street PASCO, WA - 99301 4098","Rick Hixon","509-545-1881","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-09-08T00:00:00.000","2020-09-08T00:00:00.000","Whittier Elementary","52854","616 N Wehe Ave","847.08","2021-08-24T00:00:00.000","Pasco","No","No","847.08","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-09-08T00:00:00.000","1171888"
"1171887","976389","PUBLIC UTILITY DISTRICT NO. 1 OF BENTON COUNTY","PO BOX 6270 KENNEWICK, WA - 99337","John Schafer","509-582-1258","MOON SECURITY SRVS INC","5095451881","MOONSS*246P8","600070525","2021-08-20T00:00:00.000","2021-08-24T00:00:00.000","Benton County PUD","54876","1500 S Ely Bldg 2 - 5
Kennewick, WA 
99336","4892.20","2021-08-24T00:00:00.000","Kennewick","No","No","4892.2","False","No","No","0","Yes","false","MOONSS*246P8","600070525","MOON SECURITY SRVS INC","5095451881","malvarez@moonsecurity.com","PO DRAWER B",,"PASCO","WA","99302","89740400",,,,,"2021-10-12T00:00:00.000","1171887"
"1171886","946256","FERNDALE, CITY OF","PO BOX 936 FERNDALE, WA - 98248","Kevin Renz","360-685-2376","TIGER CONSTRUCTION LTD","3609667252","TIGERCL121MA","601090108","2020-11-23T00:00:00.000","2020-12-18T00:00:00.000","Municipal Court Remodel","FA2020-01","5694 2ND AVE 
FERNDALE WA 98248","557462.52","2021-08-24T00:00:00.000","Ferndale","No","Yes","3592","False","No","Yes","1","Yes","false","NORTHSM918C4","602894851","NORTHWEST SHEET METAL","4257541258","steve@northwestsheetmetal.com","15143 140th Lane SE",,"YELM","WA","98597","17315800","AXIOMD7920CF","602776181","AXIOM DIVISION 7",,"2021-07-28T00:00:00.000","1114661"
"1171885","976388","PASCO SCHOOL DISTRICT #1","1215 W. Lewis Street PASCO, WA - 99301 4098","Rick Nixon","509-545-1881","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-07-30T00:00:00.000","2020-07-30T00:00:00.000","Whittier Elementary","52854","616 N Wehe Ave","1954.80","2021-08-24T00:00:00.000","Pasco","No","No","1954.8","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-07-30T00:00:00.000","1171885"
"1171884","976385","Eastern State Hospital","PO Box 800 Medical Lake, WA - 99022-0800","Chris Kern","509-496-9467","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-09-16T00:00:00.000","2020-09-16T00:00:00.000","Westlake Hospital","PR2020307","1451 W Maple Street","904.96","2021-08-24T00:00:00.000","Medical Lake","No","No","904.96","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-09-16T00:00:00.000","1171884"
"1171883","976384","WASHINGTON STATE UNIVERSITY - SPOKANE","601 W FIRST AVE SPOKANE, WA - 99201-3899","Quinton Jacobs","509-368-6947","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-09-15T00:00:00.000","2020-09-15T00:00:00.000","WSU Clinical Research","K824795","412 E Spokane Falls Blvd","614.20","2021-08-24T00:00:00.000","Spokane","No","No","614.2","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-09-15T00:00:00.000","1171883"
"1171882","976354","COWLITZ COUNTY FACILITIES MAINT DEPT","207 - 4TH AVE N  KELSO WA 98626-4124","Jennie Spain","360-577-3065 x6985","RAWHIDE ELECTRIC SERVICES LLC","3605773860","RAWHIES947L3","602616258","2021-06-30T00:00:00.000","2021-06-30T00:00:00.000","CALL OUT to evaluate HVAC equipment & system","21-1775","Jail - 1925 1st Ave, Longview, WA  98632
911 Call Center - 312 1st Ave, Kelso, WA  98626
Shop - 200 SW 1st Ave. Kelso, WA  98626
Annex - 207 4th Ave N, Kelso, WA  98626","1706.90","2021-08-24T00:00:00.000","Longview",,"No","1706.9",,"No","No","0","Yes","false","RAWHIES947L3","602616258","RAWHIDE ELECTRIC SERVICES LLC",,"susan@rawhideelectric.com","1450 SCHAFFRAN RD",,"CASTLE ROCK","WA","98611","11599800",,,,,,
"1171880","925638","VANCOUVER SCHOOL DISTRICT #37","PO BOX 8937  VANCOUVER WA 98668-8937","Kathleen O'Claire","360-313-1344 x_____","ROBERTSON & OLSON CONST INC","3606994724","ROBEROC027BA","601838450","2018-10-09T00:00:00.000","2018-10-09T00:00:00.000","Columbia River High School Addition and Modernization","9791819044","800 NW 99 St, Vancouver, WA 98665","15856375.85","2021-08-24T00:00:00.000","Vancouver","No","No",,"True","No","Yes","1","No","false",,"602518727","MCS TRUCKING INC.","3606670276","mcstruckinginc@aol.com","27120 NE 69TH AVE",,"BATTLEGROUND","WA","98604",,"VANCOPC123DU","601066880","VANCOUVER PAVING CO",,"2021-08-11T00:00:00.000","1072703"
"1171877","976381","KENNEWICK SCHOOL DISTRICT #17","622 N KELLOGG KENNEWICK, WA - 99336","Ryan Jones","509-222-6810","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-10-08T00:00:00.000","2020-10-08T00:00:00.000","Washington Elementary","439774","105 W 21st Ave","2592.93","2021-08-24T00:00:00.000","Kennewick","No","No","2592.93","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-10-08T00:00:00.000","1171877"
"1171876","974876","BLACK DIAMOND, CITY OF","PO BOX 599 BLACK DIAMOND, WA - 98010","Seth Boettcher","360-851-4500","Pacific Civil & Infrstrctr Inc","2538743965","PACIFCI867J8","603389830","2021-06-23T00:00:00.000","2021-08-04T00:00:00.000","Black Diamond Springs Transm Main Replc","PCI 193","29301 SE Green River Gorge Road			
Black Diamond, WA 98010			
UNINCORP. KING COUNTY","2120443.51","2021-08-24T00:00:00.000","Black Diamond","No","No","26500","False","No","No","0","Yes","false","KEMPW**126DE","601071640","KEMP WEST INC","4253345572","CAITLIN@KEMPWEST.COM","3800 SINCLAIR AVENUE",,"SNOHOMISH","WA","98290","91953700","PACIFCI867J8","603389830","PACIFIC CIVIL & INFRSTRCTR INC",,"2021-08-30T00:00:00.000","1168688"
"1171875","976380","BREMERTON, CITY OF","239 4TH ST BREMERTON, WA - 98337","Dave Carter","360-473-5333","PETERSEN BROTHERS INC","2538638136","PETERBI187NZ","600072474","2021-04-06T00:00:00.000","2021-08-04T00:00:00.000","Tracyton Beach Rd","Tracyton","Tracyton Beach Road","69313.29","2021-08-24T00:00:00.000","Bremerton","No","No","69313.29","False","No","No","0","Yes","false","PETERBI187NZ","600072474","PETERSEN BROTHERS INC","2538638136","kim@petersenbrothers.com","2008 E VALLEY HWY",,"SUMNER","WA","98390","59843600",,,,,"2021-08-30T00:00:00.000","1171875"
"1171874","969832","Everett School District","PO BOX 2098 EVERETT, WA - 98203","Steven Krause","425-385-4196","PIPE CONSTRUCTION INC","4254137473","PIPECCI910B1","602887241","2021-05-28T00:00:00.000","2021-06-01T00:00:00.000","Penny Creek Elementary School Boiler Replacement","18:20/21","4117 132nd St SE  Everett, WA 98208","301060.80","2021-08-24T00:00:00.000","Everett","No","No","10200","False","No","No","0","Yes","false","STATIEI872OZ","603323850","STATIC ENERGY INC","2067188481","toddkahl@staticenergyinc.com","17600 105th Ave SE",,"SNOHOMISH","WA","98296","26994000","ATSAUI*131CJ","600647391","A T S AUTOMATION INC",,"2021-07-27T00:00:00.000","1158661"
"1171873","976379","WENATCHEE, CITY OF","PO BOX 519 WENATCHEE, WA - 98807 0519","Alisa Webb","206-755-4256","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","JOHNSCF837PB","602113334","2020-09-29T00:00:00.000","2020-09-29T00:00:00.000","City of Wenatchee","City of Wenatchee","1350 McKitrtrick St","2437.46","2021-08-24T00:00:00.000","Wenatchee","No","No","2437.46","False","No","No","0","Yes","false","JOHNSCF837PB","602113334","JOHNSON CONTROLS FIRE PRTTN LP","5095346055","jamie.drowley@jci.com","ATTN:  LICENSING DEPT",,"BOCA RATON","FL","33431","01162900",,,,,"2020-09-29T00:00:00.000","1171873"
"1171872","792864","METRO PARKS DISTRICT OF TACOMA","4702 S 19TH ST
TACOMA, WA - 98405-1175","Roger Stanton","2533051000","GUY F ATKINSON CONST LLC","4252557551","GUYFACL003R8","602085504","2015-09-22T00:00:00.000","2016-06-01T00:00:00.000","Point Defiance Waterfront Phase 1","2015150J","5400 N. Pearl St.
Tacoma, WA  98407","21400000.00","2021-08-24T00:00:00.000","Tacoma","No","No","12078.3","False","No","No","0","Yes","false","SNELLCS982JE","601626799","SNELL CRANE SERVICE INC","3608670198","michelle@snellcrane.com","333 RON LEE LANE NW",,"OLYMPIA","WA","98502","89954800","GUYFACL003R8","602085504","GUY F ATKINSON CONST LLC",,"2017-05-19T00:00:00.000","764245"
"1171870","974643","BELLEVUE, CITY OF","PO BOX 90012 BELLEVUE, WA - 98009","Erikka Hildonen","425-452-5280","R C N W","4252549999","RCNW*CN978L6","602286010","2021-07-01T00:00:00.000","2021-07-19T00:00:00.000","Eastgate Annexation Area Curb Ramp Upgrades","21065",,"749367.50","2021-08-24T00:00:00.000","Bellevue","No","No","23960","False","No","Yes","1","Yes","false","JBASPBA872K1","603225723","J B ASPHALT PAVING INC","2067143271","Office@jbasphalt.com","22228 95th PL W",,"EDMONDS","WA","98020","24359400","RCNW*CN978L6","602286010","R C N W",,"2021-08-21T00:00:00.000","1168247"
"1171869","974495","King County","401 5th Ave. Seattle, WA - 98104","Trisha Roth","206-263-1964","3 KINGS ENVIRONMENTAL INC","3608875464","3KINGEI036K3","601705284","2021-04-13T00:00:00.000","2021-06-18T00:00:00.000","Large Aircraft Parking Phase 1 - Demolition","CK000145","7277 Perimeter Rd S
Seattle, WA 98108","880375.00","2021-08-24T00:00:00.000","Seattle","No","No","80987.5","False","No","No","0","Yes","false","CPFENPF882ME","603210811","C & P FENCING","3608021059","evansd@comcast.net","1516 CHINOOK AVE",,"ENUMCLAW","WA","98022","24014000","3KINGEI036K3","601705284","3 KINGS ENVIRONMENTAL INC",,"2021-09-01T00:00:00.000","1167938"
"1171868","976378","SNOHOMISH SCHOOL DISTRICT #201","1601 AVENUE D SNOHOMISH, WA - 98290","Heidi Chaffee","360-563-7242","TRI MECHANICAL INC","4253916016","TRIMEI*044KB","601709252","2021-06-21T00:00:00.000","2021-06-22T00:00:00.000","3D print room venting","1962000187","Snohomish High school
1316 5th St
Snohomish, WA 98290","12310.12","2021-08-24T00:00:00.000","Snohomish","Yes","No","12310.12","False","Yes","No","0","No","false","TRIMEI*044KB","601709252","TRI MECHANICAL INC","4253916016","elisa@trimechanical.com","1824 - 130TH AVE NE STE 1",,"BELLEVUE","WA","98005","91198000",,,,,"2021-08-06T00:00:00.000","1171868"
"1171867","959868","SOCIAL AND HEALTH SERVICES, WASH STATE DEPT OF","PO BOX 45848 OLYMPIA, WA - 98504-5848","Mardi Kerstetter","360-485-5540","TRANSWESTERN REAL EST SVCS INC","3604358625","TRANSI*213DE","600282803","2021-03-30T00:00:00.000","2021-03-30T00:00:00.000","21-027  CV2 - ADA Operators - DSHS","21-027","724 Quince Street SE
Olympia WA, 98501","22225.59","2021-08-24T00:00:00.000","Olympia","No","Yes","1301.85","False","No","No","0","Yes","false","CAPITEI330NQ","600107412","CAPITAL ELECTRIC INC","3603573237","josh@capitalelectricwa.com","PO Box 1696",,"OLYMPIA","WA","98507","16202001","TRANSI*213DE","600282803","TRANSWESTERN REAL EST SVCS INC",,"2021-06-14T00:00:00.000","1139972"
"1171866","976377","LYNDEN SCHOOL DISTRICT #504","1203 BRADLEY RD LYNDEN, WA - 98264","ANNEKE HOFFORD","360-354-4443","SECURITY SOLUTIONS NORTHWEST","3607344940","SECURSN954JG","600528172","2019-02-13T00:00:00.000","2021-05-21T00:00:00.000","LSD VOSSBECK CAMS FA 01","1602000532",,"7927.49","2021-08-24T00:00:00.000","Lynden","No","No","7927.49","False","No","No","0","Yes","false","SECURSN954JG","600528172","SECURITY SOLUTIONS NORTHWEST","3607344940","ninah@ssnw.co","1619 N STATE ST",,"BELLINGHAM","WA","98225","33678300",,,,,"2021-08-09T00:00:00.000","1171866"
"1171864","976376","Yakima County Facilities Services","18 East Lincoln Ave Yakima, WA - 98901","Brian Griff","509-574-2416","SOUSLEY SOUND INC","5092484848","SOUSLSI153MT","397020834","2021-06-23T00:00:00.000","2021-06-30T00:00:00.000","YC District Courtroom Speaker Cable Relocation","84664","128 N. 2nd Street, Yakima, WA","3129.87","2021-08-24T00:00:00.000","Yakima","No","No","3129.87","False","No","No","0","Yes","false","SOUSLSI153MT","397020834","SOUSLEY SOUND INC","5092484848","kay@sousley.com","1005 TIETON DR",,"YAKIMA","WA","98902","26807600",,,,,"2021-08-21T00:00:00.000","1171864"
"1171860","953638","SKAGIT COUNTY","700 SOUTH 2ND ST MT VERNON, WA - 98273","Marie Henry","360-416-1355","TIGER CONSTRUCTION LTD","3609667252","TIGERCL121MA","601090108","2021-02-08T00:00:00.000","2021-02-25T00:00:00.000","Pressentin Park Side Channel Restoration and Recreational Improvements Project","16-1730","60060 WA-20
Marblemount WA 98267","1826114.00","2021-08-24T00:00:00.000","Marblemount","No","No","4100","False","No","No","0","Yes","false","SWINBE*124L1","600601498","SWINBURNSON ENTERPRISES","3603544010","barbswin@gmail.com","1057 BIRCH BAY LYNDEN RD",,"LYNDEN","WA","98264","49442001","TIGERCL121MA","601090108","TIGER CONSTRUCTION LTD",,"2021-09-13T00:00:00.000","1127587"
"1171858","976375","BATTLE GROUND, CITY OF","109 SW 1ST STREET BATTLE GROUND, WA - 98604","Mark Herceg","360-342-5075","FIRE SYSTEMS WEST INC","2538331248","FIRESWI140B1","600602737","2021-05-19T00:00:00.000","2021-05-19T00:00:00.000","Battleground City Hall FA Upgrade",,"109 SW 1st Street
Battle Ground, WA 98604","24701.09","2021-08-24T00:00:00.000","Battle Ground","No","No","24701.09","False","No","No","0","Yes","false","FIRESWI140B1","600602737","FIRE SYSTEMS WEST INC","2538331248","valerieh@firesystemswest.com","206 FRONTAGE RD N STE C",,"PACIFIC","WA","98047","50233800",,,,,"2021-08-01T00:00:00.000","1171858"
"1171856","976373","RICHLAND SCHOOL DISTRICT #400","615 SNOW AVE RICHLAND, WA - 99352","Jeff Lettau","509-967-6018","CRAFTSMAN CBNTS & FLRCVRNG INC","5099430637","CRAFTCF055JL","601603571","2021-08-10T00:00:00.000","2021-08-16T00:00:00.000","RHS Rm 1093","PG220086","930 Long Ave Richland WA 99352","14118.00","2021-08-24T00:00:00.000","Richland","Yes","No","14118","False","Yes","No","0","No","false","CRAFTCF055JL","601603571","CRAFTSMAN CBNTS & FLRCVRNG INC","5099430637","SHAWN@CRAFTSMANCFC.COM","122 WELLSIAN WAY",,"RICHLAND","WA","99352","28735402",,,,,"2021-08-25T00:00:00.000","1171856"
"1171855","968101","TACOMA SCHOOL DISTRICT #10","3321 S UNION AVE TACOMA, WA - 98409","Greg Stidham","253-254-1435","PROSSER CONSTRUCTION LLC","3608708881","PROSSCL833MK","603062407","2021-06-15T00:00:00.000","2021-06-17T00:00:00.000","Mckinley Access Control Improvements","Mk617","3702 McKinley Ave
Tacoma, WA 98409","34299.22","2021-08-24T00:00:00.000","Tacoma","No","Yes","4420","False","No","No","0","Yes","false","ACCESWG966LJ","602401671","ACCESS WINDOWS & GLASS LLC","2537708787","accounting@accesswindowsandglass.com","3423 Chapel St S",,"LAKEWOOD","WA","98499","06726800","PROSSCL833MK","603062407","PROSSER CONSTRUCTION LLC",,"2021-09-16T00:00:00.000","1155358"
"1171854","976372","CENTRAL WASHINGTON UNIVERSITY","400 E 8TH AVE ELLENSBURG, WA - 98926-7523","Brooke Richardson","509-963-2055","BF POWER VAC","5095888404","BFPOWPV908PG","602429670","2021-08-11T00:00:00.000","2021-08-11T00:00:00.000","Boiler Cleaning","8/24/2021","400 University Way
Ellensburg, WA 98926","2664.18","2021-08-24T00:00:00.000","Ellensburg","No","No","2664.18","False","No","Yes","1","Yes","false","BFPOWPV908PG","602429670","BF POWER VAC","5095888404","tammy@bfpv.com","97810 E BRANDON DR",,"KENNEWICK","WA","99338","21413200",,,,,"2021-08-24T00:00:00.000","1171854"
"1171851","976361","WALLA WALLA SCHOOL DISTRICT #140","325 S PARK ST  WALLA WALLA WA 99362","Stacy Ann Shake","509-527-3018","WALLA WALLA ELECTRIC CO INC","5095258672","WALLAWE258KK","600179386","2021-06-07T00:00:00.000","2021-06-07T00:00:00.000","T/S Fire Alarm @ Sharpstein","78445","410 S. Howard St.
Walla Walla, WA  99362","1413.98","2021-08-24T00:00:00.000","WALLA WALLA",,"No","1413.98",,"No","No","0","Yes","false","WALLAWE258KK","600179386","WALLA WALLA ELECTRIC CO INC",,"suzi@wwelectric.com","1225 W POPLAR",,"WALLA WALLA","WA","99362","35776000",,,,,,
"1171850","976368","SUMNER SCHOOL DISTRICT #320","1202 WOOD AVE SUMNER, WA - 98390","Heather Bedwell","253-576-7491","MECHANICAL SERV & INTRGRTN LLC","2067677140","MECHASI821CF","604178724","2021-08-08T00:00:00.000","2021-08-08T00:00:00.000","Bonney Lake Elementary","1462021009",,"779.31","2021-08-24T00:00:00.000","Bonney Lake","No","No","779.31","False","No","No","0","Yes","false","MECHASI821CF","604178724","MECHANICAL SERV & INTRGRTN LLC","2067677140","EReagan@mechanicalsales.com","P.O. BOX 80565",,"SEATTLE","WA","98108","34714601",,,,,"2021-08-09T00:00:00.000","1171850"
