"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","businesstypecode","businesstypecodedesc","ubi","authorizedsigner","signerrole"
"APEX SIGN COMPANY LLC","APEXSSC7811D","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604897204",,
"APEX TOWER CRANE INC","APEXTTC929DG","LC","ELEVATOR CONTRACTOR","C","Corporation","602792469",,
"A-PHASE ELECTRIC LLC","PHASEEL911NJ","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602942046",,
"APH Electric Inc","APHELEI853MO","EC","ELECTRICAL CONTRACTOR","C","Corporation","603520559",,
"API ELECTRIC","APIELE*811MU","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604125453",,
"API National Service Group INC","APINANS827MP","EC","ELECTRICAL CONTRACTOR","C","Corporation","602973013",,
"A Plus LLC","PLUSLPL857KG","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602959560",,
"A-PLUS WATER SERVICES INC","APLUSWS949RM","EC","ELECTRICAL CONTRACTOR","C","Corporation","602150752",,
"A-PLUS WATER SERVICES INC","PLUSWWS7892B","EC","ELECTRICAL CONTRACTOR","C","Corporation","602150752",,
"A-PLUS WATER SERVICES INC","PLUSWWS789KB","PC","PLUMBING CONTRACTOR","C","Corporation","602150752",,
"AP MECHANICAL","APMECM*794R1","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604765248",,
"APNA ELECTRIC AND TECH SOL LLC","APNAEET790M1","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604775645",,
"APOLLO DRAIN & ROOTER SRVC INC","APOLLDR793OB","PC","PLUMBING CONTRACTOR","C","Corporation","602118032",,
"APOLLO ELECTRICAL SERVICES LLC","APOLLES925CH","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602797513",,
"APOLLO ELECTRIC INC","APOLLEI989LP","EC","ELECTRICAL CONTRACTOR","C","Corporation","602180267",,
"APOLLO MECHANICAL CONTRACTORS","APOLLMC795NR","PC","PLUMBING CONTRACTOR","C","Corporation","600443607",,
"APOLLO PLUMBING LLC","APOLLPL795QN","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603013058","TORRES, DIEGO","Affidavits"
"APOLLO PLUMBING LLC","APOLLPL795QN","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603013058","BAILEY, MARK","Affidavits"
"APOLLO SHEET METAL INC","APOLLSM006J6","EC","ELECTRICAL CONTRACTOR","C","Corporation","600443607","Dearinger, Kasey","Permits"
"APOLLO SHEET METAL INC","APOLLSM006J6","EC","ELECTRICAL CONTRACTOR","C","Corporation","600443607","warner, Gina","Permits"
"APOLLO SHEET METAL INC","APOLLSM006J6","EC","ELECTRICAL CONTRACTOR","C","Corporation","600443607","O'Brien, James Patrick","Affidavits"
"APOLLO SHEET METAL INC","APOLLSM006J6","EC","ELECTRICAL CONTRACTOR","C","Corporation","600443607","Thomas, Jeannette","Permits"
"APOLLO SHEET METAL INC","APOLLSM006J6","EC","ELECTRICAL CONTRACTOR","C","Corporation","600443607","Graves, Kimberley","Affidavits"
"APPLE CITY ELECTRIC LLC","APPLECE986BN","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602164990","Fries, Mike","Permits"
"APPLE CITY ELECTRIC LLC","APPLECE986BN","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602164990","Ells, Mike","Permits"
"APPLE CITY ELECTRIC LLC","APPLECE986BN","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602164990","Harnack, Suzee","Permits"
"APPLE ELECTRIC INC","APPLEEI9305U","EC","ELECTRICAL CONTRACTOR","C","Corporation","602750312",,
"APPLE STATE ELECTRIC INC","APPLESE974J2","EC","ELECTRICAL CONTRACTOR","C","Corporation","602285931",,
"APPLE VALLEY ELECTRIC LLC","APPLEVE942LL","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602616390",,
"APPLE VALLEY PLUMBING","APPLEVP792PK","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603051207",,
"APPLIANCE CLINIC INC","APPLICI905J2","EC","ELECTRICAL CONTRACTOR","C","Corporation","602108579","Rossiter, Jim","Permits"
"Appliance Distributors","APPLID*866RK","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603255529",,
"APPLIANCE DISTRIBUTORS","APPLID*992OR","EC","ELECTRICAL CONTRACTOR","I","Individual","600176402",,
"APPLIANCE MECHANIC","APPLIM*823NN","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603257065",,
"APPLIANCE PRO","APPLIP*998ME","EC","ELECTRICAL CONTRACTOR","I","Individual","600499064",,
"APPLIANCE REPAIR BY BRUCE","APPLIRB981BC","EC","ELECTRICAL CONTRACTOR","I","Individual","601188341",,
"Appliance Repair Plus Inc","APPLIRP853JS","EC","ELECTRICAL CONTRACTOR","C","Corporation","603389178",,
"APPLIANCE REPAIR SPEC INC","APPLIRS886J7","EC","ELECTRICAL CONTRACTOR","C","Corporation","603105698",,
"APPLIANCE SERVICE STATION","APPLISS866P8","EC","ELECTRICAL CONTRACTOR","C","Corporation","603431820",,
"APPLIED BUSINSS COMM OF AZ LLC","APPLIBC781BD","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603138677","Emard, Nick","Permits"
"APPLIED BUSINSS COMM OF AZ LLC","APPLIBC781BD","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603138677","Johnson, Troy","Permits"
"APPLIED BUSINSS COMM OF AZ LLC","APPLIBC781BD","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603138677","Bright, Chris","Permits"
"Applied Power Technologies Inc","APPLIPT822DN","EC","ELECTRICAL CONTRACTOR","C","Corporation","603218870",,
"APPLIED TELECOMM SYSTEMS INC","APPLITS066KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601472826","EARHURT, JEFF","Affidavits"
"APPLIED TELECOMM SYSTEMS INC","APPLITS066KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601472826","PHILLIPS, MATT","Affidavits and Permits"
"APPLIED TELECOMM SYSTEMS INC","APPLITS066KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601472826","COSTE, KELLY","Affidavits"
"APPLIED TELECOMM SYSTEMS INC","APPLITS066KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601472826","Malone, Peter","Permits"
"APPLIED TELECOMM SYSTEMS INC","APPLITS066KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601472826","Bates, Steve","Permits"
"APPL & REFRIG HOSPITAL INC","APPLRRH913K1","EC","ELECTRICAL CONTRACTOR","C","Corporation","600334108",,
"APP-Services","APPSE**791M9","PC","PLUMBING CONTRACTOR","I","Individual","603068696",,
"A P S ELECTRICAL CONT INC","APSELCI981JN","EC","ELECTRICAL CONTRACTOR","C","Corporation","602189522","MEEK, BRIAN T","Permits"
"A P S ELECTRICAL CONT INC","APSELCI981JN","EC","ELECTRICAL CONTRACTOR","C","Corporation","602189522","SLACK, SHERYL R","Affidavits and Permits"
"A P S ELECTRICAL CONT INC","APSELCI981JN","EC","ELECTRICAL CONTRACTOR","C","Corporation","602189522","SLACK, ANDREW P","Affidavits and Permits"
"APS PLUMBING LLC","APSPLPL794OB","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603211585",,
"AQUALINE PLBG ELEC & HTNG LLC","AQUALPE813B9","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604140614",,
"AQUALINE PLBG ELEC & HTNG LLC","AQUALPE782JN","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","604140614",,
"AQUA PUMPS & WELL DRILLING INC","AQUAPPW910BH","EC","ELECTRICAL CONTRACTOR","C","Corporation","602847611","DEBLER, RANDY","Affidavits and Permits"
"AQUA PUMPS & WELL DRILLING INC","AQUAPPW910BH","EC","ELECTRICAL CONTRACTOR","C","Corporation","602847611","DEBLER, RICHARD L","Affidavits and Permits"
"AQUA PUMPS & WELL DRILLING INC","AQUAPPW910BH","EC","ELECTRICAL CONTRACTOR","C","Corporation","602847611","STARK, RANDY","Permits"
"AQUA QUIP","AQUAQQ*819C5","EC","ELECTRICAL CONTRACTOR","C","Corporation","604372731","Schaedler, John","Permits"
"AQUA QUIP","AQUAQQ*819C5","EC","ELECTRICAL CONTRACTOR","C","Corporation","604372731","Quint, Brian","Permits"
"AQUA QUIP","AQUAQQ*819C5","EC","ELECTRICAL CONTRACTOR","C","Corporation","604372731","Sutich, Tom","Permits"
"AQUA QUIP","AQUAQQ*819C5","EC","ELECTRICAL CONTRACTOR","C","Corporation","604372731","Walker, Mike","Permits"
"AQUARIUS PUMP CO INC","AQUARPC010M1","EC","ELECTRICAL CONTRACTOR","C","Corporation","601927813",,
"AQUA SPAS AND POOLS INC","AQUASSP8645Q","EC","ELECTRICAL CONTRACTOR","C","Corporation","603422780",,
"AQUA STAR PLUMBING LLC","AQUASSP780BQ","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603302660",,
"AQUATIC SPECIALTY SERVICES INC","AQUATSS861DF","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602161542",,
"ARCADIA DRILLING INC","ARCADDI971NE","EC","ELECTRICAL CONTRACTOR","C","Corporation","601293524","Mutoli, Julie","Permits"
"ARCADIA DRILLING INC","ARCADDI971NE","EC","ELECTRICAL CONTRACTOR","C","Corporation","601293524","Zack, Jason","Permits"
"ARCADIA DRILLING INC","ARCADDI795OO","PC","PLUMBING CONTRACTOR","C","Corporation","601293524",,
"ARC-ANGEL ELECTRIC LLC","ARCANEL784B8","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604837483",,
"ARC CONSTRUCTION & ELEC LLC","ARCCOCE781LC","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604898706",,
"ARC ELECTRIC & LIGHTING CORP","ARCELLC088KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601371282","SPEIRS, LANCE","Permits"
"ARC ELECTRIC & LIGHTING CORP","ARCELLC088KD","EC","ELECTRICAL CONTRACTOR","C","Corporation","601371282","HARRIS, DYLAN","Permits"
"ARC ELECTRIC LLP","ARCELEL788DD","EC","ELECTRICAL CONTRACTOR","M","Limited Liability Partnership","604854776",,
"Arc Electric & Solar LLC","ARCELES781JR","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604900914",,
"ARC FAULT ELECTRIC","ARCFAFE817KC","EC","ELECTRICAL CONTRACTOR","I","Individual","604432116",,
"Arcfinity Electric","ARCFIE*895N6","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603130465",,
"ARCH ELECTRICAL CONST LLC","ARCHEEC859R3","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603552636",,
"ARCHIE'S PLUMBING SERVICE INC","ARCHIPS783M9","PC","PLUMBING CONTRACTOR","C","Corporation","600449261",,
"ARCON GC LLC","ARCONGL798R9","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604589769","Nalum, Bjorn","Permits"
"ARC SECURITY INTEGRATION INC","ARCSESI862CS","EC","ELECTRICAL CONTRACTOR","C","Corporation","603369579",,
"ARCS & SPARKS ELECTRICAL","ARCSSSE805JO","EC","ELECTRICAL CONTRACTOR","I","Individual","604604340",,
"ARCTIC LIGHTING & ELECTRIC LLC","ARCTILE930DG","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602274397","Stotz, Ceci","Permits"
"ARDENT SERVICES LLC","ARDENSL982N3","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602221835",,
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","GARRETT, APRIL","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Earle, Tim","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","FALLAN, BEVERLY","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Susi, Pam","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","DODGION, JODI","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Templin, Ryan","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Deloria, Mike","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","KROUT, AARON","Affidavits and Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","KROUT, AARON","Affidavits and Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Ochoategui, Roberto","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","HECKROTH, RYAN","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","SCOTT, NIKKI","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","JACOBS, JERALD CLIFTON","Affidavits and Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","WATSON, CHASE","Affidavits and Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","MCGEE, KEEGAN","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Dodgion, Kelsi","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Jimenez, Roberto","Permits"
"AREA HEATING & COOLING INC","AREAHHC8905E","EC","ELECTRICAL CONTRACTOR","C","Corporation","600315637","Riley, Bryce","Permits"
"AREA LIGHTING INC","AREALLI943DA","EC","ELECTRICAL CONTRACTOR","C","Corporation","601575991",,
"ARES HOLDINGS, LLC","ARESHHL804Q4","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603186047",,
"ARGUS NETWORK SOLUTIONS GRP CO","ARGUSNS846KF","EC","ELECTRICAL CONTRACTOR","C","Corporation","603614526",,
"ARIAL ELECTRIC INC","ARIALEI906J9","EC","ELECTRICAL CONTRACTOR","C","Corporation","602895317","Pogosyan, Sergey","Permits"
"ARIES ELECTRIC LLC","ARIESEL794L9","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604735463",,
"ARIES ELECTRIC OF SHELTON INC","ARIESES022MA","EC","ELECTRICAL CONTRACTOR","C","Corporation","601882410",,
"ARIES MECHANICAL INC","ARIESMI788L7","PC","PLUMBING CONTRACTOR","C","Corporation","602149274",,
"ARISTO MECHANICAL CO","ARISTMC781DA","PC","PLUMBING CONTRACTOR","C","Corporation","602861748",,
"A RIVER CITY PLUMBING SERV LLC","RIVERRC782JR","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603012537",,
"ARIZON POOL & SPA","ARIZOPS9604M","EC","ELECTRICAL CONTRACTOR","C","Corporation","602405202",,
"ARK PLUMBING SERVICES INC","ARKPLPS795NL","PC","PLUMBING CONTRACTOR","C","Corporation","603114498",,
"Arlington Electric Inc","ARLINEI833QN","EC","ELECTRICAL CONTRACTOR","C","Corporation","601759192",,
"A & R MECHANICAL INC","RMECHRM850O9","EC","ELECTRICAL CONTRACTOR","C","Corporation","602703815","Nowark, Shawnette","Permits"
"Armstrong Electrical Solutions","ARMSTES857PR","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602698578",,
"ARMSTRONG ELECTRICAL SOLUTIONS","ARMSTES938C7","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602698578",,
"ARNOLD'S APPLIANCE","ARNOLA*922CN","EC","ELECTRICAL CONTRACTOR","C","Corporation","601071250",,
"ARON ELECTRICAL CONST LLC","ARONEEC917DR","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602908198",,
"ARRAY ELECTRIC LLC","ARRAYEL784J8","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604897166",,
"ARROW ELECTRIC","ARROWE*920BT","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602797302",,
"Arrowhead Electric LLC","ARROWEL796DR","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603524430",,
"ARROW INSULATION INC","ARROWII803CG","EC","ELECTRICAL CONTRACTOR","C","Corporation","603047088","Gomes, Whitney","Permits"
"ARROW INSULATION INC","ARROWII803CG","EC","ELECTRICAL CONTRACTOR","C","Corporation","603047088","Rodriguez, Jennifer","Permits"
"Arseneault Automation LLC","ARSENAL866DU","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603230506",,
"A&R Solar","RSOLAS*903JM","EC","ELECTRICAL CONTRACTOR","C","Corporation","602707872","Kozin, David","Permits"
"Art Electrical LLC","ARTELEL839BP","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604074516",,
"ARTEMIS PLUMBING LLC","ARTEMPL796MF","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","604764003",,
"ARTISAN ELECTRIC INC","ARTISEI936L1","EC","ELECTRICAL CONTRACTOR","C","Corporation","602729270",,
"ARTISAN PLUMBING & MECH LLC","ARTISPM797OB","PC","PLUMBING CONTRACTOR","L","Limited Liability Company","603100513",,
"Artizan Electric","ARTIZE*832L6","EC","ELECTRICAL CONTRACTOR","I","Individual","604124065",,
"ART OF PLUMBING, THE","ARTPLP*794NE","PC","PLUMBING CONTRACTOR","C","Corporation","602262906",,
"ARTZI LLC","ARTZIL*911LH","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602804246",,
"ASAP Electric LLC","ASAPEEL807LQ","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604465978",,
"ASAP MECHANICAL LLC","ASAPMML781KW","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604793977",,
"ASAP PLUMBING INC","ASAPPPI787LP","PC","PLUMBING CONTRACTOR","C","Corporation","603382697",,
"Ascend Electric LLC","ASCENEL790L1","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604757414",,
"ASCENDTEK HOLDING LLC","ASCENHL792MP","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604726187",,
"ASCENSION ELECTRIC","ASCENE*890M6","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603126647",,
"ASCENT ELECTRIC LLC","ASCENEL842KQ","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603615869","Nielsen, Karissa","Permits"
"ASCENT ELECTRIC LLC","ASCENEL842KQ","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603615869","Bruckelmyer, Tom","Permits"
"ASCENT MECHANICAL & PLMBNG INC","ASCENMP794OT","PC","PLUMBING CONTRACTOR","C","Corporation","603215615",,
"ASC Process Systems Inc","ASCPRPS869P1","EC","ELECTRICAL CONTRACTOR","C","Corporation","601931817","Page, Tony","Permits"
"A & S ELECTRIC INC","SELECSE924RJ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601689404",,
"ASE LLC","ASELLL*83026","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","604120998",,
"ASET ADV SEC & ELECT TECH INC","ASETAAS938QT","EC","ELECTRICAL CONTRACTOR","C","Corporation","602747204",,
"ASHFORD ELECTRIC & CONST CO","ASHFOEC147QC","EC","ELECTRICAL CONTRACTOR","C","Corporation","600640030",,
"ASHTON ELECTRIC LLC","ASHTOEL861KG","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603397423",,
"ASPEN ELECTRIC LLC","ASPENEL923QQ","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602878397",,
"ASPIRE BUSINESS COMMUNICATIONS","ASPIRBC904PE","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","603041311",,
"AS PLUMBING & WH","ASPLUPW783KQ","PC","PLUMBING CONTRACTOR","I","Individual","603523164",,
"ASSA ABLOY ENTRANCE SYS US INC","ASSAAAE871N2","EC","ELECTRICAL CONTRACTOR","C","Corporation","603273879",,
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Smith, Paul","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Schlimgen, Mike","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","AGGENBACH, BILL","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Peterson, Richard A","Affidavits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Cebulla, Sean","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","King, Tamara","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Wells, Dan","Permits"
"ASSET PROTECTION PRTNRSHP LTD","ASSETPP036JZ","EC","ELECTRICAL CONTRACTOR","C","Corporation","601758333","Fischbeck, Keith","Permits"
"ASSOCIATED ELECTRIC COMPANY","ASSOCEC088NL","EC","ELECTRICAL CONTRACTOR","C","Corporation","601371784",,
"Asteria Controls Inc","ASTERCI809CQ","EC","ELECTRICAL CONTRACTOR","C","Corporation","604563744",,
"ASTOR ELECTRIC LLC","ASTOREL931BU","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602527661",,
"ASTRO SYSTEMS CORP","ASTROSC926L4","EC","ELECTRICAL CONTRACTOR","C","Corporation","601236213",,
"Asurion Dlvy & Inst Svcs Inc","ASURIDI854PO","EC","ELECTRICAL CONTRACTOR","C","Corporation","602254830",,
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Brandes, Kate","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Axtell, Kevin","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Chand, Raja","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","LaDucer, Richard","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Madrigal, Robb","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Cargill, Gwen","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Rieb, Trevor","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Orton, Jakob","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Oller, Tina","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Louzy, John","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Ryder, Matt","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","James, David","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Barker, Gary","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Scheffler, Sean","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Monaghan, Jim","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Price, Jess","Permits"
"AS YOU WISH ELECTRIC","ASYOUYW925NM","EC","ELECTRICAL CONTRACTOR","L","Limited Liability Company","602700559","Bry, Elliot","Permits"
