"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"1ST CHOICE LANDSCAPES","1STCHCL885CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603172008","Scottsdale Ins Co","CPS7322424","1000000","2022-03-09T00:00:00.000","2023-03-09T00:00:00.000",,"2022-06-02T00:00:00.000","L&I Staff","2022-06-02T00:00:00.000","L&I Staff",
"1ST CHOICE LANDSCAPES","1STCHCL885CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603172008","Scottsdale Ins Co","cps7322424","1000000","2022-03-09T00:00:00.000","2023-03-09T00:00:00.000",,"2022-06-02T00:00:00.000","L&I Staff","2022-06-02T00:00:00.000","L&I Staff",
"1ST CHOICE PLUMBING INC","1STCHPI011BN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601895478","Ohio Security Ins Co","BKS53535372","1000000","2016-09-18T00:00:00.000","2023-09-18T00:00:00.000",,"2016-08-16T00:00:00.000","894470","2022-08-18T00:00:00.000","765274","LIBERTY MUTUAL AGENCY CORP"
"1ST CHOICE PLUMBING/REPAIR LLC","1STCHCP793NE","PC","PLUMBING CONTRACTOR","A","ACTIVE","604664586","Contractors Bonding & Insuranc","G11FE1453","1000000","2022-03-17T00:00:00.000","2023-03-17T00:00:00.000",,"2022-02-17T00:00:00.000","15877","2022-02-17T00:00:00.000","15877","GRESS-KINNEY-PARRISH"
"1st Choice Plumbing & Rep. LLC","1STCHCP796DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604664586","Contractors Bonding & Insuranc","G11FE1453","1000000","2022-03-17T00:00:00.000","2023-03-17T00:00:00.000",,"2022-04-06T00:00:00.000","L&I Staff","2022-04-06T00:00:00.000","L&I Staff",
"1st Choice Plumbing & Rep. LLC","1STCHCP796DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604664586","Contractors Bonding & Insuranc","G11FE1453","1000000","2022-03-17T00:00:00.000","2023-03-17T00:00:00.000",,"2022-02-17T00:00:00.000","15877","2022-02-17T00:00:00.000","15877","GRESS-KINNEY-PARRISH"
"1ST CHOICE RESTORATION INC","1STCHCR950ME","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602450267","Starstone Specialty Insurance","M72028220AEM","1000000","2022-03-12T00:00:00.000","2023-03-12T00:00:00.000",,"2022-03-11T00:00:00.000","751463","2022-03-11T00:00:00.000","751463","WESTERN STATES INS AGENCY INC"
"1ST CHOICE SIDING LLC","1STCHCS941BS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602563100","Western World Ins Co","NPP8859980","1000000","2022-04-16T00:00:00.000","2023-04-16T00:00:00.000",,"2022-03-30T00:00:00.000","109782","2022-03-30T00:00:00.000","109782","ALL LINES INSURANCE"
"1ST CLASS GLASS INC","1STCLCG833JL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604044724","Western World Ins Co","NPP8727231","1000000","2022-05-07T00:00:00.000","2023-05-07T00:00:00.000",,"2022-04-29T00:00:00.000","244073","2022-04-29T00:00:00.000","244073","HUMBLE&DAVNPORT INS BROKRS INC"
"1st Fire Solutions LLC","1STFIFS861DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603380886","Hudson Excess Insurance Compan","FSL00041402","1000000","2022-03-05T00:00:00.000","2023-03-05T00:00:00.000",,"2022-02-04T00:00:00.000","0","2022-02-04T00:00:00.000","0","CONOVER INSURANCE INC"
"1st GENESIS CONSTRUCTION LLC","1STGEGC811B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604385943","Obisidian Insurance Company","DBRTM001896-01","1000000","2022-04-27T00:00:00.000","2023-04-27T00:00:00.000",,"2022-04-26T00:00:00.000","792907","2022-04-26T00:00:00.000","792907","HARVEY-MONTEITH INSURANCE"
"1st Group Contracting LLC","1STGRGC838RO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604177898","Atlantic Cas Ins Co","L065011439","1000000","2021-12-23T00:00:00.000","2022-12-23T00:00:00.000",,"2021-12-27T00:00:00.000","0","2021-12-27T00:00:00.000","0","RON ROTHERT INS SERVICES"
"1ST PLACE CONCRETE LLC","1STPLPC856DP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603487327","Ohio Security Ins Co","BLS64448076","1000000","2022-03-07T00:00:00.000","2023-03-07T00:00:00.000",,"2022-03-04T00:00:00.000","238639","2022-03-04T00:00:00.000","238639","CENTRAL WA INS AGENCY INC"
"1ST PLACE STRIPING","1STPLPS948M8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601354900","Ohio Security Ins Co","BLS55150527","1000000","2012-05-01T00:00:00.000","2023-05-01T00:00:00.000",,"2012-05-31T00:00:00.000","708859","2022-04-13T00:00:00.000","844614","HARVEY INS ASSOCIATES LLC"
"1ST PROPANE OF WHATCOM CTY INC","1STPRWC001BG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601980267","GuideOne Mutual Insurance Co","62P10046900","250000","2019-10-12T00:00:00.000","2022-10-12T00:00:00.000",,"2019-10-10T00:00:00.000","0","2021-10-11T00:00:00.000","0","PT RISK MNGMNT INS SRV LTD"
"1ST PROSERVICE LLC","1STPRPL807JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589881","State National Ins Co Inc","NXTQCZH0CU-02-GL","1000000","2022-03-31T00:00:00.000","2023-03-31T00:00:00.000",,"2022-02-04T00:00:00.000","943639","2022-02-04T00:00:00.000","943639","Next Insurance Inc"
"1ST QUALITY CONSTRUCTION LLC","1STQUQC878LL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603281873","Evanston Ins Co","MKLV5PBC002996","1000000","2021-03-11T00:00:00.000","2023-03-11T00:00:00.000",,"2021-03-11T00:00:00.000","205854","2022-03-03T00:00:00.000","1007890","W Ins Group"
"1ST RATE CONST & DRN WZD INC","1STRARC829DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604133328","Houston Casualty Co","H22AC87833-00","1000000","2022-03-14T00:00:00.000","2023-03-14T00:00:00.000",,"2022-02-04T00:00:00.000","846275","2022-02-04T00:00:00.000","846275","COMMERCIAL CONT BONDING & INS"
"1ST RESPONSE HTG/AIR SLTNS LLC","1STRERH850P3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603552772","Developers Surety & Indem Co","BIS00037424-01","1000000","2021-10-01T00:00:00.000","2023-10-01T00:00:00.000","2023-10-01T00:00:00.000","2021-09-20T00:00:00.000","872989","2022-05-27T00:00:00.000","872989","BASIN INSURANCE ASSOC-Tukwila"
"1ST RESPONSE HTG/AIR SLTNS LLC","1STRERH850P3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603552772","Western Surety Co","62670121","1000000","2016-07-21T00:00:00.000","2023-07-21T00:00:00.000",,"2022-05-27T00:00:00.000","872989","2022-05-27T00:00:00.000","872989","BASIN INSURANCE ASSOC-Tukwila"
"1ST RESPONSE PLUMBING","1STRERP781D8","PC","PLUMBING CONTRACTOR","A","ACTIVE","602976951","TRI-STATE INSURANCE COMPANY OF","ADV604026921","1000000","2021-05-08T00:00:00.000","2023-05-08T00:00:00.000",,"2022-03-28T00:00:00.000","L&I Staff","2022-04-08T00:00:00.000","1027296","BELL-ANDERSON AGENCY INC"
"1 STRUCTURE LLC","1STRUSL792OM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604788052","Clear Blue Specialty INS","AR01-RS-2202671-01","1000000","2022-05-09T00:00:00.000","2023-05-09T00:00:00.000",,"2022-05-06T00:00:00.000","744792","2022-05-06T00:00:00.000","744792","CREATIVE INS MARKETING CO"
"1 STUMP AT A TIME","1STUMS*784B5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602603666","Atlantic Cas Ins Co","L1250055590","1000000","2021-12-30T00:00:00.000","2022-12-30T00:00:00.000",,"2022-01-26T00:00:00.000","L&I Staff","2022-01-26T00:00:00.000","L&I Staff",
"1-UP CONTRACTING","1UPCOC*800QB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604596018","Preferred Contractors Ins Co R","PCA5036-PC431645","2000000","2022-05-14T00:00:00.000","2023-05-14T00:00:00.000",,"2022-04-21T00:00:00.000","0","2022-04-21T00:00:00.000","0","SALMEN INSURANCE SERVICES"
"1UP FLOORS LLC","1UPFLFL862BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603363007","Sentinel Insurance Co LTD","52SBAAC6037","2000000","2021-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"2021-01-11T00:00:00.000","195002","2021-12-07T00:00:00.000","704037","WHITFIELD UNITED INSURANCE"
"2001-WLD BRAES PARK LLC","2001WBP781CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604699740","Clear Blue Insurance Company","AC040001320","2000000","2022-04-30T00:00:00.000","2023-04-30T00:00:00.000",,"2022-04-06T00:00:00.000","92330","2022-04-06T00:00:00.000","92330","PARKER SMITH & FEEK INC"
"2014 FAIRVIEW AVE LLC","2014FFA841JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602718035","Kinsale Insurance Company","0100185233-0","2000000","2022-04-04T00:00:00.000","2023-04-04T00:00:00.000",,"2022-05-10T00:00:00.000","1885","2022-05-10T00:00:00.000","1885","AON RISK SERVICES SW INC Texas"
"20/20 EXTERIORS","2020EE*841DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603591996","United National Ins Co","CST0003242","1000000","2022-03-30T00:00:00.000","2023-03-30T00:00:00.000","2022-08-23T00:00:00.000","2022-03-31T00:00:00.000","899652","2022-08-23T00:00:00.000","899652","CONTRACTORS AND BUSINESS OWNER"
"20/20 EXTERIORS","2020EE*841DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603591996","Concert Specialty Insurance Co","CSTMGL0000380-00","1000000","2022-08-11T00:00:00.000","2024-08-11T00:00:00.000",,"2022-08-23T00:00:00.000","899652","2022-08-23T00:00:00.000","899652","CONTRACTORS AND BUSINESS OWNER"
"20/20 EXTERIORS","2020EE*841DT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603591996","United National Ins Co","CST0001790","1000000","2021-03-30T00:00:00.000","2023-03-30T00:00:00.000","2022-03-31T00:00:00.000","2021-03-29T00:00:00.000","899652","2022-03-31T00:00:00.000","899652","CONTRACTORS AND BUSINESS OWNER"
"2020 VISION PAINTING LLC","2020VVP802O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604632067","Midvale Indemnity Comp","CP00004019","1000000","2022-08-26T00:00:00.000","2023-08-26T00:00:00.000",,"2022-08-26T00:00:00.000","L&I Staff","2022-08-26T00:00:00.000","L&I Staff",
"2020 VISION PAINTING LLC","2020VVP802O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604632067","Midvale Indemnity Comp","CP00004019","1000000","2022-08-26T00:00:00.000","2023-08-26T00:00:00.000",,"2022-08-25T00:00:00.000","712038","2022-08-25T00:00:00.000","712038","SEAN O SUNDWALL AGENCY AFMIC"
"2029 YALE AVE E LLC","2029YYA794RG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604830464","Great American E & S Ins Co","E796466","1000000","2021-12-03T00:00:00.000","2022-12-03T00:00:00.000",,"2021-12-07T00:00:00.000","L&I Staff","2021-12-07T00:00:00.000","L&I Staff",
"206 FENCING LLC","206FEFL792OS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604715496","Midvale Indemnity Comp","GLP1088572","1000000","2022-03-23T00:00:00.000","2023-03-23T00:00:00.000",,"2022-05-17T00:00:00.000","832113","2022-05-17T00:00:00.000","832113","thomas than insurance agency"
"206 FIX","206FIF*911R1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602876424","Liberty Northwest Ins Corp","BKS53739608","1000000","2011-05-13T00:00:00.000","2023-05-13T00:00:00.000",,"2011-04-06T00:00:00.000","L&I Staff","2022-04-01T00:00:00.000","0","GRIFFITH INS GROUP INC"
"206PAINTERS LLC","206PAL*810D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604418929","Midvale Indemnity Comp","GLP1039353","1000000","2022-03-20T00:00:00.000","2023-03-20T00:00:00.000",,"2022-03-10T00:00:00.000","1141585","2022-03-10T00:00:00.000","1141585","Bolor Lochingalsan & Associate"
"206SEATTLE GC","206SEG*789L7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604908980","Continental Cas Co","C6982638040","1000000","2022-05-24T00:00:00.000","2023-05-24T00:00:00.000",,"2022-06-27T00:00:00.000","L&I Staff","2022-06-27T00:00:00.000","L&I Staff",
"207 PAINTING SERVICES LLC","207PAPS786JQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604893368","Continental Cas Co","C6982399550","1000000","2022-04-15T00:00:00.000","2023-04-15T00:00:00.000",,"2022-04-18T00:00:00.000","L&I Staff","2022-04-18T00:00:00.000","L&I Staff",
"20th Century Contracting","20THCCC860B4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603493036","State National Ins Co Inc","NXT0C0GP1O-03-GL","300000","2022-08-29T00:00:00.000","2023-08-29T00:00:00.000",,"2022-07-05T00:00:00.000","943639","2022-07-05T00:00:00.000","943639","Next Insurance Inc"
"210 30TH LLC","210303L820QW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604106416","Scottsdale Ins Co","CPS3991305","1000000","2021-05-14T00:00:00.000","2023-05-14T00:00:00.000",,"2021-05-17T00:00:00.000","704037","2022-03-28T00:00:00.000","703445","WHITFIELD UNITED INSURANCE"
"21ST CENTURY CONSTRUCTION LLC","21STCCC841P7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604032853","Scottsdale Ins Co","CPS3926983","1000000","2020-01-22T00:00:00.000","2023-01-22T00:00:00.000",,"2020-01-24T00:00:00.000","L&I Staff","2021-12-22T00:00:00.000","136188","BOYD INSURANCE BROERAGE INC"
"21ST CENTURY CONSTRUCTION LLC","21STCCC841P7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604032853","Scottsdale Ins Co","CPS7511167","300000","2022-01-22T00:00:00.000","2023-01-22T00:00:00.000",,"2022-01-24T00:00:00.000","136188","2022-01-24T00:00:00.000","136188","BOYD INSURANCE BROERAGE INC"
"23 CONCRETE LLC","23CONCL792N4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604775420","Nationwide Insurance Co of Ame","3200962209","1000000","2022-07-25T00:00:00.000","2023-07-25T00:00:00.000",,"2022-07-25T00:00:00.000","1040624","2022-07-25T00:00:00.000","1040624","Heuman Insurance Agency"
"23RD & FAWCETT LLC","23RDFFL822QR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604325784","Hartford Casualty Ins Co","52UENOE143","1000000","2021-04-01T00:00:00.000","2023-04-01T00:00:00.000",,"2021-04-12T00:00:00.000","211804","2022-03-24T00:00:00.000","1017362","Propel Insurance"
"23RD ST GARDENING & DESIGN","23RDSSG789KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604448283","Ohio Security Ins Co","BLS60104606","1000000","2021-07-26T00:00:00.000","2023-07-26T00:00:00.000",,"2022-05-11T00:00:00.000","L&I Staff","2022-06-22T00:00:00.000","214856","SCOTT RICHARDS INS INC"
"2440 DEXTER AVE N LLC","2440DDA824Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604341030","Navigators Specialty Insurance","LA21CGLZ0724NIC","1000000","2021-03-15T00:00:00.000","2023-03-15T00:00:00.000",,"2021-07-20T00:00:00.000","134201","2021-07-20T00:00:00.000","134201","Propel Insurance"
"24/7 CONSTRUCTION LLC","247COCL782JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604889683","Preferred Contractors Ins Co R","PC441114","1000000","2022-09-06T00:00:00.000","2023-09-06T00:00:00.000",,"2022-09-06T00:00:00.000","981783","2022-09-06T00:00:00.000","981783","CUSTOM CONTACTORS INS, LLC"
"24/7 CONSTRUCTION LLC","247COCL782JM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604889683","Preferred Contractors Ins Co R","PC431045","1000000","2022-04-13T00:00:00.000","2023-04-13T00:00:00.000",,"2022-04-14T00:00:00.000","L&I Staff","2022-04-14T00:00:00.000","L&I Staff",
"24/7 FLOOD & FIRE","247FLFF850MN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602766121","Arch Specialty Ins Co","12 EMP 05635 03","1000000","2019-10-05T00:00:00.000","2022-10-05T00:00:00.000",,"2019-10-04T00:00:00.000","0","2021-09-09T00:00:00.000","0","HUB INTERNATIONAL Bothell"
"24/7 HANDYMAN","247HAH*852JB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603486451","Contractors Bonding & Insuranc","c11sk3906","1000000","2021-03-26T00:00:00.000","2023-03-26T00:00:00.000",,"2021-04-12T00:00:00.000","L&I Staff","2022-02-28T00:00:00.000","737267","BASIN INSURANCE ASSOC-Tukwila"
"24/7 Painting","247PAP*857KO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603508032","Ohio Cas Ins Co","BLS63074596","1000000","2022-05-01T00:00:00.000","2023-05-01T00:00:00.000",,"2022-05-09T00:00:00.000","208400","2022-05-09T00:00:00.000","208400","AAA Washington Ins Agency"
"24-7 PROPERTY MAINTENANCE LLC","247PRPM916QW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602874170","Continental Western Ins Co","603688421","1000000","2021-10-17T00:00:00.000","2022-10-17T00:00:00.000",,"2021-10-06T00:00:00.000","760637","2021-10-06T00:00:00.000","760637","BLAINE INS AGENCY INC"
"24/7 RESTORATION LLC","247RERL860JH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603387437","Capitol Specialty Ins Corp","EV20180620-05","1000000","2022-04-02T00:00:00.000","2023-04-02T00:00:00.000",,"2022-04-04T00:00:00.000","2204","2022-04-04T00:00:00.000","2204","MOSAIC INSURANCE ALLIANCE"
"24 HOUR FLOOD RESPONSE","24HOUHF898JF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602243378","Obsidian Specialty Insurance C","SCB-GL-000012650","1000000","2022-07-30T00:00:00.000","2023-07-30T00:00:00.000",,"2022-07-20T00:00:00.000","270501","2022-07-20T00:00:00.000","270501","MRAZEK INSURANCE SERVICES"
"24-HOUR HOME CARE SERVICE LLC","24HOUHC782C5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604826885","State National Ins Co Inc","NXTLXRQFRC00GL","300000","2021-12-20T00:00:00.000","2022-12-20T00:00:00.000",,"2022-02-25T00:00:00.000","L&I Staff","2022-02-25T00:00:00.000","L&I Staff",
"24 HOUR LOCK AND KEY LLC","24HOUHL822L8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604278397","Oregon Mutual Ins Co","OMO920230","1000000","2022-08-08T00:00:00.000","2023-08-08T00:00:00.000",,"2022-08-02T00:00:00.000","142792","2022-08-02T00:00:00.000","142792","BEAVER STATE INS AGENCY LLC"
"24KT GOLE PAINTING","24KTGGP941D4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602041916","American Hallmark Ins Co of Te","44CL442997","1000000","2012-02-14T00:00:00.000","2023-02-14T00:00:00.000",,"2012-02-03T00:00:00.000","253237","2021-12-15T00:00:00.000","265641","JAMES E DICKINSON INS INC"
"24RESTECH LLC","24RESL*839OA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604149332","Admiral Insurance Co","FEI-ECC-26174-02","1000000","2021-04-25T00:00:00.000","2023-04-25T00:00:00.000",,"2021-04-21T00:00:00.000","7387","2022-04-22T00:00:00.000","7387","CARRIAGE INSURANCE AGENCY"
"24RESTECH LLC","24RESL*839OA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604149332","Admiral Insurance Co","FEI-ECC-26174-03","1000000","2022-04-25T00:00:00.000","2023-04-25T00:00:00.000",,"2022-04-22T00:00:00.000","7387","2022-04-22T00:00:00.000","7387","CARRIAGE INSURANCE AGENCY"
"24 WEST CONSTRUCTION LLC","24WESWC840QM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604047715","Developers Surety & Indem Co","BIS00037619-01","1000000","2021-10-22T00:00:00.000","2022-10-22T00:00:00.000","2021-10-25T00:00:00.000","2021-10-25T00:00:00.000","0","2021-10-25T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"24 WEST CONSTRUCTION LLC","24WESWC840QM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604047715","Developers Surety & Indem Co","NA117264001","1000000","2021-10-24T00:00:00.000","2022-10-24T00:00:00.000","2021-10-25T00:00:00.000","2021-10-22T00:00:00.000","0","2021-10-25T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"24 WEST CONSTRUCTION LLC","24WESWC840QM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604047715","Developers Surety & Indem Co","BIS00037619-01","1000000","2021-10-24T00:00:00.000","2022-10-24T00:00:00.000",,"2021-10-25T00:00:00.000","0","2021-10-25T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"253 BUILDERS LLC","253BUBL796DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604708442","Atlantic Cas Ins Co","L221002546","1000000","2022-03-02T00:00:00.000","2023-03-02T00:00:00.000",,"2022-03-11T00:00:00.000","810147","2022-03-11T00:00:00.000","810147","PNW INSURANCE GROUP"
"253 HOMES LLC","253HOHL862MJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603327755","MESA UNDERWRITERS SPECIALTY IN","MP0146003000125","1000000","2020-01-25T00:00:00.000","2023-01-25T00:00:00.000",,"2020-01-24T00:00:00.000","757362","2022-01-25T00:00:00.000","251906","RICE INSURANCE LLC"
"253 PAINTERS LLC","253PAPL789N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604789323","Continental Cas Co","C6982557830","1000000","2022-05-11T00:00:00.000","2023-05-11T00:00:00.000",,"2022-08-25T00:00:00.000","L&I Staff","2022-08-25T00:00:00.000","L&I Staff",
"29 ELEVEN METAL LLC","29ELEEM781L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604927743","Colony Ins Co","600GL020986200","1000000","2022-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2022-06-22T00:00:00.000","L&I Staff","2022-06-22T00:00:00.000","L&I Staff",
"2A CONTRACTORS LLC","2ACONCL797MO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604744157","Austin Mutual Ins Co","MPJ7495D","1000000","2021-07-12T00:00:00.000","2023-07-12T00:00:00.000",,"2021-07-20T00:00:00.000","L&I Staff","2022-06-20T00:00:00.000","111019","SPOKANE INS AGENCY INC DBA"
"2ATARA DESIGN.BUILD LLC","2ATARDL876OS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603330880","Rockingham Casualty Company","RWAG40110101","1000000","2021-12-16T00:00:00.000","2022-12-16T00:00:00.000",,"2022-01-26T00:00:00.000","L&I Staff","2022-01-26T00:00:00.000","L&I Staff",
"2 A T CONSTRUCTION","2TCONTC872MB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601682764","Ohio Security Ins Co","BLS63393898","1000000","2021-06-28T00:00:00.000","2023-06-28T00:00:00.000",,"2021-06-15T00:00:00.000","124817","2022-05-18T00:00:00.000","0","WYCOFF INSURANCE AGENCY INC"
"2 A T PAINTING LLC","2TPAITP858CF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603444796","Ohio Security Ins Co","BLS64247260","1000000","2022-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2022-01-13T00:00:00.000","53406","2022-01-13T00:00:00.000","53406","TRADEWINDS INSURANCE INC"
"2BELLAS LANDSCAPING SERVICES","2BELLLS821LM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604145456","Ohio Security Ins Co","BKS58924419","1000000","2022-06-14T00:00:00.000","2023-06-14T00:00:00.000",,"2022-05-16T00:00:00.000","201438","2022-05-16T00:00:00.000","201438","LIBERTY MUTUAL AGENCY CORP"
"2B PAINTING","2BPAIP*785JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604646926","Midvale Indemnity Comp","CP00000451","1000000","2022-04-07T00:00:00.000","2023-04-07T00:00:00.000",,"2022-04-07T00:00:00.000","L&I Staff","2022-04-07T00:00:00.000","L&I Staff",
"2 BPS LLC","2BPSLBL802DJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604586018","Capitol Specialty Ins Corp","BR2022077401","1000000","2022-04-29T00:00:00.000","2023-04-29T00:00:00.000",,"2022-04-28T00:00:00.000","0","2022-04-28T00:00:00.000","0","ARNOLD BRUCE & DOERFLER"
