SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-409896421,12/30/2016 10:57:00 AM,01/07/2017 07:33:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,NC,01/07/2017 12:00:00 AM,01/07/2017 07:33:00 AM,,A,Y,N,"3580 W 4TH ST, 90020",3580,W,4TH,ST,90020,34.06722667,-118.2949351,"(34.067226672, -118.294935135)",634,A,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,596,1294,,12,89
1-409893321,12/30/2016 10:54:00 AM,01/05/2017 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 07:46:00 AM,,A,Y,N,"15851 W VANOWEN ST, 91406",15851,W,VANOWEN,ST,91406,34.19407694,-118.4788664,"(34.1940769357, -118.478866415)",531,F,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,223,294,,3,61
1-409885831,12/30/2016 10:51:00 AM,01/05/2017 07:53:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 07:53:00 AM,,A,Y,N,"6961 N JELLICO AVE, 91406",6961,N,JELLICO,AVE,91406,34.19723784,-118.5175623,"(34.1972378441, -118.517562304)",531,B,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,260,1091,,3,61
1-409884121,12/30/2016 10:50:00 AM,01/07/2017 02:16:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,01/07/2017 02:16:00 PM,,A,Y,N,"10150 N SEPULVEDA BLVD, 91345",10150,N,SEPULVEDA,BLVD,91345,34.2551096,-118.4671505,"(34.2551095978, -118.46715046)",501,H,4,North Valley APC,7,Vacant,101,MISSION HILLS NC,MISSION,19330,73,253,,1,4
1-409878471,12/30/2016 10:47:00 AM,01/03/2017 10:27:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,01/03/2017 12:00:00 AM,01/03/2017 10:27:00 AM,,A,Y,N,"4728 S SLAUSON AVE, 90230",4728,S,SLAUSON,AVE,90230,33.99628093,-118.410885,"(33.996280929, -118.410884953)",672,F,5,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24678,917,873,10,10,85
1-409879041,12/30/2016 10:47:00 AM,01/04/2017 01:51:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,01/03/2017 12:00:00 AM,01/04/2017 01:51:00 PM,,A,Y,N,"432 N EVERGREEN AVE, 90033",432,N,EVERGREEN,AVE,90033,34.044534,-118.1996509,"(34.0445340023, -118.19965091)",635,C,5,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,24028,515,946,,9,38
1-409864371,12/30/2016 10:44:00 AM,01/05/2017 08:29:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:29:00 AM,,A,Y,N,"16016 W VANOWEN ST, 91406",16016,W,VANOWEN,ST,91406,34.19369196,-118.4821145,"(34.1936919629, -118.482114548)",531,F,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,225,298,,3,61
1-409866531,12/30/2016 10:43:00 AM,01/05/2017 09:50:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 09:50:00 AM,,A,Y,N,"15927 W SAN FERNANDO MISSION BLVD, 91344",15927,W,SAN FERNANDO MISSION,BLVD,91344,34.27201188,-118.479135,"(34.2720118778, -118.479135049)",501,F,2,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,68,385,,2,78
1-409858521,12/30/2016 10:38:00 AM,01/05/2017 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 07:46:00 AM,,A,Y,N,"16015 W VANOWEN ST, 91406",16015,W,VANOWEN,ST,91406,34.19403246,-118.4818797,"(34.194032459, -118.481879703)",531,F,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,223,294,,3,61
1-409853881,12/30/2016 10:38:00 AM,01/05/2017 08:08:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:08:00 AM,,A,Y,N,"ALDEA AVE AT VANOWEN ST, 91406",,,,,91406,34.19387088,-118.5080268,"(34.193870884, -118.508026793)",531,C,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,571,,3,61
1-409845831,12/30/2016 10:31:00 AM,01/05/2017 08:04:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 08:04:00 AM,,A,Y,N,"17531 W SHERMAN WAY, 91406",17531,W,SHERMAN,WAY,91406,34.20134053,-118.5152786,"(34.2013405287, -118.515278596)",531,B,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,259,243,,3,61
1-409845901,12/30/2016 10:31:00 AM,01/05/2017 11:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 11:54:00 AM,,A,Y,N,"15935 W SUNBURST ST, 91343",15935,W,SUNBURST,ST,91343,34.23474493,-118.479674,"(34.2347449343, -118.479674041)",501,F,7,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,121,252,,2,88
1-409843911,12/30/2016 10:30:00 AM,01/05/2017 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 07:46:00 AM,,A,Y,N,"15822 W SHERMAN WAY, 91406",15822,W,SHERMAN,WAY,91406,34.20096896,-118.4778976,"(34.2009689553, -118.47789759)",531,F,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,224,294,,3,61
1-409840791,12/30/2016 10:28:00 AM,03/02/2017 07:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,01/12/2017 12:00:00 AM,03/02/2017 07:23:00 AM,56,A,Y,N,"14300 W AETNA ST, 91401",14300,W,AETNA,ST,91401,34.1800391,-118.4445174,"(34.1800390972, -118.444517447)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,243,1223,,3,18
1-409835271,12/30/2016 10:26:00 AM,01/06/2017 07:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/06/2017 12:00:00 AM,01/06/2017 07:21:00 AM,,A,Y,N,"6627 N LOUISE AVE, 91406",6627,N,LOUISE,AVE,91406,34.19123632,-118.5100447,"(34.1912363221, -118.510044741)",531,C,6,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,260,571,,3,61
1-409832951,12/30/2016 10:24:00 AM,01/06/2017 02:28:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/06/2017 12:00:00 AM,01/06/2017 02:28:00 PM,,Q,Y,N,"13036 W LULL ST, 91605",13036,W,LULL,ST,91605,34.20871653,-118.4175489,"(34.2087165325, -118.417548904)",532,D,3,North Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD,8888,163,463,,5,71
1-409822261,12/30/2016 10:19:00 AM,01/06/2017 01:47:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,01/06/2017 01:47:00 PM,,A,Y,N,"15010 W VICTORY BLVD, 91411",15010,W,VICTORY,BLVD,91411,34.18642579,-118.4601086,"(34.1864257878, -118.460108649)",531,H,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,557,,3,18
1-409819901,12/30/2016 10:15:00 AM,01/06/2017 02:09:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,01/06/2017 02:09:00 PM,,A,Y,N,"14980 VICTORY BLVD, 91411",14980,,VICTORY,BLVD,91411,34.18656103,-118.4594704,"(34.1865610347, -118.459470404)",531,J,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,239,557,,3,18
1-409808411,12/30/2016 10:10:00 AM,01/05/2017 06:59:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/05/2017 12:00:00 AM,01/05/2017 06:59:00 AM,,A,Y,N,"823 W 18TH ST, 90731",823,W,18TH,ST,90731,33.72777519,-118.2952377,"(33.7277751893, -118.295237745)",824,A,6,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,982,1452,,15,36
1-409790581,12/30/2016 09:57:00 AM,01/05/2017 04:00:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/04/2017 12:00:00 AM,01/05/2017 04:00:00 AM,,Q,Y,N,"5217 N SATSUMA AVE, 91601",5217,N,SATSUMA,AVE,91601,34.16546821,-118.3677133,"(34.1654682057, -118.367713299)",563,A,2,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,209,410,,5,13
1-409787791,12/30/2016 09:56:00 AM,01/05/2017 07:45:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,WV,01/05/2017 12:00:00 AM,01/05/2017 07:45:00 AM,,A,Y,N,"6911 N HASKELL AVE, 91406",6911,N,HASKELL,AVE,91406,34.19612049,-118.4751363,"(34.1961204893, -118.475136344)",531,G,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,223,294,,3,61
1-409785821,12/30/2016 09:54:00 AM,01/06/2017 02:33:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,EV,01/06/2017 12:00:00 AM,01/06/2017 02:33:00 PM,,Q,Y,N,"14410 W SYLVAN ST, 91401",14410,W,SYLVAN,ST,91401,34.18448209,-118.4471952,"(34.1844820905, -118.447195211)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-409770271,12/30/2016 09:47:00 AM,01/13/2017 10:33:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,NC,01/05/2017 12:00:00 AM,01/13/2017 10:33:00 AM,56,A,Y,N,"722 S SAN PEDRO ST, 90014",722,S,SAN PEDRO,ST,90014,34.04009282,-118.2471601,"(34.0400928202, -118.247160135)",634,F,5,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON,23075,703,1018,,9,76
1-409769789,12/30/2016 09:46:00 AM,01/07/2017 11:29:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,SLA,01/07/2017 12:00:00 AM,01/07/2017 11:29:00 AM,,Q,Y,,"110TH ST AT BROADWAY, 90061",,,,,90061,33.93563059,-118.2781782,"(33.9356305939, -118.278178163)",704,C,6,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,24355,812,704,7,14,
1-409769861,12/30/2016 09:46:00 AM,12/30/2016 09:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,12/30/2016 09:47:00 AM,56,A,Y,N,"10500 N ARLETA AVE, 91345",10500,N,ARLETA,AVE,91345,34.26103884,-118.4459449,"(34.2610388443, -118.445944947)",502,A,3,North Valley APC,7,Vacant,101,MISSION HILLS NC,MISSION,19330,72,303,,1,4
1-409768233,12/30/2016 09:44:00 AM,01/07/2017 11:31:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,SLA,01/07/2017 12:00:00 AM,01/07/2017 11:31:00 AM,,Q,Y,,"109TH PL AT BROADWAY, 90061",,,,,90061,33.93649893,-118.27818,"(33.9364989328, -118.27818004)",704,C,6,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,24355,812,704,7,14,45
1-409767671,12/30/2016 09:43:00 AM,12/30/2016 09:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,12/30/2016 09:44:00 AM,56,A,Y,N,"13151 W TERRA BELLA ST, 91331",13151,W,TERRA BELLA,ST,91331,34.25760818,-118.4196239,"(34.2576081756, -118.419623941)",502,D,4,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,30,409,,1,11
1-409753221,12/30/2016 09:37:00 AM,12/30/2016 09:41:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/07/2017 12:00:00 AM,12/30/2016 09:41:00 AM,56,A,Y,N,"10001 N TELFAIR AVE, 91331",10001,N,TELFAIR,AVE,91331,34.25160231,-118.4130973,"(34.2516023142, -118.413097318)",502,E,4,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,34,451,,1,11
1-409752841,12/30/2016 09:36:00 AM,01/06/2017 10:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/06/2017 12:00:00 AM,01/06/2017 10:44:00 AM,,Q,Y,N,"8TH AVE AT 60TH ST, 90043",,,,,90043,33.98541886,-118.3264891,"(33.9854188573, -118.326489058)",673,F,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,755,1506,7,14,24
1-409751521,12/30/2016 09:35:00 AM,01/05/2017 08:36:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/05/2017 12:00:00 AM,01/05/2017 08:36:00 AM,,A,Y,N,"4252 N FAIR AVE, 91602",4252,N,FAIR,AVE,91602,34.14655769,-118.374619,"(34.1465576918, -118.374619044)",562,J,5,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8489,343,1335,,5,84
1-409750891,12/30/2016 09:34:00 AM,12/30/2016 09:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/03/2017 12:00:00 AM,12/30/2016 09:35:00 AM,56,Q,Y,N,"13423 W ASTORIA ST, 91342",13423,W,ASTORIA,ST,91342,34.32358954,-118.4253917,"(34.3235895424, -118.425391704)",482,C,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,38,376,,1,47
1-409749971,12/30/2016 09:33:00 AM,12/31/2016 07:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/31/2016 12:00:00 AM,12/31/2016 07:32:00 AM,,A,Y,N,"570 W 14TH ST, 90731",570,W,14TH,ST,90731,33.73160767,-118.2895626,"(33.7316076703, -118.289562615)",824,B,6,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,976,1207,,15,36
1-409744181,12/30/2016 09:32:00 AM,01/07/2017 11:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/07/2017 12:00:00 AM,01/07/2017 11:35:00 AM,,Q,Y,N,"80TH ST AT BROADWAY, 90003",,,,,90003,33.96690457,-118.2783322,"(33.9669045741, -118.278332207)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22352,794,1002,7,13,46
1-409745751,12/30/2016 09:32:00 AM,01/06/2017 08:58:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/06/2017 12:00:00 AM,01/06/2017 08:58:00 AM,,Q,Y,N,"6592 S 8TH AVE, 90043",6592,S,8TH,AVE,90043,33.97955726,-118.3264173,"(33.9795572626, -118.326417268)",673,F,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1059,7,14,24
1-409739811,12/30/2016 09:29:00 AM,12/30/2016 09:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/03/2017 12:00:00 AM,12/30/2016 09:32:00 AM,56,A,Y,N,"12232 W VAN NUYS BLVD, 91342",12232,W,VAN NUYS,BLVD,91342,34.28247548,-118.399325,"(34.2824754801, -118.399324981)",482,F,7,North Valley APC,7,Vacant,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,18912,16,232,,1,9
1-409736551,12/30/2016 09:26:00 AM,01/07/2017 08:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/07/2017 12:00:00 AM,01/07/2017 08:30:00 AM,,Q,Y,N,"MAIE AVE AT 113TH ST, 90059",,,,,90059,33.93206136,-118.2443831,"(33.9320613574, -118.244383139)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,658,7,15,40
1-409730671,12/30/2016 09:23:00 AM,12/30/2016 09:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/06/2017 12:00:00 AM,12/30/2016 09:24:00 AM,56,Q,Y,N,"4201 W FOUNTAIN AVE, 90029",4201,W,FOUNTAIN,AVE,90029,34.09592474,-118.2805042,"(34.0959247355, -118.280504194)",594,B,5,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,466,601,,7,3
1-409721871,12/30/2016 09:17:00 AM,12/30/2016 09:19:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/06/2017 12:00:00 AM,12/30/2016 09:19:00 AM,56,A,Y,N,"1300 N ALTA VISTA BLVD, 90046",1300,N,ALTA VISTA,BLVD,90046,34.09451733,-118.3470694,"(34.0945173314, -118.347069402)",593,D,5,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,23677,410,863,,7,82
1-409717861,12/30/2016 09:13:00 AM,12/30/2016 09:15:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,12/30/2016 09:15:00 AM,56,A,Y,N,"1600 S VERMONT AVE, 90006",1600,S,VERMONT,AVE,90006,34.04402216,-118.291431,"(34.0440221608, -118.291431029)",634,A,5,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC,22723,671,950,,11,8
1-409711981,12/30/2016 09:10:00 AM,12/30/2016 09:11:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/07/2017 12:00:00 AM,12/30/2016 09:11:00 AM,56,A,Y,N,"800 S MANHATTAN PL, 90005",800,S,MANHATTAN,PL,90005,34.05796221,-118.3100705,"(34.057962208, -118.310070496)",633,H,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22722,611,888,,7,86
1-409705711,12/30/2016 09:04:00 AM,01/03/2017 01:31:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/03/2017 12:00:00 AM,01/03/2017 01:31:00 PM,,A,Y,N,"10000 N SUNLAND BLVD, 91040",10000,N,SUNLAND,BLVD,91040,34.25424384,-118.3440928,"(34.2542438395, -118.34409275)",503,D,4,North Valley APC,7,Vacant,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,3221,10,1373,8,1,9
1-409690171,12/30/2016 08:54:00 AM,01/07/2017 12:28:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/07/2017 12:00:00 AM,01/07/2017 12:28:00 PM,,Q,Y,N,"530 S KINGSLEY DR, 90020",530,S,KINGSLEY,DR,90020,34.06448262,-118.302703,"(34.0644826203, -118.302702993)",633,J,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,591,1261,,12,89
1-409660581,12/30/2016 08:31:00 AM,01/05/2017 04:06:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/03/2017 12:00:00 AM,01/05/2017 04:06:00 PM,,A,Y,N,"NOVGOROD ST AT TAMPICO AVE, 90032",,,,,90032,34.09039347,-118.1739509,"(34.0903934689, -118.173950892)",595,E,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,495,623,,9,91
1-409643021,12/30/2016 08:22:00 AM,01/26/2017 03:55:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,02/03/2017 12:00:00 AM,01/26/2017 03:55:00 PM,56,A,Y,N,"5856 N NORWICH AVE, 91411",5856,N,NORWICH,AVE,91411,34.17734862,-118.4605856,"(34.1773486228, -118.460585641)",561,H,1,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19735,241,882,,7,18
1-409642711,12/30/2016 08:21:00 AM,01/05/2017 12:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,01/05/2017 12:00:00 AM,01/05/2017 12:29:00 PM,,A,Y,N,"1960 S HOLMBY AVE, 90025",1960,S,HOLMBY,AVE,90025,34.05313439,-118.423817,"(34.0531343893, -118.423816955)",632,D,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,23443,859,739,9,6,75
1-409601411,12/30/2016 07:42:00 AM,01/03/2017 10:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 10:23:00 AM,52,A,Y,N,"10348 S HICKORY ST, 90002",10348,S,HICKORY,ST,90002,33.94171883,-118.2358015,"(33.9417188311, -118.235801498)",704,H,5,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,823,705,7,15,40
1-409580641,12/30/2016 06:46:00 AM,01/06/2017 02:56:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,01/06/2017 12:00:00 AM,01/06/2017 02:56:00 PM,,A,Y,N,"13839 W VICTORY BLVD, 91401",13839,W,VICTORY,BLVD,91401,34.1868205,-118.4348593,"(34.1868204977, -118.434859291)",532,B,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,235,508,,5,70
1-409554659,12/30/2016 03:14:00 AM,01/03/2017 01:07:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WLA,01/03/2017 12:00:00 AM,01/03/2017 01:07:00 PM,,A,Y,,"7153 S RAMSGATE AVE, 90045",7153,S,RAMSGATE,AVE,90045,33.97239334,-118.3742004,"(33.9723933386, -118.37420042)",703,A,1,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC,23676,926,1064,10,10,16
1-409532689,12/29/2016 09:57:00 PM,01/05/2017 09:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,WLA,01/02/2017 12:00:00 AM,01/05/2017 09:32:00 AM,4,A,Y,,"10725 W LAWLER ST, 90034",10725,W,LAWLER,ST,90034,34.02504096,-118.4128431,"(34.0250409579, -118.412843149)",672,E,1,West Los Angeles APC,5,Paul Koretz,67,MAR VISTA CC,PACIFIC,23451,894,1238,9,6,27
1-409528264,12/29/2016 09:34:00 PM,12/31/2016 08:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,EV,12/31/2016 12:00:00 AM,12/31/2016 08:44:00 AM,,A,Y,,"12747 W MERCER ST, 91331",12747,W,MERCER,ST,91331,34.2773706,-118.4105813,"(34.2773705984, -118.410581341)",502,E,1,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,21,369,,1,11
1-409527751,12/29/2016 09:11:00 PM,01/19/2017 07:56:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,12/30/2016 12:00:00 AM,01/19/2017 07:56:00 AM,55,A,Y,N,"202 S JUANITA AVE, 90004",202,S,JUANITA,AVE,90004,34.07016974,-118.2895727,"(34.0701697404, -118.289572719)",634,A,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC,22721,580,885,16,8,80
1-409509231,12/29/2016 07:52:00 PM,12/30/2016 12:11:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/30/2016 12:00:00 AM,12/30/2016 12:11:00 PM,,A,Y,N,"369 N SWEETZER AVE, 90048",369,N,SWEETZER,AVE,90048,34.07793691,-118.3701857,"(34.0779369057, -118.370185653)",593,A,7,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23679,462,1082,,6,26
1-409509171,12/29/2016 07:51:00 PM,12/31/2016 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/31/2016 12:00:00 AM,12/31/2016 07:46:00 AM,,Q,Y,N,"1526 S SHERBOURNE DR, 90035",1526,S,SHERBOURNE,DR,90035,34.05043541,-118.3799184,"(34.0504354063, -118.379918404)",632,J,4,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,645,709,,6,95
1-409501421,12/29/2016 07:23:00 PM,01/05/2017 10:04:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,SLA,01/05/2017 12:00:00 AM,01/05/2017 10:04:00 AM,52,A,Y,N,"4315 S GARTHWAITE AVE, 90008",4315,S,GARTHWAITE,AVE,90008,34.00528847,-118.3284423,"(34.0052884749, -118.328442298)",673,F,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1020,7,12,54
1-409504021,12/29/2016 07:20:00 PM,01/07/2017 09:32:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/07/2017 09:32:00 AM,,Q,Y,N,"724 W ALPINE ST, 90012",724,W,ALPINE,ST,90012,34.06344199,-118.2435996,"(34.0634419897, -118.243599626)",634,G,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL,22728,538,449,,11,28
1-409495011,12/29/2016 06:57:00 PM,01/04/2017 03:06:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 03:06:00 PM,,Q,Y,N,"6420 W DIX ST, 90068",6420,W,DIX,ST,90068,34.10568595,-118.3297444,"(34.105685952, -118.329744433)",593,F,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,406,718,,7,64
