LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000007106-0001-5,STANLEY S LOPATA,STANLEY S LOPATA ATTORNEY AT LAW,15760 VENTURA BLVD #700,ENCINO,91436-3016,15760 VENTURA 91436-3016,,,,Legal services,4,07/01/1991,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000007354-0003-7,WESTERN BAGEL COMPANY INC,WESTERN BAGEL TOO,12930 VENTURA BLVD #112,STUDIO CITY,91604-2200,12930 VENTURA 91604-2200,7814 SEPULVEDA BLVD,VAN NUYS,91405-1020,Bakeries & tortilla mfg.,4,05/10/1994,"(34.1451, -118.4142)",8492,5,353,421,6,84
0000007354-0004-5,WESTERN BAGEL COMPANY INC,,17401 VENTURA BLVD #A43,ENCINO,91316-5151,17401 VENTURA 91316-5151,7814 SEPULVEDA BLVD,VAN NUYS,91405-1020,,4,08/01/1996,"(34.161, -118.5115)",4286,6,325,328,6,62
0000007423-0001-3,METROPOLIS MANUFACTURING INC,,12605 VENTURA BLVD    #1067,STUDIO CITY,91604-2415,12605 VENTURA 91604-2415,,,,Furniture & related product mfg.,4,04/15/1992,"(34.1441, -118.4077)",8492,5,352,1236,6,84
0000007560-0001-2,INSOURCE CAPITAL SERVICES INC,,15438 LA MAIDA STREET,SHERMAN OAKS,91403-1043,15438 LA MAIDA 91403-1043,,,,Offices of real estate agents & brokers,4,01/30/2003,"(34.1584, -118.4708)",19732,6,338,678,,62
0000007613-0001-6,DOUGLAS ALAN LARSON,,5643 BURNET AVENUE,VAN NUYS,91411-3215,5643 BURNET 91411-3215,,,,Travel arrangement & reservation services,4,02/28/2003,"(34.1736, -118.4628)",19735,7,241,882,,18
0000007696-0001-9,LINDA SPRINKEL MIKKELSON,,2249 CHEREMOYA AVENUE,LOS ANGELES,90068-3006,2249 CHEREMOYA 90068-3006,,,,Other miscellaneous nondurable goods,4,01/01/2000,"(34.1122, -118.3202)",24033,7,405,552,,64
0000007758-0001-1,BYUNG K SO,SO'S ACUPUNCTURE & HERBS CLINIC,318  1/2 S LA BREA AVENUE SUITE #1,LOS ANGELES,90036-6407,318 LA BREA 90036-6407,318  1/2 S LA BREA AVENUE SUITE #1,LOS ANGELES,90036-6407,Offices of all other miscellaneous health practitioners,4,03/15/2000,"(34.0684, -118.3439)",23667,7,577,1347,,86
0000007770-0001-2,"THOMAS M SHIOVITZ MD, INC.",CALIFORNIA NEUROSCIENCE RESEARCH MEDICAL GROUP INC,4835 VAN NUYS BLVD #104,SHERMAN OAKS,91403-2131,4835 VAN NUYS 91403-2131,4835 VAN NUYS BLVD SUITE #104,SHERMAN OAKS,91403-2131,Offices of physicians (except mental health specialists),4,02/19/2003,"(34.1582, -118.4487)",19736,7,248,674,,83
0000007848-0040-7,IMPERIAL PARKING INDUSTRIES INC,LOT 659,15720   VENTURA BLVD,ENCINO,91436-2914,15720 VENTURA 91436-2914,6404 WILSHIRE BLVD SUITE #1250,LOS ANGELES,90048-5527,Parking lots & garages,4,06/01/2013,"(34.1552, -118.4755)",19737,6,338,670,6,62
0000007848-0046-6,IMPERIAL PARKING INDUSTRIES INC,,4849   VAN NUYS BLVD,SHERMAN OAKS,91403-2110,4849 VAN NUYS 91403-2110,6404   WILSHIRE BLVD   SUITE #1250,LOS ANGELES,90048-5527,Parking lots & garages,4,11/01/2018,"(34.1588, -118.4488)",19732,7,248,674,,83
0000008057-0001-7,JILL WHITNEY INC,MEDTECH INC,5407 BURNET AVENUE,SHERMAN OAKS,91411-3507,5407 BURNET 91411-3507,,,,"Management, scientific, & technical consulting services",4,01/06/1992,"(34.1685, -118.4628)",19735,7,246,666,,83
0000008207-0002-3,STARBUCKS CORPORATION,STARBUCKS COFFEE #643,16461 VENTURA BLVD #A,ENCINO,91436-4370,16461 VENTURA 91436-4370,POST OFFICE BOX #34067,SEATTLE,98124-1067,Limited-service eating places,4,11/18/1994,"(34.1574, -118.4914)",19737,6,326,1500,6,62
0000008207-0004-0,STARBUCKS CORPORATION,STARBUCKS COFFEE #6745,6840 RESEDA BLVD,RESEDA,91335-4204,6840 RESEDA 91335-4204,POST OFFICE BOX #34067,SEATTLE,98124-1067,Full-service restaurants,4,10/19/2002,"(34.1945, -118.536)",18909,4,264,578,,12
0000008207-0014-7,STARBUCKS CORPORATION,STARBUCKS COFFEE #18356,14006 RIVERSIDE DRIVE #24C,SHERMAN OAKS,91423-6328,14006 RIVERSIDE 91423-6328,POST OFFICE BOX #34442,SEATTLE,98124-1442,Home furnishings stores,4,09/19/2013,"(34.1576, -118.4381)",19736,7,245,964,,83
0000008248-0001-4,JACKIE ROSENBERG,BABIES FIRST CLASS,14368 VENTURA BLVD,SHERMAN OAKS,91423-2755,14368 VENTURA 91423-2755,9777 WILSHIRE BLVD #515,BEVERLY HILLS,90212-1905,"Educational services (including schools, colleges, & universities)",4,01/15/1992,"(34.1503, -118.4453)",19736,7,334,681,6,83
0000008310-0001-5,DAVID & LILIA ROMERO TRUST,,3383 CANTON WAY,STUDIO CITY,91604-4168,3383 CANTON 91604-4168,,,,Lessors of real estate (including mini warehouses & self-storage units),4,06/01/1974,"(34.1337, -118.385)",8492,5,351,712,,84
0000008401-0001-4,ROY KAVIN INC,GREENBLATTS,8017 W SUNSET BLVD,WEST HOLLYWOOD,90046-2401,8017 SUNSET 90046-2401,,,,Full-service restaurants,4,10/01/1974,"(34.098, -118.3646)",23677,7,409,728,,82
0000008536-0001-6,ARMSTRONG GARDEN CENTERS INC,,12920 MAGNOLIA BLVD,SHERMAN OAKS,91423-1619,12920 MAGNOLIA 91423-1619,2200 E ROUTE 66 #200,GLENDORA,91740-4699,Lawn & garden equipment & supplies stores,4,02/11/1985,"(34.1648, -118.4142)",19736,7,203,645,,83
0000008539-0001-0,MARVIN JAY FIBUS PHD FAMILY COUNSELING INC,,13949 VENTURA BLVD SUITE #210,SHERMAN OAKS,91423-3560,13949 VENTURA 91423-3560,11945 ADDISON STREET,VALLEY VILLAGE,91607-3106,"All other professional, scientific, & technical services",4,03/01/1991,"(34.1489, -118.4367)",19736,7,334,682,6,83
0000008549-0001-3,"DUNN, PARISER & PEYROT, AN ACCOUNTANCY CORPORATION",DUNN & ASSOCIATES,16027   VENTURA BLVD   SUITE #301,ENCINO,91436-2777,16027 VENTURA 91436-2777,,,,Offices of certified public accountants,4,10/15/1999,"(34.1567, -118.4825)",19737,6,338,665,6,62
0000008756-0001-0,ENCINO PROFESSIONAL BUILDING LLC,,16500 VENTURA BLVD,ENCINO,91436-2011,16500 VENTURA 91436-2011,468 N CAMDEN DRIVE   #300,BEVERLY HILLS,90210-4507,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2000,"(34.1575, -118.4923)",19737,6,326,1500,6,62
0000008759-0001-3,ENCINO GARDENS LLC,,17337 VENTURA BLVD SUITE #103,ENCINO,91316-4918,17337 VENTURA 91316-4918,,,,,4,01/01/2000,"(34.1609, -118.5105)",4286,6,325,328,6,62
0000008770-0001-0,GAIL L ZELLMAN PHD,,15300 VENTURA BLVD #317,SHERMAN OAKS,91403-5871,15300 VENTURA 91403-5871,,,,Offices of all other miscellaneous health practitioners,4,01/01/1989,"(34.1538, -118.4662)",19732,7,335,565,6,83
0000008774-0001-8,LAW OFFICES OF ABBAS HADJIAN APC,,16130   VENTURA BLVD   SUITE #650,ENCINO,91436-2543,16130 VENTURA 91436-2543,,,,Legal services,4,01/01/1988,"(34.156, -118.4845)",19737,6,326,1500,6,62
0000009203-0001-4,GREATER SHERMAN OAKS CHAMBER OF COMMERCE,,14827 VENTURA BLVD #207,SHERMAN OAKS,91403-5224,14827 VENTURA 91403-5224,,,,,4,10/01/1948,"(34.1521, -118.456)",19732,7,337,680,6,83
0000009210-0001-4,INTERNATIONAL MYELOMA FOUNDATION,NC ISSUED-VREU/TR,12650 RIVERSIDE DRIVE #206,N HOLLYWOOD,91607-3466,12650 RIVERSIDE 91607-3466,,,,"All other professional, scientific, & technical services",4,12/13/2004,"(34.1576, -118.4093)",8890,7,203,689,,
0000009247-0001-7,EDWARD BRUNA,COMPTECHPLUS,13822   MAGNOLIA BLVD,SHERMAN OAKS,91423-1202,13822 MAGNOLIA 91423-1202,13822   MAGNOLIA BLVD,SHERMAN OAKS,91423-1202,Computer & software stores,4,06/23/2003,"(34.1646, -118.4342)",19736,7,245,687,,83
0000009307-0005-3,ROSS DRESS FOR LESS INC,ROSS DRESS FOR LESS #2205,17864 VENTURA BLVD,ENCINO,91316-3615,17864 Ventura 91316-3615,5130 HACIENDA DRIVE,DUBLIN,94568-7579,Apparel mfg.,4,07/16/2021,"(34.163, -118.5222)",4286,6,322,328,6,62
0000009380-0001-8,EMPRESS LINEN IMPORT CO /C,,16400 VENTURA BLVD #331,ENCINO,91436-2192,16400 VENTURA 91436-2192,POST OFFICE BOX #260786,ENCINO,91426-0786,Furniture &  home furnishing,4,01/01/1975,"(34.1572, -118.4901)",19737,6,326,1500,6,62
0000009425-0002-5,BARBARA HALL PRODUCTIONS /C,,14724   VENTURA BLVD   SUITE #600,SHERMAN OAKS,91403-3534,14724 VENTURA 91403-3534,11812   SAN VICENTE BLVD   SUITE #200,LOS ANGELES,90049-6622,"Independent artists, writers, & performers",4,01/01/2019,"(34.1512, -118.4543)",19732,7,337,680,6,83
0000009443-0001-5,"12925 RIVERSIDE DRIVE, LLC",NC ISS VALLEY DR,12925 RIVERSIDE DRIVE,SHERMAN OAKS,91423-5263,12925 RIVERSIDE 91423-5263,444 S FLOWER STREET #500,LOS ANGELES,90071-2906,Lessors of real estate (including mini warehouses & self-storage units),4,,"(34.1576, -118.4146)",19736,7,203,689,,83
0000009541-0001-4,PASTA MAMA INC,HUGO'S RESTAURANT,12851 RIVERSIDE DRIVE,N HOLLYWOOD,91607-3320,12851 RIVERSIDE 91607-3320,616 N DETROIT STREET,LOS ANGELES,90036-1946,Full-service restaurants,4,04/01/2000,"(34.1576, -118.4121)",8890,7,203,689,,
0000009664-0001-3,CHARMAINE PRODUCTIONS INC,,4117 ALLOTT AVENUE,SHERMAN OAKS,91423-4301,4117 ALLOTT 91423-4301,21300 VICTORY BLVD SUITE #520,WOODLAND HILLS,91367-8047,Employment services,4,01/01/2003,"(34.1447, -118.4282)",19736,7,332,697,,83
0000009687-0001-4,PEDIATRIC CARE PARTNERS APMC,,5353 BALBOA BLVD #200,ENCINO,91316-2890,5353 BALBOA 91316-2890,,,,Offices of physicians (except mental health specialists),4,01/01/2003,"(34.1685, -118.501)",19737,6,326,1363,,62
0000009770-0002-5,LAWRENCE R SMITH,CLEAN CALIFORNIA PRESSURE  WASHING,1952 N VAN NESS AVENUE,LOS ANGELES,90068-3625,1952 VAN NESS 90068-3625,POST OFFICE BOX #1233,LEMON GROVE,91946-1233,Other services to buildings & dwellings,4,06/20/2007,"(34.1069, -118.3158)",24033,7,403,1296,,64
0000009861-0001-6,HEMAR ROUSSO & HEALD LLP,LAW OFFICES OF HEMAR & ROUSSO,15910 VENTURA BLVD #1201,ENCINO,91436-2813,15910 VENTURA 91436-2813,,,,Legal services,4,11/01/1973,"(34.1557, -118.4794)",19737,6,338,1500,6,62
0000009862-0001-1,EUNICE KNIGHT SAUNDERS CORP,,14101 RIVERSIDE DRIVE,SHERMAN OAKS,91423-2312,14101 RIVERSIDE 91423-2312,POST OFFICE BOX #3542,LONG BEACH,90803-0542,Lessors of real estate (including mini warehouses & self-storage units),4,09/01/1973,"(34.1576, -118.4399)",19736,7,245,964,,83
0000010010-0001-9,"GOODCHILD AND DUFFY, APLC",,16133 VENTURA BLVD #1250,ENCINO,91436-2425,16133 VENTURA 91436-2425,,,,Legal services,4,01/01/1992,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000010063-0001-1,DERRICK WILLIAMS,DERRICK WILLIAMS / D WILLIAMS PRODUCTIONS,7708   CHIMINEAS AVENUE,RESEDA,91335-2057,7708 CHIMINEAS 91335-2057,15301   VALLEY VISTA BLVD   APT #206,SHERMAN OAKS,91403-3932,Motion picture & video industries (except video rental),4,06/01/2017,"(34.2105, -118.5281)",18909,2,254,283,,12
0000010095-0042-8,DOLLAR TREE STORES INC,DOLLAR TREE #07327,17955   VENTURA BLVD,ENCINO,91316-3618,17955 VENTURA 91316-3618,500   VOLVO PARKWAYS,CHESAPEAKE,23320-1604,General merchandise stores,4,10/19/2017,"(34.1649, -118.5241)",4286,6,323,325,6,62
0000010174-0001-7,HUTCHINSON MARRIAGE AND FAMILY COUNSELING CENTER INC,,17337 VENTURA BLVD #320,ENCINO,91316-4909,17337 VENTURA 91316-4909,401   FOREST PARK BLVD,OXNARD,93036-5310,,4,01/27/2000,"(34.1609, -118.5104)",4286,6,325,328,6,62
0000010323-0001-1,ADMINISTRATIVE RESOURCES CORP,,17050 VENTURA BLVD #200,ENCINO,91316-4143,17050 VENTURA 91316-4143,,,,Office administrative services,4,04/14/1992,"(34.16, -118.5047)",4286,6,325,328,6,62
0000010590-0001-9,YFLI MARKETING LLC,YFLI MARKETING,7181 CHELAN WAY,LOS ANGELES,90068-2624,7181 CHELAN 90068-2624,,,,"Management, scientific, & technical consulting services",4,11/14/2003,"(34.1133, -118.3466)",24033,7,456,627,11,82
0000010623-0001-5,EDRIC JANIAN,WORKS,6201 BALCOM AVENUE,ENCINO,91316-7209,6201 BALCOM 91316-7209,,,,Single Family Housing Construction (1997 NAICS),4,08/01/1991,"(34.1819, -118.5203)",4286,6,268,304,,62
0000010708-0001-9,MARINA KAB,LAW OFFICES OF MARINA KAB,16530 VENTURA BLVD SUITE #208,ENCINO,91436-4591,16530 VENTURA 91436-4591,,,,Legal services,4,01/01/1992,"(34.1576, -118.493)",19737,6,326,1499,6,62
0000010763-0001-8,ELIZABETH TAGG,,4818 CLEON AVENUE,N HOLLYWOOD,91601-4645,4818 CLEON 91601-4645,6172   MOUNT ANGELUS DRIVE,LOS ANGELES,90042-3524,Employment services,4,04/10/2001,,,,,,,
0000010771-0001-2,DIANNE CLEVENGER,,13103 MOORPARK STREET,SHERMAN OAKS,91423-3306,13103 MOORPARK 91423-3306,725 S MOUNTAIN VIEW DRIVE,PALM SPRINGS,92264-1108,Lessors of real estate (including mini warehouses & self-storage units),4,08/01/1991,"(34.1503, -118.4182)",19736,7,346,968,,83
0000010867-0001-4,JOHN W FLECK,,3377 LEY DRIVE,LOS ANGELES,90027-1315,3377 LEY 90027-1315,,,,"Management, scientific, & technical consulting services",4,01/01/2000,"(34.1143, -118.2776)",23445,7,397,545,,3
0000011008-0001-9,BENNETT S ALBERT,BEN ALBERT,17550 BURBANK BLVD #323,ENCINO,91316-1782,17550 BURBANK 91316,,,,"Educational services (including schools, colleges, & universities)",4,01/01/1995,"(34.1722, -118.5152)",4286,6,315,340,,62
0000011138-0001-8,WILLIAM O DOW,,14322   MARTHA STREET,SHERMAN OAKS,91401-4618,14322 MARTHA 91401-4618,14322   MARTHA STREET,SHERMAN OAKS,91401-4618,Photographic services,4,01/01/1975,"(34.1728, -118.4452)",19729,7,242,948,,18
0000011234-0001-8,PATRICK LAKEY,,2301 N GOWER STREET,LOS ANGELES,90068-2242,2301 GOWER 90068-2242,2301 N GOWER STREET,LOS ANGELES,90068-2242,Computer systems design & related services,4,07/01/1999,"(34.1125, -118.3224)",24033,7,404,343,,64
0000011258-0001-3,CALM PRODUCTIONS INC,,12109 HILLSLOPE STREET,STUDIO CITY,91604-3602,12109 HILLSLOPE 91604-3602,,,,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,01/01/1999,"(34.1416, -118.3972)",8492,5,352,710,,84
0000011308-0001-3,ISRAEL INDEPENDENCE DAY FESTIVAL,,18155 ELKWOOD STREET,RESEDA,91335-2064,18155 ELKWOOD 91335-2064,,,,"All other professional, scientific, & technical services",4,08/31/1995,"(34.2129, -118.5294)",18909,2,254,283,,12
0000011646-0023-4,SALLY BEAUTY SUPPLY LLC,,11239   VENTURA BLVD,STUDIO CITY,91604-3163,11239 VENTURA 91604-3163,3773   CORPORATE CENTRE DRIVE,EARTH CITY,63045-1130,"Cosmetics, beauty supplies, & perfume stores",4,03/27/1995,"(34.1419, -118.3754)",8492,5,349,389,6,84
0000011806-0001-5,SHEILA B COOPER,,15528 BRIARWOOD DRIVE,SHERMAN OAKS,91403-4303,15528 BRIARWOOD 91403-4303,,,,,4,03/18/2000,"(34.1438, -118.4698)",19732,7,340,679,,83
0000012083-0001-2,COMMUNITY INTEGRATED SVS INC,,8238 AMIGO AVENUE,RESEDA,91335-1225,8238 AMIGO 91335-1225,,,,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,12/31/2001,"(34.2197, -118.5387)",18909,2,249,274,,12
0000012251-0001-9,1747 NORMANDIE PARTNERS LP,1747 NORMANDIE PARTNERS LP,1747 N NORMANDIE AVENUE,LOS ANGELES,90027-3995,1747 NORMANDIE 90027-3995,795 N AVENUE 50,LOS ANGELES,90042-3282,Office administrative services,4,06/01/1974,"(34.1025, -118.3005)",23445,7,401,1327,16,3
0000012302-0001-3,FOLKSCENE INC,,13636 VENTURA BLVD #416,SHERMAN OAKS,91423-3700,13636 VENTURA 91423,,,,Musical instrument & supplies stores,4,09/26/2002,"(34.1478, -118.4301)",19736,7,332,682,6,83
0000012404-0001-1,"EGN, INC",IL CAPRICCIO ON VERMONT,1757 N VERMONT AVENUE,LOS ANGELES,90027-4305,1757 VERMONT 90027-4305,,,,Full-service restaurants,4,09/01/2003,"(34.1029, -118.2917)",23445,7,399,1328,16,3
0000012595-0001-6,SUMOL CHOMYONG,,2316 HYPERION AVENUE,LOS ANGELES,90027-4712,2316 HYPERION 90027-4712,,,,Full-service restaurants,4,03/01/2006,"(34.1018, -118.2731)",23670,7,463,548,,90
0000012661-0002-3,HUBERT & IVY TAO,,13509 MOORPARK STREET,SHERMAN OAKS,91423-3821,13509 MOORPARK 91423-3821,35 GARDENPATH,IRVINE,92603-0157,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2002,"(34.1503, -118.4276)",19736,7,331,694,,83
0000012681-0001-2,STEVEN KLAYMAN,OLICO INC,2357 LYRIC AVENUE,LOS ANGELES,90027-4656,2357 LYRIC 90027-4656,,,,Motion picture & video industries (except video rental),4,01/01/2001,"(34.1041, -118.2751)",23445,7,465,548,,3
0000012860-0001-7,CREDITORS ADJUSTMENT BUREAU INC,,4340 FULTON AVENUE FLOOR #3,SHERMAN OAKS,91423-6262,4340 FULTON 91423-6262,POST OFFICE BOX #5932,SHERMAN OAKS,91413-5932,Collection agencies,4,01/01/1975,"(34.1499, -118.4221)",19736,7,346,968,,83
0000013199-0001-9,HYSTERICA DANCE COMPANY,,2001 1/2 CHEREMOYA AVENUE,LOS ANGELES,90068-3552,2001 CHEREMOYA 90068,POST OFFICE BOX #931844,LOS ANGELES,90093-1844,Sound recording industries,4,03/11/2003,"(34.1077, -118.3204)",24033,7,405,552,,64
0000013219-0001-8,THIRTY-SIXTH CHURCH OF CHRIST SCIENTIST,,12360 VENTURA BLVD,STUDIO CITY,91604-2508,12360 VENTURA 91604-2508,4032 WHITSETT AVENUE,STUDIO CITY,91604-2422,Book stores,4,03/01/2000,"(34.1429, -118.4016)",8492,5,352,710,6,84
0000013239-0001-5,HAKOP GYOULOGLIAN,,1822 N ALEXANDRIA AVENUE,LOS ANGELES,90027-4003,1822 ALEXANDRIA 90027-4003,,,,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,02/01/2000,"(34.1039, -118.2983)",23445,7,401,1327,16,3
0000013393-0001-8,BEVERLY ZIEGLER,ZIEGLER ASSOCIATES,3315 GRIFFITH PARK BLVD #108,LOS ANGELES,90027-2231,3315 GRIFFITH PARK 90027-2231,,,,"Management, scientific, & technical consulting services",4,11/01/1973,"(34.1126, -118.2773)",23445,7,396,547,,3
0000013395-0001-7,LAWRENCE/CHARLOTTE KABAKOFF/JEFF KABAKOFF,HERMITAGE NORTH,13251 VENTURA BLVD,STUDIO CITY,91604-1838,13251 VENTURA 91604-1838,POST OFFICE BOX #6061,SHERMAN OAKS,91413-6061,Lessors of real estate (including mini warehouses & self-storage units),4,12/01/1971,"(34.1463, -118.4213)",8492,5,353,421,6,83
0000013415-0001-6,WILDLIFE EXPERIENCE INC,,14201 HUSTON STREET,SHERMAN OAKS,91423-2365,14201 HUSTON 91423,118 GRAPEVINE ROAD,OAK VIEW,93022-9330,"Educational services (including schools, colleges, & universities)",4,10/01/2001,"(34.1594, -118.4421)",19736,7,245,562,,83
0000013491-0001-7,YOUNG PRESIDENTS ORGANIZATION GRADUATES /C,,2044 N BERENDO STREET,LOS ANGELES,90027-1907,2044 BERENDO 90027-1907,,,,"Management, scientific, & technical consulting services",4,05/01/1984,"(34.1085, -118.294)",23445,7,402,1326,,3
0000013543-0001-6,STEPHEN E. BROCK,SUNSET MAGICWERKS,17928 TIARA STREET,ENCINO,91316-1020,17928 TIARA 91316,,,,Internet publishing & broadcasting,4,11/26/2002,"(34.1788, -118.5234)",4286,6,316,339,,62
0000013613-0001-3,MARIA T SANCHEZ,,4735 BEVERLY BLVD,LOS ANGELES,90004-3144,4735 BEVERLY 90004-3144,119 N HARVARD BLVD,LOS ANGELES,90004-4316,Lessors of real estate (including mini warehouses & self-storage units),4,02/18/2000,,,,,,,
0000013625-0001-6,LOS ANGELES WOMENS THEATRE FESTIVAL,,11411 CUMPSTON STREET #204,N HOLLYWOOD,91601-2674,11411 CUMPSTON 91601-2674,,,,Sound recording industries,4,07/01/1993,,,,,,,
0000013680-0002-3,LEE W GREENBERG,ARI GROUP,3536   TERRACE VIEW DRIVE,ENCINO,91436-4018,3536 TERRACE VIEW 91436-4018,3536 TERRACE VIEW DRIVE,ENCINO,91436-4018,"Management, scientific, & technical consulting services",4,07/01/2007,"(34.1348, -118.5003)",19737,6,327,1558,11,62
0000013733-0001-9,J DOLAN COMMUNICATIONS INC,,11331 VENTURA BLVD SUITE #100,STUDIO CITY,91604-3147,11331 VENTURA 91604-3147,11331 VENTURA BLVD SUITE #1A,STUDIO CITY,91604-3147,Consumer electronics & appliances rental,4,04/01/1991,"(34.1402, -118.3769)",8492,5,351,712,6,84
0000013795-0002-8,SEDA MENECHYAN,,3311 ROWENA AVENUE APT #5,LOS ANGELES,90027-2943,3311 ROWENA 90027-2943,,,,Barber shops,4,11/16/2010,"(34.1109, -118.2775)",23445,7,464,547,,3
0000013825-0001-2,SLOME FAMILY TRUST,,4525 WILLIS AVENUE,SHERMAN OAKS,91403-2709,4525 WILLIS 91403-2709,11429 DECENTE COURT,STUDIO CITY,91604-3865,Lessors of real estate (including mini warehouses & self-storage units),4,08/01/1972,"(34.1527, -118.4552)",19732,7,336,680,6,83
0000013880-0001-1,JOSEPH/SEIJA K MOIZEL,,3770 MULTIVIEW DRIVE,LOS ANGELES,90068-1226,3770 MULTIVIEW 90068-1226,,,,Lessors of real estate (including mini warehouses & self-storage units),4,04/01/1974,"(34.1328, -118.359)",24033,7,350,713,11,82
0000013912-0001-3,S B BEUGLER CO /C,,3667 TRACY STREET,LOS ANGELES,90039-2543,3667 TRACY 90039-2543,,,,"Paint, varnish, & supplies",4,01/01/1973,"(34.1036, -118.2729)",23445,7,463,1312,,90
0000013979-0001-7,LOREL K SAIKI,,4555 SYLMAR AVENUE #229,SHERMAN OAKS,91423-2644,4555 SYLMAR 91423-2644,,,,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,01/01/2004,"(34.1539, -118.4465)",19736,7,333,676,,83
0000014078-0001-6,SAN FERNANDO VALLEY SMALL BUSINESS DEVELOPMENT CORPORATION,SAN FERNANDO VALLEY FINANCIAL DEVELOPMENT CORP,5121 VAN NUYS BLVD FLOOR #3,VAN NUYS,91403-1496,5121 VAN NUYS 91403-1496,,,,Office administrative services,4,01/01/2003,"(34.1634, -118.4487)",19736,7,248,674,,83
0000014079-0001-1,B'NAI B'RITH INTERNATIONAL,B'NAI B'RITH,14925 VENTURA BLVD #212,SHERMAN OAKS,91403-5973,14925 VENTURA 91403-5973,,,,"Management, scientific, & technical consulting services",4,11/07/2002,"(34.1524, -118.4579)",19732,7,335,565,6,83
0000014086-0001-1,WAVE SERVICES INC,,11928 1/2 VENTURA BLVD,STUDIO CITY,91604-2606,11928 VENTURA 91604-2606,24255 PACIFIC COAST HIGHWAY,MALIBU,90263-3999,Lessors of real estate (including mini warehouses & self-storage units),4,08/28/1990,"(34.143, -118.3915)",8492,5,351,1353,6,84
0000014088-0001-0,MEHER DER OHANESSIAN FINANCIAL SERVICES INC,,1932 HILLHURST AVENUE,LOS ANGELES,90027-2712,1932 HILLHURST 90027-2712,,,,Tax preparation services,4,04/24/1992,"(34.1063, -118.2874)",23445,7,399,1313,,3
0000014094-0001-5,WAVE SERVICES INC,,11916 VENTURA BLVD,STUDIO CITY,91604-2606,11916 VENTURA 91604-2606,24255 PACIFIC COAST HIGHWAY,MALIBU,90263-3999,Lessors of real estate (including mini warehouses & self-storage units),4,10/07/1994,"(34.1428, -118.3912)",8492,5,351,1353,6,84
0000014140-0001-7,"LIL ANGEL BUNNY FOUNDATION, INC",,13437 VENTURA BLVD #206,SHERMAN OAKS,91423-6106,13437 VENTURA 91423,POST OFFICE BOX #4084,SANTA MONICA,90411-4084,Travel arrangement & reservation services,4,06/25/2001,"(34.1472, -118.4262)",19736,7,331,694,6,83
0000014182-0001-1,DALLAS DORSETT,DALLAS DORSETT STUDIO 44,1924 PINEHURST ROAD,LOS ANGELES,90068-3730,1924 PINEHURST 90068,,,,Employment services,4,05/01/1992,,,,,,,
0000014250-0001-9,"BBMS PARTNERSHIP, LLC",,14226 VENTURA BLVD,SHERMAN OAKS,91423-2715,14226 VENTURA 91423-2715,POST OFFICE BOX #5932,SHERMAN OAKS,91413-5932,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1975,"(34.1499, -118.443)",19736,7,334,681,6,83
0000014315-0001-5,VEDANTA SOCIETY OF SOUTHERN CALIFORNIA,,2000 IVAR AVENUE,LOS ANGELES,90068-3960,2000 IVAR 90068-3960,1946 VEDANTA PLACE,LOS ANGELES,90068-3920,Lessors of real estate (including mini warehouses & self-storage units),4,09/05/1957,,,,,,,
0000014316-0001-0,VEDANTA SOCIETY OF SOUTHERN CALIFORNIA,,2011 VINE STREET,LOS ANGELES,90068-3914,2011 VINE 90068-3914,1946 VEDANTA PLACE,LOS ANGELES,90068-3920,Lessors of real estate (including mini warehouses & self-storage units),4,09/05/1957,"(34.1069, -118.3267)",24033,7,405,371,,64
0000014317-0001-4,VEDANTA SOCIETY OF SOUTHERN CALIFORNIA,,2017 VINE STREET,LOS ANGELES,90068-3914,2017 VINE 90068-3914,1946 VEDANTA PLACE,LOS ANGELES,90068-3920,Lessors of real estate (including mini warehouses & self-storage units),4,09/05/1957,"(34.1071, -118.3267)",24033,7,405,371,,64
