"location_account","business_name","dba_name","city","zip_code","primary_naics_description","location_start_date"
"0002001900-0002-7","SVETLANA ROMANCHUK","ALX MOBIL ULTRASOUND","VALLEY VILLAGE","91607-2635","Medical & diagnostic laboratories","2022-08-01T00:00:00.000"
"0003327751-0001-2","NEW TREND POOLS INC",,"Los Angeles","90019-4725","Other services to buildings & dwellings","2022-08-01T00:00:00.000"
"0003319773-0001-7","SAVE A SPACE INC",,"LOS ANGELES","90043-4428","All other personal services","2022-08-01T00:00:00.000"
"0003326330-0001-1","IMMPACT BIO USA INC.",,"West Hills","91304-3235",,"2022-08-01T00:00:00.000"
"0003306974-0001-0","PATRICK EVANS","SOUTHWESTERN SOLUTIONS","IMPERIAL BEACH","91932-3408","Educational services (including schools, colleges, & universities)","2022-08-01T00:00:00.000"
"0002236018-0072-1","ACE PARKING MANAGEMENT INC",,"LOS ANGELES","90017-3335","Parking lots & garages","2022-08-01T00:00:00.000"
"0003326230-0001-2","RAHSARD WALKER",,"Inglewood","90301-4768","All other personal services","2022-08-01T00:00:00.000"
"0003323474-0001-0","LUISA F CERVANTES","LUNA LASL ENTERPRISE","LOS ANGELES","90011-4925","Furniture stores","2022-08-01T00:00:00.000"
"0003326223-0001-2","WMX RESTAURANT GROUP LLC","WILLIE MAE'S","LOS ANGELES","90025-3009","Limited-service eating places","2022-08-01T00:00:00.000"
"0003327324-0001-2","OMNIPAX LLC","NORA'S CENTER OF ACADEMIC EXCELLENCE","Mission Hills","91345-2781","All other personal services","2022-08-01T00:00:00.000"
"0003322710-0001-7","SHAUN CYRKIN","CYMBALS FOR CHANGE","Playa Del Rey","90293-8342","Jewelry, watch, precious stone, & precious metals","2022-08-01T00:00:00.000"
"0003326252-0001-9","CLAUDIA AMAYA","COMEDOR Y PUPUSERIA LA EXCELENCIA EN SATICOY","WINNETKA","91306-2539","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003325225-0001-4","JOSE OLVERA SOSA","HERO MAINTENANCE","LOS ANGELES","90022-3664","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003321732-0001-6","MARTIN ANTONIO FLORES","TLAXCALLI HOUSE","GRANADA HILLS","91344-6329","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003326260-0001-3","ARMIN INJIGHULYAN","EVROPA FRESH","NORTH HOLLYWOOD","91606-4610","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003317062-0001-7","BAMBOLA CAFE",,"WILMINGTON","90744-5026","Full-service restaurants","2022-08-01T00:00:00.000"
"0003327522-0001-0","CVS LAW A P.C",,"Porter Ranch","91326-2236","Legal services","2022-08-01T00:00:00.000"
"0003326960-0001-1","VITAMIN X INC",,"WOODLAND HILLS","91367-3623","Promoters of performing arts, sports, & similar events","2022-08-01T00:00:00.000"
"0003318134-0001-1","ELSY PILAR SANDOVAL DIAZ",,"Panorama City","91402-2210",,"2022-08-01T00:00:00.000"
"0003325893-0001-0","CRISTINA LOPEZ","OATS COOKIE CO","Lake View Terrace","91342-7346","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003324018-0001-1","SOPHIA MCKNIGHT GIULIANO","POSITIVE POTIONS APOTHECARY","Reseda","91335-7723","Electronic shopping","2022-08-01T00:00:00.000"
"0003322665-0001-0","ALISHIA  WHYTE","#1 ICE-CREAM","Los Angeles","90016-3914","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003314828-0001-3","XCHANGE LOGISTICS CORPORATION",,"Compton","90220-3207","Warehousing & storage (except leases of mini warehouses & self-storage units)","2022-08-01T00:00:00.000"
"0003326369-0001-2","2BEANSBREWIN INC",,"Los Angeles","90066-6386","Limited-service eating places","2022-08-01T00:00:00.000"
"0003327223-0001-0","MAGNA STELLA INC",,"Los Angeles","90013-1455","Other miscellaneous nondurable goods","2022-08-01T00:00:00.000"
"0003326442-0001-1","TRUSTWAY EXPRESS INC",,"LOS ANGELES","90061-1605","General freight trucking, local","2022-08-01T00:00:00.000"
"0003033368-0002-4","UNINCORPORATED COFFEE ROASTERS",,"LOS ANGELES","90041-1242","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326249-0001-7","REYNA ALMANZA",,"LAKE BALBOA","91406-2333","Janitorial services","2022-08-01T00:00:00.000"
"0003325282-0001-2","VMT GROUP LLC","VMT CAR SALES","PANORAMA CITY","91402-5991","Used car dealers","2022-08-01T00:00:00.000"
"0003179967-0002-3","FARAHI LAW FIRM, APC",,"PANORAMA CITY","91402-4194","Legal services","2022-08-01T00:00:00.000"
"0003323508-0001-1","MICHAEL RIDLEY","REAL BAR-B-QUE","Los Angeles","90056-2216","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003325198-0001-5","TRACEY LAMPSON","SUNDAY SOBER LIFE","Granada Hills","91344-7313","Rooming & boarding houses","2022-08-01T00:00:00.000"
"0003326287-0001-2","MASHHOUR SISTERS CORPORATION","JC SMOKESHOP","LOS ANGELES","90042-4117","Tobacco & tobacco products","2022-08-01T00:00:00.000"
"0003324226-0001-1","BUILDING DECARBONIZATION COALITION",,"PETALUMA","94954-1144","All other professional, scientific, & technical services","2022-08-01T00:00:00.000"
"0003326227-0001-1","HOW TO MOVE LLC",,"Woodland Hills","91303-4060","Couriers & messengers","2022-08-01T00:00:00.000"
"0003315625-0001-1","SUPRMARKT",,"Los Angeles","90043-2428","Grocery stores (including supermarkets & convenience stores without gas)","2022-08-01T00:00:00.000"
"0003324297-0001-1","FH STOP SMOKE SHOP INC","FARAH FARAH","SUN VALLEY","91352-3951","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003326191-0001-1","PREVENT MEDICAL SOLUTIONS LLC",,"Los Angeles","90071-3332","All other personal services","2022-08-01T00:00:00.000"
"0003326178-0001-5","ALEX GERARDO MARTINEZ ERAZO","AGM CONSTRUCTION","GRANADA HILLS","91344-4155","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0002795808-0002-0","APRIL LOVE MEYERS","BEST BUY SMOG CHECK","GARDENA","90248-4341","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003325449-0001-6","PROFESSIONAL TELECOMMUNICATIONS SERVICES INC",,"LAKE FOREST","92630-1614","Electrical Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003327849-0001-3","LUCKY BOARD LA INC",,"North Hollywood","91605-3403","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003321207-0001-7","NARDA CHRISTOPHER","DELIGHT IN THE DETAILS","Los Angeles","90044-3407","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003321358-0001-8","CRESCENTE INC",,"Los Angeles","90010-3303",,"2022-08-01T00:00:00.000"
"0003323785-0001-2","GILMA MICHELL RORIGUEZ GIRON","SOFIA'S CLEANING SERVICES","Van Nuys","91406-3936","Janitorial services","2022-08-01T00:00:00.000"
"0003325776-0001-8","FLORENCIO CHIGUIL IXTACUY",,"Los Angeles","90057-2504","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326135-0001-7","MONARCA LIQUOR STORE LLC",,"LOS ANGELES","90023-4217","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003322057-0001-6","CARE UNIT LLC",,"LOS ANGELES","90046-7039","Home health care services","2022-08-01T00:00:00.000"
"0003326418-0001-8","KATHERINE HARRIS",,"North Hollywood","91601-6400","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003326195-0001-9","JOSHUA RAMIREZ","RAMIREZ ROADSIDE ASSISTANCE","Santa Monica","90405-3029","All other personal services","2022-08-01T00:00:00.000"
"0003326319-0001-4","MUKAY LLC",,"Los Angeles","90066-5391","General merchandise stores","2022-08-01T00:00:00.000"
"0003325296-0001-4","JOSE GABINO MELENDEZ",,"LOS ANGELES","90044-3717","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003322723-0001-4","FELIPE DE JESUS CEDILLO FLORES","FELA JANITORIAL SERVICES","Long Beach","90813-2933","Janitorial services","2022-08-01T00:00:00.000"
"0003324786-0001-4","BEAM TEAM CONSTRUCTION, INC.",,"ALPHARETTA","30004-3395","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003325409-0001-1","THE SCREEN ACTING STUDIO LLC",,"Los Angeles","90046-7451","Educational services (including schools, colleges, & universities)","2022-08-01T00:00:00.000"
"0003326288-0001-7","JOEY RODRIGUEZ","CUSTOM AIRWORKS","HACIENDA HEIGHTS","91745-4523","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003318815-0001-5","ROXANNA VAQUERA",,"PACOIMA","91331-1001","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003327203-0001-2","MARTIN A RAMIREZ","MR PRECISION","CHATSWORTH","91311-4315","Machinery, equipment, & supplies","2022-08-01T00:00:00.000"
"0003326240-0001-6","ARTUR YELINYAN","OFAL JEWELRY","LOS ANGELES","90014-2730",,"2022-08-01T00:00:00.000"
"0003206232-0004-8","PAPA JOHN BRYSON INC","PAPA JOHN'S PIZZA","NORTHRIDGE","91325-2700","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003324352-0001-2","NATHALIE MEZA","NATS CIRCUIT BREAKER AND MOTOR CONTROL","Los Angeles","90014-3171","Electrical & electronic goods","2022-08-01T00:00:00.000"
"0003324341-0001-4","OXNARD TIRES INC",,"VAN NUYS","91401-3648","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003326290-0001-4","BRANDON TIJERINO","CALIFORNIA FINE NOTARY & LIVE SCAN SERVICES","Van Nuys","91405-3937","All other personal services","2022-08-01T00:00:00.000"
"0003323948-0001-8","JENNY MENDIZABAL","ROMEO'S CLOSET","LOS ANGELES","90063-1236","Apparel mfg.","2022-08-01T00:00:00.000"
"0003325005-0001-1","BRULER LLC",,"LOS ANGELES","90019-4631","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003327372-0001-1","CLISBY-TITIZIAN CHIROPRACTIC INC",,"SAN PEDRO","90731-3107","Offices of chiropractors","2022-08-01T00:00:00.000"
"0003276248-0001-9","AMINAT ODUNBAKU","ODUNBAKU GRILLE","LOS ANGELES","90027-4960",,"2022-08-01T00:00:00.000"
"0003322580-0001-6","MA SOUL CORPORATION",,"Los Angeles","90042-2635","Full-service restaurants","2022-08-01T00:00:00.000"
"0003326204-0001-0","AKRAM MUSLEH","BP MOBILE","Simi Valley","93065-7626",,"2022-08-01T00:00:00.000"
"0003326763-0001-8","KINGSTON LAW GROUP PC",,"LOS ANGELES","91601-","Legal services","2022-08-01T00:00:00.000"
"0003323286-0001-6","DANIEL CORRAL",,"SOUTH PASADENA","91030-2208","Motion picture & video industries (except video rental)","2022-08-01T00:00:00.000"
"0003326112-0001-6","GQ STYLE INC","ESQUIRE SALON FOR MEN","Studio City","91604-2430","Barber shops","2022-08-01T00:00:00.000"
"0003327754-0001-6","JOSE LUIS MARROQUIN RODRIGUEZ","JLM AUTO SERVICES","WILMINGTON","90744-4804","General merchandise stores","2022-08-01T00:00:00.000"
"0003327262-0001-0","GENTECH LABORATORIES",,"San Jose","95122-2604",,"2022-08-01T00:00:00.000"
"0003324923-0001-5","JMP LEARNING","KUMON MATH AND READING CENTER OF PORTER RANCH","Northridge","91326-2254","Educational services (including schools, colleges, & universities)","2022-08-01T00:00:00.000"
"0003327026-0001-7","YEHUDA DAYAN",,"SHERMAN OAKS","91403-3419","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-01T00:00:00.000"
"0003323684-0001-0","CONNECTED OUTPATIENT INC.",,"Sherman Oaks","91423-2757","Outpatient  care centers","2022-08-01T00:00:00.000"
"0003322294-0001-3","VABB 770 INC",,"Sherman Oaks","91423-3700","Limited-service eating places","2022-08-01T00:00:00.000"
"0000195355-0066-8","PANDA EXPRESS INC","PANDA EXPRESS #3467","VAN NUYS","91405-2926","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003326453-0001-0","CHRISTOPHER HUBBARD",,"INGLEWOOD","90303-3924","All other personal services","2022-08-01T00:00:00.000"
"0002873789-0019-8","EVERYTABLE PBC",,"CHATSWORTH","91311-5212","Special food services (including food service contractors & caterers)","2022-08-01T00:00:00.000"
"0003311134-0001-0","EVELYNN PRECIADO BERNARD",,"LOS ANGELES","90042-4960","Office administrative services","2022-08-01T00:00:00.000"
"0003326467-0001-1","PENA COMMERCIAL BUILDERS INC",,"EL MONTE","91732-2813","Commercial and Institutional Building Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003325117-0001-1","WESTCHESTER CLINICAL CARE INC",,"Los Angeles","90045-3606","Offices of all other miscellaneous health practitioners","2022-08-01T00:00:00.000"
"0003325355-0001-3","MF CLASSIC INTERIOR INC",,"VAN NUYS","91406-1916","Painting and Wall Covering Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003325939-0001-3","SASSAN CONSTRUCTION INC",,"PASADENA","91104-2869","Excavation Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003326215-0001-8","MAZ GENERAL BUILDERS INC",,"NORTH HILLS","91343-2102","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003325891-0001-1","PATRICK CHOI CONSTRUCTION INC",,"REDONDO BEACH","90277-6713","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003326256-0001-7","JUAN CARLOS TEJADA","MAJESTIC MAINTENANCE","PACOIMA","91331-1492","Janitorial services","2022-08-01T00:00:00.000"
"0003326170-0001-9","HEALTHY AMERICA CA LLC","LOVE LIFE NOURISH","CULVER CITY","90232-2361","Full-service restaurants","2022-08-01T00:00:00.000"
"0003327260-0001-1","JOSEPH YOSEE GALAM","YOSSI'S FARM","CALABASAS","91302-3852","All other personal services","2022-08-01T00:00:00.000"
"0003323233-0001-4","LLANEHT CORDOVA",,"LOS ANGELES","90057-2241","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326572-0001-1","SCV CATERING COMPANY",,"SACRAMENTO","95816-5712","Community food & housing, & emergency & other relief services","2022-08-01T00:00:00.000"
"0003324385-0001-7","CESAR MARQUEZ","818 LA APPAREL","MISSION HILLS","91345-2639","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326103-0001-7","DOUG REYNOLDS","SANTA CLARITA SANDBLASTING","Santa Clarita","91350-2622","All other professional, scientific, & technical services","2022-08-01T00:00:00.000"
"0003327062-0001-3","ALEXANDER PETTIS",,"Lomita","90717-3542","Offices of physical, occupational & speech therapists, & audiologists","2022-08-01T00:00:00.000"
"0003327542-0001-7","JOYCE PURVY","LJLMEDIA SERVICES","Torrance","90503-4100","Sound recording industries","2022-08-01T00:00:00.000"
"0003327848-0001-9","JASMINE PHYSICAL THERAPY INC",,"North Hollywood","91606-2339","Offices of physical, occupational & speech therapists, & audiologists","2022-08-01T00:00:00.000"
"0003324222-0001-3","FERMIN  CAMPOS DOMINGUEZ","QUALITY THERAPY","Northridge","91325-5125","Offices of mental health practitioners (except physicians)","2022-08-01T00:00:00.000"
"0002843398-0002-1","AGA SEVEN SEAS INC","SEVEN SEAS GOURMENT FOODS","STUDIO CITY","91604-2639","Full-service restaurants","2022-08-01T00:00:00.000"
"0003326261-0001-8","ALEXANDER CHRISTIAN TEAGUE",,"LOS ANGELES","90026-2112","All other personal services","2022-08-01T00:00:00.000"
"0003322920-0001-7","APRIL 90'S SOMETHING LLC","APRIL 90'S SOMETHING THAI CUISINE","Los Angeles","90026-2101","Full-service restaurants","2022-08-01T00:00:00.000"
"0003322999-0001-3","ADV3 LLC",,"LOS ANGELES","90066-1841","Electronic & precision equipment repair & maintenance","2022-08-01T00:00:00.000"
"0003325205-0001-7","KP HEALTH LLC",,"Los Angeles","90038-3538","All other personal services","2022-08-01T00:00:00.000"
"0003321023-0001-0","JORGE LUCIO HERNADEZ","LONCHES Y TORTAS AHOGADAS EL PALACIO","Van Nuys","91405-1913",,"2022-08-01T00:00:00.000"
"0003326159-0001-2","EMAD SLIMAN",,"Los Angeles","90047-2910","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-01T00:00:00.000"
"0003317121-0001-6","MARINA PETROSYAN","PETROSYAN CONSULTING","North Hollywood","91605-3604",,"2022-08-01T00:00:00.000"
"0003326301-0001-4","HONORATO DIONEDA CRUZ",,"LOS ANGELES","90046-3645","Translation & interpretation services","2022-08-01T00:00:00.000"
"0003322866-0001-1","POZOLERIA DONA ANA LLC",,"PANORAMA CITY","91402-1810","Limited-service eating places","2022-08-01T00:00:00.000"
"0003325990-0001-4","AMSAZA LLC",,"Los Angeles","90004-5559","Other activities related to real estate","2022-08-01T00:00:00.000"
"0003317344-0001-3","PINK PEPPER THAI RESTAURANT",,"Los Angeles","90028-6907","Full-service restaurants","2022-08-01T00:00:00.000"
"0003324609-0001-1","JINPANEE   THANAMETHEENAN","KAOHORM KITCHEN","Sherman Oaks","91403-2498","Full-service restaurants","2022-08-01T00:00:00.000"
"0003324796-0001-8","SMOKE EXPERTS 2 INC","SMOKE EXPERTS 2","VAN NUYS","91411-1304","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","2022-08-01T00:00:00.000"
"0003322861-0001-8","FLO TATS",,"LOS ANGELES","90008-4929","All other personal services","2022-08-01T00:00:00.000"
"0003326328-0001-3","CAITLIN CROWLEY",,"Santa Monica","90402-2653","Home health care services","2022-08-01T00:00:00.000"
"0003326475-0001-6","JAY KIM ENTERPRISE INC","8TH LIQUOR","LOS ANGELES","90043-4007","General merchandise stores","2022-08-01T00:00:00.000"
"0003323567-0001-8","EDELWEISS CHOCOLATES FACTORY OF BEVERLY HILLS INC",,"Los Angeles","90038-3340","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326166-0001-2","TAKUYO CORPORATION","LIGHTHOUSE","Torrance","90502-1070","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326292-0001-3","AKC STORES INC","7-ELEVEN STORE 13864A","ENCINO","91316-1613","Grocery stores (including supermarkets & convenience stores without gas)","2022-08-01T00:00:00.000"
"0003325120-0001-3","TENDER AT HOME LLC",,"North Hills","91343-3909",,"2022-08-01T00:00:00.000"
"0000439891-0494-3","ABM INDUSTRY GROUPS, LLC","ABM PARKING SERVICES","LOS ANGELES","90036-3155","Parking lots & garages","2022-08-01T00:00:00.000"
"0003327134-0001-0","BAR NAZ PROPERTIES LLC",,"LOS ANGELES","90068-3116",,"2022-08-01T00:00:00.000"
"0003323403-0001-0","CARTER CHARLES","CARTER WINDOW AND SPECIALTY CLEANING","San Pedro","90731-6839","All other personal services","2022-08-01T00:00:00.000"
"0003327724-0001-5","ADRIANNA VIESCA","SUNSET JWLZ","Van Nuys","91401-5360","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003325390-0001-5","CESAR AUGUSTO GASPARICO",,"Los Angeles","90007-4241","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003326901-0001-3","SUPERIOR PROPERTY SERVICES INC",,"PICO RIVERA","90660-4512","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003325069-0001-1","MAGICK CIRCLE RISING LLC",,"Los Angeles","90027-3340","Sporting goods stores","2022-08-01T00:00:00.000"
"0003322914-0001-1","A&E HOSPITALITY","CHICK-FIL-A WESTFIELD CENTURY CITY","LOS ANGELES","90067-6410","Full-service restaurants","2022-08-01T00:00:00.000"
"0003323556-0001-0","VIDABEL BEAUTY & SPA LLC",,"Encino","91436-4513",,"2022-08-01T00:00:00.000"
"0003326115-0001-0","THE STUDIO ROOM LLC",,"LOS ANGELES","90027-5413","Nail salons","2022-08-01T00:00:00.000"
"0003325466-0001-0","DIAMOND HOME HEALTH AGENCY INC",,"Van Nuys","91411-1626","Home health care services","2022-08-01T00:00:00.000"
"0003325608-0001-3","CLEMENTINA A. OSNAYA",,"LOS ANGELES","90044-6233","Janitorial services","2022-08-01T00:00:00.000"
"0002114551-0027-6","WOLFGANG PUCK CATERING AND EVENTS LLC",,"LOS ANGELES","90012-1804","Limited-service eating places","2022-08-01T00:00:00.000"
"0003323365-0001-2","TAMMY H ICHINOTSUBO EZZI","SACRED HEART CHAPLETS","Wilmington","90744-1828","Mail-order houses","2022-08-01T00:00:00.000"
"0003314602-0001-2","EL TIJUANENSE","TACOS EL TIJUANENSE","North Hills","91343-4135","Limited-service eating places","2022-08-01T00:00:00.000"
"0003326220-0001-9","SABAI CORP",,"LOS ANGELES","90034-2405","All other personal services","2022-08-01T00:00:00.000"
"0003327244-0001-1","LA 5 STARS WASH LLC",,"Marina Dl Rey","90292-6900","All other personal services","2022-08-01T00:00:00.000"
"0003327044-0001-5","ASTGHIK BAKHSHYAN","BEVERLY TAILORS","Encino","91316-3904","All other personal services","2022-08-01T00:00:00.000"
"0003326379-0001-6","JAMES SPARKMAN","SWC GLAZING","WOODLAND HILLS","91364-","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003320820-0001-4","MARINA A MARTINEZ","LIMITLESS VALLEY DANCE COMPANY","Sylmar","91342-5237","Other personal care services (including diet & weight reducing centers)","2022-08-01T00:00:00.000"
"0003319920-0001-1","NUTRIT",,"Van Nuys","91405-1025","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003325392-0001-4","YEDELECTRIC INC",,"SYLMAR","91342-5253","Electrical Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003323237-0001-2","OBRERO CORPORATION","GROUND FORCE","SPRING VALLEY","91977-4216","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003327303-0001-1","J & S BUILDER, INC.",,"LOS ANGELES","90005-2313","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0002873789-0020-1","EVERYTABLE PBC",,"LOS ANGELES","90020-1992","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003318951-0001-0","INTERNATIONAL MOSS INC","PLACENCIA SEAWEED","LOS ANGELES","90003-1633","Electronic shopping","2022-08-01T00:00:00.000"
"0003327263-0001-4","VICTOR ROBLEDA",,"Los Angeles","90044-2110","Other personal &  household goods repair & maintenance","2022-08-01T00:00:00.000"
"0003325373-0001-1","JOHANNA ALTMAN","FLO3","Studio City","91604-5038","Offices of mental health practitioners (except physicians)","2022-08-01T00:00:00.000"
"0003325139-0001-8","LOUIS ROY",,"LONG BEACH","90802-4736","Carpentry Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003323177-0001-9","CARREON GROUP INC",,"Los Angeles","90065-5101","Advertising & related services","2022-08-01T00:00:00.000"
"0003325082-0001-6","KIANNA VERDUZCO","INSIGHT THERAPY","Agoura Hills","91301-3362",,"2022-08-01T00:00:00.000"
"0003327326-0001-1","LA BEST AUTO BODY AND COLLISION INC",,"Sunland","91040-2808","Automotive mechanical & electrical repair & maintenance","2022-08-01T00:00:00.000"
"0003323216-0001-1","CAFE LOS FELIZ KITCHEN K23",,"Culver City","90230-6120","Full-service restaurants","2022-08-01T00:00:00.000"
"0003326271-0001-1","BROTHERS WARRIORS LLC","BROTHERS MARKET AND GRILL","LOS ANGELES","90013-1506","Meat markets","2022-08-01T00:00:00.000"
"0003325374-0001-6","MASTERING COMPOSITION INCORPORATION",,"Los Angeles","90049-5221","Independent artists, writers, & performers","2022-08-01T00:00:00.000"
"0003327544-0001-6","OFELIA LEON",,"Los Angeles","90026-3273","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-01T00:00:00.000"
"0003322353-0001-2","IT'S CHURRO LLC",,"Northridge","91324-2503","Limited-service eating places","2022-08-01T00:00:00.000"
"0003325545-0001-6","JOSE ADOLFO BARRERA","GLORTONN","LOS ANGELES","90022-4921","Specialized design services (including interior, industrial, graphic, & fashion design)","2022-08-01T00:00:00.000"
"0003317691-0001-2","PARALLEL BIOSYSTEMS INC",,"Los Angeles","90032-3405",,"2022-08-01T00:00:00.000"
"0003324098-0001-0","COREDAX US",,"Los Angeles","90012-4295",,"2022-08-01T00:00:00.000"
"0003317441-0001-8","STUDIO CITY DESIGN & CONSTRUCTION",,"STUDIO CITY","91604-2613","All other specialty trade contractors","2022-08-01T00:00:00.000"
"0003324777-0001-5","ULIZAR ANTONIO MUNOZ","LET'S DO IT CONSTRUCTION","NORTH HOLLYWOOD","91606-1721","Single Family Housing Construction (1997 NAICS)","2022-08-01T00:00:00.000"
"0003324173-0001-8","JULEEN JEX SISONA","ICAREPROVIDE REFERRAL AGENCY","PANORAMA CITY","91402-3679","All other personal services","2022-08-01T00:00:00.000"
"0002114551-0026-8","WOLFGANG PUCK CATERING AND EVENTS LLC","WOLFGANG PUCK CATERING","LOS ANGELES","90067-6501","Full-service restaurants","2022-08-01T00:00:00.000"
"0003326246-0001-3","DEDICATED CAREGIVING LLC",,"Reseda","91335-1547","All other personal services","2022-08-01T00:00:00.000"
"0003322773-0001-2","WESTSIDE MIND HEALTH INC",,"Los Angeles","90024-4608",,"2022-08-01T00:00:00.000"
"0003319280-0001-6","MJM EVENTS LLC",,"VAN NUYS","91411-2614","Lessors of real estate (including mini warehouses & self-storage units)","2022-08-01T00:00:00.000"
"0003323786-0001-7","PEAK AVL CORP",,"Los Angeles","90038-1509","Machinery, equipment, & supplies","2022-08-01T00:00:00.000"
"0003318144-0001-4","CANOGA ELECTRIC SUPPLY LLC",,"VAN NUYS","91411-2916","Electrical & electronic goods","2022-08-01T00:00:00.000"
"0003326960-0002-9","VITAMIN X INC",,"WOODLAND HILLS","91367-3623","Lessors of real estate (including mini warehouses & self-storage units)","2022-08-01T00:00:00.000"
"0003326268-0001-0","BROTHERS FAMILY LLC","BROTHERS MARKET 4","LOS ANGELES","90013-1503","Fruit & vegetable preserving & speciality food mfg.","2022-08-01T00:00:00.000"
"0003325421-0001-2","KRYSTOL MCINTYRE","SUNRISE NEUROPSYCHOLOGY","Los Angeles","90064-3902","Offices of mental health practitioners (except physicians)","2022-08-01T00:00:00.000"
"0003326521-0001-8","PERRIS CAMPUS PLAZA LLC",,"LOS ANGELES","90057-1180","Other consumer goods rental","2022-08-01T00:00:00.000"
"0003326270-0001-7","SUR JAMES PARK",,"LOS ANGELES","90006-4935","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-01T00:00:00.000"
"0003324164-0001-9","ROXANA RAMIREZ","COLOR ME CR8Z","Sun Valley","91352-2426","General merchandise stores","2022-08-01T00:00:00.000"
"0003326988-0001-4","LUIS VALLEJO M D INC",,"Los Angeles","90048-5512","Offices of all other miscellaneous health practitioners","2022-08-01T00:00:00.000"
