"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000000320-0038-0","PUBLIC STORAGE INC",,"12681 W JEFFERSON BLVD","LOS ANGELES","90066-7008","12681 JEFFERSON 90066-7008","POST OFFICE BOX #25025","GLENDALE","91221-5025",,,"11","2001-12-27T00:00:00.000",,"(33.9783, -118.4161)"
"0000000320-0040-1","PUBLIC STORAGE INC","PUBLIC STORAGE | PUBLIC STORAGE 23087","3611 W WASHINGTON BLVD","LOS ANGELES","90018-1158","3611 WASHINGTON 90018-1158","POST OFFICE BOX #25025","GLENDALE","91221-5025","812190","Other personal care services (including diet & weight reducing centers)","10","2010-08-10T00:00:00.000",,"(34.0398, -118.3237)"
"0000000320-0041-0","PUBLIC STORAGE INC","PUBLIC STORAGE # 23048","7880 SAN FERNANDO ROAD","SUN VALLEY","91352-4355","7880 SAN FERNANDO 91352-4355","POST OFFICE BOX #25025","GLENDALE","91221-5025","493100","Warehousing & storage (except leases of mini warehouses & self-storage units)","2","2010-06-30T00:00:00.000",,"(34.2144, -118.3614)"
"0000000320-0042-8","PUBLIC STORAGE INC",,"15145 ROSCOE BLVD","PANORAMA CITY","91402-4527","15145 ROSCOE 91402-4527","701 WESTERN AVENUE","GLENDALE","91201-2349","493100","Warehousing & storage (except leases of mini warehouses & self-storage units)","6","2010-03-31T00:00:00.000",,"(34.2214, -118.462)"
"0000000320-0043-6","PUBLIC STORAGE INC","PUBLIC STORAGE | PUBLUC STORAGE # 23013","8050 DEERING AVENUE","CANOGA PARK","91304-5010","8050 DEERING 91304-5010","POST OFFICE BOX #25025","GLENDALE","91221-5025","531100","Lessors of real estate (including mini warehouses & self-storage units)","3","2010-05-05T00:00:00.000",,"(34.2164, -118.595)"
"0000000320-0044-4","PUBLIC STORAGE INC","PUBLIC STORAGE | PUBLIC STORAGE #23014","7900 DEERING AVENUE","CANOGA PARK","91304-5007","7900 DEERING 91304-5007","POST OFFICE BOX #25025","GLENDALE","91221-5025","531100","Lessors of real estate (including mini warehouses & self-storage units)","3","2010-05-05T00:00:00.000",,"(34.2139, -118.5951)"
"0000000320-0045-2","PUBLIC STORAGE INC","PUBLIC STORAGE #23029","3625 S GRAND AVENUE","LOS ANGELES","90007-4356","3625 GRAND 90007-4356","701 WESTERN AVENUE","GLENDALE","91201-2349","531100","Lessors of real estate (including mini warehouses & self-storage units)","9","2010-05-12T00:00:00.000",,"(34.0159, -118.2788)"
"0000000320-0046-1","PUBLIC STORAGE INC","PUBLIC STORAGE # 23030","300 AVERY STREET","LOS ANGELES","90013-1810","300 AVERY 90013-1810","701 WESTERN AVENUE","GLENDALE","91201-2349","531100","Lessors of real estate (including mini warehouses & self-storage units)","14","2010-05-12T00:00:00.000",,"(34.0455, -118.2348)"
"0000000320-0047-9","PUBLIC STORAGE INC","PUBLIC STORAGE # 23032","2500 W 6TH STREET","LOS ANGELES","90057-3108","2500 6TH 90057-3108","701 WESTERN AVENUE","GLENDALE","91201-2349","531100","Lessors of real estate (including mini warehouses & self-storage units)","1","2010-05-12T00:00:00.000",,"(34.0616, -118.2795)"
"0000000320-0048-7","PUBLIC STORAGE INC","PUBLIC STORAGE # 23049","12665 FOOTHILL BLVD","SYLMAR","91342-5312","12665 FOOTHILL 91342-5312","701 WESTERN AVENUE","GLENDALE","91201-2349","531100","Lessors of real estate (including mini warehouses & self-storage units)","7","2010-06-30T00:00:00.000",,"(34.2897, -118.4112)"
"0000000320-0049-5","PUBLIC STORAGE INC","PUBLIC STORAGE #25759","16045 FOOTHILL BLVD","SYLMAR","91342-0785","16045 FOOTHILL 91342-0785","701 WESTERN AVENUE","GLENDALE","91201-2349","532290","Other consumer goods rental","7","2012-06-28T00:00:00.000",,"(34.321, -118.4814)"
"0000000320-0050-9","PUBLIC STORAGE INC","PUBLIC STORAGE #29208","1459 W 190TH STREET","GARDENA","90248-4307","1459 190TH 90248-4307","701 WESTERN AVENUE","GLENDALE","91201-2349","493100","Warehousing & storage (except leases of mini warehouses & self-storage units)","15","2011-07-01T00:00:00.000",,"(33.8583, -118.3046)"
"0000000321-0001-5","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"4850 1/2 SANTA MONICA BLVD","LOS ANGELES","90029-2634","4850 SANTA MONICA 90029-2634",,,,,,"13","1991-01-01T00:00:00.000",,
"0000000325-0001-3","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1301 S BERENDO STREET #1","LOS ANGELES","90006-4404","1301 BERENDO 90006-4404","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","1","1991-01-01T00:00:00.000",,"(34.0472, -118.2935)"
"0000000327-0001-2","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"4151 BEVERLY BLVD","LOS ANGELES","90004-4461","4151 BEVERLY 90004-4461","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","13","1991-01-01T00:00:00.000",,
"0000000328-0001-7","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"3049 W 8TH STREET #763","LOS ANGELES","90005-1873","3049 8TH 90005-1873","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","10","1991-01-01T00:00:00.000",,
"0000000329-0001-1","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"2319 W WASHINGTON BLVD","LOS ANGELES","90018-1446","2319 WASHINGTON 90018-1446","8752 S BROADWAY","LOS ANGELES","90003-3340","611000","Educational services (including schools, colleges, & universities)","10","1991-01-01T00:00:00.000",,"(34.0399, -118.3123)"
"0000000335-0001-7","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1811 W 8TH STREET","LOS ANGELES","90057-4297","1811 8TH 90057-4297","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","1","1991-01-01T00:00:00.000",,"(34.0534, -118.2747)"
"0000000336-0001-1","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"3326 S CENTRAL AVENUE","LOS ANGELES","90011-2518","3326 CENTRAL 90011-2518","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","9","1991-01-01T00:00:00.000",,"(34.0133, -118.2565)"
"0000000340-0001-8","CHESHIRE COUNTY CO INC",,"3716 BARHAM BLVD UNIT #B110","LOS ANGELES","90068-1037","3716 BARHAM 90068-1037","3716   BARHAM BLVD   UNIT ##B110","LOS ANGELES","90068-1037","541800","Advertising & related services","4","1973-07-01T00:00:00.000",,"
,  
(34.1412, -118.3416)"
"0000000341-0001-2","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"4473 W PICO BLVD","LOS ANGELES","90019-4243","4473 PICO 90019","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","10","1991-01-01T00:00:00.000",,"(34.0483, -118.3329)"
"0000000345-0001-1","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"2820 S VERMONT AVENUE UNIT #8","LOS ANGELES","90007-2291","2820 VERMONT 90007-2291",,,,"611000","Educational services (including schools, colleges, & universities)","14","1991-01-01T00:00:00.000",,
"0000000348-0001-4","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1724 W ADAMS BLVD","LOS ANGELES","90018-2701","1724 ADAMS 90018-2701","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","8","1991-01-01T00:00:00.000",,"(34.0327, -118.3009)"
"0000000350-0001-1","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1150 VENICE BLVD","LOS ANGELES","90015-3214","1150 VENICE 90015-3214","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","1","1991-01-01T00:00:00.000",,
"0000000360-0001-5","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1400 W PICO BLVD","LOS ANGELES","90015-2463","1400 PICO 90015-2463","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","1","1991-01-01T00:00:00.000",,"(34.0433, -118.2739)"
"0000000366-0001-2","BRET D LEWIS ESQ",,"12304 SANTA MONICA BLVD #3FL","LOS ANGELES","90025-2551","12304 SANTA MONICA 90025-2551","12304 SANTA MONICA BLVD SUITE #107A","LOS ANGELES","90025-2586","541100","Legal services","11","2002-01-01T00:00:00.000",,"(34.0395, -118.4655)"
"0000000368-0001-1","LOAN CENTRAL",,"12304 SANTA MONICA BLVD #300","LOS ANGELES","90025-2593","12304 SANTA MONICA 90025-2593",,,,"561300","Employment services","11",,,
"0000000374-0001-7","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"5526 HOOPER AVENUE","LOS ANGELES","90011-4839","5526 HOOPER 90011","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","9","1991-01-01T00:00:00.000",,"(33.9923, -118.2521)"
"0000000379-0001-0","NAPOLEON LARA GONZALEZ",,"1714 WALTON AVENUE","LOS ANGELES","90006-4437","1714 WALTON 90006-4437",,,,"811110","Automotive mechanical & electrical repair & maintenance","1","1999-01-05T00:00:00.000",,"(34.0421, -118.295)"
"0000000380-0001-2","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"1613 W CARSON STREET #104","TORRANCE","90501-3893","1613 CARSON 90501-3893","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","15","1991-01-01T00:00:00.000",,"(33.8314, -118.3067)"
"0000000390-0001-6","NOSOTROS /C",,"650 N BRONSON AVENUE","LOS ANGELES","90004-1404","650 BRONSON 90004-1404",,,,"611000","Educational services (including schools, colleges, & universities)","13","2000-01-01T00:00:00.000",,"
,  
(34.0825, -118.3178)"
"0000000405-0001-4","A A OFICINA CENTRAL HISPANA DE LOS ANGELES /C",,"18210 SHERMAN WAY #D","RESEDA","91335-4583","18210 SHERMAN 91335-4583","2607 VAN BUREN PLACE","LOS ANGELES","90007-2129","611000","Educational services (including schools, colleges, & universities)","3","1991-01-01T00:00:00.000",,"(34.201, -118.5303)"
"0000000411-0001-0","J B R DEVELOPMENT CO /C ET AL","1725 CAMINO PALMERO APTS LLC","1725 CAMINO PALMERO STREET","LOS ANGELES","90046-2947","1725 CAMINO PALMERO 90046-2947","8383 WILSHIRE BLVD SUITE #1036","BEVERLY HILLS","90211-2440","531100","Lessors of real estate (including mini warehouses & self-storage units)","4","1974-06-01T00:00:00.000",,"(34.102, -118.3499)"
"0000000423-0001-2","SOUTHERN CALIFORNIA MARINE INSTITUTE",,"820 S SEASIDE AVENUE","SAN PEDRO","90731-7330","820 SEASIDE 90731-7330",,,,"611000","Educational services (including schools, colleges, & universities)","15","1994-05-27T00:00:00.000",,"
,  
(33.7365, -118.2709)"
"0000000425-0001-1","PEACE & JOY CARE CENTER /C",,"1667 E DEL AMO BLVD","CARSON","90746-2937","1667 DEL AMO 90746-2937","1693 E DEL AMO BLVD","CARSON","90746-2937","611000","Educational services (including schools, colleges, & universities)","0","2000-01-01T00:00:00.000",,"(33.8468, -118.2415)"
"0000000441-0001-1","JANET GOODELLE OBERMAN",,"136 N FORMOSA AVENUE","LOS ANGELES","90036-2818","136 FORMOSA 90036-2818",,,,"621399","Offices of all other miscellaneous health practitioners","5","1999-08-01T00:00:00.000",,"(34.0743, -118.3462)"
"0000000448-0001-2","STEFANO/ROSE TANZI",,"1140 W 18TH STREET","SAN PEDRO","90731-3810","1140 18TH 90731-3810","1140 W 18TH STREET","SAN PEDRO","90731-3810","531100","Lessors of real estate (including mini warehouses & self-storage units)","15","1974-02-01T00:00:00.000",,"(33.7279, -118.302)"
"0000000455-0001-2","OPERATION YOUTH EDUCATIONAL SERVICES /C",,"2900 E CESAR E CHAVEZ AVENUE","LOS ANGELES","90033-3110","2900 CESAR E CHAVEZ 90033-3110","POST OFFICE BOX #33165","LOS ANGELES","90033-0165","611000","Educational services (including schools, colleges, & universities)","14","1991-01-01T00:00:00.000",,"(34.044, -118.2016)"
"0000000467-0001-5","LOUISIANA TO LOS ANGELES ORGANIZING COMMITTEE INC",,"5214 S WESTERN AVENUE","LOS ANGELES","90062-2701","5214 WESTERN 90062-2701","POST OFFICE BOX #431067","LOS ANGELES","90043-9067","722110","Full-service restaurants","8","2000-02-05T00:00:00.000",,"(33.9949, -118.3089)"
"0000000476-0001-4","EARTHWAYS FOUNDATION INC",,"20110 ROCKPORT WAY","MALIBU","90265-5340","20110 ROCKPORT 90265-5340",,,,"512200","Sound recording industries","0","1999-10-09T00:00:00.000",,"(34.0379, -118.611)"
"0000000478-0001-3","AIDS SERVICE CENTER INC",,"837 S FAIR OAKS AVENUE SUITE #204","PASADENA","91105-2647","837 FAIR OAKS 91105-2647","837 S FAIR OAKS AVENUE SUITE #204","PASADENA","91105-2647","611000","Educational services (including schools, colleges, & universities)","0","1991-01-01T00:00:00.000",,"(34.1314, -118.1503)"
"0000000485-0001-3","BIKE OUT",,"706 CALIFORNIA AVENUE #A","VENICE","90291-5413","706 CALIFORNIA 90291-5413",,,,"561500","Travel arrangement & reservation services","11","1999-04-08T00:00:00.000",,"(33.9936, -118.4639)"
"0000000486-0001-8","CHARLES R DREW UNIVERSITY OF MEDICINE & SCIENCE",,"914 E 126TH STREET","LOS ANGELES","90059-3104","914 126TH 90059-3104","135 W VICTORIA STREET","LONG BEACH","90805-2162","624410","Child day care services","0","1991-01-01T00:00:00.000",,"(33.9188, -118.2592)"
"0000000490-0001-4","COMMUNITY DEVELOPMENT INSTITUTE","CENTURY HEADSTART","1700 W IMPERIAL HIGHWAY","LOS ANGELES","90047-4812","1700 IMPERIAL 90047-4812","135 W VICTORIA STREET","LONG BEACH","90805-2162","624410","Child day care services","0","2000-01-01T00:00:00.000",,"(33.9308, -118.3069)"
"0000000491-0001-9","COMMUNITY DEVELOPMENT INSTITUTE","KIDDIE KASTLE","13500 AVALON BLVD","LOS ANGELES","90061-2606","13500 AVALON 90061-2606","135 W VICTORIA STREET","LONG BEACH","90805-2162","624410","Child day care services","0","1991-01-01T00:00:00.000",,"(33.9091, -118.2653)"
"0000000493-0001-8","CHARLES R DREW UNIVERSITY OF MEDICINE & SCIENCE",,"930 E 126TH STREET","LOS ANGELES","90059-3104","930 126TH 90059-3104","135 W VICTORIA STREET","LONG BEACH","90805-2162","624410","Child day care services","0","1991-01-01T00:00:00.000",,"(33.9188, -118.2589)"
"0000000499-0001-5","ANA PLASCENCIA REYES",,"9824 1/2 KESTER AVENUE","NORTH HILLS","91343-2414","9824 KESTER 91343-2414",,,,"561720","Janitorial services","7","2001-06-20T00:00:00.000",,"(34.2487, -118.4565)"
"0000000512-0001-2","SAN DIEGO DATA PROCESSING CORPORATION INC",,"1200 3RD AVENUE #1400","SAN DIEGO","92101-4157","1200 3RD 92101-4157","5975 SANTA FE STREET","SAN DIEGO","92109-1623","518210","Data processing, hosting, & related services","0","1999-12-01T00:00:00.000",,"(32.7178, -117.162)"
"0000000519-0001-4","TROPICA INC","THE TROPICS","7056 SANTA MONICA BLVD","WEST HOLLYWOOD","90038-1043","7056 SANTA MONICA 90038-1043",,,,"423990","Other miscellaneous durable goods","13","1974-10-01T00:00:00.000",,"
,  
(34.0907, -118.3429)"
"0000000533-0001-4","JAPANESE INSTITUTE OF SAWTELLE",,"2110 CORINTH AVENUE","LOS ANGELES","90025-6224","2110 CORINTH 90025-6224",,,,"611000","Educational services (including schools, colleges, & universities)","11","1991-01-01T00:00:00.000",,"
,  
(34.0388, -118.4432)"
"0000000537-0001-2","L D S SOCIAL SERVICES",,"13042 BURBANK BLVD","SHERMAN OAKS","91401-5409","13042 BURBANK 91401",,,,"561500","Travel arrangement & reservation services","4","1993-12-13T00:00:00.000",,"(34.1721, -118.417)"
"0000000545-0001-7","HIS WAY COMMUNITY DEVELOPMENT ORGANIZATION",,"4327 DON TOMASO DRIVE #5","LOS ANGELES","90008-5355","4327 DON TOMASO 90008-5355",,,,"611000","Educational services (including schools, colleges, & universities)","8","2000-05-01T00:00:00.000",,"(34.0051, -118.3497)"
"0000000547-0001-6","NEW CITY LIFE FOUNDATION /C",,"1201 W MANCHESTER AVENUE","LOS ANGELES","90044-2237","1201 MANCHESTER 90044-2237","3533 W 58TH PLACE","LOS ANGELES","90043-3003","561500","Travel arrangement & reservation services","8","2000-03-01T00:00:00.000",,
"0000000550-0001-8","NEW CITY LIFE FOUNDATION /C",,"3651 S VERMONT AVENUE","LOS ANGELES","90007-3946","3651 VERMONT 90007-3946","3533 W 58TH PLACE","LOS ANGELES","90043-3003","561500","Travel arrangement & reservation services","9","2000-03-01T00:00:00.000",,"(34.022, -118.2915)"
"0000000553-0001-1","CHENG LUNG HSIAO",,"5251 HOLLYWOOD BLVD","LOS ANGELES","90027-4912","5251 HOLLYWOOD 90027-4912",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1974-08-01T00:00:00.000",,"(34.1017, -118.305)"
"0000000554-0001-6","CHENG LUNG HSIAO",,"5251 HOLLYWOOD BLVD","LOS ANGELES","90027-4912","5251 HOLLYWOOD 90027-4912",,,,,,"13","1974-08-01T00:00:00.000",,"(34.1017, -118.305)"
"0000000568-0001-8","LIVING WAY INC",,"4419 EAGLE ROCK BLVD","LOS ANGELES","90041-3212","4419 EAGLE ROCK 90041-3212",,,,"623000","Nursing & residential care facilities","14","1997-09-10T00:00:00.000",,"(34.1246, -118.2203)"
"0000000569-0001-2","CENTER FOR LAND USE INTERPRETATION /C",,"9331 VENICE BLVD","CULVER CITY","90232-2621","9331 VENICE 90232-2621",,,,"512200","Sound recording industries","5","2000-01-01T00:00:00.000",,"(34.0259, -118.3944)"
"0000000570-0001-5","LOS ANGELES SECTION-NATIONAL COUNCIL OF JEWISH WOMEN INC",,"14526 VICTORY BLVD","VAN NUYS","91411-1618","14526 VICTORY 91411-1618","543 N FAIRFAX AVENUE","LOS ANGELES","90036-1715","453310","Used merchandise stores","6","1997-01-01T00:00:00.000",,"(34.1866, -118.4496)"
"0000000573-0001-9","FEED THE MINDS INC",,"1626 WILCOX AVENUE UNIT #1117","LOS ANGELES","90028-6206","1626 WILCOX 90028-6206",,,,"611000","Educational services (including schools, colleges, & universities)","13","1997-08-26T00:00:00.000",,"(34.1002, -118.331)"
"0000000575-0001-8","AHF HEALTHCARE CENTERS /C","AHF HEALTHCARE CENTER/VALLEY","4835 VAN NUYS BLVD #200","SHERMAN OAKS","91403-2139","4835 VAN NUYS 91403-2139","6255 W SUNSET BLVD #21FL","LOS ANGELES","90028-7422","621400","Outpatient  care centers","4","2000-03-01T00:00:00.000",,"(34.1582, -118.4487)"
"0000000576-0001-2","FOUNTAIN AVENUE BAPTIST CHURCH","HOPE IBF","4903 FOUNTAIN AVENUE","LOS ANGELES","90029-1501","4903 FOUNTAIN 90029-1501",,,,"561500","Travel arrangement & reservation services","13","1991-01-01T00:00:00.000",,"(34.0953, -118.2961)"
"0000000590-0001-2","LOS ANGELES URBAN LEAGUE HEAD START STATE PRESCHOOL /C",,"10611 S HOOVER STREET","LOS ANGELES","90044-4443","10611 HOOVER 90044-4443","7226 S FIGUEROA STREET","LOS ANGELES","90003-1721","624410","Child day care services","8","1995-01-20T00:00:00.000",,
"0000000607-0001-0","BENITA BIKE'S DANCEART INC",,"10211 SUNLAND BLVD","SUNLAND","91040-1739","10211 SUNLAND 91040-1739",,,,"512200","Sound recording industries","7","1991-06-04T00:00:00.000",,"(34.2602, -118.3376)"
"0000000621-0001-0","CINTHIA RIDING","AROUND THE KORNER CENTER FOR SCHOOL AGE ENRICHMENT","8800 WOODMAN AVENUE","ARLETA","91331-6519","8800 WOODMAN 91331-6519",,,,"611000","Educational services (including schools, colleges, & universities)","6","1997-06-18T00:00:00.000",,"(34.2296, -118.4362)"
"0000000625-0001-8","NETANELI HEBREW ACADEMY /C",,"7350 RESEDA BLVD","RESEDA","91335-3047","7350 RESEDA 91335-3047","POST OFFICE BOX #370037","RESEDA","91337-0037","611000","Educational services (including schools, colleges, & universities)","3","1993-12-02T00:00:00.000",,"(34.2038, -118.536)"
"0000000627-0001-7","COMMUNITY EMPLOYMENT PROJECT INC",,"7060 HOLLYWOOD BLVD #222","LOS ANGELES","90028-6014","7060 HOLLYWOOD 90028-6014",,,,"561300","Employment services","13","1995-06-05T00:00:00.000",,"(34.1015, -118.3433)"
