SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831756451,01/01/2021 07:53:51 AM,01/05/2021 12:08:25 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2021 12:00:00 AM,01/04/2021 09:27:52 AM,Y,,"19126 W KINZIE ST, 91324",19126,W,KINZIE,ST,91324,34.2481888081,-118.550426972,"(34.2481888081, -118.550426972)",500,G,5,North Valley APC,12,John Lee,113,Northridge West,DEVONSHIRE
1-1831756481,01/01/2021 07:54:39 AM,01/05/2021 03:41:55 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,GAPBH,01/04/2021 12:00:00 AM,01/05/2021 03:41:55 PM,Y,N,"222 S HEWITT ST, 90012",222,S,HEWITT,ST,90012,34.046475758,-118.236032027,"(34.046475758, -118.236032027)",634,G,4,Central APC,14,Kevin de León,46,Arts District Little Tokyo,CENTRAL
1-1831758191,01/01/2021 07:54:48 AM,01/01/2021 01:46:34 PM,SR Created,LASAN,Dead Animal Removal,Closed,Mobile App,iOS,N,WV,,01/01/2021 01:46:34 PM,Y,,"10546 N ENCINO AVE, 91344",10546,N,ENCINO,AVE,91344,34.2625885197,-118.515227324,"(34.2625885197, -118.515227324)",501,B,3,North Valley APC,12,John Lee,118,Granada Hills South,DEVONSHIRE
1-1831756511,01/01/2021 07:55:20 AM,01/07/2021 08:28:26 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/07/2021 12:00:00 AM,01/07/2021 05:37:39 PM,Y,,"6355 N DE SOTO AVE, 91367",6355,N,DE SOTO,AVE,91367,34.1863789988,-118.588734921,"(34.1863789988, -118.588734921)",530,C,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831754611,01/01/2021 07:57:05 AM,01/02/2021 04:50:34 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,NC,01/02/2021 12:00:00 AM,01/02/2021 10:53:48 AM,Y,,"526 S ST ANDREWS PL, 90020",526,S,ST ANDREWS,PL,90020,34.0644647518,-118.311450058,"(34.0644647518, -118.311450058)",633,H,2,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831754651,01/01/2021 07:59:41 AM,01/02/2021 12:28:12 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,NEGB_ELA,01/02/2021 12:26:08 PM,01/02/2021 12:28:11 PM,Y,N,"425 N AVENUE 63, 90042",425,N,AVENUE 63,,90042,34.118653838,-118.180785696,"(34.118653838, -118.180785696)",595,E,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831761131,01/01/2021 08:02:45 AM,01/07/2021 11:10:49 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,N,EV,01/07/2021 12:00:00 AM,01/07/2021 11:07:28 AM,Y,,"8350 N BURNET AVE, 91343",8350,N,BURNET,AVE,91343,34.2230382164,-118.463253129,"(34.2230382164, -118.463253129)",531,H,2,North Valley APC,6,Nury Martinez,112,North Hills East,MISSION
1-1831758371,01/01/2021 08:06:26 AM,01/05/2021 09:43:15 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 09:41:47 AM,Y,,"1027 N KAGAWA ST, 90272",1027,N,KAGAWA,ST,90272,34.0485632384,-118.51843729,"(34.0485632384, -118.51843729)",631,B,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831756651,01/01/2021 08:07:35 AM,01/04/2021 07:26:01 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,LACC,01/04/2021 07:24:04 PM,01/04/2021 07:26:00 PM,Y,N,"1755 W MARTIN LUTHER KING, JR BLVD, 90062",1755,W,"MARTIN LUTHER KING, JR",BLVD,90062,34.0109432854,-118.310142364,"(34.0109432854, -118.310142364)",673,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,Empowerment Congress North,SOUTHWEST
1-1831754771,01/01/2021 08:07:46 AM,01/04/2021 06:27:28 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,Y,WLA,01/04/2021 12:00:00 AM,01/04/2021 06:24:34 PM,Y,N,"8011 S MCCONNELL AVE, 90045",8011,S,MCCONNELL,AVE,90045,33.9654949272,-118.412622159,"(33.9654949272, -118.412622159)",702,E,2,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831754801,01/01/2021 08:08:17 AM,01/06/2021 06:56:53 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,WLA,01/06/2021 12:00:00 AM,01/06/2021 06:55:10 AM,Y,,"1631 S BARRY AVE, 90025",1631,S,BARRY,AVE,90025,34.0422531696,-118.453687451,"(34.0422531696, -118.453687451)",632,A,5,West Los Angeles APC,11,Mike Bonin,66,West LA - Sawtelle,WEST LOS ANGELES
1-1831756681,01/01/2021 08:09:25 AM,01/05/2021 08:25:55 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 04:48:07 PM,Y,N,"548 N EL MEDIO AVE, 90272",548,N,EL MEDIO,AVE,90272,34.0430198846,-118.534401073,"(34.0430198846, -118.534401073)",630,J,5,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831756701,01/01/2021 08:09:58 AM,01/06/2021 08:10:40 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,Y,HB,01/06/2021 12:00:00 AM,01/06/2021 03:25:22 PM,Y,N,"3701 S PACIFIC AVE, 90731",3701,S,PACIFIC,AVE,90731,33.7104279184,-118.288176204,"(33.7104279184, -118.288176204)",854,B,2,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831754891,01/01/2021 08:14:12 AM,01/05/2021 11:17:31 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/05/2021 12:00:00 AM,01/05/2021 12:14:52 PM,Y,,"17015 W PACIFIC COAST HWY, 90272",17015,W,PACIFIC COAST,HWY,90272,34.0396085696,-118.548591559,"(34.0396085696, -118.548591559)",630,H,6,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-1831758511,01/01/2021 08:16:09 AM,01/04/2021 06:48:52 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 06:48:11 AM,Y,N,"1822 E BRIDGE ST, 90033",1822,E,BRIDGE,ST,90033,34.051055641,-118.215195409,"(34.051055641, -118.215195409)",635,A,4,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831756791,01/01/2021 08:16:59 AM,01/04/2021 08:08:22 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 01:23:26 PM,Y,N,"1822 E BRIDGE ST, 90033",1822,E,BRIDGE,ST,90033,34.051055641,-118.215195409,"(34.051055641, -118.215195409)",635,A,4,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831758551,01/01/2021 08:17:18 AM,01/07/2021 11:54:43 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 11:44:29 AM,Y,N,"1726 N MARIPOSA AVE, 90027",1726,N,MARIPOSA,AVE,90027,34.1026368223,-118.299393346,"(34.1026368223, -118.299393346)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831756831,01/01/2021 08:17:37 AM,01/01/2021 02:05:20 PM,SR Created,LASAN,Dead Animal Removal,Closed,Mobile App,iOS,N,HB,,01/01/2021 02:05:20 PM,Y,,"7300 S FIGUEROA ST, 90003",7300,S,FIGUEROA,ST,90003,33.9734844217,-118.282518336,"(33.9734844217, -118.282518336)",704,B,1,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET
1-1831761971,01/01/2021 08:17:37 AM,01/04/2021 07:15:23 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 07:13:23 AM,Y,N,"1822 E BRIDGE ST, 90033",1822,E,BRIDGE,ST,90033,34.051055641,-118.215195409,"(34.051055641, -118.215195409)",635,A,4,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831762011,01/01/2021 08:18:16 AM,01/07/2021 05:15:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 12:03:27 PM,Y,N,"1745 N MARIPOSA AVE, 90027",1745,N,MARIPOSA,AVE,90027,34.103097779,-118.299731207,"(34.103097779, -118.299731207)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831762031,01/01/2021 08:18:19 AM,01/07/2021 05:24:21 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 05:21:43 PM,Y,N,"4230 W LOS FELIZ BLVD, 90027",4230,W,LOS FELIZ,BLVD,90027,34.1122257741,-118.283975104,"(34.1122257741, -118.283975104)",594,B,2,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831762051,01/01/2021 08:18:49 AM,01/07/2021 02:17:35 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/07/2021 12:00:00 AM,01/07/2021 02:09:01 PM,Y,,"4942 W MAPLEWOOD AVE, 90004",4942,W,MAPLEWOOD,AVE,90004,34.0801541492,-118.310799656,"(34.0801541492, -118.310799656)",593,H,7,Central APC,4,Nithya Raman,119,Greater Wilshire,OLYMPIC
1-1831758611,01/01/2021 08:19:00 AM,01/07/2021 10:56:56 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 12:06:17 PM,Y,N,"1759 N MARIPOSA AVE, 90027",1759,N,MARIPOSA,AVE,90027,34.1034442101,-118.299610474,"(34.1034442101, -118.299610474)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831762091,01/01/2021 08:19:40 AM,01/07/2021 06:04:08 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 05:58:43 PM,Y,N,"5540 W FRANKLIN AVE, 90028",5540,W,FRANKLIN,AVE,90028,34.1052377647,-118.310416806,"(34.1052377647, -118.310416806)",593,H,3,Central APC,13,Mitch O'Farrell,30,Hollywood United,HOLLYWOOD
1-1831762111,01/01/2021 08:19:49 AM,01/07/2021 12:53:02 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 12:45:56 PM,Y,N,"1824 N MARIPOSA AVE, 90027",1824,N,MARIPOSA,AVE,90027,34.1042213859,-118.299377736,"(34.1042213859, -118.299377736)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831761401,01/01/2021 08:20:37 AM,01/07/2021 07:12:39 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 08:17:11 AM,Y,N,"1827 N MARIPOSA AVE, 90027",1827,N,MARIPOSA,AVE,90027,34.1042683252,-118.299650717,"(34.1042683252, -118.299650717)",593,J,4,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831762171,01/01/2021 08:20:57 AM,01/06/2021 03:35:00 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:13:20 PM,Y,N,"6952 N ATOLL AVE, 91605",6952,N,ATOLL,AVE,91605,34.1969523312,-118.420265609,"(34.1969523312, -118.420265609)",532,D,5,South Valley APC,2,Paul Krekorian,22,North Hollywood West,NORTH HOLLYWOOD
1-1831761431,01/01/2021 08:21:25 AM,01/02/2021 10:25:08 AM,SR Created,ITA,Other,Closed,Mobile App,iOS,Y,,,01/02/2021 10:25:07 AM,Y,N,"3565 S MOORE ST, 90066",3565,S,MOORE,ST,90066,34.0050381985,-118.444247717,"(34.0050381985, -118.444247717)",672,B,4,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831758681,01/01/2021 08:22:35 AM,01/01/2021 10:37:02 AM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,HB,,01/01/2021 10:37:02 AM,Y,N,"384 W 19TH ST, 90731",384,W,19TH,ST,90731,33.7270564388,-118.285452905,"(33.7270564388, -118.285452905)",824,C,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831762981,01/01/2021 08:22:46 AM,01/04/2021 05:08:43 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/04/2021 12:00:00 AM,01/04/2021 02:45:26 PM,Y,N,"12566 N HENZIE PL, 91344",12566,N,HENZIE,PL,91344,34.2989069485,-118.511097241,"(34.2989069485, -118.511097241)",481,B,5,North Valley APC,12,John Lee,4,Granada Hills North,DEVONSHIRE
1-1831758701,01/01/2021 08:23:07 AM,01/02/2021 03:45:23 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,Y,NEGB_ELA,01/02/2021 03:44:09 AM,01/02/2021 03:45:22 AM,Y,N,"6150 E PIEDMONT AVE, 90042",6150,E,PIEDMONT,AVE,90042,34.1131187944,-118.188964558,"(34.1131187944, -118.188964558)",595,D,2,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831761511,01/01/2021 08:24:53 AM,01/06/2021 03:33:51 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:13:04 PM,Y,N,"7030 N LONGRIDGE AVE, 91605",7030,N,LONGRIDGE,AVE,91605,34.1982355617,-118.421342768,"(34.1982355617, -118.421342768)",532,D,5,South Valley APC,2,Paul Krekorian,22,North Hollywood West,NORTH HOLLYWOOD
1-1831758771,01/01/2021 08:26:26 AM,01/06/2021 03:44:55 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:11:35 PM,Y,N,"13243 W VANOWEN ST, 91605",13243,W,VANOWEN,ST,91605,34.1940232105,-118.421685518,"(34.1940232105, -118.421685518)",532,D,5,South Valley APC,2,Paul Krekorian,22,North Hollywood West,NORTH HOLLYWOOD
1-1831761541,01/01/2021 08:26:44 AM,01/02/2021 07:29:54 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 11:20:01 AM,Y,N,"22231 W ERWIN ST, 91367",22231,W,ERWIN,ST,91367,34.1838423255,-118.611351351,"(34.1838423255, -118.611351351)",529,J,7,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831761581,01/01/2021 08:27:35 AM,01/12/2021 05:32:53 AM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,,Y,EV,01/07/2021 12:00:00 AM,01/12/2021 05:32:23 AM,Y,N,"LANKERSHIM BLVD AT RIVERSIDE DR, 91602",,,,,91602,34.1522560251,-118.367033713,"(34.1522560251, -118.367033713)",563,A,4,South Valley APC,4,Nithya Raman,24,NoHo,NORTH HOLLYWOOD
1-1831761681,01/01/2021 08:32:06 AM,01/06/2021 03:30:03 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 12:12:28 PM,Y,N,"13142 W VANOWEN ST, 91605",13142,W,VANOWEN,ST,91605,34.1937855196,-118.419699871,"(34.1937855196, -118.419699871)",532,D,5,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-1831764911,01/01/2021 08:33:00 AM,01/07/2021 12:33:25 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/06/2021 12:00:00 AM,01/06/2021 09:04:43 AM,Y,,"4614 N VINELAND AVE, 91602",4614,N,VINELAND,AVE,91602,34.1543010107,-118.37012262,"(34.1543010107, -118.37012262)",563,A,4,South Valley APC,2,Paul Krekorian,24,NoHo,NORTH HOLLYWOOD
1-1831761741,01/01/2021 08:33:48 AM,01/09/2021 08:20:19 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/07/2021 12:00:00 AM,01/07/2021 03:02:37 PM,Y,,"19440 W SHENANGO DR, 91356",19440,W,SHENANGO,DR,91356,34.1437220829,-118.557064727,"(34.1437220829, -118.557064727)",560,F,6,South Valley APC,3,Bob Blumenfield,17,Tarzana,WEST VALLEY
1-1831761771,01/01/2021 08:34:01 AM,01/06/2021 04:20:40 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 08:04:12 AM,Y,N,"12826 W VANOWEN ST, 91605",12826,W,VANOWEN,ST,91605,34.1937767626,-118.413019329,"(34.1937767626, -118.413019329)",532,E,5,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-1831763161,01/01/2021 08:34:25 AM,01/07/2021 11:28:07 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/07/2021 12:00:00 AM,01/07/2021 10:03:48 AM,Y,N,"8958 N BURNET AVE, 91343",8958,N,BURNET,AVE,91343,34.2332328536,-118.463147585,"(34.2332328536, -118.463147585)",501,H,7,North Valley APC,7,Monica Rodriguez,112,North Hills East,MISSION
1-1831765041,01/01/2021 08:35:22 AM,01/06/2021 01:15:12 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,EV,01/05/2021 12:00:00 AM,01/05/2021 11:09:07 AM,Y,N,"12528 W VANOWEN ST, 91605",12528,W,VANOWEN,ST,91605,34.1937833341,-118.406296656,"(34.1937833341, -118.406296656)",532,F,5,South Valley APC,2,Paul Krekorian,21,Greater Valley Glen,NORTH HOLLYWOOD
1-1831762441,01/01/2021 08:38:19 AM,01/01/2021 01:46:44 PM,SR Created,LASAN,Dead Animal Removal,Closed,Call,,N,WV,,01/01/2021 01:46:26 PM,Y,N,"8954 N COLLETT AVE, 91343",8954,N,COLLETT,AVE,91343,34.2335086098,-118.483888585,"(34.2335086098, -118.483888585)",501,F,7,North Valley APC,12,John Lee,111,North Hills West,DEVONSHIRE
1-1831762491,01/01/2021 08:39:28 AM,01/05/2021 10:24:14 AM,SR Created,LASAN,Metal/Household Appliances,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 10:24:09 AM,Y,N,"5127 N DAHLIA DR, 90041",5127,N,DAHLIA,DR,90041,34.1404178945,-118.199898794,"(34.1404178945, -118.199898794)",565,B,5,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831765201,01/01/2021 08:40:22 AM,01/08/2021 12:50:30 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/07/2021 12:00:00 AM,01/07/2021 03:08:25 PM,Y,,"5728 N LINDLEY AVE, 91316",5728,N,LINDLEY,AVE,91316,34.17553843,-118.527150681,"(34.17553843, -118.527150681)",561,A,1,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831762561,01/01/2021 08:40:27 AM,01/02/2021 05:12:52 PM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,,N,HB,01/02/2021 12:00:00 AM,01/02/2021 01:53:41 PM,Y,N,"751 W 17TH ST, 90731",751,W,17TH,ST,90731,33.7286739247,-118.293475845,"(33.7286739247, -118.293475845)",824,B,6,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831762601,01/01/2021 08:40:47 AM,01/07/2021 07:32:39 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/07/2021 12:00:00 AM,01/07/2021 07:26:46 AM,Y,,"3833 W EVANS ST, 90027",3833,W,EVANS,ST,90027,34.1074605732,-118.274819771,"(34.1074605732, -118.274819771)",594,C,3,Central APC,4,Nithya Raman,36,Los Feliz,NORTHEAST
1-1831765971,01/01/2021 08:41:13 AM,01/08/2021 03:23:40 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/07/2021 12:00:00 AM,01/07/2021 03:09:30 PM,Y,,"5728 N LINDLEY AVE, 91316",5728,N,LINDLEY,AVE,91316,34.17553843,-118.527150681,"(34.17553843, -118.527150681)",561,A,1,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831763291,01/01/2021 08:41:19 AM,01/06/2021 07:24:12 PM,SR Created,OCB,Graffiti Removal,Cancelled,Email,,N,WVA,01/06/2021 07:23:45 PM,01/06/2021 07:24:12 PM,Y,N,"19230 W SESNON BLVD, 91326",19230,W,SESNON,BLVD,91326,34.2959220883,-118.553312375,"(34.2959220883, -118.553312375)",480,G,6,North Valley APC,12,John Lee,114,Porter Ranch,DEVONSHIRE
1-1831765291,01/01/2021 08:42:11 AM,01/04/2021 08:36:29 PM,SR Created,OCB,Graffiti Removal,Cancelled,Email,,N,WVA,01/04/2021 12:00:00 AM,01/04/2021 08:36:29 PM,Y,N,"9800 N HAYVENHURST AVE, 91343",9800,N,HAYVENHURST,AVE,91343,34.2483053753,-118.493548046,"(34.2483053753, -118.493548046)",501,D,5,North Valley APC,12,John Lee,120,Northridge East,DEVONSHIRE
1-1831762681,01/01/2021 08:42:20 AM,01/02/2021 10:32:52 AM,SR Created,ITA,Other,Closed,Mobile App,iOS,N,,,01/02/2021 10:32:51 AM,Y,N,"4822 N ALATAR DR, 91364",4822,N,ALATAR,DR,91364,34.1534129065,-118.600363609,"(34.1534129065, -118.600363609)",560,A,4,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831765351,01/01/2021 08:43:32 AM,01/05/2021 10:51:51 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 01:18:37 PM,Y,N,"5127 N DAHLIA DR, 90041",5127,N,DAHLIA,DR,90041,34.1404178945,-118.199898794,"(34.1404178945, -118.199898794)",565,B,5,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831763481,01/01/2021 08:45:59 AM,01/08/2021 05:42:32 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/07/2021 12:00:00 AM,01/07/2021 02:50:50 PM,Y,,"5721 N HESPERIA AVE, 91316",5721,N,HESPERIA,AVE,91316,34.1743777966,-118.526405995,"(34.1743777966, -118.526405995)",561,A,1,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831766151,01/01/2021 08:46:51 AM,01/04/2021 08:58:56 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Android,N,HB,01/04/2021 12:00:00 AM,01/04/2021 04:27:11 PM,Y,,"833 W 182ND ST, 90248",833,W,182ND,ST,90248,33.8679585309,-118.289262962,"(33.8679585309, -118.289262962)",764,B,1,Harbor APC,15,Joe Buscaino,91,Harbor Gateway South,HARBOR
1-1831765451,01/01/2021 08:47:34 AM,01/07/2021 04:25:57 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,EV,01/06/2021 12:00:00 AM,01/06/2021 08:44:45 AM,Y,N,"5206 N NORWICH AVE, 91411",5206,N,NORWICH,AVE,91411,34.1651507789,-118.460567952,"(34.1651507789, -118.460567952)",561,H,2,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831766221,01/01/2021 08:48:26 AM,01/02/2021 08:10:45 AM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:49:59 AM,Y,N,"152 W 102ND ST, 90003",152,W,102ND,ST,90003,33.9436242928,-118.275755356,"(33.9436242928, -118.275755356)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831765521,01/01/2021 08:48:50 AM,01/04/2021 10:31:10 PM,SR Created,LASAN,Homeless Encampment,Closed,Mobile App,Android,N,HB,01/04/2021 12:00:00 AM,01/04/2021 04:27:53 PM,Y,,"18300 S VERMONT AVE, 90248",18300,S,VERMONT,AVE,90248,33.8650578899,-118.290362184,"(33.8650578899, -118.290362184)",764,B,2,Harbor APC,15,Joe Buscaino,91,Harbor Gateway South,HARBOR
1-1831766251,01/01/2021 08:49:01 AM,03/31/2021 07:35:43 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Mobile App,iOS,N,NORTH,01/01/2021 12:00:00 AM,01/01/2021 12:00:00 AM,Y,,"BRANFORD ST AT LAUREL CANYON BLVD, 91331",,,,,91331,34.2408922735,-118.413249095,"(34.2408922735, -118.413249095)",502,E,6,North Valley APC,6,Nury Martinez,7,Pacoima,FOOTHILL
1-1831765581,01/01/2021 08:49:36 AM,01/02/2021 08:10:36 AM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,SLA,01/02/2021 12:00:00 AM,01/02/2021 07:49:44 AM,Y,N,"152 W 102ND ST, 90003",152,W,102ND,ST,90003,33.9436242928,-118.275755356,"(33.9436242928, -118.275755356)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831765601,01/01/2021 08:50:00 AM,01/07/2021 08:29:20 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Mobile App,iOS,Y,WV,01/07/2021 12:00:00 AM,01/07/2021 08:27:13 PM,Y,,"5425 N ZELZAH AVE, 91316",5425,N,ZELZAH,AVE,91316,34.1695080047,-118.522200255,"(34.1695080047, -118.522200255)",561,A,2,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831763611,01/01/2021 08:50:35 AM,01/02/2021 03:02:40 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,Y,SLA,01/02/2021 12:00:00 AM,01/02/2021 02:58:45 PM,Y,N,"152 W 102ND ST, 90003",152,W,102ND,ST,90003,33.9436242928,-118.275755356,"(33.9436242928, -118.275755356)",704,C,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,Empowerment Congress Southeast,SOUTHEAST
1-1831763631,01/01/2021 08:50:51 AM,01/01/2021 01:46:07 PM,SR Created,LASAN,Dead Animal Removal,Closed,Mobile App,Android,N,WV,,01/01/2021 01:46:06 PM,Y,,"5805 N WHITE OAK AVE, 91316",5805,N,WHITE OAK,AVE,91316,34.1761774269,-118.519020975,"(34.1761774269, -118.519020975)",561,B,1,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831766981,01/01/2021 08:50:52 AM,01/01/2021 01:46:55 PM,SR Created,LASAN,Dead Animal Removal,Closed,Self Service,,N,WV,,01/01/2021 01:45:51 PM,Y,N,"22803 W DOLOROSA ST, 91367",22803,W,DOLOROSA,ST,91367,34.1702339757,-118.623711214,"(34.1702339757, -118.623711214)",559,H,2,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831767061,01/01/2021 08:54:03 AM,01/01/2021 08:54:07 AM,SR Created,LADWP,Report Water Waste,Closed,Mobile App,iOS,N,,,01/01/2021 08:54:03 AM,Y,,"10040 N LAUREL CANYON BLVD, 91331",10040,N,LAUREL CANYON,BLVD,91331,34.2527231519,-118.425458838,"(34.2527231519, -118.425458838)",502,C,4,North Valley APC,7,Monica Rodriguez,7,Pacoima,FOOTHILL
