Event Name,Event Description,Fee Required,Type of Event,Subject Matter,Age Groupings,Event by Service Area,Event Sponsor,Event Date & Time Start,Event Date & Time Ends,Location Common Name,Location Address,Contact Name,Contact Number,Contact Email,Information Website,Elected Official Office Name,Elected Officials Name,Neighborhood Council,City Reference ID,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
Office of Community Beautification ~  186th Street Elementary School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/08/2016 08:00:00 AM,10/08/2016 12:00:00 PM,186th Street Elementary School,"1581 West 186th Street
Los Angeles, California
(33.918334, -118.304133)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23678,2001,205,,,
Office of Community Beautification ~  West Adams Preparatory High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/08/2016 08:00:00 AM,10/08/2016 12:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California 90007
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Bassett St. Cleanup ,Community Cleanup ,None ,Volunteerism ,,,,BPW OCB,10/08/2016 08:30:00 AM,10/08/2016 12:00:00 PM,6100 Balboa Blvd. ,,Ana Huizar ,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Councilwoman Nury Martinez ,Council District 6,,,,,,,
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/08/2016 08:30:00 AM,10/08/2016 11:30:00 AM,,"Lassen St. / Woodman Ave.
Mission Hills, CA",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification - Wonderland Ave. Elementary,School Clean Up,,Volunteerism,,,,BPW OCB,10/08/2016 09:00:00 AM,10/08/2016 12:00:00 PM,Wonderland Ave. Elementary,"8510 Wonderland Ave.
Los Angeles, CA 90046
(34.114511, -118.380112)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23677,825,722,,7,81
Office of Community Beautification - Palms Middle School,School Clean Up,,Volunteerism,,,,BPW OCB,10/08/2016 09:00:00 AM,10/08/2016 12:00:00 PM,Palms Middle School,"10860 Woodbine St.
Los Angeles, CA 90034
(34.023466, -118.417275)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23451,894,1238,9,6,27
Office of Community Beautification: Sunland/Tujunga Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/08/2016 09:00:00 AM,10/08/2016 11:30:00 AM,,Foothill b/w McVine & Sherman Grove91040,Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Fuentes,,,,,,,,
Office of Community Beautification - CD 11 - La Tijera Community Clean Up,Community Clean Up,,Volunteerism,,,,BPW OCB,10/08/2016 10:00:00 AM,10/08/2016 12:00:00 PM,DWP Substation Lawn,"7885 La Tijera Bl.
Los Angeles, CA 90045
(33.965263, -118.385449)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23676,925,1066,10,10,16
Office of Community Beautification ~ Arroyo Seco Neighborhood Council ~ Clean Streets Challenge Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/09/2016 08:00:00 AM,10/09/2016 10:00:00 AM,Arroyo Seco Bike Path ,Ave 60 Entrance to Arroyo Seco Bike Path,Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Arroyo Seco Neighborhood Council ,,,,,,,
Office of Community Beautification ~ Arroyo Seco Neighborhood Council ~ Clean Streets Challenge Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/09/2016 10:00:00 AM,10/09/2016 12:00:00 PM,,"Evadale St. Los Angeles
California",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Arroyo Seco Neighborhood Council ,,,,,,,
Office of Community Beautification ~ Pico Union Cleanup ,Comm,None,Volunteerism ,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 11:00:00 AM,,"Toberman St. Los Angeles
California, 90015",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,,,,,,
Office of Community Beautification ~  North Are Neighborhood Development Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 11:00:00 AM,,"Adams Boulevard & Western Boulevard
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - NANDC & UNNC Western Avenue Clean Up,Community Clean Up,,Volunteerism,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 11:00:00 AM,,"Western from Adams - Jefferson
Los Angeles, CA 90018",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Arroyo Seco Neighborhood Council ~ Clean Streets Challenge Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 10:00:00 AM,,"Roberta St. Los Angeles
California, 90031",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Arroyo Seco Neighborhood Council ,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Arleta Neighbors in Action Cleanup ,Community Cleanup ,None ,Volunteerism ,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 11:00:00 AM,,Arleta,Ana Huizar ,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Councilwoman Nury Martinez ,Council District 6,,,,,,,
Office of Community Beautification ~ MacArthur Park Neighborhood Council ~ Council District 1 Cleanup ,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 12:00:00 PM,Lafayette Park ,"625 S La Fayette Park Pl, Los Angeles
California, 90057
(36.96313, -82.58046)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council ,,13562,,,,,
Office of Community Beautification ~ Noble Elementary School ~ I love Noble Community Cleanup,Community Cleanup ,None,,,,,BPW OCB,10/15/2016 08:00:00 AM,10/15/2016 12:00:00 PM,Noble Elementary School,"8329 Noble Ave. North Hills
California
(45.106154, -93.341298)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,26731,,,,,
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/15/2016 08:30:00 AM,10/15/2016 12:00:00 PM,,"Devonshire St. & Aqueduct Ave.
Mission Hills, CA 91345",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification: West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/15/2016 08:30:00 AM,10/15/2016 11:30:00 AM,NE Corner of Sale Ave. and Roscoe Blvd.,,Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Arleta Slugz Community Cleanup,Community Cleanup ,None ,Volunteerism ,,,,BPW OCB,10/15/2016 08:30:00 AM,10/15/2016 11:00:00 AM,Intersection of Arleta Avenue and Wentworth Street ,"Intersection of Arleta Avenue and Wentworth Street
(34.233127, -118.416628)",Ana Huizar ,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Councilwoman Nury Martinez ,Council District 6,,18907,128,454,,3,41
Office of Community Beautification ~ Accion Westlake/Westlake North Neighborhood Council ~ Clean Streets Challenge Cleanup ,Community Cleanup ,None ,Volunteerism ,,,,BPW OCB,10/15/2016 08:30:00 AM,10/15/2016 02:00:00 PM,,"318 S. Alvarado, Los Angeles
California
(38.630085, -92.574936)",Ana Huizar ,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,3503,,,,,
Office of Community Beautification ~ Office of Councilman Curren D. Price ~ Mervyn Dymally High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/15/2016 09:00:00 AM,10/15/2016 01:00:00 PM,Mervyn Dymally High School,"8800 South San Pedro Street
Los Angeles, California 90003
(33.95717, -118.269495)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22352,798,1175,7,13,45
Office of Community Beautification ~  Council Member Marquees Harrison Dawson ~ Mountain of Fire and Miracles Ministries,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/15/2016 09:00:00 AM,10/15/2016 12:00:00 PM,Mountain of Fire and Miracles Ministries,"11207 Avalon Boulevard
Los Angeles, California 90061
(33.932657, -118.265168)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24354,808,1190,7,14,
Office of Community Beautification ~  Christian Assembly Church,Day of Hope,NO,Volunteerism,,,,BPW OCB,10/15/2016 09:00:00 AM,10/15/2016 02:00:00 PM,Christina Assembly Church,"1303 Yosemite Drive
Los Angeles, California 90041
(34.13302, -118.194629)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23672,364,512,,9,60
Office of Community Beautification ~  Christian Assembly Church,Day of Hope,NO,Volunteerism,,,,BPW OCB,10/15/2016 09:00:00 AM,10/15/2016 02:00:00 PM,Christina Assembly Church,"4168 West Avenue 42
Los Angeles, California 90065
(34.127345, -118.227508)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24030,382,373,,9,60
Office of Community Beautification ~ Arroyo Seco Neighborhood Council ~ Clean Streets Challenge Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/15/2016 10:00:00 AM,10/15/2016 12:00:00 PM,,"N. Griffin Ave. Los Angeles
California, 90031",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Arroyo Seco Neighborhood Council ,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Panorama City Neighborhood Council Cleanup ,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/16/2016 07:30:00 AM,10/16/2016 10:00:00 AM,,"Cedros Ave, Los Angeles
California, 91402",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,Panorama City Neighborhood Council ,,,,,,,
Office of Community Beautification ~ Office of Councilmember Gil Cedillo ~ Highland Park Keep It Clean Community Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/22/2016 08:00:00 AM,10/22/2016 01:30:00 PM,Monte Vista Street Elementary School Auditorium ,"5423 Monte Vista Street. Los Angeles
California, 90042
(34.110334, -118.197348)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo,Historic Highland Park Neighborhood Council ,,23673,374,477,28,11,93
Office of Community Beautification ~  Empowerment Congress Central Area Neighborhood Development Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/22/2016 08:00:00 AM,10/22/2016 12:00:00 PM,Barack Obama Academy,"1700 West 46th Street
Los Angeles, California 90062
(34.001898, -118.309417)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24027,742,1044,7,14,35
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Hazeltine Community Cleanup,Community Cleanup ,None,Volunteerism ,,,,BPW OCB,10/22/2016 08:00:00 AM,10/22/2016 12:00:00 PM,Hazeltine Neighborhood ,"Intersection of Hazeltine Ave and Sunburst St. Los Angeles
California, 91402",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez ,Councilwoman Nury Martinez ,Hazeltine Neighborhood Watch - CD 6 ,,,,,,,
Office of Community Beautification ~ MacArthur Park Neighborhood ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,10/22/2016 08:00:00 AM,10/22/2016 12:00:00 PM,,"MacArthur Park
California, 90057",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council,,,,,,,
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/22/2016 08:30:00 AM,10/22/2016 12:00:00 PM,,"Fox St. and Woodman Ave.
Mission Hills, CA 91345
(34.264469, -118.455044)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,19330,72,303,,1,4
Office of Community Beautification: Fullbright Elementary Cleanup Day,Cleanup,,Volunteerism,,,,BPW OCB,10/22/2016 08:30:00 AM,10/22/2016 11:00:00 AM,Fullbright Elementary,"6940 Fullbright Ave
Winnetka, CA 91306
(34.196485, -118.577225)",Jason Valencia,,jason.valencia@lacity.org,,Council District 3,Councilmember Blumenfield ,,,4282,291,1468,,4,66
Office of Community Beautification ~  Councilman Curren Price ~ Jefferson High School,Day of Action Power Party,NO,Volunteerism,,,,BPW OCB,10/22/2016 10:00:00 AM,10/22/2016 02:00:00 PM,Jefferson High School,"1319 East 41st Street
Los Angeles, California 90011
(34.00913, -118.251168)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,711,980,7,13,51
Office of Community Beautification: Costanso Neighborhood Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,10/23/2016 07:00:00 AM,10/23/2016 11:00:00 AM,,"Alhama and Ventura
Woodland Hills, CA 91364
(34.166937, -118.592777)",Jason Valencia,,jason.valencia@lacity.org,,Council District 3,Councilmember Blumenfield ,,,19346,312,1491,6,4,49
Office of Community Beautification: Vaughn Learning Center Tree Planting,Cleanup,,Volunteerism,,,,BPW OCB,10/29/2016 07:00:00 AM,10/29/2016 02:00:00 PM,Vaughn Next Century Learning Center,"11200 Herrick Ave.
Pacoima, CA 91331
(34.273327, -118.417122)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,18907,24,369,,1,11
Office of Community Beautification: The Polk Cleanup & 311 Info Session,Cleanup,,Volunteerism,,,,BPW OCB,10/29/2016 08:00:00 AM,10/29/2016 11:00:00 AM,,"Polk St. and San Fernando Rd.
Sylmar, CA 91342
(34.29917, -118.459197)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,18912,51,642,,1,47
Office of Community Beautification ~ Empowerment Congress Central Area Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/29/2016 08:00:00 AM,11/29/2016 12:00:00 PM,Barack Obama Academy,"1700 West 46th Street
Los Angeles, California 90062
(34.001898, -118.309417)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,24027,742,1044,7,14,35
Office of Community Beautification ~ MacArthur Park Neighborhood ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,10/29/2016 08:00:00 AM,10/29/2016 12:00:00 PM,,"MacArthur Park
California, 90057",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council,,,,,,,
Office of Community Beautification ~  Harbor Gateway North Neighborhood Council,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,10/29/2016 09:00:00 AM,10/29/2016 01:00:00 PM,Boys & Girls Club,"802 West Gardena Boulevard
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Sun Valley Area Neighborhood Council ~ Peoria - Tujunga Corridor Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/05/2016 07:30:00 AM,11/05/2016 02:00:00 PM,,"9081 Tujunga Ave, Los Angeles
California, 91352
(34.088904, -117.421042)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Sun Valley Area Neighborhood Council,,19216,,,,,
Office of Community Beautification ~  Institute of Popular Education of Southern California,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 11:00:00 AM,,"1301 North Figueroa Place
Wilmington, California 90744
(33.787386, -118.281814)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,3350,956,1201,,15,29
Office of Community Beautification ~ West Adams High School,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 01:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California
(34.04001, -118.289685)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22724,681,1282,,11,8
Office of Community Beautification ~ MacArthur Park Neighborhood ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:00:00 PM,,"MacArthur Park
California, 90057",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,MacArthur Park Neighborhood Council,,,,,,,
Office of Community Beautification: Rocky Peak Cleanup,,,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:30:00 PM,,"22601 Santa Susana Pass Rd.
Chatsworth, CA 91311
(34.272324, -118.616149)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4284,88,1276,,2,43
Office of Community Beautification ~  Councilman Curren Price ~ Green Meadows United We Stand,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:00:00 PM,,"89th Street & Avalon Boulevard
Los Angeles, California",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Panorama Elementary School Community Cleanup ,Community Cleanup,None,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:00:00 PM,Panorama City Elementary School,"8600 Kester Ave
California, 91402
(34.226464, -118.457469)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/, Office of Councilwoman Nury Martinez, Office of Councilwoman Nury Martinez,,,19730,148,419,,3,59
Office of Community Beautification: Sunland Foursquare Church Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:00:00 PM,,"10602 Sherman Grove
Sunland, CA 91040
(34.261764, -118.319558)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,3221,13,531,18,1,7
Office of Community Beautification ~ Office of Councilmember Paul Krekorian ~ Van Nuys Cleanup Day,Community Cleanup,None,Volunteerism,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 12:00:00 PM,,"6425 Tyrone Ave.
California, 91401
(34.187189, -118.44435)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Paul Krekorian ,Office of Councilmember Paul Krekorian ,Mid-Valley Police Council ,,19729,236,290,,3,18
Office of Community Beautification ~ Office of Councilmember Paul Krekorian ~ Eagle Scout Clean-up Project ,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/05/2016 08:00:00 AM,11/05/2016 01:00:00 PM,,"Chandler Ave. Los Angeles
California, 91601",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Paul Krekorian,Office of Councilmember Paul Krekorian,Midtown North Hollywood Neighborhood Council ,,,,,,,
Office of Community Beautification: West Hills Pomelo Elementary Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,Pomelo Elementary,"7633 March Ave.
West Hills, CA
(34.209229, -118.642042)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4279,282,1471,,2,44
Office of Community Beautification: West Hills Post Office Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,West Hills Post Office,"23055 Sherman Way
West Hills, CA
(34.200712, -118.628685)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4283,283,1470,,2,44
Office of Community Beautification: West Hills Roscoe Ave Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,Orcutt Ranch,"23600 Roscoe Blvd
West Hills, CA
(34.219161, -118.640478)",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,Councilmember Englander,,,4279,284,1304,,2,44
Office of Community Beautification: West Hills Woodlake Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,Fields Market (meeting location),"23221 Saticoy St
West Hills, CA
(34.208235, -118.633102)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4279,283,1471,,2,44
Office of Community Beautification: West Hills Valley Circle Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,,"Valley Circle/Strathern
West Hills, CA",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,,,,,,
Office of Community Beautification: La Tuna Cyn Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:00:00 AM,,"7145 La Tuna Cyn.
Sun Valley, CA 91352",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification: West Hills Nevada Ave Elementary Project,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,Nevada Ave Elementary,"22120 Chase St.
West Hills, CA
(34.224227, -118.607968)",Jason Valencia,,jason.valencia@lacity.org,,Council District 12,Councilmember Englander,,,4279,92,1423,,2,44
Office of Community Beautification: Mission Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 12:00:00 PM,Devonwood Park,"Devonshire St. & Woodman Ave.
Mission Hills, CA 91345",Jason Valencia,,jason.valencia@lacity.org,,Council District 7,,,,,,,,,
Office of Community Beautification - WLA/Sawtelle NC,Community Clean Up,,Volunteerism,,,,BPW OCB,11/05/2016 08:30:00 AM,11/05/2016 11:30:00 AM,WLA Municipal Building,"Corinth & Iowa - Parking Lot
Los Angeles, CA 90025",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - Pico Bl. NC Clean Up,Community Clean Up,,Volunteerism,,,,BPW OCB,11/05/2016 09:00:00 AM,11/05/2016 01:00:00 PM,Public Storage,"5570 Airdrome St.
Los Angeles, CA 90019
(34.044431, -118.361999)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23080,643,1350,,12,23
"Office of Community Beautification - Zen Center, St. Mary's and KYCC Clean Up",Community Clean Up,,Volunteerism,,,,BPW OCB,11/05/2016 09:00:00 AM,11/05/2016 11:00:00 AM,St. Mary's Episcopal Church,"961 S. Mariposa Ave.
Los Angeles, CA 90006
(34.053845, -118.298943)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,22723,619,1246,,12,89
Office of Community Beautification ~  Clean Streets Challenge Central San Pedro,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 09:00:00 AM,11/05/2016 02:00:00 PM,,"100 West 5th Street
Los Angeles, California
(34.046681, -118.248545)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23074,542,527,,9,76
Office of Community Beautification - Olympic Park Neighborhood Council,Community Clean Up,,Volunteerism,,,,BPW OCB,11/05/2016 09:00:00 AM,11/05/2016 11:00:00 AM,St. Mary's Episcopal Church,"961 S. Mariposa Ave.
Los Angeles, CA 90006
(34.053845, -118.298943)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,22723,619,1246,,12,89
Office of Community Beautification ~ Little Tokyo Public Safety Assonciation,Nancy Kikuchi Volunteer Day Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 09:00:00 AM,11/05/2016 12:00:00 PM,JACCC,"244 South San Pedro Street
Los Angeles, California 90012
(34.048242, -118.24216)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23074,536,1502,,9,28
Office of Community Beautification - Eagle Rock Yacht Club,Community Clean Up,,Volunteerism,,,,BPW OCB,11/05/2016 10:00:00 AM,11/05/2016 12:00:00 PM,,"7th & Rose
Venice, CA 90291",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Eagle Rock Yacht Club ~ Community Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/05/2016 10:00:00 AM,11/05/2016 12:00:00 PM,Southeast Corner of Victory and Troost,,Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,,,,,,,,
Office of Community Beautification ~  Eagle Rock Yacht Club,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/05/2016 10:00:00 AM,11/05/2016 12:00:00 PM,Eagle Rock Yacht Club,"632 North Ave 50
Los Angeles, California 90042
(34.110159, -118.205957)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23673,376,686,13,11,93
Office of Community Beautification ~ Glassell Park Neighborhood Council ~ Clean Streets Challenge Cleanup,Community Cleanup,None,Volunteerism ,,,,BPW OCB,11/05/2016 02:00:00 PM,11/05/2016 05:00:00 PM,Glassell Senior Citizen Center,"3750 Verdugo Rd. Los Angeles
California, 90065
(32.48425, -84.92906)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,,,Glassell Park Neighborhood Council ,,1410,,,,,
Office of Community Beautification ~ Office of Councilmember Gil Cedillo ~ Alvarado Terrace Community Cleanup,Community Cleanup,None,Volunteerism,,,,BPW OCB,11/06/2016 08:00:00 AM,11/06/2016 12:00:00 PM,,"5577 N Figueroa St, Los Angeles
California, 90042
(33.96788, -84.38984)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilmember Gil Cedillo,Office of Councilmember Gil Cedillo,,,23113,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Columbus Ave. Cleanup ,Community Cleanup,None,Volunteerism,,,,BPW OCB,11/06/2016 08:00:00 AM,11/06/2016 12:00:00 PM,Columbus Ave and Chase ,"Columbus Ave and Chase
California, 91343
(34.224645, -118.465458)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://bpw.lacity.org/ocb/,Office of Councilwoman Nury Martinez,Office of Councilwoman Nury Martinez,North Hills Each Neighborhood Council ,,18914,127,452,,3,73
Office of Community Beautification ~  Clean Streest Challenge Coastal San Pedro,Community Clean-Up,NO,Volunteerism,,,,BPW OCB,11/06/2016 09:00:00 AM,11/06/2016 02:00:00 PM,,"807 West Paseo Del Mar
Los Angeles, California
(34.11296, -118.20937)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23673,376,1432,13,11,92
