"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","Public Works","Public Works","Municipal Forestry","Services","500","500","General Fund","Tax Supported Fund","Training Costs","Staff Training","500"
"2021","General Government","Finance & Admin","Office of City Treasurer","Travel Expense","200","200","General Fund","Tax Supported Fund","Meals","Meals & Lodging","200"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Services","500","500","General Fund","Tax Supported Fund","Debris Removal & Cleanup","Special Services","500"
"2021","Public Works","Public Works","City Engineer","Materials & Supplies","2000","2000","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","2000"
"2021","Public Safety","Police","Police Community Services","Materials & Supplies","6000","6000","General Fund","Tax Supported Fund","Other Materials & Supplies","Other Materials & Supplies","6000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Services","3900","3900","General Fund","Tax Supported Fund","Water","Utilities","3900"
"2021","Public Works","Public Works","Solid Waste Disposal","Services","4200200","4200200","General Fund","Tax Supported Fund","Waste Disposal","Other Services","4200200"
"2021","Public Works","Public Works","Public Works Admin","Services","5000","5000","General Fund","Tax Supported Fund","Parking","Other Services","5000"
"2021","Public Works","Public Works","Refuse Collection Centers","Services","2538","2538","General Fund","Tax Supported Fund","Electricity","Utilities","2538"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Salaries","-300000","-300000","General Fund","Tax Supported Fund","Budget - Attrition (Salary)","Salaries & Wages","-300000"
"2021","Transportation","Transportation","Smart Cities Operations","Other Expenses","5780","5780","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","5780"
"2021","Youth and Family Development","Youth & Family","Sports Programs","Materials & Supplies","200","200","General Fund","Tax Supported Fund","Printer Toner Cartridges","Office Supplies","200"
"2021","General Government","Finance & Admin","Office of Performance Management","Salaries","173689","173689","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","173689"
"2021","Public Safety","Fire","Fire Training Division","Fringe Benefits","105527.58","105527.5782","General Fund","Tax Supported Fund","Hospitalization","Insurance","105527.5782"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - North Chattanooga","Fringe Benefits","4604","4604","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","4604"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Travel Expense","2000","2000","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","2000"
"2021","Public Safety","Police","Special Victims Unit at Family Justice Center","Fringe Benefits","31883.91","31883.90557","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","31883.90557"
"2021","Public Works","Public Works","CWS Central Business District","Salaries","4200","4200","General Fund","Tax Supported Fund","Longevity","Other Supplements","4200"
"2021","Public Safety","Fire","Fire Administration","Services","5000","5000","General Fund","Tax Supported Fund","Custodial Services","Trades","5000"
"2021","Youth and Family Development","Youth & Family","Rec Facility - Summit of Softball","Vehicle Operating Expense","4879","4879","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","4879"
"2021","Public Safety","Fire","Fire Administration","Salaries","4051","4051","General Fund","Tax Supported Fund","Longevity","Other Supplements","4051"
"2021","Public Safety","Police","Police Training Recruiting","Fringe Benefits","2700","2700","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","2700"
"2021","Public Works","Public Works","CWS Street Cleaning Crews","Materials & Supplies","4000","4000","General Fund","Tax Supported Fund","Repair Parts","Repair & Maintenance Supplies","4000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Eastdale","Services","1000","1000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1000"
"2021","Agencies","Agencies","Approp - Homeless Coalition","Other Expenses","70000","70000","General Fund","Tax Supported Fund","Appropriations","Appropriations","70000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Hixson","Fringe Benefits","228","228","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","228"
"2021","Economic and Community Development","Economic & Community Development","Shared Maint - Riverpark Art Maint & Mgmt","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Public Safety","Fire","Fire Logistics & Technology","Services","900","900","General Fund","Tax Supported Fund","Printing","Special Services","900"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Other Expenses","60000","60000","General Fund","Tax Supported Fund","Space Costs","Allocated Costs","60000"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Salaries","4800","4800","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","4800"
"2021","Transportation","Transportation","Transportation Administration","Salaries","287067","287067","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","287067"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Chattanooga","Services","1000","1000","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1000"
"2021","General Government","Executive Branch","Executive Office Admin","Services","2500","2500","General Fund","Tax Supported Fund","Translation Service","Special Services","2500"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Fringe Benefits","31144","31144","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","31144"
"2021","Public Works","Public Works","Public Works Admin","Vehicle Operating Expense","1000","1000","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","1000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Lake","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Youth and Family Development","Youth & Family","Recreation Public Information","Fringe Benefits","5876.62","5876.621445","General Fund","Tax Supported Fund","Hospitalization","Insurance","5876.621445"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Salaries","7050","7050","General Fund","Tax Supported Fund","Longevity","Other Supplements","7050"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Services","185","185","General Fund","Tax Supported Fund","Dues","Other Services","185"
"2021","Economic and Community Development","Economic & Community Development","Shared Maint - Riverpark Art Maint & Mgmt","Salaries","3588","3588","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","3588"
"2021","Public Safety","Police","Special Investigations","Materials & Supplies","100","100","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","100"
"2021","Public Safety","Police","Police Patrol George","Fringe Benefits","875530.72","875530.719","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","875530.719"
"2021","Economic and Community Development","Economic & Community Development","Board of Plumbing Examiners","Services","200","200","General Fund","Tax Supported Fund","Printing","Special Services","200"
"2021","Public Safety","Police","Police Patrol Bravo","Salaries","1497586","1497586","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","1497586"
"2021","Public Works","Public Works","Trash Flash Pick-up","Other Expenses","1156","1156","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","1156"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Shepherd","Fringe Benefits","2050","2050","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","2050"
"2021","Public Safety","Police","Police Uniform Services Command","Services","500","500","General Fund","Tax Supported Fund","Local Registration Fees","Staff Training","500"
"2021","Public Safety","Police","Police Facilities & Security","Services","900","900","General Fund","Tax Supported Fund","Clothing & Linen Service","Rental Services","900"
"2021","Public Safety","Police","Police Budget & Finance","Fringe Benefits","60277.9","60277.89866","General Fund","Tax Supported Fund","Hospitalization","Insurance","60277.89866"
"2021","General Government","Human Resources","Employees Safety Program","Salaries","1725","1725","General Fund","Tax Supported Fund","Longevity","Other Supplements","1725"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Vehicle Operating Expense","10777","10777","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","10777"
"2021","Public Safety","Police","Police Training Recruiting","Fringe Benefits","10667.94","10667.937","General Fund","Tax Supported Fund","General Pension","Pension","10667.937"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - East Lake","Fringe Benefits","244","244","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","244"
"2021","Public Works","Public Works","Public Works Admin","Fringe Benefits","-320000","-320000","General Fund","Tax Supported Fund","Budget - Attrition (Benefits)","Payroll Taxes","-320000"
"2021","Public Safety","Police","Police Patrol Delta","Fringe Benefits","468321.23","468321.2273","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","468321.2273"
