"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00040073","2022-09-08T11:24:14.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040072","2022-09-08T11:22:30.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040071","2022-09-08T11:17:46.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040066","2022-09-08T10:49:11.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040065","2022-09-08T10:48:17.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040063","2022-09-08T10:35:03.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040057","2022-09-08T10:01:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040056","2022-09-08T09:57:45.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040055","2022-09-08T09:55:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040054","2022-09-08T09:54:14.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040053","2022-09-08T09:52:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040051","2022-09-08T09:50:14.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040050","2022-09-08T09:49:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040049","2022-09-08T09:49:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040047","2022-09-08T09:44:03.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","6101 DAVIS BLVD","38.8160993","-76.90247329","
,  
(38.8160993, -76.90247329)","County Address"
"22-00040046","2022-09-08T09:20:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040045","2022-09-08T09:19:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040036","2022-09-08T08:30:33.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040035","2022-09-08T08:26:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040034","2022-09-08T08:23:16.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040033","2022-09-08T08:21:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040032","2022-09-08T08:19:32.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040030","2022-09-08T08:17:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040029","2022-09-08T08:15:06.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040027","2022-09-08T08:12:13.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040026","2022-09-08T08:09:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00040024","2022-09-08T08:04:51.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039974","2022-09-07T17:57:08.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039973","2022-09-07T17:15:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039968","2022-09-07T16:21:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039964","2022-09-07T15:52:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039963","2022-09-07T15:42:37.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","1207 ADDISON RD","38.87200982","-76.89549448","
,  
(38.87200982, -76.89549448)","County Address"
"22-00039952","2022-09-07T15:14:05.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","5721 HIL MAR CIR",,,,"County Address"
"22-00039950","2022-09-07T15:06:18.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","1705 FOREST PARK DR","38.86538145","-76.8564345","
,  
(38.86538145, -76.8564345)","Forestville"
"22-00039949","2022-09-07T14:59:58.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039942","2022-09-07T14:32:23.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039941","2022-09-07T14:17:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039935","2022-09-07T13:49:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039933","2022-09-07T13:48:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039932","2022-09-07T13:40:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039916","2022-09-07T13:13:02.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039911","2022-09-07T13:10:09.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4401 SELLMAN RD","39.03518288","-76.91640804","
,  
(39.03518288, -76.91640804)","County Address"
"22-00039897","2022-09-07T12:07:46.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039896","2022-09-07T11:59:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039891","2022-09-07T11:46:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039889","2022-09-07T11:44:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039881","2022-09-07T11:17:54.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039874","2022-09-07T10:36:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039872","2022-09-07T10:29:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039869","2022-09-07T10:17:58.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","500 HARRY S TRUMAN DR","38.89769042","-76.84136434","
,  
(38.89769042, -76.84136434)","County Address"
"22-00039867","2022-09-07T10:07:51.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039866","2022-09-07T10:02:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039865","2022-09-07T09:57:05.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039863","2022-09-07T09:40:57.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039861","2022-09-07T09:14:53.000","OPEN","OPEN","Multi Family","DPIE","ENF-Rental Issues  Apartment Unit","1429 Belle Haven Dr","38.90917448","-76.87903037","
,  
(38.90917448, -76.87903037)","Kentland / Palmer Park"
"22-00039860","2022-09-07T09:13:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039859","2022-09-07T09:12:28.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039858","2022-09-07T09:09:15.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039857","2022-09-07T09:03:11.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7141 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00039856","2022-09-07T08:54:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039854","2022-09-07T08:50:35.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8206 REDVIEW DR","38.8499251","-76.86481469","
,  
(38.8499251, -76.86481469)","Forestville"
"22-00039848","2022-09-07T07:32:59.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7123 DONNELL PL","38.84228612","-76.88275725","
,  
(38.84228612, -76.88275725)","County Address"
"22-00039828","2022-09-06T23:58:11.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039827","2022-09-06T22:37:59.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039824","2022-09-06T21:02:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039819","2022-09-06T20:33:46.000","CLOSED","CLOSED","Police Department","Police Department","Search Warrant Execution","1736 BRIGHTSEAT RD",,,,"County Address"
"22-00039816","2022-09-06T20:08:34.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7718 MUNCY RD","38.92345547","-76.87551264","
,  
(38.92345547, -76.87551264)","Kentland / Palmer Park"
"22-00039814","2022-09-06T20:04:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039801","2022-09-06T18:27:14.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039797","2022-09-06T18:04:50.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039796","2022-09-06T17:47:08.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039789","2022-09-06T16:45:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039787","2022-09-06T16:21:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039786","2022-09-06T16:20:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039782","2022-09-06T16:04:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039778","2022-09-06T15:49:13.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039775","2022-09-06T15:46:37.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039768","2022-09-06T15:32:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039766","2022-09-06T15:27:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039764","2022-09-06T15:14:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039763","2022-09-06T15:13:18.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039757","2022-09-06T14:53:22.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039756","2022-09-06T14:50:38.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039754","2022-09-06T14:38:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00039752","2022-09-06T14:24:21.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4408 LUCERNE RD","38.81089565","-76.93013146","
,  
(38.81089565, -76.93013146)","County Address"
"22-00039746","2022-09-06T14:06:25.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5406 ODELL RD","39.04352451","-76.89438363","
,  
(39.04352451, -76.89438363)","County Address"
"22-00039742","2022-09-06T13:59:30.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","7729 MUNCY RD","38.92349119","-76.87446718","
,  
(38.92349119, -76.87446718)","Kentland / Palmer Park"
