"timestamp","how_long_have_you_lived_in_somerville","do_you_rent_or_own_your_place_of_residence","if_you_own_what_type_of_home_do_you_own","if_a_condo_how_many_units_are_in_your_building","are_you_interested_in_reducing_your_energy_use","have_you_had_an_energy_audit_done_in_your_home","please_select_any_measures_you_have_taken_to_reduce_your_energy_usage","would_you_be_interested_in_a_program_offered_through_the_city_where_somerville_residents_can_receive_information_on_solar_for_their_homes_and_reduced_pricing_for_solar","if_you_own_a_business_or_commercial_building_are_you_interested_in_a_commercial_solar_program_offered_through_the_city_of_somerville","are_you_interested_in_installing_solar_pv_on_your_house","if_you_ve_been_thinking_about_installing_solar_panels_what_has_held_you_back","if_you_were_to_install_solar_pv_on_your_home_or_business_is_your_preference_to","would_you_like_to_volunteer_on_a_residential_solar_outreach_effort_to_get_your_friends_and_neighbors_to_install_solar_on_their_homes","if_solar_was_not_a_good_fit_for_your_home_the_city_of_somerville_could_potentially_offer_a_community_solar_project_where_people_can_opt_in_to_purchase_solar_shares_of_a_solar_project_located_inside_or_near_somerville_in_essence_retaining_the_same_ben","there_are_various_ways_in_funding_a_community_solar_project_would_you_be_interested_in_purchasing_shares_of_a_community_solar_project_where_you_could_receive_the_same_benefits_of_owning_a_system_of_your_own_knowing_you_could_receive_the_energy_output_f","please_indicate_if_you_would_like_further_information_on_the_following_in_regards_to_solar_panels_select_any_and_all_that_you_may_have","do_you_own_an_electric_vehicle","if_no_have_you_considered_purchasing_one","would_your_preference_be_to_charge_an_electric_vehicle_in_your_driveway_or_charge_it_in_a_public_lot"
"2015-01-25T16:13:29.000","15-20 years","Own","Multi-family (1-4 units)","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","just bought a new house","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-23T12:18:54.000","< 1 year","Rent",,,"Yes","No","Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"renter, would love to but not really up to me","Not sure possible if renting, would like to know more about the process","Lease the system","No","Very interested","Yes",,"No","No",
"2015-01-09T19:17:51.000","20+ years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Not the right exposure","Lease the system","No","Very interested","Yes",,"No","No",
"2015-01-23T20:22:18.000","2-5 years","Own","Condo",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested","No","Yes, but I don't think my roof is suitable","Cost","Not sure","No","Very interested","Yes",,"No","No",
"2015-01-25T10:13:08.000","15-20 years","Own","Single family",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","No","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","No",
"2015-01-24T08:04:04.000","10-15 years","Own","Condo","6","Yes","No","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","It's not up to me, it's up to the condo board.","Whichever seems more cost-effective","No","Very interested","Yes",,"No","No",
"2015-01-11T13:00:21.000","10-15 years","Own","Condo","3","Yes","Yes","New construction high-efficiency building","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding",,"No","Very interested","Yes",,"No","No",
"2015-01-14T10:53:03.000","5-10 years","Rent",,,"Yes","No",,"Yes, somewhat interested",,,,,"No","Very interested","Yes",,"No","No",
"2015-01-10T09:53:10.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,,,,"No","Very interested","Yes",,"No","No",
"2015-02-01T21:06:41.000","2-5 years","Own","Condo","3","Yes","No","Installed a high efficiency hot water system, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of time to look into it","Depends on pricing",,"Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No",
"2015-01-23T14:05:57.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use, unplug appliances","Yes, somewhat interested",,"renter",,,,"Very interested","Yes",,"No","No",
"2015-01-23T12:55:28.000","20+ years","Own","Single family",,"Yes","No",,"Yes, somewhat interested",,"Maybe, I need to learn more","Cost","don't know","No","Very interested",,,"No","No",
"2015-01-25T15:23:36.000","20+ years","Own","Condo","2","Yes","Yes","Next STEP was not helpful, but i generally have good low-energy habits","Yes, very interested","No","Yes, but I don't think it's cost effective","Cost and not having south-facing roof pitch","Don't know","No","Very interested",,"Financing Options","No","No",
"2015-01-09T09:42:32.000","20+ years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options",,"No",
"2015-01-09T11:17:11.000","2-5 years","Own","Condo","3","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Would have to be solar lease due to split meters, I think","Difficult to assess how to proceed in multi-unit building","Pref is purchase, but leasing prob more practical","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes",
"2015-01-08T11:35:57.000","5-10 years","Rent","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","I rent","Lease the system","No","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","Yes",
"2015-01-30T19:06:36.000","1-2 years","Rent",,"3","Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes, but my landlord would need to be convinced.",,"Purchase the system outright","Maybe, let's talk","Very interested","Yes",,"Hybrid",,
"2015-01-15T05:36:13.000","1-2 years","Rent","Multi-family (1-4 units)",,"Yes","No","Installed programmable thermostats, Shut off lights when not in use, Plastic sheeting on windows in the winter.","Yes, somewhat interested",,"Yes but I don't own my house.","Renter",,"No","Very interested","Yes",,"Hybrid",,
"2015-01-12T20:42:35.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,,,,"No","Very interested","Yes",,"No",,
"2015-01-24T15:03:05.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting","Yes, very interested",,,,,"No",,,,"No","Yes","Driveway"
"2015-01-09T13:19:18.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Need to replace roof first. Will happen this year. ","Purchase the system outright","Maybe, let's talk",,,,"No","Yes",
"2015-01-24T19:29:53.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"No","Don't need it",,"No",,,,,,
"2015-01-08T15:18:47.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats","Yes, very interested",,"No, I already have solar PV",,,"No",,,,,,
"2015-02-18T15:08:37.000","20+ years","Own","Multi-family (1-4 units)","2","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, keep thermostat low","Yes, very interested",,,,,,,,,,,
"2015-02-05T14:39:14.000","15-20 years","Own","Condo",,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use, reduce heat for night and away",,,,,,,,,,,,
