"fiscal_year","fiscal_period","service","department","program","expense_category","fund","vendor_name","vendor_id","vendor_zip","payment_number","payment_issue_date","invoice_number","invoice_line_number","invoice_date","amount","description","purchase_order_number"
"2020","9","STORM SEWER MAINT","PUBLIC WORKS","BUSINESS TYPE - OPERATING","UTILITY EXP-ELECTRICITY","STORM WATER OPERATION","ALLIANT ENERGY","1085","52406-3060","485610","2020-03-18T00:00:00.000",,"1","2020-03-05T00:00:00.000","150.33",,"20008555"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","RENAISSANCE HOTEL","4816","85004-2329","419799","2014-09-30T00:00:00.000",,"0",,"189.38",,"0"
"2015","4","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","DUBUQUE AREA CHAMBER OF COMMERCE","1666","52001-6970","420841","2014-10-31T00:00:00.000",,"0",,"59.99",,"0"
"2015","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","428371","2015-05-29T00:00:00.000",,"0",,"13.97",,"0"
"2014","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","CENTRAL TRUE VALUE","9041","52001-3566","404566","2013-09-06T00:00:00.000",,"0",,"7.99",,"0"
"2014","4","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","406102","2013-10-14T00:00:00.000",,"0",,"46.98",,"0"
"2019","2","FIVE FLAGS RAMP","PARKING DIVISION","BUSINESS TYPE - OPERATING","CREDIT CARD CHARGE","PARKING OPERATION","TRANSFIRST","5857","80021","ET190841","2018-08-10T00:00:00.000",,"1","2018-07-31T00:00:00.000","110.89",,"19000360"
"2014","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","INTERNATIONAL CITY/COUNTY","2279","21279-0403","416421","2014-06-30T00:00:00.000",,"0",,"368.95",,"0"
"2013","10","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130436","2013-04-23T00:00:00.000",,"0","2013-04-23T00:00:00.000","134232.01",,"0"
"2020","5","ADULT SERVICES","LIBRARY","CULTURE AND REC - OPER","LIBRARY VIDEO MATERIALS","GENERAL","MIDWEST TAPE LLC","6301","43528-0820","V482254","2019-11-06T00:00:00.000",,"1","2019-10-21T00:00:00.000","202.74",,"20000698"
"2014","6","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141205","2013-12-03T00:00:00.000",,"0","2013-12-03T00:00:00.000","138559.51",,"0"
"2016","4","INTERMODAL FACILITY","TRANSIT DIVISION","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","TRANSIT","THE LOCKSMITH EXPRESS","2632","52001-7024","434100","2015-10-30T00:00:00.000",,"0",,"7.5",,"0"
"2015","6","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","422145","2014-12-04T00:00:00.000",,"0",,"39.03",,"0"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","399254","2013-05-10T00:00:00.000",,"0",,"101.93",,"0"
"2016","1","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","OFFICEMAX CONTRACT INC","5580","60675-2698","430760","2015-07-29T00:00:00.000",,"0",,"85.41",,"0"
"2014","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","RESTAURANTS","2631",,"407288","2013-11-07T00:00:00.000",,"0",,"50",,"0"
"2013","6","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","FUEL, MOTOR VEHICLE","GENERAL","GAS STATIONS/TOWING","1031",,"393340","2012-12-07T00:00:00.000",,"0",,"37.85",,"0"
"2015","9","HUMAN RESOURCES","PERSONNEL","GEN GOVERNMENT - OPER","DUES & MEMBERSHIPS","GENERAL","THELADDERS.COM","12169","10013-1105","425935","2015-03-30T00:00:00.000",,"0",,"149",,"0"
"2015","9","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","EXPEDIA INC","10623","98004-5703","425935","2015-03-30T00:00:00.000",,"0",,"139.71",,"0"
"2014","7","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","IOWA BICYCLE COALITION","9779","52241-0562","409644","2014-01-08T00:00:00.000",,"0",,"135",,"0"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","BAYMONT INN","11692","37214-5118","419799","2014-09-30T00:00:00.000",,"0",,"35.25",,"0"
"2019","2","CITY HALL MAINT.","BUILDING SAFETY","GEN GOVERNMENT - OPER","UTILITY EXP-ELECTRICITY","GENERAL","ALLIANT ENERGY","1085","52406-3060","468920","2018-08-15T00:00:00.000",,"1","2018-07-26T00:00:00.000","4895.45",,"19000253"
"2013","4","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","391071","2012-10-10T00:00:00.000",,"0",,"44.23",,"0"
"2015","7","CIRCLES","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROMOTION","GENERAL","37 SIGNALS","11118","60607-2184","423113","2015-01-06T00:00:00.000",,"0",,"30",,"0"
"2015","4","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","420841","2014-10-31T00:00:00.000",,"0",,"-2.76",,"0"
"2015","3","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","RENAISSANCE HOTEL","4816","85004-2329","419799","2014-09-30T00:00:00.000",,"0",,"402.43",,"0"
"2014","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","UNIVERSITY OF WISCONSIN PLATTEVILLE","1961","53818-3099","403357","2013-08-08T00:00:00.000",,"0",,"250",,"0"
"2015","2","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","418560","2014-08-29T00:00:00.000",,"0",,"1.99",,"0"
"2013","12","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","HOTEL/MOTEL VENDOR","2889",,"400813","2013-06-13T00:00:00.000",,"0",,"421.56",,"0"
"2015","4","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","PROPERTY MAINTENANCE","COMMUNITY DEVELOPMENT","CENTRAL TRUE VALUE","9041","52001-3566","420841","2014-10-31T00:00:00.000",,"0",,"23.47",,"0"
"2014","11","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140533","2014-05-13T00:00:00.000",,"0","2014-05-13T00:00:00.000","230.87",,"0"
"2016","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1160","2228","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"91.08",,"0"
"2015","11","DEVELOPMENT SERVICES","PLANNING SERVICES","COM AND ECON DEV - OPER","LEGAL NOTICES & ADS","GENERAL","PAYPAL P-CARD PAYMENTS","1909",,"428371","2015-05-29T00:00:00.000",,"0",,"100",,"0"
"2014","4","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","DUBUQUE AREA CHAMBER OF COMMERCE","1666","52001-6970","406102","2013-10-14T00:00:00.000",,"0",,"158",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","411819","2014-03-07T00:00:00.000",,"0",,"34.61",,"0"
"2014","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","413932","2014-04-30T00:00:00.000",,"0",,"31.31",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","JANITORIAL SUPPLIES","WATER UTILITY OPERATION","AMAZON.COM LLC","1097","30353-0958","407288","2013-11-07T00:00:00.000",,"0",,"29.91",,"0"
"2015","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","HYVEE #1162","5220","50266-8290","429796","2015-06-30T00:00:00.000",,"0",,"24.95",,"0"
"2014","10","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140446","2014-04-29T00:00:00.000",,"0","2014-04-29T00:00:00.000","76563.84",,"0"
"2013","12","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130668","2013-06-25T00:00:00.000",,"0","2013-06-25T00:00:00.000","256761.88",,"0"
"2013","3","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET130949","2012-09-25T00:00:00.000",,"0","2012-09-25T00:00:00.000","59347.26",,"0"
"2014","3","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","IOWA LEAGUE OF CITIES","2352","50309-4506","404566","2013-09-06T00:00:00.000",,"0",,"125",,"0"
"2014","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","REPAIR PARTS/SUPPLIES","WATER UTILITY OPERATION","SHERWIN WILLIAMS COMPANY","3426","52001-4816","416421","2014-06-30T00:00:00.000",,"0",,"10.19",,"0"
"2014","2","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","EDUCATION & TRAINING","WATER UTILITY OPERATION","PAYPAL P-CARD PAYMENTS","1909",,"403357","2013-08-08T00:00:00.000",,"0",,"109",,"0"
"2013","10","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","UDAG REPAYMENTS","BROWN PAPER TICKETS LLC","10185","98109","397857","2013-04-05T00:00:00.000",,"0",,"130.37",,"0"
"2014","3","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","IOWA LEAGUE OF CITIES","2352","50309-4506","404566","2013-09-06T00:00:00.000",,"0",,"125",,"0"
"2013","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","IDI LLC","9058","21811-1388","400813","2013-06-13T00:00:00.000",,"0",,"270",,"0"
"2015","1","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","AMERICAN AIRLINES GROUP INC","5289","76155","417389","2014-07-31T00:00:00.000",,"0",,"243",,"0"
"2015","6","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SPEAKERS/PROGRAMS","GENERAL","RESTAURANTS","2631",,"422145","2014-12-04T00:00:00.000",,"0",,"42",,"0"
"2013","11","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","COMMUNITY DEVELOPMENT","STAPLES ADVANTAGE","3543","60696-3689","399254","2013-05-10T00:00:00.000",,"0",,"13.2",,"0"
"2014","9","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","SAFETY RELATED SUPPLIES","WATER UTILITY OPERATION","THEISENS INC","3668","52003-5265","412593","2014-03-31T00:00:00.000",,"0",,"17.99",,"0"
"2016","4","UTILITY BILL/PARKING TKTS","FINANCE DEPARTMENT","GEN GOVERNMENT - OPER","OFFICE SUPPLIES","GENERAL","O'TOOLE OFFICE SUPPLY COMPANY","3033","52001-4724","434100","2015-10-30T00:00:00.000",,"0",,"39.96",,"0"
"2014","10","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","LEAD PAINT GRANT","GAS STATIONS/TOWING","1031",,"413932","2014-04-30T00:00:00.000",,"0",,"34.5",,"0"
"2014","10","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","LEAD PAINT GRANT","CROWNE PLAZA HOTEL KC","11296","50437-1997","413932","2014-04-30T00:00:00.000",,"0",,"15",,"0"
"2013","5","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","MARIOS ITALIAN RESTAURANT","2693","52001-4729","392203","2012-11-09T00:00:00.000",,"0",,"22.45",,"0"
"2014","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141045","2013-10-23T00:00:00.000",,"0","2013-10-23T00:00:00.000","137896.29",,"0"
"2013","4","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET131036","2012-10-23T00:00:00.000",,"0","2012-10-23T00:00:00.000","69114.79",,"0"
"2016","1","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","WATER UTILITY OPERATION","ORKIN LLC","3029","45274-0589","430204","2015-07-15T00:00:00.000",,"2","2015-06-05T00:00:00.000","266.89",,"16000364"
"2014","9","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","411819","2014-03-07T00:00:00.000",,"0",,"53.8",,"0"
"2015","7","REHAB. PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","COMMUNITY DEVELOPMENT","AMERICAN AIRLINES GROUP INC","5289","76155","423113","2015-01-06T00:00:00.000",,"0",,"25",,"0"
"2014","9","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","STOP LOSS RCV. SEPCIFIC","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140331","2014-03-19T00:00:00.000",,"0","2014-03-19T00:00:00.000","-2291.1",,"0"
"2016","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","HYVEE #1160","2228","50266-8290","434100","2015-10-30T00:00:00.000",,"0",,"35.99",,"0"
"2013","6","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","CRESCENT ELECTRIC","1550","61025-4420","393340","2012-12-07T00:00:00.000",,"0",,"7.61",,"0"
"2014","5","WATER DISTR. SYSTEM","WATER","BUSINESS TYPE - OPERATING","MISC. OPERATING SUPPLIES","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","407288","2013-11-07T00:00:00.000",,"0",,"-46.47",,"0"
"2013","7","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","MISC. OPERATING SUPPLIES","WATER UTILITY OPERATION","MIDCO SUPPLY","5693","64180-4482","394603","2013-01-11T00:00:00.000",,"0",,"171.34",,"0"
"2013","11","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","HOTEL JULIEN DUBUQUE","8160","52004-0267","399254","2013-05-10T00:00:00.000",,"0",,"47",,"0"
"2013","6","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","393340","2012-12-07T00:00:00.000",,"0",,"6.34",,"0"
"2014","4","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","OFFICE SUPPLIES","WATER UTILITY OPERATION","STAPLES ADVANTAGE","3543","60696-3689","406102","2013-10-14T00:00:00.000",,"0",,"49.94",,"0"
"2015","1","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","417389","2014-07-31T00:00:00.000",,"0",,"486",,"0"
"2013","6","HEALTH SERVICES ADMINISTR","HEALTH SERVICES","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","TAXI SERVICE-SHUTTLE SERVICES","1026",,"393340","2012-12-07T00:00:00.000",,"0",,"49.2",,"0"
"2015","9","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","OFFICE SUPPLIES","GENERAL","STAPLES ADVANTAGE","3543","60696-3689","424988","2015-03-02T00:00:00.000",,"0",,"78.06",,"0"
"2014","1","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140752","2013-07-31T00:00:00.000",,"0","2013-07-31T00:00:00.000","230.87",,"0"
"2015","10","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","427256","2015-04-29T00:00:00.000",,"0",,"61.46",,"0"
"2014","4","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","406102","2013-10-14T00:00:00.000",,"0",,"5.8",,"0"
"2014","10","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140425","2014-04-09T00:00:00.000",,"0","2014-04-09T00:00:00.000","120373.52",,"0"
"2014","5","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","ELECTRICAL SUPPLIES","WATER UTILITY OPERATION","MILLER ELECTRIC SUPPLY INC","2801","52404-3913","407288","2013-11-07T00:00:00.000",,"0",,"103.42",,"0"
"2014","9","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","SUBSCRIPTIONS-BOOKS-MAPS","GENERAL","VENDOME GROUP LLC","3821","10017","412593","2014-03-31T00:00:00.000",,"0",,"297",,"0"
"2013","7","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","HYVEE #1162","5220","50266-8290","394603","2013-01-11T00:00:00.000",,"0",,"81.95",,"0"
"2014","8","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140221","2014-02-18T00:00:00.000",,"0","2014-02-18T00:00:00.000","122656.89",,"0"
"2014","11","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","LEAD PAINT GRANT","AMERICAN AIRLINES GROUP INC","5289","76155","415052","2014-05-30T00:00:00.000",,"0",,"204",,"0"
"2014","3","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","LEAD PAINT GRANT","SUSTAINABLE CITY NETWORK INC","2040","52001","404566","2013-09-06T00:00:00.000",,"0",,"120",,"0"
"2013","12","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","AMERICAN AIRLINES GROUP INC","5289","76155","400813","2013-06-13T00:00:00.000",,"0",,"679.5",,"0"
"2014","3","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","IOWA LEAGUE OF CITIES","2352","50309-4506","404566","2013-09-06T00:00:00.000",,"0",,"85",,"0"
"2014","12","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","PROPERTY MAINTENANCE","WATER UTILITY OPERATION","STEVES ACE HARDWARE","3575","52002-1053","416421","2014-06-30T00:00:00.000",,"0",,"21.98",,"0"
"2014","12","WEEKLY DISABILITY","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET140609","2014-06-03T00:00:00.000",,"0","2014-06-03T00:00:00.000","230.87",,"0"
"2013","12","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","IDI LLC","9058","21811-1388","400813","2013-06-13T00:00:00.000",,"0",,"15",,"0"
"2014","2","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","IOWA ASSOC. OF BUSINESS & INDUSTRY","10558","50309","403357","2013-08-08T00:00:00.000",,"0",,"90",,"0"
"2014","9","WORKFORCE DEVELOPMENT","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CONFERENCES","GENERAL","RESTAURANTS","2631",,"411819","2014-03-07T00:00:00.000",,"0",,"56.95",,"0"
"2014","9","PLANT OPER. & MAINT","WATER","BUSINESS TYPE - OPERATING","CONSTRUCTION SUPPLIES","WATER UTILITY OPERATION","SHERWIN WILLIAMS COMPANY","3426","52001-4816","412593","2014-03-31T00:00:00.000",,"0",,"-3.59",,"0"
"2014","6","VOLUNTEER GENERATION","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","EDUCATION & TRAINING","GENERAL","PRAIRIE MEADOWS RACETRACK AND CASIN","10829","50009","408378","2013-12-11T00:00:00.000",,"0",,"106.4",,"0"
"2019","2","LEAD PAINT ABATEMENT 2011","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","DUST WIPE TESTING","LEAD PAINT GRANT","ENVIRONMENTAL HAZARD SERVICES LLC","8764","23237-2261","468976","2018-08-15T00:00:00.000",,"2","2018-08-01T00:00:00.000","81",,"19001452"
"2014","4","ECONOMIC DEVELOPMENT","ECONOMIC DEVELOPMENT","COM AND ECON DEV - OPER","TRAVEL-CITY BUSINESS","GENERAL","IOWA LEAGUE OF CITIES","2352","50309-4506","406102","2013-10-14T00:00:00.000",,"0",,"-25",,"0"
"2013","2","HEALTH SERVICES ADMINISTR","HEALTH SERVICES","HEALTH & SOC SERV - OPER","OFFICE SUPPLIES","GENERAL","O'TOOLE OFFICE SUPPLY COMPANY","3033","52001-4724","388392","2012-08-09T00:00:00.000",,"0",,"53.82",,"0"
"2014","3","HEALTH HOMES GRANT","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","SUSTAINABLE CITY NETWORK INC","2040","52001","404566","2013-09-06T00:00:00.000",,"0",,"240",,"0"
"2015","6","CDBG ADMIN/MONITORING","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","COMMUNITY DEVELOPMENT","EMBASSY SUITES HOTEL","11877","78503-1289","422145","2014-12-04T00:00:00.000",,"0",,"287.76",,"0"
"2014","6","HEALTH INSURANCE","NON-DEPARTMENT","NON-PROGRAM - OPERATING","ACTUAL EXPERIENCE","HEALTH INSURANCE RESERVE","HEALTH CHOICES-CITY TREASURER","1445",,"ET141213","2013-12-10T00:00:00.000",,"0","2013-12-10T00:00:00.000","144669.12",,"0"
"2015","1","HUMAN RELATIONS","HUMAN RIGHTS DEPARTMENT","HEALTH & SOC SERV - OPER","TRAVEL-CITY BUSINESS","GENERAL","CENTER FOR ETHICAL LEADERSHIP","11571","98122-5574","417389","2014-07-31T00:00:00.000",,"0",,"150",,"0"
"2013","4","GENERAL HOUSING INSP.","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","GENERAL","GAS STATIONS/TOWING","1031",,"391071","2012-10-10T00:00:00.000",,"0",,"19.54",,"0"
"2014","12","ADMINISTRATION","HOUSING & COMMUNITY DEV","COM AND ECON DEV - OPER","EDUCATION & TRAINING","SECTION 8 HOUSING","AHA! PROCESS INC","7719","77562-4215","416421","2014-06-30T00:00:00.000",,"0",,"12.5",,"0"
"2015","11","RESIDENTIAL REHAB PROGRAM","HOUSING & COMMUNITY DEV","COM AND ECON DEV - CAP","CONST CONTRACT-BLDG","STATE RENTAL REHAB","CENTRAL TRUE VALUE","9041","52001-3566","428371","2015-05-29T00:00:00.000",,"0",,"55.48",,"0"
"2013","12","CITY PLANNING/HISTORIC PR","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","VIRGINIA DEPARTMENT OF HISTORIC RES","10355","23221-2470","400813","2013-06-13T00:00:00.000",,"0",,"40",,"0"
"2013","9","ADMINISTRATION","PLANNING SERVICES","COM AND ECON DEV - OPER","TRAVEL-CONFERENCES","GENERAL","NATIONAL MAIN STREET CENTER","2926","20036-2189","396770","2013-03-11T00:00:00.000",,"0",,"100",,"0"
