"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"63",,"N. Walnut Street from 45/46 Bypass to E. 17th Street
May 31, 2013
Lane restrictions; signage and personnel in place","true","Street","Lane Restriction","57j1889vbh1qn17vbnnilthgak",,"2013-05-31T00:00:00.000","2013-06-01T00:00:00.000",,,"N. Walnut Street from 45/46 Bypass to E. 17th Street","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"64",,"North Kinser Pike from W. Parrish Road to W. Clubhouse Drive
May 28 to May 29, 2013
Lane restrictions; signage and personnel in place","true","Street","Lane Restriction","l7am011s8jvpr0ofqk7vrel8uk",,"2013-05-28T00:00:00.000","2013-05-30T00:00:00.000",,,"North Kinser Pike from W. Parrish Road to W. Clubhouse Drive","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"65",,"N. College Avenue from 45/45 Bypass to E. 17th Street
May 30, 2013
Lane restrictions; signage and personnel in place","true","Street","Lane Restriction","c3vldlh395hn64env5tc8j8ad8",,"2013-05-30T00:00:00.000","2013-05-31T00:00:00.000",,,"N. College Avenue from 45/46 Bypass to E 17th Street for Milling","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"66",,"South Wiemer Road from West Wapehani Road to West Tapp Road
May 20, 2013 through June 6, 2013
Road closed to through traffic.  
Crider & Crider will be rebuilding the intersection of Tapp and Wiemer.  If you experience any problems with this project, plea","true",,,"cgksq7qu4fh5t79epmo2u2aeig",,"2013-05-20T00:00:00.000","2013-06-07T00:00:00.000",,,"S. Wiemer Rod from W. Wapehani Rd to W. Tapp Rd","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"67",,"North College Ave. from 45/46 Bypass to E. 17th St.
June 3, 2013 and June 6, 2013 thru June 7, 2013
Lane restrictions; expect short delays; signage in place.  City of Bloomington Street Department has a street resurfacing project scheduled, weather depend","true","Street","Lane Restriction","gss8i3gj88itsc0s5i6lrgbsj4",,"2013-06-03T00:00:00.000","2013-06-08T00:00:00.000",,,"N. College Ave from 45/46 Bypass to E. 17th St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"68",,"June 9, 2013
The utmost west lane on College Avenue between 6th and 7th will be closed for erection of a crane.  If you experience any problems with this project, please contact City Engineering at 349-3417.","true",,"Lane Restriction","45bpbfm9knq0bmsk030ruhhij0",,"2013-06-09T00:00:00.000","2013-06-10T00:00:00.000",,,"N. College Ave from W. 6th St to W. 7th St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"69",,"East 2nd Street from South Henderson Street to South Fess Avenue
June 3, 2013 thru June 4, 2013
Road closed during working hours, detour in place.  Neidigh Construction, Inc has utility worked scheduled for 2nd Street on Monday and Tuesday.  If you have a","true",,,"r5f25170pen0li21e1lpuf9jpc",,"2013-06-03T00:00:00.000","2013-06-05T00:00:00.000",,,"E. 2nd St from S. Henderson St to S. Fess Ave","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"70",,"S. Grant Street from E. 3rd Street to E. 4th Street
June 4 thru June 5
Road closed; expect to detour; signage in place.  City of Bloomington Street Department has a tree removal scheduled, weather dependent.  If you have any questions, please contact Stre","true","Street",,"5scne9reoisonri7s2r7mi3ud4",,"2013-06-04T00:00:00.000","2013-06-06T00:00:00.000",,,"S. Grant St from E. 3rd St to E. 4th St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"71",,"E. 11th Street from N. Grant Street to N. Dunn Street
June 3, 2013
Road closed; expect to detour, signage in place
The City of Bloomington Utilities has scheduled construction work, If you have any questions, please contact Utilities at 349-3940.","true","Utilities",,"sf5m0nb9gabvmn0ebmvrqcm424",,"2013-06-03T00:00:00.000","2013-06-04T00:00:00.000",,,"E. 11th St from N. Grant St to N. Dunn St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"72",,"BPW approved event on 6-4-13
Kirkwood's Rockin' for Riley 
E. Kirkwood Ave from N. Indiana Ave to N. Dunn St
Monday, September 2, 2013
Road closed from 11:00 a.m. to 11:00 p.m.
Event will feature live music so the noise permit was issued.
COI:  Required
C","true","Public Works",,"455shjkrotj617n6qk550imohc",,"2013-09-02T00:00:00.000","2013-09-03T00:00:00.000",,,"E. Kirkwood Ave from N. Indiana Ave to N. Dunn St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"73",,"BPW approved event on 6-4-13
N. Summit St from W. 10th St to W. Cottage Grv
Road closed from 4:00 p.m. to 10:00 p.m.
Live music at the event so noise permit granted
Contact:  Erich Nolan ernolan@indiana.edu","true","Public Works",,"77gbdgq4mlp6coeooare0qtfs8",,"2013-08-03T00:00:00.000","2013-08-04T00:00:00.000",,,"N. Summit St from W. 10th St to W. Cottage Grove","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"74",,"BPW approved event on 5-21-13
W. 4th St from 510 W. 4th St to S. Rogers St
The Art of Indiana Limestone Arts Fair
Parking spaces and sidewalks closed from noon to midnight
Live music at the event so noise permit was issued 
Resolution 2013-43
Contact:  Cy","true","Public Works","Sidewalk","nd8qm18qfc11lmial9n018alqo",,"2013-06-07T00:00:00.000","2013-06-08T00:00:00.000",,,"W. 4th St from 510 W. 4th to S. Rogers St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"75",,"W. 15th Street from N. College Avenue to N. Madison Street
June 3, 2013
Lane restrictions: expect delays, signage in place.  City of Bloomington Street Department has a street milling project scheduled, weather dependent.  If you have any questions, pleas","true","Street","Lane Restriction","jdtuqc3f168dhh0nis5ufba0qk",,"2013-06-14T00:00:00.000","2013-06-15T00:00:00.000",,,"W. 15th St from N. College Ave to N. Madison St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"76",,"East 10th Street from College to Walnut
June 3, 2013 to June 7, 2013
East 10th Street will be closed between College and Walnut for utility work.  If you experience any problems with this project, please contact City Engineering at 349-3417.","true",,,"oe32apdh8mpch6sh1a22dmmvoo",,"2013-06-03T00:00:00.000","2013-06-15T00:00:00.000",,,"E. 10th St from N. College Ave to N Walnut St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"77",,"South Sare Road, between East Rogers Road and East Rhorer Road
June 10 through June 14
South Sare Road, between East Rogers Road and East Rhorer Road will be restricted to one lane of traffic during working hours. Signage and traffic control personnel wil","true","Utilities","Lane Restriction","51q73gpociehnof1gahhdf4nus",,"2013-06-10T00:00:00.000","2013-06-15T00:00:00.000",,,"S. Sare Rd from E. Rogers Rd to E. Rhorer Rd","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"78",,"East Moores Pike
June 10 through June 14
Location:  East Moores Pike 200 feet west of College Mall Road will be restricted to one lane of traffic during working hours.  Signage and traffic control personnel will be in place.  Questions concerning this pro","true","Utilities","Lane Restriction","t6cibcp5kkrmi2ra2rp5g9b9j8",,"2013-06-10T00:00:00.000","2013-06-15T00:00:00.000",,,"E. Moores Pike from 200 feet west of S. College Mall Rd","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"79",,"East 13th Street from North Forrest Ave to N Walnut Grove Ave
June 19th, 2013 thru June 21st, 2013
Intermittent lane and road closures; expect to detour; signage in place.  Snedegar Construction has utility work scheduled.  If you have any questions, plea","true","Street",,"5akr6cpbhdg1p3l4uomh14lg1o",,"2013-06-19T00:00:00.000","2013-06-22T00:00:00.000",,,"E. 13th Street from N. Forrest Avenue to N. Walnut Grove Avenue","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"80",,"Dave Umpress will be closing 6th Street from College Avenue to the alley just west for masonry work on Wednesday, June 19, 2013.  Please contact the City of Bloomington Engineering Department with any questions or concerns, 812-349-3417.","true",,,"7us4mqmnctplsq4vja9af8h8d8",,"2013-06-19T00:00:00.000","2013-06-20T00:00:00.000",,,"W. 6th Street from N. College Avenue to Alleyway","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"81",,"BPW Approved Resolution 2013-53 on 6-18-13
Monroe County Humane Association Run for the Animals and Barktoberfest from 10:00 AM to 11:30 AM
Lane Restrictions-Sections of  E. 7th St, N. Union St, and N. Jordan St. Traffic may be stopped on E. 10th St so ru","true","Public Works","Lane Restriction","0p3gm1qpj3jcc8c2s05ck42rnk",,"2013-10-26T00:00:00.000","2013-10-27T00:00:00.000",,,"Sections of 7th St, 10th St, Union St, and Jordan","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"82",,"BPW Approved Resolution 2013-54 on 6-18-13
First Friday at Fell Art Event
Road Closed- W. 4th Street from the Intersection of S. Rogers Street to the Western side of the Mid-Block Alley from 4:00 PM to Midnight","true","Public Works","Road Closed","bjjtgqttvif49vpv7bmlvihrp4",,"2013-08-02T00:00:00.000","2013-08-03T00:00:00.000",,,"Block Alley","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"83",,"BPW Approved Resolution 2013-54 on 6-18-13
First Friday at Fell Art Event
Road Closed- W. 4th Street from the Intersection of S. Rogers Street to the Western Side of the Mid-Block Alley from 4:00 PM to Midnight","true","Public Works","Road Closed","u2bctubg465bpil2gjqt70q8ok",,"2013-07-05T00:00:00.000","2013-07-06T00:00:00.000",,,"Block Alley","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"84",,"BPW Approved Resolution 2013-57 on 6-18-13
Northwood Estates Neighborhood Block Party
Road Closed-N. Ironwood Court from W. Rosewood Drive to Deadend from 5:30 PM to 8:30 PM
Noise Ordinance Waived until 8:30 PM for Event","true","Public Works","Road Closed","hhocduo4b57opanpbtv76c2fc4",,"2013-06-29T00:00:00.000","2013-06-30T00:00:00.000",,,"N. Ironwood Court from W. Rosewood Dr to Deadend","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"85",,"West Tapp Road from South Deborah Drive to South Adams St.
May 6, 2013 thru June 7, 2013
Intermittent lane closures; detour and signage in place
Crider & Crider has a road project under construction.  If you have any questions, please contact City Enginee","true",,,"g8vt2lv14b2vai3uhhd1gp2964",,"2013-05-06T00:00:00.000","2013-06-29T00:00:00.000",,,"W. Tapp Road from S. Deborah Dr. to S. Adams St.","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"86",,"North Kinser Pike from West Clubhouse Drive to West Parrish Road
June 17 thru June 20, 2013
Intermittent lane and road closures; expect to detour; signage in place.  City of Bloomington Street Department has a street resurfacing project scheduled, weather","true","Street",,"vj14nrmpad66acl5hr1a51ib20",,"2013-06-17T00:00:00.000","2013-06-27T00:00:00.000",,,"N. Kinser Pike from W. Clubhouse Drive to W. Parrish Road","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"198",,"10/31/2013 - 11/1/2013 meters COLN209 A & B, 7:00 pm - 4:00 pm","true",,"Reserved Meter","qg2p4delb0cs095i4lvf8cbu3c",,"2013-10-31T19:00:00.000","2013-11-01T16:00:00.000",,,"COLN209 A & B Hilton","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"87",,"South Wexley Road from East Rockcreek Drive to East Kensington Place
Lane Restrictions; signage and personnel in place
June 27, 2013
City of Bloomington Street Department has a street resurfacing project scheduled, weather dependent.  If you have any ques","true","Street","Lane Restriction","4mi7c06k2rk7lr58lkmp5thnhs",,"2013-06-27T00:00:00.000","2013-06-28T00:00:00.000",,,"S. Wexley Rd from E. Rockcreek Dr to E. Kensington Pl","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"88",,"South Madison Street from East Kirkwood Avenue to East 4th Street
Lane Restrictions; signage and personnel in place
June 27 thru June 28, 2013
City of Bloomington Street Department has a sidewalk project scheduled, weather dependent.  If you have any ques","true","Street","Lane Restriction","g3j6omnot916s6con7ued76o70",,"2013-06-27T00:00:00.000","2013-06-29T00:00:00.000",,,"S. Madison St from E. Kirkwood Ave to E. 4th St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"89",,"South Henderson Street between E. 1st St. and E. University St.
June 24 through June 26 (These dates are weather permitting)
Location: South Henderson Street, between East 1st Street and East University Street, will be restricted to one lane of traffic fr","true","Utilities","Lane Restriction","4ij1hg4o9524ukthpnhcnvi0ho",,"2013-06-24T00:00:00.000","2013-06-27T00:00:00.000",,,"S. Henderson St from E. 1st St to E. University St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"90",,"S. Washington St from E. 3rd St to 100 feet south of the alley @ Middle Way House
Road closed, expect to detour, signage in place.
After business hours, construction zone will be plated and road will be open.
The City of Bloomington has scheduled storm wa","true",,"Road Closed","7v87dlb1h6djfjsjp6t1um9e6g",,"2013-06-24T00:00:00.000","2013-06-26T00:00:00.000",,,"S. Washington St from E. 3rd St to 100 ft south of the alley @ Middle Way House","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"91",,"South Washington Street from East 3rd Street to 100 feet South of the Alley @ Middle Way House
Lane restriction, expect delays, signage in place
The City of Bloomington has schedule a storm water infrastructure project.  If you have any questions regardin","true",,"Lane Restriction","96h0r6dtkomg3if6khbmedo8vs",,"2013-06-26T00:00:00.000","2013-06-29T00:00:00.000",,,"S. Washington St from E. 3rd St to 100 feet south of the alley @ Middle Way House","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"92",,"Alley @ Middle Way House to 100 feet into South Washington Street
Closed, expect to detour, signage in place
The City of Bloomington has scheduled a storm water infrastructure project.  If you have any questions regarding this project, please contact Barr","true",,,"94cpc37vqbbn32q18o4s3ln1k0",,"2013-07-01T00:00:00.000","2013-07-04T00:00:00.000",,,"Alley @ Middle Way House to 100 feet into  S. Washington St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"93",,"South Patterson Drive from W. 2nd St to W. Allen St.
June 25 through June 28 (These dates are weather permitting)
SOUTHBOUND LANE CLOSED; expect to detour, signage in place.
City of Bloomington Utilities has a drainage/wall project under construction that","true","Utilities","Lane Restriction","6qs3feepkv7gfojdtdrh247q2o",,"2013-06-25T00:00:00.000","2013-07-06T00:00:00.000",,,"S. Patterson Dr from W. 2nd St to W. Allen St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"94",,"East Wexley Road from South Strafford Drive to East Caradon Hill
July 1, 2013
Lane Restrictions; signage and personnel in place
City of Bloomington Street Department has a street resurfacing project scheduled, weather dependent.  If you have any questions","true","Street","Lane Restriction","b5vgsvekb6jb0l6d1i33asi73c",,"2013-07-01T00:00:00.000","2013-07-02T00:00:00.000",,,"E. Wexley Rd form S. Strafford Dr to E. Caradon Hill","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"95",,"South Palmer Avenue from East Driscoll Drive to East Grimes Lane
August 23, 2013
Road closed, expect to detour, signage in place
The Bryan Park Neighborhood Association has scheduled a neighborhood block party from 6:00 p.m. to 9:00 p.m.
If you experience","true","Public Works",,"mvtaevlk6opl0j50btafua111o",,"2013-08-23T00:00:00.000","2013-08-24T00:00:00.000",,,"Bryan Park Block Party","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"96",,"West 8th Street from North Rogers Street to North Jackson Street
August 8/24/2013 from 10:30 a.m. to 4:00 p.m.
Road closed, expect to detour, signage in place.
The Second Baptist Church has scheduled a family church fun day.
If you have any questions rega","true","Public Works",,"ffdmkba152ileqt639s6te56ak",,"2013-08-24T00:00:00.000","2013-08-25T00:00:00.000",,,"Baptist Church Fun Day","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"97",,"North Grant Street from West Kirkwood Avenue to West 6th Street
August 8, 2013 from 9:30 a.m. to Midnight
Road Closed, expect to detour, signage in place.
The Jazz from Bloomington has scheduled the Grant Street Jazz Festival.  If you have any questions r","true","Public Works",,"bshp6u27a6ssd03u746a54svto",,"2013-08-24T00:00:00.000","2013-08-25T00:00:00.000",,,"Grant Street Jazz Festival","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"98",,"Madison Street will be closed for one
half block north of Sixth Street, next to Bloomingfoods Near West Side, to
accommodate the Tuesday Bloomington Community Farmers' Market. This 
event will continue every Tuesday","true","Public Works",,"7advd1ficdr67i2doeotog4euc",,"2013-06-11T00:00:00.000","2013-06-12T00:00:00.000","FREQ=WEEKLY;UNTIL=20130924T040000Z;INTERVAL=1;BYDAY=TU;WKST=MO",,"Tuesday Farmer's Market","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"99",,"East 3rd Stree from South Highland Avenue to Ballantine Street
July 10, 2013
Road Closed, expect to detour, signage and traffic control in place.
Indiana University has scheduled a road construction project from 5:00 a.m. to 9:00 a.m.
If you experience an","true",,,"c64eajccimqdalml5033b7311g",,"2013-07-10T00:00:00.000","2013-07-11T00:00:00.000",,,"E. 3rd St from S. Highland Ave to S. Ballantine St","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
"100",,"S. Washington St from E. 3rd St to 100 feet south of the alley @ Middle Way House
July 1, 2013 thru July 5, 2013
Lane restrictions, expect short delays, signage in place.
The City of Bloomington has scheduled storm water infrastructure work.  If you have","true",,"Lane Restriction","dss9rsf4e4oa6ilctgtv2jo5h0",,"2013-07-01T00:00:00.000","2013-07-11T00:00:00.000",,,"South Washington Street from E. 3rd Street to 100 feet South of Alley@ Middle Way House","2015-09-03T09:03:52.000","2015-09-03T09:03:52.000"
