"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","supplier_contract_amount_usd"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Goods","Request for Quotations","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","18208.0"
"2017","Djibouti","DJ Improving Health Sector Performance","Civil Works","Request for Quotations","Health","26145.0"
"2017","Indonesia","ID-Geothermal Energy Upstream Development","Consultant Services","Consultant Qualification  Selection","Energy and Extractives","95047.0"
"2017","Afghanistan","URBAN DEVELOPMENT SUPPORT PROJECT","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","4830.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","1179.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","205.0"
"2017","Afghanistan","URBAN DEVELOPMENT SUPPORT PROJECT","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","6380.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","25340.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Goods","Request for Quotations","Water, Sanitation and Waste Management","715.0"
"2017","India","National Hydrology Project","Goods","Request for Quotations","Information and Communications Technologies;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","20195.0"
"2017","Madagascar","Madagascar-Statistical Capacity Building","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","94.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","39.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","381.0"
"2017","Lebanon","LB- GREATER BEIRUT WATER SUPPLY","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","144439.0"
"2017","Eastern and Southern Africa","AFR RI Agricultural Productivity Program for Southern Africa (APPSA)","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","103600.0"
"2017","Peru","National Agricultural Innovation","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","47770.0"
"2017","Sudan","Sustainable Livelihoods for Displaced and Vulnerable Communities in Eastern Sudan: Phase 2","Goods","Request for Quotations","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","83000.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","6237.0"
"2017","Eastern and Southern Africa","AFR RI Agricultural Productivity Program for Southern Africa (APPSA)","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","30000.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","39111.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","2200.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","2718.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","53560.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","2145.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","5274.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","32298.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","7154.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","2677.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","964.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","50091.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","25146.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","1296.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","1929.0"
"2017","Argentina","Forests and Community","Goods","Request for Bids","Agriculture, Fishing and Forestry","4524.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","4833.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","7905.0"
"2017","Senegal","Public Financial Management Strengthening Technical Assistance Project","Consultant Services","Individual Consultant Selection","Public Administration","42409.0"
"2017","Senegal","SENEGAL: TRANSPORT & URBAN MOBILITY PROJECT","Consultant Services","Individual Consultant Selection","Transportation","65635.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","118.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","2042.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","881.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1172.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","529.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","18926.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","6050.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","9628.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","2312.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Civil Works","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","30130.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","904.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","2408.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","205.0"
"2017","Sao Tome and Principe","STP- Quality Education for All Project","Consultant Services","Direct Selection","Education","41565.0"
"2017","Nigeria","Transforming Irrigation Management in Nigeria","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","1398283.0"
"2017","Jamaica","Jamaica Disaster Vulnerability Reduction Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","181733.0"
"2017","Vanuatu","Vanuatu Infrastructure Reconstruction and Improvement Project","Consultant Services","Direct Selection","Education;Health;Transportation;Public Administration","761178.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","20073.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","2088.0"
"2017","Western and Central Africa","Sahel Irrigation Initiative Support Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry","2537.0"
"2017","Western and Central Africa","Sahel Irrigation Initiative Support Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry","13699.0"
"2017","Western and Central Africa","Sahel Irrigation Initiative Support Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry","13995.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","249.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","6687.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","911.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","919.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1816.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","667.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","9072.0"
"2017","China","Heilongjiang Cold Weather Smart Public Transportation System","Consultant Services","Quality And Cost-Based Selection","Transportation;Public Administration","111371.0"
"2017","China","Heilongjiang Cold Weather Smart Public Transportation System","Consultant Services","Quality And Cost-Based Selection","Transportation;Public Administration","423431.0"
"2017","Brazil","CLEAR - Brazil","Consultant Services","Individual Consultant Selection","Public Administration","23584.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","36510.0"
"2017","China","Heilongjiang Cold Weather Smart Public Transportation System","Goods","Request for Bids","Transportation;Public Administration","1623791.0"
"2017","Armenia","Education Improvement Project","Consultant Services","Individual Consultant Selection","Education","942.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","32953.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","89477.0"
"2017","Moldova","Tax Administration Modernization Project","Goods","Request for Quotations","Public Administration","138591.0"
"2017","Armenia","Education Improvement Project","Consultant Services","Individual Consultant Selection","Education","837.0"
"2017","Armenia","Education Improvement Project","Consultant Services","Individual Consultant Selection","Education","1046.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","69393.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","4686.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","16211.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","7928.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","59.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","7928.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","29822.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","24822.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","55192.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","42914.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","97.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","505.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","840.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","6496.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","40707.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","18186.0"
"2017","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","542.0"
"2017","Argentina","Forests and Community","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","52.0"
"2017","Nigeria","Nigeria States Health Investment Project","Consultant Services","Individual Consultant Selection","Health;Public Administration","24000.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","31240.0"
"2017","Nigeria","Nigeria Erosion  and Watershed Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","37298.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","6863.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","16205.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","12393.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","28673.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","41645.0"
"2017","Senegal","Stormwater Mgt. and Climate Change Adaptation Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","20057.0"
"2017","Cameroon","Community Development Program Support Project-Phase III","Non-consulting Services","Direct Selection","Social Protection;Public Administration","9092.0"
"2017","Ethiopia","Urban Productive Safety Net Project (UPSNP)","Goods","Request for Quotations","Social Protection","380.0"
"2017","Ghana","Ghana Climate Innovation Center","Consultant Services","Quality And Cost-Based Selection","Financial Sector;Industry, Trade and Services","19500.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","60000.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","28129.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","31052.0"
"2017","Eastern and Southern Africa","AFR RI Agricultural Productivity Program for Southern Africa (APPSA)","Goods","Request for Quotations","Agriculture, Fishing and Forestry","10975.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Direct Selection","Water, Sanitation and Waste Management","20712.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","31401.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","54066.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","45902.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","36854.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","40328.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","36353.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management","161172.0"
"2017","Afghanistan","Afghanistan Access to Finance","Non-consulting Services","Request for Quotations","Financial Sector","33450.0"
"2017","Ethiopia","Urban Productive Safety Net Project (UPSNP)","Goods","Request for Quotations","Social Protection","694.0"
"2017","Eastern and Southern Africa","Development Response to Displacement Impacts Project in the HoA","Goods","Request for Quotations","Energy and Extractives;Social Protection;Agriculture, Fishing and Forestry;Public Administration","2351.0"
"2017","Kyrgyz Republic","Sustainable Rural Water Supply and Sanitation Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management","34050.0"
"2017","Tanzania","Tanzania: Expanding Rice Production","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","9108.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","59973.0"
"2017","Samoa","PACIFIC RESILIENCE PROJECT UNDER PACIFIC RESILIENCE PROGRAM","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","325181.0"
"2017","Sudan","Sustainable Livelihoods for Displaced and Vulnerable Communities in Eastern Sudan: Phase 2","Goods","Request for Quotations","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","83000.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","6856.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","33349.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","73442.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","120922.0"
"2017","Egypt, Arab Republic of","Strengthening Social Safety Net Project","Goods","Request for Quotations","Social Protection","2242.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","91701.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","60633.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","41691.0"
"2017","Lesotho","Public Sector Modernisation Project","Non-consulting Services","Request for Quotations","Public Administration","85900.0"
"2017","Afghanistan","Afghanistan Access to Finance","Goods","Request for Quotations","Financial Sector","10427.0"
"2017","Tajikistan","Public Finance Management Modernization Project 2","Goods","Request for Quotations","Public Administration","6899.0"
"2017","Senegal","Stormwater Mgt. and Climate Change Adaptation Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","50409.0"
"2017","Senegal","Stormwater Mgt. and Climate Change Adaptation Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","9342.0"
"2017","Zambia","Health Services Improvement Project","Consultant Services","Individual Consultant Selection","Health;Social Protection;Public Administration","97953.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","60038.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1280.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1024.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1024.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Civil Works","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","6101.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","174847.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","52905.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","100281.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","51989.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","540.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","540.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","200562.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","39140.0"
"2017","Egypt, Arab Republic of","Inclusive Regulations for Microfinance","Consultant Services","Individual Consultant Selection","Financial Sector","640.0"
"2017","Senegal","SENEGAL: TRANSPORT & URBAN MOBILITY PROJECT","Goods","Request for Bids","Transportation","255628.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","202458.0"
"2017","Jamaica","Access to Finance for MSMEs","Consultant Services","Quality And Cost-Based Selection","Financial Sector","57650.0"
"2017","Sri Lanka","Climate Resilience Improvement Project (CRIP)","Goods","Direct Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","93479.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","52922.0"
"2017","Vietnam","Sustainable Agriculture Transformation Project","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","119559.0"
"2017","India","Tamil Nadu Sustainable Urban Development Program","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Public Administration","138777.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1598.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","639.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","639.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","5137.0"
"2017","Bhutan","Second Urban Development Project","Civil Works","Request for Bids","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management","3201810.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Goods","Request for Quotations","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","7141.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","45968.0"
"2017","India","Second Gujarat State Highway Project (GSHP II)","Consultant Services","Individual Consultant Selection","Transportation","15453.0"
"2017","India","Second Gujarat State Highway Project (GSHP II)","Civil Works","Request for Bids","Transportation","16295564.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1826.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","6740.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","6938.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1435.0"
"2017","Madagascar","Madagascar-Statistical Capacity Building","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","5894.0"
"2017","Madagascar","Madagascar-Statistical Capacity Building","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","135213.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Goods","Request for Quotations","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","18533.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Goods","Request for Quotations","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","20452.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry","47027.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Goods","Request for Quotations","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","3062.0"
"2017","Micronesia, Federated States of","Pacific Islands Regional Oceanscape Program - Federated States of Micronesia","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","58405.0"
"2017","Pakistan","Pakistan: National Social Protection Program","Consultant Services","Individual Consultant Selection","Education;Social Protection","1276.0"
"2017","Sao Tome and Principe","STP Power Sector Recovery Project","Consultant Services","Least Cost Selection","Energy and Extractives","41160.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","119020.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Individual Consultant Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","2683.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Individual Consultant Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","19376.0"
"2017","Nigeria","Third National Urban Water Sector Reform Project","Consultant Services","Least Cost Selection","Water, Sanitation and Waste Management;Public Administration","122592.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Non-consulting Services","Direct Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","93855.0"
"2017","Western and Central Africa","Sahel Women's Empowerment and Demographics Project","Consultant Services","Consultant Qualification  Selection","Education;Health;Public Administration","26706.0"
"2017","Western and Central Africa","Sahel Women's Empowerment and Demographics Project","Consultant Services","Consultant Qualification  Selection","Education;Health;Public Administration","27304.0"
"2017","Eastern and Southern Africa","AFCC2/RI-South West Indian Ocean Fisheries Governance and Shared Growth Project 1","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","150950.0"
"2017","Sao Tome and Principe","STP Power Sector Recovery Project","Consultant Services","Direct Selection","Energy and Extractives","17400.0"
"2017","India","Second Kerala Rural Water Supply and Sanitation Project (Jalanidhi II)","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","10300.0"
"2017","Eastern and Southern Africa","RI-Regional Pastoral Livelihoods Resilience Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","21939.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","73609.0"
"2017","Jamaica","Jamaica Integrated Community Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Energy and Extractives;Social Protection;Water, Sanitation and Waste Management;Public Administration","80196.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","38987.0"
"2017","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","48377.0"
"2017","Sao Tome and Principe","STP- Quality Education for All Project","Consultant Services","Direct Selection","Education","22544.0"
