"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1558036","RECONSTRUCCI&#211;N DE V&#205;AS, ANDENES DEL CENTRO AMABLE PERTENECIENTE AL SISTEMA ESTRAT&#201;GICO DE TRANSPORTE P&#218;BLICO DE PASAJEROS DE LA CIUDAD DE SINCELEJO Y RENOVACI&#211;N DE REDES DE ACUEDUCTO Y ALCANTARILLADO","2016-10-19T00:00:00.000","CONSORCIO CENTRO AMABLE","Republic of Colombia","6211830.0","BIRF-LPN-002-2016"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Quality And Cost-Based Selection","Public Administration","1546581","Catastro Multiproposito Grupo 3 - Metodologia operacion catastral rural y urbana con enfoque multiproposito e implementarla en munic ipios definidos","2016-12-30T00:00:00.000","CONSORCIO TRAGSATEC-SICO","Republic of Colombia","1889187.0","1984-215082 GRUPO 3"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1545347","ASISTENCIA INTEGRAL A LAS ENTIDADES INVOLUCRADAS EN LA IMPLEMENTACION DE LA PRIMERA LINEA DE METRO DE BOGOT PLMB","2016-10-20T00:00:00.000","EMPRESA DE TRANSPORTE DE PASAJEROS METRO S. A.","Republic of Chile","1407151.0","UMUS-112-SBCC"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1564906","Coordinador de Participaci&#243;n Territorial del Programa Visi&#243;n Pac&#237;fico Sostenible","2017-04-07T00:00:00.000","Individual Consultant","Republic of Colombia","34218.0","CO-FONDOACCION-17608-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1564892","Asesor Territorial de Asistencia T&#233;cnica Norte de Santander","2017-02-10T00:00:00.000","SONIA MUÑOZ","Republic of Colombia","33849.0","CO-DNP-22428-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1586831","Dise&#241;o, desarrollo gr&#225;fico, edici&#243;n e impresi&#243;n en el formato de ""cuadernillos de cordel"" de cada uno de los 24 relatos escritos en el Diplomado Pac&#237;fico de Escritura Creativa, as&#237; como el dise&#241;o y pr","2017-02-07T00:00:00.000","Individual Consultant","Republic of Colombia","29044.0","CO-FONDOACCION-21923-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1566016","Participaci&#243;n de las mujeres negra en la preparaci&#243;n de REDD+ en Colombia en el marco del proyecto ""Apoyo a la preparaci&#243;n para REDD+ del FCPF.","2017-03-16T00:00:00.000","ASOCIACIÓN PARA LA DEFENSA DEL MEDIO AMBIENTE Y LA CULTURA NEGRA - ASOMANOS NEGR","Republic of Colombia","98832.0","CO-FONDOACCION-17546-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1565965","Liderar la ejecuci&#243;n y cumplimiento del Plan de gesti&#243;n ambiental adoptado para la ejecuci&#243;n del PTSP a trav&#233;s del seguimiento permanente en la ejecuci&#243;n de cada uno de los proyectos y programas","2017-04-04T00:00:00.000","Individual Consultant","Republic of Colombia","61167.0","PTSP-BIRF8649-033"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Goods","Request for Quotations","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1566634","adquisici&#243;n de equipos de oficina y elementos de papeler&#237;a y escritorio","2016-07-06T00:00:00.000","DISTRIBUIDORA DE PRODUCTOS PARA OFICINA SURTITODO LTDA","Republic of Colombia","591.0","OC-01-2016"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556322","2170036","2017-01-06T00:00:00.000","JOHN OTERO","Republic of Colombia","20731.0","CO-DNP-22680-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556306","2170003","2017-01-03T00:00:00.000","JORGE ENRIQUE ANGEL","Republic of Colombia","70409.0","CO-DNP-22697-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556198","EJERCER LA COORDINACI&#211;N GENERAL DEL PROYECTO ""CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZONIA"" DE CONFORMIDAD CON LOS LINEAMIENTOS ESTABLECIDOS EN EL MANUAL OPERATIVO.","2017-02-23T00:00:00.000","Individual Consultant","Republic of Colombia","49643.0","CO-PNF-31987-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1567465","Preparaci&#243;n de los instrumentos de salvaguardas ambientales y sociales para la Orinoqu&#237;a","2017-05-31T00:00:00.000","Individual Consultant","Republic of Colombia","9875.0","CO-FONDOACCION-17558-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1567270","Especialista jur&#237;dico para apoyar la definici&#243;n del marco pol&#237;tico, jur&#237;dico e institucional de la EICDGB.","2016-10-21T00:00:00.000","Individual Consultant","Republic of Colombia","86075.0","CO-FONDOACCION-17539-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556200","APOYAR A LA COORDINACI&#211;N DEL SMBYC Y A LA SUBDIRECCI&#211;N DE ECOSISTEMAS E INFORMACI&#211;N AMBIENTAL DEL IDEAM EN LAS ACTIVIDADES DE SEGUIMIENTO Y MONITOREO ADMINISTRATIVO, FINANCIERO Y PLANEACION","2017-02-15T00:00:00.000","Individual Consultant","Republic of Colombia","22776.0","CO-PNF-32008-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1567199","Liderar la ejecuci&#243;n y cumplimiento del Plan de gesti&#243;n ambiental adoptado para la ejecuci&#243;n del PTSP a trav&#233;s del seguimiento permanente en la ejecuci&#243;n de cada uno de los proyectos y programas","2017-04-04T00:00:00.000","Individual Consultant","Republic of Colombia","36452.0","PTSP-BIRF8649-034"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1567202","Apoyar los procesos de adquisiciones del Fondo para el Desarrollo del Plan Todos Somos Pazc&#237;fico que adelanta como entidad ejecutora la Unidad Nacional para la Gesti&#243;n del Riesgo de Desastres","2017-04-04T00:00:00.000","Individual Consultant","Republic of Colombia","48198.0","PTSP-BIRF8649-029"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1565838","Liderar la planificaci&#243;n, gesti&#243;n, monitoreo y seguimiento de las diferentes herramientas de gesti&#243;n establecidas para el cumplimiento de las metas y objetivos del Fondo para el Desarrollo del Plan","2017-03-16T00:00:00.000","Individual Consultant","Republic of Colombia","61063.0","PTSP-BIRF8649-031"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Non-consulting Services","Request for Quotations","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1566617","Operador log&#237;stico componentes 1, 2 y 3 del Proyecto","2017-03-16T00:00:00.000","MARKETMEDIOS COMUNICACIONES SA","Republic of Colombia","92425.0","OC-002-2017"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1566609","Consultor formulaci&#243;n metodolog&#237;a fortalecimiento implementaci&#243;n Ruta Reparaci&#243;n Colectiva &#201;tnica, en el marco consulta previa y articulaci&#243;n con Pol&#237;tica P&#250;blica de Atenci&#243;n y Reparaci&#243;n a V&#237;ctimas y","2017-04-10T00:00:00.000","Individual Consultant","Republic of Colombia","29048.0","CO-UARIV-11839-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556336","2170495","2017-02-10T00:00:00.000","LUZ MERY OSORIO PULIDO","Republic of Colombia","69080.0","CO-DNP-22407-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556325","2170034","2017-01-05T00:00:00.000","VERONICA CRUZ GOMEZ","Republic of Colombia","15107.0","CO-DNP-22708-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Individual Consultant Selection","Public Administration","1556273","2171444","2017-05-25T00:00:00.000","Individual Consultant","Republic of Colombia","99497.0","CO-DNP-22420-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1565255","Coordinadora Administrativa y Financiera","2016-07-01T00:00:00.000","Individual Consultant","Republic of Colombia","81299.0","CO-FONDOACCION-17532-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556337","2170494","2017-02-10T00:00:00.000","NURY ROJAS","Republic of Colombia","69080.0","CO-DNP-22679-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1563067","Consultor&#237;a para brindar capacitaci&#243;n y asistencia t&#233;cnica en establecimiento y mantenimiento de SSPI, supervisar el levantamiento de l&#237;nea base y monitoreo productivo de fincas demostrativas","2016-10-10T00:00:00.000","Individual Consultant","Republic of Colombia","24600.0","CO-CIPAV-30644-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1563036","Consultor&#237;a para evaluar el efecto de sistemas silvopastoriles sobre aspectos productivos a las fincas adscritas al proyecto ""G.C.S"", garantizando el cumplimiento y seguimiento de los compromisos.","2016-10-10T00:00:00.000","Individual Consultant","Republic of Colombia","19980.0","CO-CIPAV-30599-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Quality And Cost-Based Selection","Public Administration","1546574","2004-215082 POT Modernos Grupo 2","2017-01-12T00:00:00.000","CONSORCIO INYPSA - ACCEPLAN - ARGEA - GRUPO UR","Republic of Colombia","4857193.0","2004-215082 POT MODERNOS GRUPO 2"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Direct Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1546111","Prestar sus servicios de consultor&#236;a en la Subdirecci&#243;n de Reparaci&#243;n Colectiva para coordinar la l&#237;nea estrat&#233;gica del Entrelazando del Proyecto","2017-01-17T00:00:00.000","CLAUDIA PATRICIA ESGUERRA HERNANDEZ","Republic of Colombia","14477.0","138"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556328","2170025","2017-01-05T00:00:00.000","JULY MARCELA RODRIGUEZ","Republic of Colombia","15632.0","CO-DNP-22693-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1558031","INTERVENTOR&#205;A T&#201;CNICA, ADMINISTRATIVA, FINANCIERA Y SOCIOAMBIENTAL AL CONTRATO BIRF-LPN-002-2016, CUYO OBJETO ES LA ""RECONSTRUCCI&#211;N DE V&#205;AS, ANDENES Y RENOVACI&#211;N DE REDES DE ACUEDUCTO Y ALCANTARILLADO","2016-12-06T00:00:00.000","CONSORCIO INTERSETP SINCELEJO 2016","Republic of Colombia","511614.0","BIRF-8083-CO-CON-002-MS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1592444","Especialista de Comunicaciones del Proyecto. Cto 031 de 2017","2017-05-02T00:00:00.000","Individual Consultant","Republic of Colombia","16281.0","CO-FONDOACCION-110381-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1552709","SUMINISTRO DE 16 PASTUROMETROS","2017-03-09T00:00:00.000","YESID DE JESUS MORENO TORRES","Republic of Colombia","927.0","CO-FEDEGAN-19827-GO-CP"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556632","BAJO LAS DIRECTRICES QUE SE CONVENGAN ENTRE, LA DTAM Y LA UNIDAD COORDINADORA DEL PROYECTO GEF CORAZ&#211;N AMAZONIA, ORIENTAR EL PROCESO DE COORDINACI&#211;N INSTITUCIONAL, FORTALECIMIENTO DE CAPACIDADES Y CON","2017-02-23T00:00:00.000","Individual Consultant","Republic of Colombia","28823.0","CO-PNF-26456-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1556618","APOYAR T&#201;CNICAMENTE EL PROCESO DE FORMULACI&#211;N DEL PLAN CULTURAL DE MANEJO AMBIENTAL DEL RESGUARDO MIRITI PARAN&#193; Y EL PROCESO DE FORTALECIMIENTO DE LAS MUJERES IND&#205;GENAS","2017-05-15T00:00:00.000","Individual Consultant","Republic of Colombia","11189.0","CO-PNF-31984-CS-INDV"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556383","2170004","2017-01-03T00:00:00.000","ANDREA CATALINA ORTIZ","Republic of Colombia","86241.0","CO-DNP-22657-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1578233","dise&#241;ar y poner en funcionamiento por medio de una plataforma tecnol&#243;gica el mecanismo de atenci&#243;n ciudadana, que integre lo correspondiente a las peticiones, quejas, reclamos, sugerencias y denuncias","2017-03-17T00:00:00.000","INFORMATION & KNOWELEDGE MANAGEMENT - IKM","Republic of Colombia","89342.0","CO-FONDOACCION-17590-CS-QBS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1556367","2162987","2016-11-28T00:00:00.000","DIEGO CORRALES","Republic of Colombia","31949.0","CO-DNP-22653-CS-CDS"
"2017","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1553284","Elaboraci&#243;n de 4000 cartillas ""Manejo de praderas y divisi&#243;n de potreros"".","2017-04-24T00:00:00.000","BICOLOR AGENCIA GRAFICA LTDA","Republic of Colombia","1968.0","CO-FEDEGAN-19834-GO-CP"
