"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"CONTRACTOR LOC OUTSIDE CITY",,"R-COLD, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","951 436-5476","1999-01-04T00:00:00.000","56656","23-049385","2022-12-31T00:00:00.000","R-COLD, INC","1221 SOUTH G ST",,"PERRIS","CA","92570","C",
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","30","5321 PERKINS RD APARTMENTS","5321 PERKINS RD","OXNARD","CA","93033","Yes","805 985-6718","1993-02-17T00:00:00.000","25122","23-098707","2023-01-31T00:00:00.000","GREENSTATE, JUDITH","5141 NEPTUNE SQ",,"OXNARD","CA","93035-1954","S","5321 PERKINS RD
OXNARD, CA 93033
(34.151388, -119.183902)"
"DELIVERY ONLY",,"ICEE USA CORP.","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 390-4233","2008-01-01T00:00:00.000","2595","23-001421","2022-12-31T00:00:00.000","ICEE USA CORP","265 MASON RD",,"LA VERGNE","TN","37086","C",
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"CREATIVE BILLING","201 W VINEYARD AVE","OXNARD","CA","93036","Yes","805 302-8557","2019-01-01T00:00:00.000","113906","23-125378","2022-12-31T00:00:00.000","LOPEZ, JOSE C","201 W VINEYARD AVE APT 183",,"OXNARD","CA","93036","S","201 W VINEYARD AVE
OXNARD, CA 93036
(34.226271, -119.180053)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"JAMES D CRAWFORD JR & STEVEN R","1525 PINE ST","OXNARD","CA","93030","Yes","805 390-3779","2018-10-11T00:00:00.000","114073","23-125693","2022-09-30T00:00:00.000","GRESHAM, STEVEN,ET AL","1288 POTTER AVE",,"THOUSAND OAKS","CA","91360","P","1525 PINE ST
OXNARD, CA 93030
(34.185633, -119.170445)"
"CONTRACTOR LOC OUTSIDE CITY",,"ATI RESTORATION, LLC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 283-9990","2004-03-02T00:00:00.000","79723","23-128097","2023-02-28T00:00:00.000","ATI RESTORATION, LLC","120 S CENTRAL AVE SUITE 30",,"SAINT LOUIS","MO","63105","LL",
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"CABRILLO PRODUCE LLC","511 MOUNTAIN VIEW AVE","OXNARD","CA","93030","Yes","805 650-1040","2006-10-30T00:00:00.000","113582","23-124888","2022-09-30T00:00:00.000","CABRILLO PRODUCE LLC","511 MOUNTAIN VIEW AVE",,"OXNARD","CA","93030","LL","511 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.196897, -119.172351)"
"CONTRACTOR LOC OUTSIDE CITY",,"ENVIRONMENTAL ASSESSMENT SERVI","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","866 788-3273","2021-07-06T00:00:00.000","115632","23-128088","2023-06-30T00:00:00.000","ENVIRONMENTAL ASSESSMENT SRVC","223811 WASHINGTON AVE",,"MURRIETA","CA","92562","C",
"CONTRACTOR LOC OUTSIDE CITY",,"MOBILE MODULAR MGMT","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","925 606-9200","1989-03-02T00:00:00.000","18895","23-007404","2023-02-28T00:00:00.000","MCGRATH RENT CORP","5700 LAS POSITAS RD",,"LIVERMORE","CA","94550-7800","C",
"ASSOCIATION:PEDDLER/SOLICITOR-3 OR MORE",,"PACIFIC ICE CREAM","1664 S OXNARD BLVD","OXNARD","CA","93030","Yes","805 247-1891","2009-01-20T00:00:00.000","93718","23-095303","2022-12-31T00:00:00.000","CENTENO, MARTHA","ATTN: MARTHA CENTENO","1664 S OXNARD BLVD","OXNARD","CA","93030","S","1664 S OXNARD BLVD
OXNARD, CA 93030
(34.183373, -119.169295)"
"APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX","3","VALLES APARTMENTS","410 CANTERBURY WAY","OXNARD","CA","93033","Yes","805 983-3286","2017-09-07T00:00:00.000","110450","23-120163","2023-02-28T00:00:00.000","VALLES, ROBERT","1002 ORION WAY",,"OXNARD","CA","93036","S","410 CANTERBURY WAY
OXNARD, CA 93033
(34.153584, -119.181366)"
"GARDENING/LANDSCAPING (EXEMPT)",,"A PLUS GARDENING","311 W FIR AVE","OXNARD","CA","93033","Yes","805 336-3947","2012-06-22T00:00:00.000","101022","23-105998","2022-12-31T00:00:00.000","CASILLAS, RALPH","311 W FIR AVE",,"OXNARD","CA","93033","S","311 W FIR AVE
OXNARD, CA 93033
(34.182724, -119.18034)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"FOMAT MEDICAL RESEARCH INC","309 S A ST","OXNARD","CA","93030","Yes","805 483-1185","2022-03-15T00:00:00.000","116605","23-129676","2023-02-28T00:00:00.000","FOMAT MEDICAL RESEARCH INC","309 S A ST STE 201",,"OXNARD","CA","93030","C","309 S A ST
OXNARD, CA 93030
(34.200045, -119.178573)"
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"V & A CONSULTING ENGINEERS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","510 903-6600","2021-12-01T00:00:00.000","116206","23-129118","2022-11-30T00:00:00.000","V & A CONSULTING ENGINEERS","1000 BROADWAY STE 320",,"OAKLAND","CA","94607","C",
"CONTRACTOR LOC OUTSIDE CITY",,"BRIGHTVIEW LANDSCAPE SERVICES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 223-8500","1987-03-12T00:00:00.000","16112","23-115373","2023-02-28T00:00:00.000","BRIGHTVIEW LANDSCAPE SERVICES","980 JOLLY RD STE # 300",,"BLUE BELL","PA","19422","C",
"INTERNET BUSINESS (PROF OR RETAIL)",,"HONEY'S TAXES ECT","216 HERMANO TRL","OXNARD","CA","93036","Yes","805 330-5335","2021-12-03T00:00:00.000","116210","23-129122","2022-11-30T00:00:00.000","RAMIREZ, CELINA","216 HERMANO TRL",,"OXNARD","CA","93036","S","216 HERMANO TRL
OXNARD, CA 93036"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","3","RAUL GIL INCOME PROPERTY","2117 MARIPOSA ST","OXNARD","CA","93036","Yes","805 637-1287","2002-03-14T00:00:00.000","70381","23-065715","2023-02-28T00:00:00.000","GIL, RAUL","PO BOX 22544",,"SANTA BARBARA","CA","93121","S","2117 MARIPOSA ST
OXNARD, CA 93036
(34.223639, -119.193592)"
"MAIL ORDER- WHOLESALE",,"WORLD PORT TRADING","1940 DEVONSHIRE DR","OXNARD","CA","93030","Yes","323 377-2999","2021-11-01T00:00:00.000","116207","23-129119","2022-11-30T00:00:00.000","RAUF, SHAHBANO","1940 DEVONSHIRE DR",,"OXNARD","CA","93030","S","1940 DEVONSHIRE DR
OXNARD, CA 93030
(34.211653, -119.198953)"
"HANDYMAN - NO STATE LICENSE",,"ROBERTO MENDEZ","1261 FELICIA CT","OXNARD","CA","93030","Yes","805 822-2481","2019-03-01T00:00:00.000","112323","23-123010","2023-02-28T00:00:00.000","MENDEZ, ROBERTO","1261 FELICIA CT",,"OXNARD","CA","93030","S","1261 FELICIA CT
OXNARD, CA 93030
(34.205478, -119.16431)"
"CONSULTANT",,"DC FROST ASSOCIATES INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","925 947-6733","2018-03-01T00:00:00.000","115154","23-127344","2023-02-28T00:00:00.000","DC FROST ASSOCIATES INC","8706 S 700 E STE 201",,"SANDY","UT","84070","C",
"OTHER SPECIALTIES",,"BOTTLE AND PINT","550 COLLECTION BLVD","OXNARD","CA","93036","Yes","310 502-1840","2017-11-13T00:00:00.000","109924","23-119334","2022-10-31T00:00:00.000","MAD GENIE II, INC","550 COLLECTION BLVD #160",,"OXNARD","CA","93036","C","550 COLLECTION BLVD
OXNARD, CA 93036
(34.240556, -119.176728)"
"CONTRACTOR LOC OUTSIDE CITY",,"QUALITY ROOFING GROUP INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 438-1324","2015-11-03T00:00:00.000","106143","23-129495","2023-01-31T00:00:00.000","QUALITY ROOFING GROUP INC","602 N BRAND BLVD",,"SAN FERNANDO","CA","91340","C",
"MISC PROFESSION",,"THREADS OF AWAKENING, LESLIE R","4528 LA BREA ST","OXNARD","CA","93035","Yes","805 626-8272","2014-02-18T00:00:00.000","103062","23-108963","2023-01-31T00:00:00.000","FREILICH, LESLIE ANN","PMB 174","3600 S HARBOR BLVD","OXNARD","CA","93035","S","4528 LA BREA ST
OXNARD, CA 93035
(34.170936, -119.231634)"
"GLASS REPAIR/REPLACEMENT",,"AMG AUTO GLASS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 665-0054","2017-06-01T00:00:00.000","110251","23-119855","2022-12-31T00:00:00.000","MORENO, JAIME GARCIA","2113 PALMA DR ""B""",,"VENTURA","CA","93003","S",
"BARBER SHOP:COSMETOLOGY BOARD EST",,"THE BARBERS","3003 SAVIERS RD","OXNARD","CA","93033","Yes","805 616-4390","2022-09-01T00:00:00.000","117139","23-130524","2023-06-30T00:00:00.000","VILLANUEVA, JUAN CARLOS","3003 SAVIERS RD",,"OXNARD","CA","93033","S","3003 SAVIERS RD
OXNARD, CA 93033
(34.172278, -119.177654)"
"JANITORIAL OR MAID SERVICE",,"RUIZ CLEANING","531 S I ST","OXNARD","CA","93030","Yes","820 465-3070","2022-02-14T00:00:00.000","116483","23-129477","2023-01-31T00:00:00.000","RUIZ, RAYMUNDO","531 S I ST APT 4",,"OXNARD","CA","93030","S","531 S I ST
OXNARD, CA 93030
(34.197019, -119.190095)"
"CONTRACTOR LOC OUTSIDE CITY",,"MAXUM ENERGY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 297-7636","2022-02-20T00:00:00.000","116482","23-129476","2023-01-31T00:00:00.000","MAXUM ENERGY INC","2625 TOWNSGATE RD #330",,"WESTLAKE","CA","91361","C",
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,"CIRA ANGELES HAIR DESIGN","506 COOPER RD","OXNARD","CA","93030","Yes","805 486-4797","2015-10-01T00:00:00.000","107879","24-116233","2023-08-31T00:00:00.000","BARRAGAN ANGELES, CIRA","200 CUESTA DEL MAR #F",,"OXNARD","CA","93033","S","506 COOPER RD
OXNARD, CA 93030
(34.204555, -119.173489)"
"ADULT RESIDENTIAL CARE",,"REGENCY PALMS OXNARD SENIOR LI","1020 BISMARK WAY","OXNARD","CA","93033","Yes","805 342-2001","2021-01-01T00:00:00.000","111679","23-126858","2022-12-31T00:00:00.000","GLOBAL REGENCY OXNARD SENIOR","1020 BISMARK WAY",,"OXNARD","CA","93033","LL","1020 BISMARK WAY
OXNARD, CA 93033
(34.172156, -119.166094)"
"CONTRACTOR LOC OUTSIDE CITY",,"1ST LIGHT ENERGY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","209 824-5500","2017-02-16T00:00:00.000","108585","23-128787","2022-09-30T00:00:00.000","1ST LIGHT ENERGY INC","1869 MOFFAT BLVDD",,"MANTECA","CA","95336","C",
"CATERING TRUCK/VEHICLE (T-4)",,"LA LOMA MEXICAN FOOD","2958 STURGIS RD","OXNARD","CA","93030","Yes","805 312-5921","2016-01-01T00:00:00.000","106720","23-114459","2023-01-31T00:00:00.000","GALLEGOS, JOSE HURTADO","216 FIR AVE",,"OXNARD","CA","93033","S","2958 STURGIS RD
OXNARD, CA 93030
(34.201936, -119.133642)"
"CONTRACTOR LOC OUTSIDE CITY",,"PEMCON, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","831 883-1200","1998-10-26T00:00:00.000","55988","23-117246","2023-01-31T00:00:00.000","PEMCON, INC","730 NEESON RD",,"MARINA","CA","93933","C",
"LIQUOR STORE",,"GOODE'S LIQUOR","1271 SAVIERS RD","OXNARD","CA","93033","Yes","805 486-4816","2001-12-26T00:00:00.000","69324","23-105351","2022-11-30T00:00:00.000","DHANOA INC","1271 SAVIERS RD",,"OXNARD","CA","93033","C","1271 SAVIERS RD
OXNARD, CA 93033
(34.18694, -119.177555)"
"COTTAGE FOOD BUSINESS (BRANCH)",,"WE BEE POPPIN","1640 LICHO WAY","OXNARD","CA","93030","Yes","805 302-8056","2016-01-12T00:00:00.000","106481","23-114104","2022-12-31T00:00:00.000","RAMOS, NATALIE","1640 LICHO WAY",,"OXNARD","CA","93030","S","1640 LICHO WAY
OXNARD, CA 93030
(34.210489, -119.161213)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"OXDTA LLC","405 S B ST","OXNARD","CA","93030","Yes","818 612-1581","2013-07-26T00:00:00.000","102823","23-108620","2022-12-31T00:00:00.000","OXDTA LLC","29047 WAGON RD",,"AGOURA HILLS","CA","91301","LL","405 S B ST
OXNARD, CA 93030
(34.198749, -119.179845)"
"CONTRACTOR LOC OUTSIDE CITY",,"AARON ELECTRIC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 305-0552","2022-06-28T00:00:00.000","117105","23-130463","2023-05-31T00:00:00.000","URGENSON, MICHELL","4744 TELEPHONE RD STE 3-256",,"VENTURA","CA","93003","S",
"RETAIL SALES",,"LOPEZ","4624 ANCHORAGE ST","OXNARD","CA","93033","Yes","805 822-4252","2022-07-11T00:00:00.000","117143","23-130529","2023-06-30T00:00:00.000","LOPEZ, MACRINA","4624 ANCHORAGE ST",,"OXNARD","CA","93033","S","4624 ANCHORAGE ST
OXNARD, CA 93033
(34.158054, -119.162908)"
"CATERING TRUCK/VEHICLE (T-4)",,"JVN MOBILE CATERING","921 RICHMOND AVE","OXNARD","CA","93030","Yes","805 258-8984","2009-11-04T00:00:00.000","95044","23-097262","2022-10-31T00:00:00.000","VARGAS, VICTORIA","892 ESTON ST",,"CAMARILLO","CA","93010","S","921 RICHMOND AVE
OXNARD, CA 93030
(34.192071, -119.169592)"
"RESTAURANT/CAFE",,"EL RINCONCITO OAXAQUENO 2","1114 S C ST","OXNARD","CA","93033","Yes","805 486-4585","2020-10-01T00:00:00.000","114750","23-126724","2022-10-31T00:00:00.000","MENDOZA, JESUS J, ET AL","609 COOPER RD",,"OXNARD","CA","93030","P","1114 S C ST
OXNARD, CA 93033"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"DALEX CNC PRECISION","1645 PACIFIC AVE","OXNARD","CA","93033","Yes","805 483-2357","2021-11-30T00:00:00.000","116191","23-129086","2022-10-31T00:00:00.000","TORRES, ALFREDO FERNANDEZ","1565 N 6TH PL",,"PORT HUENEME","CA","93041","S","1645 PACIFIC AVE
OXNARD, CA 93033
(34.183263, -119.165173)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"RAUL VILLANUEVA","706 NILE RIVER DR","OXNARD","CA","93036","Yes","805 830-2554","2006-01-30T00:00:00.000","86867","23-085601","2022-12-31T00:00:00.000","VILLANUEVA, RAUL OCAMPO","706 NILE RIVER DR",,"OXNARD","CA","93036","S","706 NILE RIVER DR
OXNARD, CA 93036
(34.250288, -119.174727)"
"DELIVERY ONLY",,"DIANA'S MEXICAN FOOD PROD, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","310 926-5802","1992-12-09T00:00:00.000","24856","23-015136","2022-11-30T00:00:00.000","DIANA'S MEXICAN FOOD PROD, INC","PO BOX 369",,"NORWALK","CA","90651-0369","C",
"CONTRACTOR LOC INSIDE CITY",,"DANIELS CONSTRUCTION","821 RAFT LN","OXNARD","CA","93035","Yes","805 382-2335","1995-11-08T00:00:00.000","29612","23-021514","2022-10-31T00:00:00.000","DANIELS, GREG","821 RAFT LN",,"OXNARD","CA","93035-1740","S","821 RAFT LN
OXNARD, CA 93035"
"WHOLESALE",,"SIMPSON STRONG-TIE CO, INC","2260 CAMINO DEL SOL","OXNARD","CA","93030","Yes","714 871-8373","2021-07-11T00:00:00.000","115699","24-128286","2023-07-31T00:00:00.000","SIMPSON STRONG-TIE COMPANY INC","12246 HOLLY ST",,"RIVERSIDE","CA","92509","C","2260 CAMINO
DEL SOL OXNARD, CA 93030"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","3","SERGIO ANGELES","4931 PETIT DR","OXNARD","CA","93033","Yes","805 448-4469","2008-11-12T00:00:00.000","93037","23-094357","2022-10-31T00:00:00.000","ANGELES, SERGIO","352 WEST CEDAR STREET",,"OXNARD","CA","93033","S","4931 PETIT DR
OXNARD, CA 93033
(34.155978, -119.174675)"
"CONTRACTOR LOC OUTSIDE CITY",,"CHARLES E THOMAS COMPANY, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","310 323-6730","1987-01-14T00:00:00.000","15837","23-000299","2022-12-31T00:00:00.000","CHARLES E THOMAS COMPANY, INC","13701 S ALMA AV",,"GARDENA","CA","90249-2513","C",
"MISC PROFESSION",,"VERONICA'S REGISTRATION SERVIC","2816 SAVIERS RD","OXNARD","CA","93033","Yes","805 483-0800","2015-01-02T00:00:00.000","104552","23-120004","2022-10-31T00:00:00.000","VERONICA'S AUTO INSURANCE","290 W ORANGE SHOW RD STE 101",,"SAN BERNARDINO","CA","92408","C","2816 SAVIERS RD
OXNARD, CA 93033
(34.174036, -119.17747)"
"CONTRACTOR LOC INSIDE CITY",,"ROGER'S PLUMBING","652 W GUAVA ST","OXNARD","CA","93033","Yes","805 486-1005","1983-08-09T00:00:00.000","11565","24-003689","2023-07-31T00:00:00.000","DOMINQUEZ, ROGELIO","652 W GUAVA ST",,"OXNARD","CA","93033","S","652 W GUAVA ST
OXNARD, CA 93033
(34.181982, -119.184998)"
"CONTRACTOR LOC OUTSIDE CITY",,"UNDERLINE ENERGY CONCEPTS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","951 245-2222","2022-07-20T00:00:00.000","117193","23-130606","2023-06-30T00:00:00.000","UNDERLINE CONCEPTS INC","18540 PASADENA ST STE A",,"LAKE ELSINORE","CA","92530","C",
"LAUNDRY:SELF CLEANING",,"VINEYARD LAUNDRY","2630 N VINEYARD AVE","OXNARD","CA","93036","Yes","805 318-0080","2022-01-19T00:00:00.000","117135","23-130519","2022-12-31T00:00:00.000","VINEYARD LAUNDRY LLC","PO BOX 624",,"SUMMERLAND","CA","93067","LL","2630 N VINEYARD AVE
OXNARD, CA 93036
(34.235432, -119.170544)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","6","NORMAN AND JULIA MAGANA FAMILY","325 E SECOND ST","OXNARD","CA","93030","Yes","805 216-7421","2008-06-12T00:00:00.000","117131","23-130505","2023-05-31T00:00:00.000","MAGANA, JULIA","PO BOX 52408",,"OXNARD","CA","93031","S","325 E SECOND ST
OXNARD, CA 93030
(34.201607, -119.174872)"
"MOBILE MECHANIC",,"GARCIAS DIESEL MOBILE REPAIR","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 651-5910","2022-07-22T00:00:00.000","117194","23-130607","2023-06-30T00:00:00.000","GARCIA, JESUS","967 SIMON WAY",,"OXNARD","CA","93036","S",
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","4","DAVID & SANDRA GARCIA","424 N G ST","OXNARD","CA","93030","Yes","805 750-8548","2008-12-30T00:00:00.000","113471","23-124743","2022-11-30T00:00:00.000","GARCIA, DAVID","PO BOX 1778",,"CAMARILLO","CA","93011","S","424 N G ST
OXNARD, CA 93030
(34.206762, -119.186986)"
"CONTRACTOR LOC INSIDE CITY(BRANCH)",,"CELESTINE STONE TILE","341 HEARST DR","OXNARD","CA","93030","Yes","805 983-8453","2011-07-13T00:00:00.000","99785","23-104197","2023-06-30T00:00:00.000","ERIKSSON TILE & STONE, INC","341 HEARST DR",,"OXNARD","CA","93030","C","341 HEARST DR
OXNARD, CA 93030
(34.199442, -119.153894)"
"RESTAURANT/CAFE",,"8 REGIONES #2","333 COOPER RD","OXNARD","CA","93030","Yes","805 663-0105","2021-11-04T00:00:00.000","116194","23-129090","2022-10-31T00:00:00.000","CARBAJAL, CRISTINA","353 PLUMAS AVE",,"VENTURA","CA","93004","S","333 COOPER RD
OXNARD, CA 93030
(34.204557, -119.174565)"
"COMPUTER SVC-REPAIR/DATA PROCESING",,"COMP-U-MATCH INC","3657 VIA PACIFICA WALK","OXNARD","CA","93035","Yes","805 985-4043","1989-12-27T00:00:00.000","20307","23-008966","2022-11-30T00:00:00.000","COMP-U-MATCH INC","3657 VIA PACIFICA WK",,"OXNARD","CA","93033","C","3657 VIA PACIFICA WALK
OXNARD, CA 93035
(34.189283, -119.218855)"
"MISC PROFESSION",,"TRANSMODUS","500 E ESPLANADE DR","OXNARD","CA","93036","Yes","805 604-4472","2006-11-01T00:00:00.000","89052","23-088577","2022-10-31T00:00:00.000","TRANSMODUS CORPORATION","500 E ESPLANADE DR #700",,"OXNARD","CA","93036","C","500 E ESPLANADE DR
OXNARD, CA 93036
(34.229571, -119.172163)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"WAXLAB","2000 CABOT PL","OXNARD","CA","93030","Yes","805 660-6591","2013-01-01T00:00:00.000","108068","23-116507","2022-12-31T00:00:00.000","WOODWARD, JOHN STEVEN","2000 CABOT PL",,"OXNARD","CA","93030","S","2000 CABOT PL
OXNARD, CA 93030
(34.200768, -119.152465)"
"CONTRACTOR LOC OUTSIDE CITY",,"ENVIRONMENTAL SUPPORT TECHNOLO","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","949 679-9500","2021-01-18T00:00:00.000","114995","23-127011","2022-12-31T00:00:00.000","ENVIRONMENTAL MANAGEMENT","8 GOODYEAR, SUITE 125",,"IRVINE","CA","92618","C",
"CONTRACTOR LOC OUTSIDE CITY",,"CACHO LANDSCAPE MAINTENANCE CO","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 365-0773","2009-11-19T00:00:00.000","95102","23-097344","2022-10-31T00:00:00.000","CACHO LANDSCAPE MAINTENANCE","PO BOX 922764",,"SYLMAR","CA","91392","C",
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"1954 CK VENTURA LLC","1954 N VENTURA RD","OXNARD","CA","93036","Yes","818 888-8899","2015-07-31T00:00:00.000","113097","23-124420","2023-06-30T00:00:00.000","1954 CK VENTURA LLC","129 IRON GATE",,"IRVINE","CA","92618","LL","1954 N VENTURA RD
OXNARD, CA 93036
(34.220559, -119.194517)"
"DELIVERY ONLY",,"ARGO CHEMICAL INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 322-2222","2014-12-30T00:00:00.000","104638","23-111299","2022-11-30T00:00:00.000","ARGO CHEMICAL INC","30933 IMPERIAL ST",,"SHAFTER","CA","93263","C",
"RESTAURANT/CAFE",,"TACO BELL #18682","900 N VENTURA RD","OXNARD","CA","93030","Yes","805 983-7771","1996-12-16T00:00:00.000","31438","23-023853","2022-11-30T00:00:00.000","TACO BUCKS, INC","C/O CONTROLLER","PO BOX 449","BANDON","OR","97411","C","900 N VENTURA RD
OXNARD, CA 93030
(34.210049, -119.194149)"
"MISC PROFESSION",,"FFAMGROUP, LLC","141 S A ST","OXNARD","CA","93030","Yes","818 835-3326","2021-11-04T00:00:00.000","116201","23-129101","2022-11-30T00:00:00.000","FFAMGROUP, LLC","141 S A ST STE 200",,"OXNARD","CA","93030","LL","141 S A ST
OXNARD, CA 93030
(34.202168, -119.178547)"
"APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX","4","GONZALES APARTMENTS","136 S C ST","OXNARD","CA","93030","Yes","805 482-6432","1984-07-03T00:00:00.000","12640","23-002803","2023-06-30T00:00:00.000","GONZALES, BEN O","240 CALLE PORTILLA",,"CAMARILLO","CA","93010-1739","S","136 S C ST
OXNARD, CA 93030
(34.202245, -119.181056)"
"APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX","3","ANGELA VELASQUEZ APTS","210 CAMPBELL WAY","OXNARD","CA","93033","Yes","206 290-5104","2018-01-05T00:00:00.000","110141","23-119665","2022-12-31T00:00:00.000",,"2800 SW GRAHAM ST",,"SEATTLE","WA","98126","S","210 CAMPBELL WAY
OXNARD, CA 93033
(34.152789, -119.179168)"
"REAL ESTATE AGENT OR BROKER",,"REALTY SERVICES","2291 N PATTERSON RD","OXNARD","CA","93036","Yes","805 981-3877","2014-12-01T00:00:00.000","106141","23-113603","2022-10-31T00:00:00.000","WHITE, DAVE OWEN","PO BOX 6045",,"OXNARD","CA","93031","S","2291 N PATTERSON RD
OXNARD, CA 93036
(34.226247, -119.210993)"
"CONTRACTOR LOC OUTSIDE CITY",,"A.T. ELECTRIC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 674-1862","2018-01-02T00:00:00.000","110123","23-119641","2022-12-31T00:00:00.000","TIELMAN, ARTHUR J","PO BOX 1078",,"SIMI VALLEY","CA","93062","S",
"EVENT COORDINATOR",,"BEACHSIDE MEMORIES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 302-5897","2017-07-24T00:00:00.000","109388","23-118518","2023-06-30T00:00:00.000","BRETT, TINA MARIE","251 PRINCETON AVE",,"VENTURA","CA","93003","S",
"WINDOW CLEANING SERVICE",,"FISH WINDOW CLEANING","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 351-3511","2021-06-28T00:00:00.000","115585","23-127977","2023-05-31T00:00:00.000","RF VENTURES INC","933 CASTILLO ST",,"SANTA BARBARA","CA","93101","C",
"CONTRACTOR LOC OUTSIDE CITY",,"SOUTHCOAST ACOUSTICAL INTERIOR","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","909 428-2600","2013-10-24T00:00:00.000","102723","23-127100","2022-12-31T00:00:00.000","SOUTHCOAST ACOUSTICAL","14980 HILTON DR",,"FONTANA","CA","92336","C",
"TOBACCO RETAILER PERMIT",,"GOOD TIMES SMOKE SHOP","218 W SIXTH ST","OXNARD","CA","93030","Yes","805 258-2701","2017-03-24T00:00:00.000","108756","23-006369","2023-06-30T00:00:00.000","YOUSSEF, ILIAS","218 W SIXTH ST",,"OXNARD","CA","93030","S","218 W SIXTH ST
OXNARD, CA 93030
(34.196381, -119.179284)"
"RESTAURANT/CAFE",,"DON WAFFLY LLC","550 COLLECTION BLVD","OXNARD","CA","93036","Yes","805 760-5799","2020-09-01T00:00:00.000","116056","23-128840","2022-09-30T00:00:00.000","DON WAFFLY LLC","PO BOX 6646",,"OXNARD","CA","93031","LL","550 COLLECTION BLVD
OXNARD, CA 93036
(34.240305, -119.176408)"
"JANITORIAL OR MAID SERVICE",,"ELEGANT EMPIRE, LLC","5117 LONGFELLOW WAY","OXNARD","CA","93033","Yes","805 914-4520","2019-03-31T00:00:00.000","112249","23-122914","2023-02-28T00:00:00.000","ELEGANT EMPIRE LLC","5117 LONGFELLOW WAY",,"OXNARD","CA","93033","LL","5117 LONGFELLOW WAY
OXNARD, CA 93033"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"MOUNTAIN VIEW PROPERTIES, LLC","1515 MOUNTAIN VIEW AVE","OXNARD","CA","93030","Yes","000 000-0000","2006-04-11T00:00:00.000","87411","23-086328","2023-03-31T00:00:00.000","MOUNTAIN VIEW PROPERTIES, LLC","20685 N HACKAMORE LN",,"PAULDEN","AZ","86334","LL","1515 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.193433, -119.162087)"
