Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
ICE CREAM/SODA SHOP,,BASKIN ROBBINS #356259,1941 N ROSE AVE,OXNARD,CA,93036,Yes,818 300-1450,10/01/2019 12:00:00 AM,113419,23-124638,09/30/2022 12:00:00 AM,PSI GROUP,4245 ALONZO AVE,,ENCINO,CA,91316,C,"1941 N ROSE AVE
OXNARD, CA 93036
(34.219303, -119.158401)",1875
RESTAURANT/CAFE,,"LOOKOUT BAR AND GRILL, THE",2800 S HARBOR BLVD,OXNARD,CA,93035,Yes,805 985-9300,05/19/2014 12:00:00 AM,103636,23-109816,04/30/2023 12:00:00 AM,"THE LOOKOUT B & G, INC",3049 LODGEWOOD ST,,NEWBURY PARK,CA,91320,C,"2800 S HARBOR BLVD
OXNARD, CA 93035",
CONTRACTOR LOC OUTSIDE CITY,,HCI SYSTEMS INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 628-7773,03/01/2013 12:00:00 AM,101329,23-106432,02/28/2023 12:00:00 AM,HCI SYSTEMS INC,1354 S PARKSIDE PL,,ONTARIO,CA,91761,C,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,YNIGUEZ & ASSOCIATES,505 S A ST,OXNARD,CA,93030,Yes,805 483-3710,07/31/2003 12:00:00 AM,77036,23-073533,10/31/2022 12:00:00 AM,"YNIGUEZ, JOSE SALCEDO",505 SOUTH A ST #202,,OXNARD,CA,93030,S,"505 S A ST
OXNARD, CA 93030
(34.197276, -119.178593)",1872
MARINE SERVICES,,"CHANNEL WATCH MARINE, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 644-2762,10/02/2003 12:00:00 AM,77869,23-074530,09/30/2022 12:00:00 AM,"CHANNEL WATCH MARINE, INC",1516 ANCHORS WAY DR,,VENTURA,CA,93001,C,,
PHOTOGRAPHER,,CJE INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,310 704-5932,07/01/2020 12:00:00 AM,115414,23-127640,04/30/2023 12:00:00 AM,CJE INC,209 HIGHLAND DR,,OXNARD,CA,93035,C,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,JONKER INVESTMENTS LP,1851 N LOMBARD ST,OXNARD,CA,93030,Yes,805 201-1500,11/01/2012 12:00:00 AM,103205,23-109769,10/31/2022 12:00:00 AM,JONKER INVESTMENTS LP,121 N FIRST ST STE F,,VENTURA,CA,93001,LP,"1851 N LOMBARD ST
OXNARD, CA 93030",
COMMERCIAL PROPERTY OWNER/SUB LEASING-BR,,JONKER INVESTMENTS LP,111 E GONZALES RD,OXNARD,CA,93036,Yes,805 201-1500,11/01/2012 12:00:00 AM,103206,23-109770,10/31/2022 12:00:00 AM,JONKER INVESTMENTS LP AL,121 N FIR ST STE F,,VENTURA,CA,93001,LP,"111 E GONZALES RD
OXNARD, CA 93036
(34.219136, -119.175823)",1875
RETAIL SALES,,COMPRESSED AIR SPECIALTIES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 991-8800,09/01/2016 12:00:00 AM,109651,23-119098,09/30/2022 12:00:00 AM,COMPRESSED AIR SPECIALTIES INC,1340 SIMPSON CIRCLE,,ANAHEIM,CA,92806,C,,
WHOLESALE,,"CALPINE CONTAINERS, INC",1601 FISKE PL,OXNARD,CA,93033,Yes,805 487-7529,10/21/1999 12:00:00 AM,59930,23-115382,09/30/2022 12:00:00 AM,"CALPINE CONTAINERS, INC",380 W SPRUCE AVE,,CLOVIS,CA,93611-8705,C,"1601 FISKE PL
OXNARD, CA 93033
(34.180936, -119.163362)",1873
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,SUNRISE GROWERS INC,808 E THIRD ST,OXNARD,CA,93030,Yes,952 820-2518,10/31/1999 12:00:00 AM,60905,23-111692,09/30/2022 12:00:00 AM,SUNRISE GROWERS INC,7301 OHMS LN STE 600,,MINNEAPOLIS,MN,55439,C,"808 E THIRD ST
OXNARD, CA 93030
(34.200471, -119.170109)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,9,KAZUKO-SAN LLC,123 S D ST,OXNARD,CA,93030,Yes,805 487-3838,12/31/2014 12:00:00 AM,106114,23-113558,09/30/2022 12:00:00 AM,KAZUKO-SAN LLC,PO BOX 1084,,OXNARD,CA,93032,LL,"123 S D ST
OXNARD, CA 93030
(34.20247, -119.182309)",1872
WASTEWATER PERMIT,,TOPPERS PIZZA PLACE,2701 PENINSULA RD,OXNARD,CA,93035,Yes,805 201-1500,08/11/2010 12:00:00 AM,96601,23-029071,06/30/2023 12:00:00 AM,J&S RESTAURANTS INC,121 N FIR ST STE F,,VENTURA,CA,93001,C,"2701 PENINSULA RD
OXNARD, CA 93035
(34.174913, -119.22528)",1874
TELECOMMUNICATION SALES/SERVICES,,"NEXTWEB, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,512 735-7300,08/04/2004 12:00:00 AM,82295,24-079587,07/31/2023 12:00:00 AM,"NEXTWEB, INC",1595 PEACHTREE PRKWY,STE 204-337,CUMMING,GA,30041,C,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,"PASAN, LLC",3150 SAVIERS RD,OXNARD,CA,93033,Yes,561 620-9200,12/18/2013 12:00:00 AM,105754,23-113419,09/30/2022 12:00:00 AM,"PASAN, LLC",C/O: KIN PROPERTIES INC,185 NW SPANISH RIVER BLVD #100,BOCA RATON,FL,33431,LL,"3150 SAVIERS RD
OXNARD, CA 93033
(34.170723, -119.177498)",1873
CONTRACTOR LOC INSIDE CITY,,AMERICAN BUILDING COMFORT SERV,1300 GRAVES AVE,OXNARD,CA,93030,Yes,805 658-6204,10/24/2006 12:00:00 AM,88836,23-121728,09/30/2022 12:00:00 AM,AMERICAN BLDNG COMFRT SCVS INC,1300 GRAVES AVE,,OXNARD,CA,93030,C,"1300 GRAVES AVE
OXNARD, CA 93030
(34.213963, -119.146437)",1872
JANITORIAL OR MAID SERVICE,,SPOTLESS BUILDING MAINTENANCE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 248-6065,08/16/2016 12:00:00 AM,107654,24-115903,07/31/2023 12:00:00 AM,"MARTINEZ, MARTIN",3450 NYELAND AVE #A,,OXNARD,CA,93036,S,,
ATTORNEY,,"HAGER & DOWLING, A PROFESSIONA",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 966-4700,10/01/2013 12:00:00 AM,107278,23-115290,09/30/2022 12:00:00 AM,HAGER & DOWLING PRFSSNL CORP,319 E CARILLO ST 2ND FL,,SANTA BARBARA,CA,93101,C,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"FUSCOE ENGINEERING, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 474-1960,02/17/2010 12:00:00 AM,95665,23-098108,01/31/2023 12:00:00 AM,"FUSCOE ENGINEERING, INC",16795 VON KARMAN STE 100,,IRVINE,CA,92606,C,,
WASTEWATER PERMIT,,COLLEGE DONUTS,4811 S ROSE AVE,OXNARD,CA,93033,Yes,805 986-9500,03/01/2014 12:00:00 AM,103146,23-029260,06/30/2023 12:00:00 AM,"CHAO, KONG",C/O KONG CHAO,4811 S ROSE AVE,OXNARD,CA,93033,S,"4811 S ROSE AVE
OXNARD, CA 93033
(34.156665, -119.159713)",1873
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,DAVID & SANDRA GARCIA,424 N G ST,OXNARD,CA,93030,Yes,805 750-8548,12/30/2008 12:00:00 AM,113471,23-124743,11/30/2022 12:00:00 AM,"GARCIA, DAVID",PO BOX 1778,,CAMARILLO,CA,93011,S,"424 N G ST
OXNARD, CA 93030
(34.206762, -119.186986)",1872
WELDING SERVICE,,MR. STEEL WELDING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 827-8859,01/03/2017 12:00:00 AM,108522,23-117177,01/31/2023 12:00:00 AM,"PAREDES, GERARDO",779 WILL AVE,,OXNARD,CA,93036,S,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,SWA GROUP INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,415 332-5100,11/19/2014 12:00:00 AM,104443,24-121595,08/31/2023 12:00:00 AM,SWA GROUP INC,PO BOX 5904,,SAUSALITO,CA,94966,C,,
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,EL PUNTO VERDE,2550 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 827-2429,10/13/2016 12:00:00 AM,107940,23-116330,09/30/2022 12:00:00 AM,"CRUZ, ANGEL",2550 E VINEYARD AVE #200,,OXNARD,CA,93036,S,"2550 N VINEYARD AVE
OXNARD, CA 93036
(34.233779, -119.171758)",1875
CONTRACTOR LOC OUTSIDE CITY,,E & A MECHANICAL INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 493-4124,01/15/2010 12:00:00 AM,95659,23-116696,10/31/2022 12:00:00 AM,E & A MECHANICAL INC,7323 ELMO ST,,TUJUNGA,CA,91042-2204,C,,
CONTRACTOR LOC OUTSIDE CITY,,VEN CAL COAST PAINTING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 642-7922,11/01/2016 12:00:00 AM,108203,23-116720,10/31/2022 12:00:00 AM,VEN CAL COAST PAINTING INC,9452 TELEPHONE RD,,VENTURA,CA,93004,C,,
MOBILE WASH/DETAIL,,CHAPINES CAR WASH,921 W KAMALA ST,OXNARD,CA,93033,Yes,805 512-4402,10/07/2016 12:00:00 AM,107914,23-116290,09/30/2022 12:00:00 AM,"PEREZ, ABILIO R",921 W KAMALA ST,,OXNARD,CA,93033,S,"921 W KAMALA ST
OXNARD, CA 93033
(34.178844, -119.187687)",1873
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,CARL'S JR #475,480 N ROSE AVE,OXNARD,CA,93030,Yes,714 725-4694,09/29/2016 12:00:00 AM,108058,23-116495,09/30/2022 12:00:00 AM,CKE RESTAURANTS HOLDINGS INC,ATTN: TAX DEPT,6700 TOWER CIRCLE STE 1000,FRANKLIN,TN,37067,C,"480 N ROSE AVE
OXNARD, CA 93030
(34.205973, -119.159626)",1872
ICE CREAM/SODA SHOP,,RICO TEJUINO LOS REYES,440 S OXNARD BLVD,OXNARD,CA,93030,Yes,323 376-9705,10/20/1998 12:00:00 AM,55925,23-118624,09/30/2022 12:00:00 AM,"REYES, MARCELO ANTONIO",2707 1/2 N BROADWAY,,LOS ANGELES,CA,90031,S,"440 S OXNARD BLVD
OXNARD, CA 93030
(34.198266, -119.177311)",1872
INTERNET BUSINESS (PROF OR RETAIL),,OLGA P TORRES,2710 GERONIMO DR,OXNARD,CA,93033,Yes,805 336-4430,10/24/2016 12:00:00 AM,108013,23-116434,09/30/2022 12:00:00 AM,"TORRES TORRES, OLGA P",2710 GERONIMO DR,,OXNARD,CA,93033,S,"2710 GERONIMO DR
OXNARD, CA 93033
(34.174281, -119.151811)",1873
CONTRACTOR LOC OUTSIDE CITY,,STURGEON ELECTRIC CALIFORNIA L,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 591-0000,11/14/2016 12:00:00 AM,108112,23-116570,10/31/2022 12:00:00 AM,STURGEON ELECTRIC CALIF LLC,13501 BENSON AVE,,CHINO,CA,91710,LL,,
LIQUOR STORE (BRANCH),,BARD LIQUOR,151 E BARD RD,OXNARD,CA,93033,Yes,805 271-9467,10/05/2016 12:00:00 AM,107901,23-116273,09/30/2022 12:00:00 AM,"NASSER, ADMON,ET AL",151 E BARD RD,,OXNARD,CA,93033,P,"151 E BARD RD
OXNARD, CA 93033
(34.160985, -119.177006)",1873
EVENT COORDINATOR,,GYPSET EVENTS,1720 EMERSON AVE,OXNARD,CA,93033,Yes,310 666-4024,11/01/2015 12:00:00 AM,107999,23-116410,09/30/2022 12:00:00 AM,ZEITGEIST EVENTS LLC,9200 CRESENT DR,,LOS ANGELES,CA,90046,LL,"1720 EMERSON AVE
OXNARD, CA 93033
(34.182576, -119.160397)",1873
CONTRACTOR LOC OUTSIDE CITY,,CATALYZE CONSTRUCTION LLC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,310 488-2097,07/01/2022 12:00:00 AM,117103,23-130458,06/30/2023 12:00:00 AM,CATALYZE CONSTRUCTION LLC,525 S HEWITT ST,,LOS ANGELES,CA,90013,LL,,
GENERAL MERCHANDISE,,INDOOR LIQUIDATORS,1836 SAVIERS RD,OXNARD,CA,93033,Yes,805 603-3087,03/01/2022 12:00:00 AM,116685,23-130466,02/28/2023 12:00:00 AM,INDOOR LIQUIDATORS INC,1836 SAVIERS RD,,OXNARD,CA,93033,C,"1836 SAVIERS RD
OXNARD, CA 93033
(34.181209, -119.177405)",1873
APARTMENT COMPLEX/RESIDENTIAL RENTAL,14,REGENCY APTS,1705 SAN MARINO ST,OXNARD,CA,93033,Yes,626 814-8000,05/10/2022 12:00:00 AM,117109,23-130470,04/30/2023 12:00:00 AM,"SAN MARINO 22 L.P., ETAL",1619 W GARVEY AVE N STE 201,,WEST COVINA,CA,91790,LP,"1705 SAN MARINO ST
OXNARD, CA 93033
(34.182512, -119.176247)",1873
CONTRACTOR LOC INSIDE CITY(BRANCH),,CELESTINE STONE TILE,341 HEARST DR,OXNARD,CA,93030,Yes,805 983-8453,07/13/2011 12:00:00 AM,99785,23-104197,06/30/2023 12:00:00 AM,"ERIKSSON TILE & STONE, INC",341 HEARST DR,,OXNARD,CA,93030,C,"341 HEARST DR
OXNARD, CA 93030
(34.199442, -119.153894)",1872
BARBER SHOP:COSMETOLOGY BOARD EST,,THE BARBERS,3003 SAVIERS RD,OXNARD,CA,93033,Yes,805 616-4390,09/01/2022 12:00:00 AM,117139,23-130524,06/30/2023 12:00:00 AM,"VILLANUEVA, JUAN CARLOS",3003 SAVIERS RD,,OXNARD,CA,93033,S,"3003 SAVIERS RD
OXNARD, CA 93033
(34.172278, -119.177654)",1873
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,1954 CK VENTURA LLC,1954 N VENTURA RD,OXNARD,CA,93036,Yes,818 888-8899,07/31/2015 12:00:00 AM,113097,23-124420,06/30/2023 12:00:00 AM,1954 CK VENTURA LLC,129 IRON GATE,,IRVINE,CA,92618,LL,"1954 N VENTURA RD
OXNARD, CA 93036
(34.220559, -119.194517)",1875
APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX,4,GONZALES APARTMENTS,136 S C ST,OXNARD,CA,93030,Yes,805 482-6432,07/03/1984 12:00:00 AM,12640,23-002803,06/30/2023 12:00:00 AM,"GONZALES, BEN O",240 CALLE PORTILLA,,CAMARILLO,CA,93010-1739,S,"136 S C ST
OXNARD, CA 93030
(34.202245, -119.181056)",1872
EVENT COORDINATOR,,BEACHSIDE MEMORIES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 302-5897,07/24/2017 12:00:00 AM,109388,23-118518,06/30/2023 12:00:00 AM,"BRETT, TINA MARIE",251 PRINCETON AVE,,VENTURA,CA,93003,S,,
WINDOW CLEANING SERVICE,,FISH WINDOW CLEANING,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 351-3511,06/28/2021 12:00:00 AM,115585,23-127977,05/31/2023 12:00:00 AM,RF VENTURES INC,933 CASTILLO ST,,SANTA BARBARA,CA,93101,C,,
TOBACCO RETAILER PERMIT,,GOOD TIMES SMOKE SHOP,218 W SIXTH ST,OXNARD,CA,93030,Yes,805 258-2701,03/24/2017 12:00:00 AM,108756,23-006369,06/30/2023 12:00:00 AM,"YOUSSEF, ILIAS",218 W SIXTH ST,,OXNARD,CA,93030,S,"218 W SIXTH ST
OXNARD, CA 93030
(34.196381, -119.179284)",1872
CONTRACTOR LOC OUTSIDE CITY,,AVIDEX INDUSTRIES LLC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,949 428-6333,08/01/2021 12:00:00 AM,115686,23-128201,06/30/2023 12:00:00 AM,AVIDEX INDUSTRIES LLC,20382 HERMANA CIRCLE,,LAKE FOREST,CA,92630,LL,,
WASTEWATER PERMIT,,"O K RADIATOR SHOP, INC",1215 S OXNARD BLVD,OXNARD,CA,93033,Yes,805 486-7817,04/16/1990 12:00:00 AM,20823,23-019934,06/30/2023 12:00:00 AM,"OK RADIATOR SHOP, INC",1215 S OXNARD BL,,OXNARD,CA,93030-7419,C,"1215 S OXNARD BLVD
OXNARD, CA 93033
(34.188025, -119.175263)",1873
REGISTERED NON-PROFIT,,FILIPINO AMERICAN COUNCIL VENT,3538 GLEN ABBEY LN,OXNARD,CA,93036,Yes,805 985-5437,06/09/2009 12:00:00 AM,94159,23-095932,05/31/2023 12:00:00 AM,FILIPINO AMERICAN COUNCIL OF,3538 GLEN ABBEY LN,,OXNARD,CA,93036,C,"3538 GLEN ABBEY LN
OXNARD, CA 93036
(34.224836, -119.215637)",1875
RETAIL SALES,,LOPEZ,4624 ANCHORAGE ST,OXNARD,CA,93033,Yes,805 822-4252,07/11/2022 12:00:00 AM,117143,23-130529,06/30/2023 12:00:00 AM,"LOPEZ, MACRINA",4624 ANCHORAGE ST,,OXNARD,CA,93033,S,"4624 ANCHORAGE ST
OXNARD, CA 93033
(34.158054, -119.162908)",1873
WASTEWATER PERMIT,,IN-N-OUT BURGER #163,381 W ESPLANADE DR,OXNARD,CA,93036,Yes,805 983-8506,04/29/2002 12:00:00 AM,70908,23-029310,06/30/2023 12:00:00 AM,IN-N-OUT BURGER,ATTN: ACCOUNTS PAYABLE,4199 CAMPUS DR 9TH FLR,IRVINE,CA,92612,C,"381 W ESPLANADE DR
OXNARD, CA 93036
(34.234943, -119.179895)",1875
CONTRACTOR LOC OUTSIDE CITY,,"DAVEY RESOURCE GROUP, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,866 661-4148,01/24/2020 12:00:00 AM,114998,23-127016,12/31/2022 12:00:00 AM,THE DAVEY TREE EXPERT COMPANY,295 S WATER ST #300,,KENT,OH,44240,C,,
WASTEWATER PERMIT,,LA MICHOCANA AZTECA,1951 S PATTERSON RD,OXNARD,CA,93035,Yes,805 382-0333,11/01/2021 12:00:00 AM,116385,23-030134,06/30/2023 12:00:00 AM,AYARS COMP INC,1951 S PATTERSON RD,,OXNARD,CA,93035,C,"1951 S PATTERSON RD
OXNARD, CA 93035
(34.181651, -119.20837)",1874
WASTEWATER PERMIT,,DEL NORTE SHELL,200 N DEL NORTE BLVD,OXNARD,CA,93030,Yes,805 485-6900,12/16/2014 12:00:00 AM,104624,23-029347,06/30/2023 12:00:00 AM,CONICO TORO INC,100 N DEL NORTE BLVD,,OXNARD,CA,93030,C,"200 N DEL NORTE BLVD
OXNARD, CA 93030
(34.203175, -119.127195)",1872
CONTRACTOR LOC OUTSIDE CITY,,PERLITE PLASTERING CO INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 333-5990,12/01/2017 12:00:00 AM,109933,23-119347,10/31/2022 12:00:00 AM,PERLITE PLASTERING CO INC,2707 W EMPIRE,,BURBANK,CA,91504,C,,
PRIVATE PATROL OPER/INVESTIGATOR,,SECURE PLUS SERVICES,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,323 605-3415,03/11/2021 12:00:00 AM,115227,23-127368,02/28/2023 12:00:00 AM,"NOTKIN, LARISA",5153 HESPERIA AVE,,ENCINO,CA,91316,S,,
CONTRACTOR LOC OUTSIDE CITY,,ALLIED CONSTRUCTION MANAGEMENT,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,732 751-2522,07/26/2021 12:00:00 AM,115680,23-128195,06/30/2023 12:00:00 AM,ALLIED CONSTRUCTION MANAGEMENT,2109 HECK AVE,,NEPTUNE,NJ,07753,C,,
MOBILE WASH/DETAIL,,TORRES CAR WASH,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 607-1063,09/26/2018 12:00:00 AM,111449,24-121742,08/31/2023 12:00:00 AM,"TORESS, DANIEL",718 LEMAR AVE,,OXNARD,CA,93036,S,,
WASTEWATER PERMIT,,CARNITAS MI RANCHO,3021 SAVIERS RD,OXNARD,CA,93033,Yes,805 263-6883,09/11/2017 12:00:00 AM,109642,23-029848,06/30/2023 12:00:00 AM,CARNITAS MI RANCHO INC,3021 SAVIERS RD,,OXNARD,CA,93033,C,"3021 SAVIERS RD
OXNARD, CA 93033
(34.172154, -119.177655)",1873
WASTEWATER PERMIT,,BLENDERS IN THE GRASS,1740 E GONZALES RD,OXNARD,CA,93036,Yes,805 683-5858,08/14/2015 12:00:00 AM,105546,23-029349,06/30/2023 12:00:00 AM,BLENDERS IN THE GRASS,6487 B CALLE REAL,,GOLETA,CA,93117,C,"1740 E GONZALES RD
OXNARD, CA 93036
(34.218819, -119.159076)",1872
APARTMENT COMPLEX/RESIDENTIAL RENTAL,11,YENY ESTRADA,261 S D ST,OXNARD,CA,93030,Yes,805 212-7999,08/17/2005 12:00:00 AM,85951,23-084356,06/30/2023 12:00:00 AM,"ESTRADA, YENY",1464 VIDA DR,,OXNARD,CA,93030,S,"261 S D ST
OXNARD, CA 93030
(34.200548, -119.182327)",1872
MISC SERVICE,,BEAU IDEAL BEAUTY,5131 SURFRIDER WAY,OXNARD,CA,93035,Yes,805 984-9739,07/01/1996 12:00:00 AM,30639,23-022781,06/30/2023 12:00:00 AM,"HAGAN, KATHLEEN MARIE",5131 SURFRIDER WY,,OXNARD,CA,93035,S,"5131 SURFRIDER WAY
OXNARD, CA 93035
(34.194213, -119.241635)",1874
CONTRACTOR LOC OUTSIDE CITY,,WILLIAM BEDJANYAN,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 426-9814,02/11/2021 12:00:00 AM,115181,23-127289,02/28/2023 12:00:00 AM,"BEDJANYAN, WILLIAM",2629 FOOTHILL BLVD #193,,LA CRESCENTA,CA,91214,S,,
MISC SERVICES,,GO GREEN DETAILING,1511 AUTO CENTER DR,OXNARD,CA,93036,Yes,805 538-6057,06/14/2022 12:00:00 AM,117033,23-130496,05/31/2023 12:00:00 AM,"GUERRERO, RICARDO",9008 SUMMER DREAM CT,,BAKERSFIELD,CA,93311,LL,"1511 AUTO CENTER DR
OXNARD, CA 93036
(34.228553, -119.154974)",1875
WASTEWATER PERMIT,,PANADERIA LUPITA'S Y LA PALAPA,2631 N VINEYARD AVE,OXNARD,CA,93036,Yes,805 988-9212,01/01/2006 12:00:00 AM,90463,23-029149,06/30/2023 12:00:00 AM,PANADERIA LUPITA'S Y LA PALAPA,1141 CADIZ CT,,OXNARD,CA,93035,C,"2631 N VINEYARD AVE
OXNARD, CA 93036
(34.235318, -119.170776)",1875
APARTMENT COMPLEX/RESIDENTIAL RENTAL,4,FLORES APARTMENTS,201 CAMPBELL WAY,OXNARD,CA,93033,Yes,805 816-9045,07/30/2001 12:00:00 AM,67561,23-062455,06/30/2023 12:00:00 AM,"FLORES, ELIAS, ET AL",PO BOX 1559,,PORT HUENEME,CA,93044,S,"201 CAMPBELL WAY
OXNARD, CA 93033
(34.152783, -119.178981)",1873
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,FIRST STUDENT INC,2889 W FIFTH ST,OXNARD,CA,93030,Yes,513 419-8506,07/30/2018 12:00:00 AM,111108,23-121219,06/30/2023 12:00:00 AM,FIRST STUDENT INC,600 VINE ST STE 1400,,CINCINNATI,OH,45202,C,"2889 W FIFTH ST
OXNARD, CA 93030
(34.197545, -119.206172)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,CHANGE HEALTHCARE PRACTICE MAN,1901 SOLAR DR,OXNARD,CA,93036,Yes,805 988-2280,06/09/2009 12:00:00 AM,94163,23-095939,05/31/2023 12:00:00 AM,CHANGE HEALTHCARE PRACTICE,INC,3055 LEBANON PIKE STE 1000,NASHVILLE,TN,37214,C,"1901 SOLAR DR
OXNARD, CA 93036
(34.219435, -119.14491)",1875
CATERING/ICE CREAM MOBILE VEHICLE (T-2),,ROSITA'S ICE CREAM,1664 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 612-3855,07/30/2014 12:00:00 AM,103972,23-110331,06/30/2023 12:00:00 AM,"GARCIA, ARTURO E",3770 FLAX PL APT 306,,OXNARD,CA,93036,S,"1664 S OXNARD BLVD
OXNARD, CA 93030
(34.183373, -119.169295)",1872
WASTEWATER PERMIT,,EBENEZER AUTO REPAIR,820 E FIFTH ST,OXNARD,CA,93030,Yes,805 487-7559,07/06/2004 12:00:00 AM,81747,23-029576,06/30/2023 12:00:00 AM,"TISCARENO, EFRAIN M",820 E FIFTH ST #A,,OXNARD,CA,93030,S,"820 E FIFTH ST
OXNARD, CA 93030
(34.196572, -119.17031)",1872
WASTEWATER PERMIT,,"BLOIS CONSTRUCTION, INC",3201 STURGIS RD,OXNARD,CA,93030,Yes,805 656-1432,06/17/2010 12:00:00 AM,2781,23-029512,06/30/2023 12:00:00 AM,"BLOIS CONSTRUCTION, INC",3201 STURGIS RD,,OXNARD,CA,93030,C,"3201 STURGIS RD
OXNARD, CA 93030
(34.201916, -119.130705)",1872
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,YIM SPORTS,3711 SAVIERS RD,OXNARD,CA,93033,Yes,805 607-6965,04/01/2017 12:00:00 AM,108807,23-120472,02/28/2023 12:00:00 AM,"MANZANO, PEDRO",1521 RIALTO ST,,OXNARD,CA,93035,S,"3711 SAVIERS RD
OXNARD, CA 93033
(34.165709, -119.177729)",1873
MOBILE WASH/DETAIL,,CRUZ MOBILE CAR WASH,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 761-2588,05/24/2018 12:00:00 AM,110783,23-120694,04/30/2023 12:00:00 AM,"VELASCO, LUIS CRUZ",3578 ORANGE DR,,OXNARD,CA,93036,S,,
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,DALEX CNC PRECISION,1645 PACIFIC AVE,OXNARD,CA,93033,Yes,805 483-2357,11/30/2021 12:00:00 AM,116191,23-129086,10/31/2022 12:00:00 AM,"TORRES, ALFREDO FERNANDEZ",1565 N 6TH PL,,PORT HUENEME,CA,93041,S,"1645 PACIFIC AVE
OXNARD, CA 93033
(34.183263, -119.165173)",1872
CONTRACTOR LOC OUTSIDE CITY,,PREMIER WINDOWS AND GLASS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 798-3570,05/24/2019 12:00:00 AM,112971,24-123944,07/31/2023 12:00:00 AM,"JIMENEZ, GREGORIO",750 HIGHLAND DR APT #124,,OJAI,CA,93023,S,,
CONTRACTOR LOC OUTSIDE CITY,,PETRA CPS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,714 985-4277,03/16/2013 12:00:00 AM,101640,23-122041,10/31/2022 12:00:00 AM,CPS SOUTHWEST INC,1610 E MIRALOMA AVE,,PLACENTIA,CA,92870,C,,
HANDYMAN - NO STATE LICENSE,,CHRIS HANDYMAN,1251 JAMAICA LN,OXNARD,CA,93030,Yes,805 612-7267,11/15/2018 12:00:00 AM,111695,23-122116,10/31/2022 12:00:00 AM,"DRUKAROZYK, KRZYSZTOF",1251 JAMAICA LN,,OXNARD,CA,93030,S,"1251 JAMAICA LN
OXNARD, CA 93030
(34.194772, -119.193067)",1872
MISC PROFESSION (EXEMPT),,BETTE HOLZER TYPING SERVICES,5540 W FIFTH ST,OXNARD,CA,93035,Yes,805 495-6555,10/01/2018 12:00:00 AM,111649,23-122027,09/30/2022 12:00:00 AM,"HOLZER, BETTE LOUISE",5540 W FIFTH ST SPC 154,,OXNARD,CA,93035,S,"5540 W FIFTH ST
OXNARD, CA 93035
(34.197807, -119.245237)",1875
