"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Solar PV","2014-10-24T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-25T00:00:00.000","2014-10-23T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","7.25","kW","27550","Purchased","Walkersville","21793","Frederick","
Walkersville, Maryland 21793
(39.484257428000035, -77.34543976799995)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-23T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-03-12T00:00:00.000","2014-03-12T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","1","kW","9991","Purchased","Rockville","20851","Montgomery","
Rockville, Maryland 20851
(39.076317897000024, -77.12096809399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-22T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-15T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","6.63","kW","24200","Purchased","Essex","21221","Baltimore","
Essex, Maryland 21221
(39.30374851900007, -76.45228912699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-26T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-02-15T00:00:00.000","2014-04-24T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","8.8290000000000006","kW","48866","Purchased","Bethesda","20817","Montgomery","
Bethesda, Maryland 20817
(39.00271784800003, -77.13874785599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-09-01T00:00:00.000","2014-10-16T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","17.395","kW","64361","Purchased","Glenwood","21738","Howard","
Glenwood, Maryland 21738
(39.27903847300007, -77.02244943899996)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-30T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-06-11T00:00:00.000","2014-08-07T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","1","kW","11500","Purchased","Harwood","20776","Anne Arundel","
Harwood, Maryland 20776
(38.86681911100004, -76.62302611799998)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-09-16T00:00:00.000","2014-09-16T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","2","kW","17321","Purchased","West Friendship","21794","Howard","
West Friendship, Maryland 21794
(39.28611648700007, -76.97204737499999)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-28T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-18T00:00:00.000","2014-09-12T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","5.2","kW","20820","Purchased","Fort Washington","20744","Prince George's","
Fort Washington, Maryland 20744
(38.758037554000055, -76.98261877299996)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-10-06T00:00:00.000","2014-10-21T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","8.5250000000000004","kW","34185","Purchased","Owings Mills","21117","Baltimore","
Owings Mills, Maryland 21117
(39.41734868800006, -76.78600727499997)"
"Residential Clean Energy Grant Program","Solar PV","2014-11-03T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-07-17T00:00:00.000","2014-08-14T00:00:00.000","Award Complete","2015-01-07T00:00:00.000","1000.00","9.84","kW","41458","Purchased","North Potomac","20878","Montgomery","
North Potomac, Maryland 20878
(39.11831672000005, -77.23415983199999)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-08T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","3.78","kW","15120","Purchased","Lanham","20706","Prince George's","
Lanham, Maryland 20706
(38.96493802600003, -76.84881867399997)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-10T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-09-20T00:00:00.000","2014-09-22T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","2.8","kW","18548","Purchased","Frederick","21703","Frederick","
Frederick, Maryland 21703
(39.389379888000065, -77.44614830499995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-10-09T00:00:00.000","2014-11-19T00:00:00.000","500.00","2014-06-19T00:00:00.000","2014-06-20T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","500.00","48","sqft","10000","Purchased","Jefferson","21755","Frederick","
Jefferson, Maryland 21755
(39.36626880400007, -77.55229678999996)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-10-01T00:00:00.000","2014-10-01T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","3","kW","24121","Purchased","Odenton","21113","Anne Arundel","
Odenton, Maryland 21113
(39.077799543000026, -76.70878783699999)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-14T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-01T00:00:00.000","2014-09-30T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","5.1449999999999996","kW","21609","Purchased","Baltimore","21209","Baltimore","
Baltimore, Maryland 21209
(39.37416802400003, -76.66965671699995)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-02T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-19T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","3.71","kW","19200","Purchased","Dundalk","21222","Baltimore","
Dundalk, Maryland 21222
(39.26548640100003, -76.50503749399996)"
"Residential Clean Energy Grant Program","Solar PV","2014-11-02T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-22T00:00:00.000","2014-09-09T00:00:00.000","Award Complete","2015-01-07T00:00:00.000","1000.00","4.32","kW","16672","Purchased","Gaithersburg","20878","Montgomery","
Gaithersburg, Maryland 20878
(39.11831672000005, -77.23415983199999)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-28T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-06-18T00:00:00.000","2014-09-30T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","10.71","kW","28900","Purchased","Manchester","21102","Carroll","
Manchester, Maryland 21102
(39.68273727900004, -76.86717632199998)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-16T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-09-19T00:00:00.000","2014-09-19T00:00:00.000","Award Complete","2015-01-07T00:00:00.000","1000.00","8.64","kW","29203.20","Purchased","Sparks","21152","Baltimore","
Sparks, Maryland 21152
(39.532339259000025, -76.66060607099996)"
"Residential Clean Energy Grant Program","Geothermal","2014-10-20T00:00:00.000","2014-11-19T00:00:00.000","3000.00","2013-03-29T00:00:00.000","2013-10-28T00:00:00.000","Award Complete","2015-01-07T00:00:00.000","3000.00","8","ton","46900","Purchased","Baltimore","21220","Baltimore","
Baltimore, Maryland 21220
(39.338817059000064, -76.41892817499996)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-28T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-07-05T00:00:00.000","2014-08-28T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","6.12","kW","12640.8","Purchased","Laurel","20707","Prince George's","
Laurel, Maryland 20707
(39.09811678900007, -76.86857975899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-05T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2013-11-18T00:00:00.000","2014-04-24T00:00:00.000","Award Complete","2015-01-07T00:00:00.000","1000.00","2.4300000000000002","kW","12110","Purchased","Baltimore","21218","Baltimore City","
Baltimore, Maryland 21218
(39.32599929300005, -76.60991723699993)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-09T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-06-19T00:00:00.000","2014-06-20T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","2","kW","21042","Purchased","Jefferson","21755","Frederick","
Jefferson, Maryland 21755
(39.36626880400007, -77.55229678999996)"
"Residential Clean Energy Grant Program","Solar PV","2014-09-29T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-04-14T00:00:00.000","2014-04-14T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","2","kW","14621","Purchased","Silver Spring","20906","Montgomery","
Silver Spring, Maryland 20906
(39.08408676600004, -77.06338808099997)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-29T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-10-02T00:00:00.000","2014-10-02T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","2","kW","17321","Purchased","Ellicott City","21043","Howard","
Ellicott City, Maryland 21043
(39.25955981300007, -76.80313963099996)"
"Residential Clean Energy Grant Program","Solar PV","2014-10-27T00:00:00.000","2014-11-19T00:00:00.000","1000.00","2014-08-15T00:00:00.000","2014-08-21T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","1000.00","8.9600000000000009","kW","30500","Purchased","Highland","20777","Howard","
Highland, Maryland 20777
(39.176148743000056, -76.96791961999998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-09-03T00:00:00.000","2014-10-27T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","52000","BTUs/hr","6774.69","Purchased","Belcamp","21017","Harford","
Belcamp, Maryland 21017
(39.47440730000005, -76.24322918699994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-10-20T00:00:00.000","2014-10-20T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","55000","BTUs/hr","5124.82","Purchased","Oxford","21601","Talbot","
Oxford, Maryland 21601
(38.77674714700004, -76.07511657999999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-10-22T00:00:00.000","2014-10-22T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","52000","BTUs/hr","6240.26","Purchased","Thurmont","21788","Frederick","
Thurmont, Maryland 21788
(39.60590889200006, -77.40582665399995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-10-14T00:00:00.000","2014-10-15T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","47300","BTUs/hr","3129","Purchased","Manchester","21102","Carroll","
Manchester, Maryland 21102
(39.68273727900004, -76.86717632199998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-10-30T00:00:00.000","2014-10-30T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","50000","BTUs/hr","4832.35","Purchased","Welcome","20693","Charles","
Welcome, Maryland 20693
(38.48061764200003, -77.09118742599998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-04-25T00:00:00.000","2014-04-25T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","50000","BTUs/hr","1748.41","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-09-25T00:00:00.000","2014-10-21T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","52000","BTUs/hr","5593","Purchased","Monkton","21111","Harford","
Monkton, Maryland 21111
(39.570518822000054, -76.59309771999995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-09-27T00:00:00.000","2014-09-27T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","34000","BTUs/hr","3795","Purchased","Laurel","20707","Prince George's","
Laurel, Maryland 20707
(39.09811678900007, -76.86857975899994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","500.00","2014-10-17T00:00:00.000","2014-10-17T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","500.00","8544","BTUs/hr","5564.29","Purchased","Marbury","20658","Charles","
Marbury, Maryland 20658
(38.562308091000034, -77.15880874599998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","700.00","2014-09-06T00:00:00.000","2014-10-14T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","52000","BTUs/hr","5922.34","Purchased","Great Mills","20634","St. Mary's","
Great Mills, Maryland 20634
(38.264349339000034, -76.49573918199997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-11-03T00:00:00.000","2014-11-14T00:00:00.000","500.00","2014-09-16T00:00:00.000","2014-09-16T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","500.00","60000","BTUs/hr","3100","Purchased","Baltimore","21207","Baltimore City","
Baltimore, Maryland 21207
(39.324526336000076, -76.71670878199996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-04-04T00:00:00.000","2014-11-13T00:00:00.000","700.00","2014-03-19T00:00:00.000","2014-03-19T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","47000","BTUs/hr","1779","Purchased","Forest Hill","21050","Harford","
Forest Hill, Maryland 21050
(39.57348646100007, -76.38543687199996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-29T00:00:00.000","2014-11-13T00:00:00.000","700.00","2014-10-10T00:00:00.000","2014-10-10T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","61000","BTUs/hr","4625.63","Purchased","Taneytown","21787","Frederick","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-05-01T00:00:00.000","2014-11-13T00:00:00.000","700.00","2013-11-12T00:00:00.000","2013-11-12T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","34000","BTUs/hr","2289.29","Purchased","Street","21154","Harford","
Street, Maryland 21154
(39.647768675000066, -76.34853908599996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-31T00:00:00.000","2014-11-12T00:00:00.000","700.00","2014-10-24T00:00:00.000","2014-10-29T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","25100","BTUs/hr","2593.61","Purchased","Thurmont","21788","Frederick","
Thurmont, Maryland 21788
(39.60590889200006, -77.40582665399995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-17T00:00:00.000","2014-11-12T00:00:00.000","700.00","2014-10-02T00:00:00.000","2014-10-02T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","34000","BTUs/hr","3590.4","Purchased","Timonium","21093","Baltimore","
Timonium, Maryland 21093
(39.44221950000008, -76.63706917599995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-30T00:00:00.000","2014-11-12T00:00:00.000","700.00","2014-10-18T00:00:00.000","2014-10-18T00:00:00.000","Award Complete","2014-12-29T00:00:00.000","700.00","52000","BTUs/hr","5512.92","Purchased","Jarrettsville","21084","Harford","
Jarrettsville, Maryland 21084
(39.613677762000066, -76.47504826599999)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-30T00:00:00.000","2014-11-10T00:00:00.000","700.00","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","700.00","50000","BTUs/hr","5587.74","Purchased","Rising Sun","21911","Cecil","
Rising Sun, Maryland 21911
(39.693087082000034, -76.04805588499994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-30T00:00:00.000","2014-11-10T00:00:00.000","700.00","2014-09-29T00:00:00.000","2014-09-29T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","700.00","52000","BTUs/hr","4890.5","Purchased","Perry Hall","21236","Baltimore","
Perry Hall, Maryland 21236
(39.38926691800003, -76.48624968999997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-29T00:00:00.000","2014-11-10T00:00:00.000","500.00","2014-10-10T00:00:00.000","2014-10-10T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","500.00","35279","BTUs/hr","3596.58","Purchased","Leonardtown","20650","St. Mary's","
Leonardtown, Maryland 20650
(38.270236821000026, -76.62544628599994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-31T00:00:00.000","2014-11-10T00:00:00.000","700.00","2014-10-15T00:00:00.000","2014-10-15T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","700.00","47300","BTUs/hr","4848.47","Purchased","Eden","21822","Wicomico","
Eden, Maryland 21822
(38.28311976200007, -75.66054656999995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-10-28T00:00:00.000","2014-11-07T00:00:00.000","500.00","2014-10-16T00:00:00.000","2014-10-16T00:00:00.000","Award Complete","2015-01-02T00:00:00.000","500.00","40000","BTUs/hr","4133.68","Purchased","Church Creek","21622","Dorchester","
Church Creek, Maryland 21622
(38.39495585900005, -76.19157576199996)"
