"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"010-03592","GRU",,,"Facilities Maintenance Coordinator","AWNH","Asian and White Non-Hispanic","M","Male","2011-02-16T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","M","Male","2013-05-22T00:00:00.000","Florida",,"32148","POINT (-81.881786275 29.640504082)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-10-25T00:00:00.000","Florida",,"32621","POINT (-82.610899923 29.444231494)"
"010-04367","GRU",,,"Wastewater Plant Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-10-22T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04552","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2013-04-28T00:00:00.000","Florida",,"32765","POINT (-81.210769695 28.647970131)"
"3453","GG",,,"Temporary Golf-Cart Attendant","WNH","White Alone Non-Hispanic","M","Male","2010-10-05T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","BWNH","Black and White Non-Hispanic","F","Female","2013-03-13T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4615","GG",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","M","Male","2013-05-15T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4502","GG",,,"Park Maintenance Worker III","BNH","Black Alone Non-Hispanic","M","Male","2014-01-13T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","WNH","White Alone Non-Hispanic","M","Male","2013-09-08T00:00:00.000","Iowa",,"52317","POINT (-91.607677001 41.748439794)"
"4433","GG",,,"Intergovermental Affairs Coordinator","BNH","Black Alone Non-Hispanic","F","Female","2012-11-30T00:00:00.000","Florida",,"34711","POINT (-81.742389808 28.533592206)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-08T00:00:00.000","Florida",,"32097","POINT (-81.588146458 30.630483171)"
"3998","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2012-01-31T00:00:00.000","North Carolina",,"28217","POINT (-80.897898884 35.166551597)"
"4307","GG",,,"HR/OD Representative II","ANH","Asian Alone Non-Hispanic","M","Male","2012-09-03T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4137","GG",,,"Temporary Support Staff I - GFR","WNH","White Alone Non-Hispanic","F","Female","2012-04-19T00:00:00.000","Florida",,"32054","POINT (-82.39932857 29.995030461)"
"0","General Application",,,"General Application","OH","Other Hispanic or Latino","M","Male","2011-07-11T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3996","GG",,,"General Services Support Specialist","PND","Prefer Not to Disclose","P","Prefer not to disclose","2011-11-09T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4105","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2012-04-03T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04203","GRU",,,"MANAGING UTILITY ANALYST, PLANNING (ENERGY SUPPLY)","WNH","White Alone Non-Hispanic","M","Male","2012-06-15T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-04885","GRU",,,"Maintenance Mechanic 1","BNH","Black Alone Non-Hispanic","M","Male","2014-01-27T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04552","GRU",,,"Meter Reader","WH","White Alone Hispanic","M","Male","2013-04-30T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3548","GG",,,"Police Officer","WNH","White Alone Non-Hispanic","M","Male","2010-12-29T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4104","GG",,,"Temporary Site Supervisor - Summer Camp","BNH","Black Alone Non-Hispanic","F","Female","2012-04-02T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04651","GRU",,,"Water/Wastewater Instrumentation, Controls and Electrical (ICE) Technician","WNH","White Alone Non-Hispanic","F","Female","2013-06-20T00:00:00.000","Florida",,"34470","POINT (-82.09487838 29.198430188)"
"3655","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-03-12T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-03735","GRU",,,"PRODUCTION TECHNICIAN","PND","Prefer Not to Disclose","M","Male","2012-07-07T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4346","GG",,,"General Services Director","WNH","White Alone Non-Hispanic","M","Male","2013-07-17T00:00:00.000","North Carolina",,"28078","POINT (-80.86288683 35.416723979)"
"3627","GG",,,"Photographic Laboratory Technician","WNH","White Alone Non-Hispanic","F","Female","2011-02-22T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4614","GG",,,"Grants Program Specialist","BNH","Black Alone Non-Hispanic","F","Female","2013-05-05T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04670","GRU",,,"Technical Support Specialist III","BNH","Black Alone Non-Hispanic","M","Male","2013-07-04T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4292","GG",,,"Paralegal","WNH","White Alone Non-Hispanic","M","Male","2012-09-09T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4271","GG",,,"HR/OD Representative","BNH","Black Alone Non-Hispanic","F","Female","2012-07-27T00:00:00.000","Florida",,"34470","POINT (-82.09487838 29.198430188)"
"4024","GG",,,"Marketing Technician","WNH","White Alone Non-Hispanic","M","Male","2011-12-12T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3494","GG",,,"Recreation Supervisor","WNH","White Alone Non-Hispanic","F","Female","2011-04-08T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","BNH","Black Alone Non-Hispanic","M","Male","2012-09-23T00:00:00.000","Florida",,"32208","POINT (-81.683819134 30.393241525)"
"3752","GG",,,"Service Maintenance Temporary - Pro Shop","WNH","White Alone Non-Hispanic","M","Male","2012-02-21T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"010-04791","GRU",,,"Marketing & Communications Specialist, Senior","WNH","White Alone Non-Hispanic","F","Female","2014-04-07T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","F","Female","2011-10-05T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4535","GG",,,"TRANSIT OPERATOR TRAINEE","WNH","White Alone Non-Hispanic","M","Male","2013-03-18T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4187","GG",,,"Temporary Server","WNH","White Alone Non-Hispanic","F","Female","2014-01-08T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"4798","GG",,,"TEMPORARY PROJECT COORDINATOR","WNH","White Alone Non-Hispanic","F","Female","2013-10-22T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4376","GG",,,"Economic Development and Innovation Director","WNH","White Alone Non-Hispanic","M","Male","2012-11-11T00:00:00.000","Georgia",,"30606","POINT (-83.421847404 33.944670876)"
"4071","GG",,,"Temporary Swim Instructor","WH","White Alone Hispanic","F","Female","2012-05-12T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4599","GG",,,"Clerk II","BNH","Black Alone Non-Hispanic","F","Female","2013-04-14T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"04535-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2013-09-11T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-03646","GRU",,,"Customer Service Representative","BNH","Black Alone Non-Hispanic","F","Female","2011-02-24T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4163","GG",,,"Code Enforcement Supervisor","BNH","Black Alone Non-Hispanic","M","Male","2012-06-19T00:00:00.000","Florida",,"34475","POINT (-82.153136213 29.222662284)"
"010-03747","GRU",,,"ENGINEER IV/UTILITY DESIGNER IV","ANH","Asian Alone Non-Hispanic","M","Male","2011-10-10T00:00:00.000","Kansas",,"66216","POINT (-94.738666239 39.011377444)"
"3998","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-01-23T00:00:00.000","Virginia",,"22302","POINT (-77.082879775 38.827309976)"
"3519","GG",,,"Support Specialist","WNH","White Alone Non-Hispanic","M","Male","2010-10-24T00:00:00.000","Florida",,"32054-5308","POINT (-82.520080342 29.954400548)"
"4061","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","F","Female","2012-02-04T00:00:00.000","Florida",,"32308","POINT (-84.238226143 30.473910897)"
"010-04075","GRU",,,"Analyst - Energy Delivery","PND","Prefer Not to Disclose","F","Female","2012-05-08T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3602","GG",,,"Recreation Aide I- Eastside Community Center","BNH","Black Alone Non-Hispanic","M","Male","2011-02-01T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-04929","GRU",,,"Power Plant Instrumentation, Controls and Electrical Technician","WNH","White Alone Non-Hispanic","M","Male","2014-02-25T00:00:00.000","Florida",,"33033","POINT (-80.434199897 25.487382715)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice","BNH","Black Alone Non-Hispanic","F","Female","2014-05-25T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3968","GG",,,"Clerk II - Billing & Collections","WNH","White Alone Non-Hispanic","F","Female","2012-01-09T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-04273","GRU",,,"STAFF ASSISTANT","WNH","White Alone Non-Hispanic","F","Female","2012-07-23T00:00:00.000","Florida",,"34474","POINT (-82.198059225 29.155210418)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-06-28T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"04535A","GG",,,"Transit Operator Trainee","UNK","Unknown","U","Unknown","2014-02-05T00:00:00.000","Florida",,"32602","POINT (-82.36747968 29.661712054)"
"010-04014","GRU",,,"Staff Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-12-23T00:00:00.000","Florida",,"32635","POINT (-82.386536874 29.672982999)"
"03597A","GG",,,"SCHOOL CROSSING GUARD","WH","White Alone Hispanic","F","Female","2012-10-02T00:00:00.000","Federated States of Micronesia",,"32653","POINT (-82.39524861 29.718401341)"
"4498","GG",,,"Parking Operations Attendant II","PND","Prefer Not to Disclose","M","Male","2013-03-03T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"010-04444","GRU",,,"OPERATIONS ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2012-12-17T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3551","GG",,,"Transit Operator Trainee (Temporary)","WNH","White Alone Non-Hispanic","M","Male","2011-01-18T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-03878","GRU",,,"Power Plant Mechanic","WNH","White Alone Non-Hispanic","M","Male","2011-08-16T00:00:00.000","Florida",,"32008","POINT (-82.895458678 29.923281385)"
"03548B","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2010-12-14T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04014","GRU",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-12-28T00:00:00.000","Florida",,"32147","POINT (-81.803419756 29.627781906)"
"3915","GG",,,"Temporary Support Staff I","WNH","White Alone Non-Hispanic","F","Female","2011-09-19T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3603","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","F","Female","2011-02-08T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","WH","White Alone Hispanic","M","Male","2012-09-10T00:00:00.000","Nevada",,"89101","POINT (-115.125918686 36.170808374)"
"03965-A","GG",,,"Temporary Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2012-09-12T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-03647","GRU",,,"Managing Utility Analyst, Planning - GRU","BNH","Black Alone Non-Hispanic","M","Male","2011-04-29T00:00:00.000","Florida",,"33309","POINT (-80.17189626 26.183761092)"
"010-04256","GRU",,,"Customer Accounts Representative","WNH","White Alone Non-Hispanic","F","Female","2012-07-16T00:00:00.000","Florida",,"32024","POINT (-82.715749251 30.098993408)"
"4280","GG",,,"Labor/Employee Relations Specialist","WNH","White Alone Non-Hispanic","F","Female","2012-10-01T00:00:00.000","Michigan",,"48855","POINT (-83.919758965 42.663828173)"
"010-04256","GRU",,,"Customer Accounts Representative","BNH","Black Alone Non-Hispanic","F","Female","2012-07-15T00:00:00.000","Florida",,"32811","POINT (-81.441376517 28.513592146)"
"3655","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","M","Male","2011-03-08T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3519","GG",,,"Support Specialist","IWNH","American Indian, Alaskan Native and White Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4409","GG",,,"Tree Surgeon I","WNH","White Alone Non-Hispanic","M","Male","2012-11-12T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4828","GG",,,"Temporary Records Technician","BNH","Black Alone Non-Hispanic","F","Female","2014-01-05T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2013-11-06T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice","WNH","White Alone Non-Hispanic","M","Male","2014-04-29T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","F","Female","2012-03-06T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03712","GRU",,,"Intern","WNH","White Alone Non-Hispanic","M","Male","2011-04-19T00:00:00.000","Florida",,"32603","POINT (-82.345467882 29.65451238)"
"3468","GG",,,"ENVIRONMENTAL COORDINATOR","WNH","White Alone Non-Hispanic","M","Male","2010-10-06T00:00:00.000","Georgia",,"30257","POINT (-84.195336593 33.141570474)"
"4362","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2012-10-10T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"3456","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","M","Male","2010-10-01T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4437","GG",,,"ENGINEER III/UTILITY DESIGNER III","WNH","White Alone Non-Hispanic","M","Male","2013-01-29T00:00:00.000","Florida",,"32405","POINT (-85.666598906 30.194222893)"
"4807","GG",,,"CRA Project Manager","WNH","White Alone Non-Hispanic","M","Male","2013-11-14T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3483","GG",,,"Maintenance Worker II - Concrete Section","BNH","Black Alone Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"32054","POINT (-82.39932857 29.995030461)"
"010-03878","GRU",,,"Power Plant Mechanic","WNH","White Alone Non-Hispanic","M","Male","2011-08-19T00:00:00.000","Florida",,"32024","POINT (-82.715749251 30.098993408)"
"0110-A","GRU",,,"Temporary Internship (Unpaid)","WH","White Alone Hispanic","M","Male","2013-09-08T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4104","GG",,,"Temporary Site Supervisor - Summer Camp","BNH","Black Alone Non-Hispanic","M","Male","2012-04-13T00:00:00.000","Florida",,"34475","POINT (-82.153136213 29.222662284)"
"04169-A","GG",,,"Staff Specialist - RTS","WNH","White Alone Non-Hispanic","F","Female","2012-06-25T00:00:00.000","Florida",,"32694","POINT (-82.147809237 29.76905107)"
"4540","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2013-03-05T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"3100","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2012-10-20T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3939","GG",,,"Analyst, Senior","PND","Prefer Not to Disclose","P","Prefer not to disclose","2011-12-05T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-04838","GRU",,,"Engineer UT Designer IV","WNH","White Alone Non-Hispanic","M","Male","2013-12-26T00:00:00.000","Michigan",,"48446","POINT (-83.328056116 43.053848901)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-28T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","F","Female","2013-05-22T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"04105-A","GG",,,"Transit Operator Trainee","BNH","Black Alone Non-Hispanic","F","Female","2012-08-29T00:00:00.000","Florida",,"32177","POINT (-81.66458814 29.652192147)"
"3923","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2011-09-11T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04910","GRU",,,"GAS MEASUREMENT TECH","BNH","Black Alone Non-Hispanic","M","Male","2014-03-04T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-04440","GRU",,,"Staff Assistant","WNH","White Alone Non-Hispanic","M","Male","2013-01-02T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"3811","GG",,,"Temporary Professional","WNH","White Alone Non-Hispanic","M","Male","2011-10-27T00:00:00.000","Florida",,"32054","POINT (-82.39932857 29.995030461)"
"4749","GG",,,"Traffic Signal Technician II","WNH","White Alone Non-Hispanic","M","Male","2013-10-28T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"03548B","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2010-12-21T00:00:00.000","California",,"32605","POINT (-82.371229419 29.677832025)"
"4163","GG",,,"Code Enforcement Supervisor","BWNH","Black and White Non-Hispanic","F","Female","2012-06-28T00:00:00.000","Florida",,"34135","POINT (-81.774199594 26.35249069)"
"010-03747","GRU",,,"ENGINEER IV/UTILITY DESIGNER IV","WNH","White Alone Non-Hispanic","M","Male","2011-07-11T00:00:00.000","Texas",,"78711","POINT (-97.738788257 30.27867242)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","F","Female","2013-06-17T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03632","GRU",,,"Account Clerk Senior","WNH","White Alone Non-Hispanic","F","Female","2011-02-02T00:00:00.000","Florida",,"32617","POINT (-82.08691833 29.312291057)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-22T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"010-04791","GRU",,,"Marketing & Communications Specialist, Senior","ANH","Asian Alone Non-Hispanic","F","Female","2014-06-08T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2013-05-09T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3484","GG",,,"Mainteance Worker I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-10-24T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"010-03863","GRU",,,"Executive Assistant, Sr.","WNH","White Alone Non-Hispanic","F","Female","2011-07-25T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-03712","GRU",,,"Intern","IBNH","American Indian, Alaskan Native and Black Non-Hispanic","M","Male","2011-04-18T00:00:00.000","Florida",,"32612","POINT (-82.371668265 29.610232429)"
"010-03571","GRU",,,"STAFF ASSISTANT","WNH","White Alone Non-Hispanic","F","Female","2010-12-27T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04009","GRU",,,"Customer Service Support Specialist - GRUCom","PND","Prefer Not to Disclose","F","Female","2012-01-20T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04770","GRU",,,"Temporary Professional Customer Service Representative","BNH","Black Alone Non-Hispanic","F","Female","2014-01-14T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4148","GG",,,"POLICE SERVICE TECHNICIAN I","BNH","Black Alone Non-Hispanic","M","Male","2013-03-11T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"3637","GG",,,"Temporary Pool Attendant","WH","White Alone Hispanic","M","Male","2011-06-17T00:00:00.000","Florida",,"33328","POINT (-80.271535927 26.067984075)"
"4061","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","F","Female","2012-02-02T00:00:00.000","Missouri",,"64118","POINT (-94.573369195 39.214267476)"
"010-03864","GRU",,,"Technical Support Specialist, Sr.","WNH","White Alone Non-Hispanic","M","Male","2011-07-27T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"010-03969","GRU",,,"PRODUCTION TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2012-10-25T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-12-12T00:00:00.000","Florida",,"34431","POINT (-82.501527444 29.139312043)"
"010-04045","GRU",,,"Senior Buyer","WNH","White Alone Non-Hispanic","M","Male","2012-02-07T00:00:00.000","Illinois",,"62301","POINT (-91.389627245 39.930528598)"
"010-03932","GRU",,,"Dispatcher","BNH","Black Alone Non-Hispanic","F","Female","2011-10-14T00:00:00.000","Florida",,"33054","POINT (-80.249015763 25.908843904)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","M","Male","2011-12-20T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-04014","GRU",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-12-23T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"4750","GG",,,"Accounting Clerk 1 Fleet Management","WNH","White Alone Non-Hispanic","M","Male","2013-09-24T00:00:00.000","Florida",,"32605-6236","POINT (-82.356280339 29.699710221)"
"3752","GG",,,"Service Maintenance Temporary - Pro Shop","WNH","White Alone Non-Hispanic","F","Female","2013-05-23T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4540","GG",,,"Staff Specialist","PND","Prefer Not to Disclose","F","Female","2013-03-04T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"3964","GG",,,"Temporary Technical- Recreation Aide I","BNH","Black Alone Non-Hispanic","M","Male","2011-12-28T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-03726","GRU",,,"Lead Gas Worker","WNH","White Alone Non-Hispanic","M","Male","2011-05-29T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"03597A","GG",,,"SCHOOL CROSSING GUARD","BNH","Black Alone Non-Hispanic","F","Female","2013-05-23T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4795","GG",,,"Clerk II","BNH","Black Alone Non-Hispanic","F","Female","2013-12-16T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4028","GG",,,"HR/OD Specialist","PND","Prefer Not to Disclose","F","Female","2011-12-09T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"3909","GG",,,"Programs Coordinator","WNH","White Alone Non-Hispanic","F","Female","2011-08-17T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4061","GG",,,"Program Coordinator","AWNH","Asian and White Non-Hispanic","M","Male","2012-02-26T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-03949","GRU",,,"Technical Support Specialist III","WNH","White Alone Non-Hispanic","M","Male","2011-11-16T00:00:00.000","Florida",,"32693","POINT (-82.81416797 29.612830742)"
"4498","GG",,,"Parking Operations Attendant II","BNH","Black Alone Non-Hispanic","F","Female","2013-06-02T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"010-03437","GRU",,,"ENERGY SERVICES SUPERVISOR","WNH","White Alone Non-Hispanic","M","Male","2010-10-18T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"4149","GG",,,"Temporary Professional - Program Coordinator","IWNH","American Indian, Alaskan Native and White Non-Hispanic","M","Male","2012-05-03T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2013-05-15T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3787","GG",,,"INTERVENTION SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2012-12-10T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"5022","GG",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2014-05-12T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3627","GG",,,"Photographic Laboratory Technician","WNH","White Alone Non-Hispanic","M","Male","2011-02-24T00:00:00.000","Florida",,"32147","POINT (-81.803419756 29.627781906)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","F","Female","2013-01-02T00:00:00.000","Florida",,"32658","POINT (-82.404998802 29.843003064)"
"4184","GG",,,"Permit and Development Coordinator","BNH","Black Alone Non-Hispanic","M","Male","2012-12-26T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04674","GRU",,,"Staff Specialist","BNH","Black Alone Non-Hispanic","F","Female","2013-07-05T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"4292","GG",,,"Paralegal","BNH","Black Alone Non-Hispanic","M","Male","2012-08-27T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-04387","GRU",,,"WATER RECLAMATION LABORATORY TECHNICIAN","WNH","White Alone Non-Hispanic","M","Male","2012-10-28T00:00:00.000","Wisconsin",,"54302","POINT (-87.977468356 44.50235642)"
"010-03561","GRU",,,"Compliance Officer","WNH","White Alone Non-Hispanic","F","Female","2011-01-01T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4303","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","F","Female","2012-09-23T00:00:00.000","Tennessee",,"38107","POINT (-90.020715882 35.165821637)"
"4198","GG",,,"TEL SERVE OPERATOR","OH","Other Hispanic or Latino","F","Female","2012-06-16T00:00:00.000","Florida",,"34432","POINT (-82.365059512 29.067041567)"
