"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ovarian cyst at least once, FY13","X18.44","3147.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Polycystic ovaries","X18.44","2691.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Benign Gynecologic Neoplasms - Other","X18.44","976.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Prolapse of female genital organs","X18.44","543.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Female Reproductive Organ Disorders - Other","X18.44","16535.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Sexual Dysfunction","X18.44","29284.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Contraceptive Care Management","X18.44","28411.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Infertility","X18.44","3258.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Menopausal disorders","X18.44","2803.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Miscarriage","X18.44","875.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Ectopic pregnancy","X18.44","347.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy or Delivery - Normal","X18.44","8959.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy with Obstetrical Complications or Prolonged","X18.44","6689.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by DM","X18.44","692.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy complicated by HTN","X18.44","650.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","REPRODUCTIVE HEALTH","Pregnancy Complicated by Other Medical Conditions","X18.44","2915.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","PerBreast Conditions/Benign or Unknown","X18.44","9396.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","BREAST","Breast conditions abnormal radiologic findings","X18.44","752.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","PerCancer - Cervical","X18.44","310.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Uterine","X18.44","54.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Ovarian","X18.44","104.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Female Reproductive - Other","X18.44","33.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Cervical","X18.44","500.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Female Reproductive - Other","X18.44","37.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Breast","X18.44","583.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Breast, Ductal or Lobular","X18.44","62.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Lymphomas","X18.44","1153.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Leukemias","X18.44","422.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Multiple myeloma","X18.44","65.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Brain/Nervous System","X18.44","477.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Head and Neck","X18.44","411.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Thyroid","X18.44","808.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Bronchopulmonary","X18.44","149.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Esophagus","X18.44","30.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Gastric","X18.44","43.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Colorectal","X18.44","471.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Anal","X18.44","22.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Hepatobiliary","X18.44","58.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Pancreatic","X18.44","57.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Renal","X18.44","354.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Bladder","X18.44","149.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Prostate","X18.44","203.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Testicular","X18.44","1016.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Bone/Connective Tissue","X18.44","304.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Melanoma","X18.44","1040.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Carcinoma in Situ - Other","X18.44","60.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CANCER","Cancer - Other and Unspecified Primary","X18.44","1756.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","HEMATOLOGIC/IMMUNOLOGIC","Anemia","X18.44","20707.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","HEMATOLOGIC/IMMUNOLOGIC","Thrombocytopenia","X18.44","2697.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","HEMATOLOGIC/IMMUNOLOGIC","Coagulation and hemorrhagic disorders","X18.44","2418.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","HEMATOLOGIC/IMMUNOLOGIC","Hematologic/Immunologic Conditions - Other","X18.44","9021.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Connective Tissue Disease","X18.44","2659.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Rheumatoid Arthritis and Related Disease","X18.44","2091.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Inflammatory Spondyloarthropathies","X18.44","3609.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Polymyalgia Rheumatica","X18.44","31.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Vasculitis","X18.44","174.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Gout/Crystal Arthropathies","X18.44","7799.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Spine Disorders - Cervical","X18.44","59015.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Spine Disorders - Lumbosacral","X18.44","206260.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Spine Disorders - Other/Unspecified","X18.44","88031.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Joint Disorders - Upper Extremity","X18.44","102795.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Joint Disorders - Lower Extremity","X18.44","186740.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Joint Disorders - Unspecified or Multiple Joints","X18.44","82392.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Foot deformities","X18.44","22125.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Fracture - hip","X18.44","417.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Fracture - Other","X18.44","21159.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Osteomyelitis/Infectious Arthritis","X18.44","1110.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Amputation","X18.44","2367.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Myasthenia Gravis/Myoneuronal Disorders","X18.44","221.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Myalgia/Myositis, unspecified","X18.44","19071.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MUSCULOSKELETAL","Musculoskeletal conditions - Other","X18.44","69268.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Multiple sclerosis","X18.44","2736.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Epilepsy- convulsions","X18.44","12083.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Parkinsons disease","X18.44","161.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Intracranial Hemorrhage","X18.44","477.0"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","TBI","X18.44","45205.0"
