"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"801803","T006370","DESIGN: Site Infrastructure, Civil Engineering & Surveying Services - MJ Engineering - Master Term Agreement","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-09-14T00:00:00.000","2026-10-19T00:00:00.000","5000000.00","0.00","0.00","5000000.00","29","N","6","M.J. Engineering and Land Surveying, P.C.","1533 Crescent Road",,"Clifton Park","NY","12065","USA","POINT (-73.771888 42.819305)"
"24X303","T005995","DESIGN: Renovation and Addition to Home Economic Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-11-02T00:00:00.000","2017-11-06T00:00:00.000","622051.01","26353.89","622051.01","0.00","37","N","7","Mesick Cohen Wilson Baker Architects, LLP","388 Broadway",,"Albany","NY","12207","USA","POINT (-73.750434 42.64774)"
"141040","T006627","DESIGN: Renovate Interventional  Areas/ Bi Plane","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-03-08T00:00:00.000","2024-06-17T00:00:00.000","287215.24","0.00","0.00","287215.24","0","N","0","Jacobs Project Management Co.","500 7th Avenue","17th Floor","New York","NY","10018","USA","POINT (-73.989053 40.753144)"
"26X301","T006073","CONSTR: Rehabilitate Conklin Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-04-22T00:00:00.000","2019-09-30T00:00:00.000","10716166.00","0.00","10716166.00","0.00","13","N","0","Stalco Construction Inc.","1316 Motor Parkway",,"Islandia","NY","11749","USA","POINT (-73.194062 40.806518)"
"07XA12","T005580","CONSTR: Site Utility Upgrades - Elect Var Bldgs Distrubution System","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-10-02T00:00:00.000","2011-12-15T00:00:00.000","3636034.00","0.00","3636034.00","0.00","8","N","0","The Chappy Corporation","90 Spencer Ave",,"Chelsea","MA","2150","USA","POINT (-71.024964 42.39707)"
"05X267","T006495","CONSTR: Houghton Hall 1st and 2nd Floor Fitout","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-04-03T00:00:00.000","2022-08-16T00:00:00.000","16816968.00","0.00","16455458.00","361510.00","0","N","0","Savarino Companies LLC","500 Seneca Street",,"Buffalo","NY","14204","USA","POINT (-78.85724 42.877333)"
"41X056","T006180","CONSTR: Rehab Building Systems Mech Ph 1","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-09-29T00:00:00.000","2019-05-06T00:00:00.000","5455365.00","0.00","5455365.00","0.00","10","N","1","C.D.E. Air Conditioning Company, Inc.","321 39th Street",,"Brooklyn","NY","11232","USA","POINT (-74.007641 40.653512)"
"29X409","T006504","CONSTR: HVAC Renovations - Dance Building Air Handlers/Rehab Ducts","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-05-14T00:00:00.000","2022-12-20T00:00:00.000","7919946.00","0.00","7796938.00","123008.00","5","N","2","B&B Contracting Group LLC","247 W. 35 Street","Suite 100","New York","NY","10001","USA","POINT (-73.991872 40.752402)"
"35X108","T005393","CONSTR: Abate Asbestos/Modify HVAC - 2nd Floor Harder Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-09T00:00:00.000","2010-12-01T00:00:00.000","1058159.00","0.00","1058159.00","0.00","2","N","0","John W. Danforth Co.","930 Old Dutch Road",,"Victor","NY","14564","USA","POINT (-77.482032 43.001202)"
"28X354","T005399","CONSTR: South Campus Site and Storm Drainage Improvements Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-23T00:00:00.000","2010-10-01T00:00:00.000","3864894.00","4425.00","3864894.00","0.00","9","N","0","Concrete Applied Technlgs Corp. /dba/ CATCO","1266 Town Line Road",,"Alden","NY","14004","USA","POINT (-78.578319 42.924983)"
"061070","T006723","DESIGN: Reconstruct Underground Electrical & Data Distribution Systems, North Campus","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-02-02T00:00:00.000","2027-03-21T00:00:00.000","2257000.00","0.00","0.00","2257000.00","14","N","4","RMF Engineering, Inc., P.C.","1A Pine West Plaza",,"Albany","NY","12205","USA","POINT (-73.864588 42.710592)"
"12X339","T005612","DESIGN: Commissioning  - Upgr HVAC/Labs Stowell","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-06-15T00:00:00.000","2017-04-13T00:00:00.000","41499.31","22209.95","41499.31","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"02X395","T005356","DESIGN: Replace Roofs - Various Buildings Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-26T00:00:00.000","2015-05-29T00:00:00.000","410582.27","156901.40","410582.27","0.00","0","N","0","Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery","215 Wyoming Street","Syracuse","NY","13204","USA",
"151036","T006454","DESIGN: Construct  Health and Wellness Center","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-01-30T00:00:00.000","2025-07-15T00:00:00.000","922287.96","0.00","593634.50","328653.46","0","N","0","Wendel WD Arch, Engr, Surv. & Land Architecture","Centerpointe Corporate Pk","375 Essjay Road, Ste 200","Williamsville","NY","14221","USA",
"07XA52","T005349","DESIGN: Rehab Fine Arts - HVAC","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-02-09T00:00:00.000","2017-04-18T00:00:00.000","136435.44","12700.27","136435.44","0.00","0","N","0","M/E Engineering, P.C.","300 Trolley Boulevard",,"Rochester","NY","14606","USA","POINT (-77.681891 43.171416)"
"14X492","T005446","CONSTR: Rehabilitate HVAC & Waterproof Animal Laboratories","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-11-03T00:00:00.000","2015-06-30T00:00:00.000","23411609.00","6192403.00","23411609.00","0.00","5","N","0","H. M. Hughes Co., Inc.","323 East 65th Street",,"New York","NY","10065","USA","POINT (-73.960593 40.76393)"
"08X416","T005338","CONSTR: Replace High Temperature Hot Water Lines","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-01-07T00:00:00.000","2014-01-16T00:00:00.000","5296407.00","0.00","5296407.00","0.00","5","N","1","Northern Construction Service","Unit 11","775 Pleasant Street","Weymouth","MA","2189","USA",
"09X382","T005939","CONSTR: Rplace Windows - Schumacher & Central Heating Plant","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-02-27T00:00:00.000","2014-01-31T00:00:00.000","896401.00","823498.00","896401.00","0.00","5","N","0","Window Specialist, Inc.","188 Erie Street",,"Lancaster","NY","14086","USA","POINT (-78.660204 42.905747)"
"30XA81","T006140","CONSTR: ADA Improvements - Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-03-20T00:00:00.000","2017-10-26T00:00:00.000","1426535.00","0.00","1426535.00","0.00","5","N","0","Transit Construction Services Corp.","3181 Transit Road",,"Elma","NY","14059","USA","POINT (-78.696938 42.854575)"
"12X373","T006192","CONSTR: Restore Exterior Envelope - Kellas  and Thatcher Halls","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-11-02T00:00:00.000","2018-03-30T00:00:00.000","750898.00","0.00","750898.00","0.00","5","N","0","Continental Construction, LLC","PO Box 358","2125 State Hwy 812","Gouverneur","NY","13642","USA",
"40X004","D005078","CONSTR: Reconstruct 2 Union Avenue","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-10-14T00:00:00.000","2010-12-31T00:00:00.000","10256470.00","0.00","10256470.00","0.00","7","N","0","Zandri Construction Corp.","98 Niver St. P.O. Box 190",,"Cohoes","NY","12047","USA","POINT (-73.697725 42.759227)"
"36X113","T006126","CONSTR: Site Improvements - Phase 3B","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-01-20T00:00:00.000","2016-11-05T00:00:00.000","1025649.00","0.00","1025649.00","0.00","6","N","1","Bunkoff General Contractors, Inc.","790 Watervliet Shaker Rd.",,"Latham","NY","12110","USA","POINT (-73.79674 42.739147)"
"25X219","D005027","CONSTR: Alteration To Heating Plant And Replacement Of Steam Distribution System","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2005-06-29T00:00:00.000","2010-12-31T00:00:00.000","3660512.00","0.00","3660512.00","0.00","3","N","0","E.W. Tompkins Co., Inc.","124-126 Sheridan Avenue",,"Albany","NY","12210","USA","POINT (-73.755561 42.655633)"
"221001","T006104","DESIGN: Install Satellite Boilers Ph 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-05-14T00:00:00.000","2023-07-25T00:00:00.000","264160.92","0.00","264160.92","0.00","0","N","0","M/E Engineering, P.C.","300 Trolley Boulevard",,"Rochester","NY","14606","USA","POINT (-77.681891 43.171416)"
"021031","T006356","DESIGN: Renovate Tuttle Complex","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2018-12-19T00:00:00.000","2027-02-06T00:00:00.000","146936.06","0.00","146936.06","0.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"36X087","T004925","DESIGN: Window Replacement - State University Plaza","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-06-07T00:00:00.000","2012-02-28T00:00:00.000","249113.02","645.31","249113.02","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"09X308","T005612","DESIGN: Commissioning Services - Rehab Fitzelle Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-06-29T00:00:00.000","2017-04-13T00:00:00.000","117019.73","9739.87","117019.73","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"09X354","T005809","CONSTR: Rehab Showers/Locker Rooms/ADA Modifications, - Chase PE Building","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-03-15T00:00:00.000","2012-09-30T00:00:00.000","1250008.00","0.00","1250008.00","0.00","10","N","0","Bast Hatfield Construction LLC","1399 Vischers Ferry Road",,"Clifton Park","NY","12065","USA","POINT (-73.73745 42.822924)"
"17X090","T005284","DESIGN: Commissioning Services - North Martha Van Rensselaer Rpl W/ Parking Structure","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-07-17T00:00:00.000","2014-01-08T00:00:00.000","395630.29","72477.54","395630.29","0.00","5","N","1","Horizon Engineering Associates, LLP","800 Veterans Memorial","Highway, Suite 310","Hauppauge","NY","11788","USA","POINT (-73.206075 40.821625)"
"301014","T006104","DESIGN: Replace Electrical Service and Emergency Power Equipment - Cooke and Hochstetter","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2016-05-18T00:00:00.000","2023-07-25T00:00:00.000","413186.59","0.00","413186.59","0.00","0","N","0","M/E Engineering, P.C.","Suite 320","60 Lakefront Boulevard","Buffalo","NY","14202","USA",
"031062","T006575","DESIGN: Upgrade Mechanical Systems - Butler Library","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-08-27T00:00:00.000","2023-09-15T00:00:00.000","1027000.00","0.00","274813.07","752186.93","0","N","0","Architectural Resources, P.C.","505 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.872075 42.900014)"
"03X426","T005831","DESIGN: Renovate Buckham Hall Phase2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-03-16T00:00:00.000","2017-07-21T00:00:00.000","481568.35","152860.14","481568.35","0.00","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"411016","T006361","DESIGN: Rehab 14th Floor to Enable 7th Floor Rehab","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-09-26T00:00:00.000","2025-09-27T00:00:00.000","324000.00","0.00","131543.73","192456.27","0","N","0","MDSZERBATY ASSOCIATES ARCHITECTURE LLC","307 Seventh Avenue","Suite 1501","New York","NY","10001","USA","POINT (-73.993536 40.746986)"
"13XD12","T005607","DESIGN: New Computer Science Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-01-05T00:00:00.000","2016-08-31T00:00:00.000","2673904.94","165747.35","2673904.94","0.00","41","N","0","Mitchell/Giurgola Architects, LLP","Film Center Bldg, Ste 711","630 Ninth Avenue","New York","NY","10036","USA",
"241045","T006578","DESIGN: Renovate Warehouse and PM Shop and Replace Pole Barn","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-08-04T00:00:00.000","2023-09-14T00:00:00.000","381900.00","0.00","100082.76","281817.24","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"351009","T006582","DESIGN: Replace Roofs Scholes, Hall of Glass, Garage, Support Services, & Binns-Merrill","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-02-24T00:00:00.000","2023-09-14T00:00:00.000","415000.00","0.00","48793.97","366206.03","0","Y","0","Foit-Albert Associates, Arch, Engring & Survey,PC","295 Main Street","Suite 200","Buffalo","NY","14203","USA","POINT (-78.875506 42.882195)"
"22X244","T006043","CONSTR: Pioneer Center Satellite Boiler Install","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-12-11T00:00:00.000","2015-11-19T00:00:00.000","410020.00","0.00","410020.00","0.00","7","N","0","Frey & Campbell, Inc.","87 Lake Street","P.O. Box 219","Hammondsport","NY","14840","USA","POINT (-77.219167 42.40922)"
"291036","T006493","DESIGN: Rehabilitate Administration Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-04-01T00:00:00.000","2024-04-15T00:00:00.000","1371000.00","0.00","536990.53","834009.47","24","N","5","Kliment Halsband Architects, LLP","20th Floor","322 Eighth Avenue","New York","NY","10001","USA",
"25X292","T005766","CONSTR: Masonry & Mechanical Improvements - Kunsela Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-01-20T00:00:00.000","2012-11-01T00:00:00.000","2714330.00","281462.00","2714330.00","0.00","6","N","0","LeChase Construction Services, LLC","205 Indigo Creek Drive",,"Rochester","NY","14626","USA","POINT (-77.692163 43.184897)"
"12X360","T006083","CONSTR: Replace Roof Crumb Library","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-07-23T00:00:00.000","2016-01-21T00:00:00.000","378260.00","0.00","378260.00","0.00","4","Y","2","PTL Contracting Corp.","27840 County Road 193",,"Theresa","NY","13691","USA",
"21X813","T005533","DESIGN: Facilities Master Plan - Maritime College","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-07-16T00:00:00.000","2011-01-10T00:00:00.000","565671.88","0.00","565671.88","0.00","12","N","1","Perkins Eastman Architects, P.C.","115 Fifth Avenue - 3rd Fl",,"New York","NY","10003","USA","POINT (-73.9915 40.738916)"
"221021","T006357","DESIGN: Student Leadership Center - Remaining Construction","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-12-20T00:00:00.000","2025-12-23T00:00:00.000","190342.00","0.00","117876.41","72465.59","0","N","0","Kideney Architects, P.C.","143 Genesee Street",,"Buffalo","NY","14203","USA","POINT (-78.869031 42.890071)"
"04X336","T005437","DESIGN: Dowd Renovations - Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-01-21T00:00:00.000","2015-07-31T00:00:00.000","2098501.12","365447.00","2098501.12","0.00","15","N","2","Sacco + McKinney, Pc","11 British American Blvd.",,"Latham","NY","12110","USA","POINT (-73.817591 42.759182)"
