"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0001811","Woodbourne Nursery","Huntington (T)","Suffolk","1","Agricultural","Groundwater","2011","0.84","1.01","40.76519446","-73.39635796","POINT (-73.39635796 40.76519446)"
"WWR0001236","Pocantico Water District","Mount Pleasant (T)","Westchester","3","Public Water Supply","Surface Water; Purchase","2017","0.17","0.25","41.09994556","-73.77593839","POINT (-73.77593839 41.09994556)"
"WWR0000035","Allegany State Park - Long Point","Ellery (T)","Chautauqua","9","Institutional","Groundwater","2020","0.01","0.05","42.18141293","-79.4035472","POINT (-79.4035472 42.18141293)"
"WWR0000492","NYS OGS Empire State Plaza","Albany (C)","Albany","4","Industrial","Surface Water","2013","19.6","65.99","42.65004188","-73.76002268","POINT (-73.76002268 42.65004188)"
"WWR0000941","Machias, Tn","Machias (T)","Cattaraugus","9","Public Water Supply","Groundwater","2016","0.16",,"42.4189598","-78.49514244","POINT (-78.49514244 42.4189598)"
"WWR0001032","Moravia, Vg","Moravia (T)","Cayuga","7","Public Water Supply","Groundwater","2010","0.45","0.48","42.71284686","-76.42268447","POINT (-76.42268447 42.71284686)"
"WWR0000262","Cha-liz Farm","Chazy (T)","Clinton","5","Agricultural","Groundwater","2017","0.11","0.11","44.82716427","-73.4722977","POINT (-73.4722977 44.82716427)"
"WWR0000130","Binghamton, City","Binghamton (C)","Broome","7","Public Water Supply","Groundwater; Surface Water","2011","6.5",,"42.09663807","-75.91157138","POINT (-75.91157138 42.09663807)"
"WWR0001286","Reeves Farms","Lysander (T)","Onondaga","7","Agricultural","Groundwater; Surface Water","2013","0.11","1","43.18546258","-76.42782963","POINT (-76.42782963 43.18546258)"
"WWR0000465","RED - Eastman Business Park","Greece (T)","Monroe","8","Industrial","Surface Water","2014","11.33","14.08","43.27372953","-77.64148043","POINT (-77.64148043 43.27372953)"
"WWR0000014","Somerset Operating Company","Somerset (T)","Niagara","9","Power - Fossil Fuel","Surface Water","2015","149","274","43.35596747","-78.60251045","POINT (-78.60251045 43.35596747)"
"WWR0001298","Richmond County Country Club","Richmond (T)","Richmond","2","Recreational - Golf Course","Groundwater; Surface Water","2020","0.07","0.31","40.58919558","-74.11256155","POINT (-74.11256155 40.58919558)"
"WWR0000660","Hafner, LLC","Lysander (T)","Onondaga","7","Agricultural","Surface Water","2014","0.04","0.04","43.16423759","-76.37948323","POINT (-76.37948323 43.16423759)"
"WWR0001288","Remington Arms Co","German Flatts (T)","Herkimer","6","Industrial","Groundwater","2010","0.77","0.94","43.01331481","-75.03448437","POINT (-75.03448437 43.01331481)"
"WWR0000626","Graymont Materials - Saranac Lake Quarry","St Armand (T)","Essex","5","Mine Dewatering","Surface Water","2015","0.52","1.2","44.36214944","-74.10816426","POINT (-74.10816426 44.36214944)"
"WWR0001811","Woodbourne Nursery","Huntington (T)","Suffolk","1","Agricultural","Groundwater","2017","0.34",,"40.76519446","-73.39635796","POINT (-73.39635796 40.76519446)"
"WWR0001236","Pocantico Water District","Mount Pleasant (T)","Westchester","3","Public Water Supply","Surface Water; Purchase","2019","0.15","0.29","41.09994556","-73.77593839","POINT (-73.77593839 41.09994556)"
"WWR0000276","Chenango Valley State Park Golf Course","Fenton (T)","Broome","7","Recreational - Golf Course","Surface Water","2015","0.03","0.65","42.2103618","-75.83328505","POINT (-75.83328505 42.2103618)"
"WWR0001424","Sherburne, Vg","Sherburne (T)","Chenango","7","Public Water Supply","Groundwater","2009","0.19","0.72","42.6784715","-75.50035504","POINT (-75.50035504 42.6784715)"
"WWR0000174","Brooklyn Navy Yard","Kings (T)","Kings","2","Power - Fossil Fuel","Surface Water; Purchase","2010","50.65","75.53","40.70444352","-73.97049969","POINT (-73.97049969 40.70444352)"
"WWR0000110","Bedford Golf and Tennis Club","Bedford (T)","Westchester","3","Recreational - Golf Course","Groundwater","2018","0.03","0.47","41.21093055","-73.65259879","POINT (-73.65259879 41.21093055)"
"WWR0001041","Morton Salt, Inc","Gainesville (T)","Wyoming","9","Industrial","Surface Water; Purchase","2013","3.22","7.45","42.65774473","-78.08059146","POINT (-78.08059146 42.65774473)"
"WWR0001055","Mountaindale Water District","Fallsburg (T)","Sullivan","3","Public Water Supply","Groundwater","2021","0.06","0.15","41.71606333","-74.61637415","POINT (-74.61637415 41.71606333)"
"WWR0001168","Palatine Bridge, Vg","Palatine (T)","Montgomery","4","Public Water Supply","Groundwater","2017","0.08","0.13","42.91099437","-74.57159645","POINT (-74.57159645 42.91099437)"
"WWR0000108","Bedford Consolidated Improvement District #1","Bedford (T)","Westchester","3","Public Water Supply","Groundwater","2019","0.95","1.57","41.24047383","-73.69946334","POINT (-73.69946334 41.24047383)"
"WWR0000219","Canton, Vg","Pierrepont (T)","St. Lawrence","6","Public Water Supply","Groundwater","2019","0.51","0.69","44.59527118","-75.17109078","POINT (-75.17109078 44.59527118)"
"WWR0000220","Cape Vincent, Vg","Cape Vincent (T)","Jefferson","6","Public Water Supply","Surface Water","2017","0.45","1.04","44.12678295","-76.33659508","POINT (-76.33659508 44.12678295)"
"WWR0000785","Indeck - Silver Springs Energy Center","Gainesville (T)","Wyoming","9","Power - Fossil Fuel","Groundwater","2011","0.01","0.18","42.65447356","-78.07767286","POINT (-78.07767286 42.65447356)"
"WWR0000442","Dry Hill Ski Area","Watertown (T)","Jefferson","6","Recreational - Snow Making","Surface Water","2013","0.01","0.72","43.93120364","-75.90170721","POINT (-75.90170721 43.93120364)"
"WWR0000292","Clayville, Vg","Paris (T)","Oneida","6","Public Water Supply","Groundwater","2021","0.03","0.05","42.98394696","-75.25208223","POINT (-75.25208223 42.98394696)"
"WWR0001739","Woods Valley Ski Area","Western (T)","Oneida","6","Recreational - Snow Making","Groundwater","2013","0.14","1.08","43.30168246","-75.38232947","POINT (-75.38232947 43.30168246)"
"WWR0000430","Dolomite Products - Ogden Quarry","Ogden (T)","Monroe","8","Mine Dewatering","Groundwater","2013","1.54",,"43.16264626","-77.79593798","POINT (-77.79593798 43.16264626)"
"WWR0001411","Seneca Lake Country Club","Geneva (T)","Ontario","8","Recreational - Golf Course","Groundwater","2013","0.03",,"42.82219358","-76.97979905","POINT (-76.97979905 42.82219358)"
"WWR0000989","Middleburg,Vg","Middleburg (T)","Schoharie","4","Public Water Supply","Groundwater","2015","0.24","0.36","42.59812965","-74.33451496","POINT (-74.33451496 42.59812965)"
"WWR0001780","Novelis Corporation","Scriba (T)","Oswego","7","Industrial","Surface Water","2021","1.53","2.1","43.49064755","-76.45503512","POINT (-76.45503512 43.49064755)"
"WWR0001574","Truncali Farms","Marlborough (T)","Ulster","3","Agricultural","Groundwater; Surface Water","2014","0","0","41.58826679","-73.99020994","POINT (-73.99020994 41.58826679)"
"WWR0000321","Colton Water District","Colton (T)","St. Lawrence","6","Public Water Supply","Groundwater","2019","0.04","0.17","44.55348456","-74.93830863","POINT (-74.93830863 44.55348456)"
"WWR0000976","McGregor Links Country Club","Wilton (T)","Saratoga","5","Recreational - Golf Course","Surface Water","2015","0.1","0.15","43.13362679","-73.7510826","POINT (-73.7510826 43.13362679)"
"WWR0001478","Star Growers Farm LLC","Elba (T)","Genesee","8","Agricultural","Groundwater; Surface Water","2020","0","0.01","43.04876299","-78.11628749","POINT (-78.11628749 43.04876299)"
"WWR0000070","Arrowhead Golf Club","Cicero (T)","Onondaga","7","Recreational - Golf Course","Surface Water","2009","0.01","0.02","43.12328512","-76.02758208","POINT (-76.02758208 43.12328512)"
"WWR0000387","Cuba, Vg","Cuba (T)","Allegany","9","Public Water Supply","Groundwater","2021","0.22","0.44","42.21744657","-78.27507689","POINT (-78.27507689 42.21744657)"
"WWR0000580","Gernatt - Chaffee","Sardinia (T)","Erie","9","Mine Dewatering","Surface Water","2011","1.5","4.54","42.55562317","-78.48883505","POINT (-78.48883505 42.55562317)"
"WWR0000431","Dolomite Products - Penfield Quarry","Penfield (T)","Monroe","8","Mine Dewatering","Groundwater","2014","1.48",,"43.14728896","-77.4812889","POINT (-77.4812889 43.14728896)"
"WWR0001646","Waterville, Vg","Sangerfield (T)","Oneida","6","Public Water Supply","Groundwater","2019","0.25","0.4","42.9301951","-75.37671488","POINT (-75.37671488 42.9301951)"
"WWR0001001","Millbrook Golf & Tennis Club","Washington (T)","Dutchess","3","Recreational - Golf Course","Groundwater; Surface Water; Purchase","2017","0.01","0.12","41.77471028","-73.69187865","POINT (-73.69187865 41.77471028)"
"WWR0001604","Van Schaick Island Country Club","Cohoes (C)","Albany","4","Recreational - Golf Course","Surface Water","2014","0.01","0.02","42.76543224","-73.68926783","POINT (-73.68926783 42.76543224)"
"WWR0001104","Niskayuna Consolidated Water District","Niskayuna (T)","Schenectady","4","Public Water Supply","Groundwater","2011","1.4","1.7","42.79788013","-73.84500947","POINT (-73.84500947 42.79788013)"
"WWR0000225","Carmel Water District #2","Carmel (T)","Putnam","3","Public Water Supply","Surface Water","2015","0.82","1.3","41.42171236","-73.67579733","POINT (-73.67579733 41.42171236)"
"WWR0001090","Newark Valley, Vg","Newark Valley (T)","Tioga","7","Public Water Supply","Groundwater","2021","0.05","0.18","42.22310344","-76.18381444","POINT (-76.18381444 42.22310344)"
"WWR0001837","Golf Club at Mansion Ridge","Monroe (T)","Orange","3","Recreational - Golf Course","Groundwater; Surface Water","2019","0.09","0.27","41.30033634","-74.18434435","POINT (-74.18434435 41.30033634)"
"WWR0000011","NYSDEC Adirondack Hatchery","Santa Clara (T)","Franklin","5","Other","Groundwater; Surface Water","2016","3.15","3.6","44.35455941","-74.28467625","POINT (-74.28467625 44.35455941)"
"WWR0000223","Cargill Salt - Watkins Glen","Dix (T)","Schuyler","8","Industrial","Groundwater; Surface Water","2021","11.01","12.95","42.38380509","-76.86621977","POINT (-76.86621977 42.38380509)"
"WWR0000917","Little Valley, Vg","Little Valley (T)","Cattaraugus","9","Public Water Supply","Groundwater","2021","0.24","0.34","42.24933651","-78.79873278","POINT (-78.79873278 42.24933651)"
"WWR0000288","Cincinnatus, Tn","Cincinnatus (T)","Cortland","7","Public Water Supply","Groundwater","2011","0.04","0.11","42.54133174","-75.8953857","POINT (-75.8953857 42.54133174)"
"WWR0000201","Callanan - Fosterdale Site","Delaware (T)","Sullivan","3","Mine Dewatering","Surface Water","2017","0","0","41.71876907","-74.96220486","POINT (-74.96220486 41.71876907)"
"WWR0000464","NYS Corrections Eastern Correctional Facility","Wawarsing (T)","Ulster","3","Institutional","Groundwater","2016","0.55","0.73","41.742787","-74.36446731","POINT (-74.36446731 41.742787)"
"WWR0001282","Red Hook Water District #1","Red Hook (T)","Dutchess","3","Public Water Supply","Not Reported","2019","0.09",,"41.98739448","-73.8812411","POINT (-73.8812411 41.98739448)"
"WWR0000552","Frewsburg Water","Carroll (T)","Chautauqua","9","Public Water Supply","Groundwater","2019","0.15","0.24","42.07339999","-79.13947774","POINT (-79.13947774 42.07339999)"
"WWR0001860","McCauley Mountain Ski Area","Webb (T)","Herkimer","6","Recreational - Snow Making","Surface Water","2021","0.81","1.87","43.69800072","-74.96370248","POINT (-74.96370248 43.69800072)"
"WWR0001753","Noblehurst Farms, Inc.","York (T)","Livingston","8","Agricultural","Groundwater; Surface Water","2016","0.11","0.12","42.85984568","-77.95059559","POINT (-77.95059559 42.85984568)"
"WWR0000203","Callicoon Water District","Delaware (T)","Sullivan","3","Public Water Supply","Groundwater; Surface Water","2016","0.15","0.18","41.76656094","-75.05848383","POINT (-75.05848383 41.76656094)"
"WWR0000137","Blooming Grove Water District #1","Blooming Grove (T)","Orange","3","Public Water Supply","Groundwater","2011","0.25","0.3","41.36804274","-74.18891579","POINT (-74.18891579 41.36804274)"
"WWR0000781","Ideal Dairy Farms Inc","Kingsbury (T)","Washington","5","Agricultural","Groundwater","2013","0.04","0.06","43.33219439","-73.58184071","POINT (-73.58184071 43.33219439)"
"WWR0001404","Scott Water District #1","Scott (T)","Cortland","7","Public Water Supply","Groundwater","2009","0.01","0.01","42.7066674","-76.23752999","POINT (-76.23752999 42.7066674)"
"WWR0000474","Spallina  Materials","Cohocton (T)","Steuben","8","Mine Dewatering","Groundwater; Surface Water","2018","0.94","2.87","42.48848761","-77.50558917","POINT (-77.50558917 42.48848761)"
"WWR0000194","Amenia Sand & Gravel","Amenia (T)","Dutchess","3","Mine Dewatering","Groundwater; Surface Water","2016","0.01","0.01","41.8407583","-73.5143254","POINT (-73.5143254 41.8407583)"
"WWR0000498","Evans Chemetics LP","Waterloo (T)","Seneca","8","Industrial","Groundwater; Surface Water; Purchase","2020","1.71","0.84","42.90200967","-76.85420581","POINT (-76.85420581 42.90200967)"
"WWR0000817","Fitzpatrick Nuclear Power Plant","Scriba (T)","Oswego","7","Power - Nuclear","Surface Water","2018","547.7","639.4","43.52224404","-76.39721687","POINT (-76.39721687 43.52224404)"
"WWR0001865","Crest Valley Farm","Nichols (T)","Tioga","7","Agricultural","Surface Water","2013","0","0","42.03096232","-76.45213222","POINT (-76.45213222 42.03096232)"
"WWR0001299","Richmondville, Vg","Richmondville (T)","Schoharie","4","Public Water Supply","Surface Water","2018","0.06","0.15","42.6344317","-74.56288733","POINT (-74.56288733 42.6344317)"
"WWR0001620","Waddington, Vg","Waddington (T)","St. Lawrence","6","Public Water Supply","Groundwater","2009","0.07","0.19","44.86077401","-75.20606256","POINT (-75.20606256 44.86077401)"
"WWR0001032","Moravia, Vg","Moravia (T)","Cayuga","7","Public Water Supply","Groundwater","2021","0.45","0.48","42.71284686","-76.42268447","POINT (-76.42268447 42.71284686)"
"WWR0000794","Interface Solutions, Inc - Fulton","Volney (T)","Oswego","7","Industrial","Groundwater; Surface Water; Purchase","2009","1.07","2.35","43.35286842","-76.4261222","POINT (-76.4261222 43.35286842)"
"WWR0001852","The Golf Course of Purchase","Harrison (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2012","0.1","0.4","41.05075369","-73.70907327","POINT (-73.70907327 41.05075369)"
"WWR0000647","Greiner Bros Farms Inc","Marlborough (T)","Ulster","3","Agricultural","Groundwater; Surface Water","2013","0",,"41.6010685","-74.01332609","POINT (-74.01332609 41.6010685)"
"WWR0001146","Oswego Harbor Power","Oswego (C)","Oswego","7","Power - Fossil Fuel","Surface Water","2021","30.31","405.68","43.45846145","-76.53193788","POINT (-76.53193788 43.45846145)"
"WWR0001755","Norlite LLC","Colonie (T)","Albany","4","Industrial","Surface Water","2015","0.07","0.09","42.75545335","-73.70899365","POINT (-73.70899365 42.75545335)"
"WWR0000753","Hoosick Falls, Vg","Hoosick (T)","Rensselaer","4","Public Water Supply","Groundwater","2020","0.3","0.54","42.90087134","-73.35026096","POINT (-73.35026096 42.90087134)"
"WWR0000583","Gernatt - Vogtli","Persia (T)","Cattaraugus","9","Mine Dewatering","Surface Water","2017","0.59","0.73","42.44946691","-78.93042011","POINT (-78.93042011 42.44946691)"
"WWR0000152","Borchert Orchards","Marlborough (T)","Ulster","3","Agricultural","Surface Water","2020","0.02","0.02","41.59349325","-74.00285883","POINT (-74.00285883 41.59349325)"
"WWR0000615","Gowanda, Vg","Persia (T)","Cattaraugus","9","Public Water Supply","Groundwater; Surface Water","2019","0.34","0.52","42.4637461","-78.93360081","POINT (-78.93360081 42.4637461)"
"WWR0000266","Chase Farm","Perinton (T)","Monroe","8","Agricultural","Surface Water","2016","0",,"43.04913275","-77.38346318","POINT (-77.38346318 43.04913275)"
"WWR0001376","WF Saunders - Nedrow Mine Site","Onondaga (T)","Onondaga","7","Industrial","Groundwater","2018","0","0.01","42.98342379","-76.15567783","POINT (-76.15567783 42.98342379)"
"WWR0001548","Timber Ridge Golf Club","Clarkson (T)","Monroe","8","Recreational - Golf Course","Surface Water","2016","0.07","1.44","43.2225252","-77.86783289","POINT (-77.86783289 43.2225252)"
"WWR0000833","Johnson City, Vg","Union (T)","Broome","7","Public Water Supply","Groundwater","2018","2.6","3.4","42.11570255","-75.95500487","POINT (-75.95500487 42.11570255)"
"WWR0001586","Ulster Water District, Tn","Ulster (T)","Ulster","3","Public Water Supply","Groundwater","2015","0.23","1.54","41.98262091","-74.00445115","POINT (-74.00445115 41.98262091)"
"WWR0001423","Shenendehowa Central School District","Clifton Park (T)","Saratoga","5","Institutional","Groundwater","2017","0.01","0.01","42.8657286","-73.80841524","POINT (-73.80841524 42.8657286)"
"WWR0000765","Hudson Valley Water Co","Hurley (T)","Ulster","3","Public Water Supply","Groundwater","2013","0.05","0.16","41.94649303","-74.13772246","POINT (-74.13772246 41.94649303)"
"WWR0001145","Oswego County Energy Recovery Facility","Volney (T)","Oswego","7","Industrial","Surface Water","2015","4.42","16.2","43.34887949","-76.42539952","POINT (-76.42539952 43.34887949)"
"WWR0001715","Wilna Water District #2","Wilna (T)","Jefferson","6","Public Water Supply","Groundwater","2020","0.01","0.01","44.06916067","-75.49390229","POINT (-75.49390229 44.06916067)"
