"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"All Payer Patient Safety Indicators (PSI) Area Measures by Patient County: Calendar Year 2015","http://health.data.ny.gov/d/ya2g-i2gu","Health, Department of","Health","County","MADISON","7","42.9127746","-75.6696659","POINT (-75.6696659 42.9127746)"
"Brownfield Redevelopment Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/vud8-75x8","Taxation and Finance, Department of","Government & Finance","County","SCHUYLER","7","42.3938","-76.8751817","POINT (-76.8751817 42.3938)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","POUGHKEEPSIE","1616617","41.699322","-73.921694","POINT (-73.921694 41.699322)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","YONKERS","865","40.932014","-73.896052","POINT (-73.896052 40.932014)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","HUDSON","356","42.251775","-73.787882","POINT (-73.787882 42.251775)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","NYACK","1","41.090984","-73.918239","POINT (-73.918239 41.090984)"
"All Payer Inpatient Quality Indicators (IQI) by Hospital (SPARCS): Beginning 2009","http://health.data.ny.gov/d/xyfc-qbbr","Health, Department of","Health","County","BROOME","349","42.1602172","-75.8196184","POINT (-75.8196184 42.1602172)"
"Accessible Outdoor Recreation Destinations","http://data.ny.gov/d/pt2v-9a3h","Environmental Conservation, Department of","Recreation","County","FULTON","2","43.1138469","-74.4221748","POINT (-74.4221748 43.1138469)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","County","BRONX","147","40.849116","-73.8529523","POINT (-73.8529523 40.849116)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","ORANGE","731","42.332855","-77.035068","POINT (-77.035068 42.332855)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","PAVILION","1","42.876072","-78.02272","POINT (-78.02272 42.876072)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","HEWLETT NECK","86","40.624998","-73.703351","POINT (-73.703351 40.624998)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","County","ONONDAGA","285","43.0057954","-76.194642","POINT (-76.194642 43.0057954)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","BURKE","1","44.904579","-74.169143","POINT (-74.169143 44.904579)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","EAST SYRACUSE","21","43.063993","-76.071072","POINT (-76.071072 43.063993)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","NEWBURGH","25","41.500705","-74.021352","POINT (-74.021352 41.500705)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","SOUTH GLENS FALLS","48","43.299187","-73.635289","POINT (-73.635289 43.299187)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","EAST ROCKAWAY","306","40.642077","-73.669477","POINT (-73.669477 40.642077)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","SHARON SPRINGS","1969","42.795423","-74.617209","POINT (-74.617209 42.795423)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","WAPPINGERS FALLS","230368","41.597213","-73.916144","POINT (-73.916144 41.597213)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","CANASTOTA","1","43.079472","-75.751198","POINT (-75.751198 43.079472)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","DICKINSON","3","42.13818","-75.89439","POINT (-75.89439 42.13818)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","HENRIETTA","41","43.059358","-77.612421","POINT (-77.612421 43.059358)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","HONEOYE FALLS","35","42.952393","-77.590346","POINT (-77.590346 42.952393)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","POUND RIDGE","8","41.199139","-73.571901","POINT (-73.571901 41.199139)"
"All Payer In-Hospital/30-Day Acute Stroke Mortality Rates by Hospital (SPARCS): Beginning 2013","http://health.data.ny.gov/d/r29i-yr49","Health, Department of","Health","County","SUFFOLK","10","40.9404609","-72.6852404","POINT (-72.6852404 40.9404609)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","GEORGETOWN","1","42.768381","-75.73665","POINT (-75.73665 42.768381)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","SAVONA","2","42.282565","-77.220336","POINT (-77.220336 42.282565)"
"Agricultural Fairs in New York State","http://data.ny.gov/d/wcwd-s5vt","Agriculture and Markets, Department of","Recreation","Municipality","DUNKIRK","1","42.481338","-79.333958","POINT (-79.333958 42.481338)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","HUNTINGTON","181","40.87121","-73.426299","POINT (-73.426299 40.87121)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","GREEN ISLAND","8173","42.73713","-73.694446","POINT (-73.694446 42.73713)"
"Community Health Indicator Reports (CHIRS): Latest Data","http://health.data.ny.gov/d/54ci-sdfi","Health, Department of","Health","County","CHEMUNG","349","42.1412474","-76.760026","POINT (-76.760026 42.1412474)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","PORTVILLE","2","42.036015","-78.338463","POINT (-78.338463 42.036015)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","DEERPARK","8","40.757444","-73.326569","POINT (-73.326569 40.757444)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","AMHERST","9","42.97911","-78.799259","POINT (-78.799259 42.97911)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","TUCKAHOE","159","40.898165","-72.411523","POINT (-72.411523 40.898165)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","NORTH TONAWANDA","4","43.052136","-78.865585","POINT (-78.865585 43.052136)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","AFTON","1333","42.229487","-75.524536","POINT (-75.524536 42.229487)"
"Agricultural Fairs in New York State","http://data.ny.gov/d/wcwd-s5vt","Agriculture and Markets, Department of","Recreation","Municipality","NEW PALTZ","1","41.74753","-74.086891","POINT (-74.086891 41.74753)"
"County Emergency Management Offices","http://data.ny.gov/d/jwkb-x5v6","Homeland Security and Emergency Services, Division of","Public Safety","County","SARATOGA","2","43.1073812","-73.8639046","POINT (-73.8639046 43.1073812)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","KEESEVILLE","88107","44.503858","-73.484749","POINT (-73.484749 44.503858)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","Municipality","NORTH SALEM","8","41.33549","-73.570194","POINT (-73.570194 41.33549)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","MORRISTOWN","12","44.583168","-75.638821","POINT (-75.638821 44.583168)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","KENT","8","43.327801","-78.135597","POINT (-78.135597 43.327801)"
"Baby Names: Beginning 2007","http://health.data.ny.gov/d/jxy9-yhdk","Health, Department of","Health","County","ROCKLAND","14601449","41.1524303","-74.0240911","POINT (-74.0240911 41.1524303)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","GENEVA","66","42.867972","-76.985573","POINT (-76.985573 42.867972)"
"AOT (Assisted Outpatient Treatment) Court Orders","http://data.ny.gov/d/r4sv-k333","Mental Health, Office of","Human Services","County","PUTNAM","1","41.4266616","-73.7495141","POINT (-73.7495141 41.4266616)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","JORDAN","2","43.065394","-76.473153","POINT (-76.473153 43.065394)"
"Boats For Hire Near NYS Canal System","http://data.ny.gov/d/ibtm-q4dj","Canal Corporation","Transportation","Municipality","WARREN","1","42.847038","-74.920674","POINT (-74.920674 42.847038)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","ELMA","4","42.822476","-78.636722","POINT (-78.636722 42.822476)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CASTILE","13","42.632095","-78.050386","POINT (-78.050386 42.632095)"
"All Payer Inpatient Quality Indicators (IQI) Volume Measures by Hospital (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/haei-7x7a","Health, Department of","Health","County","SARATOGA","5","43.1073812","-73.8639046","POINT (-73.8639046 43.1073812)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","MANLIUS","1","43.001216","-75.979256","POINT (-75.979256 43.001216)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","LAKE LUZERNE","2","43.316985","-73.838515","POINT (-73.838515 43.316985)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CHURCHVILLE","2","43.104368","-77.884697","POINT (-77.884697 43.104368)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","LOCKPORT","567","43.168861","-78.696849","POINT (-78.696849 43.168861)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","PENDLETON","3","43.101462","-78.766339","POINT (-78.766339 43.101462)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","GLENVILLE","6","42.929158","-74.052151","POINT (-74.052151 42.929158)"
"All Payer Inpatient Quality Indicators (IQI) by Hospital (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/7w3f-kcst","Health, Department of","Health","County","LEWIS","6","43.7846915","-75.4487945","POINT (-75.4487945 43.7846915)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","ANDES","11","42.189488","-74.784642","POINT (-74.784642 42.189488)"
"All Payer Patient Safety Indicators (PSI) Composite Measures by Hospital: Beginning 2009","http://health.data.ny.gov/d/jjir-cuty","Health, Department of","Health","County","ERIE","88","42.7582365","-78.7796596","POINT (-78.7796596 42.7582365)"
"Assembled Workers' Compensation Claims:  Beginning 2000","http://data.ny.gov/d/jshw-gkgu","Workers' Compensation Board","Government & Finance","County","GREENE","13881","42.2765198","-74.1227065","POINT (-74.1227065 42.2765198)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","County","DUTCHESS","106","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","ELMSFORD","48","41.053881","-73.816895","POINT (-73.816895 41.053881)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","QUEENSBURY","327376","43.377308","-73.613629","POINT (-73.613629 43.377308)"
