"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20103285","HOME","LPA","CNSTR/RHAB","440019","CITY OF NORTH TONAWANDA","NIAGARA","NORTH TONAWANDA","CMPL","19","0","0","0","0","0"
"20103279","HOME","LPA","MTGE ASST","294501","GALVAN HOUSING RESOURCES, INC.           .","COLUMBIA","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20103277","HOME","LPA","CNSTR/RHAB","496980","COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.","MULTI-COUNTY",,"CMPL","24","0","0","0","0","0"
"20103272","HOME","LPA","CNSTR/RHAB","270505","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20103271","HOME","LPA","MTGE ASST","47103","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","SILVER CREEK","CMPL","1","0","0","0","0","0"
"20103269","HOME","LPA","CNSTR/RHAB","384000","CITY OF CORTLAND","CORTLAND","CORTLAND","CMPL","15","0","0","0","0","0"
"20103267","HOME","LPA","CNSTR/RHAB","396098","VILLAGE OF MALONE","FRANKLIN","MALONE","CMPL","21","0","0","0","0","0"
"20103266","HOME","LPA","MTGE ASST","420000","BETTER NEIGHBORHOODS, INC.","SCHENECTADY","SCHENECTADY","CMPL","5","2","0","0","0","0"
"20103265","HOME","LPA","CNSTR/RHAB","500000","PRIDE OF TICONDEROGA, INC.","WASHINGTON","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103262","HOME","TBR",,"218225","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","0","0","0","0","0","0"
"20103261","HOME","LPA","MTGE ASST","0","HOMEFRONT, INC.","ERIE","BUFFALO","INA","5","0","0","0","0","0"
"20103258","HOME","LPA","MTGE ASST","840000","CAPITAL DISTRICT HABITAT FOR HUMANITY, INC.","ALBANY","ALBANY","CMPL","2","12","0","0","0","0"
"20103257","HOME","LPA","CNSTR/RHAB","459731","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CMPL","0","13","0","0","0","0"
"20103255","HOME","LPA","CNSTR/RHAB","256317","VILLAGE OF HERKIMER","HERKIMER","HERKIMER","CMPL","16","0","0","0","0","0"
"20103250","HOME","LPA","CNSTR/RHAB","500000","OPPORTUNITIES FOR CHENANGO, INC.","CHENANGO","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20103249","HOME","LPA","CNSTR/RHAB","699800","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20103241","HOME","LPA","CNSTR/RHAB","297069","CITY OF FULTON COMMUNITY DEVELOPMENT AGENCY","OSWEGO","FULTON","CMPL","15","0","0","0","0","0"
"20103239","HOME","LPA","CNSTR/RHAB","0","WYANDANCH COMMUNITY DEVELOPMENT CORP.","SUFFOLK","BABYLON","INA","10","0","0","0","0","0"
"20103237","HOME","LPA","CNSTR/RHAB","149284","RICHMOND SENIOR SERVICES, INC.","RICHMOND","NEW YORK CITY","CMPL","9","0","0","0","0","0"
"20103231","HOME","LPA","CNSTR/RHAB","400000","FRIENDS OF THE NORTH COUNTRY, INC.","FRANKLIN","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20103229","HOME","LPA","CNSTR/RHAB","363869","RIVERCREST DEVELOPMENT CORPORATION","MONTGOMERY","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20103227","HOME","LPA","CNSTR/RHAB","85832","HAMASPIK OF ROCKLAND COUNTY, INC.","ROCKLAND","RAMAPO","CMPL","3","0","0","0","0","0"
"20103224","HOME","LPA","MTGE ASST","0","SOUTHERN HILLS PRESERVATION CORP.","ONONDAGA","MULTI-MUNI","INA","4","0","0","0","0","0"
"20103219","HOME","LPA","CNSTR/RHAB","169500","CITY OF LOCKPORT","NIAGARA","LOCKPORT","CMPL","10","0","0","0","0","0"
"20103214","HOME","LPA","CNSTR/RHAB","190687","VILLAGE OF WHITNEY POINT","BROOME","WHITNEY POINT","CMPL","6","0","0","0","0","0"
"20103213","HOME","LPA","CNSTR/RHAB","500000","SARATOGA COUNTY RURAL PRESERVATION CO.","SARATOGA","MULTI-MUNI","CMPL","11","1","0","0","0","0"
"20103211","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF ARGYLE","WASHINGTON","ARGYLE","CMPL","19","0","0","0","0","0"
"20103208","HOME","LPA","CNSTR/RHAB","500000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","TOMPKINS","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20103204","HOME","LPA","CNSTR/RHAB","354180","CITY OF ONEIDA","MADISON","ONEIDA","CMPL","17","0","0","0","0","0"
"20103198","HOME","LPA","CNSTR/RHAB","482480","WYOMING COUNTY COMMUNITY ACTION, INC.","WYOMING","MULTI-MUNI","CMPL","22","0","0","0","0","0"
"20103190","HOME","LPA","CNSTR/RHAB","168173","M-ARK PROJECT, INC.","DELAWARE","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20103188","HOME","LPA","CNSTR/RHAB","607836","KEUKA HOUSING COUNCIL, INC.","YATES","MULTI-MUNI","CMPL","17","1","0","0","0","0"
"20103176","HOME","LPA","CNSTR/RHAB","336954","TOWN OF RUSSIA","HERKIMER","RUSSIA","CMPL","21","0","0","0","0","0"
"20103172","HOME","LPA","CNSTR/RHAB","182215","TOWN OF TRIANGLE","BROOME","TRIANGLE","CMPL","6","0","0","0","0","0"
"20103171","HOME","LPA","CNSTR/RHAB","324000","FRONTIER HOUSING CORPORATION","JEFFERSON","MULTI-MUNI","CMPL","23","0","0","0","0","0"
"20103170","HOME","LPA","CNSTR/RHAB","412275","LT. COL. MATT URBAN HUMAN SERVICES CENTER OF WNY","ERIE","BUFFALO","CMPL","18","0","0","0","0","0"
"20103166","REST","LPA","CNSTR/RHAB","75000","HOMSITE FUND, INC.","CAYUGA","MULTI-MUNI","CMPL","27","0","0","0","0","0"
"20103164","REST","LPA","CNSTR/RHAB","75000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","LIVINGSTON","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103161","REST","LPA","CNSTR/RHAB","75000","COMMUNITY ACTION PLANNING COUNCIL OF JEFFERSON COUNTY, INC.","JEFFERSON","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20103156","ACSS","LPA","CNSTR/RHAB","350000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CMPL","31","0","0","0","0","0"
"20103151","ACSS","LPA","CNSTR/RHAB","300000","ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.","MULTI-COUNTY",,"CMPL","22","0","0","0","0","0"
"20103148","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20103144","REST","LPA","CNSTR/RHAB","75000","ORANGE COUNTY RURAL DEVELOPMENT ADVISORY CORP.","ORANGE","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103134","REST","LPA","CNSTR/RHAB","75000","NORTHFIELD COMMUNITY LDC OF STATEN ISLAND, INC.","RICHMOND","NEW YORK CITY","CMPL","23","0","0","0","0","0"
"20103122","REST","LPA","CNSTR/RHAB","75000","CITY OF YONKERS","WESTCHESTER","YONKERS","CMPL","10","0","0","0","0","0"
"20103121","ACSS","LPA","CNSTR/RHAB","350000","FAMILY SERVICE SOCIETY OF YONKERS","WESTCHESTER","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20103120","REST","LPA","CNSTR/RHAB","75000","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20103117","ACSS","LPA","CNSTR/RHAB","350000","COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.","MULTI-COUNTY",,"CMPL","19","0","0","0","0","0"
"20103115","REST","LPA","CNSTR/RHAB","75000","COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.","RENSSELAER","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103114","REST","LPA","CNSTR/RHAB","75000","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103110","ACSS","LPA","CNSTR/RHAB","400000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","42","0","0","0","0","0"
"20103107","REST","LPA","CNSTR/RHAB","75000","COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.","MULTI-COUNTY",,"CMPL","17","0","0","0","0","0"
"20103101","REST","LPA","CNSTR/RHAB","75000","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","10","0","0","0","0","0"
"20103088","ACSS","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CMPL","32","0","0","0","0","0"
"20103087","ACSS","LPA","CNSTR/RHAB","200000","RUPCO, INC.","ULSTER","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20103086","REST","LPA","CNSTR/RHAB","75000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20103080","REST","LPA","CNSTR/RHAB","75000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CMPL","13","0","0","0","0","0"
"20103079","REST","LPA","CNSTR/RHAB","75000","NHS OF JAMAICA, INC.","QUEENS","NEW YORK CITY","CMPL","14","0","0","0","0","0"
"20103078","HOME","LPA","MTGE ASST","393304","URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.","MONROE","MULTI-MUNI","CMPL","0","7","0","0","0","0"
"20103074","REST","LPA","CNSTR/RHAB","75000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20103069","HOME","LPA","CNSTR/RHAB","211005","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","7","0","0","0","0","0"
"20103068","REST","LPA","CNSTR/RHAB","75000","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","12","0","0","0","0","0"
"20103067","ACSS","LPA","CNSTR/RHAB","350000","UNITED CEREBRAL PALSY OF NEW YORK CITY, INC","NYC","NEW YORK CITY","CMPL","19","0","0","0","0","0"
"20103066","REST","LPA","CNSTR/RHAB","75000","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20103064","ACSS","LPA","CNSTR/RHAB","350000","BRONX SHEPHERDS RESTORATION CORP.","BRONX","NEW YORK CITY","CMPL","17","0","0","0","0","0"
"20103062","REST","LPA","CNSTR/RHAB","75000","MARGERT COMMUNITY CORP.","QUEENS","NEW YORK CITY","CMPL","17","0","0","0","0","0"
"20103058","ACSS","LPA","CNSTR/RHAB","348899","UCPA OF THE ROCHESTER AREA, INC.","MULTI-COUNTY",,"CMPL","19","0","0","0","0","0"
"20103057","REST","LPA","CNSTR/RHAB","75000","REGIONAL AID FOR INTERIM NEEDS, INC.","BRONX","NEW YORK CITY","CMPL","11","0","0","0","0","0"
"20103054","HOME","LPA","MTGE ASST","225000","NHS OF EAST FLATBUSH","KINGS","NEW YORK CITY","CMPL","12","0","0","0","0","0"
"20103051","ACSS","LPA","CNSTR/RHAB","179793","ALBANY COUNTY OPPORTUNITY, INC. DBA ALBANY COMMUNITY ACTION PARTNERSHIP","ALBANY","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20103045","REST","LPA","CNSTR/RHAB","75000","DELAWARE OPPORTUNITIES INC.","DELAWARE","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20103044","HOME","LPA","CNSTR/RHAB","393782","CITY OF AMSTERDAM","MONTGOMERY","AMSTERDAM","CMPL","23","0","0","0","0","0"
"20103042","HOME","LPA","CNSTR/RHAB","143722","ALLEGANY COUNTY COMMUNITY OPPORTUNITY AND RURAL DEVELOPMENT, INC.","ALLEGANY","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20103041","REST","LPA","CNSTR/RHAB","75000","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","12","0","0","0","0","0"
"20103038","HOME","LPA","CNSTR/RHAB","500000","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","MULTI-COUNTY",,"CMPL","24","0","0","0","0","0"
"20103029","REST","LPA","CNSTR/RHAB","75000","CITY OF WHITE PLAINS","WESTCHESTER","WHITE PLAINS","CMPL","10","0","0","0","0","0"
"20103028","HOME","LPA","CNSTR/RHAB","266899","CENTER CITY NEIGHBORHOOD DEVELOPMENT CORPORATION","NIAGARA","NIAGARA FALLS","CMPL","32","0","0","0","0","0"
"20103023","HOME","TBR",,"245520","PUTNAM COUNTY HOUSING CORP.","PUTNAM","MULTI-MUNI","CMPL","0","0","0","0","0","0"
"20103016","ACSS","LPA","CNSTR/RHAB","500000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","33","0","0","0","0","0"
"20103013","REST","LPA","CNSTR/RHAB","75000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","24","0","0","0","0","0"
"20103012","HOME","LPA","CNSTR/RHAB","141000","HEART OF THE CITY NEIGHBORHOODS, INC.","ERIE","BUFFALO","CMPL","12","0","0","0","0","0"
"20103011","REST","LPA","CNSTR/RHAB","75000","NIAGARA COMMUNITY ACTION PROGRAM, INC.","NIAGARA","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20103008","REST","LPA","CNSTR/RHAB","75000","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20103002","REST","LPA","CNSTR/RHAB","75000","SHANDAKEN REVITALIZATION PLAN COMMITTEE, INC.","ULSTER","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20093372","NYMS","LPA","CNSTR/RHAB","0","BAYVIEW COMMUNITY COUNCIL, INC.","RICHMOND","NEW YORK CITY","INA","0","0","0","0","0","0"
"20093368","NYMS","LPA","CNSTR/RHAB","190662","ROSCOE-ROCKLAND CHAMBER OF COMMERCE","SULLIVAN","ROCKLAND","CMPL","4","0","1","0","3","0"
"20093364","NYMS","LPA","CNSTR/RHAB","200000","FRANCISCANS IN COLLABORATIVE MINISTRY","ONONDAGA","SYRACUSE","CMPL","32","0","1","0","10","0"
"20093363","NYMS","LPA","CNSTR/RHAB","200000","OGDENSBURG GROWTH FUND DEVELOPMENT CORP.","ST LAWRENCE","OGDENSBURG","CMPL","0","0","2","0","8","0"
"20093360","NYMS","LPA","CNSTR/RHAB","200000","TRI-STATE CHAMBER OF COMMERCE","ORANGE","PORT JERVIS","CMPL","11","0","0","0","4","0"
"20093359","NYMS","LPA","CNSTR/RHAB","80463","BRIDGE STREET DEVELOPMENT CORP.","KINGS","NEW YORK CITY","CMPL","4","0","0","0","5","0"
"20093354","NYMS","LPA","CNSTR/RHAB","199904","OYSTER BAY MAIN STREET ASSOCIATION","NASSAU","OYSTER BAY","CMPL","2","0","0","0","11","0"
"20093353","NYMS","LPA","CNSTR/RHAB","187425","FRANKLINVILLE AREA CHAMBER OF COMMERCE","CATTARAUGUS","FRANKLINVILLE","CMPL","5","0","0","0","10","0"
"20093349","NYMS","LPA","CNSTR/RHAB","164220","HAINES FALLS FREE LIBRARY","GREENE","TANNERSVILLE","CMPL","7","0","2","0","0","0"
"20093343","NYMS","LPA","CNSTR/RHAB","104600","RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.","KINGS","NEW YORK CITY","CMPL","0","0","0","0","3","0"
"20093339","NYMS","LPA","CNSTR/RHAB","200000","HAMBURG DEVELOPMENT CORP.","ERIE","HAMBURG","CMPL","5","0","0","0","18","0"
"20093337","NYMS","LPA","CNSTR/RHAB","199262","MALONE ECONOMIC DEVELOPMENT CORPORATION","FRANKLIN","MALONE","CMPL","0","0","0","0","13","0"
"20093332","NYMS","LPA","CNSTR/RHAB","200000","ADIRONDACK NORTH COUNTRY ASSOCIATION, INC.","FRANKLIN","TUPPER LAKE","CMPL","6","0","0","0","9","0"
"20093327","NYMS","LPA","CNSTR/RHAB","0","CITY OF SALAMANCA INDUSTRIAL DEVELOPMENT AGENCY","CATTARAUGUS","SALAMANCA","INA","0","0","0","0","0","0"
"20093326","NYMS","LPA","CNSTR/RHAB","65000","ELMIRA DOWNTOWN DEVELOPMENT, INC.","CHEMUNG","ELMIRA","CMPL","0","0","0","0","1","0"
"20093325","NYMS","LPA","CNSTR/RHAB","200000","PERRY AREA CHAMBER OF COMMERCE","WYOMING","PERRY","CMPL","6","0","0","0","10","0"
"20093313","NYMS","LPA","CNSTR/RHAB","175000","LUMBER CITY DEVELOPMENT CORP.","NIAGARA","NORTH TONAWANDA","CMPL","1","0","0","0","6","0"
"20093312","NYMS","LPA","CNSTR/RHAB","200000","PEEKSKILL FACILITIES DEVELOPMENT CORPORATION","WESTCHESTER","PEEKSKILL","CMPL","4","0","0","0","13","0"
"20093311","NYMS","LPA","CNSTR/RHAB","200000","GREATER GREENWICH CHAMBER OF COMMERCE, INC.","WASHINGTON","GREENWICH","CMPL","3","0","0","0","18","0"
"20093310","NYMS","LPA","CNSTR/RHAB","199220","SARATOGA COUNTY RURAL PRESERVATION CO.","SARATOGA","SCHUYLERVILLE","CMPL","1","0","0","0","8","0"
"20093309","NYMS","LPA","CNSTR/RHAB","199970","CENTRAL ADIRONDACK PARTNERSHIP FOR THE 21ST CENTURY","HERKIMER","WEBB","CMPL","2","0","1","0","15","0"
"20093308","NYMS","LPA","CNSTR/RHAB","200000","RIVERHEAD BUSINESS IMPROVEMENT DISTRICT","SUFFOLK","RIVERHEAD","CMPL","5","0","0","0","11","0"
"20093306","NYMS","LPA","CNSTR/RHAB","195159","HEART OF CATSKILL ASSOCIATION, INC.","GREENE","CATSKILL","CMPL","2","0","2","0","12","0"
"20093303","NYMS","LPA","CNSTR/RHAB","200000","DOWNTOWN COMMITTEE OF SYRACUSE, INC.","ONONDAGA","SYRACUSE","CMPL","0","0","0","0","7","0"
"20093301","NYMS","LPA","CNSTR/RHAB","200000","CORNING INTOWN DISTRICT MANAGEMENT ASSOCIATION","STEUBEN","CORNING","CMPL","2","0","0","0","5","0"
"20093296","NYMS","LPA","CNSTR/RHAB","200000","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","DELAWARE","HOBART","CMPL","3","0","0","0","5","0"
"20093290","HOME","LPA","MTGE ASST","291500","COVENANT HOUSING CORP. OF CENTRAL NEW YORK","ONONDAGA","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20093284","HOME","LPA","CNSTR/RHAB","270000","COMMUNITY PROGRESS INC.","MULTI-COUNTY",,"CMPL","13","0","0","0","0","0"
"20093283","HOME","LPA","CNSTR/RHAB","500000","COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.","SUFFOLK","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20093282","HOME","LPA","MTGE ASST","100000","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CONT","2","0","0","0","0","0"
"20093278","HOME","LPA","CNSTR/RHAB","306766","CITY OF OSWEGO","OSWEGO","OSWEGO","CMPL","16","0","0","0","0","0"
"20093277","HOME","LPA","CNSTR/RHAB","210903","ONONDAGA COUNTY HOUSING DEVELOPMENT FUND COMPANY","ONONDAGA","MULTI-MUNI","CMPL","26","0","0","0","0","0"
"20093271","HOME","LPA","CNSTR/RHAB","500000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","LIVINGSTON","MULTI-MUNI","CMPL","31","0","0","0","0","0"
"20093268","HOME","LPA","CNSTR/RHAB","499999","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","GENESEE","MULTI-MUNI","CMPL","28","0","0","0","0","0"
"20093267","HOME","LPA","MTGE ASST","100000","NHS OF JAMAICA, INC.","QUEENS","NEW YORK CITY","CMPL","2","0","0","0","0","0"
"20093262","HOME","LPA","CNSTR/RHAB","20000","HOUSING ACTION COUNCIL, INC.","WESTCHESTER","NEW ROCHELLE","CMPL","1","0","0","0","0","0"
"20093260","HOME","LPA","CNSTR/RHAB","329063","SOUTH END IMPROVEMENT CORP.","ALBANY","ALBANY","CMPL","12","0","0","0","0","0"
"20093258","HOME","LPA","MTGE ASST","97820","RURAL HOUSING OPPORTUNITIES CORPORATION","ONTARIO","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20093255","HOME","LPA","MTGE ASST","400000","RURAL HOUSING OPPORTUNITIES CORPORATION","GENESEE","MULTI-MUNI","CMPL","20","0","0","0","0","0"
"20093252","HOME","LPA","MTGE ASST","190000","HEART OF THE CITY NEIGHBORHOODS, INC.","ERIE","BUFFALO","CMPL","4","0","0","0","0","0"
"20093250","HOME","LPA","CNSTR/RHAB","490532","CUBA COMMUNITY DEVELOPMENT CORPORATION","ALLEGANY","MULTI-MUNI","CMPL","24","0","0","0","0","0"
"20093244","HOME","LPA","MTGE ASST","20794","COMMUNITY ACTION IN SELF-HELP, INC.","MULTI-COUNTY",,"CMPL","3","0","0","0","0","0"
"20093242","HOME","LPA","MTGE ASST","0","COMMUNITY PARTNERSHIP DEVELOPMENT CORPORATION","QUEENS","NEW YORK CITY","AWRD","12","0","0","0","0","0"
"20093241","HOME","LPA","MTGE ASST","0","COMMUNITY PARTNERSHIP DEVELOPMENT CORPORATION","KINGS","NEW YORK CITY","AWRD","12","0","0","0","0","0"
"20093237","HOME","LPA","MTGE ASST","492777","COMMUNITY HOUSING INNOVATIONS, INC.","MULTI-COUNTY",,"CMPL","26","0","0","0","0","0"
"20093236","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF MALONE","FRANKLIN","MALONE","CMPL","16","0","0","0","0","0"
"20093229","HOME","LPA","CNSTR/RHAB","500000","CATTARAUGUS COMMUNITY ACTION, INC.","CATTARAUGUS","MULTI-MUNI","CMPL","21","0","0","0","0","0"
"20093228","HOME","LPA","CNSTR/RHAB","250000","HRH NEIGHBORHOOD HOUSING DEVELOPMENT FUND COMPANY, INC.","DUTCHESS","POUGHKEEPSIE","CMPL","5","0","0","0","0","0"
"20093227","HOME","LPA","MTGE ASST","100000","NEHDA, INC.","ONONDAGA","SYRACUSE","CMPL","2","0","0","0","0","0"
"20093226","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF DOLGEVILLE","HERKIMER","DOLGEVILLE","CMPL","16","0","0","0","0","0"
"20093225","HOME","LPA","CNSTR/RHAB","202005","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20093223","HOME","LPA","MTGE ASST","378000","REBUILD MOHAWK VALLEY, INC.","ONEIDA","UTICA","CMPL","0","7","0","0","0","0"
"20093220","HOME","LPA","CNSTR/RHAB","366002","RIVERCREST DEVELOPMENT CORPORATION","MONTGOMERY","MULTI-MUNI","CONT","14","0","0","0","0","0"
"20093217","HOME","LPA","CNSTR/RHAB","300000","TOWN OF GLENVILLE","SCHENECTADY","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20093216","HOME","LPA","CNSTR/RHAB","337681","COUNTY OF SULLIVAN","SULLIVAN","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20093214","HOME","LPA","MTGE ASST","390000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20093213","HOME","LPA","MTGE ASST","87353","HOMEFRONT, INC.","ERIE","BUFFALO","CMPL","13","0","0","0","0","0"
"20093210","HOME","LPA","CNSTR/RHAB","256679","COUNTY OF HAMILTON","HAMILTON","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20093208","HOME","LPA","CNSTR/RHAB","53125","ANDOVER HISTORIC PRESERVATION CORP.","MULTI-COUNTY",,"CMPL","3","0","0","0","0","0"
"20093199","HOME","LPA","CNSTR/RHAB","400000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","TOMPKINS","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20093198","HOME","LPA","CNSTR/RHAB","500000","CITY OF PLATTSBURGH COMMUNITY DEVELOPMENT OFFICE","CLINTON","PLATTSBURGH","CMPL","21","0","0","0","0","0"
"20093197","HOME","LPA","CNSTR/RHAB","300000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","ONTARIO","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20093194","HOME","LPA","CNSTR/RHAB","200000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MONROE","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20093193","HOME","LPA","CNSTR/RHAB","300000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","WAYNE","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20093191","HOME","LPA","CNSTR/RHAB","300000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","STEUBEN","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20093188","HOME","LPA","CNSTR/RHAB","300000","NEIGHBORS OF WATERTOWN, INC.","JEFFERSON","WATERTOWN","CMPL","11","0","0","0","0","0"
"20093185","HOME","LPA","CNSTR/RHAB","388245","VILLAGE OF ST JOHNSVILLE","MONTGOMERY","ST JOHNSVILLE","CMPL","13","0","0","0","0","0"
"20093181","HOME","LPA","CNSTR/RHAB","300000","VILLAGE OF ILION","HERKIMER","ILION","CMPL","13","0","0","0","0","0"
"20093180","HOME","LPA","CNSTR/RHAB","229196","VILLAGE OF HUDSON FALLS","WASHINGTON","HUDSON FALLS","CMPL","14","0","0","0","0","0"
"20093178","HOME","LPA","CNSTR/RHAB","299677","VILLAGE OF BALLSTON SPA","SARATOGA","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20093175","HOME","LPA","CNSTR/RHAB","278272","VILLAGE OF MUNNSVILLE","MADISON","MUNNSVILLE","CMPL","9","0","0","0","0","0"
"20093174","HOME","LPA","MTGE ASST","175208","SENECA HOUSING, INC.","SENECA","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20093173","HOME","LPA","CNSTR/RHAB","300000","DELAWARE OPPORTUNITIES INC.","DELAWARE","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20093171","HOME","LPA","CNSTR/RHAB","397000","VILLAGE OF MASSENA","ST LAWRENCE","MASSENA","CMPL","16","0","0","0","0","0"
"20093169","HOME","LPA","CNSTR/RHAB","400000","CITY OF CORTLAND","CORTLAND","CORTLAND","CMPL","15","0","0","0","0","0"
"20093167","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF SCHUYLERVILLE","SARATOGA","SARATOGA","CMPL","18","0","0","0","0","0"
"20093165","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF GREENWICH","WASHINGTON","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20093162","HOME","LPA","CNSTR/RHAB","300000","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","10","0","0","0","0","0"
