"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Brooklyn C&D LLC","548 Varick Avenue",,"Brooklyn","NY","11222","Kings","2","7183497555","Brooklyn C&D LLC","Private","C&D processing - permit","[24W36]","Yes","589990","4508820","2.1 - NYSDEC 100 m grid collection","Construction & Demolition Debris;Metal (Structural);Concrete","2-6101-00065/00005","2021-09-07T00:00:00.000","2022-06-26T00:00:00.000","548 Varick Avenue
Brooklyn, NY 11222
(40.725464, -73.934937)"
"Northern Erie Supply","9220 County Road",,"Clarence","NY","14032","Erie","9",,"Northern Erie Supply","Private","Mulch processing - registration","[15M10094]","Yes","202848","4770931","4 - GIS Assisted","Wood (Brush/ Branches/ Trees/ Stumps)","15M10094","2021-06-30T00:00:00.000","2026-06-30T00:00:00.000","9220 County Road
Clarence, NY 14032
(43.032185, -78.646465)"
"Summer Hill Auto Salvage","956 Salt Road",,"Groton","NY","13073","Tompkins","7","6078985292","Floyd Kyes","Private","VDF - small - registration","[55V20009]","Yes","391317","4719321","1 - No accuracy stated","End of Life Vehicles","55V20009","2019-02-28T00:00:00.000","2024-02-28T00:00:00.000","956 Salt Road
Groton, NY 13073
(42.618617, -76.325042)"
"Jefferson County Transfer Station","27138 NYS Rt 12",,"Watertown","NY","13601","Jefferson","6","3157859072","Jefferson County","County","RHRF - permit","[23RP0031]","Yes","423868","4878664","4.1 - Address Matching","Commingled Containers;Commingled Paper;Other Aluminum Scrap Metal;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal;Plastic;Electronics;Paperboard/Boxboard;Enameled Appliances / White Goods","6-2248-00013/00004","2017-11-02T00:00:00.000","2022-11-01T00:00:00.000",
"FDA Labs","158-15 Liberty Ave",,"Jamaica","NY","11433","Queens","2","7183407178",,,"RMW - permit","[41JP0123]","Yes","601443","4506214","1 - No accuracy stated","Regulated Medical Waste","2-6307-00405-3","2020-02-04T00:00:00.000","2025-02-03T00:00:00.000","158-15 Liberty Ave
Jamaica, NY 11433
(40.699828, -73.798592)"
"Gallivan Corning Hill Properties","River Road & Retreat House Road",,"Glenmont","NY","12077","Albany","4","5182716100","Sean M Gallivan","Private","C&D processing - registration","[01W06]","Yes","601044","4718354","4.2 - Utilization of GIS and existing spatial data",,"01W06","2013-04-01T00:00:00.000",,"River Road & Retreat House Road
Glenmont, NY 12077
(42.609645, -73.768415)"
"Bronx City Recycling (1390 Viele Ave)","1390 Viele Avenue",,"Bronx","NY","10474","Bronx","2","7188606071","Domnick Eugene","Private","C&D processing - registration","[03W88]","Yes","594445","4517979",,"Asphalt;Brick;Metals (Ferrous);Metals (Non-Ferrous);Concrete;Construction & Demolition Debris;Rock;Soil (Clean)","03W88",,,"1390 Viele Avenue
Bronx, NY 10474
(40.807508, -73.880071)"
"CRM Company LLC","4294 Albany Street; Suite 3",,"Colonie","NY","12205","Albany","4","4809873006","H Barry Takallou","Private","Waste tire storage - New product manufacturing","[01K11]","Yes","593387","4731352",,"Waste Tires",,,,"4294 Albany Street; Suite 3
Colonie, NY 12205
(42.729576, -73.860038)"
"Hadley Transfer Station/Recycling Center","4059 North Shore Road",,"Hadley","NY","12835","Saratoga","5","5186963414","Town of Hadley","Municipal","RHRF - 5 tpd or less - registration","[46R10028]","Yes","592871","4796713",,"Single Stream","46R10028","2022-03-15T00:00:00.000","2027-03-14T00:00:00.000","4059 North Shore Road
Hadley, NY 12835
(43.316281, -73.855937)"
"Berlin (T) Transfer Station","28 Dale Road",,"Berlin","NY","12022","Rensselaer","4","5186582161","Town of Berlin","Municipal","Transfer facility - registration","[42T22001]","Yes","633033","4729876",,"MSW (Residential/Institutional & Commercial);Single Stream;Yard Waste;Bulk Metal","42T12001","2019-03-22T00:00:00.000","2019-03-22T00:00:00.000","28 Dale Road
Berlin, NY 12022
(42.709417, -73.375545)"
"Teets & Sons Scrap Metal Recycling - Newfield","738 Black Oak Road",,"Newfield","NY","14867","Tompkins","7","6072721908","Richard Teeter Jr.","Private","VDF - large - registration","[55V50013]","Yes","362769","4695115","1 - No accuracy stated","End of Life Vehicles;Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous ;Lead Weights","55V50013","2019-10-10T00:00:00.000","2024-10-10T00:00:00.000","738 Black Oak Road
Newfield, NY 14867
(42.393957, -76.667205)"
"Peoples II Inc","3250 Route 9W",,"Highland","NY","12528","Ulster","3","8456918989","Michael Frankowski","Private","VDF - large - registration","[56V50003]","Yes","586366","4623676",,"End of Life Vehicles","56V50003","2019-04-09T00:00:00.000","2024-04-08T00:00:00.000",
"Frost Tree & Brush","286 Tidball Road",,"Duanesburg","NY","12306","Schenectady","4",,"Robert Frost","Private","Landfill - land clearing debris","[47D17]","Yes","572069","4739249","1 - No accuracy stated",,"47D17",,,"286 Tidball Road
Duanesburg, NY 12306
(42.802036, -74.120835)"
"Oswego County Energy Recovery Facility","2801 State Rte 481",,"Fulton","NY","13069","Oswego","7","3155919280","Oswego County DPW","County","Waste combustion - MSW WTE","[38E01]","Yes","384495","4800555","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Non-hazardous Waste;Sludge (Industrial);Ash MSW Energy Recovery Combined;Bypass Waste (Unprocessible/Processible) ;Metals (Ferrous & Non-Ferrous)","7-3558-00013/00012","2014-07-29T00:00:00.000","2024-07-28T00:00:00.000","2801 State Rte 481
Fulton, NY 13069
(43.348899, -76.424309)"
"Kingsbury Transfer Station","1612 Route 196",,"Hudson Falls","NY","12839","Washington","5","5187478196","Kingsbury Transfer Station; LLC","Private","Transfer facility - permit","[58TP0012]","Yes","614685","4795165",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Metals (Ferrous & Non-Ferrous)","5-5344-00027-00011","2020-12-18T00:00:00.000","2023-07-08T00:00:00.000",
"Williams Farm LCD Landfill","99 Wager Lane",,"Schaghticoke","NY","12154","Washington","5","5184216273","Frank & Donna Williams","Private","Landfill - land clearing debris","[58D08]","Yes","615040","4757668",,"Land Clearing Debris","58D08","2008-02-29T00:00:00.000",,"99 Wager Lane
Schaghticoke, NY 12154
(42.96441, -73.585217)"
"Tyndall Septic Systems Inc","15 Independent Way",,"Brewster","NY","10509","Putnam","3","8452798809","E. Patrick Tyndall","Private","Transfer station - permit","[40T07]","Yes","614815","4585831",,"Septage;Sewage Treatment Plant Sludge","3-3373-00215/00003","2018-11-30T00:00:00.000","2023-11-29T00:00:00.000","15 Independent Way
Brewster, NY 10509
(41.415879, -73.625547)"
"Clarkson Transfer Station","3078 Redman Road",,"Clarkson","NY","14430","Monroe","8","5856371132","Town of Clarkson","Municipal","RHRF - 5 tpd or less - registration","[28R10008]","Yes","259343","4793956","4.2 - Utilization of GIS and existing spatial data","Metals (Ferrous);Metals (Non-Ferrous);Electronics;Waste Tires;Source Separated Recyclables (Metal/Glass/Paper/Plastic)","28R10008","2019-05-14T00:00:00.000","2024-05-13T00:00:00.000","3078 Redman Road
Clarkson, NY 14430
(43.260215, -77.96654)"
"Outstanding Renewal Enterprises (LowerEastSideEcologyCenter)","bellow the Williamsburg Bridge on the Manhattan side near..","..the x-section of FDR Drive&Delancey Str in East River Park","New York","NY","10002","New York","2","2124774022","Lower East Side Ecology Center",,"Composting - source separated organic waste - registration","[31C22]","Yes","586427","4507667",,,"31C22",,,
"Tom McGinnis Excavating","78 1/2 Lake Street",,"LeRoy","NY","14482","Genesee","8","5857686769","Thomas McGinnis","Private","Land application - septage - registration","[19L08]","Yes","257174","4765843",,"Septage",,,,"78 1/2 Lake Street
LeRoy, NY 14482
(42.983203, -77.992252)"
"Swarthout Recycling LLC","1514 County Road 19",,"Beaver Dams","NY","14812","Schuyler","8","6079360013","Brian Swarthout","Private","VDF - large - registration","[49V50006]","Yes","338770","4685717",,"End of Life Vehicles","49V50006","2019-09-25T00:00:00.000","2024-09-25T00:00:00.000","1514 County Road 19
Beaver Dams, NY 14812
(42.306929, -76.957617)"
"The Last Pasture","3228 Dodgeson Rd",,"Alexander","NY","14005","Genesee","8","5854097002","Carolyn Caccamise","Private","Composting - roadkill/mortalities - registration","[19P30006]","Yes","723073","4757124","4.1 - Address Matching","Wood/Brush;Animal Carcasses","19P30006","2018-12-28T00:00:00.000","2023-12-28T00:00:00.000","3228 Dodgeson Rd
Alexander, NY 14005
(42.940855, -78.267524)"
"Happy Farmland LLC","40 Strawridge Road",,"Wallkill","NY","12589","Ulster","3","9292648020","Qi Song","Private","Composting - SSO - registration","[56P20004]","Yes","569693","4605219",,"Source Separated Organic Waste (SSOW)","56P20004","2021-02-05T00:00:00.000","2022-02-04T00:00:00.000","40 Strawridge Road
Wallkill, NY 12589
(41.598107, -74.160141)"
"Glomann LCD Landfill","29 Glomann Road",,"Keeseville","NY","12944","Essex","5","5188345037","John Glomann","Private","Landfill - land clearing debris","[16D10]","Yes","618821","4924202","4.3 - Utilization of Digital Orthophoto Quads","Land Clearing Debris","16D10","2005-05-09T00:00:00.000",,"29 Glomann Road
Keeseville, NY 12944
(44.460497, -73.5066)"
"Poughkeepsie TS (C)","26 Howard St - DPW Yard",,"Poughkeepsie","NY","12601","Dutchess","3","8454514111","City of Poughkeepsie","Municipal","Transfer facility - registration","[14T10004]","Yes","591022","4618093",,"MSW (Residential/Institutional & Commercial);Single Stream;Wood (Brush/ Branches/ Trees/ Stumps);Yard Waste","14T10004","2019-01-31T00:00:00.000","2024-01-31T00:00:00.000","26 Howard St - DPW Yard
Poughkeepsie, NY 12601
(41.709397, -73.905184)"
"Chappell's Auto Recycling","4630 County Road 46",,"Canandaigua","NY","14424","Ontario","8","5857647811","Martin Chappell","Private","VDF - large - registration","[35V50003]","Yes","315350","4750908","1 - No accuracy stated","End of Life Vehicles","35V50003","2018-05-15T00:00:00.000","2023-05-14T00:00:00.000","4630 County Road 46
Canandaigua, NY 14424
(42.888368, -77.26072)"
"Troup's Creek Auto Parts Corp","397 State Route 36",,"Troupsburg","NY","14885","Steuben","8","6075256442","Dale LeBarron","Private","Scrap metal processor - registration","[51V30072]","Yes","291062","4654996",,"Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous","51V30072","2019-10-30T00:00:00.000","2024-10-29T00:00:00.000","397 State Route 36
Troupsburg, NY 14885
(42.020307, -77.52397)"
"Ben Weitsman of Ithaca","105 Cherry Street",,"Ithaca","NY","14850","Tompkins","7","6072731222","William Reamer","Private","VDF - large - registration","[55V50001]","Yes","375461","4699505",,,"55V50001","2018-06-28T00:00:00.000","2023-06-28T00:00:00.000","105 Cherry Street
Ithaca, NY 14850
(42.437685, -76.515587)"
"Town of Trenton Transfer Station","224 Veteran's Way",,"Trenton (T)","NY","13304","Oneida","6","3158962615","Town of Trenton","Municipal","CDDHRF - uncontaminated soil sand gravel rock - registration","[33C60025]","Yes","484637","4789620",,"Soil (Clean);Sand;Gravel;Rock","33C60025","2021-07-29T00:00:00.000","2026-07-28T00:00:00.000","224 Veteran's Way
Trenton (T), NY 13304
(43.261247, -75.18742)"
"Gershow Recycling of Freeport","143 Hanse Avenue",,"Freeport","NY","11520","Nassau","1","5166340644","Gershow Recycling of Freeport Inc","Private","Scrap metal processor - registration","[30V30102]","Yes","620800","4500610","1 - No accuracy stated",,"30V50102","2018-12-15T00:00:00.000","2021-12-14T00:00:00.000","143 Hanse Avenue
Freeport, NY 11520
(40.647433, -73.572256)"
"#1 Auto Parts","2130 Route 14",,"Geneva","NY","14456","Ontario","8","8002479253","John P. Sebastian","Private","VDF - large - registration","[35V50001]","Yes","338588","4754896",,"End of Life Vehicles","35V50001","2018-05-14T00:00:00.000","2023-05-13T00:00:00.000","2130 Route 14
Geneva, NY 14456
(42.930176, -76.977843)"
"Southern Tier Recycling Center","225 Homer Street",,"Olean","NY","14760","Cattaraugus","9","8002273558","Casella Waste Management of NY; Inc.","Private","RHRF - greater than 5 tpd - registration","[05R20022]","Yes","215617","4666770","4.2 - Utilization of GIS and existing spatial data","Single Stream;Commingled Paper","05R20022","2019-09-18T00:00:00.000","2024-09-18T00:00:00.000","225 Homer Street
Olean, NY 14760
(42.101736, -78.439734)"
"Edward Arnold Scrap Processors Inc","2216 Angling Road",,"Corfu","NY","14036","Genesee","8","5857629080","Edward Arnold Jr","Private","RHRF - 5 tpd or less - registration","[19R10008]","Yes","227805","4763946",,"Commingled Containers;Commingled Paper;Paperboard/Boxboard;Office Paper;Plastics","19R10008","2018-05-19T00:00:00.000","2023-05-18T00:00:00.000","2216 Angling Road
Corfu, NY 14036
(42.979677, -78.337622)"
"College of Veterinary Medicine at Cornell University","Upper Tower Road",,"Ithaca","NY","14853","Tompkins","7","6072533760","College of Vet Medicine at Cornell","State","RMW - permit","[55JP0005]","Yes","379548","4700524","1 - No accuracy stated",,"7-5030-00007/00006","2020-04-06T00:00:00.000","2030-04-05T00:00:00.000",
"Danskammer Landfill(Mercia)","994 River Road","Danskammer Generation Station","Newburgh","NY","12550","Orange","3","8455639116","Helios Power Capital LLC","Private","Landfill - industrial waste monofill - permit","[36N01]","Yes","586321","4602888",,"Ash (Coal-Fly);Ash (Coal-Bottom)","3-3346-00011/00018","2018-12-05T00:00:00.000","2021-11-13T00:00:00.000","994 River Road
Newburgh, NY 12550
(41.571641, -73.976941)"
"Orange County Transfer Station #2 (Newburgh CDA)","9 Orr Avenue",,"Newburgh","NY","12550","Orange","3","8453741901","Orange County","County","Transfer station - permit","[36T09]","Yes","576765","4595131","1 - No accuracy stated","MSW (Residential/Institutional & Commercial);Single Stream;Magazines;Metals (Ferrous & Non-Ferrous);Waste Tires;Waste Oil (Other);Electronics;Commingled Paper & Containers;Construction & Demolition Debris","3-3346-00069/00005","2018-11-27T00:00:00.000","2023-11-26T00:00:00.000","9 Orr Avenue
Newburgh, NY 12550
(41.504699, -74.08036)"
"Karl Edmundson","3084 State Route 28",,"Shokan","NY","12481","Ulster","3","8457501515","Karl Edmundson","Private","Composting - yard trimmings - registration","[56P10003]","Yes","565875","4647388","4 - GIS Assisted","Yard Waste","56P10003","2020-12-28T00:00:00.000","2022-12-27T00:00:00.000","3084 State Route 28
Shokan, NY 12481
(41.974149, -74.201784)"
"Poland Sand & Gravel - Floyd","Koenig Road",,"Floyd","NY","13440","Oneida","6","3158263761","PSG Realty LLC","Private","CDDHRF - concrete rock brick - registration","[33C10024]","Yes","472117","4782361","1.1 - Obtained from original submission and unverified process","Concrete;Brick;Rock","33C10024","2020-10-15T00:00:00.000","2025-10-14T00:00:00.000",
"Pocantico River Road Compost Facility","Pocantico River Rd.",,"Pleasantville","NY","10570","Westchester","3","9147422300","Town of Mt. Pleasant",,"Composting - yard waste - permit","[60Y07]","Yes","602641","4550083","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste","3-5534-00096/00007","2019-06-21T00:00:00.000","2024-06-20T00:00:00.000",
"All Recycling Inc.","279 South William Street",,"Newburgh","NY","12550","Orange","3","8455627530","Hal Roth","Private","Scrap metal processor - registration","[36V30003]","Yes","581737","4594358",,"Scrap Metal - Ferrous ;Scrap Metal - Aluminum ;Copper;Brass","36V30003","2018-11-15T00:00:00.000","2022-11-14T00:00:00.000","279 South William Street
Newburgh, NY 12550
(41.496736, -74.02082)"
"Metropolitan Transfer Station","287 Halleck Street",,"Bronx","NY","10474","Bronx","2","7185897733","Waste Connections","Private","Transfer station - permit","[03T36]","Yes","594488","4517915",,"MSW (Residential/Institutional & Commercial);Compost;Metals (Ferrous & Non-Ferrous)","2-6007-00007/00004","2020-07-17T00:00:00.000","2020-08-10T00:00:00.000","287 Halleck Street
Bronx, NY 10474
(40.806731, -73.879659)"
"Sims Metal Management LIC","30-27 Greenpoint Avenue",,"Long Island City","NY","11101","Queens","2","7187866031","Sims Metal Management East","Private","RHRF - registration","[41MA6]","Yes","589598","4509798","4.3 - Utilization of Digital Orthophoto Quads","Metals (Aluminum);Metals (Ferrous);Metals (Non-Ferrous);Commingled Paper;Source Separated Recyclables (Metal/Glass/Paper/Plastic)","41MA6",,,"30-27 Greenpoint Avenue
Long Island City, NY 11101
(40.734072, -73.939017)"
"Mid Island Auto Wreckers Inc. (Deer Park)","1013 Long Island Ave",,"Deer Park","NY","11729","Suffolk","1","6315866599","David Marro","Private","VDF - large - registration","[52V50321]","Yes","642389","4514164",,"End of Life Vehicles","52V50321","2020-10-07T00:00:00.000","2025-10-06T00:00:00.000","1013 Long Island Ave
Deer Park, NY 11729
(40.765663, -73.312506)"
