"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.077471411872 29.938105214864)","7","1634 EUTERPE ST","JESUS TORELLO #319",,"1990-08-08","2001 - TAXI SERVICE","274674","NEW ORLEANS","TORELLO, JESUS","LA",,"EUTERPE","1634","ST",,"70130","3678594.21691","525161.489085"
"POINT (-90.032904027936 30.007492481704)","3460","4901 CHEF MENTEUR HWY","LEGACY",,"2013-07-25","3326 - GENERAL RENTAL CENTERS","275628","NEW ORLEANS","PATRICK'S PLACE EAST LLC","LA",,"CHEF MENTEUR","4901","HWY","STE 5","70126","3692422.72931","550550.675092"
"POINT (-90.07743342328 29.943926750606)","4990","1139 ORETHA CASTLE HALEY BLVD","ADAMICK ARCHITECTURE",,"2015-01-01","3353 - ARCHITECTURAL SERVICES","274741","NEW ORLEANS","ADAMICK ARCHITECTURE","LA",,"ORETHA CASTLE HALEY","1139","BLVD",,"70113","3678583.04571","527278.543167"
"POINT (-90.088572565855 29.963900282876)","2943","250 S BROAD ST","IDEAL DISCOUNT SUPERMARKET","5048224232","2002-05-14","1106 - GROCERY (EXC CONVENIENCE) STORES","279415","NEW ORLEANS","250 S BROAD INC","LA","S","BROAD","250","ST",,"70119","3674976.47893","534503.173573"
"POINT (-90.076989294557 29.951922709288)","7451","200 S BROAD STREET","COMMUNITY CARE SOLUTIONS",,"2017-09-25","0182 - OFFICES OF MENTAL HEALTH PRACTIT, OTH","278373","NEW ORLEANS","COMMUNITY CARE SOLUTIONS, INC","LA","S","BROAD","200","STREET","SUITE 7","70119","3678691.8167","530187.70942"
"POINT (-90.071637184044 29.945616104024)","5528","810 ST CHARLES AVE","SALON DU BEAU MONDE,INC","5045680050","2000-08-05","3338 - BEAUTY SALONS","284054","NEW ORLEANS","SALON DU BEAU MONDE,INC","LA",,"ST CHARLES","810","AVE",,"70130","3680411.89621","527913.019391"
"POINT (-90.069988912638 29.952153906983)","5093","201 ST CHARLES AVE","ELKINS, PLC","5045293600","1990-01-17","3382 - LAWYERS","285238","NEW ORLEANS","ELKINS, PLC             ELKINS, GARY J","LA",,"ST CHARLES","201","AVE","4400","70170-0002","3680907.66773","530296.154625"
"POINT (-90.076989294557 29.951922709288)","3134","1108 SEVERNE AVE","UNION TRANSIT",,"2006-08-29","2001 - TAXI SERVICE","275600","METAIRIE","UNION TRANSIT, INC","LA",,"SEVERNE","1108","AVE",,"70001","3678691.8167","530187.70942"
"POINT (-90.09943017857 29.978305643036)","6086","401 N CARROLLTON AVE","WINN DIXIE STORE #1472",,"2013-07-24","1106 - GROCERY (EXC CONVENIENCE) STORES","279583","NEW ORLEANS","WINN DIXIE MONTGOMERY LLC","LA","N","CARROLLTON","401","AVE",,"70119","3671482.24667","539704.336458"
"POINT (-90.067640433076 29.968982566535)","396","1501 ESPLANADE AVE","LORENZO BERGEN","5049454090","2001-02-05","1173 - ART DEALERS","280602","NEW ORLEANS","LORENZO BERGEN","LA",,"ESPLANADE","1501","AVE",,"70116","3681583.75125","536423.885767"
"POINT (-90.058015757629 29.960707650073)","1518","1235 N PETERS ST","RUSSELL KELLY",,"2018-11-16","0151 - FLEA MARKET","286864","NEW ORLEANS","RUSSELL KELLY","LA","N","PETERS","1235","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.062879802116 29.947717304451)","3601","500 PORT OF NEW ORLEANS PL","FAT TUESDAY","5048319415","2014-05-19","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","278553","NEW ORLEANS","DAIQUIRIS-RIVERWALK LIMITED PARTNERSHIP","LA",,"PORT OF NEW ORLEANS","500","PL","STE 247","70130","3683176.75695","528707.735424"
"POINT (-89.955750830355 30.032610955763)","7600","5241 E IDLEWOOD CT","STI FOUNDATION",,"2019-08-01","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","285488","NEW ORLEANS","STI FOUNDATION","LA","E","IDLEWOOD","5241","CT",,"70128","3716730.85573","559970.005405"
"POINT (-90.113398247913 30.025818416901)","1243","7900 LAKESHORE DR","THE BLUE CRAB RESTAURANT & OYSTER BAR","5044737403","2012-06-12","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","282263","NEW ORLEANS","LAKEVIEW LANDINGS, LLC","LA",,"LAKESHORE","7900","DR",,"70124","3666876.25191","556934.571034"
"POINT (-90.064956535999 29.957660570868)","3981","626 ROYAL ST","RACHEL'S NEW ORLEANS",,"2018-05-26","8550 - 2(35)(A) RETAIL SALE/TEMPORARY QUARTERS","286466","NEW ORLEANS","ALLY COSMETICS INC","LA",,"ROYAL","626","ST",,"70130","3682479.07618","532316.184451"
"POINT (-90.113960717495 29.941319145095)","2465","2635 STATE ST","URSULINE NUNS OF THE          PARISH OF ORLEANS",,"1975-01-01","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","283522","NEW ORLEANS","URSULINE NUNS OF THE    PARISH OF ORLEANS","LA",,"STATE","2635","ST","W","70118-6329","3667025.25959","526205.373566"
"POINT (-90.076989294557 29.951922709288)","9488","3608 18TH ST","LINFIELD, HUNTER & JUNIUS, INC",,"2016-04-04","3355 - ENGINEERING SERVICES","277257","METAIRIE","LINFIELD, HUNTER & JUNIUS, INC","LA",,"18TH","3608","ST",,"70002","3678691.8167","530187.70942"
"POINT (-90.074034839001 29.940708513066)","9698","1224 ST CHARLES AVE","PETE'S PAPERCRAFTS","5047170724","2018-08-17","1212 - HOME BASED-OFFICE USE ONLY","278397","NEW ORLEANS","PETE'S PAPERCRAFTS LLC","LA",,"ST CHARLES AVE","1224",,,"70130","3679672.20731","526120.08787"
"POINT (-89.98063037259 30.015005672617)","7764","9000 CHEF MENTEUR HWY","SHE SHE'S",,"1989-03-17","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","276710","NEW ORLEANS","CODE INC","LA",,"CHEF MENTEUR","9000","HWY","K","70127","3708934.39985","553474.280215"
"POINT (-90.059692719338 29.998357219919)","3379","3112 GENTILLY BLVD","CITY GEAR 66","9013458525","2012-01-20","1128 - CLOTHING STORES, OTHER","283884","NEW ORLEANS","SHELMAR RETAIL PARTNERS LLC","LA",,"GENTILLY","3112","BLVD",,"70122","3683981.35209","547133.506961"
"POINT (-90.060992811291 29.958914619743)","127","929 DECATUR ST","JAZZ FUNERAL",,"1992-08-31","1154 - GIFT, NOVELTY & SOUVENIR STORES","286133","NEW ORLEANS","CAJUN CRABNET INC","LA",,"DECATUR","929","ST",,"70116","3683729.11311","532786.117508"
"POINT (-90.07305226067 30.019234744393)","4485","6027 CHATHAM DR","EVAN JAMES CONSULTING, LLC",,"2022-06-28","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","291554","NEW ORLEANS","EVAN JAMES CONSULTING, LLC","LA",,"CHATHAM","6027","DR",,"70122","3679669.31938","554678.650776"
"POINT (-90.073934259163 29.989102434464)","8786","1995 GENTILLY BLVD","SHAOLIN INSTITUTE","5048351877","2014-02-14","0175 - EDUCATIONAL SUPPORT SERVICES","278330","NEW ORLEANS","SHAOLIN INSTITUTE, INC","LA",,"GENTILLY","1995","BLVD","STE C1","70119","3679510.64187","543718.28187"
"POINT (-90.053270837172 29.998981845891)","185","2448 GLADIOLUS ST","BAKERY TELEGRAM DELIVERY","5049471057","1992-09-24","3803 - PERSONAL SERVICES, ALL OTHER","289624","NEW ORLEANS","EAGER, CARYL C","LA",,"GLADIOLUS","2448","ST",,"70122","3686011.45199","547383.295761"
"POINT (-90.097394809839 29.965075079777)","1512","3321 TULANE AVE","TULANE SHELL",,"2018-11-01","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","283180","NEW ORLEANS","OTTALLAH 2 INC","LA",,"TULANE","3321","AVE",,"70119","3672178.50267","534900.137158"
"POINT (-90.102496520185 29.959308662794)","771","1050 S NORMAN C FRANCIS PRKWY","MEMO PAINTING COMPANY, INC","5044838800","2008-10-13","1164 - PAINTING & WALL COVERING CONTRACTORS","286339","NEW ORLEANS","MEMO PAINTING COMPANY, INC","LA","S","NORMAN C FRANCIS","1050","PRKWY","STE #339","70125","3670585.70151","532785.859524"
"POINT (-90.114271130167 30.021403407771)","5180","8555 PONTCHARTRAIN BLVD","RUSSELL'S MARINA GRILL","5042829980","1989-03-31","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","282513","NEW ORLEANS","PAVLOS INC","LA",,"PONTCHARTRAIN","8555","BLVD",,"70124","3666617.12474","555326.148249"
"POINT (-90.076989294557 29.951922709288)","4167","4001 BEHRMAN AVE","JACKSON HEWITT TAX SVC",,"2017-01-30","3347 - TAX PREPARATION SERVICES","276150","NEW ORLEANS","1040 INC","LA",,"BEHRMAN","4001","AVE",,"70114","3678691.8167","530187.70942"
"POINT (-90.065513625191 29.951361285205)","5127","365 CANAL ST","JACK SUTTON FINE JEWELRY","5045228080","1984-05-10","1122 - JEWELRY STORES","285146","NEW ORLEANS","RICARDE JEWELERS, INC","LA",,"CANAL","365","ST","122","70130","3682328.02095","530023.581121"
"POINT (-90.066938537925 29.955414393115)","8609","334 ROYAL ST","COPS 8","5045882677","2011-04-12","1156 - VENDING MACHINE OPERATORS","286426","NEW ORLEANS","COPS 8 INC.","LA",,"ROYAL","334","ST",,"70130","3681860.50888","531492.449795"
"POINT (-90.076989294557 29.951922709288)","10137","5530 MAGAZINE STREET","BLO BLOW DRY BAR","5044426822","2022-01-10","3338 - BEAUTY SALONS","284703","NEW ORLEANS","KBLO LLC","LA",,"MAGAZINE","5530","STREET",,"70115","3678691.8167","530187.70942"
"POINT (-89.989597092313 30.038994550866)","3779","9015 MORRISON RD","3 SISTERS ACADEMY","5042422893","2013-05-06","3366 - CHILD DAY CARE SERVICES","275462","NEW ORLEANS","ROMELL E CUREAUX","LA",,"MORRISON","9015","RD",,"70127","3705994.47217","562164.155423"
"POINT (-90.076989294557 29.951922709288)","56","2132 PORT ST","CHIEF AUTO & BODY FENDER WORKSINC",,"1992-07-27","2031 - AUTOMOTIVE BODY, PAINT & INTERIOR R&M","282871","NEW ORLEANS","CHIEF AUTO & BODY FENDER WORKSINC","LA",,"PORT","2132","ST",,"70117","3678691.8167","530187.70942"
"POINT (-90.085976286132 29.968510933641)","6571","2728 CONTI ST","MOHAMMAD KHAN",,"2017-05-02","2001 - TAXI SERVICE","284116","NEW ORLEANS","MOHAMMAD KHAN","LA",,"CONTI","2728","ST","A","70119","3675780.28104","536188.720583"
"POINT (-90.00845745718 29.933562364608)","3449","2028 BECK ST","GENESIS SITTING SERVICE","5049570887","2013-05-31","0176 - HOME HEALTH CARE SVCS","278850","NEW ORLEANS","DUNCAN JACKIE M","LA",,"BECK","2028","ST",,"70131","3700470.60074","523755.698683"
"POINT (-90.058015757629 29.960707650073)","7397","1200 N PETERS ST","JOSE EMNACE","5043615192","1991-08-01","0151 - FLEA MARKET","277964","NEW ORLEANS","EMNACE, JOSE","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.103672241972 30.003605611472)","4186","6255 MARSHAL FOCH ST","DAIDREAM BEAUTY BAR",,"2019-03-25","3338 - BEAUTY SALONS","288745","NEW ORLEANS","DAIDREAM INTERNATIONAL LLC","LA",,"MARSHAL FOCH","6255","ST","2","70124","3670040.55316","548889.976723"
"POINT (-90.085833236168 29.968029930554)","449","321 N BROAD ST","DURAND'S TUXEDO CONSULTANTS","5044211116","2006-11-01","3316 - FORMAL WEAR & COSTUME RENTAL","285103","NEW ORLEANS","DAVID A DURAND239","LA","N","BROAD","321","ST",,"70119","3675827.47707","536014.302855"
"POINT (-90.064606764668 30.029000546539)","7596","2000 ALUMNI DR","CHARTWELLS/BUILD COFFEE",,"2019-07-01","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","288228","NEW ORLEANS","COMPASS GROUP USA, INC","LA",,"ALUMNI","2000","DR","102","70148","3682302.58831","558259.384604"
"POINT (-90.085254168802 29.964538646765)","9170","2525 CANAL ST","NEW ORLEANS MEDICAL CLINIC",,"2017-11-28","0185 - OFFICES OF HEALTH PRACT, ALL OTH MISC","283800","NEW ORLEANS","SUPERIOR MEDICINE GROUP,LLC","LA",,"CANAL","2525","ST",,"70119","3676024.64654","534746.73607"
"POINT (-90.01620104703 30.009281567884)","2557","6210 CHEF MENTEUR HWY","U-HAUL CENTER GENTILLY","6022636583","1980-07-01","3314 - TRUCK/UTILITY TRAILER/RV RNTL & LSNG","281739","NEW ORLEANS","U-HAUL CO OF LA INC","LA",,"CHEF MENTEUR","6210","HWY",,"70126","3697701.53392","551261.634965"
"POINT (-89.978039192614 29.915156334715)","8542","7055 TULLIS DR","MARSHALL'S AC & HEAT REPAIR","5044731851","2009-10-23","0802 - PLUMBING, HEATING & A/C CONTRACTORS","281934","NEW ORLEANS","MARSHALL PHILIP","LA",,"TULLIS","7055","DR",,"70131","3710183.86993","517175.350581"
"POINT (-90.043719709208 29.955149914188)","5520","1240 PATTERSON ST","COOPER T SMITH MOORING CO,INC","5044316100","2000-01-01","2016 - PORT & HARBOR OPERATIONS","283257","NEW ORLEANS","COOPER T SMITH MOORINGCOINC","LA",,"PATTERSON","1240","ST",,"70114","3689213.91766","531478.279683"
"POINT (-90.075257535793 29.948041883508)","6867","1000 GIROD ST","THE BEACON AT SOUTH MARKET",,"2016-01-01","3305 - LESSOR OF RESIDENTIAL BLDGS/DWELLINGS","283145","NEW ORLEANS","SOUTH MARKET DISTRICT B1,LLC","LA",,"GIROD","1000","ST",,"70113","3679255.69909","528782.515456"
"POINT (-90.00924854205 29.964951981096)","8434","6021 N CLAIBORNE AVE","LA COYOTA TAQUERIA #1","5047589416","2008-10-01","5502 - MOBILE FOOD SERVICES","277691","NEW ORLEANS","JESSE GUTITERREZ JR.","LA","N","CLAIBORNE","6021","AVE",,"70117","3700088.14743","535167.145734"
"POINT (-90.076989294557 29.951922709288)","6873","3475 E FOOTHILL BLVD","TETRA TECH","5046584290","2017-08-25","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","279177","PASADENA","TETRA TECH,INC","CA","E","FOOTHILL","3475","BLVD",,"91107","3678691.8167","530187.70942"
"POINT (-90.085907051337 29.923860711244)","8530","1029 9TH ST","HAIR OF THE DOG SALON","5042286477","2013-02-19","3304 - PET CARE (EXC VETERINARIAN) SERVICES","288652","NEW ORLEANS","HAIR OF THE DOG SALON, LLC","LA",,"9TH","1029","ST",,"70115","3675978.96136","519952.488248"
"POINT (-90.067573577506 29.954992794813)","9133","301 ROYAL ST","CURIO",,"2017-09-15","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","279680","NEW ORLEANS","301 ROYAL LLC","LA",,"ROYAL","301","ST",,"70130","3681661.11458","531336.91917"
"POINT (-90.103119544819 29.954135142851)","9435","1515 S SALCEDO ST","SJRR, LLC",,"2018-01-08","0315 - COMMERCIAL/INSTITUTIONAL BLDG CONSTRU","291120","NEW ORLEANS","SJRR, LLC","LA","S","SALCEDO","1515","ST","STE 130","70125","3670408.62324","530902.45197"
"POINT (-90.072159932624 29.948409584778)","3949","600 CARONDELET ST","FREDA","9176535049","2016-06-16","1128 - CLOTHING STORES, OTHER","277319","NEW ORLEANS","FREDA NOLA, LLC","LA",,"CARONDELET","600","ST","STE. 130","70130","3680235.16879","528927.008512"
"POINT (-90.118274623597 30.005999420975)","5065","247 W HARRISON AVE","FLEUR DE LIS CAR CARE CENTER",,"1988-12-20","1142 - GASOLINE STATIONS, OTHER","278724","NEW ORLEANS","BERGERON, C RAY         BERGERON, C RAY","LA","W","HARRISON","247","AVE",,"70124","3665409.63412","549711.161108"
"POINT (-90.045149371691 29.967665839893)","4378","3036 ST CLAUDE AVE","BACK YARD GARDEN LLC",,"2021-03-12","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","282469","NEW ORLEANS","BACK YARD GARDEN LLC","LA",,"ST CLAUDE","3036","AVE",,"70117","3688710.04278","536024.432007"
"POINT (-90.037785477168 29.966017663187)","643","3708 ST CLAUDE AVE","MIKE'S FOOD STORE","5043907943","2007-04-01","1106 - GROCERY (EXC CONVENIENCE) STORES","282764","NEW ORLEANS","MMBS INC.","LA",,"ST CLAUDE","3708","AVE",,"70117","3691048.33366","535451.381574"
"POINT (-90.069988912638 29.952153906983)","4710","201 ST CHARLES AVE","SISUNG CAPITAL MANAGEMENT, LLC","5045447700","2004-02-02","3352 - INVESTMENT ADVICE","284368","NEW ORLEANS","GREG NAQUIN, LARRY J SISUNG JR, ROBERT LANE SISU","LA",,"ST CHARLES","201","AVE","STE 4240","70170","3680907.66773","530296.154625"
"POINT (-90.115680828382 29.961873922409)","8048","8135 EARHART BLVD","THE SHERWIN WILLIAMS CO #7446","2165662577","1999-11-01","0149 - PAINT, VARNISH & SUPPLIES WHLSRS","281642","NEW ORLEANS","THE SHERWIN WILLIAMS CO # TAX DEPT","LA",,"EARHART","8135","BLVD",,"70118","3666401.07079","533674.083205"
"POINT (-90.105720028068 29.923214763865)","4161","4714 COLISEUM ST","KEEPER IN BALANCE LLC",,"2017-01-01","3336 - ACCOUNTING SERVICES, OTHER","278555","NEW ORLEANS","KEEPER IN BALANCE LLC","LA",,"COLISEUM","4714","ST",,"70115","3669705.61863","519649.818424"
"POINT (-90.096351246305 29.964909899951)","8056","3229 DHEMECOURT ST","ELLIS TAXI METER & SIGN CO,LLC","5048226508","2000-05-01","2002 - GENERAL AUTOMOTIVE REPAIR","285279","NEW ORLEANS","ELLIS TAXI METER & SIGN LLC","LA",,"DHEMECOURT","3229","ST",,"70119","3672509.56865","534843.636742"
"POINT (-90.066951523242 29.954564823859)","3","615 BIENVILLE ST","THE PELICAN CLUB","5045231504","1990-06-20","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","280856","NEW ORLEANS","RIVER ROADS FOOD COMPANY","LA",,"BIENVILLE","615","ST",,"70130","3681859.81148","531183.469826"
"POINT (-90.089108026031 29.961419212247)","2103","2601 TULANE AVE","2 LANE CAFE",,"2019-09-16","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","288628","NEW ORLEANS","2 LANE CAFE LLC","LA",,"TULANE","2601","AVE",,"70119","3674816.73384","533599.120901"
"POINT (-90.073956104354 29.95011861527)","948","930 POYDRAS ST","PREMIUM PARKING SERVICE -101",,"2010-01-01","2014 - PARKING LOTS & GARAGES","282555","NEW ORLEANS","PREMIUM PARKING SERVICE, LLC","LA",,"POYDRAS","930","ST",,"70112","3679659.53346","529542.218497"
"POINT (-89.964756717749 30.015995293066)","5215","10301 OLD GENTILLY RD","CAR CRUSHERS INC OF LA","5043737261","1988-12-28","1701 - AUTO & OTH MOTOR VEHICLE WHLSRS","278301","NEW ORLEANS","BRIAN BALLARD","LA",,"OLD GENTILLY","10301","RD",,"70127","3713953.50866","553893.793559"
"POINT (-90.076989294557 29.951922709288)","5505","838 ROYAL ST","SALON DIVERSIONS","5045939980","1995-10-01","3338 - BEAUTY SALONS","283602","NEW ORLEANS","PERKINS, WESLEY         SCHOUEST, BIANCA","LA",,"ROYAL","838","ST",,"70116","3678691.8167","530187.70942"
"POINT (-90.074314397328 29.94030678773)","9887","1300 ST CHARLES AVE","DELMONICO RESTAURANT","5045583944","1998-05-28","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","277744","NEW ORLEANS","EMERIL LLC","LA",,"ST CHARLES","1300","AVE",,"70130","3679585.27592","525973.033149"
"POINT (-90.076759867432 29.97662504846)","4215","2520 BAYOU RD","HAPPINESS LLC",,"2019-09-24","2003 - LIMOUSINE SERVICE","289938","NEW ORLEANS","HAPPINESS LLC","LA",,"BAYOU","2520","RD",,"70119","3678665.96053","539171.20385"
"POINT (-90.088562878637 29.964540029542)","383","209 S BROAD ST","A- PRIORITY ONE","5049489868","1999-05-10","3001 - PASSENGER CAR RENTAL","278591","NEW ORLEANS","A- PRIORITY ONE, LLC","LA","S","BROAD","209","ST",,"70119","3674977.01877","534735.842886"
"POINT (-90.076989294557 29.951922709288)","2312","732 BROAD AVE","LUCKY COIN MACHINE CO, LLC",,"2011-03-12","4502 - COIN-OPER AMUSEMENT DEVICES, ALL OTH","281257","NEW ORLEANS","LUCKY COIN MACHINE CO, LLC","LA",,"BROAD","732","AVE",,"70118","3678691.8167","530187.70942"
"POINT (-90.062308966398 29.998676264513)","888","2050 CATON ST","EXCELTH FAMILY HEALTH CENTER","5045241210","2012-01-25","0185 - OFFICES OF HEALTH PRACT, ALL OTH MISC","286796","NEW ORLEANS","EXCELTH, INC.","LA",,"CATON","2050","ST",,"70122","3683151.97724","547240.329041"
"POINT (-89.998168484738 29.905641083248)","9467","3700 TALL PINES DR","CHARTWELLS AT DWIGHT EISENHOWER","2252709266","2019-08-09","2063 - CAFETERIAS","277447","NEW ORLEANS","COMPASS TWO,LLC","LA",,"TALL PINES","3700","DR",,"70131","3703847.64535","513640.437618"
"POINT (-90.009340545976 29.964582195816)","293","6024 N CLAIBORNE AVE","CAJUN JOE'S SEAFOOD","5049420202","2003-03-10","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","285404","NEW ORLEANS","THANH CHAU CORPORATION","LA","N","CLAIBORNE","6024","AVE",,"70117","3700060.5704","535032.34247"
"POINT (-90.071274112821 29.947823827977)","8244","625 ST CHARLES AVE","BETWEEN THE BREAD","5044952387","2009-01-05","1111 - SPECIALTY FOOD STORES, ALL OTHER","279158","NEW ORLEANS","HARRY AND SMITH LLC","LA",,"ST CHARLES","625","AVE",,"70130","3680518.03323","528717.094656"
"POINT (-90.133202564014 29.949901532158)","978","8438 OAK ST","ENTABLATURE","5043223822","2013-07-01","0315 - COMMERCIAL/INSTITUTIONAL BLDG CONSTRU","291469","NEW ORLEANS","ENTABLATURE, LLC","LA",,"OAK","8438","ST","STE C","70118","3660898.67149","529261.922113"
"POINT (-90.058015757629 29.960707650073)","7831","1200 N PETERS ST","HARWELL, PAMELA","5049454706","1991-01-29","0151 - FLEA MARKET","275191","NEW ORLEANS","HARWELL, PAMELA","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.060394503769 29.965967249191)","359","1526 PAUGER ST","LITTLE EAZY BED & BREAKFAST",,"2004-08-17","4703 - BED & BREAKFAST INNS","276456","NEW ORLEANS","WALKER, MARGARET A","LA",,"PAUGER","1526","ST",,"70116","3683890.07209","535352.817926"
"POINT (-90.128444237149 29.950367835814)","5908","8203 JEANNETTE ST","GREEN LIGHT NEW ORLEANS","5043242429","2009-12-08","5506 - SVCS TO BLDGS & DWELLINGS, OTHER","284923","NEW ORLEANS","GREEN LIGHT NEW ORLEANS","LA",,"JEANNETTE","8203","ST",,"70118","3662403.72397","529447.301953"
"POINT (-90.101440466025 29.927729640691)","2529","4319 CARONDELET ST","JUNIOR LEAGUE OF N O PUBLS",,"1975-06-01","1145 - BOOK STORES","288246","NEW ORLEANS","BLUCKS, THOMAS C        BLUCKS, THOMAS C","LA",,"CARONDELET","4319","ST",,"70115","3671043.55009","521306.140921"
"POINT (-90.069314710239 29.951134331405)","6717","614 GRAVIER ST","LABARRE",,"2020-02-28","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","286567","NEW ORLEANS","614 GRAVIER,LLC","LA",,"GRAVIER","614","ST",,"70130","3681125.25352","529927.754177"
"POINT (-89.986965956365 30.012657110858)","7842","8201 OLD GENTILLY RD","QUALITY MOTORS","5042441936","1993-05-27","2002 - GENERAL AUTOMOTIVE REPAIR","274940","NEW ORLEANS","BROWN, TIMOTHY KEVIN","LA",,"OLD GENTILLY","8201","RD",,"70126","3706939.46167","552596.642134"
"POINT (-90.071607101017 29.937837980167)","6680","1321 MAGAZINE ST","BEYENE TEWOLDE",,"2019-10-01","2001 - TAXI SERVICE","280557","NEW ORLEANS","TEWOLDE LLC","LA",,"MAGAZINE","1321","ST",,"70130","3680452.56789","525084.716733"
