"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"1782 North d'Orgenois Street","2017-01-28T00:00:00.000","Seventh Ward","2519148","D","DPW - Vac Crew","General Maintenance",,"399-480-0412","21442","29.9815241249","-90.0708564079","Cleaned","(29.9815241249, -90.0708564079)"
"100 Eastview Drive",,"Read Blvd East","2518561","E",,,,"438-504-0050",,"30.0473897544","-89.9485254728",,"(30.0473897544, -89.9485254728)"
"1770 Tchoupitoulas Street",,"Lower Garden District","2506098","B",,,,"399-460-0572",,"29.9272797386","-90.0671525478",,"(29.9272797386, -90.0671525478)"
"13502 Granville Street",,"Village De Lest","2512790","E",,,,"444-500-0254",,"30.0385692333","-89.9268874011",,"(30.0385692333, -89.9268874011)"
"6368 Pandora Street","2019-11-02T00:00:00.000","Pines Village","2520180","D","PWD3714","GeneralMaintenance",,"414-496-0220","33859","30.0262986689","-90.0173346601","Inaccessible","(30.0262986689, -90.0173346601)"
"1813 Rev. John Raphael, Jr. Way","2017-11-03T00:00:00.000","Central City","2504944","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-464-0668","8434","29.9419776381","-90.0847151775","Cleaned","(29.9419776381, -90.0847151775)"
"5500 Laurel Street","2017-11-09T00:00:00.000","West Riverside","2502026","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-456-0484","9575","29.9183150616","-90.1168508564","Cleaned","(29.9183150616, -90.1168508564)"
"4835 Michoud Boulevard","2017-11-14T00:00:00.000","Village De Lest","2513033","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"444-500-0116","10531","30.034759711","-89.9292262694","Cleaned","(30.034759711, -89.9292262694)"
"4667 Longfellow Drive",,"Read Blvd West","2522872","E",,,,"426-494-0410",,"30.0202802762","-89.9782009167",,"(30.0202802762, -89.9782009167)"
"4330 Majestic Oaks Drive",,"Pines Village","2518600","D",,,,"417-490-0207",,"30.011248438","-90.0154031564",,"(30.011248438, -90.0154031564)"
,,"Read Blvd East","2518559","E",,,,"435-504-0032",,"30.0459046746","-89.9527222513",,"(30.0459046746, -89.9527222513)"
"700 Thayer Street",,"Whitney","2560523","C",,,,"408-468-0216",,"29.9483539698","-90.0431398236",,"(29.9483539698, -90.0431398236)"
"4628 Prentiss Avenue","2017-11-08T00:00:00.000","Pontchartrain Park","2520438","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-492-0197","9234","30.0177406988","-90.0377417014","Cleaned","(30.0177406988, -90.0377417014)"
"5001 South Claiborne Avenue","2017-11-06T00:00:00.000","Broadmoor","2502969","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-464-0634","8758","29.9410404422","-90.1081234319","Cleaned","(29.9410404422, -90.1081234319)"
"1230 Thayer Street","2020-05-09T00:00:00.000","Whitney","2516225","C","PWD3711","311Case",,"408-466-0276","37909","29.9421830049","-90.043279895","Inspected","(29.9421830049, -90.043279895)"
,,"Read Blvd East","2527435","E",,,,"438-498-0047",,"30.0330268567","-89.9400287463",,"(30.0330268567, -89.9400287463)"
"4921 Papania Drive",,"Read Blvd East","2522798","E",,,,"432-496-0105",,"30.0261152417","-89.9596319339",,"(30.0261152417, -89.9596319339)"
"746 Market Street",,"Lower Garden District","2505971","B",,,,"399-460-0488",,"29.9305529193","-90.0699677188",,"(29.9305529193, -90.0699677188)"
"721 First Street",,"Lower Garden District","2505787","B",,,,"396-458-0446",,"29.9250763666","-90.0769614052",,"(29.9250763666, -90.0769614052)"
"633 Lee's Lane",,"Behrman","2516879","C",,,,"414-464-0340",,"29.9379147152","-90.0179615425",,"(29.9379147152, -90.0179615425)"
"905 Elmira Avenue","2019-01-11T00:00:00.000","McDonogh","2515924","C","PWD3698","GeneralMaintenance",,"405-466-0559","27383","29.9464928302","-90.0473564578","Inaccessible","(29.9464928302, -90.0473564578)"
"4800 Read Boulevard",,"Read Blvd West","2523039","E",,,,"429-494-0126",,"30.0229034999","-89.968729471",,"(30.0229034999, -89.968729471)"
"13100 Carriere Court","2017-11-04T00:00:00.000","Viavant","2512762","E","DPW - Vac Truck #1","General Maintenance","200","444-496-0092","8613","30.0263613831","-89.9301832874","Cleaned","(30.0263613831, -89.9301832874)"
"2300 Louisiana Avenue","2020-03-02T00:00:00.000","Milan","2506393","B","PWD3711","GeneralMaintenance","20","390-462-0875","36327","29.9345634183","-90.0947455126","Cleaned","(29.9345634183, -90.0947455126)"
"7420 Mayo Road","2017-06-02T00:00:00.000","Little Woods","2526610","E","DPW - Vac Crew","General Maintenance",,"420-498-0157","22190","30.0335733716","-90.0056075773","Cleaned","(30.0335733716, -90.0056075773)"
,"2021-04-09T00:00:00.000","Pines Village","2560617","D","PWD3719","311Case","30","411-498-0063","42668","30.032618272","-90.0271363262","Cleaned","(30.032618272, -90.0271363262)"
"2111 Comet Street",,"Old Aurora","2516892","C",,,,"417-462-0327",,"29.9323791724","-90.0092884256",,"(29.9323791724, -90.0092884256)"
"501 Newton Street","2019-05-31T00:00:00.000","McDonogh","2515901","C","PWD3711","311Case","20","405-466-0346","30000","29.9454493054","-90.0508172787","Cleaned","(29.9454493054, -90.0508172787)"
"908 Eliza Street",,"Algiers Point","2516157","C",,,,"405-468-0665",,"29.950768073","-90.0465876202",,"(29.950768073, -90.0465876202)"
"742 Austerlitz Street","2017-11-14T00:00:00.000","East Riverside","2504715","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-456-0245","10401","29.9201666232","-90.095778077","Cleaned","(29.9201666232, -90.095778077)"
"4614 Haydel Street",,"Plum Orchard","2520852","E",,,,"417-492-0236",,"30.0163321077","-90.0117769293",,"(30.0163321077, -90.0117769293)"
"2 Avoyelles Place",,"Village De Lest","2512719","E",,,,"444-502-0264",,"30.0441771039","-89.9274416459",,"(30.0441771039, -89.9274416459)"
"1709 North Galvez Street","2017-09-25T00:00:00.000","Seventh Ward","2521079","D","DPW - Vac Truck #2","General Maintenance","50","399-478-0523","4232","29.9780164675","-90.0681041496","Cleaned","(29.9780164675, -90.0681041496)"
"3740 Saint Bernard Avenue","2017-08-21T00:00:00.000","St. Bernard Area","2510944","D","DPW - Vac Truck #4","General Maintenance","100","396-484-0399","1947","29.9955891116","-90.0789299126","Cleaned","(29.9955891116, -90.0789299126)"
"11292 Notaway Lane",,"Read Blvd East","2523355","E",,,,"435-498-0158",,"30.0321370738","-89.9506215378",,"(30.0321370738, -89.9506215378)"
"5640 Norland Avenue",,"Old Aurora","2517650","C",,,,"423-458-0170",,"29.9248835068","-89.9957695871",,"(29.9248835068, -89.9957695871)"
"748 Orange Street",,"Lower Garden District","2505970","B",,,,"399-462-0484",,"29.9325052265","-90.0687634656",,"(29.9325052265, -90.0687634656)"
"1520 Josephine Street","2020-12-10T00:00:00.000","Lower Garden District","2505504","B","PWD3719","311Case","30","396-462-0570","41796","29.9339727177","-90.0790361371","Cleaned","(29.9339727177, -90.0790361371)"
"2919 General Pershing Street","2017-11-10T00:00:00.000","Milan","2502837","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-464-0496","9593","29.9396395931","-90.1020840631","Cleaned","(29.9396395931, -90.1020840631)"
,"2019-05-29T00:00:00.000","Read Blvd East","2526908","E","PWD3640","GeneralMaintenance","30","432-496-0097","29923","30.0284543298","-89.9612211898","Cleaned","(30.0284543298, -89.9612211898)"
,,"Read Blvd East","2518572","E",,,,"438-498-0036",,"30.029952737","-89.9412649149",,"(30.029952737, -89.9412649149)"
"6018 Pauline Drive","2018-12-15T00:00:00.000","Pontchartrain Park","2520277","D","PWD3711","GeneralMaintenance","30","408-494-0068","26888","30.0231050695","-90.0357555463","Cleaned","(30.0231050695, -90.0357555463)"
"7836 Birch Street","2022-08-18T00:00:00.000","East Carrollton","2500821","A","PWD3718","311Case","10","381-468-0408","46799","29.948675936","-90.1249768079","Cleaned","(29.948675936, -90.1249768079)"
"1109 Behrman Avenue","2019-08-12T00:00:00.000","Behrman","2516433","C","PWD3713","GeneralMaintenance","25","408-466-0419","32366","29.9436562326","-90.0369568379","Cleaned","(29.9436562326, -90.0369568379)"
"4302 North Rampart Street","2019-12-13T00:00:00.000","Bywater","2515164","C","PWD3714","SpecialEvent","30","411-472-0149","34831","29.9636743434","-90.0327993261","Cleaned","(29.9636743434, -90.0327993261)"
"1041 Hendee Street","2020-09-21T00:00:00.000","Whitney","2513198","C","PWD3719","311Case","30","408-466-0332","40510","29.9441643616","-90.0389429418","Cleaned","(29.9441643616, -90.0389429418)"
"11227 Fernley Drive",,"Read Blvd East","2523373","E",,,,"435-498-0198",,"30.0322009438","-89.9540525815",,"(30.0322009438, -89.9540525815)"
"3340 General Meyer Avenue","2018-12-05T00:00:00.000","U.S. Naval Base","2516853","C","PWD3698","311Case","20","414-464-0275","26277","29.9398955021","-90.0202043581","Cleaned","(29.9398955021, -90.0202043581)"
"4101 Magnolia Street","2017-11-17T00:00:00.000","Milan","2503487","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-464-0570","10981","29.9374794938","-90.0998875354","Cleaned","(29.9374794938, -90.0998875354)"
"5518 Durham Drive",,"Old Aurora","2524538","C",,,,"423-458-0295",,"29.9197450082","-89.996088642",,"(29.9197450082, -89.996088642)"
"11001 Dreux Avenue",,"Read Blvd East","2522773","E",,,,"435-494-0050",,"30.0225310267","-89.9583836353",,"(30.0225310267, -89.9583836353)"
"6525 Maumus Avenue",,"New Aurora-English Turn","2517407","C",,,,"426-454-0153",,"29.9137900014","-89.9849601329",,"(29.9137900014, -89.9849601329)"
"2307 Charbonnet Street","2017-11-07T00:00:00.000","Lower Ninth Ward Northeast","2515647","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"417-476-0438","9104","29.9731259521","-90.0098621687","Cleaned","(29.9731259521, -90.0098621687)"
"2400 Soniat Street","2021-07-14T00:00:00.000","Freret","2503275","B","PWD3711","311Case","20","387-462-0481","43504","29.9359982166","-90.1094229369","Cleaned","(29.9359982166, -90.1094229369)"
"11643 North Adams Court",,"Read Blvd East","2523223","E",,,,"435-496-0385",,"30.0259539985","-89.9495718676",,"(30.0259539985, -89.9495718676)"
"1801 Halsey Avenue","2020-07-31T00:00:00.000","Behrman","2516999","C","PWD3719","311Case","30","414-462-0303","39629","29.9350497069","-90.0168604583","Cleaned","(29.9350497069, -90.0168604583)"
"6628 Foch Road",,"Pines Village","2521332","D",,,,"414-494-0128",,"30.0213935145","-90.0186858416",,"(30.0213935145, -90.0186858416)"
"6060 Brighton Place",,"Old Aurora","2517849","C",,,,"423-458-0164",,"29.9233139899","-89.9895565037",,"(29.9233139899, -89.9895565037)"
"4337 South Carrollton Avenue","2017-10-15T00:00:00.000","Mid City","2509931","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-476-0434","5456","29.9713935903","-90.1043585712","Cleaned","(29.9713935903, -90.1043585712)"
"800 South Peters Street",,"Lower Garden District","2505921","B",,,,"399-466-0787",,"29.9444875028","-90.0656532438",,"(29.9444875028, -90.0656532438)"
"5180 Saint Roch Avenue","2017-11-03T00:00:00.000","Gentilly Terrace","2519080","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-490-0336","8405","30.0118257767","-90.0558118864","Cleaned","(30.0118257767, -90.0558118864)"
,,"Behrman","2525270","C",,,,"408-464-0406",,"29.9365319168","-90.0371721188",,"(29.9365319168, -90.0371721188)"
"1028 Wagner Street",,"Whitney","2516361","C",,,,"408-466-0322",,"29.9442884429","-90.0397955675",,"(29.9442884429, -90.0397955675)"
"2800 Toledano Street",,"Central City","2525321","B",,,,"390-464-9004",,"29.9395694315","-90.0961990838",,"(29.9395694315, -90.0961990838)"
"1233 Conery Street","2020-04-06T00:00:00.000","Garden District","2505436","B","PWD3640","311Case","30","393-460-0739","37017","29.9274608005","-90.0842571028","Cleaned","(29.9274608005, -90.0842571028)"
"716 First Street",,"Irish Channel","2505787","B",,,,"396-458-0447",,"29.9250300622","-90.0770411092",,"(29.9250300622, -90.0770411092)"
"3700 Silver Maple Court",,"Tall Timbers-Brechtel","2517827","C",,,,"420-452-0150",,"29.9031963768","-90.0006292342",,"(29.9031963768, -90.0006292342)"
"12 Dauphine Street",,"Bywater","2515008","C",,,,"408-472-0370",,"29.9630523069","-90.0388363017",,"(29.9630523069, -90.0388363017)"
"1200 Jackson Avenue","2019-10-24T00:00:00.000","Lower Garden District","2505566","B","PWD3711","GeneralMaintenance","20","396-460-0545","33654","29.9303425569","-90.077645798","Cleaned","(29.9303425569, -90.077645798)"
"4847 Flake Avenue",,"Read Blvd West","2527067","E",,,,"423-494-0315",,"30.0225338539","-89.9896719042",,"(30.0225338539, -89.9896719042)"
"4705 Crowder Boulevard","2018-08-24T00:00:00.000","Read Blvd West","2526782","E","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","423-494-0340","25193","30.0203472881","-89.9882519247","Cleaned","(30.0203472881, -89.9882519247)"
"4901 Marigny Street","2017-11-07T00:00:00.000","Gentilly Terrace","2520190","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-490-0392","9027","30.0083238154","-90.0581201773","Cleaned","(30.0083238154, -90.0581201773)"
"2008 L. B. Landry Avenue","2019-01-04T00:00:00.000","Fischer Development","2518320","C","PWD3698","311Case","20","408-462-0088","27222","29.9326796197","-90.0415070353","Cleaned","(29.9326796197, -90.0415070353)"
"1452 Saint Mary Street",,"Lower Garden District","2505520","B",,,,"396-462-0629",,"29.9346162881","-90.0769096776",,"(29.9346162881, -90.0769096776)"
"5245 Prytania Street","2020-08-05T00:00:00.000","Uptown","2504369","B","PWD3640","311Case","25","384-458-0731","39385","29.9248340618","-90.1119649796","Cleaned","(29.9248340618, -90.1119649796)"
"468 Saint Joseph Street",,"Lower Garden District","2505886","B",,,,"399-466-0832",,"29.9437288236","-90.0695074389",,"(29.9437288236, -90.0695074389)"
"301 Hendee Street",,"Whitney","2524809","C",,,,"408-468-0306",,"29.9527318694","-90.03848411",,"(29.9527318694, -90.03848411)"
"4800 Citrus Drive",,"Read Blvd West","2522868","E",,,,"429-494-0354",,"30.0227331692","-89.9748868126",,"(30.0227331692, -89.9748868126)"
"3602 Elysian Fields Avenue","2017-08-18T00:00:00.000","Dillard","2521515","D","DPW - Vac Crew","General Maintenance",,"402-484-0409","21117","29.9950556347","-90.0591320883","Cleaned","(29.9950556347, -90.0591320883)"
"3338 Dumaine Street","2017-09-29T00:00:00.000","Bayou St. John","2510607","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-478-0499","4389","29.9769485037","-90.0887397619","Cleaned","(29.9769485037, -90.0887397619)"
"11252 Fernley Drive",,"Read Blvd East","2522631","E",,,,"435-498-0212",,"30.0324766925","-89.9532370151",,"(30.0324766925, -89.9532370151)"
"4661 Dale Street",,"Plum Orchard","2522191","E",,,,"417-492-0353",,"30.0186423046","-90.0103310236",,"(30.0186423046, -90.0103310236)"
"4619 Rhodes Drive",,"Plum Orchard","2521570","E",,,,"420-492-0328",,"30.0165405131","-90.0007010603",,"(30.0165405131, -90.0007010603)"
"3028 Seine Street",,"Tall Timbers-Brechtel","2517139","C",,,,"411-458-0078",,"29.9243948276","-90.0265272787",,"(29.9243948276, -90.0265272787)"
"1 Yosemite Drive",,"Tall Timbers-Brechtel","2517092","C",,,,"417-456-0205",,"29.9172238191","-90.0123849883",,"(29.9172238191, -90.0123849883)"
"3445 Prytania Street","2018-11-10T00:00:00.000","Touro","2504336","B","DPW - Vac Crew #2","General Maintenance",,"393-460-0546","25998","29.9264786335","-90.0920879872","Cleaned","(29.9264786335, -90.0920879872)"
"1998 Gravier Street","2017-06-20T00:00:00.000","Tulane-Gravier","2502134","B","DPW - Vac Crew","General Maintenance",,"393-470-0326","1220","29.9571055687","-90.0836602081","Cleaned","(29.9571055687, -90.0836602081)"
"3316 Seine Street",,"Tall Timbers-Brechtel","2517158","C",,,,"414-458-0242",,"29.9224012036","-90.022095784",,"(29.9224012036, -90.022095784)"
"1001 South Broad Street Spc 207","2017-10-12T00:00:00.000","Gert Town","2525555","B","DPW - Vac Truck #1","General Maintenance","150","390-470-0455","5198","29.956183214","-90.0961212164","Cleaned","(29.956183214, -90.0961212164)"
"1 Christopher Court","2018-10-06T00:00:00.000","Little Woods","2523082","E","DPW - Vac Crew #4","General Maintenance",,"435-508-0153","26350","30.0605305621","-89.9569657624","Cleaned","(30.0605305621, -89.9569657624)"
"114 Lakewood Estates Drive",,"Tall Timbers-Brechtel","2518150","C",,,,"420-450-0181",,"29.9022647645","-90.0051880495",,"(29.9022647645, -90.0051880495)"
"1 Yosemite Drive",,"Tall Timbers-Brechtel","2517091","C",,,,"417-456-0206",,"29.9171286786","-90.0125197313",,"(29.9171286786, -90.0125197313)"
"400 Diana Street",,"McDonogh","2516082","C",,,,"405-466-0354",,"29.9444426799","-90.0519651383",,"(29.9444426799, -90.0519651383)"
"6000 Elysian Fields Avenue","2017-08-16T00:00:00.000","St. Anthony East","2519716","D","DPW - Vac Crew","General Maintenance",,"402-494-0270","1805","30.0198834452","-90.0611844344","Cleaned","(30.0198834452, -90.0611844344)"
"1443 Saint Bernard Avenue","2017-06-29T00:00:00.000","Seventh Ward","2513307","C","DPW - Vac Crew","General Maintenance",,"399-476-0604","21472","29.9720768175","-90.064955978","Cleaned","(29.9720768175, -90.064955978)"
"1989 Jo Ann Place",,"Behrman","2527597","C",,,,"414-462-0182",,"29.9320064271","-90.0253878893",,"(29.9320064271, -90.0253878893)"
"4668 Bundy Road",,"Read Blvd West","2522949","E",,,,"426-494-0412",,"30.0201738365","-89.9792006423",,"(30.0201738365, -89.9792006423)"
"4721 De Montluzin Street","2017-11-10T00:00:00.000","Gentilly Terrace","2520312","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-488-0486","9661","30.0076065329","-90.0495179697","Cleaned","(30.0076065329, -90.0495179697)"
,,"Read Blvd East","2526776","E",,,,"435-500-0149",,"30.0400532631","-89.952671365",,"(30.0400532631, -89.952671365)"
,,"Read Blvd East","2523206","E",,,,"438-496-0128",,"30.0287364588","-89.9460270436",,"(30.0287364588, -89.9460270436)"
"4973 Montegut Drive","2017-11-09T00:00:00.000","Gentilly Woods","2520368","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-490-0388","9500","30.0112671468","-90.0413470122","Cleaned","(30.0112671468, -90.0413470122)"
"2042 Egania Street","2019-10-17T00:00:00.000","Lower Ninth Ward Northwest","2515096","E","PWD3711","Emergency","20","414-476-0267","33505","29.9722434063","-90.0163549763","Cleaned","(29.9722434063, -90.0163549763)"
"3902 General Ogden Street","2017-10-10T00:00:00.000","Dixon","2507515","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-476-0518","5001","29.9721749403","-90.1156943888","Cleaned","(29.9721749403, -90.1156943888)"
"938 Bartholomew Street",,"St. Claude","2515028","C",,,,"408-474-0474",,"29.9642742026","-90.0358501651",,"(29.9642742026, -90.0358501651)"
"6870 Parc Brittany Boulevard",,"West Lake Forest","2522328","E",,,,"420-496-0143",,"30.0267406967","-89.9999868597",,"(30.0267406967, -89.9999868597)"
"3746 Somerset Drive",,"Old Aurora","2517532","C",,,,"420-454-9003",,"29.9137758751","-90.0022447608",,"(29.9137758751, -90.0022447608)"
"2500 Prancer Street",,"Old Aurora","2517103","C",,,,"417-460-0367",,"29.9285310718","-90.0109267633",,"(29.9285310718, -90.0109267633)"
"7154 West Laverne Street",,"Pines Village","2521325","D",,,,"414-496-0135",,"30.025109762","-90.0220434937",,"(30.025109762, -90.0220434937)"
"712 Evelina Street",,"Algiers Point","2515845","C",,,,"405-468-0588",,"29.949802187","-90.0490238003",,"(29.949802187, -90.0490238003)"
"8 Blanc Place","2017-07-17T00:00:00.000","Uptown","2503360","B","DPW - Vac Crew","General Maintenance",,"387-460-0765","1451","29.9266065287","-90.1116072437","Cleaned","(29.9266065287, -90.1116072437)"
"3201 Canal Street","2019-02-26T00:00:00.000","Mid City","2510642","B","PWD3711","SpecialEvent","20","393-474-0447","27903","29.9688778775","-90.0919899905","Cleaned","(29.9688778775, -90.0919899905)"
"3300 Delachaise Street","2017-11-06T00:00:00.000","Broadmoor","2502443","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-466-0649","8768","29.9435733952","-90.0997288946","Cleaned","(29.9435733952, -90.0997288946)"
"1415 Elmira Avenue",,"McDonogh","2516215","C",,,,"405-464-0226",,"29.9409140815","-90.0476067264",,"(29.9409140815, -90.0476067264)"
"345 Vallette Street",,"Algiers Point","2514500","C",,,,"405-468-0635",,"29.9522501024","-90.0490285288",,"(29.9522501024, -90.0490285288)"
"4930 South Miro Street",,"BROADMOOR","2502946","B",,,,"387-466-9048",,"29.94534374","-90.10765318",,"(29.94534374, -90.10765318)"
"328 Saint Joseph Street",,"Lower Garden District","2505898","B",,,,"399-466-0675",,"29.9432393614","-90.0673455344",,"(29.9432393614, -90.0673455344)"
"13943 Dominic Mai Drive",,"Village De Lest","2512990","E",,,,"447-502-0191",,"30.042210771","-89.9206693719",,"(30.042210771, -89.9206693719)"
"1858 Halsey Avenue","2017-07-13T00:00:00.000","Behrman","2517001","C","DPW - Vac Crew","General Maintenance",,"414-462-0298","1421","29.9336344467","-90.0168138643","Cleaned","(29.9336344467, -90.0168138643)"
"2447 Hyman Place","2021-11-09T00:00:00.000","Old Aurora","2517071","C","Contractor - Wingate","Hurricane Ida",,"420-460-0244","45000","29.9286793847","-90.0066593484","Inspected","(29.9286793847, -90.0066593484)"
"822 Howard Avenue","2017-05-25T00:00:00.000","Central Business District","2505298","B","DPW - Vac Crew","General Maintenance",,"396-466-0708","22189","29.9443882284","-90.074208685","Cleaned","(29.9443882284, -90.074208685)"
"7448 Townsend Place",,"Pines Village","2520644","D",,,,"411-496-0045",,"30.0280760857","-90.0276641277",,"(30.0280760857, -90.0276641277)"
"715 O'Bannon Street",,"U.S. Naval Base","2518168","C",,,,"411-468-9088",,"29.9475662131","-90.0341973994",,"(29.9475662131, -90.0341973994)"
"4520 Elysian Fields Avenue","2017-03-23T00:00:00.000","Dillard","2520227","D","DPW - Vac Crew","General Maintenance",,"402-488-0313","21139","30.0045151344","-90.0598738666","Cleaned","(30.0045151344, -90.0598738666)"
"5947 Brighton Place",,"Old Aurora","2517843","C",,,,"423-458-0157",,"29.9232281592","-89.9911653087",,"(29.9232281592, -89.9911653087)"
,,"East Riverside","2504997","B",,,,"393-456-0297",,"29.9185133379","-90.0865757501",,"(29.9185133379, -90.0865757501)"
"7027 Green Street","2019-07-27T00:00:00.000","Audubon","2500986","A","PWD3711","Emergency","20","384-466-0495","30823","29.9456593687","-90.1188429567","Cleaned","(29.9456593687, -90.1188429567)"
"6901 Deanne Street","2021-01-28T00:00:00.000","Pines Village","2520693","D","PWD3719","311Case","30","414-494-0160","41965","30.0224798105","-90.0220759161","Cleaned","(30.0224798105, -90.0220759161)"
"6841 Norwood Court",,"West Lake Forest","2522313","E",,,,"420-496-0168",,"30.0252610891","-90.0051167916",,"(30.0252610891, -90.0051167916)"
"694 O'Bannon Street",,"U.S. Naval Base","2516306","C",,,,"411-468-9082",,"29.9485198429","-90.0342779091",,"(29.9485198429, -90.0342779091)"
"1627 Patterson Street",,"Whitney","2514785","C",,,,"408-470-0064",,"29.9534744477","-90.0392561439",,"(29.9534744477, -90.0392561439)"
"1930 Governor Nicholls Street Apt A","2017-10-11T00:00:00.000","Treme-Lafitte","2511885","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-474-0435","5171","29.9697005667","-90.0724436203","Cleaned","(29.9697005667, -90.0724436203)"
"1127 Mazant Street",,"St. Claude","2515286","C",,,,"411-474-0511",,"29.9662515188","-90.0340082153",,"(29.9662515188, -90.0340082153)"
"3210 Hollygrove Street","2017-10-13T00:00:00.000","Hollygrove","2507854","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"381-474-0290","5273","29.9679279807","-90.1217354254","Cleaned","(29.9679279807, -90.1217354254)"
"1134 Tchoupitoulas Street",,"Lower Garden District","2506673","B",,,,"399-464-0725",,"29.9395652318","-90.0668870191",,"(29.9395652318, -90.0668870191)"
"1708 Shirley Drive","2020-01-25T00:00:00.000","Behrman","2524848","C","PWD3714","GeneralMaintenance","20","411-462-0123","35213","29.9341510991","-90.0319279694","Cleaned","(29.9341510991, -90.0319279694)"
"2605 South Rocheblave Street","2019-11-19T00:00:00.000","Central City","2503577","B","PWD3698","GeneralMaintenance","30","390-468-0582","34319","29.9495565996","-90.0977337861","Cleaned","(29.9495565996, -90.0977337861)"
"3201 Gentilly Boulevard","2017-08-31T00:00:00.000","Gentilly Terrace","2525690","D","DOTD - Vac Crew","General Maintenance",,"402-486-0392","22344","30.0001432254","-90.0588185433","Cleaned","(30.0001432254, -90.0588185433)"
"4635 Charlene Drive",,"Read Blvd West","2522841","E",,,,"426-494-0252",,"30.0187185216","-89.9835406379",,"(30.0187185216, -89.9835406379)"
"1716 Nashville Avenue","2019-07-16T00:00:00.000","Audubon","2501657","A","PWD3714",,,"384-462-0484","31280","29.9318268275","-90.1160697004","Cleaned","(29.9318268275, -90.1160697004)"
"4654 Nottingham Drive","2019-10-31T00:00:00.000","Read Blvd East","2523294","E","PWD3711","Emergency","20","435-494-0056","33816","30.0228326087","-89.9568387369","Cleaned","(30.0228326087, -89.9568387369)"
"8630 Hammond Street",,"Read Blvd West","2522108","E",,,,"426-494-0184",,"30.021529137","-89.9860505187",,"(30.021529137, -89.9860505187)"
"427 Royal Street","2017-06-14T00:00:00.000","French Quarter","2512321","C","DPW - Vac Crew","General Maintenance",,"399-470-9017","1166","29.9561554214","-90.0664608525","Cleaned","(29.9561554214, -90.0664608525)"
"736 Aline Street",,"East Riverside","2504992","B",,,,"393-456-0209",,"29.9189480064","-90.089451219",,"(29.9189480064, -90.089451219)"
"1477 Annunciation Street",,"Lower Garden District","2506006","B",,,,"399-462-0462",,"29.9339847491","-90.0697795179",,"(29.9339847491, -90.0697795179)"
"1344 General Collins Avenue",,"U.S. Naval Base","2516867","C",,,,"417-464-0138",,"29.9402837917","-90.0144419859",,"(29.9402837917, -90.0144419859)"
"1415 Elmira Avenue","2022-04-13T00:00:00.000","McDonogh","2516132","C","PWD3719","311Case","30","405-464-0229","46243","29.9408449082","-90.0477240349","Cleaned","(29.9408449082, -90.0477240349)"
"1926 Jo Ann Place",,"Behrman","2516788","C",,,,"414-462-0128",,"29.9331215669","-90.025749749",,"(29.9331215669, -90.025749749)"
"4721 Corinne Street",,"Read Blvd East","2522802","E",,,,"432-496-0119",,"30.0238486081","-89.9611605194",,"(30.0238486081, -89.9611605194)"
,,"Lake Terrace and Oaks","2519913","D",,,,"408-498-9030",,"30.03426471","-90.0412969877",,"(30.03426471, -90.0412969877)"
"6881 Glengary Road",,"West Lake Forest","2522310","E",,,,"420-496-0132",,"30.0267955825","-90.0036278737",,"(30.0267955825, -90.0036278737)"
"3101 Annunciation Street",,"Irish Channel","2506201","B",,,,"393-458-0756",,"29.9219602543","-90.0837391074",,"(29.9219602543, -90.0837391074)"
"1600 Holiday Place","2019-12-05T00:00:00.000","Old Aurora","2516507","C","PWD3714","311Case","30","417-464-0074","34596","29.9376959345","-90.0131367885","Cleaned","(29.9376959345, -90.0131367885)"
"4817 Dodt Avenue",,"Plum Orchard","2527065","E",,,,"423-494-0293",,"30.021593429","-89.9917126902",,"(30.021593429, -89.9917126902)"
"1317 Canal Street","2018-08-21T00:00:00.000","Central Business District","2511740","C","DPW - Vac Crew #1","General Maintenance","100","396-470-9003","25099","29.9568268024","-90.0741432536","Cleaned","(29.9568268024, -90.0741432536)"
