"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-89.938313572638 30.057266882119, -89.938328275633 30.057530548109, -89.938277563325 30.057872529328, -89.938225615944 30.05824345988, -89.938219558493 30.058295791426, -89.938214400157 30.058371555366, -89.938213673398 30.058459413746, -89.9382186878 30.058554067017, -89.938224645905 30.058611914041, -89.938239377356 30.058697767828, -89.938247349105 30.058735255984, -89.938252465335 30.058756243528, -89.938257186285 30.058775607517, -89.938269563664 30.058820021616, -89.938301146598 30.058917346331, -89.938338926421 30.05901247472, -89.938374667454 30.059089201195, -89.938413050082 30.059161419427, -89.938470510774 30.059256015583, -89.938531536281 30.059342926258, -89.938568030601 30.059389624788, -89.938603748129 30.059432107995, -89.938650505156 30.059483288395, -89.938743471828 30.059575196206, -89.938824282012 30.059642607977, -89.938871555863 30.059679625121, -89.938999655051 30.059771347096, -89.939088977604 30.05982305727, -89.93912840958 30.059845164081, -89.939139448928 30.059850982949, -89.939221960037 30.059892481796, -89.939233759141 30.059898416056, -89.939235328692 30.059899204952, -89.939306239143 30.059930827794, -89.939311644751 30.059933069152, -89.939339911085 30.059944735553, -89.939352293837 30.059949576159, -89.939376664353 30.059959101653, -89.93937693364 30.059959203766, -89.939401130045 30.059968346726, -89.939440715581 30.059982071694, -89.939475126025 30.05999287099, -89.939489064939 30.05999724546, -89.939538552048 30.060012777613, -89.939548206775 30.060015567456, -89.939560801119 30.060019066879, -89.939642508279 30.060039469073, -89.939736436004 30.06005887904, -89.939808352769 30.060070916851, -89.939871332325 30.060079436894, -89.939938655982 30.060086690257, -89.940006225855 30.060091760104, -89.940073954786 30.060094642695, -89.94014175052 30.060095279504, -89.940209523371 30.060093688414, -89.940277179109 30.060090010107, -89.940352407332 30.060083526514, -89.940411780824 30.06007631044, -89.940502265613 30.060062585212, -89.940602304447 30.060043260851, -89.940664946175 30.060028770323, -89.940727059382 30.060012529146, -89.940788588075 30.059994547816, -89.940796329526 30.059992246803, -89.940870595776 30.059967152618, -89.940954251837 30.059934917039, -89.941005283644 30.059913041548, -89.94105524375 30.059889757276, -89.941118369578 30.059858109439, -89.941189288014 30.05982079773, -89.941254148813 30.059781218631, -89.941304369235 30.059749687933, -89.941373353434 30.059703903675, -89.941507435082 30.059609803594, -89.941576448809 30.059557138324, -89.941724485199 30.059436240512, -89.941843257741 30.05932725426, -89.941965192435 30.059196726262, -89.942172491286 30.059014311405))","3484","Interstate 10 Exit","To-From","Ramp",,"0","2524893","2159.0717404318711"
"MULTILINESTRING ((-90.083292935851 29.970401050951, -90.083289078573 29.970405469556, -90.083229962686 29.970473196415, -90.083018173056 29.970717199638, -90.082960073537 29.970784091589))","1457","700 N Broad St (Lakeside)","To-From","Major Arterial","N Broad St","0","2506885","174.67435854212962"
"MULTILINESTRING ((-90.01676700377 30.027492255914, -90.017041658923 30.027536607783))","3542",,"From-To","Ramp",,"0","2560609","88.397049310564498"
"MULTILINESTRING ((-90.090453799521 29.970407307962, -90.091206721014 29.970926353579, -90.09135023519 29.971025288213))","812","3200 Bienville Ave (Lakebound)","From-To","Local","Bienville Ave","0","2526246","362.03204125919535"
"MULTILINESTRING ((-90.114864194336 29.980742388281, -90.115269543483 29.980669084227, -90.115790528498 29.980587531492, -90.118614343514 29.980171095347, -90.118658970983 29.980164513213, -90.11992400221 29.979974449878, -90.12119301066 29.979793037081, -90.121387421586 29.979768701655, -90.12158833581 29.979748671774, -90.121781182924 29.979724045405, -90.121860941111 29.979710196166, -90.122114189444 29.97966096419, -90.122360930255 29.979612356488, -90.122440054679 29.979596143571, -90.122540285636 29.979575274261, -90.123028737051 29.979473571873, -90.123084226425 29.979461906559))","446","200-700 Metairie Rd (Riverside)","To-From","Major Arterial","Metairie Rd","0","2507709","2644.638270620796"
"MULTILINESTRING ((-90.106528164804 29.969112549203, -90.106296874719 29.969326116254, -90.105932564743 29.969662506041, -90.105785489006 29.969804285539))","879","4100 S Carrollton Ave (Riverbound)","To-From","Major Arterial","S Carrollton Ave","0","2509881","344.36351157078195"
"MULTILINESTRING ((-90.094234130709 30.018616339544, -90.094149330905 30.018606573531, -90.09366821813 30.018562914654, -90.093332388477 30.018531660878, -90.093168742368 30.018526063241))","560","1030 Robert E Lee Blvd (Lakeside)",,"Major Arterial","Allen Toussaint Blvd","0","2508671","338.8720947949277"
"MULTILINESTRING ((-90.04870663854 29.981256392149, -90.048710673709 29.981328453512, -90.048754953881 29.981855713704, -90.04879441457 29.98227293999))","1242","2300 Franklin Ave (Riverbound)",,"Major Arterial","Franklin Ave","0","2523701","370.73444698611729"
"MULTILINESTRING ((-90.052067772525 29.943339758582, -90.052057426129 29.943246504178, -90.052010588162 29.942469499552, -90.051999228499 29.94228105179))","2528","1200 Teche St",,"Local","Teche St","0","2516083","385.64897977652203"
"MULTILINESTRING ((-90.127332169507 29.949328141794, -90.12712331872 29.949532077859, -90.126567000145 29.950033929091))","398","1500 S Carrollton Ave (Lakebound)","From-To","Major Arterial","S Carrollton Ave","0","2500947","353.03941472113155"
"MULTILINESTRING ((-90.06630318755 29.963021377833, -90.065637871502 29.963763848803, -90.065598085375 29.96380861401))","1768","1000 N Rampart St (Lakeside)","To-From","Major Arterial","N Rampart St","0","2512229","363.05479614453833"
"MULTILINESTRING ((-90.073225531866 29.961152311173, -90.073281246932 29.961189637564, -90.073356330236 29.961239962676, -90.07396417957 29.961647297537, -90.074001804434 29.961668728273))","906","1530 Saint Louis St",,"Local","Saint Louis St","0","2511501","309.3800818917764"
"MULTILINESTRING ((-90.010126281713 29.959451519515, -90.009929515453 29.95938220273, -90.009602332535 29.959262297277, -90.009180589499 29.959107630112))","1233","6200 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2515944","324.53302801080105"
"MULTILINESTRING ((-90.081508411879 29.942586752876, -90.081574538876 29.942623770714, -90.081805621693 29.942755227774, -90.082330726251 29.943050039985, -90.082497868999 29.943143406543))","3563","2200 Martin Luther King Jr Blvd (Lakebound)","From-To","Major Arterial","Martin Luther King, Jr. Blvd","0","2504804","373.07254511712455"
"MULTILINESTRING ((-90.042688412403 29.972705941502, -90.040929594394 29.972307527066))","2470","3100 N Claiborne Ave","To-From","Major Arterial","N Claiborne Ave","0","2514542","575.41505600086134"
"MULTILINESTRING ((-89.988022415121 29.925277036328, -89.987246130518 29.924931337191, -89.986934406569 29.924789825618))","2628","6200 General Meyer Ave",,"Major Arterial","General Meyer Ave","0","2517569","387.52578988964939"
"MULTILINESTRING ((-90.071869956928 29.949776778709, -90.072619277875 29.949943387843, -90.072675691694 29.949957110749, -90.072771429921 29.949978340837))","1860","800 Poydras St (Riverbound)",,"Major Arterial","Poydras St","0","2505693","294.75247440274563"
"MULTILINESTRING ((-90.020603427255 30.007124813514, -90.019920965426 30.007246630849, -90.019840696995 30.007260364069))","2","5880 Old Gentilly Rd",,"Local","Old Gentilly Rd","0","2520887","246.39318580783583"
"MULTILINESTRING ((-90.068299992325 29.987043691497, -90.067998915573 29.987370257328, -90.067898773583 29.98747887688, -90.067772958106 29.987618189612, -90.067754191055 29.987638970475, -90.06767466153 29.987727030721, -90.067454148983 29.987971599027, -90.067119742965 29.988340001471, -90.067020951394 29.988449928878, -90.066864005259 29.98862456556))","881","2200 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2521086","732.92368970237408"
"MULTILINESTRING ((-90.126776671863 29.950192473566, -90.126727065134 29.950238525512, -90.12637795735 29.950564636166, -90.126013797027 29.950903227262))","642","1600 S Carrollton Ave (Riverbound)","To-From","Major Arterial","S Carrollton Ave","0","2500808","353.80143044345988"
"MULTILINESTRING ((-90.134134812184 29.942953750614, -90.13401631585 29.943066099935))","1167","S Carrollton Ave (Median)","From-To","Major Arterial","S Carrollton Ave","0","2500756","55.477232400041636"
"MULTILINESTRING ((-90.107328988348 30.012257384121, -90.107312368016 30.012359271044, -90.107302887004 30.012459653666, -90.107202685416 30.013322096419, -90.107147479755 30.01379724742, -90.107120487573 30.014060766326))","26","6700 Canal Blvd (Riverbound)","To-From","Major Arterial","Canal Blvd","0","2507982","659.176602217442"
"MULTILINESTRING ((-90.116123565692 29.950949045468, -90.116083900663 29.950852657642))","1163","S Claiborne Ave (Median)","To-From","Major Arterial","S Claiborne Ave","0","2501069","37.235082001737283"
"MULTILINESTRING ((-89.984658206221 30.014777416886, -89.984494583473 30.014805794807, -89.984057413956 30.014882147919, -89.983912284642 30.014907720177))","48","8700 Chef Menteur Hwy (Riverside)",,"Major Arterial","Chef Menteur Hwy","0","2522768","240.78181993357163"
"MULTILINESTRING ((-90.069097832979 29.959653812345, -90.068931597383 29.959838559392, -90.068432879212 29.960397295962, -90.068387873348 29.96044795024))","1783","600 N Rampart St (Riverside)","From-To","Major Arterial","N Rampart St","0","2511705","365.98499143645932"
"MULTILINESTRING ((-90.089870527903 29.969914204457, -90.089922864714 29.969949679117, -90.090506393494 29.970348638521))","811","3100 Bienville Ave (Riverbound)","To-From","Local","Bienville Ave","0","2510649","255.91849953790259"
"MULTILINESTRING ((-90.074896678445 29.954706916421, -90.074927701495 29.954649856748, -90.074956991229 29.954597057812))","2123","Loyola Ave (Median)",,"Major Arterial","Loyola Ave","0","2502672","44.282185489139643"
"MULTILINESTRING ((-89.960681563428 30.045789713971, -89.960468849153 30.045906654706, -89.960324720814 30.046006313486))","3474","Interstate 10 Exit","From-To","Ramp",,"0","2561723","137.85894768731671"
"MULTILINESTRING ((-90.071322739886 29.982445754275, -90.071380826779 29.982546593541, -90.071556857813 29.982863378432, -90.071581224734 29.982905692689, -90.071747200523 29.9831939113))","1374","2550 Saint Bernard Ave (Riverbound)",,"Major Arterial","Saint Bernard Ave","0","2511319","303.45825657409267"
"MULTILINESTRING ((-90.04047832585 29.949343861863, -90.04053303038 29.948475021861, -90.040537870428 29.94839988291))","2761","600 Whitney Ave (Northbound)",,"Major Arterial","Whitney Ave","0","2516331","343.80365801811826"
"MULTILINESTRING ((-90.056848914521 30.001596219832, -90.056727508295 30.001687277753, -90.05660258733 30.001770196909, -90.056519534029 30.00182190876, -90.056448242564 30.001864167698, -90.056409288836 30.001886928255, -90.056373509021 30.001907834993, -90.056190627578 30.002004004453, -90.05604439803 30.00207557546, -90.055925433078 30.002130186741))","2235","3400 Gentilly Blvd (Lakeside)",,"Major Arterial","Gentilly Blvd","0","2525686","351.8741001331432"
"MULTILINESTRING ((-90.074164153423 29.942803196106, -90.074437997974 29.942957223273, -90.075384687742 29.943489694476, -90.075630811495 29.943622756119, -90.075945159196 29.943792700136, -90.076537540112 29.94411824436, -90.076875825878 29.944306888781, -90.077637096208 29.944731402965, -90.077898637105 29.944869908892, -90.077921214137 29.944881864918, -90.078136184706 29.944995708412, -90.078441186304 29.9451572287))","3232","Pontchartrain Expressway","From-To","Freeway","Pontchartrain Expy","0","2505282","1602.4929057792388"
"MULTILINESTRING ((-90.056724122847 29.96956030438, -90.056727485135 29.969639127635, -90.056777211115 29.970257627582, -90.056801451871 29.970507639788, -90.056807398473 29.970581612378))","1512","1200 Elysian Fields Ave (Lakebound)","From-To","Major Arterial","Elysian Fields Ave","0","2514171","372.36791127587355"
"MULTILINESTRING ((-90.105358363687 29.956896418088, -90.105421182714 29.956811551088, -90.10547581302 29.956737747162))","1156","S Norman C Francis Pkwy (Median)","From-To","Major Arterial","S Norman C Francis Pkwy","0","2501997","68.649978838123801"
"MULTILINESTRING ((-90.05728964279 29.976665610255, -90.057302894414 29.976834347614, -90.05735475823 29.97749471897, -90.057369899354 29.97767998002))","1337","1900 Elysian Fields Ave (Lakebound)","From-To","Major Arterial","Elysian Fields Ave","0","2513703","369.76008785330134"
"MULTILINESTRING ((-90.080796218363 29.941947519564, -90.081431336355 29.942303841183))","3562","2100 Martin Luther King Jr Blvd (Riverbound)","To-From","Major Arterial","Martin Luther King, Jr. Blvd","0","2504818","239.27559379907987"
"MULTILINESTRING ((-90.114061225377 30.013014509677, -90.113970880248 30.014212122343, -90.113962156982 30.014291937384))","476","6700 West End Blvd","From-To","Major Arterial","West End Blvd","0","2507310","465.62059492920235"
"MULTILINESTRING ((-90.100469163173 29.966352952856, -90.100580209061 29.966401419388, -90.101133853082 29.966652888955, -90.101412921739 29.966781162427))","834","3600 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2510138","336.97621728540418"
"MULTILINESTRING ((-90.110571259734 30.019850451463, -90.110644912545 30.019858029234, -90.110689826463 30.019862650518, -90.110810185459 30.019875034185))","751","Robert E Lee Blvd (Median)",,"Major Arterial","Allen Toussaint Blvd","0","2524008","76.139186745376037"
"MULTILINESTRING ((-89.996646152598 29.929082078323, -89.99652760318 29.929029109648, -89.996404872206 29.928974272175, -89.996066906263 29.928824019396, -89.995919060794 29.92876001748, -89.995715960644 29.928671739098))","2639","5500 General Meyer Ave",,"Major Arterial","General Meyer Ave","0","2516035","330.28222206453052"
"MULTILINESTRING ((-90.049673634088 29.942390366213, -90.049730738238 29.942357912356, -90.049816722774 29.942309043766, -90.050346717115 29.941828840559, -90.050524036965 29.941668177874))","3527","520 Lamarque St (Northbound)",,"Major Arterial","Lamarque St","0","2524812","377.37740696630357"
"MULTILINESTRING ((-90.033302004801 29.976123591023, -90.033210971002 29.976098286585, -90.032328266648 29.975902291028))","2325","3900 N Galvez St",,"Major Arterial","N Galvez St","0","2515125","318.67246835737211"
"MULTILINESTRING ((-90.027295583089 29.942436463144, -90.027206861892 29.94240284836, -90.02666458603 29.942190644908, -90.026631589901 29.94217756594, -90.026439583105 29.942101457396, -90.026296070651 29.942044571437))","2549","2800 General Meyer Ave (Eastbound)",,"Major Arterial","General Meyer Ave","0","2524781","347.16510295545834"
"MULTILINESTRING ((-90.034903993962 30.002156852912, -90.034664421625 30.002219379469, -90.034538707804 30.002250261235, -90.033751044708 30.002443746437, -90.033159062642 30.00257480592, -90.033016806595 30.002605326098))","2168","4500-4700 Almonaster Ave (Riverside)","From-To","Major Arterial","Almonaster Ave","0","2524495","619.28410202271834"
