"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Open","21-08031-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272335","5015 S Johnson St","Short Term Rental","Safety and Permits","Initial Hearing","2022-02-03T10:00:00.000",,,,,,"2021-10-21T10:03:01.000","2021-10-21T10:04:00.000","Complete","B","5015 S Johnson St","New Orleans","LA","70125","3668786.12","526996.47","-90.10836900289844","29.943437351671015",
"Closed","19-02773-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251448","327 Bourbon St ","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2020-11-18T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=58574a20871f8903d5dc1e12a550e710","993 788 561 ",,"2019-10-30T11:00:00.000","OSS Reset","2019-04-18T10:11:57.000","2019-04-15T10:13:00.000","Violation: No WIP","C","327 Bourbon St","New Orleans","LA","70112","3681493.2","531724.39","-90.06808466702024","29.956057892435553",
"Open","21-03925-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268227","709-711 Pauline St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-02-24T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=mf345d1ceecaa9ca95494cf3608842bb9","2499 907 3126",,"2022-01-20T11:00:00.000","OSS Reset","2021-05-10T11:49:46.000","2021-05-06T11:51:00.000","Violation: No WIP","C","709 Pauline St","New Orleans","LA","70117","3690900.74","534042.21","-90.03829626412637","29.962142104878286",
"Open","21-04500-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268802","1347 Magazine St","Short Term Rental","Safety and Permits","Initial Hearing","2022-03-09T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb0d7a0b232b1a50e950e0ec09c763868","2482 388 6883
",,,,"2021-05-25T08:44:02.000","2021-05-25T08:45:00.000","Violation: WIP","B","1347 Magazine St","New Orleans","LA","70130","3680400.34","524860.84","-90.07177415837467","29.937218564205413",
"Open","22-02019-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=275259","631 Congress St","Short Term Rental","Safety and Permits","Initial Hearing","2022-09-14T13:00:00.000","https://nola.webex.com/nola/j.php?MTID=m14909e7c0121be728acb94dfcf44eae8","2488 320 2558",,,,"2022-05-12T12:01:16.000","2022-05-02T12:03:00.000","Complete","C","631 Congress St","New Orleans","LA","70117","3690352.4","533970.97","-90.04003037295698","29.961963249019806",
"Open","19-08601-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257276","829-831 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-08-24T13:30:00.000",,,,,,"2019-08-27T14:19:50.000","2019-08-16T14:23:00.000","Violation: No WIP","C","831 Decatur St","New Orleans","LA","70116","3683526.53","532529.91","-90.0616358860164","29.958210904737243",
"Closed","21-06419-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270723","1421 Ursulines Ave","Short Term Rental","Safety and Permits","Initial Hearing","2022-03-30T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m4b4fc81740114390af5dfecb5afa2840","2492 662 2583
",,,,"2021-08-09T22:16:53.000","2021-08-09T22:18:00.000","Complete","C","1421 Ursulines Ave","New Orleans","LA","70116","3681332.86","535312.27","-90.06846590399805","29.965928206010492",
"Open","19-11200-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259875","1001 Dauphine St, 1003 Dauphine St, 901 St Philip St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-11-03T13:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-3132d9c6-454455534531-9726d5ec512ceeb5&q=1&e=aa9feeb7-c0ec-4837-95d5-5d8b32e10d1d&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm279986cffd7b437ba409b7054782326d","2499 851 5478",,"2021-06-30T13:00:00.000","OSS Reset","2019-11-19T09:49:12.000","2019-11-12T09:51:00.000","Violation: No WIP","C","1001 Dauphine St","New Orleans","LA","70116","3682634.08","533836.1","-90.06440831901395","29.96182968533423",
"Open","20-22400-PARK","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263020","5621-23 St Roch Ave","Zoning - Paving/Parking","Safety and Permits","Reset Hearing","2022-07-13T09:00:00.000",,,,"2022-04-27T09:00:00.000","OSS Reset","2020-10-26T10:03:41.000","2020-10-26T10:05:00.000","Complete","D","5621 St Roch Ave","New Orleans","LA","70122","3685184.48","553714.59","-90.0556546221833","30.016410556686132",
"Open","21-02464-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266766","1516 Feliciana St","Illegal Use","Safety and Permits","Reset Hearing","2021-07-14T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=md9feff2689a13d5e9833e04481f36d9c","990 681 051 ",,"2021-06-09T09:30:00.000","OSS Reset","2021-03-16T15:18:54.000","2021-03-16T15:20:00.000","No Access","D","1516 Feliciana St","New Orleans","LA","70117","3689030.73","537695.75","-90.04407164365648","29.972246042613957",
"Closed","16-08483-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=215844","840 Piety St, 3222 Burgundy St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2019-05-22T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m7baa8c03a3db8c8fe0fe71ce13e2f2c2","2495 946 1090",,"2019-05-08T12:00:00.000","OSS Liable","2016-08-23T10:47:01.000","2016-08-19T10:48:00.000","Violation: No WIP","C","840 Piety St","New Orleans","LA","70117","3689556.98","534983.95","-90.04250614181578","29.964773252604793",
"Closed","19-07412-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256087","1907 Esplanade Ave HM","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2020-10-21T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=65868778205cc48170fe271e87be90f9","990 899 652",,,,"2019-07-18T09:48:39.000","2019-07-18T09:50:00.000","Complete","D","1907 Esplanade Ave HM","New Orleans","LA","70116","3680415.27","537324.85","-90.07129362271544","29.971489929630273",
"Open","19-06651-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255326","1104-1110 Decatur St, 11-9 French Market Pl","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-08-18T13:30:00.000",,,,"2022-05-11T14:00:00.000","OSS Reset","2019-06-20T09:44:17.000","2019-06-11T09:45:00.000","Violation: No WIP","C","1104 Decatur St","New Orleans","LA","70116","3684151.93","533196.27","-90.05963765757038","29.96002406636352",
"Open","19-00223-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248898","1120 N Rampart St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-07-27T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=m14b1c29f4003dc78890e2e7bebe68484","2486 023 6402",,,,"2019-01-11T08:20:26.000","2019-01-02T08:22:00.000","Violation: No WIP","C","1120 N Rampart St","New Orleans","LA","70116","3682423.48","534627.18","-90.06504570896892","29.964011295351206",
"Open","21-02676-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266978","518-520 Burgundy St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-04-20T13:00:00.000",,,,"2022-01-20T13:30:00.000","OSS Reset","2021-03-26T12:58:16.000","2021-03-26T13:01:00.000","Violation: No WIP","C","518 Burgundy St","New Orleans","LA","70112","3681353.53","532627.33","-90.06849422401059","29.958544910677038",
"Closed","20-21579-BLDGC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262199","1825-1827 Duels St","Building Code","Safety and Permits","Reset Hearing","2021-05-19T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m63c31a19a2c555d2dded0587f519c9d3","994 714 128
",,"2021-04-14T09:30:00.000","OSS Reset","2020-09-22T10:03:40.000","2020-09-22T10:06:00.000","No Access","D","1825 Duels St","New Orleans","LA","70119","3681749.67","542374.83","-90.06690312575411","29.98533513601341",
"Closed","19-03182-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251857","625-627 Chartres St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-01-26T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m3b2fdd8196e51ca8ff3f3ad19f7c49b2","2492 948 6152",,"2021-12-08T13:00:00.000","OSS Reset","2019-04-25T13:10:40.000","2019-04-10T13:11:00.000","Violation: No WIP","C","625 Chartres St","New Orleans","LA","70130","3682709.44","532131.54","-90.06422996210947","29.957140432719356",
"Open","21-02327-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266629","2600-2602 N Rampart St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-06-15T09:00:00.000",,,,,,"2021-03-10T13:17:10.000","2021-03-10T13:18:00.000","Complete","C","2600 N Rampart St","New Orleans","LA","70117","3687044.28","535994.62","-90.05040532754295","29.96762983711966",
"Open","20-20887-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261507","326-330 Chartres St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-11-03T14:00:00.000",,,,"2021-09-22T15:00:00.000","OSS Reset","2020-07-02T13:02:00.000","2020-07-01T13:03:00.000","Violation: No WIP","C","328 Chartres St","New Orleans","LA","70130","3682118.0","531258.0","-90.0661280510824","29.95475649330741",
"Open","20-20013-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260629","735 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-11-17T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m2071ebd27f7a7748d53782baa1da161e","2484 001 1627",,"2021-05-12T15:00:00.000","OSS Reset","2020-03-03T14:04:12.000","2020-03-03T14:05:00.000","Violation: No WIP","C","735 Bourbon St","New Orleans","LA","70116","3682430.84","532937.09","-90.06508154000394","29.959363902283116",
"Closed","20-20966-VIOCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261586","429 Julia St","Working without CofA - CBD","Historic District Landmarks Commission","Initial Hearing","2021-02-24T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f9ebd14c72e446c2bb56409dae0ef26d","998 183 786",,,,"2020-07-10T13:37:39.000","2020-07-10T13:39:00.000","Complete","B","429 Julia St","New Orleans","LA","70130","3681535.91","527780.13","-90.068087328442","29.94521121085322",
"Open","19-09357-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258032","510 Conti St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-08-18T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m1884d8fad746d982bff7fc04ba2148f2","999 701 335
",,"2021-06-23T13:00:00.000","OSS Reset","2019-09-17T08:27:08.000","2019-09-13T08:29:00.000","Violation: No WIP","C","510 Conti St","New Orleans","LA","70130","3682394.1","531163.61","-90.06525953242485","29.954488554038612",
"Open","20-23428-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264048","2932 Lasalle St","Illegal Use","Safety and Permits","Initial Hearing","2022-09-21T14:30:00.000","https://nola.webex.com/nola/j.php?MTID=m8e2355c2f5eccd681838bd649b5856b7","2484 896 8522",,,,"2020-12-14T09:25:54.000","2020-12-14T09:27:00.000","Complete","B","2932 Lasalle St","New Orleans","LA","70115","3673747.24","524455.27","-90.09279230247087","29.9363031153665",
"Closed","19-00702-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=249377","1120-1122 Decatur St, 27-29 French Market Pl","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2019-11-15T12:30:00.000","https://nola.webex.com/nola/j.php?MTID=m827d36421210ca0be813d1a60947d7a0","2490 815 5735",,"2019-11-13T11:30:00.000","OSS Reset","2019-01-31T11:13:02.000","2019-01-31T11:14:00.000","Violation: No WIP","C","1120 Decatur St","New Orleans","LA","70116","3684218.2","533269.55","-90.05942581894435","29.96022353552719",
"Open","19-11087-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259762","535 St Philip St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-01-19T15:00:00.000",,,,,,"2019-11-14T16:15:18.000","2019-11-14T16:18:00.000","Violation: No WIP","C","535 St Philip St","New Orleans","LA","70116","3683641.74","533098.83","-90.06125214074088","29.959771723698644",
"Closed","21-03037-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267339","518 Verret St","Short Term Rental","Safety and Permits","Reset Hearing","2022-02-02T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m353fd597dfe5fbecd5dd1a1da9a3dcd6","2491 852 1189",,"2022-01-13T14:00:00.000","OSS Liable","2021-04-12T08:26:22.000","2021-05-12T00:00:00.000","Violation: WIP","C","518 Verret St","New Orleans","LA","70114","3687035.62","529750.39","-90.05065341955405","29.950460626245103",
"Open","21-03244-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267546","410-412 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-02-10T14:30:00.000",,,,"2022-01-20T13:00:00.000","OSS Reset","2021-04-20T12:35:44.000","2021-04-19T12:37:00.000","Violation: No WIP","C","410 Bourbon St","New Orleans","LA","70130","3681689.16","531876.12","-90.0674605998813","29.956469147216758",
"Closed","18-11707-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247787","1129-1131 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2019-08-21T12:00:00.000",,,,"2019-05-15T11:00:00.000","Violation: WIP","2018-11-16T10:35:25.000","2018-11-15T10:36:00.000","Violation: No WIP","C","1129 Decatur St","New Orleans","LA","70116","3684174.1","533366.58","-90.05956167115835","29.96049168278124",
"Open","19-06886-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255561","905 Orleans Ave","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-02-23T14:00:00.000",,,,"2022-02-02T14:00:00.000","OSS Reset","2019-06-25T14:32:15.000","2019-06-25T14:34:00.000","Violation: No WIP","C","905 Orleans Ave","New Orleans","LA","70116","3682052.06","533092.26","-90.06627221790563","29.959802089242473",
"Open","20-22463-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263083","1031 St Philip St, 1000 N Rampart St, 1029 St Philip St, 1035 St Phili","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-08-31T15:00:00.000",,,,,,"2020-10-30T13:33:46.000","2020-10-30T13:35:00.000","Violation: No WIP","C","1031 St Philip St","New Orleans","LA","70116","3682151.97","534219.78","-90.06591734252525","29.962899345565898",
"Closed","19-03786-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=252461","321-325 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-01-13T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=791c22ec0d869b32ad9af3e263c8eba4","991 829 971 ",,"2020-12-16T09:00:00.000","OSS Reset","2019-05-02T10:40:01.000","2019-04-15T10:48:00.000","Violation: No WIP","C","323 Bourbon St","New Orleans","LA","70112","3681467.49","531700.39","-90.06816668710154","29.955992681160883",
"Closed","19-10295-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258970","526 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-07-28T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m849cca0331675a5168415756662bc3c7","2489 249 3920
",,,,"2019-10-15T13:27:03.000","2019-10-14T13:28:00.000","Violation: No WIP","C","526 Bourbon St","New Orleans","LA","70130","3681991.24","532231.34","-90.06649433038953","29.957436701676833",
"Open","18-10733-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=246812","1732-1734 S Carrollton Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-05-15T10:30:00.000",,,,,,"2018-10-18T09:12:03.000","2018-10-17T09:13:00.000","Violation: No WIP","A","1734 S Carrollton Ave","New Orleans","LA","70118","3663292.12","529861.03","-90.12561973696103","29.951474326769905",
"Open","18-12472-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248552","525 Iberville St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-09-25T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m57e91e4aad94ad42f8815aaffbf5738d","2498 296 0200",,,,"2018-12-19T15:34:53.000","2018-12-14T15:36:00.000","Violation: No WIP","C","525 Iberville St","New Orleans","LA","70130","3681899.9","530716.53","-90.0668356245978","29.953274264686474",
"Closed","21-05772-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270076","212 River Oaks Dr","Zoning General","Safety and Permits","Initial Hearing","2022-03-09T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m756e9e8f58c6ccb497dd6f40acc6cb6e","2481 422 2383
",,,,"2021-07-14T09:33:38.000","2021-07-15T00:00:00.000","Complete","C","212 River Oaks Dr","New Orleans","LA","70131","3701634.14","523002.9","-90.0048062129057","29.931449974643744",
"Open","18-03046-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=239125","805-807 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-04-28T10:30:00.000",,,,"2022-03-23T14:00:00.000","OSS Reset","2018-04-20T14:28:01.000","2018-04-19T14:33:00.000","Violation: No WIP","C","805 Dauphine St","New Orleans","LA","70116","3682229.38","533264.51","-90.06570626416556","29.960270325231022",
