"the_geom","tax_year","roll_num","address","year_built","assessclas","bldg_desc","bldg_metre","bldg_feet","garage","fireplace","basement","bsmtdevl","assessment","latitude","longitude"
"POINT (-113.25710795612956 53.52365938557023)","2017","7361015001","423 FOXBORO WY","2003","Residential","2 Storey & Basement","132","1424","Y","Y","Y","N","380000","53.5237057733","-113.2573792937"
"POINT (-113.26526961815154 53.52304451191931)","2017","7251063001","268 FORREST DR","2002","Residential","2 Storey & Basement","171","1844","Y","Y","Y","N","441000","53.5229784326","-113.2655480808"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520506002","47, 2131 OAK ST","1983","Exempt","2 Storey & Basement","109","1170","N","N","Y","Y","239000","53.5301184283","-113.3033310255"
"POINT (-113.04609028017849 53.37833903476825)","2017","1104330004","206 51049 RNG RD 214","1981","Residential","1 Storey Basementless","142","1528","Y","Y","N","N","400000","53.3774299342","-113.0455792362"
"POINT (-113.32679351956547 53.49472216486282)","2017","2316107337","419 52304 RNG RD 233","2002","Residential","1 Storey & Basement","163","1758","Y","Y","Y","Y","805000","53.4949476502","-113.3269914635"
"POINT (-113.01163539386866 53.448538807630634)","2017","1134166006","22 51551 RNG RD 212A","1992","Residential","Split Entry","95","1027","N","Y","Y","Y","283000","53.4484495335","-113.0119335845"
"POINT (-113.28168129717332 53.513048693560705)","2017","7219014001","131 NEWCASTLE CR","2005","Residential","2 Storey & Basement","184","1985","Y","Y","Y","N","470000","53.5128965346","-113.2817758563"
"POINT (-113.27345523071389 53.550037265893494)","2017","8109007006","26 CONNOR LN","2003","Residential","2 Storey & Basement","122","1314","Y","Y","Y","N","336000","53.5500738444","-113.2731797874"
"POINT (-112.9101520506251 53.37692568872081)","2017","1005115009","134 51042 RNG RD 204","2001","Residential","1 Storey & Basement","138","1485","Y","Y","Y","Y","595000","53.3777021616","-112.9115632699"
"POINT (-113.25792330688603 53.52127952156493)","2017","7384145000","26 FOXBORO GROVE","2003","Residential","2 Storey & Basement","141","1520","Y","Y","Y","N","401000","53.52133138","-113.2581946386"
"POINT (-113.28270526876943 53.513258405866104)","2017","7063237001","176 NEWCASTLE CR","2004","Residential","2 Storey & Basement","197","2117","Y","Y","Y","Y","483000","53.5133139606","-113.282449421"
"POINT (-113.24838076777628 53.5525818324495)","2017","8020112006","97 CROCUS CR","2002","Residential","2 Storey & Basement","131","1414","Y","N","Y","Y","383000","53.55260785","-113.2487030783"
"POINT (-112.85440327533314 53.371329080893055)","2017","1003116009","169 20212 TWP RD 510","1985","Residential","1 Storey & Basement","130","1399","Y","N","Y","Y","337000","53.3716547246","-112.8557481724"
"POINT (-113.27078944505749 53.54311104425769)","2017","8056014008","54 CAVAN RD","2003","Residential","2 Storey & Basement","154","1661","Y","Y","Y","Y","411000","53.5431652654","-113.2710456682"
"POINT (-113.251984302597 53.52716985561177)","2017","7327502005","8 FOXHAVEN LN","2005","Residential","2 Storey & Basement","188","2022","Y","Y","Y","Y","486000","53.5273185662","-113.252081652"
"POINT (-113.25462647603537 53.552853992057386)","2017","8023015003","246 SUNFLOWER CR","2003","Residential","2 Storey & Basement","193","2073","Y","Y","Y","Y","508000","53.5530067452","-113.2547410457"
"POINT (-113.27208135917522 53.55038219655498)","2017","8108002006","104 CORNWALL RD","2002","Residential","2 Storey & Basement","199","2142","Y","Y","Y","Y","490000","53.550431607","-113.2723565318"
"POINT (-113.25817572775429 53.55416609274827)","2017","8024031008","154 SUNFLOWER CR","2003","Residential","2 Storey & Basement","197","2122","Y","Y","Y","N","473000","53.5542209375","-113.2584321844"
"POINT (-112.91453939131605 53.40850050267868)","2017","1017304005","171 51268 RNG RD 204","1993","Residential","2 Storey & Basement","164","1760","Y","Y","Y","Y","495000","53.4087055764","-112.9147199882"
"POINT (-113.24914348059478 53.55203746050976)","2017","8028031002","72 CROCUS CR","2002","Residential","2 Storey & Basement","145","1556","Y","N","Y","Y","397000","53.5520768118","-113.2494072819"
"POINT (-113.33073813295634 53.4941278329613)","2017","2316108419","460 52304 RNG RD 233","2003","Residential","1 Storey & Basement","204","2201","Y","Y","Y","Y","861000","53.4943531584","-113.330929354"
"POINT (-112.94803385816134 53.46342112470138)","2017","2006351007","37 20575 WYE RD","1965","Residential","1 Storey & Basement","123","1324","N","N","Y","N","188000","53.4633295812","-112.9483323324"
"POINT (-113.01163647056921 53.448018280555644)","2017","1134169000","28 51551 RNG RD 212A","1962","Residential","1 Storey & Basement","94","1008","Y","N","Y","Y","207000","53.4481074964","-113.0113383843"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520127007","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","143","1543","N","Y","Y","Y","261000","53.5320005115","-113.3233104121"
"POINT (-113.090593789294 53.381692719085784)","2017","1107724005","85 51109 RNG RD 220","1979","Residential","1 Storey & Basement","235","2526","Y","Y","Y","Y","615000","53.3827308135","-113.0914932013"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520103008","246 WOODBRIDGE WY","1978","Residential Condominium","Split Entry","80","864","N","N","Y","Y","241000","53.5286850865","-113.3234136847"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520109005","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","141","1521","N","Y","Y","Y","276000","53.5320005115","-113.3233104121"
"POINT (-113.25997491010438 53.53552232802585)","2017","7315021001","205 HERITAGE DR","2003","Residential","Split Entry & Bonus Upper","126","1358","Y","Y","Y","Y","475000","53.5354607793","-113.2601820873"
"POINT (-113.33118086184321 53.49557535284402)","2017","2316107213","580 52304 RNG RD 233","2003","Residential","1 Storey & Basement","191","2060","Y","Y","Y","Y","902000","53.4957467121","-113.3313995148"
"POINT (-112.9977296408152 53.483516085675205)","2017","2114703007","21170 TWP RD 522","2006","Residential","Manufactured Home","141","1520","N","N","N","N","294000","53.4832032029","-112.9991789215"
"POINT (-113.25102276531726 53.5155486883992)","2017","7392007009","29 RIDGEBROOK CRT","2004","Residential","2 Storey & Basement","214","2307","Y","Y","Y","Y","632000","53.5156751576","-113.2512616242"
"POINT (-112.89740133422085 53.409281741939296)","2017","1016319004","35 51263 RNG RD 204","1974","Residential","1 Storey Basementless","83","892","Y","Y","N","N","283000","53.4090803439","-112.8974291722"
"POINT (-113.25996791592576 53.53520531216731)","2017","7315006004","101 HIGHGROVE CR","2003","Residential","2 Storey & Basement","184","1978","Y","Y","Y","Y","491000","53.5349948434","-113.2598629038"
"POINT (-113.00187743887764 53.44200207068245)","2017","1134236007","199 51551 RNG RD 212A","1983","Residential","1 Storey & Basement","89","954","Y","N","Y","Y","366000","53.4418255274","-113.002334999"
"POINT (-112.85902659128061 53.45800855534625)","2017","2003500002","20228 TWP RD 520","1972","Exempt / Farmland / Residential","Split Entry","126","1354","Y","Y","Y","Y","366030","53.4616264748","-112.8650694983"
"POINT (-113.09563875145226 53.39354809657467)","2017","1107301002","21575 HWY 14","1979","Residential","2 Storey Basementless","177","1909","Y","Y","N","N","432000","53.3938077102","-113.0987103522"
"POINT (-113.06301588003625 53.386765874976945)","2017","1108709005","217 51069 RNG RD 215","2010","Residential","1 1/2 Storey Basementless","159","1707","N","N","N","N","390000","53.3863780649","-113.0649251084"
"POINT (-113.27947249269154 53.48817010014996)","2017","2314521402","193 52224 RNG RD 231","2002","Residential","1 Storey & Basement","175","1882","N","Y","Y","Y","887000","53.4876920335","-113.279976202"
"POINT (-113.06664753711057 53.38200835715576)","2017","1108744002","169 51069 RNG RD 215","1980","Residential","1 Storey & Basement","232","2496","Y","Y","Y","Y","578000","53.3811758962","-113.0671577792"
"POINT (-113.2540474763052 53.55494346325122)","2017","8024061000","37 SUNFLOWER CR","2003","Residential","1 Storey & Basement","108","1160","Y","Y","Y","Y","412000","53.5550993912","-113.2541591739"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520559001","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","238000","53.5301184283","-113.3033310255"
"POINT (-113.03232910014587 53.39658878652594)","2017","1116514009","51 21324 HWY 14","2001","Residential","Split Entry","79","847","N","N","Y","N","242000","53.3966566866","-113.032638048"
"POINT (-113.01006955582723 53.447053872401995)","2017","1134124005","61 51551 RNG RD 212A","1956","Vacant Residential","1 Storey Basementless","41","441","N","N","N","N","68000","53.4469711147","-113.010366984"
"POINT (-113.2568794975933 53.553519247520526)","2017","8025019000","70 SUNFLOWER LN","2003","Residential","Split Entry & Bonus Upper","141","1513","Y","Y","Y","Y","468000","53.5535866721","-113.2571368251"
"POINT (-113.32681596777789 53.49411127430306)","2017","2316108311","420 52304 RNG RD 233","2003","Residential","1 Storey & Basement","172","1853","Y","Y","Y","Y","738000","53.4943367397","-113.3270108412"
"POINT (-113.07161515360706 53.38394758083558)","2017","1108738004","146 51069 RNG RD 215","1992","Residential","Split Entry","135","1456","Y","Y","Y","Y","575000","53.3847806025","-113.0730929771"
"POINT (-113.25675519356541 53.552854390779025)","2017","8024015004","214 SUNFLOWER CR","2003","Residential","Split Entry & Bonus Upper","133","1428","Y","Y","Y","Y","441000","53.5527016407","-113.2566421124"
"POINT (-112.92120231360737 53.4041299106702)","2017","1017339001","253 51268 RNG RD 204","1969","Residential","Manufactured Home","77","832","N","N","N","N","145000","53.4040274616","-112.9214483092"
"POINT (-112.9031772939764 53.375097860705985)","2017","1005126006","2 51042 RNG RD 204","1990","Residential","1 Storey Basementless","154","1662","Y","Y","N","N","290000","53.3755539459","-112.9043023894"
"POINT (-113.33036954212562 53.49473726636487)","2017","2316107247","455 52304 RNG RD 233","2006","Residential","2 Storey & Basement","436","4697","Y","Y","Y","Y","1124000","53.494962753","-113.3305678087"
"POINT (-112.94976403958218 53.4629132156086)","2017","2006323505","61 20575 WYE RD","1979","Residential","1 Storey & Basement","89","954","N","N","Y","Y","274000","53.4627755209","-112.9501436078"
"POINT (-113.25792178937361 53.52419438952269)","2017","7324050007","402 FOXBORO WY","2003","Residential","2 Storey & Basement","135","1455","Y","N","Y","Y","393000","53.5242455502","-113.2581931399"
"POINT (-113.0136565420965 53.545395479225455)","2017","3103704407","34 21252 TWP RD 530","2005","Residential","1 Storey & Basement","171","1842","Y","Y","Y","Y","738000","53.5451827909","-113.0146067265"
"POINT (-113.25380459574988 53.55495990428632)","2017","8024062008","33 SUNFLOWER CR","2003","Residential","Split Entry","112","1209","Y","Y","Y","Y","408000","53.5550720293","-113.2538872795"
"POINT (-113.28084736774872 53.51492879135649)","2017","7063194005","434 NORWAY CR","2002","Residential","Split Entry & Bonus Upper","158","1697","Y","Y","Y","Y","487000","53.5150862104","-113.2809633728"
"POINT (-113.26320918520338 53.52377473769835)","2017","7253006002","520 FORREST DR","2004","Residential","1 Storey & Basement","147","1579","Y","Y","Y","Y","545000","53.5238501051","-113.2629481352"
"POINT (-112.95259599414898 53.389753373469325)","2017","1112103005","51152 RNG RD 210","2000","Residential","1 Storey & Basement","132","1421","N","N","Y","N","422000","53.3908509603","-112.9536706457"
"POINT (-113.27913360147133 53.51392507089697)","2017","7218045002","25 NEWCASTLE RD","2004","Residential","2 Storey & Basement","188","2019","Y","Y","Y","Y","525000","53.5138116322","-113.2793337528"
"POINT (-112.94982976036026 53.46619882399087)","2017","2006310003","166 52065 RNG RD 210","2002","Residential","Split Entry","102","1099","Y","Y","Y","Y","382000","53.4660934613","-112.9502196289"
"POINT (-113.32528054381005 53.49728304754469)","2017","2316104583","625 52304 RNG RD 233","2005","Residential","1 Storey & Basement","176","1890","Y","Y","Y","Y","822000","53.4974765063","-113.3256097985"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520534004","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","108","1161","N","N","Y","Y","226000","53.5301184283","-113.3033310255"
"POINT (-113.06864100462069 53.38034243454902)","2017","1108749001","50 51069 RNG RD 215","2004","Residential","1 Storey & Basement","157","1691","Y","Y","Y","Y","647000","53.3811745509","-113.069137718"
"POINT (-113.27175144633308 53.54879627687476)","2017","8107016004","161 CORNWALL RD","2005","Residential","2 Storey & Basement","204","2200","Y","Y","Y","N","500000","53.5486359524","-113.2718775192"
"POINT (-113.27345667273161 53.549581061010194)","2017","8109013003","50 CONNOR LN","2003","Residential","2 Storey & Basement","130","1403","Y","Y","Y","N","344000","53.5495417388","-113.2737321115"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520049003","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","238000","53.5286850865","-113.3234136847"
"POINT (-113.25789743652673 53.525116273450024)","2017","7324059007","366 FOXBORO WY","2003","Residential","2 Storey & Basement","154","1659","Y","N","Y","Y","408000","53.5251650513","-113.2581926553"
"POINT (-113.26850626786474 53.54294882345722)","2017","8053110004","61 CAVAN CR","2002","Residential","2 Storey & Basement","160","1725","Y","Y","Y","Y","430000","53.5431015591","-113.2685966049"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520180006","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","N","233000","53.5174913477","-113.3217174757"
"POINT (-113.24841121174963 53.55276442182129)","2017","8020114002","105 CROCUS CR","2002","Residential","2 Storey & Basement","136","1466","Y","N","Y","Y","384000","53.552779533","-113.2487343341"
"POINT (-113.01163462402914 53.44725129674757)","2017","1134173002","36 51551 RNG RD 212A","1993","Residential","Split Entry","97","1044","Y","Y","Y","Y","333000","53.4474083772","-113.0119329503"
"POINT (-113.25630260708006 53.55285430937059)","2017","8024013008","222 SUNFLOWER CR","2004","Residential","2 Storey & Basement","186","1999","Y","Y","Y","Y","508000","53.553007064","-113.2564156587"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520505004","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","N","234000","53.5301184283","-113.3033310255"
"POINT (-113.27263541454998 53.549288191483726)","2017","8108016005","53 CONNOR LN","2004","Residential","2 Storey & Basement","176","1893","Y","Y","Y","N","466000","53.5493404834","-113.2729105721"
"POINT (-113.24851801168309 53.55312542694134)","2017","8020118003","121 CROCUS CR","2002","Residential","2 Storey & Basement","131","1414","Y","N","Y","N","362000","53.5530302351","-113.2488221899"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520117008","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1530","N","Y","Y","Y","277000","53.5320005115","-113.3233104121"
"POINT (-112.88746817530466 53.37346619467363)","2017","1004508006","37 20340 TWP RD 510","1988","Residential","2 Storey & Basement","191","2061","Y","Y","Y","Y","539000","53.3734726908","-112.8853429149"
"POINT (-113.25091926583141 53.51268082444472)","2017","7390126005","125 RIDGEBROOK RD","2003","Residential","2 Storey & Basement","191","2051","Y","Y","Y","Y","521000","53.5125440886","-113.2510889086"
