"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea","buildingtype","location"
"2007-0445-B","959 REGENCY DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-07-03T00:00:00.000","2007-04-11T00:00:00.000","2007-05-04T00:00:00.000","2007-05-04T00:00:00.000","MACLACHLAN & MITCHELL HOMES INC","R1C","8","2771","276925","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7386094004","3663810","35967","3536554","2007-01-01T00:00:00.000","2007-04-01T00:00:00.000","53.52095459","-113.25352216","1","2007","4","94","386","0627917","NE","25","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.52095459, -113.25352216)"
"2021-0384-B","127 ABERDEEN CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","32887","BP Final Complete","2022-03-29T00:00:00.000","2021-04-23T00:00:00.000","2021-05-07T00:00:00.000",,"Coventry Homes Inc","R1C","4","3732","489000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8174081003","9967441","252168","9306583","2021-01-01T00:00:00.000","2021-03-01T00:00:00.000","53.56022101","-113.28992997","1","2021","3","81","174","1923102","SW","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56022101, -113.28992997)"
"1997-0513-B",,"Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2001-10-29T00:00:00.000","1997-10-24T00:00:00.000","1997-07-24T00:00:00.000","1997-07-24T00:00:00.000","STERLING HOMES (EDMONTON) LTD.- MELISSA DAHL","R1B","4",,"68000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8035005007","513167","0","27720","1997-01-01T00:00:00.000","1997-05-01T00:00:00.000","53.55521899","-113.26320188","1","1997","5","5","35","9623712","NW","1","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55521899, -113.26320188)"
"2022-0201-B","23146 TWP RD 520","Detached barn / shop","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-13T00:00:00.000","2022-03-10T00:00:00.000","2022-03-21T00:00:00.000",,"AUDIE BENSON ESTATES HOMES INC.","RA","6",,"500000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2302702002","10414122","21918","10598","2022-01-01T00:00:00.000","2022-02-01T00:00:00.000","53.4543875","-113.28438186","1","2022","2",,"1","2572MC","SW","2","52","23","4","Rural","Barn","
,  
(53.4543875, -113.28438186)"
"2008-0046-B","4048 CROWSNEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-06-02T00:00:00.000","2008-01-15T00:00:00.000","2008-01-21T00:00:00.000","2008-01-21T00:00:00.000","LANDMARK CLASSIC EDMONTON","R1B","2","2784","347000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8085077005","4010546","35775","3521627","2008-01-01T00:00:00.000",,"53.54797146","-113.28276258","1","2008","0","77","85","0627099","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54797146, -113.28276258)"
"2008-0277-B","120C 52147 RNG RD 231","New Detached Garage Two Storey","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-12-01T00:00:00.000","2008-03-19T00:00:00.000","2008-03-27T00:00:00.000","2008-03-27T00:00:00.000","SKRIPITSKY, Jeff","RCL","6","2684","150000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2312321903","4067551","61929","29955","2008-01-01T00:00:00.000","2008-02-01T00:00:00.000","53.47902562","-113.26269449","1","2008","2","19","2","0020186","NW","12","52","23","4","Rural","Storage Building","
,  
(53.47902562, -113.26269449)"
"1999-0501-B",,"TEMPORARY TENT","COMMERCIAL","111706","NEW CONSTRUCTION","1970","Completed","2001-10-29T00:00:00.000","1999-06-01T00:00:00.000","1999-06-02T00:00:00.000","1999-06-02T00:00:00.000","JOSEPHBURG AGRICULTURAL SOCIETY","PR","5",,"10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4133102006","524040","0","14071","1999-01-01T00:00:00.000","1999-05-01T00:00:00.000","53.71579452","-113.02532558","1","1999","5",,"A","3991ET","NE","33","54","21","4","Rural","Amusement Park Structures","
,  
(53.71579452, -113.02532558)"
"2022-0488-B","2021 CHRISTOPHER CL","Solar panel installations","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-26T00:00:00.000","2022-05-25T00:00:00.000","2022-05-26T00:00:00.000",,"Great Canadian Solar Ltd","R1C","2",,"14000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8117082008","10525497","61802","4862598","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.5489273","-113.28186405","1","2022","4","82","117","0940295","NE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5489273, -113.28186405)"
"2009-0249-B","250 WOODBRIDGE WY","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-07-12T00:00:00.000","2009-03-27T00:00:00.000","2009-03-27T00:00:00.000","2009-03-27T00:00:00.000","THE HIRED HANDS","R3","1","700","20000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7520082004","4502506","11686","7150","2009-01-01T00:00:00.000","2009-02-01T00:00:00.000","53.52879853","-113.32182389","1","2009","2",,"40","7921322","SE","33","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.52879853, -113.32182389)"
"2005-0336-B","107, 700 BOTHWELL DR","Duplex:  Block 45/46  Address:  105 / 107 - 700 Bothwell Drive","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2006-08-18T00:00:00.000","2005-03-18T00:00:00.000","2005-03-21T00:00:00.000","2005-03-21T00:00:00.000","GREENBORO HOMES LTD","DC29","1",,"252816","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8530300458","2632477","33283","2614462","2005-01-01T00:00:00.000","2005-03-01T00:00:00.000","53.5443321","-113.29806865","1","2005","3",,"45","0520911","SE","3","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.5443321, -113.29806865)"
"2008-0327-B","159 52343 RNG RD 211","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-03-09T00:00:00.000","2008-04-04T00:00:00.000","2008-04-07T00:00:00.000","2008-04-07T00:00:00.000","SAND, Todd","RH","7","720","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2114826007","4082585","20459","5541","2008-01-01T00:00:00.000","2008-03-01T00:00:00.000","53.49079318","-112.96850676","1","2008","3","15","14","2220MC","NW","13","52","21","4","Rural","Storage Building","
,  
(53.49079318, -112.96850676)"
"2008-0127-B","21479 TWP RD 560A","Foundation for R-41101-MCC Building (A&V) - Shell Upgrader","INDUSTRIAL","1387475","FOUNDATION ONLY","1970","Completed","2009-09-18T00:00:00.000","2008-02-11T00:00:00.000","2008-08-26T00:00:00.000","2008-08-26T00:00:00.000","BECHTEL CANADA CO. - CALGARY","IHH","5",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5131100009","4030241","35273","1506165","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.81022132","-113.09688098","1","2008","1",,,,"SE","6","56","21","4","Rural","Refineries","
,  
(53.81022132, -113.09688098)"
"2021-1017-B","72 CREEKSIDE DR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-13T00:00:00.000","2021-10-18T00:00:00.000","2021-10-19T00:00:00.000",,"Rudrud, Jeremy","R1A","5","1157","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211713606","10239661","193674","7160923","2021-01-01T00:00:00.000","2021-10-01T00:00:00.000","53.55432732","-113.13913758","1","2021","10","36","1","1520861","NW","2","53","22","4","Rural","Single Detached Dwelling","
,  
(53.55432732, -113.13913758)"
"2022-0266-B","30, 20 GEORGIAN WY","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-03T00:00:00.000","2022-03-29T00:00:00.000","2022-03-29T00:00:00.000",,"Parkland Construction","R3","2",,"30000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7520602603","10438744","10266","24139","2022-01-01T00:00:00.000","2022-02-01T00:00:00.000","53.53130107","-113.29044085","1","2022","2",,"26","8820324","SW","35","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.53130107, -113.29044085)"
"2009-1311-B","53051 RNG RD 222","New Single Detached Dwelling - PETER STOPPED IN WILL CALL FOR INSULATION INSPECTION - NOT QUITE READY FOR FINAL","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-08-16T00:00:00.000","2009-10-06T00:00:00.000","2009-10-27T00:00:00.000","2009-10-27T00:00:00.000","Steiner, Peter","RCL","5","2408","112000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3202303008","4778030","3139","2499","2009-01-01T00:00:00.000",,"53.55075173","-113.1475012","1","2009","13",,,,"NW","2","53","22","4","Rural","Single Detached Dwelling","
,  
(53.55075173, -113.1475012)"
"2007-0922-B","23 52105 RNG RD 225","Foundation","RESIDENTIAL","1387475","FOUNDATION ONLY","1970","Completed","2007-07-03T00:00:00.000","2007-06-07T00:00:00.000","2007-06-07T00:00:00.000","2007-06-07T00:00:00.000","KUCHER, MYKOLA NICK","RCL","6",,"17000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2208710403","3753825","36267","3543020","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.46926394","-113.21717238","1","2007","9","4","1","0628366","SW","8","52","22","4","Rural","Single Detached Dwelling","
,  
(53.46926394, -113.21717238)"
"2016-1004-B","4 GREENGROVE DR","Egress Window in Basement","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2016-09-26T00:00:00.000","2016-09-21T00:00:00.000","2016-09-23T00:00:00.000","2016-09-23T00:00:00.000","Holowach, Dennis & Cathryn","R1A","3",,"1700","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7201008005","7754025","12688","5717","2016-01-01T00:00:00.000","2016-10-01T00:00:00.000","53.5258668","-113.27174642","1","2016","10","8","201","8520144","NE","26","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5258668, -113.27174642)"
"2009-1403-B","138 CALICO DR","HOT TUB - OUT DOORS","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-11-03T00:00:00.000","2009-10-28T00:00:00.000","2009-10-28T00:00:00.000","2009-10-28T00:00:00.000","PAPP, DAVID  & MONICA","R1B","8",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7279044003","4807249","11303","22247","2009-01-01T00:00:00.000",,"53.529171","-113.26831065","1","2009","14","44","279","9222080",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.529171, -113.26831065)"
"2008-0124-B","21479 TWP RD 560A","Foundation for R-41102-Far Building (A&V) - Shell Upgrader","INDUSTRIAL","1387475","FOUNDATION ONLY","1970","Completed","2008-10-31T00:00:00.000","2008-02-11T00:00:00.000","2008-07-16T00:00:00.000","2008-07-16T00:00:00.000","BECHTEL CANADA CO. - CALGARY","IHH","5",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5131100009","4030148","35273","1506165","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.81022132","-113.09688098","1","2008","1",,,,"SE","6","56","21","4","Rural","Refineries","
,  
(53.81022132, -113.09688098)"
"2022-0647-B","1072 SUMMERWOOD ESTATES RD","Covered deck","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-07-12T00:00:00.000","2022-06-30T00:00:00.000","2022-07-12T00:00:00.000",,"Kumar, Sudhir","R1A","4",,"7125","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129019009","10585796","36079","3540084","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","53.5622211","-113.26180664","1","2022","6","19","129","0628162","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5622211, -113.26180664)"
"2006-2076-B","21479 TWP RD 560A","Construction Trailers (1 Office, 1 Crew, 1 Washcar, 1 radiography and 2 oven/tool storage seacans)","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-03-06T00:00:00.000","2006-12-22T00:00:00.000","2007-02-05T00:00:00.000","2007-02-05T00:00:00.000","HORTON CBI, Limited.","IHH","5",,"211767","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5131100009","3538411","35273","14471","2006-01-01T00:00:00.000",,"53.81022132","-113.09688098","1","2006","20",,,,"NE","31","55","21","4","Rural","Offices","
,  
(53.81022132, -113.09688098)"
"2017-1332-B","560, 3850 SHERWOOD DR","Jugo Juice - Tenant Improvement#560, 3850 Sherwood Drive","COMMERCIAL","111709","TENANT IMPROVEMENT","151675","Approved - File Closed","2018-02-08T00:00:00.000","2017-11-20T00:00:00.000","2017-12-04T00:00:00.000",,"Budal Construction Group","C1","4","827","150000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8172064231","8289512","220994","8249612","2017-01-01T00:00:00.000",,"53.55528594","-113.29246921","1","2017","13",,"23","1722464","SW","11","53","23","4","Sherwood Park","Salesrooms","
,  
(53.55528594, -113.29246921)"
"2022-0010-B","5200 CLOVER BAR RD","CDL Marquis Phase 1 of 2 phases for one level of secure underground parkingFOUNDATION ONLY","COMMERCIAL","1387475","FOUNDATION ONLY","3083","In Progress - Inspection","2022-02-25T00:00:00.000","2022-01-06T00:00:00.000","2022-02-25T00:00:00.000",,"Gardner Architecture Inc.","UV2 ""Area VI""","4","3215","3250000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8155015104","10336865","162343","7496350","2022-01-01T00:00:00.000",,"53.56374706","-113.27310622","1","2022","0","15A","155","1620095","E","11","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.56374706, -113.27310622)"
"2010-1482-B","7441 ELLESMERE WY","Duplex:7437 & 7441","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2011-09-26T00:00:00.000","2010-12-06T00:00:00.000","2010-12-07T00:00:00.000","2010-12-07T00:00:00.000","COVENTRY HOMES INC","R2A","4","3843","434350","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8158043003","5343563","61844","4896860","2010-01-01T00:00:00.000",,"53.56501519","-113.27813479","1","2010","14","43","158","0941261","NE","11","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.56501519, -113.27813479)"
"2009-0238-B","57 FOXBORO LINK","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2010-08-25T00:00:00.000","2009-03-23T00:00:00.000","2009-03-24T00:00:00.000","2009-03-24T00:00:00.000","BLAIR, SCOTT & MACKIE, CHRISTA","R1C","8","676","20000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7365030002","4498934","30087","2450859","2009-01-01T00:00:00.000","2009-02-01T00:00:00.000","53.52275325","-113.25566321","1","2009","2","30","365","0425473",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.52275325, -113.25566321)"
"2009-0419-B","46 CASCADE CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-06-08T00:00:00.000","2009-05-06T00:00:00.000","2009-05-26T00:00:00.000","2009-05-26T00:00:00.000","DAYTONA HOMES INC","R1C","2","2060","264000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8067051007","4542545","39886","4414162","2009-01-01T00:00:00.000","2009-04-01T00:00:00.000","53.54842283","-113.27431268","1","2009","4","51","67","0825286","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54842283, -113.27431268)"
"2007-1318-B","91 CARLYLE CR","Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-03-17T00:00:00.000","2007-08-13T00:00:00.000","2007-08-29T00:00:00.000","2007-08-29T00:00:00.000","YANIW, SHANE & DINENE","R1C","2","252","2500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8110074000","3844232","33159","2861421","2007-01-01T00:00:00.000",,"53.55092223","-113.27865274","1","2007","13","74","110","0524137",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55092223, -113.27865274)"
"2008-0126-B","21479 TWP RD 560A","Foundation for R-44004-Far Building (HMU) - Shell Upgrader","INDUSTRIAL","1387475","FOUNDATION ONLY","1970","Completed","2009-06-10T00:00:00.000","2008-02-11T00:00:00.000","2008-09-11T00:00:00.000","2008-09-11T00:00:00.000","BECHTEL CANADA CO. - CALGARY","IHH","5",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5131100009","4030221","35273","1506165","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.81022132","-113.09688098","1","2008","1",,,,"SE","6","56","21","4","Rural","Refineries","
,  
(53.81022132, -113.09688098)"
"2007-0969-B","349 52224 RNG RD 231","Shed","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-06-20T00:00:00.000","2007-06-13T00:00:00.000","2007-06-20T00:00:00.000","2007-06-20T00:00:00.000","KINAL, LARRY","RCL","6","240","20000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2314522508","3763357","26837","1173779","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.48480769","-113.27946608","1","2007","9","25","2","0125342","SE","14","52","23","4","Rural","Storage Building","
,  
(53.48480769, -113.27946608)"
"2005-1197-B","12 GREENWOOD WY","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2005-08-31T00:00:00.000","2005-08-19T00:00:00.000","2005-08-31T00:00:00.000","2005-08-31T00:00:00.000","SHERWOOD BIKE REPAIR LTD","R1A","3","480","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7070006007","2856699","15450","17178","2005-01-01T00:00:00.000","2005-11-01T00:00:00.000","53.51927744","-113.29296791","1","2005","11","6","70","2413RS","SW","26","52","23","4","Sherwood Park","Storage Building","
,  
(53.51927744, -113.29296791)"
"2008-0953-B","10108 8 ST","PUMP BUILDING (4-PUB-1) - (12.2m x 46.5m x 7.71m) - UNOCCUPIED BUILDING - EQUIPMENT SHELTER","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-09-16T00:00:00.000","2008-08-13T00:00:00.000","2008-09-18T00:00:00.000","2008-09-18T00:00:00.000","ENBRIDGE PIPELINES (ATHABASCA) INC","IH","1","6106","700000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2332102009","4245935","31446","11748","2008-01-01T00:00:00.000","2008-09-01T00:00:00.000","53.54154706","-113.35598281","1","2008","9",,,,"NE","32","52","23","4","Sherwood Park","Refineries","
,  
(53.54154706, -113.35598281)"
"2022-0091-B","93 AMBLESIDE WY","Basement Development","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2022-05-02T00:00:00.000","2022-02-07T00:00:00.000","2022-02-08T00:00:00.000",,"Valera, Juan","R1C","4",,"22000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8183004003","10374808","250915","8273115","2022-01-01T00:00:00.000",,"53.55786063","-113.28825356","1","2022","0","4","183","1723004","SW","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55786063, -113.28825356)"
