"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1918","Correctional Medical Technician III","14","1.0","40531.00","3.0","142303.00","3.0","142303.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1943","Nurse Clinician","FC","1.0","96835.00","1.0","103281.00","1.0","103281.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","1944","Nurse Epidemiologist","FE","1.0","111884.00","1.0","119332.00","1.0","119332.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2400802","TB/STD/Infection Control","2063","Correctional Medical Technician II","12","2.0","70496.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2400804","Med/Surg -Physician Support","1816","Physician Assistant I","22","19.0","1677004.00","19.0","1899987.00","19.0","1899987.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401101","Dental Services","1500","Dental Assistant - CCH","13","8.0","375304.00","8.0","402342.00","8.0","402342.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401101","Dental Services","2094","Dental Hygienist","17","2.0","109350.00","2.0","116470.00","2.0","116470.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401101","Dental Services","4880","Dentist IV","K04","7.0","1052554.00","7.0","1128672.00","7.0","1128672.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401101","Dental Services","5435","Correctional Chief of Dental Services","K06","1.0","166690.00","1.0","181254.00","1.0","181254.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","912","Administrative Aide","CC","2.0","70885.00","2.0","75605.00","2.0","75605.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","927","Administrative Aide (CCU)","CE","8.0","288777.00","7.0","271696.00","7.0","271696.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401802","Cermak - Admin Aides / Ward Clerks","4828","Ward Clerk","CF","10.0","358052.00","8.0","310650.00","8.0","310650.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","51","Administrative Assistant V","20","1.0","78213.00","1.0","83578.00","1.0","83578.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","907","Clerk V","11","1.0","43412.00","2.0","70206.00","2.0","70206.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","935","Stenographer IV","11","1.0","46493.00","1.0","49588.00","1.0","49588.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1943","Nurse Clinician","FC",,,"1.0","67365.00","1.0","67365.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1948","Clinical Specialist","FE","1.0","111884.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1954","Tour Supervisor","NS1",,"1.00","1.0","75315.00","1.0","75315.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1957","Divisional Nursing Director","NS3",,,"1.0","102609.00","1.0","102609.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1966","Licensed Practical Nurse II","PN2","1.0","36157.00","1.0","42708.00","1.0","42708.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","1982","Master Instructor","FE","1.0","108616.00","1.0","114324.00","1.0","114324.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5280","Chief Nursing Officer","24","1.0","135000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5384","Nurse Coordinator II","NS2",,,"5.0","437744.00","5.0","437744.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5388","House Administrator","NS2","3.0","270311.00","5.0","466291.00","5.0","466291.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5722","Clinical Performance Improvement Analyst - Cermak","22","1.0","98205.00","1.0","106786.00","1.0","106786.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","5923","Staffing Coordinator - Cermak","14","1.0","40109.00","1.0","42766.00","1.0","42766.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401901","Nursing - Administration","6321","Director of Nursing","24",,,"1.0","126929.00","1.0","126929.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401913","PCS - Division I","1918","Correctional Medical Technician III","14","1.0","56160.00","1.0","59898.00","1.0","59898.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401913","PCS - Division I","1941","Clinical Nurse I","FA","3.0","239440.00","2.0","182204.00","2.0","182204.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401913","PCS - Division I","2063","Correctional Medical Technician II","12","1.0","33226.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401913","PCS - Division I","2068","Emergency Response Technician","16","1.0","55993.00","1.0","59659.00","1.0","59659.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401913","PCS - Division I","5384","Nurse Coordinator II","NS2","1.0","79489.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401915","PCS - Division II Dorm I","1941","Clinical Nurse I","FA","3.0","220455.00","3.0","181609.00","3.0","181609.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401915","PCS - Division II Dorm I","1966","Licensed Practical Nurse II","PN2","4.0","195112.00","4.0","209965.00","4.0","209965.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401915","PCS - Division II Dorm I","2063","Correctional Medical Technician II","12","3.0","132712.00","2.0","89572.00","2.0","89572.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401916","PCS - Division II Dorm II","1941","Clinical Nurse I","FA","5.0","400746.00","5.0","419682.00","5.0","419682.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401916","PCS - Division II Dorm II","1961","Attendant Patient Care","CD",,,"1.0","36962.00","1.0","36962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401916","PCS - Division II Dorm II","1966","Licensed Practical Nurse II","PN2","12.0","558243.00","11.0","547360.00","11.0","547360.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401916","PCS - Division II Dorm II","2064","Emergency Room Technician II","16","1.0","56893.00","1.0","63207.00","1.0","63207.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401916","PCS - Division II Dorm II","5388","House Administrator","NS2","1.0","88713.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401918","PCS - Division IV","1941","Clinical Nurse I","FA","4.0","288747.00","3.0","270321.00","3.0","270321.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401918","PCS - Division IV","1942","Clinical Nurse II","FB",,,"1.0","85219.00","1.0","85219.00"
