"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"20-26536","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-03-11T00:00:00.000","2020-08-28T00:00:00.000","10408016000","RUBY SUNSHINE",,"1800  21ST AVE S","NASHVILLE","TN","37212","18","37016400","1800 21ST AVE S
NASHVILLE, TN 37212
(36.136759, -86.800864)"
"20-26939","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-09-29T00:00:00.000","2021-01-14T00:00:00.000","18100008400","ALDI #50",,"7117  SOUTHPOINT PKWY","BRENTWOOD","TN","37027","31","37019114","7117 SOUTHPOINT PKWY
BRENTWOOD, TN 37027"
"20-26779","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-19T00:00:00.000","2021-01-14T00:00:00.000","09306205700","TACO BELL CANTINA NASHVILLE DOWNTOWN",,"131  2ND AVE N","NASHVILLE","TN","37201","19","37019500","131 2ND AVE N
NASHVILLE, TN 37201
(36.162814, -86.775782)"
"20-27000","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-09T00:00:00.000","2021-01-14T00:00:00.000","07300003200","GAYLORD OPRYLAND EVENTS CENTER",,"2800  OPRYLAND DR","NASHVILLE","TN","37214","15","37015300","2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
"20-27002","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-09T00:00:00.000","2021-01-14T00:00:00.000","07300003200","PAISANO'S PIZZARIA & VINO",,"2800  OPRYLAND DR","NASHVILLE","TN","37214","15","37015300","2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
"20-26850","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-10T00:00:00.000","2021-01-14T00:00:00.000","10700005000","NASHVILLE INTERNATIONAL AIRPORT",,"1  TERMINAL DR","NASHVILLE","TN","37214","13","37980100","1 TERMINAL DR
NASHVILLE, TN 37214
(36.131602, -86.668735)"
"20-26953","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-12T00:00:00.000","2021-01-14T00:00:00.000","10501023300","BARCELONA WINE BAR",,"1200  VILLA PL  110","NASHVILLE","TN","37212","17","37016300","1200 VILLA PL 110
NASHVILLE, TN 37212
(36.142756, -86.791967)"
"21-27074","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-02-04T00:00:00.000","2021-05-14T00:00:00.000","10600003100","LA MEXICANA MARKET",,"989  MURFREESBORO PIKE","NASHVILLE","TN","37217","16","37015802","989 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.129361, -86.714611)"
"21-27206","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-27T00:00:00.000","2021-08-26T00:00:00.000","09116001300","SMOKIN THIGHS",,"4400  CHARLOTTE AVE","NASHVILLE","TN","37209","24","37013400","4400 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152267, -86.839824)"
"T21-27435","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-10-06T00:00:00.000",,"09310048400","1 HOTEL NASHVILLE",,"710  DEMONBREUN ST","NASHVILLE","TN","37203","19","37019500","710 DEMONBREUN ST
NASHVILLE, TN 37203
(36.157138, -86.780246)"
"20-26954","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-10-12T00:00:00.000","2021-05-13T00:00:00.000","09306009500","THE RIVER HOUSE",,"313  DEMONBREUN ST","NASHVILLE","TN","37201","19","37019500","313 DEMONBREUN ST
NASHVILLE, TN 37201
(36.159273, -86.775286)"
"20-26915","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-08T00:00:00.000","2021-05-13T00:00:00.000","09314021600","THE BLUE ROOM",,"623  7TH AVE S","NASHVILLE","TN","37203","19","37019500","623 7TH AVE S
NASHVILLE, TN 37203
(36.15217, -86.777756)"
"19-25860","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-01-30T00:00:00.000","2019-06-28T00:00:00.000","08309019400","CILANTRO FIVE POINTS MEXICAN GRILL","Yeon Su Na","972  MAIN ST","NASHVILLE","TN","37206","6","37019200","972 MAIN ST
NASHVILLE, TN 37206
(36.177851, -86.752304)"
"19-26057","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-05-23T00:00:00.000","2019-07-01T00:00:00.000","08216009400","MUSIC CITY HOT CHICKEN FESTIVAL",,"700  WOODLAND ST","NASHVILLE","TN","37206","6","37019200","700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
"19-25886","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-02-19T00:00:00.000","2019-11-12T00:00:00.000","04300027300","YAZOO BREWING COMPANY","Lila Hall - 50%, Linus Hall - 50%","900  RIVER BLUFF DR","MADISON","TN","37115","9","37010402","900 RIVER BLUFF DR
MADISON, TN 37115
(36.275885, -86.68761)"
"19-25973","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-04-11T00:00:00.000","2019-11-12T00:00:00.000","09309007600","THE EASTERN PEAK--GOSSETT","Art Charnpanichka","133  12TH AVE N","NASHVILLE","TN","37203","19","37019500","133 12TH AVE N
NASHVILLE, TN 37203
(36.158168, -86.788841)"
"21-27258","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-24T00:00:00.000","2021-08-27T00:00:00.000","09306205900","CHICKEN GUY","Bucky Mabe","139  2ND AVE N","NASHVILLE","TN","37201","19","37019500","139 2ND AVE N
NASHVILLE, TN 37201
(36.163019, -86.775912)"
"21-27456","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-11-03T00:00:00.000","2022-03-11T00:00:00.000","07106003000","TRINITY MARKET",,"234 W TRINITY LN","NASHVILLE","TN","37207","2","37012702","234 W TRINITY LN
NASHVILLE, TN 37207
(36.206689, -86.779156)"
"21-27285","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-09T00:00:00.000","2021-08-27T00:00:00.000","13306023600","TAQUERIA EL POBLANO",,"3707  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37017500","3707 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.095533, -86.737343)"
"18-25344","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-01-19T00:00:00.000","2018-03-02T00:00:00.000","10314002600","LEMONGRASS THAI",,"73  WHITE BRIDGE PIKE","NASHVILLE","TN","37205","24","37018102","73 WHITE BRIDGE PIKE
NASHVILLE, TN 37205"
"21-27354","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-28T00:00:00.000","2021-08-30T00:00:00.000","092140B00200CO","SAND BAR NASHVILLE",,"3  CITY AVE  500","NASHVILLE","TN","37209","21","37014400","3 CITY AVE 500
NASHVILLE, TN 37209
(36.152468, -86.820627)"
"19-26344","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-01T00:00:00.000","2020-04-23T00:00:00.000","08314013700","FROTHY MONKEY","Ryan Pruitt","1701A  FATHERLAND ST","NASHVILLE","TN","37206","6","37012200","1701A FATHERLAND ST
NASHVILLE, TN 37206
(36.173123, -86.739631)"
"20-26495","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-14T00:00:00.000","2020-04-23T00:00:00.000","08213040500","BROOKLYN BOWL NASHVILLE","Christopher Tucker Herndon, Trustee, Joseph Michael Hall, Trustee","925  3RD AVE N","NASHVILLE","TN","37201","19","37019400","925 3RD AVE N
NASHVILLE, TN 37201
(36.172659, -86.783184)"
"21-27355","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-29T00:00:00.000","2021-08-30T00:00:00.000","06700005600","JUNIPER GREEN","Molly Martin (50% owner of Bontemps)","5022  OLD HYDES FERRY PIKE","NASHVILLE","TN","37218","1","37013100","5022 OLD HYDES FERRY PIKE
NASHVILLE, TN 37218
(36.209401, -86.923735)"
"21-27309","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-06-22T00:00:00.000","2021-08-30T00:00:00.000","09306113300","COPPER BRANCH","Carmen Spence, Charles Spence","601  CHURCH ST","NASHVILLE","TN","37219","19","37019500","601 CHURCH ST
NASHVILLE, TN 37219
(36.162624, -86.781404)"
"19-26101","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-06-24T00:00:00.000","2019-07-11T00:00:00.000","11714017600","CHAR RESTAURANT","Benjamin John William Brock - 25%, David Alan Conn - 25%, James Douglas Hogrefe - 25%, Paul Bernard Schramkowski - 25%","3988  HILLSBORO PIKE","NASHVILLE","TN","37215","25","37017901","3988 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.10495, -86.814464)"
"17-25127","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2017-07-14T00:00:00.000","2017-08-10T00:00:00.000","10801006200","HAMPTON INN & SUITES NASHVILLE AIRPORT",,"583  DONELSON PIKE","NASHVILLE","TN","37214","15","37015502","583 DONELSON PIKE
NASHVILLE, TN 37214
(36.143063, -86.666577)"
"19-25923","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-03-06T00:00:00.000","2019-08-28T00:00:00.000","17100002400","BRENTWOOD SUITES HOTEL",,"622  CHURCH ST E","BRENTWOOD","TN","37027","4","37018803","622 CHURCH ST E
BRENTWOOD, TN 37027
(36.033528, -86.779253)"
"21-27178","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-19T00:00:00.000","2022-03-11T00:00:00.000","10513012900","BUTTERMILK RANCH","Jefferson Pennington","2407  12TH AVE S","NASHVILLE","TN","37204","18","37016900","2407 12TH AVE S
NASHVILLE, TN 37204
(36.125723, -86.789323)"
"19-26048","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-05-20T00:00:00.000","2019-07-11T00:00:00.000","11816003000","THE BLACK ABBEY BREWING COMPANY","Doug Franck - 1","2952  SIDCO DR","NASHVILLE","TN","37204","16","37980200","2952 SIDCO DR
NASHVILLE, TN 37204
(36.105978, -86.755864)"
"22-27568","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-01-24T00:00:00.000","2022-03-11T00:00:00.000","09215017100","SAMURAI",,"2215  ELLISTON PL","NASHVILLE","TN","37203","21","37016500","2215 ELLISTON PL
NASHVILLE, TN 37203
(36.151345, -86.804092)"
"18-25740","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-10-22T00:00:00.000","2019-07-11T00:00:00.000","10516020300","TEMPO",,"2179  NOLENSVILLE PIKE","NASHVILLE","TN","37211","17","37017200","2179 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.127859, -86.753649)"
"22-27566","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-01-21T00:00:00.000","2022-03-11T00:00:00.000","16000010200","SUDDEN SERVICE #6617","Leslie Evans Cherry, Steven Ray Hostetter","5621  FRANKLIN PIKE","BRENTWOOD","TN","37027","34","37018700","5621 FRANKLIN PIKE
BRENTWOOD, TN 37027
(36.037873, -86.786435)"
"22-27563","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-01-21T00:00:00.000","2022-03-11T00:00:00.000","10601006200","SUDDEN SERVICE #6604","Leslie Evans Cherry, Steven R. Hostetter","601  FESSLERS LN","NASHVILLE","TN","37210","19","37015900","601 FESSLERS LN
NASHVILLE, TN 37210
(36.144067, -86.744143)"
"22-27565","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-01-21T00:00:00.000","2022-03-11T00:00:00.000","17100010700","SUDDEN SERVICE #6615","Leslie Evans Cherry, Steven Ray Hostetter","799  OLD HICKORY BLVD","BRENTWOOD","TN","37027","34","37018700","799 OLD HICKORY BLVD
BRENTWOOD, TN 37027
(36.037449, -86.785582)"
"22-27551","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-01-18T00:00:00.000","2022-03-11T00:00:00.000","14707007900","LAURA'S COCINA",,"4407  NOLENSVILLE PIKE","NASHVILLE","TN","37211","27","37018904","4407 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.073235, -86.72437)"
"19-26297","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-02T00:00:00.000","2019-11-21T00:00:00.000","09116039500","CHAATABLE","Music City MD LLP, SNB Investments, LLC","345  40TH AVE N","NASHVILLE","TN","37209","24","37013500","345 40TH AVE N
NASHVILLE, TN 37209
(36.151982, -86.833824)"
"21-27059","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-26T00:00:00.000","2022-03-11T00:00:00.000","093063A00300CO","THE TWELVE THIRTY CLUB","James Liautaud (100% owner of 5B Investors LLC), Justin Timberlake (100% owner of TR1 Ventures LLC), Sam Fox (100% owner of Nickel Bee Investments)","550  BROADWAY","NASHVILLE","TN","37203","19","37019500","550 BROADWAY
NASHVILLE, TN 37203
(36.160264, -86.778977)"
"22-27569","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-01-24T00:00:00.000","2022-03-11T00:00:00.000","16500000000001","FOUR CORNERS MARINA",,"4027  LAVERGNE COUCHVILLE PIKE","ANTIOCH","TN","37013",,"15607128","4027 LAVERGNE COUCHVILLE PIKE
ANTIOCH, TN 37013
(36.053051, -86.574086)"
"18-25771","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-11-09T00:00:00.000","2019-11-21T00:00:00.000","09215017600","WINGSTOP",,"2113  ELLISTON PL","NASHVILLE","TN","37203","21","37016500","2113 ELLISTON PL
NASHVILLE, TN 37203
(36.151985, -86.803387)"
"22-27564","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-01-21T00:00:00.000","2022-03-11T00:00:00.000","12002004700","SUDDEN SERVICE #6322","Leslie Evans Cherry, Steven Ray Hostetter","1330  VULTEE BLVD","NASHVILLE","TN","37217","13","37015802","1330 VULTEE BLVD
NASHVILLE, TN 37217
(36.124327, -86.69672)"
"19-26316","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-10-11T00:00:00.000","2019-11-21T00:00:00.000","08102020000","EZ MART","10944 Edes Ave","2610  CLARKSVILLE PIKE","NASHVILLE","TN","37208","2","37013700","2610 CLARKSVILLE PIKE
NASHVILLE, TN 37208
(36.186808, -86.819566)"
"20-26534","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-03-10T00:00:00.000","2020-04-23T00:00:00.000","093064B00100CO","PALM RESTAURANT-NASHVILLE",,"140  5TH AVE S","NASHVILLE","TN","37201","19","37019500","140 5TH AVE S
NASHVILLE, TN 37201
(36.159159, -86.777556)"
"20-26542","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-03-16T00:00:00.000","2021-01-15T00:00:00.000","09312012500","TENNESSEE CENTRAL RAILWAY MUSEUM",,"220  WILLOW ST","NASHVILLE","TN","37210","19","37019600","220 WILLOW ST
NASHVILLE, TN 37210
(36.154802, -86.754349)"
"19-26356","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2019-11-06T00:00:00.000","2021-01-15T00:00:00.000","08212030500","CRAZY GNOME BREWERY",,"948  MAIN ST","NASHVILLE","TN","37206","6","37019200","948 MAIN ST
NASHVILLE, TN 37206
(36.177305, -86.753713)"
"20-26987","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-11-27T00:00:00.000","2021-01-15T00:00:00.000","10412000300","ANZIE BLUE","DEREK VAN MOL. 47.5%","2111  BELCOURT AVE  101","NASHVILLE","TN","37212","18","37016800","2111 BELCOURT AVE 101
NASHVILLE, TN 37212
(36.136725, -86.801837)"
"20-26977","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-11-19T00:00:00.000","2021-01-15T00:00:00.000","02200016100","MAZATLAN GRILL","Cristian Zaragoza 33.4%, Maria Yessica Carmona 33.3%","7246  WHITES CREEK PIKE","JOELTON","TN","37080","1","37010104","7246 WHITES CREEK PIKE
JOELTON, TN 37080
(36.321483, -86.867503)"
"20-26919","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-14T00:00:00.000","2021-01-19T00:00:00.000","03403012100","ARIGATO","JAE W SHIN","2021  GALLATIN PIKE N 216","MADISON","TN","37115","10","37010401","2021 GALLATIN PIKE N 216
MADISON, TN 37115
(36.301909, -86.693065)"
"21-27107","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","09309016100","7-ELEVEN 41053H","DAVID SELTZER","1111  BROADWAY","NASHVILLE","TN","37203","19","37019500","1111 BROADWAY
NASHVILLE, TN 37203
(36.156817, -86.786917)"
"21-27119","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2021-03-14T00:00:00.000","2021-05-14T00:00:00.000","08400001000","CORNELIA FORT PICKIN' PARTY - FRIENDS OF SHELBY PARK","Rebecca Ratz","2638  AIRPARK DR","NASHVILLE","TN","37206","6","37011600","2638 AIRPARK DR
NASHVILLE, TN 37206
(36.190136, -86.705973)"
"20-26972","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-11-11T00:00:00.000","2021-05-14T00:00:00.000","11603000500","AGAVES MEXICAN RESTAURANT",,"4550  HARDING PIKE","NASHVILLE","TN","37205","24","37018000","4550 HARDING PIKE
NASHVILLE, TN 37205
(36.123953, -86.849031)"
"21-27134","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-24T00:00:00.000","2021-05-14T00:00:00.000","08104022500","7-ELEVEN 41045H","DAVID SELTZER","2022  ROSA L PARKS BLVD","NASHVILLE","TN","37228","2","37013700","2022 ROSA L PARKS BLVD
NASHVILLE, TN 37228
(36.188388, -86.79842)"
"18-25766","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-11-07T00:00:00.000","2019-07-12T00:00:00.000","07300003200","GAYLORD OPRYLAND HOTEL - SOUNDWAVES",,"2800  OPRYLAND DR","NASHVILLE","TN","37214","15","37015300","2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
"19-26020","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-05-08T00:00:00.000","2019-07-12T00:00:00.000","11710011100","Courtyard by Marriott Green Hills",,"3800  BEDFORD AVE","NASHVILLE","TN","37215","25","37017901","3800 BEDFORD AVE
NASHVILLE, TN 37215
(36.109442, -86.81974)"
"21-27494","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-13T00:00:00.000","2022-03-14T00:00:00.000","09216019000","DONATOS PIZZA",,"1915  BROADWAY","NASHVILLE","TN","37203","19","37019500","1915 BROADWAY
NASHVILLE, TN 37203
(36.14999, -86.7976)"
"19-26378","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-26T00:00:00.000","2021-01-20T00:00:00.000","093064C00200CO","THE HAMPTON SOCIAL",,"222  2ND AVE S","NASHVILLE","TN","37201","19","37019500","222 2ND AVE S
NASHVILLE, TN 37201
(36.159268, -86.773477)"
"21-27048","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-01-16T00:00:00.000","2021-05-14T00:00:00.000","083060C01300CO","EASTWOOD DELI CO, LLC","Stefanie Kisselburg -50% ownership","1896  EASTLAND AVE","NASHVILLE","TN","37206","6","37012100","1896 EASTLAND AVE
NASHVILLE, TN 37206
(36.182609, -86.735366)"
"21-27155","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-07T00:00:00.000","2021-08-30T00:00:00.000","03402008800","SIR PIZZA - RIVERGATE","Christopher Neighbours","913  RIVERGATE PKWY","GOODLETTSVILLE","TN","37072","10","37010401","913 RIVERGATE PKWY
GOODLETTSVILLE, TN 37072
(36.298542, -86.700106)"
"21-27083","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-02-15T00:00:00.000","2021-05-14T00:00:00.000","09306405500","BIG MACHINE BREWERY & DISTILLERY",,"122  3RD AVE S","NASHVILLE","TN","37201","19","37019500","122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)"
"20-26442","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-21T00:00:00.000","2021-08-30T00:00:00.000","16300017000","JUICY SEAFOOD III","ZUO BIAO GAO","5314A  MT VIEW RD","ANTIOCH","TN","37013","32","37015629","5314A MT VIEW RD
ANTIOCH, TN 37013
(36.04894, -86.648262)"
"20-26467","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-02-03T00:00:00.000","2020-09-03T00:00:00.000","14800029500","FAMILY DOLLAR STORE# 25657","Lonnie McCaffety","955  RICHARDS RD","ANTIOCH","TN","37013","28","37015615","955 RICHARDS RD
ANTIOCH, TN 37013
(36.069147, -86.682865)"
"21-27108","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","07106001900","7-ELEVEN 41043H","DAVID SELTZER","2200  BRICK CHURCH PIKE","NASHVILLE","TN","37207","2","37012701","2200 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.207277, -86.777902)"
"21-27104","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","09303013500","7-ELEVEN 41051H","DAVID SELTZER","227  SHELBY AVE","NASHVILLE","TN","37213","6","37019300","227 SHELBY AVE
NASHVILLE, TN 37213
(36.165958, -86.766463)"
"21-27106","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","13400015900","7-ELEVEN 41080H","DAVID SELTZER","340  HARDING PL","NASHVILLE","TN","37211","13","37015613","340 HARDING PL
NASHVILLE, TN 37211
(36.087001, -86.696463)"
"21-27202","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-27T00:00:00.000","2021-08-30T00:00:00.000","08309017800","BURGER & COMPANY","Bruce Leigh","1106  WOODLAND ST  1","NASHVILLE","TN","37206","6","37019200","1106 WOODLAND ST 1
NASHVILLE, TN 37206
(36.177379, -86.749153)"
"21-27329","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-08T00:00:00.000","2021-08-30T00:00:00.000","09215009800","KOI SUSHI & THAI",,"2214  ELLISTON PL  102","NASHVILLE","TN","37203","21","37016500","2214 ELLISTON PL 102
NASHVILLE, TN 37203
(36.15081, -86.804661)"
"20-26485","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-10T00:00:00.000","2020-04-24T00:00:00.000","08104026400","Holiday Inn Express",,"301  CLAY ST","NASHVILLE","TN","37208","21","37013700","301 CLAY ST
NASHVILLE, TN 37208
(36.188357, -86.795528)"
"21-27105","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","09208031500","7-ELEVEN 41052H","DAVID SELTZER","1401  CHARLOTTE AVE","NASHVILLE","TN","37203","19","37014400","1401 CHARLOTTE AVE
NASHVILLE, TN 37203
(36.160524, -86.794238)"
"21-27425","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-24T00:00:00.000","2022-03-16T00:00:00.000","09215010600","COCO'S ITALIAN CAFE",,"210  LOUISE AVE","NASHVILLE","TN","37203","21","37016500","210 LOUISE AVE
NASHVILLE, TN 37203
(36.15176, -86.805153)"
"19-26098","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-06-21T00:00:00.000","2019-08-29T00:00:00.000","14200020900","U.S. BORDER CANTINA",,"7105  HIGHWAY 70  S","NASHVILLE","TN","37221","34","37018404","7105 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074158, -86.922316)"
"18-25780","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2018-11-26T00:00:00.000","2019-08-29T00:00:00.000","07111000500","THE DIVE MOTEL","George Hal Lyon Porter, Jr.","1414  DICKERSON PIKE","NASHVILLE","TN","37207","5","37011300","1414 DICKERSON PIKE
NASHVILLE, TN 37207
(36.199118, -86.770413)"
"21-27103","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-05-14T00:00:00.000","06004011100","7-ELEVEN 41042H","DAVID SELTZER","3144  DICKERSON PIKE","NASHVILLE","TN","37207","2","37011001","3144 DICKERSON PIKE
NASHVILLE, TN 37207
(36.232694, -86.75872)"
