PROJ NUM,PROJ NAME,PROJ CITY,FUND RD CATEGORY,LIHTC AMT REQ,LIHTC AMT AWARD,SELF SCORE,FINAL SCORE,TOTAL UNITS,LIHTC UNITS,PROJ SET ASIDE,OWN CONTACT,PRIOR APP PROJ NUM,GP DEVELOPER,NONPROFIT,MANAGE AGENT,RELATED PARTY 1,RELATED PARTY 2,RELATED PARTY 3,SYNDICATOR,EQUITY RATE,EXTENDED LI USE PERIOD,CONST TYPE,0 BDRM,1 BDRM,2 BDRM,3P BDRM,15 PCT,20 PCT,25 PCT,30 PCT,35 PCT,40 PCT,45 PCT,50 PCT,55 PCT,60 PCT,MKT,PSH UNITS,ELDERLY,FAMILY,TOTAL DEV COST,APP DATE,PROJ DESIGNATION,APP CYCLE,PROJ MIMIMUM SET ASIDE,TYPE OF DEVE,NO BLDGS,ALLOC YEAR,COMMON AREA UNITS,COMMON SQ FT,MKT SQ FT,LIHTC SQ FT,PROJ ADDRESS 1,PROJ ADDRESS 2,PROJ COUNTY,PROJ STATE,PROJ ZIP CODE,OWN NAME,OWN PHONE,OWN CITY,OWN ZIP CODE,PROJ SET ASIDE 1,PROJ SET ASIDE 2,EMAIL,Project Location,Owner Location
H17014,Residences On Fremont,Coldwater,General,1337221.00,,128,,68,68,Open,Meghan Garza-Oswald,,"Community Housing Resource Partners, Inc.","Community Housing Resource Partners, Inc.",NRP Management LLC,NRP Holdings LLC,CHR Residences on Fremont LLC,NRP Residences on Fremont LLC,Cinnaire,0.92,45,New Construction,,20,24,24,,,,14,,11,0,0,0,43,,,,68,12490362.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,5,"13,201",,70300,,,Branch,MI,49036,Residences On Fremont LDHA LLC,,5309 Transportation Boulevard,,Cleveland,,44125,Nonprofit,Distressed,,
T14054,Lincolnshire Townhomes,Albion,General,251460.00,,99,,81,80,,James D. Schubiner,,Access Group LLC,,AGM Management LLC,AGP Realty INC,James D. Schubiner,Great Lakes Capital Fund,Great Lakes Capital Fund,0.9,30,Acquisition/Rehab,,12,42,26,,,,,,,,,,80,,,,80,7677460.00,07/15/2014 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,13,621,,71056,,,Calhoun,MI,49224,LIncolnshire Redevelopment LDHA LLC,,"3150 Livernois, Suite 136",,Troy,,48083,,,,
G16021,Silver Star Apartments (Phase 3),Battle Creek,Special Needs,1210110.00,,133,,76,75,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,"Zero Day, Inc.","Medallion Management, Inc.",MDV Housing LLC,James 127 LLC / Togden Investments LLC,MDV Properties GP LLC / MIPlacemekers INC,Cinnaire,0.9905,45,New Construction,,75,0,1,,,,,,,,,,75,0,65,,75,12915436.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,27789,,53325,,,Calhoun,MI,49037,Silver Star Phase 3 LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,,,,
G16021,Silver Star Apartments (Phase 3),Battle Creek,Special Needs,1256198.00,,145,,76,75,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,"Zero Day, Inc.","Medallion Management, Inc.",MDV Housing LLC / Mark F. Wester,Togden Investments LLC / James 127 LLC,"MIPlacemakers, Inc. dba Zero Day, Inc.",Cinnaire,0.9715,45,New Construction,,75,1,0,,,,65,,,,,,10,,65,,75,13320842.00,10/03/2016 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"27,789",,53325,,,Calhoun,MI,49037,Silver Star Phase 3 LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,Distressed,,,
H17022,Silver Star Apartments (Phase 3),Battle Creek,Special Needs,1285590.00,,151,,76,70,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,"Zero Day, Inc.","Medallion Management, Inc.",MDV Housing LLC,Togden Investments LLC / James 127 LLC,"Mark F. Wester / MiPlacemakers, Inc.",Cinnaire,0.88,45,New Construction,,75,0,1,,,,53,,,,12,0,5,5,65,,76,13401805.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"27,789",3555,49770,,,Calhoun,MI,49037,Silver Star Phase 3 LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,Distressed,,,
H17022,Silver Star Apartments (Phase 3),Battle Creek,Special Needs,1317899.00,,136,,76,70,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,"Zero Day, Inc.","Medallion Management, Inc.",MDV Housing LLC/Mark F. Wester,Togden Investments LLC,James 127 LLC,Cinnaire,0.864,45,New Construction,,75,1,,,,,70,,,,,,,5,70,,75,13851064.00,09/29/2017 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"27,789",3555,49770,,,Calhoun,MI,49037,Silver Star Phase 3 LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,Distressed,,,
F15007,Silver Star Phase 3 Apartments,Battle Creek,Special Needs,1138230.00,,114,,76,75,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,"Zero Day, Inc.","Medallion Management, Inc.",MDV Properties GP LLC,MMIPlacemakers INC,togden Investments LLC,Great Lakes Capital Fund,0.91,45,New Construction,,75,,1,,,,,,,,,,76,,75,,76,12199745.00,04/01/2015 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"20,950",,53325,,,Calhoun,MI,49037,Silver Star Phase 3 LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,,,,
B11043,Silver Star Phase II,Battle Creek,Special Needs,1500000.00,0.00,134,,101,100,PSH,Marvin D. Veltkamp,,Marvin D. Veltkamp,,"Medallion Management, INC",Thomas Penland/Nathan Rykse,Eric Antisdale/Mark Wester,Great Lakes Capital Fund,Great Lakes Capital Fund for Housing,0.805,45,New Construction,,100,,,,,,100,,,,,,,,100,,100,15577689.00,08/15/2011 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"52,521",,73085,,,Calhoun,MI,49015,Silver Star Phase II LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,,,,
B11060,Springview Square,Battle Creek,Special Needs,848912.00,0.00,138,,64,63,PSH,Kathy Makino,,Shelborne Development,,Premier Property Management,Mark Leipsitz,Kathy Makino-Leipsitz,Springview Square GP LLC,RBC Capital,0.8,45,Acquisition/Rehab,,18,38,7,,,,,,,,31,,32,,63,,63,8241386.00,08/15/2011 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,9,900,,63200,,,Calhoun,MI,49037,Springview Square LDHA LP,,8445 E. Jefferson,,Detroit,,48213,,,,
C12012,Springview Square,Battle Creek,Special Needs,718798.00,0.00,138,,49,48,PSH,Kathy Makino,B11060,Shelborne Development,,Premier Property Mgmt/Infinity Mgmt,Mark Leipsitz,Kathy Makino Leipsitz,Springview Squrae GP LLC,Great Lakes Capital Fund,0.81,45,Acquisition/Rehab,,3,38,7,,,,,,,,24,,24,,40,,48,7133327.00,02/15/2012 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,7,900,,53200,,,Calhoun,MI,49037,Springview Square LDHA LP,,8445 E. Jefferson,,Detroit,,48214,,,,
E14043,Springview Square,Battle Creek,Special Needs,637891.00,,111,,60,60,PSH,Kathy Makino,,SAFE Place,SAFE Place,KMG Prestige,Shelborne Development,Springview Square GP,,National Equity Fund,0.84,45,Acquisition/Rehab,,12,39,9,,,,7,,,,,,53,,34,,60,7478228.00,10/01/2014 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,3,"40,000",,50030,,,Calhoun,MI,49037,Springview Square LDHA LP,,8445 East Jefferson,,Detroit,,48214,Nonprofit,Distressed,,
E14043,Springview Square,Battle Creek,Special Needs,637892.00,0.00,159,,60,60,PSH,Kathy Makino,,S.A.F.E. Place,S.A.F.E. Place,KMG Prestige,Shelborne Development,Springview Square GP LLC,,National Equity Fund,0.83,45,Acquisition/Rehab,,12,38,10,,,,6,,9,,,,45,,34,,60,7414978.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,3,"4,000",,50300,,,Calhoun,MI,49037,Springview Square LDHA LP,,8445 East Jefferson,,Detroit,,48214,Nonprofit,Distressed,,
F15006,Lake Wind Apartments,Cassopolis,General,193178.00,,83,,34,33,Preservation,Marvin D. Veltkamp,,Marvin D. Veltkamp,,"Medallion Management, Inc.",MDV Properties GP LLC,D & D Consultants LLC,Tpenland LLC,Great Lakes Capital Fund,0.97,45,Acquisition/Rehab,,20,6,7,,,,,,,,,,33,,,,33,3109174.00,04/01/2015 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,3,"3,824",0,20114,,,Cass,MI,49031,Cassopolis Lake Wind LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,Rural,,,
T14001,Vineyard Place,Dowagiac,General,361310.00,0.00,112,,120,120,,Gleason E. Amboy,,FHC Developer LLC,,First Housing Corporation,"FHC Group Vineyard Place, LLC",Stratford Capital Group,,Stratford Capital Group,0.86,30,Acquisition/Rehab,,24,72,24,,,,,,,,120,,,,,,120,13871946.00,01/10/2014 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,24,"3,922",,113256,,,Cass,MI,49047,FHC Four Vineyard Place LDHA LP,,4275 Five Oaks Drive,,Lansing,,48911,,,,
E14027,Lake Harbor Apartments,Charlevoix,General,149907.00,,87,,24,24,Preservation,Jeffrey F. Gates,,"TJ Acquisitions, LLC",,Watermark Management Group LLC,TJ Development LLC,Thomas L. Lapka,,Great Lakes Capital Fund,0.86,45,Acquisition/Rehab,,12,12,,,,,,,,,,,24,,,,24,2260445.00,10/01/2014 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"3,523",,17472,,,Charlevoix,MI,49720,TJ Lake Harbor LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Distressed,Rural,,
E14027,Lake Harbor Apartments,Charlevoix,General,197634.00,0.00,161,,24,24,Preservation,Jeffrey F. Gates,,TJ Acquisitions LLC,,Watermark Management Group LLC,TJ Development LLC,Thomas L. Lapka,,Great Lakes Capital Fund,0.86,45,Acquisition/Rehab,,12,12,,,,,,,,,,,24,,,,24,2733248.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"3,577",,17472,,,Charlevoix,MI,49720,TJ Lake Harbor LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Distressed,Rural,,
A10093,Cheboygan Shores,Cheboygan,General,245630.00,0.00,336,,24,24,Elderly,David Cooper Jr,,The Woda Group LLC,,Woda Management & Real Estate,Woda Investor Member LLC,Valhalla Michigan Portfolio I Partner LLC,,RBC Capital,0.73,45,Acquisition/Rehab,,24,,,,,,,,,,4,,20,,,24,,3072658.00,12/01/2010 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"4,516",,13390,,,Cheboygan,MI,49721,Cheboygan Shores LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,Rural,,,
T10066,Edge Of The Woods Apartments,Sault Ste Marie,General,200659.00,0.00,202,,80,80,,Willie M. Martin,Y08022,Amurcon Corporation,,Amurcon Corporation,Initial Limited Partner to be replaced,,,Dupont Fabros Development,0.72,45,Acquisition/Rehab,,54,18,8,,,,18,,,14,34,,14,,,60,20,7649955.00,09/16/2010 12:00:00 AM,Family & Elderly,Tax Exempt,40 @ 60,Apartment,4,,,58926,,,Chippewa,MI,49007,Edges 2006 LDHA LP,,"32100 Telegraph Road, Suite 250",,Southfield,,48025,,,,
Y08022,Edge Of The Woods Apartments,Sault Ste Marie,General,478464.00,0.00,202,,80,80,Rural,Willie M. Martin,X07120,Amurcon Corporation,,Amurcon Corporation,Initial LP to be replaced by GLCF,,,Great Lakes Capital Fund,0.82,45,Acquisition/Rehab,,54,18,8,,,,18,,,14,34,,14,,,60,20,0.00,08/01/2008 12:00:00 AM,Family & Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,4,,,58926,,,Chippewa,MI,49007,Edges 2006 LDHA LP,,30215 Southfield Road Suite 200,,Southfield,,48076,Distressed,,,
Y08003,Park Place City Center,Sault Ste Marie,General,563336.00,0.00,139,,27,27,Rural,Gerald Haan,,GA Haan Development LLC,,"KMG Prestige, INC",Gerald A. Haan,Thomas L. Lapka,,Great Lakes Capital Fund,0.76,45,Acquisition/Rehab,,5,22,,,,,3,,,,14,5,5,,,0,27,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"2,100",,24900,,,Chippewa,MI,49783,Park Place City Center LDHA LLC,,"380 Franklin Street, Suite 104",PO Box 556,Harbor Springs,,49740,Distressed,,,
Y08072,Sault Tribe of Chippewa Indians HA TC Proj I,Sault Ste Marie,General,360066.00,0.00,173,,30,30,Rural,Joni Talentino,,Sault Tribe Housing Authority,Sault Tribe Housing Authority,Sault Tribe Housing Authority,David Bland,,,Raymond James TAX Credit Funds,0.8,45,Acquisition/Rehab,,,6,24,,,,3,,3,,15,,9,,,,,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Single Family,30,,,45200,,,Chippewa,MI,49783,Sault Tribe of Chippewa Indians HA TC LP I,,154 Parkside Dr,,Kincheloe,,49783,Distressed,,,
Z09013,Sault Tribe of Chippewa Indians HA TC Proj I,Sault Ste Marie,General,471514.00,0.00,251,,30,30,Rural,Joni Talentino,Y08072,Sault Tribe Housing Authority,Sault Tribe Housing Authority,Sault Tribe Housing Authority,David Bland,,,Raymond James TAX Credit Funds,0.7,45,Acquisition/Rehab,,,6,24,,,,3,,3,,15,,9,,,,30,5453343.00,11/12/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Single Family,30,0,,45370,,,Chippewa,MI,49783,Sault Ste Marie Tribe Of Chippewa Indians HA TC LP,,154 Parkside Drive,,Kincheloe,,49788,Distressed,,,
A10097,Wood Creek,Sault Ste Marie,General,259683.00,0.00,338,,32,32,Elderly,David Cooper Jr,,The Woda Group LLC,,Woda Management & Real Estate,Woda Investor Member LLC,Valhalla Michigan Portfolio I Partner LLC,,RBC Capital,0.73,45,Acquisition/Rehab,,32,,,,,,,,,,4,,28,,,32,,3494950.00,12/01/2012 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"5,563",,17747,,,Chippewa,MI,49783,Wood Creek LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,Rural,,,
Z09038,Wood Creek Apartments,Sault Ste Marie,General,280817.00,0.00,214,,48,47,Rural,Stephen Werth,,Werth Development LLC,,Stratford Group Ltd,Werth Investments LLC,Stephen K. Werth,,Great Lakes Capital Fund,0.65,45,Acquisition/Rehab,,20,28,,,,,,3,3,3,3,,32,,,,48,4302396.00,11/02/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,3,"7,717",,34955,,,Chippewa,MI,49783,JPS Wood Creek LDHA LP,,458 West Baldwin St,,Alpena,,49707,Distressed,,,
T16065,Bridge Village Apartments,Sault Ste. Marie,General,304293.00,,,,100,100,,Amin Irving,,Ginosko Development Company,,"KMG Prestige, INC","GDC-BV, LLC",Stratford Capital,Stratford Capital Investor,Stratford Capital Group,1.04,30,Acquisition/Rehab,,30,55,15,,,,,,,,36,0,64,0,,30,70,10506851.00,07/21/2016 12:00:00 AM,Family & Elderly,Tax Exempt,40 @ 60,Apartment,10,1903,,80595,,,Chippewa,MI,49783,"GDC-BV LDHA, LLC",,41800 W. 11 Mile Road,,Novi,,48375,,,,
H17031,Osborn Commons,Sault Ste. Marie,General,1217638.00,,123,,65,63,Open,"David Cooper, Jr.",,"The Woda Group, Inc.",,"Woda Management & Real Estate, LLC","Woda Investor Member, LLC",Osborn Commons GP LLC/Woda Cooper Communities LLC,"Jeffrey J. Woda & David Cooper, Jr.",InSite Capital,0.94,45,New Construction,,10,43,12,,,,13,,10,0,0,0,40,2,,,65,12839653.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"17,710",1988,61882,,,Chippewa,MI,49783,Osborn Commons LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,Distressed,,,
H17031,Osborn Commons,Sault Ste. Marie,General,1240104.00,,130,,65,63,Open,"David Cooper, Jr.",,"The Woda Group, Inc.",,"Woda Management & Real Estate, LLC","Woda Investor Member, LLC","Osborn Commons GP, LLC","Woda Cooper Communities, LLC / Jeffrey J. Woda",InSite Capital,0.94,45,New Construction,,10,43,12,,,,13,,,,10,,40,2,,,65,13122640.00,10/02/2017 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"17,710",1988,61882,,,Chippewa,MI,49783,Osborn Commons LDHA LP,,"229 Huber Village Blvd., Suite 100",,Westerville,,43081,Distressed,,,
Y08090,Brookwood Gardens Apartments,Clare,General,612170.00,0.00,173,,96,96,Rural,John McGinty,,Millennia Housing Development Ltd,,Millennia Housing Management Ltd,Brookwood I Investment LLC,,,Great Lakes Capital Fund,0.82,45,Acquisition/Rehab,,49,47,,,,,10,,10,15,29,,32,,,,96,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,6,"7,000",,67200,,,Clare,MI,48617,Brookwood I LDHA LP,,1517 Canterbury Trail,,Mt. Pleasant,,48858,,,,
Z09080,Brookwood Gardens Apartments,Clare,General,795997.00,0.00,238,,96,96,Rural,Frank T. Sinito,Y08090,Millennia Housing Development Ltd,,Millennia Housing Management Ltd,Brookwood I Investment LLC,,,Great Lakes Capital Fund,0.73,45,Acquisition/Rehab,,49,47,,,,,10,,10,15,29,,32,,,,96,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,6,"7,450",,67200,,,Clare,MI,48617,Brookwood I LDHA LP,,1517 Canterbury  Trail,,Mt. Pleasant,,48858,,,,
Y08083,Fourth Street Senior Housing,Clare,General,211371.00,0.00,152,,24,24,Rural,Phillip R. Seybert,,Phillip R. Seybert,MidMichigan Community Action Agency,KMG Prestige INC,Seybert New LP,Fourth Street Senior Housing LLC,Great Lakes Capital Fund,Great Lakes Capital Fund,0.78,45,New Construction,,,24,,,,,2,,4,,12,,6,,1,23,,0.00,08/01/2008 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"6,309",,21000,,,Clare,MI,48617,Fourth Street Senior Housing LDHA LP,,805 W. Broadway Suite 1,,Mt. Pleasant,,48858,Elderly,Nonprofit,,
Z09001,Fourth Street Senior Housing,Clare,General,344684.00,0.00,327,,24,24,Rural,Phillip R. Seybert,Y08083,Phillip R. Seybert,MidMichigan Community Action Agency,KMG Prestige INC,Seybert New LP,Fourth Street Senior Housing LLC,Great Lakes Capital Fund,Great Lakes Capital Fund,0.67,45,New Construction,,,24,,,,,2,,4,,12,,6,,1,23,,0.00,04/09/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"6,309",,21000,,,Clare,MI,48617,Fourth Street Senior Housign LDHA LP,,805 W. Broadway Suite 1,,Mt. Pleasant,,48858,Elderly,Nonprofit,,
F15017,Castle St. Johns,St. Johns,General,360254.00,,115,,30,24,Open,Phil Seybert,,Seybert New LP,,KMG Prestige,PS Equities,Great Lakes Capital Fund,,Great Lakes Capital Fund,0.94,45,New Construction,,,30,,,,,4,,7,,5,,8,6,,30,,5087866.00,04/01/2015 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"10,798",4872,19484,,,Clinton,MI,48879,Castle St. John LDHA LP,,"805 W. Broadway, Suite 1",,Mt. Pleasant,,48858,Elderly,Rural,,
Y08104,Fieldstone Village Family and Senior Apartments,St. Johns,General,820560.00,0.00,144,,100,100,Rural,Stanley A. Smith,,St. Johns Family LLC,,KMG Prestige,The Forest Group LLC,Thomas J. Kostosky,,Alliant Capital,0.8,45,New Construction,,8,60,32,,,,11,,6,,50,,33,,10,20,70,0.00,08/01/2008 12:00:00 AM,Family & Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,11,"4,334",,105728,,,Clinton,MI,48879,Fieldstone Village Family Housing Partners LDHA LP,,"4572 S. Hagadorn, Suite 3C",,East Lansing,,48823,Distressed,,,
G16020,House Of Ludington,Escanaba,General,1115773.00,,118,,34,34,Open,Bob Jacobson,,"LC Consultants, LLC",,Continental Management,Midwest TAX Credit Housing,"RBC TAX Manager II, Inc.","LCT XVII, LLC",RBC Capital Markets,0.961,45,Acquisition/Rehab,,16,18,,,,,7,,6,0,0,0,21,,,34,,12525551.00,10/03/2016 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"15,500",,27490,,,Delta,MI,49829,HOL LDHA LLC,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Elderly,Distressed,,
H17026,House Of Ludington,Escanaba,General,1244495.00,,122,,34,34,Open,Bob Jacobson,,"LC Consultants, LLC",,Continental Management,RBC TAX Credit Equity,"RBC TAX Manager II, Inc.","LCT XVII, LLC",RBC Capital Markets,0.86,45,Acquisition/Rehab,,14,20,,,,,,,17,0,0,0,17,,,34,,12569351.00,04/03/2017 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"15,500",,27500,,,Delta,MI,49829,HOL LDHA LLC,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Elderly,Distressed,,
H17026,House Of Ludington,Escanaba,General,1242160.00,,123,,37,37,Open,Bob Jacobson,,"LC Consultants, LLC",,Continental Management,RBC TAX Credit Equity,"RBC TAX Manager II, Inc.","LCT XVII, LLC",RBC Capital Markets,0.87,45,Adaptive Reuse,0,17,20,,,,,,,19,,,,18,,,37,,12619676.00,10/02/2017 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"15,500",,27500,,,Delta,MI,49829,HOL LDHA LLC,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Elderly,Distressed,,
F15063,House Of Ludington Senior Residence,Escanaba,General,658857.00,,109,,34,34,Open,Peter Jobson,,Excel Realty Investors 100 LLC,,Michigan Asset Group LLC,Performance Community Development,Excel-Deal 24 LLC,,RBC TAX Credit Equity LLC,0.93,45,Adaptive Reuse,,24,10,,,,,4,,9,,5,,16,,,34,,7785500.00,10/01/2015 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"16,690",,23500,,,Delta,MI,49829,Excel-Deal 24 LDHA LP,,3690 Orange Place #517,,Beachwood,,44122,Elderly,Distressed,,
G16020,House Of Ludington Senior Residence,Escanaba,General,699315.00,,123,,34,34,Open,Peter Jobson,,Excel Realty Investors 100 LLC,,Michigan Asset Group LLC,Performance Community Development,Excel-Deal 24 LLC,Peter Jobson,RBC TAX Credit Equity LLC,0.96,45,Adaptive Reuse,,24,10,,,,,4,,9,0,5,0,16,0,,34,,7227835.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,12690,,27500,,,Delta,MI,49829,Excel-Deal 24 LDHA LP,,3690 Orange Place #517,,Beachwood,,44122,Elderly,Distressed,,
F15010,Les Cheneaux Apartments,Escanaba,General,198289.00,,95,0,36,36,Preservation,Jonathan Mead,,"UPCAP Services, Inc.","UPCAP Services, Inc.","Watermark Management Group, LLC","TJ Acquisitions, LLC","Upper Peninsula Housing, LLC",Thomas L. Lapka,Great Lakes Capital Fund,0.94,45,Acquisition/Rehab,,18,6,12,,,,,,,,,,36,,,,36,2817186.00,04/01/2015 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,6,"1,351",0,28782,,,Delta,MI,49829,Les Cheneaux LDHA LP,,2501 14th Avenue South,,Escanaba,,49829,Nonprofit,Distressed,,
T17060,West Highland Apartments,Escanaba,General,298323.00,,0,,135,121,TAX Exempt,James D. Schubiner,,AGP Realty Services LLC,,AGM Management LLC,Jim Schubiner,Lauren Wasserman,InSite Capital,InSite Capital,0.88,30,Acquisition/Rehab,,123,12,,,,,,,,,,,121,14,,,,11033078.00,12/08/2017 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,"48,399",9132,77637,,,Delta,MI,49829,West Highland Apts LDHA LLC,,"3150 Livernois, Suite 136",,Troy,,48083,,,,
G16071,Central School Apartment Homes,Iron Mountain,General,686000.00,,116,,40,40,Open,Louie Lange III,,Commonwealth Management Corp,,Commonwealth Management Corp,"CSHA GP, LLC",,,"PNC Bank, N.A.",1.03,45,New & Adaptive Reuse,,20,8,12,,,,8,,5,0,4,0,23,0,,,40,8133954.00,10/03/2016 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,3,"16,799",,38540,,,Dickinson,MI,49801,Central School Apartment Homes LDHA LP,,9 Sheboygan Street,,Fond du Lac,,54935,Distressed,Rural,,
H17006,Central School Apartment Homes,Iron Mountain,General,695000.00,,116,,40,40,Open,Louis Lange III,,Commonwealth Management Corporation,,Commonwealth Management Corporation,Commonwealth Development Corporation,"CSHA GP, LLC",,"PNC Bank, N.A.",0.91,45,New & Adaptive Reuse,,20,8,12,,,,6,,5,0,6,0,23,,,,40,8312039.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,3,"16,799",,38540,,,Dickinson,MI,49801,Central School Apartment Homes LDHA LP,,9 Sheboygan Street,,Fond du Lac,,54935,Distressed,Rural,,
A10017,Pine Bluff Apartments,Kingsford,General,373643.00,0.00,290,,56,56,Rural,Ronald Potterpin,Z09037,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,,,The Summit Group,0.6,45,Acquisition/Rehab,,26,30,,,,,,,,25,28,,3,,,,56,4895328.00,03/01/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,4,,,42720,,,Dickinson,MI,49802,PK Pine Bluff LP,,1784 Hamilton RD,,Okemos,,48864,,,,
Y08098,Pine Bluff Apartments,Kingsford,General,218253.00,0.00,159,,56,56,Rural,Ronald Potterpin,,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,PK Housing & Management,,The Summit Group,0.8,45,Acquisition/Rehab,,26,30,,,,,,,,25,28,,3,,,,56,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,4,,,42720,,,Dickinson,MI,49802,PK Pine Bluff LP,,1784 Hamilton RD,,Okemos,,48864,,,,
Z09037,Pine Bluff Apartments,Kingsford,General,327541.00,0.00,190,,56,56,Rural,Ronald Potterpin,Y08098,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,,,The Summit Group,0.6,45,Acquisition/Rehab,,26,30,,,,,,,,25,28,,3,,,,56,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,4,,,42720,,,Dickinson,MI,49802,PK Pine Bluff LP,,1784 Hamilton RD,,Okemos,,48864,,,,
