"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","location_1"
"Automotive - Manufacturing","International Automotive Components Group North America, Inc.(IAC)","397","2011","Approved","-","2,118","$29,755,825","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Webasto Roof Systems Inc.","557","2010","Approved","-","146","$2,522,893","
Rochester Hills,  
(42.652398, -83.132561)"
"Life Science - Other","Perrigo Company","172","2010","Approved","25","-","-","
Allegan,  
(42.530489, -85.850499)"
"Electronics","Advanced Photonix, Inc.","308","2010","Approved","41","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2011","Approved","111","-","-","
Jonesville,  
(36.689005, -83.110991)"
"Call Center","SBC Internet Services","468","2010","Approved","196","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Nexteer Automotive Corporation","594","2016","Approved","-","3,238","$43,778,100","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","Shape Corporation","21","2012","Approved","420","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Shape Corporation","21","2009","Approved","288","-","$164,469","
Grand Haven,  
(43.058798, -86.227994)"
"Chemicals","Metalloid Corporation","734","2015","Approved","20","-","$84,509","
Sturgis,  
(44.41272, -103.513282)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2006","Approved","158","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2005","Approved","243","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Mobis North America, LLC","587","2012","Approved","197","-","$9,785,353","
Detroit,  
(42.332916, -83.047853)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2011","Approved","116","-","$2,130,283","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Katcon Usa, Inc.","618","2011","Did Not Qualify","3","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Chemicals","BASF Corporation","338","2014","Approved","192","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2012","Approved","85","-","$4,451,071","
Charlotte,  
(35.222936, -80.840161)"
"Automotive - Manufacturing","Molex North America HQ","7","2000","Approved","207","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Business Services","Rlptechnologies, Inc.","235","2004","Approved","16","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Information Technology","MyBuys, Inc.","410","2015","Approved","102","-","$38,980","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2006","Approved","75","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Food Processing","Roskam Baking Company, Inc.","550","2010","Approved","227","-","$11,337,063","
Grand Rapids,  
(42.965446, -85.670209)"
"Electronics","Advanced Photonix, Inc.","308","2012.1","Approved","60","-","$528,799","
Ann Arbor,  
(42.281419, -83.748478)"
"Electronics","Aeroflex","639","2012.1","Approved","26","-","$2,128,857","
Ann Arbor,  
(42.281419, -83.748478)"
"Call Center","SBC Internet Services","468","2011","Approved","120","-","-","
Detroit,  
(42.332916, -83.047853)"
"Electronics","Advanced Photonix, Inc.","308","2008.2","Approved","37","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","JAC Products, Inc.","682","2011","Approved","68","-","$2,270,985","
Saline,  
(42.166685, -83.781318)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2012","Approved","107","-","-","
Jonesville,  
(36.689005, -83.110991)"
"Call Center","Morley Companies, Incorporated","600","2013","Approved","183","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Call Center","priceline.com","431","2011","Approved","272","-","$2,747,856","
Wyoming,  
(42.913415, -85.695442)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2008","Approved","300","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2011","Approved","-","108","$12,483,366","
Jonesville,  
(36.689005, -83.110991)"
"Automotive - Manufacturing","Shape Corporation","21","2002","Approved","400","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Lear Corporation","605","2014","Approved","228","-","-","
Roscommon,  
(44.49835, -84.591968)"
"Electronics","Pcb Load & Torque, Inc.","554","2010","Approved","20","-","$1,164,673","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2014","Approved","-","320","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Financial Services","Auto-Owners Insurance","585","2014","Approved","318","-","$5,552,211","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2009","Approved","19","-","-","
Troy,  
(42.727684, -73.691059)"
"Defense/Military","Waltonen Engineering","667","2010","Approved","20","-","$2,526,338","
Warren,  
(42.52144, -83.020184)"
"Information Technology","Secure-24 Inc.","528","2011","Approved","124","-","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","2000","Approved","132","-","-","
Muskegon,  
(43.234221, -86.246388)"
"Automotive - Manufacturing","Yanfeng USA Automotive Trim Systems. Inc.","694","2014","Approved","205","-","-","
Harrison Township,  
(40.640704, -79.710807)"
"Automotive - Manufacturing","Lear Corporation","605","2013","Approved","293","-","-","
Roscommon,  
(44.49835, -84.591968)"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2012.2","Approved","60","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","R.L. Polk Company","169","2005","Approved","130","-","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","R.L. Polk Company","169","2003","Approved","104","-","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2007.1","Approved","300","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","1999","Approved","215","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2011","Approved","-","227","$8,196,650","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1996","Approved","149","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Witzenmann Usa, LLC","653","2014","Approved","183","-","$8,646,974","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2014","Approved","117","-","$1,313,364","
Charlotte,  
(35.222936, -80.840161)"
"Call Center","Nexient LLC","578","2013","Approved","92","-","$583,349","
Ann Arbor,  
(42.281419, -83.748478)"
"Call Center","Comcast Corporation","299","2007","Approved","194","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Food Processing","Coca-Cola Refreshments","68","2001","Approved","150","-","-","
Paw Paw,  
(39.532025, -78.455725)"
"Call Center","Nexient LLC","578","2012","Approved","67","-","$290,238","
Ann Arbor,  
(42.281419, -83.748478)"
"Electronics","Gentex Corporation","769","2014","Approved","811","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","International Automotive Components Group North America, Inc.(IAC)","397","2012","Approved","-","2,244","$16,904,262","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2007","Approved","81","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Chemicals","ADCO Products","625","2015.1","Approved","51","-","-","
Michigan Center,  
(42.233077, -84.326975)"
"Call Center","priceline.com","431","2012.1","Approved","308","-","-","
Wyoming,  
(42.913415, -85.695442)"
"Automotive - Manufacturing","Petri, Inc.","26","1997","Approved","90","-","-","
Port Huron,  
(42.975041, -82.424522)"
"Manufacturing","Duncan Aviation","280","2007","Approved","137","-","-","
Battle Creek,  
(42.31918, -85.182454)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2008","Approved","-","203","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2003","Approved","91","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2009","Did Not Qualify","-","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Information Technology","Kmart Corporation","117","2001","Approved","146","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","US Farathane Corporation","607","2011","Approved","256","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2008","Approved","8","-","$4,686,518","
Auburn Hills,  
(42.672504, -83.225448)"
"Financial Services","Auto-Owners Insurance","585","2016","Approved","453","-","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Martinrea Industries, Incorporated","13","1997","Approved","106","-","-","
Clare,  
(43.818758, -84.770451)"
"Call Center","Morley Companies, Incorporated","476","2011","Approved","350","-","-","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","US Farathane Corporation","607","2016","Approved","956","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","1999.1","Approved","130","-","-","
Muskegon,  
(43.234221, -86.246388)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2000.1","Approved","225","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","International Automotive Components Group North America, Inc.(IAC)","397","2010","Approved","-","1,708","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Molex North America HQ","7","1999","Approved","213","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2009","Approved","7","-","$7,797,323","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Molex North America HQ","7","1998","Approved","200","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Toyoda Gosei North America Corporation","234","2005","Approved","8","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Johnson Controls Interiors Manufacturing","177","2003","Approved","280","-","-","
Romulus,  
(42.220519, -83.385307)"
"Business Services","Reino Linen Service of Michigan","480","2011","Approved","83","-","$10,651,137","
Brownstown,  
(38.877686, -86.047127)"
"Information Technology","GalaxE Solutions, Inc","634","2012","Approved","83","-","$588,945","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Shape Corporation","21","2006","Approved","398","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Chemicals","Chemetall US, Inc.","725","2013","Approved","-","77","$1,722,118","
Romulus,  
(42.220519, -83.385307)"
"Chemicals","The Dow Chemical Company","623","2013","Approved","356","-","$167,585,203","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2000","Approved","282","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2009","Approved","73","-","$2,695,299","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2002","Approved","167","-","-","
Adrian,  
(41.895299, -84.039815)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2013","Approved","-","364","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Chemicals","The Dow Chemical Company","623","2015","Approved","279","-","$107,797,915","
Midland,  
(31.997433, -102.078043)"
"Electronics","ECD Ovonics","128","2003","Approved","23","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2012","Approved","169","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing, N.A. Inc","282","2012","Approved","360","-","$3,623,977","
Ann Arbor,  
(42.281419, -83.748478)"
"Defense/Military","Testek Inc.","454","2012","Approved","21","-","$36,916","
Wixom,  
(42.525703, -83.536093)"
"Electronics","GE Aviation","205","2004","Approved","70","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2000","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1997","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Electronics","Advanced Photonix, Inc.","308","2011","Approved","42","-","$1,090,542","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing, N.A. Inc","282","2011","Approved","308","-","$3,009,288","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2004","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Business Services","Rlptechnologies, Inc.","235","2006","Approved","26","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Neapco Holdings, LLC","392","2013","Approved","287","-","$11,450,413","
Belleville,  
(38.512629, -89.984229)"
"Business Services","Kelly Services, Inc.","450","2010","Did Not Qualify","-","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Venchurs Inc.","425","2010","Did Not Qualify","10","-","-","
Adrian,  
(41.895299, -84.039815)"
"Chemicals","BASF Corporation","338","2013","Approved","81","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Electronics","Advanced Photonix, Inc.","308","2016.1","Approved","36","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","ZF Group NAO","179","2004","Approved","26","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2013","Approved","-","104","-","
Jonesville,  
(36.689005, -83.110991)"
"Automotive - Manufacturing","Lacks Enterprises, Inc.","245","2006","Approved","135","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Chemicals","Wacker Chemical Corporation","606","2011","Approved","-","148","$10,436,995","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2011","Approved","19","-","$588,189","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Robert Bosch LLC","56","1999","Approved","134","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Business Services","Rlptechnologies, Inc.","235","2005","Approved","27","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2007","Approved","203","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2010","Approved","-","119","$64,485,631","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2011","Approved","248","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - R&D Testing","Continental Automotive Systems","564","2012","Approved","126","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Electronics","Dow Corning Corporation","216","2010","Approved","35","-","$194,184","
Auburn,  
(47.307522, -122.22575)"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2012","Approved","81","-","$4,747,878","
Plymouth,  
(41.95575, -70.664394)"
"Call Center","Comcast Corporation","299","2010","Approved","199","-","$319,436","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2015","Approved","93","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Molex North America HQ","7","1997","Approved","107","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Shape Corporation","21","2005","Approved","391","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Chemicals","Chemetall US, Inc.","725","2016","Approved","-","89","$2,877,756","
Romulus,  
(42.220519, -83.385307)"
"Automotive - Manufacturing","Shape Corporation","21","2011","Approved","404","-","$288,287","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2011","Approved","68","-","$1,560,376","
Quincy,  
(39.93553, -91.388754)"
"Chemicals","BASF Corporation","338","2011","Approved","61","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Defense/Military","Axletech International, LLC","612","2011","Approved","-","135","$4,024,651","
Troy,  
(42.727684, -73.691059)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2015","Approved","181","-","$1,456,275","
Plymouth,  
(41.95575, -70.664394)"
"Electronics","GE Aviation","205","2005","Approved","120","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Business Services","Health Care Services Incorporated","471","2010","Approved","65","-","$104,047","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2008","Approved","165","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","International Automotive Components Group North America, Inc.(IAC)","397","2013","Approved","-","2,399","$14,181,259","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Mando America Corporation","464","2012","Approved","21","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Call Center","AT&T Inc. Michigan","279","2009","Approved","-","894","-","
Detroit,  
(42.332916, -83.047853)"
"Electronics","SoundOff Signal","525","2011","Approved","20","-","$2,168,303","
Hudsonville,  
(42.869026, -85.861291)"
"Automotive - Manufacturing","Michigan Automotive Compressor, Inc.","711","2012.2","Approved","-","588","$34,271,131","
Parma,  
(41.384498, -81.734664)"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2006","Approved","84","-","-","
Clarkston,  
(42.73582, -83.422142)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2012","Approved","-","56","$907,075","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kolbenschmidt Pierburg","370","2010","Approved","13","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Call Center","Nexient LLC","578","2015","Approved","193","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","International Automotive Components Group North America, Inc.(IAC)","397","2015","Approved","-","2,409","$17,167,822","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Ventra Evart, LLC","354","2008","Did Not Qualify","-","340","-","
Evart,  
(43.900588, -85.259375)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2008","Approved","37","-","-","
Quincy,  
(39.93553, -91.388754)"
