"item","establecimiento","municipio","direccion","telefono","correo_electronico","actividad_de_establecimiento","con_servicio_de_inyectologia","manejo_medicamentos_de_control","concepto","fecha_de_concepto_visita","ultima_visita_de_seguimirnto","no_resolucion_inscripcion","fecha_resolucion_de","no_resolucion_renovacion","fecha_renovacion_de","vigente"
"416","Servicio Farmaceutico Hospitalario Del Centro De Salud Adscrito A La Ese Red Salud Casanare - Trinidad","Trinidad","Calle 5 No 4 - 50","3123710193/6384018","farmacia@redsaludcasanare.gov.co","Servicio Farmaceutico","No","Si","Favorable","N/A","44378","1715","2017-11-10T00:00:00.000","786","2021-07-14T00:00:00.000","SI"
"417","Servicio Farmaceutico Corporacion Ips Llanos Orientales -","Villanueva","N/A","N/A","psh.clinicavillanueva@gmail.com","Servicio Farmaceutico","No","No",,"N/A","N/A","1557","2013-12-06T00:00:00.000","1068","2014-12-16T00:00:00.000","SI"
"418","Servicio Farmaceutico Ambulatorio Corporacion Mi Ips Llanos Orientales  - Villanueva","Villanueva","N/A","N/A","N/A","Servicio Farmaceutico","No","No",,"N/A","N/A","N/A","N/A","1567","2017-10-17T00:00:00.000","NO"
"419","Servicio Farmaceutico Hospitalario Del Centro De Salud Adscrito A La Ese Red Salud Casanare - Villanueva","Villanueva","Calle 11 No 1 - 65","3123710193/6384018","farmacia@redsaludcasanare.gov.co","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","1727","2017-11-10T00:00:00.000","779","2021-07-14T00:00:00.000","SI"
"420","Sf Hospitalario De La Ips Servicios Integrales Y Asistenciales De Salud S.A.S","Villanueva","N/A","N/A","N/A","Servicio Farmaceutico","No","No",,"N/A","N/A","1831","2017-11-30T00:00:00.000","N/A","N/A","NO"
"421","Servicio Farmaceutico Jersalud Sas Sede Villanueva","Villanueva","Carrera 11 No 13 - 42","3175536898","coord.departamentalcasanare@jersalud.com","Servicio Farmaceutico","No","No","Favorable","N/A","N/A","128","2022-01-31T00:00:00.000","N/A","N/A","N/A"
"422","Ips Prosalud Casanare","Yopal","N/A","N/A","N/A","Servicio Farmaceutico","No","No",,"N/A","N/A","577","2013-05-28T00:00:00.000","N/A","N/A","NO"
"423","Servicio Farmaceutico Hosp Unidad Integral De Salud Puerta Abierta  S.A.S (Morichal)","Yopal (Morichal)","KILOMETRO 3 VIA VRDA SANTA FE DE MORICHAL, GLORIETA LA 60 GIRO A LA DERCHA 300 MTRS","3202727669","puertabiertasas@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","603","2018-05-17T00:00:00.000","399","2021-04-27T00:00:00.000","SI"
"424","Servicio Farmaceutico Corporacion Mi Ips Llanos Orientales","Yopal","Calle 27 No 21 - 25","3133977278","eaguilar@miips.com.co","Servicio Farmaceutico","No","Si","Favorable","2011-08-25T00:00:00.000","N/A","1769","2015-12-09T00:00:00.000","177","2021-03-05T00:00:00.000","SI"
"425","Servicio Farmaceutico Salud Yopal Ese ( Materno Infantil)","Yopal","Calle 33 No 14 - 42","6321420","esesaludyopal@yahoo.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","1270","2015-09-08T00:00:00.000","666","2021-06-18T00:00:00.000","SI"
"426","Servicio Farmaceutico Clinica Meisel Sas","Yopal","Calle 14 No 22 - 27","3143936114","cardiollanos@gmail.com","Servicio Farmaceutico","No","No","Favorable","N/A","N/A","424","2016-04-08T00:00:00.000","1235","2020-11-30T00:00:00.000","SI"
"427","Servicio Farmaceutico Clinica Meisel Sas-Unidad Cardioneurovascular De Los Llanos","Yopal","Carrera 23 No 12 - 43","3143936114","cardiollanos@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","44441","101","2020-01-29T00:00:00.000","29","2021-01-27T00:00:00.000","SI"
"428","Sf Hospitalario De Mediana Complejidad De La Clinica  Medicenter Ficubo","Yopal","Carrera 23 No 12 - 43","6333130","clinicamedicenter-yopal@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","43791","1","2016-01-05T00:00:00.000","858","2020-09-23T00:00:00.000","SI"
"429","Servicio Farmaceutico Centro Medico Quirurgico De La Orinoquia - Cemediq Sas","Yopal","Calle 20 No 27a - 03","6333262","farmacia@cemediq.com.co","Servicio Farmaceutico","No","Si","Favorable","N/A","44365","723","2015-06-17T00:00:00.000","1469","2021-12-20T00:00:00.000","SI"
"430","Servicio Farmaceutico Ips Servicio Integral Simalink Sas","Yopal","Calle 13 No 29 - 41","321327280","gerencia@simalink.com.co","Servicio Farmaceutico","No","Si","Favorable","N/A","44343","638","31/06/2016","1006","2021-08-27T00:00:00.000","SI"
"431","Sf Caimed S.A.S","Yopal","Calle 17 No 26 - 05","6340000","gerencia@caimed.com","Servicio Farmaceutico","No","No","Favorable","N/A","44152","1114","2017-07-14T00:00:00.000","0662","2021-06-18T00:00:00.000","SI"
"432","Servicio Farmaceutico Hospitalario Del Centro De Salud Adscrito A La Ese Red Salud Casanare - Yopal","Yopal","Calle 9 No 24 - 75","3132918420","farmcia@redsalud.gov.co","Servicio Farmaceutico","No","Si","Favorable","N/A","43760","1751","2017-11-10T00:00:00.000","244","2020-02-24T00:00:00.000","SI"
"433","Servicio Farmaceutico Sociedad De Servicios Oculares S.A.S  Optisalud Ips","Yopal","Calle 13 No 29 - 41","3212327280","diradministracion@optisalud.com","Servicio Farmaceutico","No","No","Favorable","N/A","44133","290","2018-03-05T00:00:00.000","1106","2021-09-14T00:00:00.000","SI"
"434","Servicio Farmaceutico Salud Llanos Ips Ltda","Yopal","Carrera 23 No 12 - 10","3138516639","direccionyopal@saludllanosips.com","Servicio Farmaceutico","No","No","Favorable","2017-10-24T00:00:00.000","43608","361","2018-05-13T00:00:00.000","1229","2020-11-30T00:00:00.000","SI"
"435","Deposito De Medicamentos Oxigenos Del Oriente S.A.S","Yopal","N/A","N/A","N/A","Servicio Farmaceutico","No","No",,"N/A","N/A","1039","2018-08-23T00:00:00.000","N/A","N/A","NO"
"436","Servicio Farmaceutico Clinica Vascular Del Casanare Sas","Yopal","Carrera 21 No 35 - 68","6334393","farmacia@clinicanieves.co","Servicio Farmaceutico","No","Si","Favorable","N/A","44146","1222","02/10/2018","13157","2020-12-04T00:00:00.000","SI"
"437","Servicio Farmaceutico Hospitalario Suminisitros Y Dotaciones Colombia Syd Colombia S.A","Yopal","Calle 15 No 7 - 95","6344650    3183591053","johnjaimezapata01@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","1776","2018-12-26T00:00:00.000","27","2021-01-27T00:00:00.000","SI"
"438","Servicio Farmaceutico Clinica Casanare Sa","Yopal","Calle 13 No 29 - 36","6343379","clinicacasanare@yahoo.es","Servicio Farmaceutico","No","Si","Favorable","N/A","43798","607","2019-05-30T00:00:00.000","0406","2021-04-27T00:00:00.000","SI"
"439","Ips Cardio Andes S.A.S","Yopal","N/A","N/A","N/A","Servicio Farmaceutico","No","Si",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440","Servicio Farmaceutico Clinica Del Oriente Ltda","Yopal","Carrera 26 No 14a - 38 int 6","6354846","clinicadeloriente2001@yahoo.es","Servicio Farmaceutico","No","Si","Favorable","N/A","44145","789","2019-07-12T00:00:00.000","661","2021-06-18T00:00:00.000","SI"
"441","Servicio Farmaceutico Medical Sky Uen","Yopal","Carrera23 No 12 - 25","3123740076","INFO@MEDICALSKY.COM.CO","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","176","2019-02-18T00:00:00.000","176","2019-02-18T00:00:00.000","NO"
"442","Servicio Farmaceutico Ambulatorio Unidad Integral De Salud Puerta Abierta S.A.S","Yopal","DIAGONAL 13 No 26 - 30","3202727069","puertabiertasas@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","123","2020-02-03T00:00:00.000","377","2021-04-22T00:00:00.000","SI"
"443","Servicio Farmaceutico Hospitalario Ips S Y D Colombia S.A Agencia Caf Yopal","Yopal","Calle 15 No 7-95","3183591053","quimicohyopal@syd.com.co","Servicio Farmaceutico","No","Si","Favorable","2018-06-12T00:00:00.000","N/A","1776","2018-12-26T00:00:00.000","261","2021-03-16T00:00:00.000","SI"
"444","Servicio Farmaceutico Onco-Oriente S.A.S","Yopal","N/A","N/A","oncooriente@hotmail.com","Servicio Farmaceutico","No","No",,"N/A","N/A","432","2020-04-08T00:00:00.000","N/A","N/A","SI"
"445","Servicio Farmaceutico Red Med Batallon De Aspc No 16 ""Te William Ramir"" (Paf Yopal) Eticos Ut 2020","Yopal","TRANV 8 KM 7 VIA MARGINAL DE LA SELVA","N/A","jvasgas@eticos.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","672","2020-07-30T00:00:00.000","N/A","N/A","SI"
"446","Servicio Farmaceutico Jersalud Sas","Yopal","Calle 40 No 23 - 99","3154952435","jerenciameta@jersalud.com","Servicio Farmaceutico","No","Si","Favorable","2020-10-08T00:00:00.000","N/A","1118","2020-11-06T00:00:00.000","N/A","N/A","SI"
"447","Servicio Farmaceutico Ses Salud S.A","Yopal","Carrera 24 No 16 - 27","3102874570","ses.salud@hotmail.com","Servicio Farmaceutico","No","Si","Favorable","2020-11-10T00:00:00.000","N/A","1234","2020-11-30T00:00:00.000","1487","2021-12-22T00:00:00.000","SI"
"448","Servicio Farmaceutico Duarquint Yopal (Policia)","Yopal","Calle 14 No 17 - 09","6343393 3212026730","yopal@duarquint.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"449","Fueraza Aerea-Grupo Aereo Del Casanare","Yopal","Calle 40 No 19 - 20","3043913087","natalia.mora@fac.mil.co","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450","Servicio Farmaceutico Colombiana De Salud","Yopal","Calle 14 No 28 - 21","6324381 EXT 115","yopal@corsaludasesores.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"451","Servicios Medicos Integrales Para El Manejo Del Dolor Sas-Sermidol","Yopal","Calle 20 No 27a - 03","6333262","sermidolsas@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","44539","N/A","N/A","N/A","N/A","N/A"
"452","Servicio Farmaceutico Ambulatorio Bihospharma Sede Yopal","Yopal","TRANVERSAL 18 No 7 - 05 piso 5","3203165870","amanda.bonilla@bihospharma.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","1478","2021-12-21T00:00:00.000","N/A","N/A","SI"
"453","Servicio Farmaceutico Medic Plastic Del Casanare Cirugia Plastica Y Ambulatoria Sas","Yopal","Carrera 23 No 12 - 15","3202815344","medicplasticdelcasanare@gmail.com","Servicio Farmaceutico","No","Si","Favorable","N/A","N/A","134","2022-01-31T00:00:00.000","N/A","N/A","SI"
"454","Deposito De Drogas Clinisuministros Sas","Yopal","Carrera2 1 No 27 - 74","3212897173
3108028215","clinisuministrosyopal@gmail.com","Deposito","No","Si","Favorable","N/A","N/A","1534","2019-12-02T00:00:00.000","N/A","N/A","NO"
"455","Siluetas Cirugia Plastica Y Estetica Sas","Yopal","Carrera 23 No 12 - 15 PISO - 2","6347836 -  3202815344","N/A","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"456","Ips Dr Carlos Octavio Rojas","Yopal","Calle 15 No 20 - 12 Piso 2","3132635827","macrirodri@hotmail.com","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"457","Ips  Csm Salud - Centro De Servicios Medicos Ips Sas","Yopal","Calle 28 No 17a - 20","3175744571","csmsaludips@gmail.com","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"458","Ips Dra Adriana Patricia Caballero Ramirez","Yopal","Calle 30 No 28 - 46","3118312963","N/A","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"459","Ips Servidoensalud Sas. Recetarios Mce","Yopal","Carrera 17a No 33 - 35","3134339737","SERVIDOENSALUD@YAHOO.ES","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"460","Consultorio Dr Hernando Badillo","Yopal","Calle 13 No 28 - 42 CONSULTORIO 217","3143683119","N/A","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"461","Ips Julio Alonso Rodriguez","Yopal","Carrera 28 No 12a - 03","6324686-3107940869","N/A","Recetario","No","No","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"462","Veterinaria Comercializadora Del Campo","Yopal","transversal 18  No 9 - 93","6356350","N/A","Veterinaria","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"463","Veterinaria Alarpo  Sas","Yopal","Transv 18 No 8 - 37","6356507/3115383759","inversionesalrpo@gmail.com","Veterinaria","No","Si","Favorable","N/A","44258","N/A","N/A","N/A","N/A","N/A"
"464","Clinica Veterinaria Unitropico","Yopal","DIAG 13 No 26 - 16","6320715","N/A","Veterinaria","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"465","Veterinaria El Torete","Yopal","Calle 10 No 18 - 26","3102879600","vtorete@hotmail.com","Veterinaria","No","Si","Favorable","N/A","44340","N/A","N/A","N/A","N/A","N/A"
"466","Veterinaria Agroveterinaria El Pastisal","Yopal","Carrera 18 No 9A - 24","6354292","N/A","Veterinaria","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"467","Inversiones  Agropecuarias  El Hato","Yopal","Carrera 20 No 17 - 50","N/A","elhatoveterinaria@gmail.com","Veterinaria","No","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"468","Veterinaria Almacen Agropecuario Paz De Ariporo","Paz De Ariporo","Calle 7 No 9 - 63","3112761338","dumararia@yahoo.es","Veterinaria","N/A","Si","Favorable","2011-11-16T00:00:00.000","44047","N/A","N/A","N/A","N/A","N/A"
"469","Veterinaria Mundo Animal","Tauramena","Carrera 14 No 3-28","3202614120","N/A","Veterinaria","N/A","Si","Favorable","N/A","N/A","1128","2011-10-26T00:00:00.000","N/A","N/A","NO"
"470","Veterinaria Casa Veterinaria Deposito De Concentrados Del Campo Los 7 Granos","Tauramena","Carrera 14 No  7 - 08","6247701","N/A","Veterinaria","N/A","Si","Favorable","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
