"nombre_establecimiento","tipo_de_establecimiento","tipo_de_productos_que","direccion","barrio","telefono","correo_electronico","municipo","fecha_ltima_visita_ivc","concepto"
"DROGUERIA INGLESA No. 96","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 17 # 8-56","LA GRANJA","NT","asistentecontabmanga@unidrogas.net.co","VALLEDUPAR","15/03/2018","FAVORABLE CON REQUERIMIENTO"
"DROGUERIA JIRET","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16A # 19D 35","DANGOND","NT","aidaramirez55@gmail.com","VALLEDUPAR","19/07/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA KENNEDY","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 6 # 16C-33","KENNEDY","NT","claudiamile05@hotmail.com","VALLEDUPAR","19/07/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA LA 20-35","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 35 # 20-28","SAN MARTIN","NT","huverclavijo@hotmail.com","VALLEDUPAR","27/11/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA LA BOTICA LOS CORTIJOS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 19 # 9A-85","LOS CORTIJOS","5706565","alfaresgerencia@gmail.com","VALLEDUPAR","21/05/2019","FAVORABLE"
"DROGUERIA LA BOTICA LOS FUNDADORES","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","TRANSV 25 # 16C-03","FUNDADORES","3188834011-5809264","alfaresgerencia@gmail.com-ASISZONA9@UNIDROGAS.NET","VALLEDUPAR","NUEVO","N/A"
"DROGUERIA LA CACICA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 4 # 23- 14","CANDELARIA SUR","5888903","victorelias76@hotmail.com","VALLEDUPAR","15/03/2018","FAVORABLE CON 92%"
"DROGUERIA LA FORTUNA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 7A No. 22-75","LA ESPERANZA","NT","blancaines@hotmail.com","VALLEDUPAR","20/02/2018","FAVORABLE CON 93%."
"DROGUERIA LA FRONTERA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 18D # 31-60","SAN MARTIN","NT","carlos-5729029@hotmail.com","VALLEDUPAR","27/03/2018","FAVORABLE 91%"
"DROGUERIA LA RECETA No 10","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 6 No 45-62","LA NEVADA","3016871913","sergiouribe2020@hotmail.com","VALLEDUPAR","04/12/2017","DESFAVORABLE"
"DROGUERIA LATINA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAG 18B # 22-75","FUNDADORES","5847353","arnaldocontreras56@gmail.com","VALLEDUPAR","18/08/2013","N/A"
"DROGUERIA LEOHARSH","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 20A # 35-17","450 AÑOS","NT","valentin.vive@hotmail.com","VALLEDUPAR","13/02/2018","FAVORABLE. 97%."
"DROGUERIA LIBERTAD","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7 # 16C-35","CENTRO","5742879","alixmariaaramendiz@hotmail.com","VALLEDUPAR","19/06/2013","N/A"
"DROGUERIA SALMY SALUD (ANTES DROGUERIA LILY AM)","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 41 # 3B-04","LA ROCA","3015686575","salmaj585@gmail.com","VALLEDUPAR","04/12/2017","FAVORABLE CON REQUERIMIENTO"
"DROGUERIA LOS POBRES A.M.S.","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 35 # 22-04 Ap 2","SAN MARTIN","NT","j-k02@hotmail.com","VALLEDUPAR","16/05/2013","N/A"
"DROGUERIA MANANTIAL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 18 # 30B-123","MANANTIAL","5706913 / 3126650433 / 5706913","coocentral@hotmail.com, drofarman@gmail.com, droman1811@hotmail.com","VALLEDUPAR","23/02/2018","FAVORABLE"
"DROGUERIA MARIA JOSE T.C.","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","MZ 40 C 8 CIUDADELA 450 AÑOS","450 AÑOS","NT","NT","VALLEDUPAR","01/10/2012","N/A"
"DROGUERIA MAS VIDA Y SALUD","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAGONAL 21 # 19-27","GUATAPURI","NT","cuellomaestre@hotmail.com","VALLEDUPAR","31/08/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA MEDICA LASEK","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16C # 35-06","LA VICTORIA","316483940","narayanvelasquez@gmail.com","VALLEDUPAR","01/12/2017","DESFAVORABLE"
"DROGUERIA MI BENDICION","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 19 A 2 # 7A 06","LOS MUSICOS","NT","velascogg223@gmial.com","VALLEDUPAR","05/12/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA NOVALITO","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 9 # 12-57","NOVALITO","NT","NT","VALLEDUPAR","02/10/2013","N/A"
"DROGUERIA OLIMPICA SAO 260 MEGAMALL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 16 # 19B-56 LC 1-09","CC MEGAMALL","NT","asao260@olimpica.com.co","VALLEDUPAR","05/12/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA PANAMA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 39 # 6A1-37 Apto 101","PANAMA","NT","mauro.mojica@hotmail.com","VALLEDUPAR","06/12/2018","DESFAVORABLE"
"DROGUERIA PASTEUR CC GUATAPURI","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","AV HURTADO DIAG 10 # 6N-15 LC 1-014","CC GUATAPURI","5710922","mortega@pasteur.com.co, guatapuri@pasteur.com.co","VALLEDUPAR","12/08/2019","FAVORABLE"
"DROGUERIA PHARMA CORPS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 19 # 8-22 LOCAL 7","LOS MUSICOS","NT","pharmacorpssas@gmail.com","VALLEDUPAR","13/08/2019","FAVORABLE"
"DROGUERIA PHARMASAN","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 49 # 3E1-28","CAMPO ROMERO","NT","drogueriapharmasan@gmial.com","VALLEDUPAR","05/03/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA POPULAR UM","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 18 E N43-04","URB POPULANDIA","3162788161","urimor1@hotmail.com","VALLEDUPAR","27/02/2018","FAVORABLE CON 93%."
"DROGUERIA PRADSALUD N 1 (antes EMMANUEL J.A.)","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 41 # 5B-06 Local 1","LA NEVADA","NT","maraja_20_08@hotmail.com-yused.vale.1988@hotmail.com","VALLEDUPAR","036/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA PRADSALUD N 6","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 39 N 6A1-31","PANAMA","5884615","mauro.mojicaqhotmail.com","VALLEDUPAR","05/03/2018","DESFAVORABLE CON 84%"
"DROGUERIA PRADSALUD N° 3","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 58 # 25-01","MAREIGUA","5828657","valerieleegugu@hotmail.com","VALLEDUPAR","05/03/2018","FAVORABLE CON 91%"
"DROGUERIA PRADSALUD N°4","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 4 # 31-36","VILLA DEL ROSARIO","NT","contabilidad@dataservidelcaribe.com","VALLEDUPAR","15/03/2018","FAVORABLE CON 90%"
"DROGUERIA PRADSALUD No. 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 16C # 36-07","LA VICTORIA","5705842","maryo0921@hotmail.com","VALLEDUPAR","16/03/2018","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA SAN JORGE","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 6 # 40-08","LA NEVADA","NT","cirnid15@hotmail.com","VALLEDUPAR","05/03/2018","FAVORABLE CON 97,8%"
"DROGUERIA FARMAPRONTO F&R","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CARRERA 19D # 13C BIS-30","LAS FLORES","3023057145","drogueriasanjorgen1centro@gmail.com","VALLEDUPAR","10/12/2018","DESFAVORABLE"
"DROGUERIA SAN JORGE No. 1","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 21 # 6A-05","SAN JORGE","5802431","drogueriasanjorgen1@gmail.com","VALLEDUPAR","NUEVO","N/A"
"DROGUERIA SAN MARTIN","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 36 # 15-37","12 DE OCTUBRE","NT","hebert.tigre@outlook.com","VALLEDUPAR","17/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA SOCIAL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 23 # 28-55","1 DE MAYO","NT","demetriorafaelvergara@hotmail.com","VALLEDUPAR","18/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA SUPER BARATO","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 39 # 5H-33","LA NEVADA","NT","carlosdany2123@gmail.com","VALLEDUPAR","01/09/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA SUPER DESCUENTOS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 19 # 6A-31","LOS ANGELES","NT","lazg.291164@hotmail.com","VALLEDUPAR","22/09/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA SUPERIOR JB","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 41 # 2-28","LA ROCA","NT","johana2120@gmail.com","VALLEDUPAR","23/09/2017","DESFAVORABLE"
"DROGUERIA SUPERIOR JRR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","TRANSV 23 # 18B-46","FUNDADORES","NT","milenamercado23@gamil.com","VALLEDUPAR","24/09/2017","DESFAVORABLE"
"DROGUERIA TERSAPIEL","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 15 # 13B-65","ALFONSO LOPEZ","NT","drogueriatersapiel@hotmail.com","VALLEDUPAR","25/05/2017","FAVORABLE"
"DROGUERIA TU ESPERANZA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 13C # 42-31-           MZ 179 CASA 14","DON ALBERTO","NT","nuri.maestre@hotmail.com","VALLEDUPAR","26/05/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA UN MUNDO DE SALUD","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 14E# 42-106","DON ALBERTO","5830354","nojasado97@gmail.com, jai-gra@hotmail.com","VALLEDUPAR","23/02/2018","FAVORABLE CON 93%."
"DROGUERIA UNIFARMA M.A.","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 18E # 33B-27","Mº CAMILA SUR","NT","NT","VALLEDUPAR","31/10/2012","N/A"
"DROGUERIA VALLEDUPAR AHC","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 41 # 4A-05","LA NEVADA","5830332","abrahamhinojosa69@gmail.com  , adel_martiz@hotmail.com","VALLEDUPAR","27/02/2018","FAVORABLE CON 94%"
"DROGUERIA VIDAMAS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 17 A # 34-55","CICERON MAESTRE","3126960280","victoramaris24@gmail.com","VALLEDUPAR","24/11/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA VILLA TAXI","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","2MZ H C 1","VILLA TAXI","5841212","mildreaaron@hotmail.com, drogueriavillataxi@hotmail.com","VALLEDUPAR","25/11/2017","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA Y MINIMARKET FARMOMEDIC","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 1 # 23-09","VILLA LIGIA","NT","drog.farmomedic.3@copidrogas.com, farmomedicltda@yahoo.es","VALLEDUPAR","01/06/2017","FAVORABLE"
"DROGUERIA Y VARIEDADES ANKAHIRI","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 19D # 9C-07","EL AMPARO","5877972","absalonhincapiemejia@gmail.com","VALLEDUPAR","22/07/2019","FAVORABLE CON REQUERIMIENTOS"
"DROGUERIA Y VARIEDADES TAYRONA MS","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","MZ 29 LOTE 16","URB VILLA TAYRONA","5870849","jrenatogalvis@hotmail.com, leogonzalce@hotmail.com","VALLEDUPAR","22/02/2018","FAVORABLE"
"EL ÉXITO DEL SABER DE LA ESPERANZA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 7B# 19C1 74","LA ESPERANZA","NT","j123m456@hotmail.com","VALLEDUPAR","23/02/2018","FAVORABLE CON 92%"
"FARMACIA CURA-T","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 1 A # 41-04","LA ROCA","NT","albrely@gmail.com","VALLEDUPAR","04/12/2017","DESFAVORABLE"
"FARMACIA MUNDIAL No. 1","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7 # 16-05","CENTRO","5744291","farmaciamundial1@hotmail.com","VALLEDUPAR","20/02/2018","FAVORABLE CON REQUERIMIENTOS"
"FARMACIA MUNDIAL No. 2","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7 # 16-69","CENTRO","5744210","farmaciamundial1@hotmail.com","VALLEDUPAR","20/02/2018","FAVORABLE CON REQUERIMIENTOS"
"FARMACIA MUNDIAL No. 3","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7 # 16-69","CENTRO","3205365375","farmaciamundial1@hotmail.com","VALLEDUPAR","23/02/2018","DESFAVORABLE CON 72%"
"FARMACIA SONIA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 8 # 15A-42","CENTRO","5743058","farmaciasoniaycialtda@hotmail.com","VALLEDUPAR","01/08/2019","DESFAVORABLE"
"FARMACIA Y DROGUERIA LAURA MARCELA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 6 # 23-45","CANDELARIA NORTE","NT","NT","VALLEDUPAR","26/11/2013","N/A"
"FARMASALUD W S.A.S","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 12 #17-85","LA GRANJA","NT","NT","VALLEDUPAR","27/11/2013","FABORABLE CON REQUERIMIENTO"
"FARMATODO CENTRO COMERCIAL GUATAPURI","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAGONAL 10 # 6 N 15LOCAL 1-139","CENTRO COMERCIAL","3108720726","CONTACTENOS@FARMATODO .COM","VALLEDUPAR","12/08/2019","FAVORABLE"
"LA  ECONOMIA  DROGUERIA No. 7036 y/o DROGAS LA ECONOMIA  No. 7036","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 23 No 15-53","12 DE OCTUBRE","5806217","recepcionvp@eticos.com","VALLEDUPAR","22/03/2018","FAVORABLE CON 94%"
"LA BOTICA DROGUERIA AV SIMON BOLIVAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 18C # 23-07","SIMON BOLIVAR","NT","glinisperalta@hotmail.com","VALLEDUPAR","16/03/2018","FABORABLE CON REQUERIMIENTO"
"LA BOTICA DROGUERIA DE LA 23","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 19 # 6C-06","LOS MUSICOS","5853000","alfaresgerencia@gmail.com","VALLEDUPAR","28/05/2019","FAVORABLE"
"LA BOTICA DROGUERIA SAN MARTIN","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 18D # 34-04","SAN MARTIN","5853984","NT","VALLEDUPAR","15/03/2018","FAVORABLE 93%"
"LA ECONOMIA DROGUERIA  No. 455 y/o DROGAS  LA ECONOMIA  No. 55","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 20 # 13-06","LA GRANJA","5473812","recepcionvp@eticos.com","VALLEDUPAR","06/03/2018","FAVORABLE CON REQUERIMIENTO"
"LA ECONOMIA DROGUERIA  No. 465 Y/o  LA ECONOMIA DROGAS No.465","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","DIAG  18-17B -20 LOCAL 1","LAS DELICIAS","NT","recepcionvp@eticos.com","VALLEDUPAR","30/06/2017","FAVORABLE"
"LA ECONOMIA DROGUERIA  No. 485 -","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 19 # 16A-04","DANGOND","NT","recepcionvp@eticos.com","VALLEDUPAR","26/03/2019","FAVORABLE"
"LA ECONOMIA DROGUERIA  No. 493 y/o DROGAS LA ECONOMIA 493","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL16 # 15-16","ALFONSO LOPEZ","NT","recepcionvp@eticos.com","VALLEDUPAR","24/05/2017","FAVORABLE"
"LA ECONOMIA DROGUERIA  No. 906 y/o DROGAS LA ECONOMIA","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 9 # 9-48","NOVALITO","NT","recepcionvp@eticos.com","VALLEDUPAR","21/06/2017","FAVORABLE"
"LA ECONOMIA DROGUERIA MINIMARKET No. 7042","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 1 # 19C-66","LOS CORALES","5840377","economia742@drogaslaeconomia.com","VALLEDUPAR","NUEVO","N/A"
"LA ECONOMIA DROGUERIA N° 667 y/o DROGAS  ECONOMIA No. 667","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 16 # 22-65","FUNDADORES","NT","recepcionvp@eticos.com","VALLEDUPAR","15/02/2018","FAVORABLE CON 93%."
"LA ECONOMIA DROGUERIA No  1021","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 16 No 28-06","barrio 12 de octubre","3164764646","recepcionuvp@eticos.com","VALLEDUPAR","22/03/2018","FAVORABLE CON REQUERIMIENTO"
"LA ECONOMIA DROGUERIA No. 468 Y/ o DROGAS LA ECONOMIA 468","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CALLE 17 # 11-95","GAITAN","NT","recepcionvp@eticos.com","VALLEDUPAR","23/06/2017","FAVORABLE CON REQUERIMIENTO"
"LA ECONOMIA DROGUERIA No. 469 Y /o / DROGAS LA ECONOMIA  N° 469","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 18 B # 7-05","EL CARMEN","NT","droguerialaeconomia@droguerialaeconomia.com","VALLEDUPAR","15/03/2018","FAVORABLE CON REQUERIMIENTO"
"LA ECONOMIA DROGUERIA No. 614 y / DROGAS LA ECONOMIA 614","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 19 # 7C-61","PONTEVEDRA","NT","recepcionvp@eticos.com","VALLEDUPAR","30/06/2017","FAVORABLE CON REQUERIMIENTOS"
"LA ECONOMIA DROGUERIA No. 7094","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 15 # 14-08","ALFONSO LOPEZ","NT","recepcionvp@eticos.com","VALLEDUPAR","25/05/2017","FAVORABLE"
"LA ECONOMIA DROGUERIA No. 915 (antes nueva york 15)","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 16B # 8-03","CENTRO","5706479","recepcionvp@eticos.com, economia 915@drogaslaeconomia.com","VALLEDUPAR","20/02/2018","FAVORABLE CON 90%"
"LA ECONOMIA DROGUERIA No.473 Y / o DROGAS LA ECONOMIA N° 473","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 16 # 12-05","LOPERENA","5606446 / 5807499","recepcionvp@eticos.com, dispensario545@drogaslaeconomia.com","VALLEDUPAR","21/05/2019","FAVORABLE"
"LA FORMULA DROGUERIA A & C","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 27 # 5-43 LOCAL 1","ORIENTE DE CALLEJA","NT","katrinmarcela@hotmail.com","VALLEDUPAR","20/09/2017","FAVORABLE CON REQUERIMIENTOS"
"LA REBAJA DROGUERIA No. 16 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 12 # 23-195","5 DE NOVIEMBRE","NT","rebaja_16_valledupar@copservir.com","VALLEDUPAR","22/05/2017","FAVORABLE CON REQUERIMIENTOS"
"LA REBAJA DROGUERIA No. 17 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 11 # 19C1-78 LC 1","EL AMPARO","5843030","rebaja_17_valledupar@copservir.com","VALLEDUPAR","16/02/2018","FAVORABLE CON 90%"
"LA REBAJA DROGUERIA No. 3 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CLL 17 # 7-116","CENTRO","5744653","rebaja_3_valledupar@copservir.com","VALLEDUPAR","16/02/2018","FAVORABLE.95%."
"LA REBAJA DROGUERIA No.10 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 20 # 13B BIS - 03","GARUPAL","NT","rebaja_10_valledupar@copservir.com","VALLEDUPAR","NUEVO","N/A"
"LA REBAJA DROGUERIA No.11 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 9 # 15A-47","CENTRO","5800904","rebaja_11_valledupar@copservir.com","VALLEDUPAR","19/02/2018","FAVORABLE CON 94%"
"LA REBAJA DROGUERIA No.4 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 7 No 17 A- 73","EL CENTRO","5745117","rebaja_12_valledupar@copservir.com, rebaja-4-valleduparqcopservir.com","VALLEDUPAR","22/02/2018","FAVORABLE CON REQUERIMIENTOS"
"LA REBAJA DROGUERIA No.8 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CR 12 # 16-04","SAN JOAQUIN","NT","rebaja_8_valledupar@copservir.com","VALLEDUPAR","NUEVO","N/A"
"LA REBAJA DROGUERIA No.9 VALLEDUPAR","DROGUERIA","MEDICAMENTOS ALOPATICOS, DISPOSITIVOS MEDICOS, COSMETICOS Y SIMILARES","CRA 23 # 11A-16 Local 5 y 6","GARUPAL","5742711","rebaja_9_valledupar@copservir.com-wilramo1964@hotmail.com","VALLEDUPAR","15/02/2018","FAVORABLE. 92%."
