"expediente","nombre_establecimiento","ciudad","departamento","direccion","concepto_corto","concepto","fecha_notificacion","fecha_vencimiento"
"1586G","COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOUR   CLINICA EL ROSARIO SEDE EL TESORO","MEDELLIN","ANTIOQUIA","CARRERA 20 NO  2 SUR   185","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO  PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","21/09/2018","05/10/2021"
"1732G","CLINICA COLSANITAS S A  – CLINICA SEBASTIAN DE BELALCAZAR","CALI","VALLE DEL CAUCA","AVENIDA 4 NORTE NO  7N 81","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-08-18","2023-09-01"
"1734G","CLINICA SOMER S A  SOCIEDAD MEDICA RIONEGRO S A","RIONEGRO","ANTIOQUIA","CALLE 38 NO  54A   35","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCCIÓN EN LÍNEA DE GASES DE USO MEDICIAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1 AIRE MEDICINAL  EN SITIO POR COMPRESIÓN 1 1 1 GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-10-13","2023-10-27"
"1737G","INVERSIONES MEDICAS DE ANTIOQUIA S A    CLINICA LAS VEGAS","MEDELLIN","ANTIOQUIA","CALLE 2 SUR NO  46 55 MEDELLIN","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN  AIRE MEDICINAL EN SITIO POR COMPRESOR EN FORMA GASEOSA A GRANEL NOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO ”","2020-11-04","2023-11-19"
"1815G","HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN/ CLINICA DE LA PRESENTACION","MANIZALES","CALDAS","CARRERA 23 CALLE 46 ESQUINA","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1 AIRE MEDICINAL EN SITIO POR COMPRESOR1 1 1 GASEOSANOTAS ACLARATORIAS1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-10-21","2022-11-01"
"1563G","SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E S E    UNIDAD SERVICIO DE SALUD SANTA CLARA","BOGOTA D C","BOGOTA D C","CARRERA 14B NO  1 45 SUR","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1 GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-06-25","2022-07-10"
"1532G","CLINICA DE LA MUJER S A","BOGOTA D C","BOGOTA D C","CARRERA 19 C NO  91 17","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TECNICO PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1 AIRE MEDICINAL  EN SITIO POR COMPRESION 1 1 1 GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LOS DIFERENTES SERVICIOS DE LA CLINICA  EN LA FORMA FARMACEUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2/4/22","2/18/25"
"1223","MESSER COLOMBIA S A   ANTES LINDE COLOMBIA S A","CALI","VALLE DEL CAUCA","CALLE 55 NO   5 N   33 DE CALI  VALLE DEL CAUCA","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA PARA EL ENVASADO DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN  1  NO ESTERILES1 1 OXIGENO MEDICINAL 1 1 1  LIQUIDO EN ENVASES CRIOGENICOS  TERMOS O DEWARS1 1 2  GASEOSO CILINDROS DE ALTA PRESION Y CILINDROS PORTATILES1 2  DIOXIDO DE CARBONO1 2 1  LIQUIDO  EN CILINDROS DE ALTA PRESION Y PARA LA FABRICACIÓN DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 3  AIRE MEDICINAL SINTETICO1 3 1  GASEOSO  EN CILINDROS DE ALTA PRESION1 4  AIRE MEDICINAL  POR COMPRESION  1 4 1  GASEOSO  EN CILINDROS DE ALTA PRESION Y CILINDROS PORTATILES NOTAS ACLARATORIAS 1  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO CRIOGÉNICO  2  EL DIÓXIDO DE CARBONO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO ES TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO DE PURIFICACIÓN  3  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN DE GAS MEDICINAL  AIRE SINTETICO   CUYAS MATERIAS PRIMAS SON OBTENIDAS POR LICUEFACCIÓN DEL AIRE  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS  4  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN DE GASES MEDICINALES OBTENIDOS POR LICUEFACCIÓN DEL AIRE  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS  5  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-10-23","2023-11-10"
"1224","MESSER COLOMBIA S A  REGIONAL BUCARAMANGA  ANTES LINDE COLOMBIA S A  REGIONAL BUCARAMANGA","BUCARAMANGA","SANTANDER","CALLE 55 NO  5N 33","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA Y SE AMPLÍA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN  ENVASADO  DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN  1  NO ESTÉRILES1 1  OXÍGENO MEDICINAL  1 1 1 LÍQUIDO  EN ENVASES CRIOGÉNICOS  TERMOS O DEWARS 1 1 2  GASEOSO  CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES LA FABRICACIÓN  Y ENVASADO DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 2  AIRE MEDICINAL  SINTÉTICO  1 2 1  GASEOSO  CILINDROS DE ALTA PRESIÓN NOTAS ACLARATORIAS 1 EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES OBTENIDO POR EL MÉTODO CRIOGÉNICO Y TRAÍDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS 2 LA FABRICACIÓN DE AIRE MEDICINAL SE REALIZA POR LA MEZCLA SINTÉTICA EN RACK DE OXÍGENO Y NITRÓGENO OBTENIDOS POR MÉTODO CRIOGÉNICO EN OTRAS PLANTAS 3 EL NITRÓGENO LÍQUIDO  UTILIZADO PARA LA FABRICACIÓN DE AIRE MEDICINAL SINTÉTICO  ES OBTENIDO POR EL MÉTODO CRIOGÉNICO Y TRAÍDO A GRANEL DE OTRAS PLANTAS 4 EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE EL ENVASADO Y/O FABRICACIÓN DE LOS GASES MEDICINALES  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 5 CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-09-21","2023-10-05"
"1225G","MESSER COLOMBIA S A   PLANTA ASU CARTAGENA  ANTES LINDE DE COLOMBIA  S A   PLANTA ASU CARTAGENA","CARTAGENA","BOLIVAR","KM 9 VIA CARTAGENA MAMONAL","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN DE GASES DE USO MEDICINAL  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXIGENO MEDICINAL1 1 1  LIQUIDO  GRANEL  CARRO TANQUE NOTAS ACLARATORIAS  1  EL OXÍGENO LÍQUIDO A GRANEL ES TRANSPORTADO EN CISTERNAS DE CARROTANQUES PARA SU DISTRIBUCIÓN  2  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN DE GAS MEDICINAL OBTENIDO POR LICUEFACCIÓN DEL AIRE  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 3  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-05-29","2022-06-13"
"1206","COGAS LTDA","BOGOTA D C","BOGOTA D C","TRANSVERSAL 39 A NO  20A   55","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXÍGENO MEDICINAL 1 1 1  GASEOSO  CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILESNOTAS ACLARATORIAS  1 EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO GAS  ES PRODUCIDO POR EL MÉTODO DE LICUEFACCIÓN Y DESTILACIÓN FRACCIONADA DEL AIRE 2 EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS3 CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2021-09-10","2024-09-24"
"1506G","CORPORACION HOSPITALARIA JUAN CIUDAD MEDERI SEDE HOSPITAL UNIVERSITARIO BARRIOS UNIDOS","BOGOTA D C","BOGOTA D C","CALLE 66 A NRO  52  25","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACION  1  NO ESTERILES1 1 AIRE MEDICINAL EN SITIO POR COMPRESOR1 1 1 GASEOSONOTAS ACLARATORIAS  1 EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2 CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2/4/22","2/18/25"
"1508G","CORPORACIÓN HOSPITALARIA JUAN CIUDAD MEDERI   HOSPITAL UNIVERSITARIO MAYOR","BOGOTA D C","BOGOTA D C","CALLE 24 NO  29   45","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR 1 1 1 GASEOSONOTAS ACLARATORIAS1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2/4/22","2/18/25"
