"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Centre","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","124.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","43","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","345","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","14","14","42","027","POINT (-77.8250011212 40.9193135008)"
"County","Schuylkill","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","123.71","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","120","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","970","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","54","54","42","107","POINT (-76.223323851 40.707512431)"
"County","Cumberland","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","127.12","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","172","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1353","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","21","21","42","041","POINT (-77.268662705 40.167598388)"
"County","Elk","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","14","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","24","24","42","047","POINT (-78.6494771322 41.4281941606)"
"County","Berks","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","23.57","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","102","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4327","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","6","06","42","011","POINT (-75.9307732705 40.4193963513)"
"County","Lehigh","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","21.04","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","74","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3517","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","39","39","42","077","POINT (-75.6009948118 40.6146479416)"
"County","Lycoming","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","91.11","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","83","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","911","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","41","41","42","081","POINT (-77.069424568 41.3445979226)"
"County","Allegheny","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","25.73","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","613","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","23822","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","2","02","42","003","POINT (-79.9861984282 40.4673554298)"
"County","Montgomery","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","20.65","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","118","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5715","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","46","46","42","091","POINT (-75.3725200072 40.209898739)"
"County","Westmoreland","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","29.68","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","189","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6367","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","65","65","42","129","POINT (-79.471341176 40.3103149985)"
"County","Northampton","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","26.50","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","65","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2453","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","48","48","42","095","POINT (-75.3126372576 40.754595404)"
"County","Schuylkill","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","73.49","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","122","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1660","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","54","54","42","107","POINT (-76.223323851 40.707512431)"
"County","Wayne","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","113.03","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","72","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","637","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","64","64","42","127","POINT (-75.3051535022 41.6496980525)"
"County","Venango","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","18","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","61","61","42","121","POINT (-79.7628656104 41.4034125863)"
"County","Perry","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","25.60","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","15","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","586","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","50","50","42","099","POINT (-77.2590738496 40.4041531744)"
"County","Blair","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","143.57","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","201","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1400","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","7","07","42","013","POINT (-78.349076871 40.4855502384)"
"County","Philadelphia","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","19.97","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","660","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","33055","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","51","51","42","101","POINT (-75.140236002 40.0044435384)"
