"the_geom","x","y","name","address","city_1","state","zip","phone","directions"
"POINT (-78.534325952273 40.754743904676)","-78.534325949999996","40.754743900000001","LEYOS ARCHERY & SPORTING GOODS","1564 MAIN STREET","COALPORT","PA","16627","8146723912","http://maps.google.com/maps?q=40.7547439,-78.53432595"
"POINT (-75.131566434594 40.217210167273)","-75.131566430000007","40.217210170000001","WAL MART 5649","299 VALLEY GATE DR","WARRINGTON","PA","18976","2154889026","http://maps.google.com/maps?q=40.21721017,-75.13156643"
"POINT (-76.879400697161 40.989323675922)","-76.879400700000005","40.989323679999998","WAL MART 1644","120 AJK BLVD","LEWISBURG","PA","17837","5705228200","http://maps.google.com/maps?q=40.98932368,-76.8794007"
"POINT (-76.415931635882 41.770931185723)","-76.415931639999997","41.770931189999999","FULMERS SPORTING GOODS","1137 GOLDEN MILE ROAD","WYSOX","PA","18854","5702656639","http://maps.google.com/maps?q=41.77093119,-76.41593164"
"POINT (-75.840308794425 40.296454190006)","-75.840308789999995","40.296454189999999","WAL MART 1777","5900 PERKIOMEN AVE","READING","PA","19606","6105820505","http://maps.google.com/maps?q=40.29645419,-75.84030879"
"POINT (-76.882726598109 40.258679814916)","-76.882726599999998","40.258679809999997","DAUPHIN COUNTY TREASURER","101 MARKET ST   RM 105","HARRISBURG","PA","17101","7177806550","http://maps.google.com/maps?q=40.25867981,-76.8827266"
"POINT (-76.151270786375 41.153507160808)","-76.151270789999998","41.153507159999997","FIVE MOUNTAIN HARDWARE. LLC","26 WEST UNION ST","SHICKSHINNY","PA","18655","5705427112","http://maps.google.com/maps?q=41.15350716,-76.15127079"
"POINT (-75.42877147896 41.404947834091)","-75.428771479999995","41.404947829999998","HUNTERS GALLERY","237 MT COBB HWY","LAKE ARIEL","PA","18436","5706897898","http://maps.google.com/maps?q=41.40494783,-75.42877148"
"POINT (-78.196427489641 40.895202831757)","-78.196427490000005","40.895202830000002","BELDING AND MULL INC","1878 PORT MATILDA HWY","PHILIPSBURG","PA","16866","8143421800","http://maps.google.com/maps?q=40.89520283,-78.19642749"
"POINT (-75.862478564358 40.155367585943)","-75.86247856","40.155367589999997","WAL MART 3501","100 CROSSING BLVD","ELVERSON","PA","19520","6109132000","http://maps.google.com/maps?q=40.15536759,-75.86247856"
"POINT (-80.075128459343 42.130340654035)","-80.075128460000002","42.130340650000001","KRAUS DEPARTMENT STORE","810 PARADE ST","ERIE","PA","16503","8144534314","http://maps.google.com/maps?q=42.13034065,-80.07512846"
"POINT (-80.18484861628 39.896466253104)","-80.184848619999997","39.896466250000003","JOE RIGGS SPORTING","137 EAST HIGH STREET","WAYNESBURG","PA","15370","7246275010","http://maps.google.com/maps?q=39.89646625,-80.18484862"
"POINT (-78.974111423363 40.938180192462)","-78.97411142","40.938180189999997","MAHONING VALLEY MILLING","324 INDIANA ST","PUNXSUTAWNEY","PA","15767","8149388850","http://maps.google.com/maps?q=40.93818019,-78.97411142"
"POINT (-75.76847179766 41.315529298664)","-75.7684718","41.315529300000001","WAL MART 2543","390 PA-315","PITTSTON","PA","18640","5708839400","http://maps.google.com/maps?q=41.3155293,-75.7684718"
"POINT (-77.526987321806 39.739656793829)","-77.526987320000003","39.739656789999998","WAL MART 3633","12751 WASHINGTON TOWNSHIP BLVD","WAYNESBORO","PA","17268","7177622282","http://maps.google.com/maps?q=39.73965679,-77.52698732"
"POINT (-79.709008540813 40.64859313077)","-79.709008539999999","40.648593130000002","WAL MART 3738","100 HIGHLANDS MALL DR","NATRONA HEIGHTS","PA","15065","7242266949","http://maps.google.com/maps?q=40.64859313,-79.70900854"
"POINT (-75.35967534184 40.445888164977)","-75.359675339999995","40.445888160000003","WAL MART 2446","195 NORTH WEST END BLVD","QUAKERTOWN","PA","18951","2155297689","http://maps.google.com/maps?q=40.44588816,-75.35967534"
"POINT (-77.954527234725 40.445823631854)","-77.954527229999997","40.44582363","RAYSTOWN FISHING AND HUNTING","11812 WILLIAM PENN HIGHWAY","HUNTINGDON","PA","16652","8146433584","http://maps.google.com/maps?q=40.44582363,-77.95452723"
"POINT (-77.887775217203 40.077774266325)","-77.887775219999995","40.077774269999999","BURNT CABINS GRIST MILL LLC","582 GRIST MILL RD","BURNT CABINS","PA","17215",,"http://maps.google.com/maps?q=40.07777427,-77.88777522"
"POINT (-77.702537489712 40.263753092997)","-77.702537489999997","40.263753090000002","EAST WATERFORD GENERAL STORE","9697 ROUTE 75 SOUTH","EAST WATERFORD","PA","17021","7177343521","http://maps.google.com/maps?q=40.26375309,-77.70253749"
"POINT (-79.597945244423 40.016672962765)","-79.597945240000001","40.016672960000001","S L SPOTTO COMPANY  INC","805 W CRAWFORD AVE","CONNELLSVILLE","PA","15425","7246288010","http://maps.google.com/maps?q=40.01667296,-79.59794524"
"POINT (-75.879722199649 41.244156876453)","-75.879722200000003","41.244156879999998","LUZERNE COUNTY TREASURER","20 N PENNSYLVANIA AVE","WILKES BARRE","PA","18711","5708251764","http://maps.google.com/maps?q=41.24415688,-75.8797222"
"POINT (-76.84615913835 40.824768365216)","-76.846159139999997","40.824768370000001","WAL MART 2185","980 N. SUSQUEHANNA TRAIL","SELINSGROVE","PA","17870","5703741230","http://maps.google.com/maps?q=40.82476837,-76.84615914"
"POINT (-75.64021125498 41.464037201757)","-75.640211249999993","41.4640372","WAL MART 1884","900 COMMERCE BLVD","DICKSON CITY","PA","18519","5703832354","http://maps.google.com/maps?q=41.4640372,-75.64021125"
"POINT (-76.569017916448 40.32038966216)","-76.569017919999993","40.320389659999996","WAL MART 2888","100 NORTH LONDONDERRY SQUARE","PALMYRA","PA","17078","7178380476","http://maps.google.com/maps?q=40.32038966,-76.56901792"
"POINT (-75.339987835327 40.591714380089)","-75.339987829999998","40.591714379999999","412 AUTO TAGS NOTARY","1558 MAIN STREET","HELLERTOWN","PA","18055",,"http://maps.google.com/maps?q=40.59171438,-75.33998783"
"POINT (-80.149590619032 41.638503381747)","-80.149590619999998","41.638503380000003","CRAWFORD COUNTY TREASURER","903 DIAMOND PARK","MEADVILLE","PA","16335","8143337332","http://maps.google.com/maps?q=41.63850338,-80.14959062"
"POINT (-79.723224982055 39.90140740867)","-79.723224979999998","39.901407409999997","FAYETTE COUNTY TREASURER","61 E MAIN ST  COURTHOUSE","UNIONTOWN","PA","15401","7244301256","http://maps.google.com/maps?q=39.90140741,-79.72322498"
"POINT (-76.520304281833 41.963083846313)","-76.520304280000005","41.963083849999997","ATHENS AGWAY","100 N. MAIN ST","ATHENS","PA","18810","5708882344","http://maps.google.com/maps?q=41.96308385,-76.52030428"
"POINT (-79.35940324328 39.812163368325)","-79.359403240000006","39.81216337","CONFLUENCE HARDWARE","484 HUGHART STREET","CONFLUENCE","PA","15424","8143953511","http://maps.google.com/maps?q=39.81216337,-79.35940324"
"POINT (-78.167410764205 40.991569593323)","-78.167410759999996","40.991569589999997","H & B HARDWARE","111 ROLLING STONE RD","KYLERTOWN","PA","16847","8143456416","http://maps.google.com/maps?q=40.99156959,-78.16741076"
"POINT (-76.842564984288 41.060524125264)","-76.842564980000006","41.060524129999997","FICKS HARDWARE","759 SUSQUEHANNA TRL","WATSONTOWN","PA","17777","5705382685","http://maps.google.com/maps?q=41.06052413,-76.84256498"
"POINT (-79.612932999829 40.989141514364)","-79.612932999999998","40.989141510000003","SPORTS SHACK LLC","309 WATER STREET","EAST BRADY","PA","16028","7245265667","http://maps.google.com/maps?q=40.98914151,-79.612933"
"POINT (-77.81676355569 41.482247385856)","-77.816763559999998","41.482247389999998","KINNEYS COUNTRY STORE AND BAR","25 MAIN STREET","CROSS FORK","PA","17729",,"http://maps.google.com/maps?q=41.48224739,-77.81676356"
"POINT (-79.38461166707 40.284079313948)","-79.384611669999998","40.284079310000003","WAL MART 2502","100  COLONY LANE","LATROBE","PA","15650","7245370928","http://maps.google.com/maps?q=40.28407931,-79.38461167"
"POINT (-79.751542666385 40.841878464751)","-79.751542670000006","40.841878459999997","FENELTON FIREARMS","268 STEIGHNER RD","FENELTON","PA","16034","7242830074","http://maps.google.com/maps?q=40.84187846,-79.75154267"
"POINT (-79.503438584133 41.041003155998)","-79.503438579999994","41.041003160000002","MYERS TIRE AND SERVICE CO","489 MAIN STREET","RIMERSBURG","PA","16248","8144733600","http://maps.google.com/maps?q=41.04100316,-79.50343858"
"POINT (-76.407429620707 40.312988090277)","-76.407429620000002","40.312988089999997","SHYDAS OUTDOOR CENTER","1635 S LINCOLN AVE","LEBANON","PA","17042","7172736572","http://maps.google.com/maps?q=40.31298809,-76.40742962"
"POINT (-75.391766970849 39.91921737633)","-75.391766970000006","39.919217379999999","DELAWARE COUNTY TREASURE","201 W FRONT ST","MEDIA","PA","19063","6108914272","http://maps.google.com/maps?q=39.91921738,-75.39176697"
"POINT (-78.645347955805 40.042789176716)","-78.645347959999995","40.04278918","COACH EDS BAIT TACKLE","1411 SHAWNEE RD","SCHELLSBURG","PA","15559","8147334887","http://maps.google.com/maps?q=40.04278918,-78.64534796"
"POINT (-77.523540731301 39.738247886077)","-77.523540729999993","39.738247889999997","HUNTER'S DEN INC","11779 BUCHANAN TRAIL EAST","WAYNESBORO","PA","17268","7177654606","http://maps.google.com/maps?q=39.73824789,-77.52354073"
"POINT (-77.606448809071 39.923436846291)","-77.606448810000003","39.923436850000002","WAL MART 1850","1730 LINCOLN WAY EAST","CHAMBERSBURG","PA","17201","7172642300","http://maps.google.com/maps?q=39.92343685,-77.60644881"
"POINT (-76.617521864512 40.962362429188)","-76.617521859999997","40.962362429999999","MONTOUR COUNTY TREASURER","253 MILL ST","DANVILLE","PA","17821","5702713016","http://maps.google.com/maps?q=40.96236243,-76.61752186"
"POINT (-80.04304705406 42.121872478223)","-80.043047049999998","42.12187248","WAL MART 5445","2711 ELM STREET","ERIE","PA","16504","8144593625","http://maps.google.com/maps?q=42.12187248,-80.04304705"
"POINT (-78.592623141325 40.001770935768)","-78.592623140000001","40.00177094","MANNS CHOICE GROCERY","223 MAIN ST","MANNS CHOICE","PA","15550","8146235785","http://maps.google.com/maps?q=40.00177094,-78.59262314"
"POINT (-79.38716006536 41.215297684135)","-79.387160059999999","41.215297679999999","SMATHERS INSURANCE","400 MAIN STREET","CLARION","PA","16214",,"http://maps.google.com/maps?q=41.21529768,-79.38716006"
"POINT (-80.185553161364 39.896480699939)","-80.185553159999998","39.896480699999998","GREENE COUNTY TREASURER","93 E HIGH ST","WAYNESBURG","PA","15370","7248525225","http://maps.google.com/maps?q=39.8964807,-80.18555316"
"POINT (-75.23935994869 41.229019581685)","-75.239359949999994","41.229019579999999","SKYTOP LODGE","1 SKYTOP LODGE RD","SKYTOP","PA","18357",,"http://maps.google.com/maps?q=41.22901958,-75.23935995"
"POINT (-78.646180998602 39.830761002705)","-78.646180999999999","39.830761000000003","MOMS CENTERVILLE ONE STOP","4341 BEDFORD VALLEY RD","BEDFORD","PA","15522","8143569983","http://maps.google.com/maps?q=39.830761,-78.646181"
"POINT (-80.148522726077 41.432029270217)","-80.148522729999996","41.432029270000001","BUBBA MAKS BAIT","857 GEORGETOWN RD","SANDY LAKE","PA","16145",,"http://maps.google.com/maps?q=41.43202927,-80.14852273"
"POINT (-75.305446666726 41.039209573839)","-75.305446669999995","41.039209569999997","STEELE HARDWARE","ROUTE 611 BOX 96","TANNERSVILLE","PA","18372",,"http://maps.google.com/maps?q=41.03920957,-75.30544667"
"POINT (-76.915848035099 41.261008423252)","-76.91584804","41.261008420000003","WAL MART 1887","1015 N LOYALSOCK AVE","MONTOURSVILLE","PA","17754","5703685450","http://maps.google.com/maps?q=41.26100842,-76.91584804"
"POINT (-80.087671357177 42.128635104147)","-80.087671360000002","42.128635099999997","ERIE COUNTY TREASURER","140 WEST 6TH STREET","ERIE","PA","16501","8144516203","http://maps.google.com/maps?q=42.1286351,-80.08767136"
"POINT (-79.241909362318 40.880013964006)","-79.241909359999994","40.880013959999999","GEARHARTS COUNTRY MARKET","102 S. STATE ST","DAYTON","PA","16222","8142570134","http://maps.google.com/maps?q=40.88001396,-79.24190936"
"POINT (-79.146804827393 41.848046110888)","-79.146804829999994","41.848046109999999","WARREN COUNTY TREASURER","204 FOURTH AVE","WARREN","PA","16365","8147283417","http://maps.google.com/maps?q=41.84804611,-79.14680483"
"POINT (-78.271135832634 40.233654591163)","-78.271135830000006","40.23365459","SAXTON SURPLUS AND SUPPLY","10520 RAYSTOWN ROAD","SAXTON","PA","16678","8146353828","http://maps.google.com/maps?q=40.23365459,-78.27113583"
"POINT (-75.780696275964 41.626424131006)","-75.780696280000001","41.626424129999997","CROASDALE SPORTING GOODS","54 MAIN STREET","NICHOLSON","PA","18446","5709424868","http://maps.google.com/maps?q=41.62642413,-75.78069628"
"POINT (-76.052016079753 40.180397450053)","-76.052016080000001","40.180397450000001","WEAVERS STORE INC","1011 DRY TAVERN ROAD","DENVER","PA","17517","7174456791","http://maps.google.com/maps?q=40.18039745,-76.05201608"
"POINT (-77.798316000052 40.834289999838)","-77.798316","40.834290000000003","STATE COLLEGE RURAL KING SUPPLY","2999 E COLLEGE AVE","STATE COLLEGE","PA","16801","8146998802","http://maps.google.com/maps?q=40.83429,-77.798316"
"POINT (-80.137360890974 42.091493204048)","-80.137360889999997","42.091493200000002","PRESQUE ISLE GUN SHOP, LLC","2817 W 23RD ST","ERIE","PA","16506","8148354500","http://maps.google.com/maps?q=42.0914932,-80.13736089"
"POINT (-76.119965656652 40.092293959791)","-76.119965660000005","40.092293959999999","J B ZIMMERMAN AND SONS","880 E. MAIN ST","NEW HOLLAND","PA","17557","7173544955","http://maps.google.com/maps?q=40.09229396,-76.11996566"
"POINT (-76.72659299225 39.962774037133)","-76.72659299","39.962774039999999","YORK COUNTY TREASURER","28 EAST MARKET ST ROOM 126","YORK","PA","17401","7177719603","http://maps.google.com/maps?q=39.96277404,-76.72659299"
"POINT (-80.148181270149 40.517152782984)","-80.148181269999995","40.517152780000004","ISLAND FIREARMS INC","7500 GRAND AVE","PITTSBURGH","PA","15225",,"http://maps.google.com/maps?q=40.51715278,-80.14818127"
"POINT (-76.066155932431 41.786133640909)","-76.066155929999994","41.786133640000003","FLYNN'S STONE CASTLE","3626 STATE ROUTE 706","LAWTON","PA","18828","5709341197","http://maps.google.com/maps?q=41.78613364,-76.06615593"
"POINT (-75.691555242985 40.842954973029)","-75.69155524","40.842954970000001","BUCKS SPORTING GOODS INC","47 INDIAN HILL RD","LEHIGHTON","PA","18235","6103773779","http://maps.google.com/maps?q=40.84295497,-75.69155524"
"POINT (-76.844439122398 39.995619246756)","-76.844439120000004","39.995619249999997","SPANGLER HOME CENTER","4072 CARLISLE RD","DOVER","PA","17315",,"http://maps.google.com/maps?q=39.99561925,-76.84443912"
"POINT (-78.43812642222 41.022836999928)","-78.438126420000003","41.022837000000003","JIMS SPORT CENTER INC","26 N SECOND STREET","CLEARFIELD","PA","16830",,"http://maps.google.com/maps?q=41.022837,-78.43812642"
"POINT (-79.525490351371 40.709473176958)","-79.525490349999998","40.709473180000003","GOODMAN’S BAIT & TACKLE","1836 STATE ROUTE 66","FORD CITY","PA","16226","7247639519","http://maps.google.com/maps?q=40.70947318,-79.52549035"
"POINT (-76.030798568038 40.121542954967)","-76.030798570000002","40.121542949999998","GOODS STORE INC","1338 MAIN ST","EAST EARL","PA","17519","7173544026","http://maps.google.com/maps?q=40.12154295,-76.03079857"
"POINT (-78.557705569638 41.427742981334)","-78.557705569999996","41.427742979999998","ELK COUNTY AMMO AND ARMS","246 BRUSSELLS ST","SAINT MARYS","PA","15857","8148349318","http://maps.google.com/maps?q=41.42774298,-78.55770557"
"POINT (-80.22186969741 40.183282671042)","-80.221869699999999","40.183282669999997","WAL MART 1739","30 TRINITY POINT DRIVE STORE 1","WASHINGTON","PA","15301","7242294020","http://maps.google.com/maps?q=40.18328267,-80.2218697"
"POINT (-79.158625679165 40.552669116253)","-79.15862568","40.552669119999997","NICKS BULLSEYE FIREARMS","2356 ROUTE 119 HWY S","GRACETON","PA","15748","7244793722","http://maps.google.com/maps?q=40.55266912,-79.15862568"
"POINT (-78.983119986848 40.929085839205)","-78.983119990000006","40.929085839999999","WAL MART 2664","21920 ROUTE 119","PUNXSUTAWNEY","PA","15767","8149383500","http://maps.google.com/maps?q=40.92908584,-78.98311999"
"POINT (-79.783846615804 40.48863056318)","-79.783846620000006","40.488630559999997","R F JACKSON AND SON","3364 UNIVERSAL ROAD","PITTSBURGH","PA","15235","4127933510","http://maps.google.com/maps?q=40.48863056,-79.78384662"
"POINT (-77.817454046632 40.819034547288)","-77.817454049999995","40.819034549999998","TCO FLY SHOP STATE COLLEGE","2030 E COLLEGE AVE","STATE COLLEGE","PA","16801",,"http://maps.google.com/maps?q=40.81903455,-77.81745405"
"POINT (-79.821725503589 40.38653740904)","-79.821725499999999","40.386537410000003","WAL MART 2588","100 WAL MART DR","NORTH VERSAILLES","PA","15137","4128160301","http://maps.google.com/maps?q=40.38653741,-79.8217255"
"POINT (-77.467931345596 41.128247164203)","-77.467931350000001","41.128247160000001","UNKEL JOES WOODSHED","536 HIGH ST","LOCK HAVEN","PA","17745","5707487838","http://maps.google.com/maps?q=41.12824716,-77.46793135"
"POINT (-78.201971587944 40.429192446165)","-78.201971589999999","40.429192450000002","MILL HILL FARM SUPPLY INC","161 MILL HILL ROAD","WILLIAMSBURG","PA","16693","8148323458","http://maps.google.com/maps?q=40.42919245,-78.20197159"
"POINT (-75.471843707065 40.339474315275)","-75.471843710000002","40.339474320000001","SUNOCO OF GREEN LANE","112 GRAVEL PIKE","GREEN LANE","PA","18054",,"http://maps.google.com/maps?q=40.33947432,-75.47184371"
"POINT (-79.447925560709 41.950441870283)","-79.447925560000002","41.950441869999999","LOTTSVILLE MILLING INC","17235 ROUTE 957","BEAR LAKE","PA","16402","8144893977","http://maps.google.com/maps?q=41.95044187,-79.44792556"
"POINT (-76.787762797748 41.785712142206)","-76.787762799999996","41.785712140000001","HOOVER HARDWARE AND GIFT SHOP","816 CANTON ST","TROY","PA","16947","5702973445","http://maps.google.com/maps?q=41.78571214,-76.7877628"
"POINT (-77.012287658776 40.733134661213)","-77.012287659999998","40.733134659999997","MARTINS FAMILY HARDWARE","8687 RT 104 SUITE 2","MOUNT PLEASANT MILLS","PA","17853","5705398080","http://maps.google.com/maps?q=40.73313466,-77.01228766"
"POINT (-79.607089572992 40.003658892251)","-79.607089569999999","40.003658889999997","WAL MART 5379","1450 MORRELL AVE","CONNELLSVILLE","PA","15425","7246264470","http://maps.google.com/maps?q=40.00365889,-79.60708957"
"POINT (-79.711594141034 39.912030597003)","-79.711594140000003","39.912030600000001","MARRA S MOUNTAINEER SPOR","486 N GALLATIN AVE","UNIONTOWN","PA","15401","7244391270","http://maps.google.com/maps?q=39.9120306,-79.71159414"
"POINT (-75.438012686341 40.592122210141)","-75.438012689999994","40.592122209999999","TOMS AUTO TAG NOTARY SRVCS","729 E SUSQUEHANNA STREET","ALLENTOWN","PA","18103",,"http://maps.google.com/maps?q=40.59212221,-75.43801269"
"POINT (-79.619647863459 39.844397445143)","-79.619647860000001","39.844397450000002","S AND S BAIT AND TACKLE","2944 NATIONAL PIKE","CHALK HILL","PA","15421","7244383871","http://maps.google.com/maps?q=39.84439745,-79.61964786"
"POINT (-76.97738342168 40.801743073165)","-76.977383419999995","40.801743070000001","WEAVER'S ARCHERY LLC","5934 ROUTE 522","MIDDLEBURG","PA","17842","5708371418","http://maps.google.com/maps?q=40.80174307,-76.97738342"
"POINT (-75.210405807982 41.315785330196)","-75.210405809999997","41.315785329999997","THE LAKE STORE","1019 ROUTE 390","GREENTOWN","PA","18426",,"http://maps.google.com/maps?q=41.31578533,-75.21040581"
"POINT (-76.386173997966 40.552952000968)","-76.386173999999997","40.552951999999998","WERNER ACE LUMBER","29 S TULPCHOCKEN ST","PINE GROVE","PA","17963","5703452561","http://maps.google.com/maps?q=40.552952,-76.386174"
"POINT (-77.048653876148 41.250638799404)","-77.048652000000004","41.250621000000002","WINNER HARDWARE","1699 DEWEY AVE","WILLIAMSPORT","PA","17701","5703236736","http://maps.google.com/maps?q=41.250621,-77.048652"
"POINT (-79.136673387769 41.957286573173)","-79.136673389999999","41.957286570000001","TALL TALES SPORTING GOOD","8330 MARKET STREET ROUTE 62","RUSSELL","PA","16345","8147571400","http://maps.google.com/maps?q=41.95728657,-79.13667339"
"POINT (-79.687242000356 41.824350657059)","-79.687241999999998","41.82435066","SPARTANSBURG PHARMACY","317 MAIN ST","SPARTANSBURG","PA","16434","8146542333","http://maps.google.com/maps?q=41.82435066,-79.687242"
"POINT (-79.647595608978 39.95903946529)","-79.647595609999996","39.95903947","CONNELLSVILLE RURAL KING SUPPLY","1952 UNIVERSITY DR","CONNELLSVILLE","PA","15425","7246202810","http://maps.google.com/maps?q=39.95903947,-79.64759561"
"POINT (-76.111327500898 40.785121489096)","-76.111327500000002","40.785121490000002","TARCS BAIT AND TACKLE SHOP","151 LOCUST LAKE RD","BARNESVILLE","PA","18214",,"http://maps.google.com/maps?q=40.78512149,-76.1113275"
"POINT (-78.446989278069 40.025188432693)","-78.446989279999997","40.02518843","WAL MART 1684","72 BEDFORD SQUARE","EVERETT","PA","15537","8146233332","http://maps.google.com/maps?q=40.02518843,-78.44698928"
"POINT (-75.919326677433 40.416199181003)","-75.919326679999998","40.41619918","WAL MART 2614","5370 ALLENTOWN PIKE","TEMPLE","PA","19560","6109390601","http://maps.google.com/maps?q=40.41619918,-75.91932668"
"POINT (-75.54397954907 40.240959380809)","-75.543979550000003","40.24095938","LIMERICK HARDWARE CO","712 W RIDGE PIKE","LIMERICK","PA","19468","6104956000","http://maps.google.com/maps?q=40.24095938,-75.54397955"
"POINT (-77.953073904326 40.239233034338)","-77.953073900000007","40.239233030000001","WHITSELS NOTARY TAG SVC","9187 PRICE RD STE 1","THREE SPRINGS","PA","17264",,"http://maps.google.com/maps?q=40.23923303,-77.9530739"
"POINT (-77.897647149712 40.808268355008)","-77.897647149999997","40.80826836","WAL MART 1640","1665 N ATHERTON ST","STATE COLLEGE","PA","16803","8142378401","http://maps.google.com/maps?q=40.80826836,-77.89764715"
"POINT (-79.968680835341 42.161202814209)","-79.968680840000005","42.161202809999999","WAL MART 3281","5741 BUFFALO ROAD","HARBORCREEK","PA","16421","8148996255","http://maps.google.com/maps?q=42.16120281,-79.96868084"
"POINT (-75.645647690196 40.49640235819)","-75.645647690000004","40.496402359999998","CHRIS BAIT AND TACKLE","9611 LONGSWAMP RD","MERTZTOWN","PA","19539",,"http://maps.google.com/maps?q=40.49640236,-75.64564769"
"POINT (-77.364894870866 41.309869653257)","-77.364894870000001","41.309869650000003","MCCONNELLS COUNTRY STORE","10853 HWY 44 N","WATERVILLE","PA","17776","5707538241","http://maps.google.com/maps?q=41.30986965,-77.36489487"
"POINT (-80.130124250793 39.888860727338)","-80.130124249999994","39.888860729999998","WAL MART 5446","405 MURTHA DRIVE","WAYNESBURG","PA","15370","7246273496","http://maps.google.com/maps?q=39.88886073,-80.13012425"
"POINT (-78.385103789275 40.429668257723)","-78.385103790000002","40.42966826","CAMPBELLS SPORTING GOOD","209 JENNIE ST","HOLLIDAYSBURG","PA","16648","8146958552","http://maps.google.com/maps?q=40.42966826,-78.38510379"
"POINT (-80.239053680074 41.226601207871)","-80.239053679999998","41.226601209999998","MERCER COUNTY TREASURER","104 COURTHOUSE","MERCER","PA","16137","7246624440","http://maps.google.com/maps?q=41.22660121,-80.23905368"
"POINT (-80.371509358724 40.131942766796)","-80.371509360000005","40.131942770000002","A R H SPORT SHOP","4174 RT 40","CLAYSVILLE","PA","15323","7249483571","http://maps.google.com/maps?q=40.13194277,-80.37150936"
"POINT (-76.059419407725 39.811716987022)","-76.059419410000004","39.811716990000001","JIM NEARYS BAIT AND TACKLE","212 SPRUCE GROVE ROAD","KIRKWOOD","PA","17536",,"http://maps.google.com/maps?q=39.81171699,-76.05941941"
"POINT (-79.013595981446 40.668116645581)","-79.013595980000005","40.668116650000002","RC INDOOR ARCHERY RANGE","675 SHERMAN ST","CLYMER","PA","15728","7249058053","http://maps.google.com/maps?q=40.66811665,-79.01359598"
"POINT (-78.72010249556 39.819946842722)","-78.720102499999996","39.81994684","GOLDEN RULE HOME CENTER","135 WASHINGTON ST","HYNDMAN","PA","15545","8148423226","http://maps.google.com/maps?q=39.81994684,-78.7201025"
"POINT (-78.402306297896 41.03193580977)","-78.402306300000006","41.03193581","WAL MART 2129","100 SUPERCENTER DR","CLEARFIELD","PA","16830","8147658089","http://maps.google.com/maps?q=41.03193581,-78.4023063"
"POINT (-78.729859499407 41.421854097238)","-78.729859500000003","41.421854099999997","ELK COUNTY TREASURER","250 MAIN ST COURTHOUSE","RIDGWAY","PA","15853","8147765321","http://maps.google.com/maps?q=41.4218541,-78.7298595"
"POINT (-76.229582164175 41.063174160129)","-76.229582160000007","41.063174160000003","C M LAUBACK & SONS INC","547 E 8TH ST","BERWICK","PA","18603","5707523571","http://maps.google.com/maps?q=41.06317416,-76.22958216"
"POINT (-75.977410690878 39.796266544039)","-75.977410689999999","39.796266539999998","WAL MART 5795","800 COMMONS DRIVE","OXFORD","PA","19363","4847027206","http://maps.google.com/maps?q=39.79626654,-75.97741069"
"POINT (-77.051983461986 41.27771855903)","-77.051983460000002","41.277718559999997","TROXELLS GUN SHOP","2715 LYCOMING CREEK RD","WILLIAMSPORT","PA","17701","5704941562","http://maps.google.com/maps?q=41.27771856,-77.05198346"
"POINT (-76.242887234019 40.032653016883)","-76.242887229999994","40.032653019999998","WAL MART 2334","2034 LINCOLN HWY EAST","LANCASTER","PA","17602","7173901738","http://maps.google.com/maps?q=40.03265302,-76.24288723"
"POINT (-76.855641520029 40.295873829027)","-76.855641520000006","40.295873829999998","PGC-HARRISBURG HDQ","2001 ELMERTON AVE","HARRISBURG","PA","17111","7177837507","http://maps.google.com/maps?q=40.29587383,-76.85564152"
"POINT (-77.594260688281 40.591747010705)","-77.594260689999999","40.591747009999999","DAN PIERCE OUTDOOR SHOP","842 W 4TH ST","LEWISTOWN","PA","17044","7172420061","http://maps.google.com/maps?q=40.59174701,-77.59426069"
"POINT (-78.494478612257 40.017855690189)","-78.494478610000002","40.017855689999998","BEDFORD TRUE VALUE HARDWARE","648 E PENN ST","BEDFORD","PA","15522","8146233900","http://maps.google.com/maps?q=40.01785569,-78.49447861"
"POINT (-76.088386179645 40.153320151667)","-76.088386180000001","40.153320149999999","EBYS GENERAL STORE","1009 MARTINDALE RD","MARTINDALE","PA","17549","7174454212","http://maps.google.com/maps?q=40.15332015,-76.08838618"
"POINT (-80.512796001233 41.23431500241)","-80.512795999999994","41.234315000000002","WAREHOUSE SALES","200 W SILVER ST","SHARON","PA","16146","7243474412","http://maps.google.com/maps?q=41.234315,-80.512796"
"POINT (-77.561824283171 41.751923101967)","-77.561824279999996","41.751923099999999","SMITTYS SPORTS","1820 ROUTE 6","GAINES","PA","16921","8144336101","http://maps.google.com/maps?q=41.7519231,-77.56182428"
"POINT (-76.106699358994 40.038470593102)","-76.106699359999993","40.038470590000003","W L ZIMMERMANS AND SONS","3601 OLD PHILADELPHIA PIKE","INTERCOURSE","PA","17534","7177688291","http://maps.google.com/maps?q=40.03847059,-76.10669936"
"POINT (-77.235016192865 39.827062020784)","-77.235016189999996","39.82706202","REDDING HARDWARE","279 S FRANKLIN ST","GETTYSBURG","PA","17325","7173345211","http://maps.google.com/maps?q=39.82706202,-77.23501619"
"POINT (-76.137970582705 41.621017739743)","-76.137970580000001","41.621017739999999","BURKES GUN SHOP","138 TRAIL RD","MESHOPPEN","PA","18630","5708691119","http://maps.google.com/maps?q=41.62101774,-76.13797058"
