"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"County","Philadelphia County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019","510.64","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","51.06","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","48",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","94",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","51","51","42","101","POINT (-75.140236 40.00444354)"
"County","Pike County","Female","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","52","52","42","103","POINT (-75.03270924 41.332572)"
"County","Mercer County","Female","12 to 55 years","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","43","43","42","085","POINT (-80.26009411 41.30237777)"
"County","Fayette County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","19",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","26","26","42","051","POINT (-79.65189635 39.9194478)"
"County","Susquehanna County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","58","58","42","115","POINT (-75.80250303 41.8205686)"
"County","Chester County","Female","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","15","15","42","029","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","Female","30 to 34 years","2018","2018 Annual","1/1/2018-12/31/2018","608.50","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","60.85","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","544",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","894",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Tioga County","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","59","59","42","117","POINT (-77.25788076 41.77333834)"
"County","Blair County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","14",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","7","07","42","013","POINT (-78.34907687 40.48555024)"
"County","Wayne County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","64","64","42","127","POINT (-75.3051535 41.64969805)"
"County","Bradford County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","8","08","42","015","POINT (-76.51825624 41.79117814)"
"County","Butler County","Female","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","10","10","42","019","POINT (-79.91711779 40.91083185)"
"County","Clinton County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","18","18","42","035","POINT (-77.6428376 41.23286274)"
"County","Greene County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","633.33","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","63.33","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","19",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","30",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","30","30","42","059","POINT (-80.22943817 39.85480393)"
"County","Fayette County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020","448.28","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","44.83","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","13",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","29",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","26","26","42","051","POINT (-79.65189635 39.9194478)"
"State","Commonwealth","Female","30 to 34 years","2019","2019 Q2","4/1/2019-6/30/2019","547.41","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","54.74","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","127",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","232",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","York County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018","538.46","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","53.85","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","14",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","26",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","67","67","42","133","POINT (-76.72576052 39.92192531)"
"County","Potter County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","53","53","42","105","POINT (-77.89879229 41.74420644)"
"County","Clarion County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","16","16","42","031","POINT (-79.42483608 41.19279129)"
"County","Armstrong County","Female","12 to 55 years","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","3","03","42","005","POINT (-79.47316899 40.81509526)"
"County","Cumberland County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","13",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","21","21","42","041","POINT (-77.26866271 40.16759839)"
