"geographic_area","geographic_name","gender","age","ethnicity","year","time_period","time_period_dates","hiv_incidence_rate","hiv_incidence_rate_description","newly_diagnosed_hiv_count","newly_diagnosed_hiv_count_1","population_estimate","population_estimate_1","population_estimate_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","geocoded_column"
"State","Commonwealth","All","0 to 11 years","All","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","3","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lancaster","All","All (0 to 99 years)","All","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","36","36","42","71","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Northampton","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","48","48","42","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"State","Commonwealth","All","40 to 44 years","All","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of new HIV diagnoses per 100,000 individuals","11","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Warren","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Potter","All","All (0 to 99 years)","All","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","53","53","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"State","Commonwealth","All","12 to 19 years","All","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Crawford","All","All (0 to 99 years)","All","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","1","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","20","20","42","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Chester","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","2.71","Rate of new HIV diagnoses per 100,000 individuals","14","New HIV diagnoses","517156","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Schuylkill","All","All (0 to 99 years)","All","2017","2017 Annual","1/1/2017-12/31/2017","2.08","Rate of new HIV diagnoses per 100,000 individuals","3","New HIV diagnoses","144287","Pennsylvania population estimate from Census Bureau's American Community Survey","Not displayed when total number of individuals estimated is less than 11","54","54","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Lawrence","All","All (0 to 99 years)","All","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","37","37","42","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Huntingdon","All","All (0 to 99 years)","All","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","31","31","42","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Westmoreland","All","All (0 to 99 years)","All","2017","2017 Q4","10/1/2017-12/31/2017",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Susquehanna","All","All (0 to 99 years)","All","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","58","58","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Columbia","All","All (0 to 99 years)","All","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","19","19","42","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"State","Commonwealth","All","All (0 to 99 years)","All","2019","2019 Q4","10/1/2019-12/31/2019",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","19","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Sullivan","All","All (0 to 99 years)","All","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of new HIV diagnoses per 100,000 individuals","1","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","57","57","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Bedford","All","All (0 to 99 years)","All","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","5","5","42","9","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","York","All","All (0 to 99 years)","All","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of new HIV diagnoses per 100,000 individuals","12","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","67","67","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Tioga","All","All (0 to 99 years)","All","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of new HIV diagnoses per 100,000 individuals","0","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Lawrence","All","All (0 to 99 years)","All","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","0","New HIV diagnoses among individuals using injection drugs",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","37","37","42","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Erie","All","All (0 to 99 years)","All","2018","2018 Annual","1/1/2018-12/31/2018","84.8","Rate of new HIV diagnoses among individuals using injection drugs per 100,000 estimated with Drug Use Disorder","4","New HIV diagnoses among individuals using injection drugs","4717","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","25","25","42","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"State","Commonwealth","All","30 to 34 years","All","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of new HIV diagnoses per 100,000 individuals","27","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Chester","All","All (0 to 99 years)","All","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of new HIV diagnoses per 100,000 individuals","3","New HIV diagnoses",,"Pennsylvania population estimate from Census Bureau's American Community Survey","Population estimate not available for specified combination","15","15","42","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
