"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"County","Fayette","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","26","26","42","051","39.91944780300","-79.65189634640","POINT (-79.6518963464 39.919447803)"
"State","Commonwealth","All","56+ years","2019","2019 Q2","4/1/2019-6/30/2019","29","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","613","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.04700","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Montour","All","All (18+ years)","2019","2019 Q1","1/1/2019-3/31/2019","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","47","47","42","093","41.02801824380","-76.66470526680","POINT (-76.6647052668 41.0280182438)"
"County","Carbon","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","13","13","42","025","40.91936700810","-75.71107038660","POINT (-75.7110703866 40.9193670081)"
"State","Commonwealth","All","40 to 44 years","2018","2018 Annual","1/1/2018-12/31/2018","254","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2729","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.0930000000000000100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Adams","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1259","Total number of annual Court of Common Pleas cases","3.97","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","1","01","42","001","39.87209565030","-77.22224270760","POINT (-77.2222427076 39.8720956503)"
"County","Luzerne","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","40","40","42","079","41.17836438840","-75.99199609800","POINT (-75.991996098 41.178364388400006)"
"County","Delaware","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","24","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","23","23","42","045","39.91657866520","-75.40627712120","POINT (-75.40627712120002 39.9165786652)"
"State","Commonwealth","All","50 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018","36","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","738","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.04900","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Perry","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","50","50","42","099","40.40415317440","-77.25907384960","POINT (-77.2590738496 40.4041531744)"
"County","Montour","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","157","Total number of annual Court of Common Pleas cases","6.37","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","47","47","42","093","41.02801824380","-76.66470526680","POINT (-76.6647052668 41.0280182438)"
"State","Commonwealth","All","20 to 24 years","2016","2016 Q4","10/1/2016-12/31/2016","224","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","915","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.24500","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lackawanna","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","30","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2327","Total number of annual Court of Common Pleas cases","12.89","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","70","Count of discharged drug court cases","48","Count of successfully completed discharged drug court cases","57","Count of discharged drug court cases with an opioid as the drug of choice","41","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.8142857142857143","Percent of drug court cases list an opioid as the drug of choice","0.6857142857142857","Percent of drug court cases discharged graduating successfully from the program","0.7192982456140351","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","35","35","42","069","41.43910064280","-75.61218345240","POINT (-75.6121834524 41.4391006428)"
"County","Lawrence","All","All (18+ years)","2016","2016 Annual","1/1/2016-12/31/2016","18","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","973","Total number of annual Court of Common Pleas cases","18.5","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","13","Count of discharged drug court cases","5","Count of successfully completed discharged drug court cases","12","Count of discharged drug court cases with an opioid as the drug of choice","5","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.9230769230769231","Percent of drug court cases list an opioid as the drug of choice","0.38461538461538464","Percent of drug court cases discharged graduating successfully from the program","0.4166666666666667","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","37","37","42","073","40.99325035140","-80.33754114460","POINT (-80.3375411446 40.9932503514)"
