"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Clarion","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"State","Commonwealth","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","14873","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2093451.43","Lost wages dues to hospitalization for opioid use","64268.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Clearfield","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","72","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7858.29","Lost wages dues to hospitalization for opioid use","241.25","Estimated state income tax revenue lost during hospitalizations due to opioid use","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)","41.000429","-78.47558343"
"County","Centre","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","11","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1577.71","Lost wages dues to hospitalization for opioid use","48.44","Estimated state income tax revenue lost during hospitalizations due to opioid use","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)","40.9193135","-77.82500112"
"County","Warren","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","36","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3574.29","Lost wages dues to hospitalization for opioid use","109.73","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"County","Adams","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","355","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","37852.71","Lost wages dues to hospitalization for opioid use","1162.08","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Venango","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","183","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","19088.86","Lost wages dues to hospitalization for opioid use","586.03","Estimated state income tax revenue lost during hospitalizations due to opioid use","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)","41.40341259","-79.76286561"
"County","Clinton","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)","41.23286274","-77.6428376"
"County","Tioga","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","27","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3268.29","Lost wages dues to hospitalization for opioid use","100.34","Estimated state income tax revenue lost during hospitalizations due to opioid use","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)","41.77333834","-77.25788076"
"County","Cambria","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","70","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7620.00","Lost wages dues to hospitalization for opioid use","233.93","Estimated state income tax revenue lost during hospitalizations due to opioid use","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)","40.49127491","-78.71894174"
"County","Dauphin","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","236","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","36074.29","Lost wages dues to hospitalization for opioid use","1107.48","Estimated state income tax revenue lost during hospitalizations due to opioid use","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Potter","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)","41.74420644","-77.89879229"
"County","York","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","421","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","54669.86","Lost wages dues to hospitalization for opioid use","1678.36","Estimated state income tax revenue lost during hospitalizations due to opioid use","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)","39.92192531","-76.72576052"
"County","Sullivan","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)","41.4480994","-76.5147922"
"County","Fayette","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","65","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7085.00","Lost wages dues to hospitalization for opioid use","217.51","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Clarion","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1340.86","Lost wages dues to hospitalization for opioid use","41.16","Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Dauphin","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","349","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","52798.71","Lost wages dues to hospitalization for opioid use","1620.92","Estimated state income tax revenue lost during hospitalizations due to opioid use","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Montour","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)","41.02801824","-76.66470527"
"County","Clarion","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1276.00","Lost wages dues to hospitalization for opioid use","39.17","Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Bucks","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","891","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","130086.00","Lost wages dues to hospitalization for opioid use","3993.64","Estimated state income tax revenue lost during hospitalizations due to opioid use","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)","40.33501133","-75.11291241"
"County","Monroe","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","53","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6534.14","Lost wages dues to hospitalization for opioid use","200.60","Estimated state income tax revenue lost during hospitalizations due to opioid use","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)","41.06091787","-75.34083603"
"County","Philadelphia","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","3953","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","675963.00","Lost wages dues to hospitalization for opioid use","20752.06","Estimated state income tax revenue lost during hospitalizations due to opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"County","Bedford","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Northumberland","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018","44","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5009.71","Lost wages dues to hospitalization for opioid use","153.80","Estimated state income tax revenue lost during hospitalizations due to opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"State","Commonwealth","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","15814","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2352347.43","Lost wages dues to hospitalization for opioid use","72217.07","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
